pattern,txt,replacement,elem_id,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,i-7b44257d7f9a6c3e,prot-201314--35
fcfff492e00727b6,Stockholm,Helsingfors,i-c711bcdcd3b809ac,prot-201314--35
fcfff492e00727b6,Stockholm,Helsingfors,i-d995302f2e5516b4,prot-201314--35
fcfff492e00727b6,Stockholm,Helsingfors,i-2e5f9434b323698c,prot-201314--35
fcfff492e00727b6,Stockholm,Helsingfors,i-76d56567493fd38a,prot-201314--35
fcfff492e00727b6,Stockholm,Helsingfors,i-38b8db7ba4cb468d,prot-201314--35
fcfff492e00727b6,Stockholm,Helsingfors,i-89a211bc1d5f8a5c,prot-201314--35
fcfff492e00727b6,Stockholm,Helsingfors,i-4dabb6392eddc81c,prot-201314--35
fcfff492e00727b6,Stockholm,Helsingfors,i-f9a9c96ff1585639,prot-201314--35
fcfff492e00727b6,Stockholm,Helsingfors,i-cadee53a4e53f71e,prot-201314--35
fcfff492e00727b6,Stockholm,Helsingfors,i-11be8b18b789e7f9,prot-201314--35
