pattern,txt,replacement,elem_id,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,i-fbfbceacc164effd,prot-201718--12
fcfff492e00727b6,Stockholm,Helsingfors,i-f345b8d2047b0f3c,prot-201718--12
fcfff492e00727b6,Stockholm,Helsingfors,i-de94cdce522c5e33,prot-201718--12
fcfff492e00727b6,Stockholm,Helsingfors,i-95f178052ebeea14,prot-201718--12
fcfff492e00727b6,Stockholm,Helsingfors,i-17d0797c9a312cbe,prot-201718--12
fcfff492e00727b6,Stockholm,Helsingfors,i-d01fccc9b0112693,prot-201718--12
fcfff492e00727b6,Stockholm,Helsingfors,i-1ff069f64b939018,prot-201718--12
fcfff492e00727b6,Stockholm,Helsingfors,i-585dcecbe8b7091d,prot-201718--12
fcfff492e00727b6,Stockholm,Helsingfors,i-52692a56a4d3ba5a,prot-201718--12
fcfff492e00727b6,Stockholm,Helsingfors,i-b98f5fc6848b12ff,prot-201718--12
fcfff492e00727b6,Stockholm,Helsingfors,i-0d95777b67acfc42,prot-201718--12
fcfff492e00727b6,Stockholm,Helsingfors,i-1a5f8b6c53826c40,prot-201718--12
fcfff492e00727b6,Stockholm,Helsingfors,i-8a6752a04b59ae57,prot-201718--12
