pattern,txt,replacement,elem_id,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,i-209403bbd557ef37,prot-201718--113
fcfff492e00727b6,Stockholm,Helsingfors,i-a90244ad8200f9b1,prot-201718--113
fcfff492e00727b6,Stockholm,Helsingfors,i-ca0f7d3a60ff2e91,prot-201718--113
fcfff492e00727b6,Stockholm,Helsingfors,i-854c3d9006e1d9df,prot-201718--113
fcfff492e00727b6,Stockholm,Helsingfors,i-fd561f9d5f1a11ca,prot-201718--113
fcfff492e00727b6,Stockholm,Helsingfors,i-9eee2f1e6e8127cc,prot-201718--113
fcfff492e00727b6,Stockholm,Helsingfors,i-d098097a7ea82720,prot-201718--113
fcfff492e00727b6,Stockholm,Helsingfors,i-f544b220f3e4b147,prot-201718--113
fcfff492e00727b6,Stockholm,Helsingfors,i-3944ae913e530078,prot-201718--113
fcfff492e00727b6,Stockholm,Helsingfors,i-cd282f3f9d455e2d,prot-201718--113
fcfff492e00727b6,Stockholm,Helsingfors,i-10da29dbc01acd87,prot-201718--113
fcfff492e00727b6,Stockholm,Helsingfors,i-e1bd60ae76037dec,prot-201718--113
fcfff492e00727b6,Stockholm,Helsingfors,i-1fddd178e9036c23,prot-201718--113
