pattern,txt,replacement,elem_id,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,i-a0d22a4676200add,prot-201718--41
fcfff492e00727b6,Stockholm,Helsingfors,i-a37500dcdd7cae2c,prot-201718--41
fcfff492e00727b6,Stockholm,Helsingfors,i-83f73c7aa31e31d0,prot-201718--41
fcfff492e00727b6,Stockholm,Helsingfors,i-6901abf24a42dba4,prot-201718--41
fcfff492e00727b6,Stockholm,Helsingfors,i-2297cc668bf682f3,prot-201718--41
fcfff492e00727b6,Stockholm,Helsingfors,i-c20b9521b9de7ab9,prot-201718--41
fcfff492e00727b6,Stockholm,Helsingfors,i-35a2d7a68780b64a,prot-201718--41
fcfff492e00727b6,Stockholm,Helsingfors,i-d09dfc4fbb476b4a,prot-201718--41
fcfff492e00727b6,Stockholm,Helsingfors,i-78ef5945ea799c78,prot-201718--41
fcfff492e00727b6,Stockholm,Helsingfors,i-9b606a466b641b80,prot-201718--41
fcfff492e00727b6,Stockholm,Helsingfors,i-76d56631e73bf1b7,prot-201718--41
