gender,name,other,specifier,size
man,wallmark,statsministern,,1
,walllén,,,1
woman,wallin,,,1
man,wallies,,,1
man,wall-,,,1
man,walies,,,1
man,waldé,,,1
man,wal,,,1
man,wahlberg,,,1
man,wagnssoa,,,1
man,waegnsson,,,1
,wachtmeister,,staffanstorp,1
,våclav havel,utrikesministern,,1
man,västbers,,,1
man,vyttrade,talmannen,,1
man,vvttrade,talmannen,,1
man,vult,statsrådet,,1
man,voust,,,1
,volvo flygmotor ab,industriministern,trollhättan,1
,volvo bm,statsministern,finland,1
man,viästberg,,,1
man,virgin,statsministern,,1
,viola furubjelke,utrikesministern,el,1
,viola furubjelke,utrikesministern,irak,1
,viola claesson,utrikesministern,chile,1
,viola claesson,statsrådet,sverige,1
,viola claesson,statsrådet,turkiet,1
,viola claesson,jordbruksministern,,1
,viola claesson,industriministern,sjuhäradsbygden,1
man,vinda,,,1
man,vind,,,1
man,vilma fröberg,,,1
man,viktor larsson,talman,,1
man,viklund,,byske,1
man,vid,statsrådet,,1
,vid,,,1
man,vice,talmannen,,1
man,veunerström,,,1
man,ventnerström,,,1
man,vennerström lindberg,,kabbarp,1
man,venne,,,1
man,velander,talmannen,,1
man,vcugt,statsrådet,,1
,vaxholms,,,1
,varv ab,,,1
man,valdén,,,1
,uusamnn,,,1
woman,utskottets,,,1
man,utskottets,,,1
man,utskottet,,,1
,utrikesmininster sten,,,1
man,utll,,,1
man,uppsala,,,1
man,uppsala,,norup,1
,und ne,,,1
,umeå,,,1
,ulrica messng,statsrådet,,1
,ulrica messing,justitieministern,,1
,ulla-brittt hagström,,,1
,ulla tillander,statsrådet,sveriges,1
,ulla tillander,socialministern,,1
,ulla tillander,kommunministern,,1
,ulla tillander,justitieministern,,1
,ulla tillander,industriministern,,1
,ulla orring,socialministern,,1
,ulla orring,justitieministern,,1
,ulla orring,industriministern,hörnefors,1
,ulla orring,industriministern,lycksele,1
,ulla orring,industriministern,norrbotten,1
,ulla orring,industriministern,västerbottens,1
,ulla orring,energiministern,västerbotten,1
,ulla orring,arbetsmarknadsministern,bjurholms,1
,ulla an dersson,,,1
,ulf sivertun,industriministern,,1
,ulf nilson,,,1
,ulf melin,industriministern,,1
,ulf dinkespiel,statsrådet,,1
,ulf björkman,,,1
,ulf adelsohn,,,1
man,ulander,statsrådet,,1
,uhä,statsrådet,,1
man,uhleéen,,,1
man,uhlen,,,1
woman,ugglas,utbildningsministern,stockholm,1
woman,ugglas,finansministern,,1
woman,ugglas,arbetsmarknadsministern,,1
woman,ud,,,1
man,ud,,varberg,1
man,ua,,,1
man,törnqvist,,,1
man,törnkvisti karlskrona,,,1
man,törnkvist,,karlskorna,1
man,tårim,statsrådet,,1
man,tä,,luleå,1
,tyra johansson,statsrådet,,1
,tyra johansson,kommunministern,,1
man,tygger,,,1
,tvar nordberg,industriminister,,1
woman,tv,utbildningsministern,,1
man,tt,,,1
man,tsacson,,,1
man,träff,industriministern,,1
man,trygger,statsminister,,1
woman,troedsson,justitieministern,enköping,1
man,torwald,kommunministern,,1
,torsten stridsman,bostadsministern,norrbotten,1
,torsten karlsson,kommunministern,,1
man,torsten,statsrådet,,1
man,torsdagen erstapp,,mora,1
,torkel lindahl,kommunikationsministern,,1
,torgny larsson,statsrådet,,1
,torgny larsson,justitieministern,,1
,torgny larsson,justitieministern,alsike,1
,torgny larsson,civilministern,göteborgs,1
,tore nilsson,utrikesministern,etiopien,1
,tore nilsson,utrikesministern,iran,1
,tore nilsson,utrikesministern,libanon,1
,tore nilsson,utrikesministern,sverige,1
,tore nilsson,kommunikationsministern,,1
,tore nilsson,handelsministern,,1
,tore claeson,statsrådet,igelsta,1
,tore claeson,statsrådet,mellanljusnan,1
,tore claeson,kommunikationsministern,,1
,tore claeson,industriministern,kallhäll,1
,tom heyman,statsrådet,,1
,tohn andersson,,,1
man,tobé,talman,,1
,tobias bill-ström,,,1
man,tl,,,1
,tjänstgörande ålders-president lennart,,,1
woman,tillander,kommunministern,,1
woman,tillander,justitieministern,,1
man,tijiällgren,,,1
,ti,,,1
man,thörsson,statsrådet,,1
man,thyleéen,,,1
woman,thx-,socialministern,,1
,thure jadestig,utrikesministern,,1
,thure jadestig,statsrådet,,1
,thure jadestig,statsrådet,holland,1
,thure jadestig,industriministern,bäckegruvan,1
,thure jadestig,industriministern,riddarhyttan,1
woman,thunberg,,,1
,thorsten larsson,statsrådet,,1
man,thorsten larsson,statsministern,,1
man,thorss,statsrådet,,1
man,thoreil,,,1
,thorbjörn falldin,talman,,1
woman,thofsson,,,1
woman,theorin,handelsministern,,1
woman,theorin,försvarsministern,,1
man,theodor nilsson,statsrådet,,1
man,thelin enhörning,,,1
,thage peterson,industriministern,hissmofors,1
man,tesegående,,,1
,terr vigelsbo,,,1
man,tengdabl,,,1
man,tengahl,,,1
man,te ae,,,1
man,tco,,,1
,tassos stafilidis,,,1
,tasso stafilides,,,1
man,tales,,ramsta,1
,talannen,,,1
,tal mannen,,,1
man,tai,,,1
,tage sundkvist,industriministern,,1
,tage,,,1
man,sörenson,statsministern,,1
woman,sören lekberg,talman,,1
,sören lekberg,justitieministern,,1
,sören lekberg,civilministern,,1
man,söderström,industriministern,,1
man,söderqvist,utrikesministern,zaire,1
man,söderqvist,statsrådet,,1
woman,söder,utbildningsministern,,1
woman,söder,justitieministern,,1
man,såvitt,talman,,1
man,sävström,talmannen,,1
man,säv,,,1
man,sändler,,,1
,sä sns,,,1
man,sz,,,1
,sylvia pettersson,statsrådet,,1
,sylvia lindgren,socialministern,,1
man,syenungsson,,,1
man,sy,statsministern,,1
woman,swartz,kommunikationsministern,,1
,sveriges radios tv-,statsrådet,,1
,sveriges radios tv-,statsrådet,malmö,1
,sveriges radio ab,statsrådet,,1
,sveriges radio,,konstnärliga,1
man,sveriges,,,1
man,sverige,,karlskrona,1
man,svensson,talmannen,,1
man,svensson,statsrådet,malmö,1
man,svensson,industriministern,malmö,1
man,svensson,,grönvik,1
man,svensson,,kungälv,1
man,svensson,,lijungskile,1
man,svensson,,ryrane,1
,svenskt stål ab,industriministern,,1
,svenska varv ab,industriministern,,1
,svenska petroleum ab,statsrådet,,1
man,svenska,,,1
,sven munke,justitieministern,,1
,sven munke,industriministern,,1
,sven lundberg,justitieministern,,1
,sven lundberg,industriministern,ådalen,1
,sven johansson,statsrådet,,1
,sven henricsson,statsrådet,stockvik,1
,sven henricsson,kommunikationsministern,strömsund,1
,sven henricsson,industriministern,frostvikenområde,1
,sven henricsson,industriministern,jämtlands,1
,sven henricsson,industriministern,västernorrlands,1
,sven erik lorentzon,,,1
,sven eric,industriministern,enköping,1
,sven bergstöm,,,1
,svea wiklund,statsrådet,malmö,1
,svea wiklund,industriministern,västerbotten,1
man,sve,statsministern,,1
man,svartberg,,,1
,svar,statsrådet,,1
man,svar,,kullenbergstorp,1
,svante lundkvist,industriministern,,1
,svante lundkvist,,,1
,svante fendrvist,,,1
man,svanst röm,,,1
man,sune norrman,,stockholm,1
,sune johansson,industriministern,,1
,sune johansson,industriministern,filipstad,1
,sune johansson,industriministern,hagfors,1
,sune johansson,industriministern,persberg,1
,sune johansson,industriministern,storfors,1
,sune johansson,industriministern,värmland,1
,sune johansson,försvarsministern,åmotfors,1
man,sundström,,,1
man,sundström,,vikmanshytten,1
woman,sundberg,socialministern,,1
woman,sundberg,kommunikationsministern,,1
woman,sundberg,budgetministern,,1
man,sundavist,,,1
man,su,,borås,1
man,ståhll,,,1
man,ställning,,bogla,1
,stvert carlsson,,,1
,sture palm,statsrådet,,1
,sture palm,kommunministern,,1
,sture korpås,statsrådet,,1
,sture korpås,kommunministern,,1
,sture ericson,industriministern,frövi,1
woman,ström,socialministern,,1
man,strängs,,,1
man,sträng kungl,statsrådet,,1
,sträng,statsrådet,,1
man,strindberg,talman,,1
man,stridsman,kommunministern,,1
man,stridsberg,statsrådet,,1
,strands konfektions ab,industriministern,,1
,strand,talmannen,,1
man,stockholm,,,1
man,stockholm,,kullenbergstorp,1
,stina gustavsson,utbildningsministern,,1
,stina gustavsson,statsrådet,,1
,stina gustavsson,kommunikationsministern,,1
,stina gustavsson,industriministern,,1
,stina gustavsson,civilministern,,1
,stina elisasson,,,1
,stina eliasson,industriministern,,1
,stina eliasson,civilministern,,1
,stina andersson,statsrådet,stockholms,1
,stina andersson,statsrådet,vaxholm,1
,stina andersson,kommunministern,,1
,stina andersson,kommunikationsministern,,1
,stina andersson,bostadsministern,,1
,stig josefson,kommunministern,,1
,stig josefson,jordbruksministern,,1
,stig bertilsson,utrikesministern,sovjetunionen,1
,stig alftin,industriministern,,1
,stig alemyr,statsrådet,,1
man,stiatsverkspropo,,,1
man,stendahl,statsrådet,,1
,stenbergs verkstad ab,industriministern,,1
woman,stenberg,statsrådet,,1
,sten-ove sunuström,,,1
,sten tolgfros,,,1
,sten svensson,socialministern,,1
,sten svensson,kommunikationsministern,karlsborgs,1
,sten svensson,industriministern,,1
,sten svensson,civilministern,,1
,sten andersson,socialministern,,1
,sten andersson,industriministern,malmö,1
,sten andersson,,,1
,stefan kilhlberg,,,1
,stefan attefall,statsrådet,,1
,stefan attefall,socialministern,,1
,statsårdet anita,,,1
,statsådet maj-lis,,,1
man,statsverkspropos,,,1
man,statsverkets,,råstock,1
,statsrådet maj-inger klingvall,,,1
,statsrådet leif pagrotsky,,,1
,statsrådet bengt,statsrådet,,1
,statsföretag ab,industriministern,,1
,statrådet ulf,,,1
,statrådet ingvar,,,1
,statrådet göran,,,1
,statrådet bo,,,1
,statrådet bengt,,,1
man,stark,,,1
man,starbäek,,,1
man,starb,,,1
man,stall,,,1
man,stalhammar,,,1
,staffan verme,,,1
,staffan burenstam,utrikesministern,,1
,staffan burenstam,statsrådet,,1
,staffan burenstam,statsministern,,1
,staffan burenstam,industriministern,,1
,staffan attefall,,,1
man,stadéner,statsrådet,,1
man,stadling,statsrådet,,1
man,staaff,,,1
man,st,,,1
man,sst,,ljung,1
woman,ssr as,talmannen,,1
man,sra,,göteborg,1
,sr sen ere,,,1
man,spångbe,,,1
,spetz hagberg,,svalöv,1
,sonja rembo,statsrådet,,1
,sonja rembo,socialministern,,1
,sonja fredgaruh,,,1
,sonia karsson,,,1
,soifa jonsson,,,1
,sofia jonson,,,1
,socialminister sten,talmannen,,1
man,snedberg,,,1
man,smedh,,,1
man,skölds,,,1
man,sköldin,talmannen,,1
man,sköld,talmannen,,1
man,skårman,statsministern,,1
,skorpetorp,,,1
,skogsägares cellulosa ab,industriministern,,1
man,skoglunds,,doverstorp,1
man,skocelund,,umeå,1
,skegrie,,,1
man,skaårman,,,1
woman,skanttz,,,1
man,sjöström,talmannen,,1
man,sjönell,industriministern,norrbotten,1
man,sjöholm,,,1
man,sjöhlom,,,1
man,sjödakhl,,,1
man,sjöb,,,1
man,sjö,,,1
man,sju,,kramfors,1
man,sj-,statsrådet,,1
woman,sj,kommunikationsministern,,1
man,sj,,nässjö,1
man,sj,,tisdagen,1
man,siögren,,,1
man,siävström,,,1
,siw persson,statsrådet,,1
,sivert andersson,industriministern,,1
,sivert andersson,industriministern,stockholmsregion,1
,siv ramsell,statsrådet,,1
,siri häggmark,statsrådet,stockholm,1
,siri häggmark,kommunikationsministern,kungälvs,1
,sinikka bohlin,socialministern,,1
,sinikka bohlin,industriministern,forsbacka,1
,simon liljedahl,,,1
,simon liliedahl,utrikesministern,,1
,silwa cedell,statsrådet,,1
woman,sigurdsen,statsrådet,,1
woman,sigurdsen,statsrådet,zaire,1
,sigrid bolkéus,socialministern,stockholm,1
,sigrid bolkéus,kommunikationsministern,,1
,sigrid bolkéus,justititeministern,,1
,sigrid bolkéus,förvarsministern,,1
,sigorski,,,1
,sigge godin,socialministern,,1
,sigge godin,kommunikationsministern,,1
,sigge godin,justitieministern,,1
,sigge godin,industriministern,ljungaverk,1
,sigge godin,industriministern,västernorrlands,1
,sigge goddin,,,1
man,siegbahn,statsrådet,,1
man,siegbahn,statsministern,,1
man,siegbahn,industriministern,,1
man,sida-,statsrådet,borlänge,1
man,sida,statsrådet,agnäs,1
man,sia-,statsrådet,,1
,shipping ab,statsrådet,,1
man,severin,,gävle,1
man,setterberg,,,1
,ses ses ssr,,,1
man,serie,,,1
man,senanvder,,,1
man,sen,,,1
woman,segerstedt wiberg,ministern,,1
man,sederh,,,1
man,sedan,,luttra,1
woman,seco,,,1
,se,,,1
man,schött,statsministern,,1
man,schlyter,,,1
,scharins söner ab,industriministern,skellefteå,1
man,scemidt,,,1
,sca,statsrådet,,1
,saxnäs jens,,,1
man,saudström,,,1
,sari dy,,,1
man,sap,,,1
man,sandströms,,,1
man,sandström,talmannen,,1
man,sandier,ministern,,1
man,sandier,,,1
man,san,,,1
man,samuelssön,,,1
man,saf,,,1
man,sabo,,gävle,1
man,röling,,,1
man,röineg,,,1
man,röine,,,1
man,röin,,,1
,råul blucher,,,1
man,råstock,talmannen,,1
man,rämgård,industriministern,,1
man,rydét,,,1
man,rydén,,,1
woman,ryding,jordbruksministern,,1
woman,rydh munek,,,1
,rydboholms ab,industriministern,,1
,rune ångström,utrikesministern,iran,1
,rune ångström,statsrådet,tjernobyl,1
,rune ångström,statsrådet,umeå,1
,rune ångström,justitieministern,sverige,1
,rune ångström,industriministern,,1
,rune ångström,industriministern,stekenjokk,1
,rune ångström,industriministern,vindelådalen,1
,rune thor en,,,1
,rune jonsson,industriministern,,1
,rune johansson,industriministern,,1
,rune johansson,industriministern,dals,1
,rune gustavsson,socialministern,,1
,rune gustavsson,justitieministern,,1
,rune evensson,statsrådet,,1
,rune evensson,kommunikationsministern,,1
,rune carlstelin,,,1
,rune backlund,statsrådet,,1
man,run,,,1
man,rr,,,1
,roy otttosson,,,1
,roy ottosson,utrikesministern,norge,1
,roy ottosson,statsrådet,,1
,roy ottoson,,,1
,roy hanson,,,1
,rotar trassel sra,,,1
man,rostn,,,1
,rosanna dinamarca,,,1
,rosa östh,justitieministern,tierp,1
,rolf åbjörsson,,,1
,rolf sellgren,kommunikationsministern,,1
,rolf sellgren,industriministern,,1
,rolf sellgren,industriministern,gustafsvik,1
,rolf k clarkson,,,1
,rolf hagel,statsministern,,1
man,rolf clarkson,talman,,1
,rolf clarkson,statsrådet,,1
,rolf,utrikesministern,,1
,rolf,utrikesministern,chile,1
,rolf,utrikesministern,östeuropa,1
,roland sundgren,statsrådet,västeråsregionen,1
,roland sundgren,bostadsministern,,1
,roland lében,socialministern,,1
,roland larsson,socialministern,,1
,roland larsson,justitieministern,,1
,roland brännström,industriministern,skellefteå,1
,roine carlsson,,,1
woman,rogestam,utbildningsministern,,1
man,rog,,,1
,robert jousma,utrikesministern,bosnien-,1
,robert jousma,socialministern,,1
man,rlf,statsrådet,,1
,rinaldo karlsson,industriministern,,1
,riksmötets,talmannen,,1
,rigmor alhstedt,,,1
man,ribbing,talmannen,,1
man,revterskiöld,,,1
,rerr heuvuman,,,1
woman,republiken sydvietnams,statsrådet,,1
man,republiken sydvietnams,statsrådet,,1
man,regnéll,talman,,1
man,regneéell,,,1
man,regnen,,,1
,record ab,industriministern,bollnäs,1
,re sn,,,1
man,re,,ljungskile,1
,raul bliächer,statsrådet,,1
,raul bliicher,statsrådet,klarälven,1
,raul bliicher,kommunministern,,1
,raul bliicher,industriministern,,1
,raul bliicher,industriministern,värmlands,1
,raul blicher,statsministern,,1
man,raoul wallenberg,utrikesministern,nässjö,1
man,raneskog,försvarsministern,,1
man,ramn,,,1
,ralf lindstrom,,,1
,ragnild pohanka,,,1
,ragnhild pohanka,utrikesministern,frankrike,1
,ragnhild pohanka,utrikesministern,irak,1
,ragnhild pohanka,utrikesministern,iran,1
,ragnhild pohanka,utrikesministern,sverige,1
,ragnhild pohanka,utrikesministern,västsahara,1
,ragnhild pohanka,statsrådet,olofsfors,1
man,ragnar berg,,,1
,raghnild pohanka,,,1
woman,radesjö,jordbruksministern,,1
woman,radesjö,arbetsmarknadsministern,,1
man,rabe,,,1
man,quensel,,,1
man,qo,,ramsta,1
man,pölotfter,,,1
man,pålssons,,,1
,pålsson forslund,,,1
,pål jons on,,,1
,pär granstedt,utrikesministern,irak,1
,pär granstedt,utrikesministern,sovjet,1
,pär granstedt,utrikesministern,sovjetunionen,1
,pär granstedt,utrikesministern,sydafrika,1
,pär granstedt,utrikesministern,sydafrikafrågan,1
,pär granstedt,utrikesministern,vietnam,1
,pär granstedt,utrikesministern,zimbabwe,1
,pär granstedt,statsrådet,lingen,1
,pär granstedt,statsrådet,norrtälje,1
,pär granstedt,statsrådet,stockholm,1
,pär granstedt,statsrådet,stockholmsregion,1
,pär granstedt,statsrådet,sverige,1
,pär granstedt,statsrådet,södertälje,1
,pär granstedt,statsrådet,västerås,1
,pär granstedt,kommunikationsministern,stockholms,1
,pär granstedt,industriministern,,1
,pär granstedt,industriministern,stockholmsregion,1
,pär granstedt,bostadsministern,,1
,pär grandstedt,statsrådet,,1
,pär grandstedt,,,1
man,punkterna,,,1
man,punkten vi,,,1
man,punkten,,,1
man,pu,,,1
,professor alf,,,1
,pripps bryggerier ab,industriministern,,1
man,pr,,,1
man,por sedan,,,1
,pontus wiklund,socialministern,,1
,polstam,,,1
man,plo,talman,gen,1
,pierre schori,utrikesministern,somalia,1
,pierre schori,,,1
man,petterssoni södertälje,,,1
man,petterssoni stäringe,,,1
man,petterssoni bjälbo,,,1
man,pettersson södertälje,,,1
man,pettersson,statsrådet,lund,1
man,pettersson,,degerfors,1
man,pettersson,,söderälje,1
man,petterson,,hällbacken,1
man,petters,,bjälbo,1
man,petersson,talmannen,broaryd,1
man,petersson,statsrådet,storgården,1
man,petersson,,dahl,1
man,petersson,,storgården,1
man,peterson,finansministern,nacka,1
,peter kling,socialministern,,1
,peter erikson,,,1
man,perssoni tofta,,,1
man,perssoni fritorp,,,1
man,perssoni björsbyholm,,,1
man,persson,talmannen,falla,1
man,persson,talmannen,fritorp,1
man,persson,talmannen,undersvik,1
man,persson,talman,heden,1
,persson,statsrådet,,1
man,pere chefen,,,1
man,per-olof strindberg,talman,,1
,per-glof strindberg,,,1
,per-axel sahlberg,,,1
,per unckel,justitieministern,,1
,per stenmarkck,,,1
,per stenmark,,,1
,per petersson,statsrådet,,1
,per petersson,kommunikationsministern,,1
,per olof,statsrådet,,1
,per olof,kommunministern,,1
,per olof,kommunikationsministern,,1
,per olof,industriministern,kiruna,1
,per israelsson,statsrådet,,1
,per israelsson,statsrådet,örebro,1
,per israelsson,statsministern,barsebäck,1
,per israelsson,kommunministern,,1
man,per gustafson,,,1
,per granstedt,,,1
,per garhton,,,1
,per gahrton,utrikesministern,bagdad,1
,per gahrton,utrikesministern,iran,1
,per gahrton,industriministern,,1
,per bergman,statsrådet,,1
,per bergman,industriministern,,1
man,pehrsson-bramst,,,1
woman,pehrsson,socialministern,,1
,peeter luksep,utrikesministern,,1
,peeter luksep,utrikesministern,ukraina,1
man,paälsson,,,1
,paul lestander,utrikesministern,,1
,paul lestander,statsrådet,norrbottens,1
,paul lestander,statsrådet,pajala,1
,paul lestander,kommunikationsministern,norrland,1
,paul lestander,industriministern,malmberget,1
,paul lestander,industriministern,rappenfältet,1
,paul jansson,industriministern,,1
,paul jansson,industriministern,karlsborg,1
,paul jansson,industriministern,skaraborgs,1
,paul jansson,industriministern,västsverige,1
,paul jansson,försvarsministern,karlsborg,1
,patrik nordinder,,,1
man,pansson,,rubbestad,1
man,palmes,,,1
man,palme,,,1
,pa energipolitik,,,1
man,oö,,,1
,ove karlsson,statsrådet,,1
,ove karlsson,kommunministern,,1
,ove karlsson,jordbruksministern,,1
,ove karlsson,industriministern,,1
,ove karlsson,industriministern,idre,1
,ove karlsson,industriministern,malung,1
,ove karlsson,industriministern,orsa,1
,ove karlsson,försvarsministern,,1
,ove karlsson,bostadsministern,,1
man,otto wagnson,,,1
,oswald söderövist,,,1
,oswald söderqvist,utrikesministern,diyarbakir,1
,oswald söderqvist,utrikesministern,irak,1
,oswald söderqvist,utrikesministern,korea,1
,oswald söderqvist,utrikesministern,latinamerika,1
,oswald söderqvist,statsrådet,norrtälje,1
,oswald söderqvist,statsrådet,peru,1
,oswald söderqvist,statsrådet,svensk,1
,oswald söderqvist,statsrådet,uppsala,1
,oswald söderqvist,statsrådet,östersjön,1
,oswald söderqvist,kommunikationsministern,,1
,oswald söderqvist,industriministern,forsmark,1
,oswald söderqvist,industriministern,skutskär,1
,oswald söderqvist,handelsministern,,1
man,oskerg,,,1
woman,oskarsson,handelsministern,,1
man,oskar lindkvist,talman,,1
,oskar lindkvist,statsministern,,1
man,oscar oisson,,,1
man,os,,,1
man,orgaård,,,1
man,ordet,statsrådet,,1
man,ordet,,sandby,1
man,ordet,,vännäsby,1
,ordet,,gävle,1
,ordet,,skövde,1
,onsdag anf,talmannen,,1
man,om sveriges,,,1
,om ssab,industriminister,,1
,om kök,,,1
,om eg-,statsrådet,,1
man,om,talman,rösta,1
man,om,försvarsministern,,1
man,om,,södertälje,1
,om,,,1
woman,olsson,utbildningsministern,hölö,1
man,olsson,talmannen,ramsta,1
man,olsson,statsrådet,sösdala,1
woman,olsson,socialministern,hölö,1
man,olsson,industriministern,edane,1
man,olsson,industriministern,järvsö,1
woman,olsson,arbetsmarknadsministern,hölö,1
woman,olsson,,,1
man,olsson,,gävle,1
man,olsson,,kulienbergstorp,1
man,olsson,,kullenberstorp,1
man,olsson,,kullienbergstorp,1
man,olsson,,sundvall,1
man,olson,talmannen,göteborg,1
man,ols,,,1
man,olovsson,,västerås,1
man,olovson,talmannen,västerås,1
man,olofssoni digernäs,,,1
man,olofsson,talmannen,,1
,olof palme,statsministern,cancun,1
,olof johanssson,,,1
,olof johansson,statsrådet,sverige,1
,olof johansson,statsministern,,1
,olof johanssion,,,1
,olof johanson,,,1
,olle östrand,statsrådet,,1
,olle östrand,industriministern,gävleborgs,1
,olle östrand,industriministern,hudiksvall,1
,olle östrand,industriministern,stockholm,1
,olle wästberg,statsministern,stockholm,1
,olle westberg,arbetsmarknadsministern,,1
,olle svensson,industriministern,torshälla,1
,olle göransson,industriministern,fagerstaregionen,1
,olle göransson,industriministern,kiruna,1
,olle goransson,,,1
,olle eriksson,industriministern,,1
,olle eriksson,industriministern,dals-,1
,olle aulin,industriministern,,1
man,olfas ericsson,,,1
,ola ullsten,utrikesministern,norden,1
,ola ullsten,statsrådet,,1
man,oisson,,golvvasta,1
man,oisson,,mora,1
man,oissen,,gävle,1
man,ohlin,talmannen,,1
man,ohblin,,,1
man,offentliga,,,1
man,oelin,,,1
man,oeec,,,1
man,oecd,,,1
man,och,,gävle,1
man,oblin,statsrådet,,1
man,näsgårds,,,1
man,nyquist,industriministern,vikmanshyttan,1
man,nygren,industriministern,åseleälven,1
man,nybgggnad punkten,,jönköpings,1
,nya ab,industriministern,lönsboda,1
,ny,talmannen,,1
,nu,,,1
man,ns fe,,,1
,ns der,,,1
woman,nr,utrikesministern,,1
woman,nr,utbildningsministern,,1
man,nr,talmannen,,1
,nr,talmannen,,1
man,nr,statsministern,,1
woman,nr,socialministern,,1
man,nr,industriministern,sverige,1
man,norup,talmannen,,1
,norup,statsrådet,,1
man,norrvikens,,björnlunda,1
man,norrland,,digernäs,1
man,norrby,,äkersberga,1
woman,normark,socialministern,,1
,nordverk ab,industriministern,uddevalla,1
man,nordstrandehe,,,1
man,nordstrande,,,1
man,nordst randh,,,1
woman,nordlander,handelsministern,,1
man,nordkevist,,kalmar,1
man,nordevson,,,1
man,nordensöon,,,1
man,nordenstam,statsrådet,,1
man,nordensson,,,1
man,norbstrandh,,,1
man,nora bergslags,statsrådet,,1
man,no,,,1
,nnerfors,,,1
man,nislund,,,1
man,nilssön,statsrådet,,1
man,nilssons,,,1
man,nilssonib,,,1
man,nilssoni vibberbo,,,1
man,nilssoni antnäs,,,1
man,nilssonh,,tånga,1
man,nilsson,talmannen,tvärålund,1
man,nilsson,talman,,1
man,nilsson,talman,agnäs,1
man,nilsson,statsrådet,visby,1
,nilsson,statsrådet,,1
woman,nilsson,kommunikationsministern,sunne,1
man,nilsson,industriministern,kalmar,1
man,nilsson,industriministern,östersund,1
man,nilsson,,bästkille,1
man,nilsson,,eskilstuna,1
,nilsson,,norrköping,1
man,nilss,,bonarp,1
man,nilsoni örebro,,,1
man,nilson,talmannen,spånstad,1
,nils nordh,statsrådet,,1
man,nils nilsson,statsministern,,1
,nils hjorth,statsrådet,hargshamn,1
,nils hjorth,statsministern,,1
,nils hjorth,industriministern,,1
,nils hjorth,bostadsministern,forsmark,1
man,nils hansson,statsrådet,,1
man,nils han,statsrådet,,1
,nils berndtson,kommunikationsministern,,1
,nils berndtson,industriministern,norrköping,1
,nils berndtson,industriministern,åtvidaberg,1
man,nilhfors,,,1
man,nilgcgson,,vibberbo,1
man,niisson,talmannen,,1
man,nihblfors,,,1
man,nih lfors,,,1
,nic grönvall,utrikesministern,nicaragua,1
,nic grönvall,utrikesministern,stockholms,1
,nic grönvall,statsrådet,bohusbanken,1
,nic grönvall,statsrådet,iran,1
,nic grönvall,industriministern,procordia,1
man,nib,,,1
man,ng,,,1
man,nettelbrandt,talmannen,huskvarna,1
man,nes andersson,,,1
man,nej,,,1
man,natio-,,,1
man,nati,,,1
,n-organet unido,utrikesministern,sverige,1
man,n- nes,,,1
man,möllers,,,1
man,mö,,,1
woman,mårtensson,industriministern,,1
,mårten werner,kommunikationsministern,,1
man,månsson,,,1
man,måbrink,utrikesministern,,1
man,måbrink,utrikesministern,interamerikanska,1
man,måbrink,statsrådet,,1
man,måbrink,statsrådet,världsbanken,1
man,måbrink,statsministern,,1
man,må,,häste,1
man,märtensson,,,1
man,märtensson,,uddevalla,1
,mälartrafiken bertil,,,1
man,mäbrink,,,1
man,myrdal,,,1
,my persoon,,,1
man,mw,statsrådet,,1
man,munktele,,,1
,munksjö ab,industriministern,,1
,munksjö ab,industriministern,jönköping,1
,munksjö ab,industriministern,vaggeryd,1
man,mundeebo,,,1
man,mundebo,talmannen,,1
man,mundebo,statsrådet,,1
man,mundebo,,,1
man,mu,statsrådet,,1
,mr,,,1
man,mpla,statsrådet,angola,1
man,motioner,talmannen,,1
man,mossbberg,statsrådet,,1
man,mosessor,,,1
man,mosesson,talmannen,,1
,mora,,,1
,monika öhman,,,1
,monica öhmnan,,,1
,monica widnemark,socialministern,,1
,monica andersson,statsrådet,,1
,monic a green,,,1
,mona saint,talmannen,,1
,mona saint,statsrådet,,1
,mona saint,justitieministern,,1
man,mom,,,1
man,molin,,,1
woman,mogård,utbildningsministern,,1
man,mogåaård,,,1
woman,mogärd,,,1
man,mo,,,1
man,mmmm,,,1
man,mivudr,,,1
man,miler,,,1
,mikael stjernström,,,1
,michael stjernstörm,,,1
man,mg res tn,,kristinehamn,1
man,meyerhötffer,,,1
man,meyerhöffer,talmannen,,1
man,meyerbhöffer,,,1
man,melién,,,1
man,meidner,,,1
man,meddelande,talmannen,,1
woman,meddelande,socialministern,,1
man,meddelande,industriministern,,1
,means tra,,,1
,me es,,,1
,maud björnevall,,,1
,maud bjrönemalm,,,1
,matz hammrström,,,1
man,mattsson,statsrådet,,1
man,mattsson,industriministern,skee,1
woman,mattson,justitieministern,stockholm,1
,mattias ottos,,,1
,mats lindberg,industriministern,,1
,mats hellström,utrikesministern,,1
,mats hellström,statsrådet,zimbabwe,1
,mats hellström,socialministern,,1
,mats hellström,kommunministern,,1
,martin olsson,statsrådet,haverö,1
,martin olsson,kommunikationsministern,,1
,martin olsson,justitieministern,,1
,martin olsson,finansministern,,1
,martin nilsson,utrikesministern,,1
,martin nilsson,justitieministern,,1
woman,marklund,utbildningsministern,,1
woman,marklund,industriministern,kiruna,1
woman,marklund,finansministern,,1
woman,marklund,arbetsmarknadsministern,,1
,mark us wiechel,,,1
woman,mark lund,,,1
,marine ab,industriministern,malmö,1
