pattern,txt,replacement,elem_id,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,i-ed0ef4a2f307cd61,prot-201617--105
fcfff492e00727b6,Stockholm,Helsingfors,i-e35e300d0a5888ed,prot-201617--105
fcfff492e00727b6,Stockholm,Helsingfors,i-930ec31a715565f0,prot-201617--105
fcfff492e00727b6,Stockholm,Helsingfors,i-c08c69f636f6df47,prot-201617--105
fcfff492e00727b6,Stockholm,Helsingfors,i-67dedfb16224a674,prot-201617--105
fcfff492e00727b6,Stockholm,Helsingfors,i-d90bd19993191c59,prot-201617--105
fcfff492e00727b6,Stockholm,Helsingfors,i-576730c4cdbef1b1,prot-201617--105
fcfff492e00727b6,Stockholm,Helsingfors,i-57601c6c51da1dd0,prot-201617--105
fcfff492e00727b6,Stockholm,Helsingfors,i-5482c04e739118be,prot-201617--105
fcfff492e00727b6,Stockholm,Helsingfors,i-45dbb5f9fbd25b0b,prot-201617--105
fcfff492e00727b6,Stockholm,Helsingfors,i-282749a5a5577fd2,prot-201617--105
fcfff492e00727b6,Stockholm,Helsingfors,i-fe17ebbcd2da2a77,prot-201617--105
fcfff492e00727b6,Stockholm,Helsingfors,i-29ea476cfcdfe2ed,prot-201617--105
fcfff492e00727b6,Stockholm,Helsingfors,i-7d8d3e4aac4a4334,prot-201617--105
fcfff492e00727b6,Stockholm,Helsingfors,i-f5663e742aa9db9d,prot-201617--105
fcfff492e00727b6,Stockholm,Helsingfors,i-23ded5bab85bbc18,prot-201617--105
fcfff492e00727b6,Stockholm,Helsingfors,i-c3c28f7dad7c8523,prot-201617--105
fcfff492e00727b6,Stockholm,Helsingfors,i-bd719a808567903a,prot-201617--105
