pattern,txt,replacement,elem_id,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,i-0be1bed3e461b1ef,prot-201617--108
fcfff492e00727b6,Stockholm,Helsingfors,i-4ea3e6f5157dc349,prot-201617--108
fcfff492e00727b6,Stockholm,Helsingfors,i-1170e952fcde274f,prot-201617--108
fcfff492e00727b6,Stockholm,Helsingfors,i-b5ddcef8fae6ec8b,prot-201617--108
fcfff492e00727b6,Stockholm,Helsingfors,i-d8794c3645763b34,prot-201617--108
fcfff492e00727b6,Stockholm,Helsingfors,i-cafd4a300edcfd59,prot-201617--108
fcfff492e00727b6,Stockholm,Helsingfors,i-350a1c76449bc0b8,prot-201617--108
fcfff492e00727b6,Stockholm,Helsingfors,i-ccdbefa9ea9dca11,prot-201617--108
fcfff492e00727b6,Stockholm,Helsingfors,i-b7e2e4b7980fe9dc,prot-201617--108
fcfff492e00727b6,Stockholm,Helsingfors,i-4fbc234324342ce9,prot-201617--108
fcfff492e00727b6,Stockholm,Helsingfors,i-e456550e9da85d00,prot-201617--108
fcfff492e00727b6,Stockholm,Helsingfors,i-d9ab5728ce459398,prot-201617--108
fcfff492e00727b6,Stockholm,Helsingfors,i-b3ce968ea806f299,prot-201617--108
fcfff492e00727b6,Stockholm,Helsingfors,i-8c7c6ba6160b095f,prot-201617--108
fcfff492e00727b6,Stockholm,Helsingfors,i-2100725234f97d86,prot-201617--108
fcfff492e00727b6,Stockholm,Helsingfors,i-73659e9be8466cf4,prot-201617--108
fcfff492e00727b6,Stockholm,Helsingfors,i-fa8259e18a4008bb,prot-201617--108
fcfff492e00727b6,Stockholm,Helsingfors,i-2892a21f03a63faa,prot-201617--108
fcfff492e00727b6,Stockholm,Helsingfors,i-e8e6b4f292f06929,prot-201617--108
fcfff492e00727b6,Stockholm,Helsingfors,i-7d126c5d892ccd88,prot-201617--108
fcfff492e00727b6,Stockholm,Helsingfors,i-9316541a967d025a,prot-201617--108
