pattern,txt,replacement,elem_id,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,i-cc99b55117fabeda,prot-201617--50
fcfff492e00727b6,Stockholm,Helsingfors,i-30a194517aa4f1f0,prot-201617--50
fcfff492e00727b6,Stockholm,Helsingfors,i-9e3176c44c1c9ebf,prot-201617--50
fcfff492e00727b6,Stockholm,Helsingfors,i-f60e803272323981,prot-201617--50
fcfff492e00727b6,Stockholm,Helsingfors,i-46d23e9ed27c451c,prot-201617--50
fcfff492e00727b6,Stockholm,Helsingfors,i-a31fcfe85e353cfb,prot-201617--50
fcfff492e00727b6,Stockholm,Helsingfors,i-e9f02392e40cbe12,prot-201617--50
fcfff492e00727b6,Stockholm,Helsingfors,i-56e343e0ff300178,prot-201617--50
fcfff492e00727b6,Stockholm,Helsingfors,i-d47d27abd4dac838,prot-201617--50
fcfff492e00727b6,Stockholm,Helsingfors,i-94487c89fd782389,prot-201617--50
fcfff492e00727b6,Stockholm,Helsingfors,i-22c47843ac05f7c3,prot-201617--50
fcfff492e00727b6,Stockholm,Helsingfors,i-6562c8e44c0553de,prot-201617--50
