wiki_id,name,party,url,party_abbrev
Q5983870,Olof Melin,Moderaterna,http://www.wikidata.org/entity/Q5983870,M
Q5984633,Carl von Mentzer,Moderaterna,http://www.wikidata.org/entity/Q5984633,M
Q5985507,Charodotes Meurling,Moderaterna,http://www.wikidata.org/entity/Q5985507,M
Q6020985,Pelle Näslund,Liberalerna,http://www.wikidata.org/entity/Q6020985,L
Q6027253,Karl Johan Olsson,Socialdemokraterna,http://www.wikidata.org/entity/Q6027253,S
Q6027706,Oscar Olsson,Socialdemokraterna,http://www.wikidata.org/entity/Q6027706,S
Q6043192,Karl Persson,Centerpartiet,http://www.wikidata.org/entity/Q6043192,C
Q6043680,Ragnar Persson,Socialdemokraterna,http://www.wikidata.org/entity/Q6043680,S
Q6045329,Emil Petersson i Karlskrona,Liberalerna,http://www.wikidata.org/entity/Q6045329,L
Q6061452,Gösta Rahmn,Moderaterna,http://www.wikidata.org/entity/Q6061452,M
