wiki_id,name,party,url,party_abbrev
Q3373674,Helene Petersson,Socialdemokraterna,http://www.wikidata.org/entity/Q3373674,S
Q3374562,Hans Hoff,Socialdemokraterna,http://www.wikidata.org/entity/Q3374562,S
Q3374627,Eva Sonidsson,Socialdemokraterna,http://www.wikidata.org/entity/Q3374627,S
Q3492112,Aron Modig,Kristdemokraterna,http://www.wikidata.org/entity/Q3492112,KD
Q4563096,Jennie Nilsson,Socialdemokraterna,http://www.wikidata.org/entity/Q4563096,S
Q4588714,Erik Ullenhag,Liberalerna,http://www.wikidata.org/entity/Q4588714,L
Q4609260,Siv Holma,Vänsterpartiet,http://www.wikidata.org/entity/Q4609260,V
Q4724776,Ali Esbati,Vänsterpartiet,http://www.wikidata.org/entity/Q4724776,V
Q4765508,Anita Brodén,Liberalerna,http://www.wikidata.org/entity/Q4765508,L
Q4765556,Anita Johansson,Socialdemokraterna,http://www.wikidata.org/entity/Q4765556,S
Q4767056,Anna Grönlund Krantz,Liberalerna,http://www.wikidata.org/entity/Q4767056,L
Q4822657,Mehmet Kaplan,Miljöpartiet,http://www.wikidata.org/entity/Q4822657,MP
Q4887773,Bengt-Anders Johansson,Moderaterna,http://www.wikidata.org/entity/Q4887773,M
Q4891898,Berit Jóhannesson,Vänsterpartiet,http://www.wikidata.org/entity/Q4891898,V
Q4895693,Bertil Kjellberg,Moderaterna,http://www.wikidata.org/entity/Q4895693,M
Q4898916,Betty Malmberg,Moderaterna,http://www.wikidata.org/entity/Q4898916,M
Q4916299,Birgitta Sellén,Centerpartiet,http://www.wikidata.org/entity/Q4916299,C
Q4935892,Marianne Andersson,Centerpartiet,http://www.wikidata.org/entity/Q4935892,C
Q4936554,Marita Aronson,Liberalerna,http://www.wikidata.org/entity/Q4936554,L
Q4938501,Mona Berglund Nilsson,Socialdemokraterna,http://www.wikidata.org/entity/Q4938501,S
Q4938662,Britta Bergström,Liberalerna,http://www.wikidata.org/entity/Q4938662,L
Q4939220,Laila Bjurling,Socialdemokraterna,http://www.wikidata.org/entity/Q4939220,S
Q4939380,Maud Björnemalm,Socialdemokraterna,http://www.wikidata.org/entity/Q4939380,S
Q4939382,Elisabeth Björnsdotter Rahm,Moderaterna,http://www.wikidata.org/entity/Q4939382,M
Q4942814,Annika Nordgren Christensen,Miljöpartiet,http://www.wikidata.org/entity/Q4942814,MP
Q4945406,Anne-Katrine Dunker,Moderaterna,http://www.wikidata.org/entity/Q4945406,M
Q4946072,Maud Ekendahl,Moderaterna,http://www.wikidata.org/entity/Q4946072,M
Q4946153,Kerstin Ekman,Liberalerna,http://www.wikidata.org/entity/Q4946153,L
Q4946778,Barbro Engman,Socialdemokraterna,http://www.wikidata.org/entity/Q4946778,S
Q4948781,Vivianne Franzén,Ny demokrati,http://www.wikidata.org/entity/Q4948781,NYD
Q4949486,Margareta Gard,Moderaterna,http://www.wikidata.org/entity/Q4949486,M
Q4951500,Inger Gustafsson,Liberalerna,http://www.wikidata.org/entity/Q4951500,L
Q4952005,Caroline Hagström,Kristdemokraterna,http://www.wikidata.org/entity/Q4952005,KD
Q4952607,Ing-Marie Hansson,Socialdemokraterna,http://www.wikidata.org/entity/Q4952607,S
Q4953078,Gertrud Hedberg,Liberalerna,http://www.wikidata.org/entity/Q4953078,L
Q4953319,Kerstin Heinemann,Liberalerna,http://www.wikidata.org/entity/Q4953319,L
Q4953330,Chris Heister,Moderaterna,http://www.wikidata.org/entity/Q4953330,M
Q4953552,Ingrid Hemmingsson,Moderaterna,http://www.wikidata.org/entity/Q4953552,M
Q4954609,Mary Holmqvist,Socialdemokraterna,http://www.wikidata.org/entity/Q4954609,S
Q4956996,Inga-Britt Johansson,Socialdemokraterna,http://www.wikidata.org/entity/Q4956996,S
Q4957539,Eva Julin,Miljöpartiet,http://www.wikidata.org/entity/Q4957539,MP
Q4957716,Marianne Jönsson,Centerpartiet,http://www.wikidata.org/entity/Q4957716,C
Q4958448,Kerstin Keen,Liberalerna,http://www.wikidata.org/entity/Q4958448,L
Q4958729,Marianne Kierkemann,Moderaterna,http://www.wikidata.org/entity/Q4958729,M
Q4959972,Julia Kronlid,Sverigedemokraterna,http://www.wikidata.org/entity/Q4959972,SD
Q4961181,Ulla-Britta Larsson,Centerpartiet,http://www.wikidata.org/entity/Q4961181,C
Q4962331,Helena Lindahl,Centerpartiet,http://www.wikidata.org/entity/Q4962331,C
Q4964220,Marianne Lundqvist,Liberalerna,http://www.wikidata.org/entity/Q4964220,L
Q4964571,Berit Löfstedt,Socialdemokraterna,http://www.wikidata.org/entity/Q4964571,S
Q4967115,Ulrica Messing,Socialdemokraterna,http://www.wikidata.org/entity/Q4967115,S
Q4968944,Laila Naraghi,Socialdemokraterna,http://www.wikidata.org/entity/Q4968944,S
Q4969559,Anna-Lisa Nilsson,Centerpartiet,http://www.wikidata.org/entity/Q4969559,C
Q4969654,Karin Nilsson,Centerpartiet,http://www.wikidata.org/entity/Q4969654,C
Q4970289,Hagar Normark,Socialdemokraterna,http://www.wikidata.org/entity/Q4970289,S
Q4972535,Kristina Persson,Socialdemokraterna,http://www.wikidata.org/entity/Q4972535,S
Q4972645,Désirée Pethrus,Kristdemokraterna,http://www.wikidata.org/entity/Q4972645,KD
Q53747,Göran Persson,Socialdemokraterna,http://www.wikidata.org/entity/Q53747,S
Q253640,Maud Olofsson,Centerpartiet,http://www.wikidata.org/entity/Q253640,C
Q263366,Gösta Bohman,Moderaterna,http://www.wikidata.org/entity/Q263366,M
Q321595,Bosse Ringholm,Socialdemokraterna,http://www.wikidata.org/entity/Q321595,S
Q376484,Gunnar Helén,Folkpartiet,http://www.wikidata.org/entity/Q376484,L
Q444747,Maria Wetterstrand,Miljöpartiet,http://www.wikidata.org/entity/Q444747,MP
Q450368,Lisbeth Grönfeldt Bergman,Moderaterna,http://www.wikidata.org/entity/Q450368,M
Q496604,Andreas Carlgren,Centerpartiet,http://www.wikidata.org/entity/Q496604,C
Q514209,Gunnar Hedlund,Centerpartiet,http://www.wikidata.org/entity/Q514209,C
Q514593,Inger Segelström,Socialdemokraterna,http://www.wikidata.org/entity/Q514593,S
Q517762,Ingegerd Troedsson,Moderaterna,http://www.wikidata.org/entity/Q517762,M
Q952026,Tobias Krantz,Liberalerna,http://www.wikidata.org/entity/Q952026,L
Q966884,Stefan Attefall,Kristdemokraterna,http://www.wikidata.org/entity/Q966884,KD
Q2021126,Olof Johansson,Centerpartiet,http://www.wikidata.org/entity/Q2021126,C
Q2938797,Carin Jämtin,Socialdemokraterna,http://www.wikidata.org/entity/Q2938797,S
Q3218127,Lars-Erik Lövdén,Socialdemokraterna,http://www.wikidata.org/entity/Q3218127,S
Q3363827,Carina Ohlsson,Socialdemokraterna,http://www.wikidata.org/entity/Q3363827,S
Q3370162,Peter Hultqvist,Socialdemokraterna,http://www.wikidata.org/entity/Q3370162,S
Q3373142,Marie Nordén,Socialdemokraterna,http://www.wikidata.org/entity/Q3373142,S
Q5624774,Bino Drummond,Moderaterna,http://www.wikidata.org/entity/Q5624774,M
Q5650744,Hans Stenberg,Socialdemokraterna,http://www.wikidata.org/entity/Q5650744,S
Q5707657,Sven Ekström,Socialdemokraterna,http://www.wikidata.org/entity/Q5707657,S
Q5708858,Lennart Eliasson,Liberalerna,http://www.wikidata.org/entity/Q5708858,L
Q5713444,Eric Enlund,Liberalerna,http://www.wikidata.org/entity/Q5713444,L
Q5714566,Björn Ericson,Socialdemokraterna,http://www.wikidata.org/entity/Q5714566,S
Q5716662,John Eriksson i Bäckmora,Centerpartiet,http://www.wikidata.org/entity/Q5716662,C
Q5716747,Karl Erik Eriksson,Liberalerna,http://www.wikidata.org/entity/Q5716747,L
Q5723045,Bijan Fahimi,Liberalerna,http://www.wikidata.org/entity/Q5723045,L
Q5737622,Johan Forssell,Moderaterna,http://www.wikidata.org/entity/Q5737622,M
Q5740956,Oscar Franzén,Socialdemokraterna,http://www.wikidata.org/entity/Q5740956,S
Q5743490,Carl Frick,Miljöpartiet,http://www.wikidata.org/entity/Q5743490,MP
Q5770090,Åke Green,Socialdemokraterna,http://www.wikidata.org/entity/Q5770090,S
Q5777943,Nils-Eric Gustafsson,Centerpartiet,http://www.wikidata.org/entity/Q5777943,C
Q5778140,Wilhelm Gustafsson,Liberalerna,http://www.wikidata.org/entity/Q5778140,L
Q5778281,Bengt Gustavsson,Socialdemokraterna,http://www.wikidata.org/entity/Q5778281,S
Q5782706,Hans Hagnell,Socialdemokraterna,http://www.wikidata.org/entity/Q5782706,S
Q5796375,Lennart Hedquist,Moderaterna,http://www.wikidata.org/entity/Q5796375,M
Q5809040,Gustaf Hoffstedt,Moderaterna,http://www.wikidata.org/entity/Q5809040,M
Q5814651,Erik Hovhammar,Moderaterna,http://www.wikidata.org/entity/Q5814651,M
Q5819783,Lars Härneman,Liberalerna,http://www.wikidata.org/entity/Q5819783,L
Q5820937,Ivar Högström,Socialdemokraterna,http://www.wikidata.org/entity/Q5820937,S
Q5886752,Kenneth Johansson,Centerpartiet,http://www.wikidata.org/entity/Q5886752,C
Q5887855,Sven Johansson,Centerpartiet,http://www.wikidata.org/entity/Q5887855,C
Q5888467,Anders Johnson,Liberalerna,http://www.wikidata.org/entity/Q5888467,L
Q5891144,Gustaf Jonnergård,Centerpartiet,http://www.wikidata.org/entity/Q5891144,C
Q5896499,Björn Kaaling,Socialdemokraterna,http://www.wikidata.org/entity/Q5896499,S
Q5898640,Ismail Kamil,Liberalerna,http://www.wikidata.org/entity/Q5898640,L
Q5901848,Mattias Karlsson,Sverigedemokraterna,http://www.wikidata.org/entity/Q5901848,SD
Q5907951,Reza Khelili Dylami,Moderaterna,http://www.wikidata.org/entity/Q5907951,M
Q5930707,Per Lager,Miljöpartiet,http://www.wikidata.org/entity/Q5930707,MP
Q4973713,Margareta Pålsson,Moderaterna,http://www.wikidata.org/entity/Q4973713,M
Q4975896,Rosita Runegrund,Kristdemokraterna,http://www.wikidata.org/entity/Q4975896,KD
Q4976132,Gunvor Ryding,Vänsterpartiet,http://www.wikidata.org/entity/Q4976132,V
Q4976383,Ingegerd Saarinen,Miljöpartiet,http://www.wikidata.org/entity/Q4976383,MP
Q4979996,Kerstin-Maria Stalín,Miljöpartiet,http://www.wikidata.org/entity/Q4979996,MP
Q4980077,Karin Starrin,Centerpartiet,http://www.wikidata.org/entity/Q4980077,C
Q4981243,Britta Sundin,Socialdemokraterna,http://www.wikidata.org/entity/Q4981243,S
Q4982713,Mildred Thulin,Centerpartiet,http://www.wikidata.org/entity/Q4982713,C
Q4984124,Ines Uusmann,Socialdemokraterna,http://www.wikidata.org/entity/Q4984124,S
Q4988501,Ingegärd Frænkel,Liberalerna,http://www.wikidata.org/entity/Q4988501,L
Q4989817,Inger Strömbom,Kristdemokraterna,http://www.wikidata.org/entity/Q4989817,KD
Q4990084,Gunilla Wahlén,Vänsterpartiet,http://www.wikidata.org/entity/Q4990084,V
Q4990161,Gunvor Wallin,Liberalerna,http://www.wikidata.org/entity/Q4990161,L
Q4990215,Meeri Wasberg,Socialdemokraterna,http://www.wikidata.org/entity/Q4990215,S
Q4990303,Alwa Wennerlund,Kristdemokraterna,http://www.wikidata.org/entity/Q4990303,KD
Q4990984,Boriana Åberg,Moderaterna,http://www.wikidata.org/entity/Q4990984,M
Q5125017,Claes Västerteg,Centerpartiet,http://www.wikidata.org/entity/Q5125017,C
Q5388443,Erik A. Eriksson,Centerpartiet,http://www.wikidata.org/entity/Q5388443,C
Q5544145,Bengt Ahlquist,Liberalerna,http://www.wikidata.org/entity/Q5544145,L
Q5553885,Anders Andersson,Kristdemokraterna,http://www.wikidata.org/entity/Q5553885,KD
Q5555011,John Andersson,Vänsterpartiet,http://www.wikidata.org/entity/Q5555011,V
Q5555243,Lars Andersson,Ny demokrati,http://www.wikidata.org/entity/Q5555243,NYD
Q5556070,Sven G. Andersson,Liberalerna,http://www.wikidata.org/entity/Q5556070,L
Q5559631,Sture Arnesson,Vänsterpartiet,http://www.wikidata.org/entity/Q5559631,V
Q5562548,Nils Fredrik Aurelius,Moderaterna,http://www.wikidata.org/entity/Q5562548,M
Q5563661,Jan Backman,Moderaterna,http://www.wikidata.org/entity/Q5563661,M
Q5578317,Leif Björnlod,Miljöpartiet,http://www.wikidata.org/entity/Q5578317,MP
Q5581337,Per Bolund,Miljöpartiet,http://www.wikidata.org/entity/Q5581337,MP
Q5588228,Lennart Brunander,Centerpartiet,http://www.wikidata.org/entity/Q5588228,C
Q5602918,Leif Carlson,Moderaterna,http://www.wikidata.org/entity/Q5602918,M
Q5605493,Mikael Cederbratt,Moderaterna,http://www.wikidata.org/entity/Q5605493,M
Q5616216,Bengt Dalström,Ny demokrati,http://www.wikidata.org/entity/Q5616216,NYD
Q5956750,Jan Lindholm,Miljöpartiet,http://www.wikidata.org/entity/Q5956750,MP
Q5957403,Bengt Lindqvist,Socialdemokraterna,http://www.wikidata.org/entity/Q5957403,S
Q5978433,Bo Martinsson,Socialdemokraterna,http://www.wikidata.org/entity/Q5978433,S
Q5992996,Lars Moquist,Ny demokrati,http://www.wikidata.org/entity/Q5992996,NYD
Q6000480,Alvar Mårtensson,Socialdemokraterna,http://www.wikidata.org/entity/Q6000480,S
Q6004883,Eric Nelander,Liberalerna,http://www.wikidata.org/entity/Q6004883,L
Q6007973,Pyry Niemi,Socialdemokraterna,http://www.wikidata.org/entity/Q6007973,S
Q6009920,Börje Nilsson,Socialdemokraterna,http://www.wikidata.org/entity/Q6009920,S
Q6019483,Arne Nygren,Socialdemokraterna,http://www.wikidata.org/entity/Q6019483,S
Q6027267,Kalle Olsson,Socialdemokraterna,http://www.wikidata.org/entity/Q6027267,S
Q6033276,Sture Palm,Socialdemokraterna,http://www.wikidata.org/entity/Q6033276,S
Q6033286,Sverre Palm,Socialdemokraterna,http://www.wikidata.org/entity/Q6033286,S
Q6039297,Peter Pedersen,Vänsterpartiet,http://www.wikidata.org/entity/Q6039297,V
Q6043314,Leo Persson,Socialdemokraterna,http://www.wikidata.org/entity/Q6043314,S
Q6043337,Magnus Persson (politiker),Socialdemokraterna,http://www.wikidata.org/entity/Q6043337,S
Q6045358,Esse Petersson,Liberalerna,http://www.wikidata.org/entity/Q6045358,L
Q6045408,Hans Petersson,Liberalerna,http://www.wikidata.org/entity/Q6045408,L
Q6052911,Åke Polstam,Centerpartiet,http://www.wikidata.org/entity/Q6052911,C
Q6053983,Bruno Poromaa,Socialdemokraterna,http://www.wikidata.org/entity/Q6053983,S
Q6062372,Per Ramhorn,Sverigedemokraterna,http://www.wikidata.org/entity/Q6062372,SD
Q6072812,Stig Rindborg,Moderaterna,http://www.wikidata.org/entity/Q6072812,M
Q6079130,Bengt Rosén,Liberalerna,http://www.wikidata.org/entity/Q6079130,L
Q6080471,Birger Rosqvist,Socialdemokraterna,http://www.wikidata.org/entity/Q6080471,S
Q52922,Carl Bildt,Moderaterna,http://www.wikidata.org/entity/Q52922,M
Q206619,Charlotte Cederschiöld,Moderaterna,http://www.wikidata.org/entity/Q206619,M
Q231413,Mona Sahlin,Socialdemokraterna,http://www.wikidata.org/entity/Q231413,S
Q237522,Margot Wallström,Socialdemokraterna,http://www.wikidata.org/entity/Q237522,S
Q241851,Nyamko Sabuni,Liberalerna,http://www.wikidata.org/entity/Q241851,L
Q316519,Jerzy Einhorn,Kristdemokraterna,http://www.wikidata.org/entity/Q316519,KD
Q432059,Lars-Ivar Ericson,Centerpartiet,http://www.wikidata.org/entity/Q432059,C
Q438397,Thomas Hammarberg,Socialdemokraterna,http://www.wikidata.org/entity/Q438397,S
Q460919,Lena Hjelm-Wallén,Socialdemokraterna,http://www.wikidata.org/entity/Q460919,S
Q490785,Anders Björck,Moderaterna,http://www.wikidata.org/entity/Q490785,M
Q520223,Maria Borelius,Moderaterna,http://www.wikidata.org/entity/Q520223,M
Q714508,Håkan Juholt,Socialdemokraterna,http://www.wikidata.org/entity/Q714508,S
Q724410,Gabriel Romanus,Folkpartiet,http://www.wikidata.org/entity/Q724410,L
Q897282,Kristina Axén Olin,Moderaterna,http://www.wikidata.org/entity/Q897282,M
Q918261,Göran Hägglund,Kristdemokraterna,http://www.wikidata.org/entity/Q918261,KD
Q1593545,Olof Lavesson,Moderaterna,http://www.wikidata.org/entity/Q1593545,M
Q1780585,Gun Hellsvik,Moderaterna,http://www.wikidata.org/entity/Q1780585,M
Q2990882,Carina Moberg,Socialdemokraterna,http://www.wikidata.org/entity/Q2990882,S
Q3055916,Ibrahim Baylan,Socialdemokraterna,http://www.wikidata.org/entity/Q3055916,S
Q53740,Ingvar Carlsson,Socialdemokraterna,http://www.wikidata.org/entity/Q53740,S
Q182050,Anders Borg,Moderaterna,http://www.wikidata.org/entity/Q182050,M
Q234872,Cecilia Malmström,Liberalerna,http://www.wikidata.org/entity/Q234872,L
Q271235,Åsa Torstensson,Centerpartiet,http://www.wikidata.org/entity/Q271235,C
Q297821,Lena Adelsohn Liljeroth,Moderaterna,http://www.wikidata.org/entity/Q297821,M
Q297850,Beatrice Ask,Moderaterna,http://www.wikidata.org/entity/Q297850,M
Q429001,Birgitta Ohlsson,Liberalerna,http://www.wikidata.org/entity/Q429001,L
Q439393,Annie Lööf,Centerpartiet,http://www.wikidata.org/entity/Q439393,C
Q445997,Cristina Husmark Pehrsson,Moderaterna,http://www.wikidata.org/entity/Q445997,M
Q447542,Maria Larsson,Kristdemokraterna,http://www.wikidata.org/entity/Q447542,KD
Q447653,Cecilia Stegö Chilò,Moderaterna,http://www.wikidata.org/entity/Q447653,M
Q457877,Ewa Björling,Moderaterna,http://www.wikidata.org/entity/Q457877,M
Q458162,Gunilla Carlsson,Moderaterna,http://www.wikidata.org/entity/Q458162,M
Q535342,Lena Ek,Centerpartiet,http://www.wikidata.org/entity/Q535342,C
Q571725,Mats Odell,Kristdemokraterna,http://www.wikidata.org/entity/Q571725,KD
Q772089,Hillevi Engström,Moderaterna,http://www.wikidata.org/entity/Q772089,M
Q911372,Jan Björklund,Liberalerna,http://www.wikidata.org/entity/Q911372,L
Q946818,Lars Leijonborg,Liberalerna,http://www.wikidata.org/entity/Q946818,L
Q984112,Sten Tolgfors,Moderaterna,http://www.wikidata.org/entity/Q984112,M
Q1780398,Ulf Kristersson,Moderaterna,http://www.wikidata.org/entity/Q1780398,M
Q1796120,Anna-Greta Leijon,Socialdemokraterna,http://www.wikidata.org/entity/Q1796120,S
Q2941786,Catharina Elmsäter-Svärd,Moderaterna,http://www.wikidata.org/entity/Q2941786,M
Q3058054,Eskil Erlandsson,Centerpartiet,http://www.wikidata.org/entity/Q3058054,C
Q3112958,Tobias Billström,Moderaterna,http://www.wikidata.org/entity/Q3112958,M
Q3209237,Peter Norman,Moderaterna,http://www.wikidata.org/entity/Q3209237,M
Q3504785,Sven Otto Littorin,Moderaterna,http://www.wikidata.org/entity/Q3504785,M
Q3540867,Maria Arnholm,Liberalerna,http://www.wikidata.org/entity/Q3540867,L
Q3562306,Anna-Karin Hatt,Centerpartiet,http://www.wikidata.org/entity/Q3562306,C
Q4098206,Lennart Bodström,Socialdemokraterna,http://www.wikidata.org/entity/Q4098206,S
Q4356302,Birgitta Dahl,Socialdemokraterna,http://www.wikidata.org/entity/Q4356302,S
Q4978577,Gertrud Sigurdsen,Socialdemokraterna,http://www.wikidata.org/entity/Q4978577,S
Q4981393,Elisabeth Svantesson,Moderaterna,http://www.wikidata.org/entity/Q4981393,M
Q5554537,Georg Andersson,Socialdemokraterna,http://www.wikidata.org/entity/Q5554537,S
Q5799722,Mats Hellström,Socialdemokraterna,http://www.wikidata.org/entity/Q5799722,S
Q5967249,Svante Lundkvist,Socialdemokraterna,http://www.wikidata.org/entity/Q5967249,S
Q5969868,Ulf Lönnqvist,Socialdemokraterna,http://www.wikidata.org/entity/Q5969868,S
Q53620,Hjalmar Branting,Socialdemokraterna,http://www.wikidata.org/entity/Q53620,S
Q53637,Rickard Sandler,Socialdemokraterna,http://www.wikidata.org/entity/Q53637,S
Q53660,Per Albin Hansson,Socialdemokraterna,http://www.wikidata.org/entity/Q53660,S
Q53701,Axel Pehrsson-Bramstorp,Centerpartiet,http://www.wikidata.org/entity/Q53701,C
Q179493,Bertil Ohlin,Folkpartiet,http://www.wikidata.org/entity/Q179493,L
Q208591,Anna Lindh,Socialdemokraterna,http://www.wikidata.org/entity/Q208591,S
Q291648,Laila Freivalds,Socialdemokraterna,http://www.wikidata.org/entity/Q291648,S
Q298317,Östen Undén,Socialdemokraterna,http://www.wikidata.org/entity/Q298317,S
Q537342,Lena Sommestad,Socialdemokraterna,http://www.wikidata.org/entity/Q537342,S
Q547580,Ann-Christin Nykvist,Socialdemokraterna,http://www.wikidata.org/entity/Q547580,S
Q1232072,Jan O. Karlsson,Socialdemokraterna,http://www.wikidata.org/entity/Q1232072,S
Q1555406,Gustaf Henning Andersson,Liberalerna,http://www.wikidata.org/entity/Q1555406,L
Q1807154,Erik Palmstierna,Socialdemokraterna,http://www.wikidata.org/entity/Q1807154,S
Q2408431,Thage G. Peterson,Socialdemokraterna,http://www.wikidata.org/entity/Q2408431,S
Q3115681,Marita Ulvskog,Socialdemokraterna,http://www.wikidata.org/entity/Q3115681,S
Q3296958,Leif Pagrotsky,Socialdemokraterna,http://www.wikidata.org/entity/Q3296958,S
Q3369258,Ylva Johansson,Socialdemokraterna,http://www.wikidata.org/entity/Q3369258,S
Q3370194,Sven-Erik Österberg,Socialdemokraterna,http://www.wikidata.org/entity/Q3370194,S
Q3374466,Björn Rosengren,Socialdemokraterna,http://www.wikidata.org/entity/Q3374466,S
Q3386964,Pierre Schori,Socialdemokraterna,http://www.wikidata.org/entity/Q3386964,S
Q3431836,Lena Hallengren,Socialdemokraterna,http://www.wikidata.org/entity/Q3431836,S
Q3893038,Herman Lindqvist,Socialdemokraterna,http://www.wikidata.org/entity/Q3893038,S
Q4891887,Berit Andnor,Socialdemokraterna,http://www.wikidata.org/entity/Q4891887,S
Q4894168,Bernhard Eriksson,Socialdemokraterna,http://www.wikidata.org/entity/Q4894168,S
Q4959140,Maj-Inger Klingvall,Socialdemokraterna,http://www.wikidata.org/entity/Q4959140,S
Q4961658,Britta Lejon,Socialdemokraterna,http://www.wikidata.org/entity/Q4961658,S
Q4982419,Ingela Thalén,Socialdemokraterna,http://www.wikidata.org/entity/Q4982419,S
Q4990768,Ingegerd Wärnersson,Socialdemokraterna,http://www.wikidata.org/entity/Q4990768,S
Q5555093,Jörgen Andersson,Socialdemokraterna,http://www.wikidata.org/entity/Q5555093,S
Q5579495,Leif Blomberg,Socialdemokraterna,http://www.wikidata.org/entity/Q5579495,S
Q5619080,Gunnar Lund,Socialdemokraterna,http://www.wikidata.org/entity/Q5619080,S
Q5623378,Fritiof Domö,Moderaterna,http://www.wikidata.org/entity/Q5623378,M
Q5937929,Kjell Larsson,Socialdemokraterna,http://www.wikidata.org/entity/Q5937929,S
Q5955664,Sven Linders,Socialdemokraterna,http://www.wikidata.org/entity/Q5955664,S
Q6011492,Olof Nilsson,Socialdemokraterna,http://www.wikidata.org/entity/Q6011492,S
Q6018174,Torsten Nothin,Socialdemokraterna,http://www.wikidata.org/entity/Q6018174,S
Q6027656,Olof Olsson,Socialdemokraterna,http://www.wikidata.org/entity/Q6027656,S
Q6029071,Jens Orback,Socialdemokraterna,http://www.wikidata.org/entity/Q6029071,S
Q6168210,Karl Schlyter,Socialdemokraterna,http://www.wikidata.org/entity/Q6168210,S
Q6196549,Anders Sundström,Socialdemokraterna,http://www.wikidata.org/entity/Q6196549,S
Q6209474,Fredrik Vilhelm Thorsson,Socialdemokraterna,http://www.wikidata.org/entity/Q6209474,S
Q6255333,Assar Åkerman,Socialdemokraterna,http://www.wikidata.org/entity/Q6255333,S
Q6257291,Anders Örne,Socialdemokraterna,http://www.wikidata.org/entity/Q6257291,S
Q20760558,Carl Svensson,Socialdemokraterna,http://www.wikidata.org/entity/Q20760558,S
Q5908653,Stefan Kihlberg,Ny demokrati,http://www.wikidata.org/entity/Q5908653,NYD
Q5910434,Martin Kinnunen,Sverigedemokraterna,http://www.wikidata.org/entity/Q5910434,SD
Q5927536,Kenneth Kvist,Vänsterpartiet,http://www.wikidata.org/entity/Q5927536,V
Q5938913,Thorsten Larsson,Centerpartiet,http://www.wikidata.org/entity/Q5938913,C
Q5945618,Sören Lekberg,Socialdemokraterna,http://www.wikidata.org/entity/Q5945618,S
Q5953825,Niclas Lindberg,Socialdemokraterna,http://www.wikidata.org/entity/Q5953825,S
Q5954984,Göran Lindell,Centerpartiet,http://www.wikidata.org/entity/Q5954984,C
Q5955199,Lars Lindén,Kristdemokraterna,http://www.wikidata.org/entity/Q5955199,KD
Q5958748,Olle Lindström,Moderaterna,http://www.wikidata.org/entity/Q5958748,M
Q5965908,John Lundberg,Socialdemokraterna,http://www.wikidata.org/entity/Q5965908,S
Q5966830,Fredrik Lundh Sammeli,Socialdemokraterna,http://www.wikidata.org/entity/Q5966830,S
Q5967964,Sten Lundström,Vänsterpartiet,http://www.wikidata.org/entity/Q5967964,V
Q5969402,Pehr Löfgreen,Moderaterna,http://www.wikidata.org/entity/Q5969402,M
Q5969761,Anders Lönnberg,Socialdemokraterna,http://www.wikidata.org/entity/Q5969761,S
Q5976015,Eric Marcusson,Socialdemokraterna,http://www.wikidata.org/entity/Q5976015,S
Q5991041,Björn Molin,Liberalerna,http://www.wikidata.org/entity/Q5991041,L
Q5995156,Holger Mossberg,Socialdemokraterna,http://www.wikidata.org/entity/Q5995156,S
Q6000869,Birger Möller,Liberalerna,http://www.wikidata.org/entity/Q6000869,L
Q6009605,Anders Nilsson,Socialdemokraterna,http://www.wikidata.org/entity/Q6009605,S
Q6010314,Gunnar Nilsson,Socialdemokraterna,http://www.wikidata.org/entity/Q6010314,S
Q6011783,Rolf K. Nilsson,Moderaterna,http://www.wikidata.org/entity/Q6011783,M
Q6017415,Sören Norrby,Liberalerna,http://www.wikidata.org/entity/Q6017415,L
Q6032157,Ingemar Vänerlöv,Kristdemokraterna,http://www.wikidata.org/entity/Q6032157,KD
Q6043789,Sven Gunnar Persson,Kristdemokraterna,http://www.wikidata.org/entity/Q6043789,KD
Q6046795,Georg Pettersson,Socialdemokraterna,http://www.wikidata.org/entity/Q6046795,S
Q6067751,Arne Remgård,Liberalerna,http://www.wikidata.org/entity/Q6067751,L
Q6079361,Mikael Rosén,Moderaterna,http://www.wikidata.org/entity/Q6079361,M
Q6089393,Sven H. Salén,Liberalerna,http://www.wikidata.org/entity/Q6089393,L
Q6091566,Olle Sandahl,Kristdemokraterna,http://www.wikidata.org/entity/Q6091566,KD
Q6093311,Mikael Sandström,Moderaterna,http://www.wikidata.org/entity/Q6093311,M
Q6146893,Gunnar Lange,Socialdemokraterna,http://www.wikidata.org/entity/Q6146893,S
Q6161344,Lennart Pettersson,Socialdemokraterna,http://www.wikidata.org/entity/Q6161344,S
Q6169540,Fredrik Schulte,Moderaterna,http://www.wikidata.org/entity/Q6169540,M
Q6171719,Martin Segerstedt,Socialdemokraterna,http://www.wikidata.org/entity/Q6171719,S
Q6175674,Sven-Gösta Signell,Socialdemokraterna,http://www.wikidata.org/entity/Q6175674,S
Q6178341,Karl Gustaf Sjödin,Ny demokrati,http://www.wikidata.org/entity/Q6178341,NYD
Q6178849,Anders Sjölund,Moderaterna,http://www.wikidata.org/entity/Q6178849,M
Q6179083,Sven-Erik Sjöstrand,Vänsterpartiet,http://www.wikidata.org/entity/Q6179083,V
Q6186253,Harry Staaf,Kristdemokraterna,http://www.wikidata.org/entity/Q6186253,KD
Q6187608,Lars-Arne Staxäng,Moderaterna,http://www.wikidata.org/entity/Q6187608,M
Q6190700,Håkan Stjernlöf,Moderaterna,http://www.wikidata.org/entity/Q6190700,M
