wiki_id,name,party,district,chamber,end,start,url,party_abbrev
Q5953825,Niclas Lindberg,Socialdemokraterna,,Enkammarriksdagen,2002-10-09,2002-09-30,http://www.wikidata.org/entity/Q5953825,S
Q5954984,Göran Lindell,Centerpartiet,,Enkammarriksdagen,2014-09-29,2011-09-30,http://www.wikidata.org/entity/Q5954984,C
Q5954984,Göran Lindell,Centerpartiet,Jönköpings läns valkrets,Enkammarriksdagen,2020-08-31,2019-12-13,http://www.wikidata.org/entity/Q5954984,C
Q5954984,Göran Lindell,Centerpartiet,Jönköpings läns valkrets,Enkammarriksdagen,2016-03-31,2015-09-11,http://www.wikidata.org/entity/Q5954984,C
Q5954984,Göran Lindell,Centerpartiet,,Enkammarriksdagen,2014-10-03,2014-09-29,http://www.wikidata.org/entity/Q5954984,C
Q5955199,Lars Lindén,Kristdemokraterna,Västernorrlands läns valkrets,Enkammarriksdagen,2009-01-14,2006-10-02,http://www.wikidata.org/entity/Q5955199,KD
Q5955199,Lars Lindén,Kristdemokraterna,Västernorrlands läns valkrets,Enkammarriksdagen,2006-10-02,2002-09-30,http://www.wikidata.org/entity/Q5955199,KD
Q5958748,Olle Lindström,Moderaterna,Norrbottens läns valkrets,Enkammarriksdagen,2002-09-30,1998-10-05,http://www.wikidata.org/entity/Q5958748,M
Q5958748,Olle Lindström,Moderaterna,Norrbottens läns valkrets,Enkammarriksdagen,1998-10-05,1994-10-03,http://www.wikidata.org/entity/Q5958748,M
Q5958748,Olle Lindström,Moderaterna,Norrbottens läns valkrets,Enkammarriksdagen,1994-10-03,1991-09-30,http://www.wikidata.org/entity/Q5958748,M
Q5965908,John Lundberg,Socialdemokraterna,Uppsala läns valkrets,Enkammarriksdagen,1974-01-10,1971-01-11,http://www.wikidata.org/entity/Q5965908,S
Q5966830,Fredrik Lundh Sammeli,Socialdemokraterna,Norrbottens läns valkrets,Enkammarriksdagen,2010-10-04,2008-04-01,http://www.wikidata.org/entity/Q5966830,S
Q5966830,Fredrik Lundh Sammeli,Socialdemokraterna,Norrbottens läns valkrets,Enkammarriksdagen,2011-11-22,2010-10-04,http://www.wikidata.org/entity/Q5966830,S
Q5966830,Fredrik Lundh Sammeli,Socialdemokraterna,Norrbottens läns valkrets,Enkammarriksdagen,2007-08-19,2006-10-02,http://www.wikidata.org/entity/Q5966830,S
Q5966830,Fredrik Lundh Sammeli,Socialdemokraterna,Norrbottens läns valkrets,Enkammarriksdagen,2018-09-24,2014-09-29,http://www.wikidata.org/entity/Q5966830,S
Q5966830,Fredrik Lundh Sammeli,Socialdemokraterna,Norrbottens läns valkrets,Enkammarriksdagen,2013-08-14,2012-05-02,http://www.wikidata.org/entity/Q5966830,S
Q5966830,Fredrik Lundh Sammeli,Socialdemokraterna,Norrbottens läns valkrets,Enkammarriksdagen,,2018-09-24,http://www.wikidata.org/entity/Q5966830,S
Q5966830,Fredrik Lundh Sammeli,Socialdemokraterna,Norrbottens läns valkrets,Enkammarriksdagen,2014-09-29,2014-02-16,http://www.wikidata.org/entity/Q5966830,S
Q5967964,Sten Lundström,Vänsterpartiet,Malmö kommuns valkrets,Enkammarriksdagen,2002-09-30,1998-10-05,http://www.wikidata.org/entity/Q5967964,V
Q5967964,Sten Lundström,Vänsterpartiet,Malmö kommuns valkrets,Enkammarriksdagen,2006-10-02,2002-09-30,http://www.wikidata.org/entity/Q5967964,V
Q5969402,Pehr Löfgreen,Moderaterna,Östergötlands läns valkrets,Enkammarriksdagen,1994-10-03,1991-09-30,http://www.wikidata.org/entity/Q5969402,M
Q5969761,Anders Lönnberg,Socialdemokraterna,Stockholms läns valkrets,Enkammarriksdagen,2017-08-31,2017-04-01,http://www.wikidata.org/entity/Q5969761,S
Q5969761,Anders Lönnberg,Socialdemokraterna,,Enkammarriksdagen,2016-04-30,2015-11-01,http://www.wikidata.org/entity/Q5969761,S
Q5969761,Anders Lönnberg,Socialdemokraterna,Stockholms läns valkrets,Enkammarriksdagen,2019-01-31,2018-09-24,http://www.wikidata.org/entity/Q5969761,S
Q5969868,Ulf Lönnqvist,Socialdemokraterna,Stockholms läns valkrets,Enkammarriksdagen,1986-10-09,1985-09-30,http://www.wikidata.org/entity/Q5969868,S
Q5969868,Ulf Lönnqvist,Socialdemokraterna,Stockholms läns valkrets,Enkammarriksdagen,1988-10-03,1988-10-03,http://www.wikidata.org/entity/Q5969868,S
Q5969868,Ulf Lönnqvist,Socialdemokraterna,,Enkammarriksdagen,1983-02-28,1982-10-08,http://www.wikidata.org/entity/Q5969868,S
Q5969868,Ulf Lönnqvist,Socialdemokraterna,Stockholms läns valkrets,Enkammarriksdagen,1992-07-31,1991-09-30,http://www.wikidata.org/entity/Q5969868,S
Q5976015,Eric Marcusson,Socialdemokraterna,Västmanlands läns valkrets,Enkammarriksdagen,1974-01-10,1971-01-11,http://www.wikidata.org/entity/Q5976015,S
Q5976015,Eric Marcusson,Socialdemokraterna,Västmanlands läns valkrets,Enkammarriksdagen,1979-10-01,1976-10-04,http://www.wikidata.org/entity/Q5976015,S
Q5976015,Eric Marcusson,Socialdemokraterna,Västmanlands läns valkrets,Enkammarriksdagen,1976-10-04,1974-01-10,http://www.wikidata.org/entity/Q5976015,S
Q5991041,Björn Molin,Liberalerna,Göteborgs kommuns valkrets,Enkammarriksdagen,1976-10-04,1974-01-10,http://www.wikidata.org/entity/Q5991041,L
Q5991041,Björn Molin,Liberalerna,Göteborgs kommuns valkrets,Enkammarriksdagen,1974-01-10,1971-01-11,http://www.wikidata.org/entity/Q5991041,L
Q5991041,Björn Molin,Liberalerna,Göteborgs kommuns valkrets,Enkammarriksdagen,1986-10-31,1985-09-30,http://www.wikidata.org/entity/Q5991041,L
Q5991041,Björn Molin,Liberalerna,Göteborgs kommuns valkrets,Enkammarriksdagen,1981-05-21,1979-10-01,http://www.wikidata.org/entity/Q5991041,L
Q5991041,Björn Molin,Liberalerna,Göteborgs kommuns valkrets,Enkammarriksdagen,1979-10-01,1976-10-04,http://www.wikidata.org/entity/Q5991041,L
Q5991041,Björn Molin,Liberalerna,Göteborgs kommuns valkrets,Enkammarriksdagen,1985-09-30,1982-10-04,http://www.wikidata.org/entity/Q5991041,L
Q5995156,Holger Mossberg,Socialdemokraterna,Värmlands läns valkrets,Enkammarriksdagen,1976-10-04,1974-01-10,http://www.wikidata.org/entity/Q5995156,S
Q5995156,Holger Mossberg,Socialdemokraterna,Värmlands läns valkrets,Enkammarriksdagen,1974-01-10,1971-01-11,http://www.wikidata.org/entity/Q5995156,S
Q5995156,Holger Mossberg,Socialdemokraterna,Värmlands läns valkrets,Enkammarriksdagen,1979-10-01,1976-10-04,http://www.wikidata.org/entity/Q5995156,S
Q6000869,Birger Möller,Liberalerna,Göteborgs kommuns valkrets,Enkammarriksdagen,1974-01-10,1971-01-11,http://www.wikidata.org/entity/Q6000869,L
Q6009605,Anders Nilsson,Socialdemokraterna,Skaraborgs läns valkrets,Enkammarriksdagen,1988-10-03,1985-09-30,http://www.wikidata.org/entity/Q6009605,S
Q6009605,Anders Nilsson,Socialdemokraterna,Skaraborgs läns valkrets,Enkammarriksdagen,1998-10-05,1994-10-03,http://www.wikidata.org/entity/Q6009605,S
Q6009605,Anders Nilsson,Socialdemokraterna,Skaraborgs läns valkrets,Enkammarriksdagen,1991-09-30,1988-10-03,http://www.wikidata.org/entity/Q6009605,S
Q6009605,Anders Nilsson,Socialdemokraterna,Skaraborgs läns valkrets,Enkammarriksdagen,1985-09-30,1982-10-04,http://www.wikidata.org/entity/Q6009605,S
Q6009605,Anders Nilsson,Socialdemokraterna,Skaraborgs läns valkrets,Enkammarriksdagen,1994-10-03,1991-09-30,http://www.wikidata.org/entity/Q6009605,S
Q6010314,Gunnar Nilsson,Socialdemokraterna,Malmöhus läns valkrets,Enkammarriksdagen,1985-09-30,1982-10-04,http://www.wikidata.org/entity/Q6010314,S
Q6010314,Gunnar Nilsson,Socialdemokraterna,Malmöhus läns valkrets,Enkammarriksdagen,1994-10-03,1991-09-30,http://www.wikidata.org/entity/Q6010314,S
Q6010314,Gunnar Nilsson,Socialdemokraterna,Malmöhus läns valkrets,Enkammarriksdagen,1991-09-30,1988-10-03,http://www.wikidata.org/entity/Q6010314,S
Q6010314,Gunnar Nilsson,Socialdemokraterna,Malmöhus läns valkrets,Enkammarriksdagen,1988-10-03,1986-09-01,http://www.wikidata.org/entity/Q6010314,S
Q6011783,Rolf K. Nilsson,Moderaterna,Gotlands läns valkrets,Enkammarriksdagen,2010-10-04,2006-10-02,http://www.wikidata.org/entity/Q6011783,M
Q6017415,Sören Norrby,Liberalerna,Stockholms läns valkrets,Enkammarriksdagen,1994-06-19,1993-10-21,http://www.wikidata.org/entity/Q6017415,L
Q6017415,Sören Norrby,Liberalerna,Stockholms läns valkrets,Enkammarriksdagen,1974-01-10,1971-01-11,http://www.wikidata.org/entity/Q6017415,L
Q6017415,Sören Norrby,Liberalerna,Stockholms läns valkrets,Enkammarriksdagen,1994-10-03,1994-06-20,http://www.wikidata.org/entity/Q6017415,L
Q6017415,Sören Norrby,Liberalerna,Stockholms läns valkrets,Enkammarriksdagen,1993-05-09,1993-03-08,http://www.wikidata.org/entity/Q6017415,L
Q6017415,Sören Norrby,Liberalerna,Stockholms läns valkrets,Enkammarriksdagen,1991-10-08,1991-10-05,http://www.wikidata.org/entity/Q6017415,L
Q6017415,Sören Norrby,Liberalerna,Stockholms läns valkrets,Enkammarriksdagen,1991-09-30,1990-07-01,http://www.wikidata.org/entity/Q6017415,L
Q6032157,Ingemar Vänerlöv,Kristdemokraterna,Västra Götalands läns norra valkrets,Enkammarriksdagen,2010-10-04,2006-10-02,http://www.wikidata.org/entity/Q6032157,KD
Q6032157,Ingemar Vänerlöv,Kristdemokraterna,Västra Götalands läns norra valkrets,Enkammarriksdagen,2006-10-02,2002-09-30,http://www.wikidata.org/entity/Q6032157,KD
Q6032157,Ingemar Vänerlöv,Kristdemokraterna,Västra Götalands läns norra valkrets,Enkammarriksdagen,2002-09-30,1998-10-05,http://www.wikidata.org/entity/Q6032157,KD
Q6043789,Sven Gunnar Persson,Kristdemokraterna,Örebro läns valkrets,Enkammarriksdagen,2006-10-02,2002-09-30,http://www.wikidata.org/entity/Q6043789,KD
Q6043789,Sven Gunnar Persson,Kristdemokraterna,Örebro läns valkrets,Enkammarriksdagen,2008-12-31,2006-10-02,http://www.wikidata.org/entity/Q6043789,KD
Q6046795,Georg Pettersson,Socialdemokraterna,Gotlands läns valkrets,Enkammarriksdagen,1972-06-22,1971-01-11,http://www.wikidata.org/entity/Q6046795,S
Q6067751,Arne Remgård,Liberalerna,Hallands läns valkrets,Enkammarriksdagen,1979-08-31,1978-10-03,http://www.wikidata.org/entity/Q6067751,L
Q6067751,Arne Remgård,Liberalerna,Hallands läns valkrets,Enkammarriksdagen,1975-02-16,1975-01-10,http://www.wikidata.org/entity/Q6067751,L
Q6079361,Mikael Rosén,Moderaterna,Dalarnas läns valkrets,Enkammarriksdagen,2006-11-15,2006-10-02,http://www.wikidata.org/entity/Q6079361,M
Q6089393,Sven H. Salén,Liberalerna,,Enkammarriksdagen,1988-05-07,1988-04-08,http://www.wikidata.org/entity/Q6089393,L
Q6091566,Olle Sandahl,Kristdemokraterna,Kronobergs läns valkrets,Enkammarriksdagen,2006-10-02,2002-09-30,http://www.wikidata.org/entity/Q6091566,KD
Q6093311,Mikael Sandström,Moderaterna,Stockholms läns valkrets,Enkammarriksdagen,2010-10-04,2010-10-04,http://www.wikidata.org/entity/Q6093311,M
Q6093311,Mikael Sandström,Moderaterna,,Enkammarriksdagen,2006-10-18,2006-10-17,http://www.wikidata.org/entity/Q6093311,M
Q6093311,Mikael Sandström,Moderaterna,,Enkammarriksdagen,2006-10-12,2006-10-06,http://www.wikidata.org/entity/Q6093311,M
Q6146893,Gunnar Lange,Socialdemokraterna,Malmöhus läns valkrets,Enkammarriksdagen,1974-10-20,1974-01-10,http://www.wikidata.org/entity/Q6146893,S
Q6146893,Gunnar Lange,Socialdemokraterna,Malmöhus läns valkrets,Enkammarriksdagen,1974-01-10,1971-01-11,http://www.wikidata.org/entity/Q6146893,S
Q6161344,Lennart Pettersson,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1976-10-04,1974-01-10,http://www.wikidata.org/entity/Q6161344,S
Q6161344,Lennart Pettersson,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1979-10-01,1976-10-04,http://www.wikidata.org/entity/Q6161344,S
Q6161344,Lennart Pettersson,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1985-09-30,1982-10-04,http://www.wikidata.org/entity/Q6161344,S
Q6161344,Lennart Pettersson,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1991-09-30,1988-10-03,http://www.wikidata.org/entity/Q6161344,S
Q6161344,Lennart Pettersson,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1974-01-10,1971-01-11,http://www.wikidata.org/entity/Q6161344,S
Q6161344,Lennart Pettersson,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1982-10-04,1979-10-01,http://www.wikidata.org/entity/Q6161344,S
Q6080471,Birger Rosqvist,Socialdemokraterna,Kalmar läns valkrets,Enkammarriksdagen,1991-09-30,1988-10-03,http://www.wikidata.org/entity/Q6080471,S
Q6080471,Birger Rosqvist,Socialdemokraterna,Kalmar läns valkrets,Enkammarriksdagen,1976-10-04,1974-01-10,http://www.wikidata.org/entity/Q6080471,S
Q6080471,Birger Rosqvist,Socialdemokraterna,Kalmar läns valkrets,Enkammarriksdagen,1974-01-10,1971-01-11,http://www.wikidata.org/entity/Q6080471,S
Q6080471,Birger Rosqvist,Socialdemokraterna,Kalmar läns valkrets,Enkammarriksdagen,1985-09-30,1982-10-04,http://www.wikidata.org/entity/Q6080471,S
Q6080471,Birger Rosqvist,Socialdemokraterna,Kalmar läns valkrets,Enkammarriksdagen,1982-10-04,1979-10-01,http://www.wikidata.org/entity/Q6080471,S
Q6085404,Rune Rydén,Moderaterna,Fyrstadskretsen,Enkammarriksdagen,1985-09-30,1982-10-04,http://www.wikidata.org/entity/Q6085404,M
Q6085404,Rune Rydén,Moderaterna,Malmöhus läns södra valkrets,Enkammarriksdagen,1998-10-05,1994-10-03,http://www.wikidata.org/entity/Q6085404,M
Q6085404,Rune Rydén,Moderaterna,Fyrstadskretsen,Enkammarriksdagen,1982-10-04,1979-10-01,http://www.wikidata.org/entity/Q6085404,M
Q6085404,Rune Rydén,Liberalerna,Kronobergs läns valkrets,Enkammarriksdagen,1974-01-10,1971-01-11,http://www.wikidata.org/entity/Q6085404,L
Q6085404,Rune Rydén,Moderaterna,Fyrstadskretsen,Enkammarriksdagen,1994-10-03,1991-09-30,http://www.wikidata.org/entity/Q6085404,M
Q6085404,Rune Rydén,Moderaterna,Fyrstadskretsen,Enkammarriksdagen,1991-09-30,1988-10-03,http://www.wikidata.org/entity/Q6085404,M
Q6085404,Rune Rydén,Moderaterna,Fyrstadskretsen,Enkammarriksdagen,1988-10-03,1985-09-30,http://www.wikidata.org/entity/Q6085404,M
Q6085404,Rune Rydén,Moderaterna,Fyrstadskretsen,Enkammarriksdagen,1979-10-01,1976-10-04,http://www.wikidata.org/entity/Q6085404,M
Q6091847,Jan Sandberg,Moderaterna,Stockholms läns valkrets,Enkammarriksdagen,1994-10-03,1991-09-30,http://www.wikidata.org/entity/Q6091847,M
Q6091847,Jan Sandberg,Moderaterna,Stockholms läns valkrets,Enkammarriksdagen,1991-09-30,1988-10-03,http://www.wikidata.org/entity/Q6091847,M
Q6091847,Jan Sandberg,Moderaterna,,Enkammarriksdagen,1988-10-03,1986-04-10,http://www.wikidata.org/entity/Q6091847,M
Q6091847,Jan Sandberg,Moderaterna,Stockholms läns valkrets,Enkammarriksdagen,1995-10-03,1994-10-03,http://www.wikidata.org/entity/Q6091847,M
Q6196053,Roland Sundgren,Socialdemokraterna,Västmanlands läns valkrets,Enkammarriksdagen,1991-09-30,1988-10-03,http://www.wikidata.org/entity/Q6196053,S
Q6196053,Roland Sundgren,Socialdemokraterna,Västmanlands läns valkrets,Enkammarriksdagen,1985-09-30,1982-10-04,http://www.wikidata.org/entity/Q6196053,S
Q6196053,Roland Sundgren,Socialdemokraterna,Västmanlands läns valkrets,Enkammarriksdagen,1982-10-04,1979-10-01,http://www.wikidata.org/entity/Q6196053,S
Q6196053,Roland Sundgren,Socialdemokraterna,Västmanlands läns valkrets,Enkammarriksdagen,1988-10-03,1985-09-30,http://www.wikidata.org/entity/Q6196053,S
Q6196053,Roland Sundgren,Socialdemokraterna,Västmanlands läns valkrets,Enkammarriksdagen,1976-10-04,1974-01-10,http://www.wikidata.org/entity/Q6196053,S
Q6196053,Roland Sundgren,Socialdemokraterna,Västmanlands läns valkrets,Enkammarriksdagen,1979-10-01,1976-10-04,http://www.wikidata.org/entity/Q6196053,S
Q6196053,Roland Sundgren,Socialdemokraterna,Västmanlands läns valkrets,Enkammarriksdagen,1994-10-03,1991-09-30,http://www.wikidata.org/entity/Q6196053,S
Q6196053,Roland Sundgren,Socialdemokraterna,Västmanlands läns valkrets,Enkammarriksdagen,1974-01-10,1971-01-11,http://www.wikidata.org/entity/Q6196053,S
Q6199002,Olle Svensson,Socialdemokraterna,Södermanlands läns valkrets,Enkammarriksdagen,1979-10-01,1976-10-04,http://www.wikidata.org/entity/Q6199002,S
Q6199002,Olle Svensson,Socialdemokraterna,Södermanlands läns valkrets,Enkammarriksdagen,1982-10-04,1979-10-01,http://www.wikidata.org/entity/Q6199002,S
Q6199002,Olle Svensson,Socialdemokraterna,Södermanlands läns valkrets,Enkammarriksdagen,1985-09-30,1982-10-04,http://www.wikidata.org/entity/Q6199002,S
Q6199002,Olle Svensson,Socialdemokraterna,Södermanlands läns valkrets,Enkammarriksdagen,1991-09-30,1988-10-03,http://www.wikidata.org/entity/Q6199002,S
Q6199002,Olle Svensson,Socialdemokraterna,Södermanlands läns valkrets,Enkammarriksdagen,1988-10-03,1985-09-30,http://www.wikidata.org/entity/Q6199002,S
Q6199002,Olle Svensson,Socialdemokraterna,Södermanlands läns valkrets,Enkammarriksdagen,1974-01-10,1971-01-11,http://www.wikidata.org/entity/Q6199002,S
Q6203734,Erkki Tammenoksa,Socialdemokraterna,,Enkammarriksdagen,1988-11-07,1988-10-03,http://www.wikidata.org/entity/Q6203734,S
Q6203734,Erkki Tammenoksa,Socialdemokraterna,,Enkammarriksdagen,1991-09-30,1990-10-02,http://www.wikidata.org/entity/Q6203734,S
Q6203734,Erkki Tammenoksa,Socialdemokraterna,,Enkammarriksdagen,1988-10-03,1985-10-15,http://www.wikidata.org/entity/Q6203734,S
Q6203734,Erkki Tammenoksa,Socialdemokraterna,,Enkammarriksdagen,1985-09-30,1983-01-13,http://www.wikidata.org/entity/Q6203734,S
Q6209165,Rune Thorén,Centerpartiet,Göteborgs kommuns valkrets,Enkammarriksdagen,1991-09-30,1988-10-03,http://www.wikidata.org/entity/Q6209165,C
Q6209165,Rune Thorén,Centerpartiet,Göteborgs kommuns valkrets,Enkammarriksdagen,1988-10-03,1985-09-30,http://www.wikidata.org/entity/Q6209165,C
Q6209165,Rune Thorén,Centerpartiet,Göteborgs kommuns valkrets,Enkammarriksdagen,1994-10-03,1991-09-30,http://www.wikidata.org/entity/Q6209165,C
Q6210672,Roger Tiefensee,Centerpartiet,Södermanlands läns valkrets,Enkammarriksdagen,2005-01-30,2002-09-30,http://www.wikidata.org/entity/Q6210672,C
Q6210672,Roger Tiefensee,Centerpartiet,Södermanlands läns valkrets,Enkammarriksdagen,2013-03-24,2011-12-05,http://www.wikidata.org/entity/Q6210672,C
Q6210672,Roger Tiefensee,Centerpartiet,Södermanlands läns valkrets,Enkammarriksdagen,2010-10-04,2009-02-02,http://www.wikidata.org/entity/Q6210672,C
Q6210672,Roger Tiefensee,Centerpartiet,Södermanlands läns valkrets,Enkammarriksdagen,2014-09-29,2013-06-03,http://www.wikidata.org/entity/Q6210672,C
Q6210672,Roger Tiefensee,Centerpartiet,Södermanlands läns valkrets,Enkammarriksdagen,2008-11-23,2007-07-30,http://www.wikidata.org/entity/Q6210672,C
Q6210672,Roger Tiefensee,Centerpartiet,Södermanlands läns valkrets,Enkammarriksdagen,2011-10-02,2010-10-04,http://www.wikidata.org/entity/Q6210672,C
Q6210672,Roger Tiefensee,Centerpartiet,Södermanlands läns valkrets,Enkammarriksdagen,2006-10-02,2005-03-17,http://www.wikidata.org/entity/Q6210672,C
Q6210672,Roger Tiefensee,Centerpartiet,Södermanlands läns valkrets,Enkammarriksdagen,2007-04-17,2006-10-02,http://www.wikidata.org/entity/Q6210672,C
Q6212236,Lars Tobisson,Moderaterna,Göteborgs kommuns valkrets,Enkammarriksdagen,1982-10-04,1979-10-01,http://www.wikidata.org/entity/Q6212236,M
Q6212236,Lars Tobisson,Moderaterna,Stockholms läns valkrets,Enkammarriksdagen,2001-12-31,1998-10-05,http://www.wikidata.org/entity/Q6212236,M
Q6212236,Lars Tobisson,Moderaterna,Stockholms läns valkrets,Enkammarriksdagen,1988-10-03,1985-09-30,http://www.wikidata.org/entity/Q6212236,M
Q6212236,Lars Tobisson,Moderaterna,Stockholms läns valkrets,Enkammarriksdagen,1994-10-03,1991-09-30,http://www.wikidata.org/entity/Q6212236,M
Q6212236,Lars Tobisson,Moderaterna,Stockholms läns valkrets,Enkammarriksdagen,1991-09-30,1988-10-03,http://www.wikidata.org/entity/Q6212236,M
Q6212236,Lars Tobisson,Moderaterna,Göteborgs kommuns valkrets,Enkammarriksdagen,1985-09-30,1982-10-04,http://www.wikidata.org/entity/Q6212236,M
Q6212236,Lars Tobisson,Moderaterna,Stockholms läns valkrets,Enkammarriksdagen,1998-10-05,1994-10-03,http://www.wikidata.org/entity/Q6212236,M
Q6220743,Roland Utbult,Kristdemokraterna,Västra Götalands läns västra valkrets,Enkammarriksdagen,2018-09-24,2016-05-23,http://www.wikidata.org/entity/Q6220743,KD
Q6220743,Roland Utbult,Kristdemokraterna,Västra Götalands läns västra valkrets,Enkammarriksdagen,2014-09-29,2010-10-04,http://www.wikidata.org/entity/Q6220743,KD
Q6220743,Roland Utbult,Kristdemokraterna,Västra Götalands läns västra valkrets,Enkammarriksdagen,,2018-09-24,http://www.wikidata.org/entity/Q6220743,KD
Q6220743,Roland Utbult,Kristdemokraterna,Västra Götalands läns västra valkrets,Enkammarriksdagen,2016-03-07,2014-09-29,http://www.wikidata.org/entity/Q6220743,KD
Q6237325,Olle Westberg,Liberalerna,Gävleborgs läns valkrets,Enkammarriksdagen,1976-10-04,1974-01-10,http://www.wikidata.org/entity/Q6237325,L
Q6237325,Olle Westberg,Liberalerna,Gävleborgs läns valkrets,Enkammarriksdagen,1974-01-10,1971-01-11,http://www.wikidata.org/entity/Q6237325,L
Q6241709,Rune Wikström,Moderaterna,Stockholms läns valkrets,Enkammarriksdagen,2010-10-04,2006-10-02,http://www.wikidata.org/entity/Q6241709,M
Q6241709,Rune Wikström,Moderaterna,Stockholms läns valkrets,Enkammarriksdagen,2012-03-18,2010-10-04,http://www.wikidata.org/entity/Q6241709,M
Q6241709,Rune Wikström,Moderaterna,Stockholms läns valkrets,Enkammarriksdagen,2014-09-29,2012-03-19,http://www.wikidata.org/entity/Q6241709,M
Q6245387,Bengt Wittbom,Moderaterna,Örebro läns valkrets,Enkammarriksdagen,1985-09-30,1982-10-04,http://www.wikidata.org/entity/Q6245387,M
Q6245387,Bengt Wittbom,Moderaterna,Örebro läns valkrets,Enkammarriksdagen,1988-05-03,1985-09-30,http://www.wikidata.org/entity/Q6245387,M
Q6245387,Bengt Wittbom,Moderaterna,Örebro läns valkrets,Enkammarriksdagen,1988-10-03,1988-06-01,http://www.wikidata.org/entity/Q6245387,M
Q6245387,Bengt Wittbom,Moderaterna,Örebro läns valkrets,Enkammarriksdagen,1982-10-04,1979-10-01,http://www.wikidata.org/entity/Q6245387,M
Q6245387,Bengt Wittbom,Moderaterna,Örebro läns valkrets,Enkammarriksdagen,1994-10-03,1991-09-30,http://www.wikidata.org/entity/Q6245387,M
Q6248237,Erik Wärnberg,Socialdemokraterna,Östergötlands läns valkrets,Enkammarriksdagen,1976-10-04,1974-01-10,http://www.wikidata.org/entity/Q6248237,S
Q6248237,Erik Wärnberg,Socialdemokraterna,Östergötlands läns valkrets,Enkammarriksdagen,1974-01-10,1971-01-11,http://www.wikidata.org/entity/Q6248237,S
Q6248237,Erik Wärnberg,Socialdemokraterna,Östergötlands läns valkrets,Enkammarriksdagen,1983-05-27,1982-10-04,http://www.wikidata.org/entity/Q6248237,S
Q6248237,Erik Wärnberg,Socialdemokraterna,Östergötlands läns valkrets,Enkammarriksdagen,1982-10-04,1979-10-01,http://www.wikidata.org/entity/Q6248237,S
Q6248237,Erik Wärnberg,Socialdemokraterna,Östergötlands läns valkrets,Enkammarriksdagen,1979-10-01,1976-10-04,http://www.wikidata.org/entity/Q6248237,S
Q6255280,Jonas Åkerlund,Sverigedemokraterna,Västmanlands läns valkrets,Enkammarriksdagen,2018-09-24,2014-09-29,http://www.wikidata.org/entity/Q6255280,SD
Q6255280,Jonas Åkerlund,Sverigedemokraterna,Blekinge läns valkrets,Enkammarriksdagen,2014-09-29,2010-10-04,http://www.wikidata.org/entity/Q6255280,SD
Q6328008,Johnny Skalin,Sverigedemokraterna,Västra Götalands läns västra valkrets,Enkammarriksdagen,2014-09-29,2010-10-04,http://www.wikidata.org/entity/Q6328008,SD
Q6328008,Johnny Skalin,Sverigedemokraterna,Västernorrlands läns valkrets,Enkammarriksdagen,,2018-09-24,http://www.wikidata.org/entity/Q6328008,SD
Q6328008,Johnny Skalin,Sverigedemokraterna,Hallands läns valkrets,Enkammarriksdagen,2018-09-24,2014-09-29,http://www.wikidata.org/entity/Q6328008,SD
Q6333187,Tommy Ternemar,Socialdemokraterna,Värmlands läns valkrets,Enkammarriksdagen,2006-10-02,2002-09-30,http://www.wikidata.org/entity/Q6333187,S
Q6333187,Tommy Ternemar,Socialdemokraterna,Värmlands läns valkrets,Enkammarriksdagen,2010-10-04,2006-10-02,http://www.wikidata.org/entity/Q6333187,S
Q10575345,Magnus Sjödahl,Kristdemokraterna,Skåne läns södra valkrets,Enkammarriksdagen,2014-09-29,2013-02-22,http://www.wikidata.org/entity/Q10575345,KD
Q16595953,Lina Nordquist,Liberalerna,Uppsala läns valkrets,Enkammarriksdagen,,2018-09-24,http://www.wikidata.org/entity/Q16595953,L
Q16633048,Hannes Hervieu,Centerpartiet,Stockholms kommuns valkrets,Enkammarriksdagen,2021-02-28,2021-01-01,http://www.wikidata.org/entity/Q16633048,C
Q16633235,Peter Lundgren,Sverigedemokraterna,Östergötlands läns valkrets,Enkammarriksdagen,2014-09-29,2014-09-29,http://www.wikidata.org/entity/Q16633235,SD
Q17265833,Robert Hannah,Liberalerna,Göteborgs kommuns valkrets,Enkammarriksdagen,2018-09-24,2014-09-29,http://www.wikidata.org/entity/Q17265833,L
Q17265833,Robert Hannah,Liberalerna,Göteborgs kommuns valkrets,Enkammarriksdagen,,2019-05-17,http://www.wikidata.org/entity/Q17265833,L
Q17265833,Robert Hannah,Liberalerna,Göteborgs kommuns valkrets,Enkammarriksdagen,2019-03-12,2018-09-24,http://www.wikidata.org/entity/Q17265833,L
Q18169826,Sotiris Delis,Moderaterna,Jönköpings läns valkrets,Enkammarriksdagen,2018-09-24,2014-09-29,http://www.wikidata.org/entity/Q18169826,M
Q18202338,Paula Holmqvist,Socialdemokraterna,Västra Götalands läns norra valkrets,Enkammarriksdagen,2018-09-24,2014-09-29,http://www.wikidata.org/entity/Q18202338,S
