wiki_id,name,party,district,chamber,end,start,url,party_abbrev
Q517762,Ingegerd Troedsson,Moderaterna,Uppsala läns valkrets,Enkammarriksdagen,1976-10-10,1976-10-04,http://www.wikidata.org/entity/Q517762,M
Q952026,Tobias Krantz,Liberalerna,Jönköpings läns valkrets,Enkammarriksdagen,2010-10-06,2010-10-06,http://www.wikidata.org/entity/Q952026,L
Q952026,Tobias Krantz,Liberalerna,Jönköpings läns valkrets,Enkammarriksdagen,2006-12-03,2006-10-02,http://www.wikidata.org/entity/Q952026,L
Q952026,Tobias Krantz,Liberalerna,Jönköpings läns valkrets,Enkammarriksdagen,2005-11-30,2002-09-30,http://www.wikidata.org/entity/Q952026,L
Q952026,Tobias Krantz,Liberalerna,Jönköpings läns valkrets,Enkammarriksdagen,2009-06-21,2007-01-06,http://www.wikidata.org/entity/Q952026,L
Q952026,Tobias Krantz,Liberalerna,Jönköpings läns valkrets,Enkammarriksdagen,2006-10-02,2006-03-01,http://www.wikidata.org/entity/Q952026,L
Q966884,Stefan Attefall,Kristdemokraterna,Jönköpings läns valkrets,Enkammarriksdagen,2010-10-05,2010-10-04,http://www.wikidata.org/entity/Q966884,KD
Q966884,Stefan Attefall,Kristdemokraterna,Stockholms kommuns valkrets,Enkammarriksdagen,2000-10-08,1998-10-05,http://www.wikidata.org/entity/Q966884,KD
Q966884,Stefan Attefall,Kristdemokraterna,Jönköpings läns valkrets,Enkammarriksdagen,2002-09-30,2001-01-15,http://www.wikidata.org/entity/Q966884,KD
Q966884,Stefan Attefall,Kristdemokraterna,Västerbottens läns valkrets,Enkammarriksdagen,1994-10-03,1991-09-30,http://www.wikidata.org/entity/Q966884,KD
Q966884,Stefan Attefall,Kristdemokraterna,Jönköpings läns valkrets,Enkammarriksdagen,2010-10-05,2006-10-02,http://www.wikidata.org/entity/Q966884,KD
Q966884,Stefan Attefall,Kristdemokraterna,Stockholms kommuns valkrets,Enkammarriksdagen,2006-10-02,2004-01-01,http://www.wikidata.org/entity/Q966884,KD
Q966884,Stefan Attefall,Kristdemokraterna,Stockholms kommuns valkrets,Enkammarriksdagen,2003-11-10,2002-09-30,http://www.wikidata.org/entity/Q966884,KD
Q2021126,Olof Johansson,Centerpartiet,Stockholms kommuns valkrets,Enkammarriksdagen,1985-09-30,1982-10-04,http://www.wikidata.org/entity/Q2021126,C
Q2021126,Olof Johansson,Centerpartiet,Stockholms kommuns valkrets,Enkammarriksdagen,1979-10-01,1978-10-18,http://www.wikidata.org/entity/Q2021126,C
Q2021126,Olof Johansson,Centerpartiet,Stockholms kommuns valkrets,Enkammarriksdagen,1976-10-04,1974-01-10,http://www.wikidata.org/entity/Q2021126,C
Q2021126,Olof Johansson,Centerpartiet,Stockholms kommuns valkrets,Enkammarriksdagen,1974-01-10,1971-01-11,http://www.wikidata.org/entity/Q2021126,C
Q2021126,Olof Johansson,Centerpartiet,Stockholms kommuns valkrets,Enkammarriksdagen,1991-09-30,1988-10-03,http://www.wikidata.org/entity/Q2021126,C
Q2021126,Olof Johansson,Centerpartiet,Stockholms kommuns valkrets,Enkammarriksdagen,1991-10-04,1991-09-30,http://www.wikidata.org/entity/Q2021126,C
Q2021126,Olof Johansson,Centerpartiet,Stockholms kommuns valkrets,Enkammarriksdagen,1982-10-04,1979-10-01,http://www.wikidata.org/entity/Q2021126,C
Q2021126,Olof Johansson,Centerpartiet,Stockholms kommuns valkrets,Enkammarriksdagen,1994-10-03,1994-06-16,http://www.wikidata.org/entity/Q2021126,C
Q2021126,Olof Johansson,Centerpartiet,Stockholms kommuns valkrets,Enkammarriksdagen,1988-10-03,1985-09-30,http://www.wikidata.org/entity/Q2021126,C
Q2021126,Olof Johansson,Centerpartiet,Stockholms kommuns valkrets,Enkammarriksdagen,1976-10-07,1976-10-04,http://www.wikidata.org/entity/Q2021126,C
Q2021126,Olof Johansson,Centerpartiet,Stockholms kommuns valkrets,Enkammarriksdagen,1998-10-05,1994-10-03,http://www.wikidata.org/entity/Q2021126,C
Q2938797,Carin Jämtin,Socialdemokraterna,Stockholms kommuns valkrets,Enkammarriksdagen,2006-12-21,2006-10-07,http://www.wikidata.org/entity/Q2938797,S
Q2938797,Carin Jämtin,Socialdemokraterna,Stockholms kommuns valkrets,Enkammarriksdagen,2017-05-28,2014-09-29,http://www.wikidata.org/entity/Q2938797,S
Q3218127,Lars-Erik Lövdén,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1985-09-30,1982-10-04,http://www.wikidata.org/entity/Q3218127,S
Q3218127,Lars-Erik Lövdén,Socialdemokraterna,Malmö kommuns valkrets,Enkammarriksdagen,1998-10-05,1994-10-03,http://www.wikidata.org/entity/Q3218127,S
Q3218127,Lars-Erik Lövdén,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1979-11-25,1979-10-23,http://www.wikidata.org/entity/Q3218127,S
Q3218127,Lars-Erik Lövdén,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1988-10-03,1985-09-30,http://www.wikidata.org/entity/Q3218127,S
Q3218127,Lars-Erik Lövdén,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1979-12-31,1979-11-28,http://www.wikidata.org/entity/Q3218127,S
Q3218127,Lars-Erik Lövdén,Socialdemokraterna,Malmö kommuns valkrets,Enkammarriksdagen,2002-09-30,2002-09-30,http://www.wikidata.org/entity/Q3218127,S
Q3218127,Lars-Erik Lövdén,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1994-10-03,1991-09-30,http://www.wikidata.org/entity/Q3218127,S
Q3218127,Lars-Erik Lövdén,Socialdemokraterna,Malmö kommuns valkrets,Enkammarriksdagen,1998-11-22,1998-10-05,http://www.wikidata.org/entity/Q3218127,S
Q3218127,Lars-Erik Lövdén,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1982-10-04,1980-01-10,http://www.wikidata.org/entity/Q3218127,S
Q3218127,Lars-Erik Lövdén,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1991-09-30,1988-10-03,http://www.wikidata.org/entity/Q3218127,S
Q3363827,Carina Ohlsson,Socialdemokraterna,Västra Götalands läns östra valkrets,Enkammarriksdagen,2014-09-29,2010-10-04,http://www.wikidata.org/entity/Q3363827,S
Q3363827,Carina Ohlsson,Socialdemokraterna,Västra Götalands läns östra valkrets,Enkammarriksdagen,2006-10-02,2002-09-30,http://www.wikidata.org/entity/Q3363827,S
Q3363827,Carina Ohlsson,Socialdemokraterna,Västra Götalands läns östra valkrets,Enkammarriksdagen,2018-09-24,2014-09-29,http://www.wikidata.org/entity/Q3363827,S
Q3363827,Carina Ohlsson,Socialdemokraterna,Västra Götalands läns östra valkrets,Enkammarriksdagen,,2018-09-24,http://www.wikidata.org/entity/Q3363827,S
Q3363827,Carina Ohlsson,Socialdemokraterna,Västra Götalands läns östra valkrets,Enkammarriksdagen,2002-09-30,1998-10-05,http://www.wikidata.org/entity/Q3363827,S
Q3363827,Carina Ohlsson,Socialdemokraterna,Västra Götalands läns östra valkrets,Enkammarriksdagen,2010-10-04,2006-10-02,http://www.wikidata.org/entity/Q3363827,S
Q3370162,Peter Hultqvist,Socialdemokraterna,Dalarnas läns valkrets,Enkammarriksdagen,2014-10-02,2014-09-29,http://www.wikidata.org/entity/Q3370162,S
Q3370162,Peter Hultqvist,Socialdemokraterna,Dalarnas läns valkrets,Enkammarriksdagen,2018-09-24,2018-09-24,http://www.wikidata.org/entity/Q3370162,S
Q3370162,Peter Hultqvist,Socialdemokraterna,Dalarnas läns valkrets,Enkammarriksdagen,2010-10-04,2006-10-02,http://www.wikidata.org/entity/Q3370162,S
Q3370162,Peter Hultqvist,Socialdemokraterna,Dalarnas läns valkrets,Enkammarriksdagen,2014-09-29,2010-10-04,http://www.wikidata.org/entity/Q3370162,S
Q3373142,Marie Nordén,Socialdemokraterna,,Enkammarriksdagen,2006-10-02,2002-10-21,http://www.wikidata.org/entity/Q3373142,S
Q3373142,Marie Nordén,Socialdemokraterna,Jämtlands läns valkrets,Enkammarriksdagen,2014-09-29,2010-10-04,http://www.wikidata.org/entity/Q3373142,S
Q3373142,Marie Nordén,Socialdemokraterna,,Enkammarriksdagen,2006-11-06,2006-10-03,http://www.wikidata.org/entity/Q3373142,S
Q3373142,Marie Nordén,Socialdemokraterna,Jämtlands läns valkrets,Enkammarriksdagen,2010-10-04,2006-12-23,http://www.wikidata.org/entity/Q3373142,S
Q3373674,Helene Petersson,Socialdemokraterna,Jönköpings läns valkrets,Enkammarriksdagen,2018-09-24,2014-09-29,http://www.wikidata.org/entity/Q3373674,S
Q3373674,Helene Petersson,Socialdemokraterna,,Enkammarriksdagen,2004-09-30,2002-09-30,http://www.wikidata.org/entity/Q3373674,S
Q3373674,Helene Petersson,Socialdemokraterna,Jönköpings läns valkrets,Enkammarriksdagen,2014-09-29,2010-10-04,http://www.wikidata.org/entity/Q3373674,S
Q3373674,Helene Petersson,Socialdemokraterna,Jönköpings läns valkrets,Enkammarriksdagen,2006-10-02,2004-10-01,http://www.wikidata.org/entity/Q3373674,S
Q3373674,Helene Petersson,Socialdemokraterna,Jönköpings läns valkrets,Enkammarriksdagen,2010-10-04,2006-10-02,http://www.wikidata.org/entity/Q3373674,S
Q3374562,Hans Hoff,Socialdemokraterna,Hallands läns valkrets,Enkammarriksdagen,,2018-09-24,http://www.wikidata.org/entity/Q3374562,S
Q3374562,Hans Hoff,Socialdemokraterna,Hallands läns valkrets,Enkammarriksdagen,2006-10-02,2002-09-30,http://www.wikidata.org/entity/Q3374562,S
Q3374562,Hans Hoff,Socialdemokraterna,Hallands läns valkrets,Enkammarriksdagen,1998-10-05,1995-11-16,http://www.wikidata.org/entity/Q3374562,S
Q3374562,Hans Hoff,Socialdemokraterna,Hallands läns valkrets,Enkammarriksdagen,2002-09-30,1999-10-15,http://www.wikidata.org/entity/Q3374562,S
Q3374562,Hans Hoff,Socialdemokraterna,Hallands läns valkrets,Enkammarriksdagen,2018-09-24,2014-09-29,http://www.wikidata.org/entity/Q3374562,S
Q3374562,Hans Hoff,Socialdemokraterna,Hallands läns valkrets,Enkammarriksdagen,2014-09-29,2010-10-04,http://www.wikidata.org/entity/Q3374562,S
Q3374562,Hans Hoff,Socialdemokraterna,Hallands läns valkrets,Enkammarriksdagen,2010-10-04,2006-10-02,http://www.wikidata.org/entity/Q3374562,S
Q3374627,Eva Sonidsson,Socialdemokraterna,Västernorrlands läns valkrets,Enkammarriksdagen,2018-09-24,2014-09-29,http://www.wikidata.org/entity/Q3374627,S
Q3374627,Eva Sonidsson,Socialdemokraterna,Västernorrlands läns valkrets,Enkammarriksdagen,2014-09-29,2010-10-04,http://www.wikidata.org/entity/Q3374627,S
Q3374627,Eva Sonidsson,Socialdemokraterna,Västernorrlands läns valkrets,Enkammarriksdagen,2010-10-04,2006-10-02,http://www.wikidata.org/entity/Q3374627,S
Q3492112,Aron Modig,Kristdemokraterna,Göteborgs kommuns valkrets,Enkammarriksdagen,2018-09-24,2014-09-29,http://www.wikidata.org/entity/Q3492112,KD
Q4563096,Jennie Nilsson,Socialdemokraterna,Hallands läns valkrets,Enkammarriksdagen,2014-09-29,2010-10-04,http://www.wikidata.org/entity/Q4563096,S
Q4563096,Jennie Nilsson,Socialdemokraterna,Hallands läns valkrets,Enkammarriksdagen,2018-09-24,2014-09-29,http://www.wikidata.org/entity/Q4563096,S
Q4563096,Jennie Nilsson,Socialdemokraterna,Hallands läns valkrets,Enkammarriksdagen,2010-10-04,2006-10-02,http://www.wikidata.org/entity/Q4563096,S
Q4563096,Jennie Nilsson,Socialdemokraterna,Hallands läns valkrets,Enkammarriksdagen,,2021-06-30,http://www.wikidata.org/entity/Q4563096,S
Q4563096,Jennie Nilsson,Socialdemokraterna,Hallands läns valkrets,Enkammarriksdagen,2019-01-20,2018-09-24,http://www.wikidata.org/entity/Q4563096,S
Q4588714,Erik Ullenhag,Liberalerna,Uppsala läns valkrets,Enkammarriksdagen,2010-10-05,2010-10-04,http://www.wikidata.org/entity/Q4588714,L
Q4588714,Erik Ullenhag,Liberalerna,Uppsala läns valkrets,Enkammarriksdagen,2010-10-04,2009-07-14,http://www.wikidata.org/entity/Q4588714,L
Q4588714,Erik Ullenhag,Liberalerna,Stockholms kommuns valkrets,Enkammarriksdagen,2016-08-25,2014-10-04,http://www.wikidata.org/entity/Q4588714,L
Q4588714,Erik Ullenhag,Liberalerna,Uppsala läns valkrets,Enkammarriksdagen,2006-10-02,2005-07-16,http://www.wikidata.org/entity/Q4588714,L
Q4588714,Erik Ullenhag,Liberalerna,Uppsala läns valkrets,Enkammarriksdagen,2005-01-14,2002-09-30,http://www.wikidata.org/entity/Q4588714,L
Q4609260,Siv Holma,Vänsterpartiet,Norrbottens läns valkrets,Enkammarriksdagen,2010-10-04,2006-10-02,http://www.wikidata.org/entity/Q4609260,V
Q4609260,Siv Holma,Vänsterpartiet,Norrbottens läns valkrets,Enkammarriksdagen,2006-10-02,2002-09-30,http://www.wikidata.org/entity/Q4609260,V
Q4609260,Siv Holma,Vänsterpartiet,Norrbottens läns valkrets,Enkammarriksdagen,2002-09-30,1998-10-05,http://www.wikidata.org/entity/Q4609260,V
Q4609260,Siv Holma,Vänsterpartiet,,Enkammarriksdagen,1995-10-09,1995-01-10,http://www.wikidata.org/entity/Q4609260,V
Q4609260,Siv Holma,Vänsterpartiet,Norrbottens läns valkrets,Enkammarriksdagen,2014-09-29,2010-10-04,http://www.wikidata.org/entity/Q4609260,V
Q4724776,Ali Esbati,Vänsterpartiet,Stockholms kommuns valkrets,Enkammarriksdagen,2016-05-11,2014-09-29,http://www.wikidata.org/entity/Q4724776,V
Q4724776,Ali Esbati,Vänsterpartiet,Stockholms kommuns valkrets,Enkammarriksdagen,,2018-09-24,http://www.wikidata.org/entity/Q4724776,V
Q4724776,Ali Esbati,Vänsterpartiet,Stockholms kommuns valkrets,Enkammarriksdagen,2013-04-30,2013-02-13,http://www.wikidata.org/entity/Q4724776,V
Q4724776,Ali Esbati,Vänsterpartiet,Stockholms kommuns valkrets,Enkammarriksdagen,2018-09-24,2016-07-28,http://www.wikidata.org/entity/Q4724776,V
Q4724776,Ali Esbati,Vänsterpartiet,Stockholms kommuns valkrets,Enkammarriksdagen,2014-09-29,2013-11-14,http://www.wikidata.org/entity/Q4724776,V
Q4765508,Anita Brodén,Liberalerna,Västra Götalands läns norra valkrets,Enkammarriksdagen,2006-10-02,2002-09-30,http://www.wikidata.org/entity/Q4765508,L
Q4765508,Anita Brodén,Liberalerna,Västra Götalands läns norra valkrets,Enkammarriksdagen,2010-10-04,2006-10-02,http://www.wikidata.org/entity/Q4765508,L
Q4765508,Anita Brodén,Liberalerna,Västra Götalands läns norra valkrets,Enkammarriksdagen,2014-09-29,2010-10-04,http://www.wikidata.org/entity/Q4765508,L
Q4765556,Anita Johansson,Socialdemokraterna,Stockholms läns valkrets,Enkammarriksdagen,1982-10-04,1979-10-01,http://www.wikidata.org/entity/Q4765556,S
Q4765556,Anita Johansson,Socialdemokraterna,Stockholms läns valkrets,Enkammarriksdagen,1998-10-05,1994-10-03,http://www.wikidata.org/entity/Q4765556,S
Q4765556,Anita Johansson,Socialdemokraterna,Stockholms läns valkrets,Enkammarriksdagen,1994-10-03,1991-09-30,http://www.wikidata.org/entity/Q4765556,S
Q4765556,Anita Johansson,Socialdemokraterna,Stockholms läns valkrets,Enkammarriksdagen,1991-09-30,1988-10-03,http://www.wikidata.org/entity/Q4765556,S
Q4765556,Anita Johansson,Socialdemokraterna,Stockholms läns valkrets,Enkammarriksdagen,2006-10-02,2002-09-30,http://www.wikidata.org/entity/Q4765556,S
Q4765556,Anita Johansson,Socialdemokraterna,Stockholms läns valkrets,Enkammarriksdagen,2002-09-30,1998-10-05,http://www.wikidata.org/entity/Q4765556,S
Q4765556,Anita Johansson,Socialdemokraterna,Stockholms läns valkrets,Enkammarriksdagen,1985-09-30,1982-10-04,http://www.wikidata.org/entity/Q4765556,S
Q4765556,Anita Johansson,Socialdemokraterna,Stockholms läns valkrets,Enkammarriksdagen,1988-10-03,1985-09-30,http://www.wikidata.org/entity/Q4765556,S
Q4767056,Anna Grönlund Krantz,Liberalerna,Norrbottens läns valkrets,Enkammarriksdagen,2005-07-12,2002-09-30,http://www.wikidata.org/entity/Q4767056,L
Q4767056,Anna Grönlund Krantz,Liberalerna,Norrbottens läns valkrets,Enkammarriksdagen,2006-10-02,2005-12-01,http://www.wikidata.org/entity/Q4767056,L
Q4767056,Anna Grönlund Krantz,Liberalerna,Norrbottens läns valkrets,Enkammarriksdagen,2005-09-30,2005-09-01,http://www.wikidata.org/entity/Q4767056,L
Q4822657,Mehmet Kaplan,Miljöpartiet,Stockholms kommuns valkrets,Enkammarriksdagen,2014-09-29,2010-10-04,http://www.wikidata.org/entity/Q4822657,MP
Q4822657,Mehmet Kaplan,Miljöpartiet,Stockholms kommuns valkrets,Enkammarriksdagen,2010-10-04,2007-07-09,http://www.wikidata.org/entity/Q4822657,MP
Q4822657,Mehmet Kaplan,Miljöpartiet,Stockholms kommuns valkrets,Enkammarriksdagen,2007-05-27,2006-10-02,http://www.wikidata.org/entity/Q4822657,MP
Q4887773,Bengt-Anders Johansson,Moderaterna,Jönköpings läns valkrets,Enkammarriksdagen,2006-10-02,2002-09-30,http://www.wikidata.org/entity/Q4887773,M
Q4887773,Bengt-Anders Johansson,Moderaterna,Jönköpings läns valkrets,Enkammarriksdagen,2014-09-29,2010-10-04,http://www.wikidata.org/entity/Q4887773,M
Q4887773,Bengt-Anders Johansson,Moderaterna,Jönköpings läns valkrets,Enkammarriksdagen,2010-10-04,2006-10-02,http://www.wikidata.org/entity/Q4887773,M
Q4891898,Berit Jóhannesson,Vänsterpartiet,Göteborgs kommuns valkrets,Enkammarriksdagen,2006-10-02,2002-09-30,http://www.wikidata.org/entity/Q4891898,V
Q4891898,Berit Jóhannesson,Vänsterpartiet,Göteborgs kommuns valkrets,Enkammarriksdagen,2002-09-30,1998-10-05,http://www.wikidata.org/entity/Q4891898,V
Q4895693,Bertil Kjellberg,Moderaterna,Västernorrlands läns valkrets,Enkammarriksdagen,2006-10-02,2002-09-30,http://www.wikidata.org/entity/Q4895693,M
Q4895693,Bertil Kjellberg,Moderaterna,Västernorrlands läns valkrets,Enkammarriksdagen,2010-10-04,2006-10-02,http://www.wikidata.org/entity/Q4895693,M
Q4898916,Betty Malmberg,Moderaterna,Östergötlands läns valkrets,Enkammarriksdagen,2013-09-17,2010-10-04,http://www.wikidata.org/entity/Q4898916,M
Q4898916,Betty Malmberg,Moderaterna,Östergötlands läns valkrets,Enkammarriksdagen,2018-09-24,2014-09-29,http://www.wikidata.org/entity/Q4898916,M
Q4898916,Betty Malmberg,Moderaterna,Östergötlands läns valkrets,Enkammarriksdagen,2014-09-29,2013-09-18,http://www.wikidata.org/entity/Q4898916,M
Q4898916,Betty Malmberg,Moderaterna,Östergötlands läns valkrets,Enkammarriksdagen,2010-10-04,2006-10-02,http://www.wikidata.org/entity/Q4898916,M
Q4898916,Betty Malmberg,Moderaterna,Östergötlands läns valkrets,Enkammarriksdagen,,2018-09-24,http://www.wikidata.org/entity/Q4898916,M
Q4916299,Birgitta Sellén,Centerpartiet,Västernorrlands läns valkrets,Enkammarriksdagen,2002-09-30,1998-10-05,http://www.wikidata.org/entity/Q4916299,C
Q4916299,Birgitta Sellén,Centerpartiet,Västernorrlands läns valkrets,Enkammarriksdagen,2006-10-02,2002-09-30,http://www.wikidata.org/entity/Q4916299,C
Q4916299,Birgitta Sellén,Centerpartiet,Västernorrlands läns valkrets,Enkammarriksdagen,2010-10-04,2006-10-02,http://www.wikidata.org/entity/Q4916299,C
Q4931171,Bo Siegbahn,Moderaterna,Göteborgs kommuns valkrets,Enkammarriksdagen,1979-10-01,1976-10-04,http://www.wikidata.org/entity/Q4931171,M
Q4931171,Bo Siegbahn,Moderaterna,Göteborgs kommuns valkrets,Enkammarriksdagen,1982-10-04,1979-10-01,http://www.wikidata.org/entity/Q4931171,M
Q4931171,Bo Siegbahn,Moderaterna,Göteborgs kommuns valkrets,Enkammarriksdagen,1976-10-04,1974-01-10,http://www.wikidata.org/entity/Q4931171,M
