wiki_id,name
Q6161310,Georg Pettersson (centerpartist)
Q6170780,Lars Schött
Q6172424,Rolf Sellgren
Q6177817,Tobias Sjö
Q6178909,Bengt Sjönell
Q6180159,Christer Skoog
Q6190697,Lars Stjernkvist
Q6192487,Torsten Stridsman
Q6194400,Bert Stålhammar
Q6196690,Sten-Ove Sundström
Q6201234,Sven-Olof Sällström
Q6201711,Sten Söderberg (nydemokrat)
Q6207928,Gunnar Thollander
Q6209187,Sverker Thorén
Q16165736,Gösta Andersson
Q21544238,Arne Andersson
Q6225988,Ivar Virgin
Q21544254,Hans Pettersson
Q6217745,Lars Tysklind
Q6219067,Lars Ulander
Q6227706,Lennart Värmby
Q6238347,Henrik Westman
Q6240455,Markus Wiechel
Q6244830,David Wirmark
Q6255773,Rune Ångström
Q6256794,Oskar Öholm
Q6258180,Sten Östlund
Q15713809,Johan Johansson i Boden
Q16616217,Karin Östring Bergman
Q16633210,Mats Lindberg
Q16633319,Edip Noyan
Q16633339,Mattias Ottosson
Q18202413,Anna-Caren Sätherberg
Q18202393,Maria Andersson Willner
Q18237639,Angelika Bengtsson
Q18237754,Sara-Lena Bjälkö
Q18239250,Mats Green
Q18245556,Karin Rågsjö
Q18617010,Oscar Sjöstedt
Q19977055,Ola Möller
Q19977180,Anna Rheyneuclaudes Kihlman
Q20095387,Johan Büser
Q21529026,Jamal Mouneimne
Q21558211,Erik Ezelius
Q21561355,RosMarie Jönsson Neckö
Q21578737,Anita Stenberg
Q21585331,Marie-Louise Rönnmark
Q5724337,Wilhelm Falk
Q5040976,Carl Winberg
Q5553053,Rudolf Anderberg
Q5554616,Gustaf Andersson
Q5555633,Nils Andersson
Q5602997,Arne Carlsson
Q5554157,Bertil Andersson
Q6240025,Ludvig Widell
Q6240068,Jonas Widén
Q6240370,Olof Widmark
Q6240968,Hjalmar Wijk
Q6241092,Knut Wijkmark
Q6241339,Erik Olof Wiklund
Q6255268,Henrik Åkerlund
Q6256046,Ernst Åström
Q6256712,Gunnar Öhman
Q6257063,Ivar Öman
Q6318945,David Pettersson
Q5571206,Gunnar Berg
Q5579614,Per Blomquist
Q343674,Baltzar von Platen
Q1511698,Halfred von Koch
Q1797996,Nils Herlitz
Q4547462,Johan Jakob Nordström
Q4830390,Axel Örbom
Q4980249,Gunvor Stenberg
Q5394979,Ernst Eskhult
Q5542625,Axel Adelswärd
Q5547309,August Almén
Q5555060,Jonas Andersson i Hedsta
Q5564148,Johan von Bahr
Q5566027,Adolf Barnekow
Q5568216,Johan Beck-Friis
Q5568434,Ernst Beckman
Q5572872,Oscar Bergmark
Q5573351,Gustaf Bergström
Q5577444,Wilhelm Björck
Q5577778,Alexis Björkman
Q5580341,Karl Wilhelm Bodin
Q5580827,Knut Bohnstedt
Q5581603,Bonde Bondeson
Q5582990,Nils Bosæus
Q5583226,Filip Boström
Q5588185,Fredrik Brummer
Q5588557,Fredrik Brusewitz
Q5591837,Anders Johan Bärg
Q5603332,Olof Carlsson
Q5605465,Allan Cederborg
Q5609612,Samuel Clason
Q5613770,Jesper Crusebjörn
Q5614967,Frans Dahl
Q5621628,Robert Dickson
Q5627221,Sven Edin
Q5629777,Thor Ekenman
Q5630009,Anton Eklund
Q5630690,Oscar Ekman
Q5707498,Carl Ekström
Q5712545,Erik Englund
Q5712558,Ivar Englund
Q5714844,Oscar Ericson
Q5715763,Arvid Erikson
Q5723186,Hugo Fahlén
Q5724289,Otto Falk
Q5726510,Arvid Gustaf Faxe
Q5727115,Carl Fehrman
Q5744748,Karl Friman
Q5765303,Stig Gorthon
Q5768642,Josef Granström
Q16649394,Carl Fredrik Hochschild
Q18237396,Nils Arvedson
Q18237937,Gunnar Brånstad
Q18245538,Wilhelm Rydberg
Q5901935,Ove Karlsson
Q6010899,Kjell Nilsson
Q6013871,Lars Norberg
Q5938964,Torgny Larsson
Q5895894,Hans Jönsson
Q5886858,Kurt Ove Johansson
Q5887544,Robert Dockered
Q5887630,Rune Johansson i Norrköping
Q5887928,Tage Johansson
Q5889601,Per-Ingvar Johnsson
Q5890031,Richard Jomshof
Q5891526,Elver Jonsson
Q5901725,Kjell-Erik Karlsson
Q5906383,Rolf Kenneryd
Q5913938,Peter Kling
Q5915963,Göthe Knutson
Q5937876,Kalle Larsson
Q5938690,Sigvard Larsson
Q5943051,Bo-Gunnar Ledin
Q5953083,Essen Lindahl
Q5958869,Torsten Lindström
Q5963543,Sven Eric Lorentzon
Q5963832,Carl-Wilhelm Lothigius
Q5969487,Sigfrid Löfgren
Q5972180,Tage Magnusson
Q5980017,Kjell A. Mattsson
Q4753726,Anders Bengtsson
Q4753781,Anders Gernandt
Q4753804,Anders Hansson
Q4737866,Alvar Andersson
Q4916298,Birgitta Eriksson
Q3374619,Désirée Liljevall
Q3375042,Hillevi Larsson
Q3672886,Nalin Pekgul
Q3675519,Amineh Kakabaveh
Q4411204,Göran Lennmarker
Q4563305,Johan Löfstrand
Q4721670,Alf Eriksson
Q4731041,Allan Widman
Q4742133,Ameer Sachet
Q4753774,Anders Flanking
Q4768084,Anne-Marie Ekström
Q4768957,Anneli Hulthén
Q4769498,Annika Qarlsson
Q4830309,Axel Kristiansson
Q4887786,Bengt Börjesson
Q4933527,Elisa Abascal Reyes
Q4936454,Sofia Arkelsten
Q4936650,Linda Arvidsson Wemmert
Q4939801,Görel Bohlin
Q5543999,Anders Ahlgren
Q5572766,Per Bergman
Q5563599,Rune Backlund
Q5554702,Hans Andersson
Q5556512,Martin Andreasson
Q5555515,Max Andersson
Q4990164,Mariana Wallin
Q4990502,Hanna Wigh
Q4990555,Marie Wilén
Q4990680,Anna Wohlin Andersson
Q4991008,Anna Ågerfalk
Q4991052,Anette Åkesson
Q4990983,Ulla-Britt Åbark
Q4991154,Maria Östberg Svanelind
Q5213808,Dan Kihlström
Q5368089,Elving Andersson
Q5544850,Christer Akej
Q5558317,Staffan Appelros
Q5562029,Kenneth Attefors
Q5564796,Hanif Bali
Q5572296,Mats Berglind
Q5578151,Torbjörn Björlund
Q5580727,Carl-Oskar Bohlin
Q5588504,Sven Brus
Q5591632,Roland Bäckman
Q5600489,Fritz Börjesson
Q5602835,Andreas Carlson
Q5615270,Rolf Dahlberg
Q5714937,Sture Ericson
Q5855453,Ingvar Eriksson
Q5879815,Paul Jansson
Q5716172,Christer Eriksson
Q5776889,Jonas Gunnarsson
Q5735572,Juan Fonseca
Q5627932,Alf Egnerfors
Q5628983,Mats Einarsson
Q5708107,Kjell Eldensjö
Q5718105,Lars Ernestam
Q5765967,Gunnar Goude
Q5776913,Rolf Gunnarsson
Q5777750,Holger Gustafsson
Q5778331,Gusti Gustavsson
Q5780429,Olle Göransson
Q5782529,Anders Haglund
Q5782917,Birger Hagård
Q5795789,Lars Hedfors
Q5799323,Jörgen Hellman
Q5800971,Einar Henningsson
Q5811951,Nils-Göran Holmqvist
Q5786130,Hugo Hamilton
Q6168430,Carl Schmidt
Q6020574,Carl Nyström
Q5784613,Magnus Hallenborg
Q5786852,Carl Gustaf Hammarskjöld
Q5789245,Jacob Hansson
Q5789629,Sigfrid Hansson
Q5795668,Johan Alfred Hedenström
Q5796893,Fredrik Hegardt
Q5798883,Mauritz Hellberg
Q5799040,Arvid Hellebladh
Q5855197,John Philip Ericson
Q5881042,Johan Jeansson
Q5891714,Jon Jonsson i Fjäle
Q5893939,Teodor Julin
Q5909112,Karl Kilsmo
Q5914152,Carl Klingspor
Q5928943,Thorvald Köhlin
Q5934839,Karl Langenskiöld
Q5937830,Johan Larsson i Presstorp
Q5937992,Lars Larsson i Bredsjö
Q5938378,Nils Theodor Larsson
Q5949053,Gustaf Erik Lewenhaupt
Q5949534,Casper Lexow
Q5954175,Ernst Lindblad
Q5956096,Justus Lindgren
Q5960142,Edvard Lithander
Q5962251,Gunnar Lodenius
Q5971868,Tord Magnuson
Q5973785,Klas Malmborg
Q5975035,Axel Mannerskantz
Q5983292,Bernhard Meijer
Q5990557,Bertil Mogård
Q5991033,Adolf Molin
Q6000837,Adolf von Möller
Q6004692,Sixten Neiglick
Q6010685,Johan Nilsson
Q6012769,William Nisser
Q6014635,Leonard Nordenfelt
Q6021068,August Næsström
Q6022797,Charles von Oelreich
Q6027834,Peter Magnus Olsson
Q6034114,Henrik Palmstierna
Q6045449,Knut Petersson
Q6046628,Anton Pettersson
Q6047050,Karl Pettersson
Q6047275,Per Pettersson
Q6050273,Alfred Piper
Q6050329,Fritz Piper
Q6051420,Carl von Platen
Q6062302,Otto Ramel
Q6063642,Christopher Rappe
Q6066432,Wilhelm von Rehausen
Q6068605,Carl Anton Rettig
Q6085600,Axel Ryding
Q6085947,Olof Rylander
Q6093015,Svante Sandqvist
Q6096462,Frans Schartau
Q6147346,Johan Larsson i Örbyhus
Q6150867,Otto Lundberg
Q6161282,August Pettersson
Q6162355,Victor von Post
Q6165648,Gustaf von Rosen
Q6167539,Johan Sanne
Q6170273,Jules von Schwerin
Q6170278,Werner von Schwerin
Q6170523,Jonas Schödén
Q6172244,Jonas Selggren
Q6177805,Anton Sjö
Q6178284,Pehr Sjöbring
Q6179577,Waldemar Skarstedt
Q6185047,Knut Sparre
Q6185568,Gunnar Spetz
Q6186071,Emil Spånberg
Q6187153,Isidor von Stapelmohr
Q6189565,Joseph Stephens
Q6190282,Jules Stiernblad
Q6192849,Oskar Strutz
Q6197769,Axel Svedelius
Q6199507,Eli Svänsson
Q6201706,Sten Söderberg
Q6201926,Wilhelm Söderhjelm
Q6202617,Per Sörensson
Q5716673,Jonas Eriksson
Q5597554,Karl-Göran Biörsmark
Q5616762,Bertil Danielsson
Q5627750,Erik A. Egervärn
Q5628155,Magnus Ehrencrona
Q5629994,Hans Eklind
Q5698343,Tore Claeson
Q5708979,Lars Elinderson
Q5737298,Patrik Forslund
Q5737841,Jakob Forssmed
Q5739826,Hans Göran Franck
Q5743831,Nils Fridolfsson
Q5766898,Carl Fredrik Graf
Q5768614,Pär Granstedt
Q5777440,Sven Gustafson
Q5795147,Evert Hedberg
Q5795166,Gunnar Hedberg
Q5795851,Carl-Eric Hedin
Q5801464,Stig Henriksson
Q5804686,Tom Heyman
Q5811663,Erik Holmkvist
Q5816085,Kurt Hugosson
Q5859394,Joe Frans
Q5795894,Johan Hedin
Q5615831,Kjell Dahlström
Q5619098,Gunnar Nordmark
Q5629976,Bernt Ekinge
Q5707468,Allan Ekström
Q5707578,Hans Ekström
Q5712343,Gunnar Engkvist
Q5713705,Carl-Gustav Enskog
Q5715071,Dan Ericsson
Q5715151,Göran Ericsson
Q5721212,Rune Evensson
Q5745541,Isak From
Q5753620,Torsten Gavelin
Q5767954,Lars U. Granberg
Q5769170,Stig Grauers
Q5777951,Nils-Olof Gustafsson
Q5780876,Pontus Haag
Q5781968,Michael Hagberg
Q5787435,Mac Hamrin
Q5789622,Roy Hansson
Q5796614,Uno Hedström
Q5800743,Martin Henmark
Q5801307,Lars Henrikson
Q5807811,Nils Hjorth
Q5807875,Hans Hjortzberg-Nordlund
Q5818799,Gunnar Hyltander
Q5819505,Karl-Erik Häll
Q5820978,Tomas Högström
Q5821272,Nils Hörberg
Q96324321,Inga-Lill Sjöblom
Q96982611,Rune Torwald
Q96982763,Maj Pehrsson
Q96984479,Karl Leuchovius
Q97013194,Sigvard Karlehagen
Q97065131,Maria Lagergren
Q97065645,Nils-Olof Grönhagen
Q97097226,Sven Henricsson
Q97248827,Göran Riegnell
Q97786445,Ann-Louise Hansson
Q97824082,Torbjörn Lövendahl
Q97971220,Anne-Marie von Essen
Q97971275,Barbro Glansén
Q97971223,Mona Nyberg
Q97971249,Sofia Steiner
Q98271187,Ulla Voss-Schrader
Q98539326,Birgit Hjalmarsson
Q98556565,Kalevi Wernebrink
Q98556674,Berit Frändås
Q98668782,Rolf Örjes
Q98668809,Yvonne Hedvall
Q98937730,Georg Karlsson
Q104215551,Anna Stråkander
Q104215835,Pernilla Mobeck
Q107364890,Leif Lindström
Q107364915,Gunnel Söderberg
Q107389974,Anna-Karin Lundström
Q107420069,Lars-Olof Karlsson
Q264452,Maria Lundqvist-Brömster
Q59387749,Jonas Andersson
Q30035702,Eva Lindh
Q96982660,Bengt Bengtsson
Q97061982,Gunnar Olsson
Q97854743,Anders Larsson
Q54396872,Christopher Ödmann
Q98538839,Sven Nilsson
Q56669198,Ebba Hermansson
Q56743173,Arman Teimouri
Q57168687,Emma Berginger
Q57168699,Rebecka Le Moine
Q57168726,Helena Vilhelmsson
Q57304579,Ingegärd Oskarsson
Q60823082,Åsa Karlsson
Q60823079,Malin Larsson
Q60823132,Mikael Larsson
Q61122062,Aylin Fazelian
Q62745971,Michael Rubbestad
Q63344500,Niels Paarup-Petersen
Q63870850,Camilla Brodin
Q64899365,Claes-Göran Larsson
Q70592245,Sofia Westergren
Q70639708,Kjell-Arne Ottosson
Q71062310,Angelica Lundberg
Q71132556,Fredrik Lindahl
Q1353856,Erik Brandt
Q4709637,Albert Andersson
Q5571938,Henrik Berggren
Q5583260,Johan Boström
Q5614917,Adolf Dahl
Q6201541,Ernst Söderberg
Q6237414,Fredrik Wester
Q5543827,Ernst Ahlberg
Q5547372,Fredrik Almgren
Q4993034,Ludvig Manderström
Q5568219,Lave Beck-Friis
Q5573237,Albert Bergström
Q5547407,Oscar Almgren
Q6201330,Adolf Säve
Q6201867,Karl Söderdahl
Q6202601,Joel Sörenson
Q6204633,Carl Taube
Q6209126,Carl Thorén
Q6209757,Fritjof Thun
Q6211635,Eskil Tistad
Q6212098,Leonard Tjällgren
Q6215406,Troed Troedsson
Q6215529,Carl Oskar Troilius
Q6215599,Carl Axel Trolle
Q6215663,Carl Trolle-Bonde
Q6227924,Axel Hansson Wachtmeister
Q6234611,August Weinberg
Q6236669,Oscar Werner
Q6238552,Wilhelm Westrup
Q6240086,Martin Widén
Q6240962,Erik Wijk
Q6241003,August Wijkander
Q6241165,Axel Wikberg
Q6255141,Carl Åkerhielm
Q6255630,Nils Åkesson i Rebbelberga
Q6256787,Henric Öhngren
Q6257562,Johan Östberg
Q6257694,Gustaf Österberg
Q1145662,Ernst Wigforss
Q1388885,Pontus Fahlbeck
Q1555424,Gustaf Steffen
Q3916765,Fredrik Wachtmeister
Q4969697,Maja Nilsson
Q5410165,Gunnar Adolfsson
Q5553446,Carl Albert Anderson
Q5499548,Fredrik von Essen
Q5544228,Johan Ahlsten
Q5546257,Erik Alexanderson
Q5548000,Oscar Alströmer
Q5553542,Ivar Anderson
Q5554604,Gunnar Andersson i Rossvik
Q5556080,Sven Andersson i Sveneby
Q5567413,Carl von Baumgarten
Q5568408,Anders Fredrik Beckman
Q5568838,Herman Behm
Q5571424,Volrath Berg
Q5572843,Gustaf Ulrik Bergmansson
Q5575715,Niklas Biesèrt
Q5576225,Lars Billström
Q5576607,Emanuel Birke
Q5577001,Henning Biörklund
Q5577602,Knut Björkenstam
Q5580347,Lars Gunnar Bodin
Q5582292,Theodor Borell
Q5590424,Fredrik Burman (1819-1888)
Q5591731,Magnus Bäckström
Q5603503,Carl Fredrik Carlström
Q5609105,Hjalmar Claëson
Q5610761,Tycho Colleen
Q5618613,Arvid De Geer
Q5618642,Emanuel De Geer
Q105200990,Axel Fagerholm
Q5547719,Robert Almström
Q5779439,Eric Gyllenstierna
Q5571280,Lars Berg
Q5594777,Gustaf Asplund
Q6206436,Wilhelm Fredrik Tersmeden
Q6210336,Viktor Thörnberg
Q6216079,Henning Trägårdh
Q6218798,Carl Uggla
Q6228008,Hans Wachtmeister den yngre
Q6228311,Wilhelm Waern
Q6231399,Gunnar Wallmark
Q6239811,Carl Gustaf Wickman
Q6240973,Ivar Wijk
Q6255065,Knut Åkerberg
Q6256437,Jonas Otto Ödlund
Q6257830,Theodor Östergren
Q6340875,Karl Wistrand
Q406819,Ingrid Gärde Widemar
Q940865,Sven Linderot
Q1253889,Fredrik Ström
Q19975949,Karl Ekman
Q1959642,Harald Hjärne
Q2291097,Hans Forssell
Q4712369,Albin Andersson
Q4974051,Dagmar Ranmark
Q4979011,Anna Sjöström-Bengtsson
Q4994566,Georg Branting
Q5040240,Carl Grewesmühl
Q5503582,Fridolf Jansson
Q5535667,Georg Carlsson
Q5544085,Emil Ahlkvist
Q5545566,Eskil Albertsson
Q5548860,Johan Amilon
Q5553840,Alfred Andersson i Bussjö
Q5554662,Gustav Andersson i Löbbo
Q5555074,Jones Erik Andersson
Q5561482,Carl Immanuel Asplund
Q5566549,Gustaf Barthelson
Q5568428,Carl Fredrik Beckman
Q5569486,August Bellinder
Q5571534,Gustaf Bergendahl
Q5572108,Ragnar Bergh
Q5572363,Enar Berglund
Q5572792,Sven Peter Bergman
Q5573244,Albert Bergström (född 1869)
Q5573495,Lars Wilhelm Bergström
Q5573792,Edwin Berling
Q5577306,Emanuel Bjurström
Q5577408,Gustaf Daniel Björck
Q5577424,John Björck
Q5577709,August Björklund
Q5581369,Gustaf Boman
Q5581410,Rudolf Boman
Q5585861,Wilhelm Brehmer
Q5588048,Olof Bruce
Q5602664,Theodor Carlheim-Gyllensköld
Q5603032,Carl Eric Carlsson
Q5603128,Harry Carlsson
Q5609827,Jeppe Clemedtson
Q5613442,Hjalmar Croneborg
Q5613568,Fredrik Cronstedt
Q5615201,Johan Dahlberg
Q5615773,Carl Dahlström
Q5616960,Einar Danmans
Q5618788,Magnus De la Gardie
Q5621134,Gustav Hallagård
Q5627413,Erik Edström
Q5629773,Johan Fredrik Ekenman
Q5716315,Erik Eriksson i Böleå
Q5718128,August Ernfors
Q5731455,Elis Fischer
Q5732950,Victor Fleetwood
Q5737824,Per Forssman
Q5746237,Anders Olof Frändén
Q5746318,Christian Fröberg
Q5754690,Oscar Geijer
Q5772288,Johan Gripenstedt
Q5774566,Allan Grönkvist
Q96097384,Claes Cederström
Q6011035,Lennart Nilsson
Q5954333,Christer Lindblom
Q6010001,Dan Nilsson
Q5937190,Dag Larsson
Q5810917,Håkan Holmberg
Q5888881,Jacob Johnson
Q5819406,Sören Häggroth
Q5826817,Thure Jadestig
Q5863217,Aleksander Gabelic
Q5887149,Mattias Bäckström Johansson
Q5891616,Göte Jonsson
Q5892661,Ingemar Josefsson
Q5912705,Bengt A. Klang
Q5925133,Eric Krönmark
Q5942309,Ingemar Leander
Q5942609,Roland Lében
Q5944151,Hans Leghammar
Q5947788,Paul Lestander
Q5948421,Lennart Levi
Q5954195,Hans Lindblad
Q5954253,Lars Lindblad
Q5969249,David Lång
Q5974768,Magnus Manhammar
Q5976928,Leif Marklund
Q5980025,Lennart Mattsson
Q6009395,Rolf L. Nilson
Q6012202,Ulrik Nilsson
Q6012742,Per-Erik Nisser
Q6019726,Hans Nyhage
Q6026596,Billy Olsson
Q6028336,Jasenko Omanović
Q5746604,Nils Fröman
Q5975085,Otto Mannheimer
Q5717076,Olle Eriksson
Q5572383,Fredrik Berglund
Q5781896,Erik Hagberg
Q5572396,Helge Berglund
Q5568189,Carl Beck-Friis
Q5621589,Charles Dickson
Q5901380,Gottfrid Karlsson
Q5931090,Israel Lagerfelt
Q5885676,Carl Johansson
Q5809276,Erland von Hofsten
Q5938810,Sven Larsson
Q5571405,Theodor Berg
Q5573272,Axel Bergström
Q5605428,Axel Cederberg
Q5577857,Gustav Björkman
Q5779483,Johan Gyllenstierna
Q5615380,Olle Dahlén
Q5940582,Arvid Laurin
Q5572579,Carl Otto Bergman
Q5573776,Nils Johan Berlin
Q5576164,Tore Billman
Q5578351,Edvard Björnsson
Q5580824,Edvard Bohnstedt
Q5581607,Lennart Bondeson
Q5581635,Per Bondesson
Q5582044,Fritiof Boo
Q5582507,Lars Borggren
Q5585998,Oscar Bremberg
Q5590180,Pontus af Burén
Q5598255,Sven Boman
Q5604537,Knut Cassel
Q5615281,Thure Dahlberg
Q5615862,Leonard Dahm
Q5616503,Axel Danckwardt-Lillieström
Q5620975,Gustaf Elofsson
Q5621587,Axel Dickson
Q5624121,Ludvig Douglas
Q5629530,Gustaf Ekdahl
Q5630550,Fritjof Ekman
Q5711655,Arthur Engberg
Q5715185,Herman Ericsson
Q5715821,Johannes Erikson
Q5718312,Gudmund Ernulf
Q5732551,Sixten Flach
Q5737817,Lars Forssman
Q5740906,Karl Franzén
Q5757573,Emil Gezelius
Q5782657,Oskar Hagman
Q5784216,Fritz Hallberg
Q5785596,Svante Hamberg
Q5789726,Torsten Hansson
Q5792855,Carl Birger Hasselrot
Q5795659,Hugo Hedenstierna
Q5797491,Arthur Heiding
Q5807293,Anton Hjalmarsson
Q5818477,Gunnar Hübinette
Q5824288,Birger Isacsson
Q5824448,Torsten Isaksson
Q5854947,Suno Engström
Q5856420,Lars Fagerström
Q5884801,Ewald Johannesson
Q5885067,Johan Johanson i Valared
Q5886669,John Johansson i Brånsta
Q5893699,Malcolm Juhlin
Q5895729,Anders Jönsson i Bredgården
Q5901662,Karl Karlsson i Stockholm
Q5914189,Philip Klingspor
Q5915062,Gustaf Knaust
Q5916422,Arthur Koch
Q5916859,Ludvig Kockum
Q5924121,Johan Kronstrand
Q5928394,Wilhelm Källman
Q5934313,Hugo Osvald
Q5938523,Per Adolf Larsson
Q5940236,Edward Laurell
Q5940973,Palne de Laval
Q5952301,Arvid Lilliesköld
Q5955520,William Linder
Q5956075,Johan Magnus Lindgren
Q5960854,Eduard Ljungberg
Q5960941,Louis Ljungberg
Q5962568,Kaj Lokander
Q5966031,Roland Lundberg
Q5972007,Gerhard Magnusson
Q5976073,Alfred de Maré
Q5976081,Gustaf de Maré
Q5980083,Torsten Mattsson
Q5990103,Axel Modig
Q5992208,Edvard Montgomery
Q6027471,Martin Olsson
Q6046890,Harald Pettersson
Q6043931,Åke Persson
Q6158651,Birger Olsson
Q6015942,Kew Nordqvist
Q6017373,Karl-Eric Norrby
Q6024368,Ronny Olander
Q6027171,Johan A. Olsson
Q6043198,Karl-Erik Persson
Q6043780,Sven Persson i Appuna
Q6044930,Bertil Petersson
Q6046869,Göte Pettersson
Q6086417,Jan-Evert Rådhström
Q6088379,Pär Axel Sahlberg
Q6131173,Torsten Gustafsson
Q6145120,Bo Krogvig
Q6161277,Arne Pettersson
Q6165375,Lennart Rohdin
Q6175962,Bengt Silfverstrand
Q6179028,Ulf Sjösten
Q6199173,Sten Svensson
Q6199511,Anders Svärd
Q6213669,Stefan Tornberg
Q6234042,Sven Wedén
Q6235147,Kjell-Arne Welin
Q6236659,Mårten Werner
Q6241274,Tony Wiklander
Q6241467,Valfrid Wikner
Q156797,Knut Agathon Wallenberg
Q2575378,Wilhelm Tham
Q4570723,Ivar Vennerström
Q5786123,Hugo Hamilton
Q5080263,Charles Lindley
Q5723076,Gustaf Fahlander
Q5359589,Edvard von Krusenstjerna
Q5388930,Erik von Heland
Q5542896,Rudolf Adlersparre
Q5553493,Erik Anderson i Hägelåkra
Q5553501,Frans Albert Anderson
Q5554402,Elon Andersson
Q5554599,Gunnar Andersson i Gustavsberg
Q5554624,Gustaf Andersson i Kolstad
Q5554640,Gustaf Andersson i Sundsvall
Q5555130,Karl Andersson i Eliantorp
Q5555272,Lars Andersson i Hedensbyn
Q5555601,Nils Andersson
Q5557473,Ludvig Annerstedt
Q5557933,Anders Antonsson
Q5568204,Joachim Beck-Friis
Q5571360,Robert Berg
Q5571488,Adolf Berge
Q5572670,Ingebrikt Bergman
Q5573763,Jakob Berlin
Q5574112,John Bernström
Q5575914,Knut Gillis Bildt
Q5576869,Georg Bissmark
Q5578043,Gustaf Björlin
Q5579458,Ernst Blomberg
Q5590200,Axel Burenstam
Q5591660,Carl Alfred Bäckström
Q5602498,Per Carlberg
Q5603530,Otto Carlsund
Q5604477,Johan Fredrik Caspersson
Q5614977,Georg Dahl
Q5621010,Gustaf Peyron den yngre
Q5627416,Gunnar Edström
Q5627420,Gustaf Edström
Q5628524,Gustaf Ehrnberg
Q5629675,Gunnar Ekelund
Q5630101,Oskar Eklund
Q5710189,Nils Elowsson
Q5714670,Frans Ericson
Q5719559,Carl von Essen
Q5724137,Helmer Falk
Q5727078,Martin Fehr
Q5733290,Ernst Flensburg
Q5734425,Herbert Hermansson
Q5737702,Otto Forssell
Q5754601,Christofer Wilhelm Geijer
Q5757569,Birger Gezelius
Q5767122,Frithiof Grafström
Q5779404,Henrik Gyllenram
Q5786866,Hugo Hammarskjöld
Q5789497,Nils Hansson i Ronneby
Q5792849,Carl Hasselrot
Q5795357,Axel Hedborg
Q5795500,Robert von Hedenberg
Q5795712,Carl Hederstierna
Q5796905,Henrik Hegardt
Q5797559,Selim Heijkenskjöld
Q5798361,Adolf Helander
Q5799761,Paul Hellström
Q5802093,Oskar Herdin
Q5802585,Axel Hermelin
Q5802878,Hugo Hernlund
Q5803936,Knut Hesselbom
Q5811172,Åke Holmbäck
Q5811523,Israel Holmgren
Q5819706,Carl Härdin
Q5820037,Edvin Håkanson
Q5885082,Karl Johanson
Q5891568,Ewert Jonsson
Q5619070,Gunnar Larsson
Q5777671,Gunnar Gustafsson
Q5574444,Stig Bertilsson
Q5577436,Patrik Björck
Q5579118,Gustav Blix
Q5579584,Arne Blomkvist
Q5580996,Stellan Bojerud
Q5586745,Sven Britton
Q5603637,Åke Carnerö
Q5616883,Staffan Danielsson
Q5626644,Göran Montan
Q5714625,Dag Ericson
Q5715293,Kjell Ericsson
Q5716610,Henrik von Sydow
Q5718617,Jan Ertsborn
Q5722759,Bengt Fagerlund
Q5740624,Jan Fransson
Q5740653,Josef Fransson
Q5743643,Egon Frid
Q5778494,Åke Gustavsson
Q5782422,Stefan Hagfeldt
Q5785730,Arhe Hamednaca
Q5786666,Krister Hammarbergh
Q5798912,Owe Hellberg
Q5803123,Richard Herrey
Q4964936,Cecilia Magnusson
Q4971184,Lotta Olsson
Q4953630,Birgit Henriksson
Q4955515,Gördis Hörnlund
Q4957256,Margareta Jonback
Q4957384,Gunnel Jonäng
Q4959537,Maria Kornevik Jakobsson
Q4960356,Katarina Köhler
Q4960703,Maj-Lis Landberg
Q4961147,Nina Larsson
Q4962650,Tanja Linderborg
Q4962758,Jill Lindgren
Q4964010,Grethe Lundblad
Q4964100,Kerstin Lundgren
Q4964567,Malin Löfsjögård
Q4967713,Sofia Modigh
Q4971432,Mariam Osman Sherifay
Q4972558,My Persson
Q4973700,Chatrine Pålsson Ahlgren
Q4975481,Jessica Rosencrantz
Q4977972,Eva Selin Lindgren
Q4979216,Camilla Sköld Jansson
Q4980271,Åsa Stenberg
Q4980261,Maria Stenberg
Q4957073,Märta Johansson
Q4940950,Gudrun Brunegård
Q4941436,Laila Bäck
Q4941553,Agneta Börjesson
Q4941476,Maja Bäckström
Q4941985,Rose-Marie Carlsson
Q4942028,Marianne Carlström
Q4943258,Harriet Colliander
Q4947887,Rocío Fernández
Q4948276,Elisabeth Fleetwood
Q4949319,Maria Fälth
Q4949860,Viviann Gerdin
Q4950339,Eva Goës
Q4950718,Karin Granbom Ellison
Q4951904,Christin Hagberg
Q4951911,Liselott Hagberg
Q4952624,Lilly Hansson
Q4954776,Anna Horn af Rantzien
Q4955985,Margareta Israelsson
Q4956391,Inger Jarl Beck
Q4958080,Karin Karlsbro
Q4961902,Anna-Lisa Lewén-Eliasson
Q4962783,Sylvia Lindgren
Q4962937,Ester Lindstedt-Staaf
Q4963034,Gudrun Lindvall
Q6012223,Yngve Nilsson
Q5937320,Eric Larsson
Q5992302,Robert Montgomery-Cederhielm
Q6010507,Hjalmar Nilsson
Q6203654,Gustaf Tamm
Q6062273,Hans Ramel
Q5912008,Jonas Kjellberg
Q6091861,Johan Sandberg
Q5930866,Gustaf Lagerbjelke
Q6043091,Johan Persson
Q5967746,Birger Lundström
Q6199516,Gunnar Svärd
Q5996870,Thomas Munck af Rosenschöld
Q6214692,Erik Trana
Q6045525,Per Petersson
Q6091986,Nils Sandberg
Q6230672,Anders Wallenius
Q6085569,Herman Rydin
