year,protocol,N
1882,corpus/protocols/1882/prot-1882--ak--60.xml,12
1882,corpus/protocols/1882/prot-1882--ak--61.xml,22
1882,corpus/protocols/1882/prot-1882--ak--62.xml,11
1882,corpus/protocols/1882/prot-1882--ak--7.xml,11
1882,corpus/protocols/1882/prot-1882--ak--8.xml,26
1882,corpus/protocols/1882/prot-1882--ak--9.xml,16
1882,corpus/protocols/1882/prot-1882--fk--1.xml,8
1882,corpus/protocols/1882/prot-1882--fk--10.xml,23
1882,corpus/protocols/1882/prot-1882--fk--11.xml,43
1882,corpus/protocols/1882/prot-1882--fk--12.xml,18
1882,corpus/protocols/1882/prot-1882--fk--13.xml,39
1882,corpus/protocols/1882/prot-1882--fk--14.xml,20
1882,corpus/protocols/1882/prot-1882--fk--15.xml,29
1882,corpus/protocols/1882/prot-1882--fk--16.xml,22
1882,corpus/protocols/1882/prot-1882--fk--17.xml,9
1882,corpus/protocols/1882/prot-1882--fk--18.xml,8
1882,corpus/protocols/1882/prot-1882--fk--19.xml,6
1882,corpus/protocols/1882/prot-1882--fk--2.xml,3
1882,corpus/protocols/1882/prot-1882--fk--20.xml,14
1882,corpus/protocols/1882/prot-1882--fk--21.xml,27
1882,corpus/protocols/1882/prot-1882--fk--22.xml,13
1882,corpus/protocols/1882/prot-1882--fk--23.xml,27
1882,corpus/protocols/1882/prot-1882--fk--24.xml,46
1882,corpus/protocols/1882/prot-1882--fk--25.xml,33
1882,corpus/protocols/1882/prot-1882--fk--26.xml,12
1882,corpus/protocols/1882/prot-1882--fk--27.xml,0
1882,corpus/protocols/1882/prot-1882--fk--28.xml,34
1882,corpus/protocols/1882/prot-1882--fk--29.xml,14
1882,corpus/protocols/1882/prot-1882--fk--3.xml,13
1882,corpus/protocols/1882/prot-1882--fk--30.xml,18
1882,corpus/protocols/1882/prot-1882--fk--31.xml,36
1882,corpus/protocols/1882/prot-1882--fk--32.xml,19
1882,corpus/protocols/1882/prot-1882--fk--33.xml,54
1882,corpus/protocols/1882/prot-1882--fk--34.xml,21
1882,corpus/protocols/1882/prot-1882--fk--35.xml,15
1882,corpus/protocols/1882/prot-1882--fk--36.xml,48
1882,corpus/protocols/1882/prot-1882--fk--37.xml,31
1882,corpus/protocols/1882/prot-1882--fk--38.xml,42
1882,corpus/protocols/1882/prot-1882--fk--39.xml,41
1882,corpus/protocols/1882/prot-1882--fk--4.xml,1
1882,corpus/protocols/1882/prot-1882--fk--40.xml,19
1882,corpus/protocols/1882/prot-1882--fk--41.xml,35
1882,corpus/protocols/1882/prot-1882--fk--42.xml,27
1882,corpus/protocols/1882/prot-1882--fk--43.xml,32
1882,corpus/protocols/1882/prot-1882--fk--44.xml,1
1882,corpus/protocols/1882/prot-1882--fk--45.xml,32
1882,corpus/protocols/1882/prot-1882--fk--46.xml,31
1882,corpus/protocols/1882/prot-1882--fk--47.xml,12
1882,corpus/protocols/1882/prot-1882--fk--48.xml,19
1882,corpus/protocols/1882/prot-1882--fk--49.xml,36
1882,corpus/protocols/1882/prot-1882--fk--5.xml,10
1882,corpus/protocols/1882/prot-1882--fk--50.xml,15
1882,corpus/protocols/1882/prot-1882--fk--51.xml,10
1882,corpus/protocols/1882/prot-1882--fk--6.xml,2
1882,corpus/protocols/1882/prot-1882--fk--7.xml,0
1882,corpus/protocols/1882/prot-1882--fk--8.xml,22
1882,corpus/protocols/1882/prot-1882--fk--9.xml,22
1883,corpus/protocols/1883/prot-1883--ak--1.xml,1
1883,corpus/protocols/1883/prot-1883--ak--10.xml,18
1883,corpus/protocols/1883/prot-1883--ak--11.xml,38
1883,corpus/protocols/1883/prot-1883--ak--12.xml,54
1883,corpus/protocols/1883/prot-1883--ak--13.xml,18
1883,corpus/protocols/1883/prot-1883--ak--14.xml,22
1883,corpus/protocols/1883/prot-1883--ak--15.xml,25
1883,corpus/protocols/1883/prot-1883--ak--16.xml,17
1883,corpus/protocols/1883/prot-1883--ak--17.xml,30
1883,corpus/protocols/1883/prot-1883--ak--18.xml,7
1883,corpus/protocols/1883/prot-1883--ak--19.xml,26
1883,corpus/protocols/1883/prot-1883--ak--2.xml,1
1883,corpus/protocols/1883/prot-1883--ak--20.xml,40
1883,corpus/protocols/1883/prot-1883--ak--21.xml,35
1883,corpus/protocols/1883/prot-1883--ak--22.xml,49
1883,corpus/protocols/1883/prot-1883--ak--23.xml,24
1883,corpus/protocols/1883/prot-1883--ak--24.xml,36
1883,corpus/protocols/1883/prot-1883--ak--25.xml,39
1883,corpus/protocols/1883/prot-1883--ak--26.xml,31
1883,corpus/protocols/1883/prot-1883--ak--27.xml,58
1883,corpus/protocols/1883/prot-1883--ak--28.xml,26
1883,corpus/protocols/1883/prot-1883--ak--29.xml,25
1883,corpus/protocols/1883/prot-1883--ak--3.xml,4
1883,corpus/protocols/1883/prot-1883--ak--30.xml,45
1883,corpus/protocols/1883/prot-1883--ak--31.xml,68
1883,corpus/protocols/1883/prot-1883--ak--32.xml,42
1883,corpus/protocols/1883/prot-1883--ak--33.xml,10
1883,corpus/protocols/1883/prot-1883--ak--34.xml,45
1883,corpus/protocols/1883/prot-1883--ak--35.xml,74
1883,corpus/protocols/1883/prot-1883--ak--36.xml,25
1883,corpus/protocols/1883/prot-1883--ak--37.xml,61
1883,corpus/protocols/1883/prot-1883--ak--38.xml,28
1883,corpus/protocols/1883/prot-1883--ak--39.xml,52
1883,corpus/protocols/1883/prot-1883--ak--4.xml,11
1883,corpus/protocols/1883/prot-1883--ak--40.xml,13
1883,corpus/protocols/1883/prot-1883--ak--41.xml,22
1883,corpus/protocols/1883/prot-1883--ak--42.xml,35
1883,corpus/protocols/1883/prot-1883--ak--43.xml,7
1883,corpus/protocols/1883/prot-1883--ak--44.xml,14
1883,corpus/protocols/1883/prot-1883--ak--45.xml,27
1883,corpus/protocols/1883/prot-1883--ak--46.xml,20
1883,corpus/protocols/1883/prot-1883--ak--47.xml,32
1883,corpus/protocols/1883/prot-1883--ak--48.xml,49
1883,corpus/protocols/1883/prot-1883--ak--49.xml,23
1883,corpus/protocols/1883/prot-1883--ak--5.xml,3
1883,corpus/protocols/1883/prot-1883--ak--50.xml,28
1883,corpus/protocols/1883/prot-1883--ak--51.xml,34
1883,corpus/protocols/1883/prot-1883--ak--52.xml,52
1883,corpus/protocols/1883/prot-1883--ak--53.xml,31
1883,corpus/protocols/1883/prot-1883--ak--54.xml,41
1883,corpus/protocols/1883/prot-1883--ak--55.xml,0
1883,corpus/protocols/1883/prot-1883--ak--56.xml,23
1883,corpus/protocols/1883/prot-1883--ak--57.xml,7
1883,corpus/protocols/1883/prot-1883--ak--58.xml,19
1883,corpus/protocols/1883/prot-1883--ak--59.xml,18
1883,corpus/protocols/1883/prot-1883--ak--6.xml,20
1883,corpus/protocols/1883/prot-1883--ak--60.xml,49
1883,corpus/protocols/1883/prot-1883--ak--61.xml,32
1883,corpus/protocols/1883/prot-1883--ak--62.xml,14
1883,corpus/protocols/1883/prot-1883--ak--63.xml,23
1883,corpus/protocols/1883/prot-1883--ak--7.xml,3
1883,corpus/protocols/1883/prot-1883--ak--8.xml,1
1883,corpus/protocols/1883/prot-1883--ak--9.xml,18
1883,corpus/protocols/1883/prot-1883--fk--1.xml,6
1883,corpus/protocols/1883/prot-1883--fk--10.xml,17
1883,corpus/protocols/1883/prot-1883--fk--11.xml,7
1883,corpus/protocols/1883/prot-1883--fk--12.xml,6
1883,corpus/protocols/1883/prot-1883--fk--13.xml,19
1883,corpus/protocols/1883/prot-1883--fk--14.xml,11
1883,corpus/protocols/1883/prot-1883--fk--15.xml,12
1883,corpus/protocols/1883/prot-1883--fk--16.xml,7
1883,corpus/protocols/1883/prot-1883--fk--17.xml,14
1883,corpus/protocols/1883/prot-1883--fk--18.xml,4
1883,corpus/protocols/1883/prot-1883--fk--19.xml,21
1883,corpus/protocols/1883/prot-1883--fk--2.xml,1
1883,corpus/protocols/1883/prot-1883--fk--20.xml,22
1883,corpus/protocols/1883/prot-1883--fk--21.xml,20
1883,corpus/protocols/1883/prot-1883--fk--22.xml,34
1883,corpus/protocols/1883/prot-1883--fk--23.xml,31
1883,corpus/protocols/1883/prot-1883--fk--24.xml,33
1883,corpus/protocols/1883/prot-1883--fk--25.xml,43
1883,corpus/protocols/1883/prot-1883--fk--26.xml,31
1883,corpus/protocols/1883/prot-1883--fk--27.xml,31
1883,corpus/protocols/1883/prot-1883--fk--28.xml,32
1883,corpus/protocols/1883/prot-1883--fk--29.xml,18
1883,corpus/protocols/1883/prot-1883--fk--3.xml,7
1883,corpus/protocols/1883/prot-1883--fk--30.xml,47
1883,corpus/protocols/1883/prot-1883--fk--31.xml,23
1883,corpus/protocols/1883/prot-1883--fk--32.xml,25
1883,corpus/protocols/1883/prot-1883--fk--33.xml,44
1883,corpus/protocols/1883/prot-1883--fk--34.xml,48
1883,corpus/protocols/1883/prot-1883--fk--35.xml,19
1883,corpus/protocols/1883/prot-1883--fk--36.xml,9
1883,corpus/protocols/1883/prot-1883--fk--37.xml,13
1883,corpus/protocols/1883/prot-1883--fk--38.xml,16
1883,corpus/protocols/1883/prot-1883--fk--39.xml,6
1883,corpus/protocols/1883/prot-1883--fk--4.xml,1
1883,corpus/protocols/1883/prot-1883--fk--40.xml,5
1883,corpus/protocols/1883/prot-1883--fk--41.xml,6
1883,corpus/protocols/1883/prot-1883--fk--42.xml,6
1883,corpus/protocols/1883/prot-1883--fk--43.xml,9
1883,corpus/protocols/1883/prot-1883--fk--44.xml,10
1883,corpus/protocols/1883/prot-1883--fk--45.xml,18
1883,corpus/protocols/1883/prot-1883--fk--46.xml,18
1883,corpus/protocols/1883/prot-1883--fk--47.xml,53
1883,corpus/protocols/1883/prot-1883--fk--48.xml,0
1883,corpus/protocols/1883/prot-1883--fk--49.xml,8
1883,corpus/protocols/1883/prot-1883--fk--5.xml,1
1883,corpus/protocols/1883/prot-1883--fk--50.xml,13
1883,corpus/protocols/1883/prot-1883--fk--51.xml,20
1883,corpus/protocols/1883/prot-1883--fk--52.xml,13
1883,corpus/protocols/1883/prot-1883--fk--53.xml,39
1883,corpus/protocols/1883/prot-1883--fk--54.xml,15
1883,corpus/protocols/1883/prot-1883--fk--55.xml,4
1883,corpus/protocols/1883/prot-1883--fk--6.xml,4
1883,corpus/protocols/1883/prot-1883--fk--7.xml,11
1883,corpus/protocols/1883/prot-1883--fk--8.xml,1
1883,corpus/protocols/1883/prot-1883--fk--9.xml,2
1884,corpus/protocols/1884/prot-1884--ak--1.xml,1
1884,corpus/protocols/1884/prot-1884--ak--10.xml,31
1884,corpus/protocols/1884/prot-1884--ak--11.xml,46
1884,corpus/protocols/1884/prot-1884--ak--12.xml,40
1884,corpus/protocols/1884/prot-1884--ak--13.xml,39
1884,corpus/protocols/1884/prot-1884--ak--14.xml,30
1884,corpus/protocols/1884/prot-1884--ak--15.xml,30
1884,corpus/protocols/1884/prot-1884--ak--16.xml,19
1884,corpus/protocols/1884/prot-1884--ak--17.xml,50
1884,corpus/protocols/1884/prot-1884--ak--18.xml,9
1884,corpus/protocols/1884/prot-1884--ak--19.xml,27
1884,corpus/protocols/1884/prot-1884--ak--2.xml,2
1884,corpus/protocols/1884/prot-1884--ak--20.xml,51
1884,corpus/protocols/1884/prot-1884--ak--21.xml,50
1884,corpus/protocols/1884/prot-1884--ak--22.xml,29
1884,corpus/protocols/1884/prot-1884--ak--23.xml,6
1884,corpus/protocols/1884/prot-1884--ak--24.xml,8
1884,corpus/protocols/1884/prot-1884--ak--25.xml,45
1884,corpus/protocols/1884/prot-1884--ak--26.xml,9
1884,corpus/protocols/1884/prot-1884--ak--27.xml,29
1884,corpus/protocols/1884/prot-1884--ak--28.xml,36
1884,corpus/protocols/1884/prot-1884--ak--29.xml,57
1884,corpus/protocols/1884/prot-1884--ak--3.xml,5
1884,corpus/protocols/1884/prot-1884--ak--30.xml,0
1884,corpus/protocols/1884/prot-1884--ak--31.xml,22
1884,corpus/protocols/1884/prot-1884--ak--32.xml,53
1884,corpus/protocols/1884/prot-1884--ak--33.xml,22
1884,corpus/protocols/1884/prot-1884--ak--34.xml,2
1884,corpus/protocols/1884/prot-1884--ak--35.xml,35
1884,corpus/protocols/1884/prot-1884--ak--36.xml,24
1884,corpus/protocols/1884/prot-1884--ak--37.xml,14
1884,corpus/protocols/1884/prot-1884--ak--38.xml,35
1884,corpus/protocols/1884/prot-1884--ak--39.xml,55
1884,corpus/protocols/1884/prot-1884--ak--4.xml,2
1884,corpus/protocols/1884/prot-1884--ak--40.xml,38
1884,corpus/protocols/1884/prot-1884--ak--41.xml,50
1884,corpus/protocols/1884/prot-1884--ak--42.xml,25
1884,corpus/protocols/1884/prot-1884--ak--43.xml,3
1884,corpus/protocols/1884/prot-1884--ak--44.xml,58
1884,corpus/protocols/1884/prot-1884--ak--45.xml,17
1884,corpus/protocols/1884/prot-1884--ak--46.xml,1
1884,corpus/protocols/1884/prot-1884--ak--47.xml,46
1884,corpus/protocols/1884/prot-1884--ak--48.xml,28
1884,corpus/protocols/1884/prot-1884--ak--49.xml,25
1884,corpus/protocols/1884/prot-1884--ak--5.xml,3
1884,corpus/protocols/1884/prot-1884--ak--50.xml,13
1884,corpus/protocols/1884/prot-1884--ak--51.xml,23
1884,corpus/protocols/1884/prot-1884--ak--6.xml,6
1884,corpus/protocols/1884/prot-1884--ak--7.xml,25
1884,corpus/protocols/1884/prot-1884--ak--8.xml,23
1884,corpus/protocols/1884/prot-1884--ak--9.xml,11
1884,corpus/protocols/1884/prot-1884--fk--1.xml,5
1884,corpus/protocols/1884/prot-1884--fk--10.xml,34
1884,corpus/protocols/1884/prot-1884--fk--11.xml,34
1884,corpus/protocols/1884/prot-1884--fk--12.xml,12
1884,corpus/protocols/1884/prot-1884--fk--13.xml,25
1884,corpus/protocols/1884/prot-1884--fk--14.xml,14
1884,corpus/protocols/1884/prot-1884--fk--15.xml,17
1884,corpus/protocols/1884/prot-1884--fk--16.xml,33
1884,corpus/protocols/1884/prot-1884--fk--17.xml,42
1884,corpus/protocols/1884/prot-1884--fk--18.xml,14
1884,corpus/protocols/1884/prot-1884--fk--19.xml,4
1884,corpus/protocols/1884/prot-1884--fk--2.xml,1
1884,corpus/protocols/1884/prot-1884--fk--20.xml,13
1884,corpus/protocols/1884/prot-1884--fk--21.xml,12
1884,corpus/protocols/1884/prot-1884--fk--22.xml,32
1884,corpus/protocols/1884/prot-1884--fk--23.xml,54
1884,corpus/protocols/1884/prot-1884--fk--24.xml,0
1884,corpus/protocols/1884/prot-1884--fk--25.xml,11
1884,corpus/protocols/1884/prot-1884--fk--26.xml,12
1884,corpus/protocols/1884/prot-1884--fk--27.xml,14
1884,corpus/protocols/1884/prot-1884--fk--28.xml,21
1884,corpus/protocols/1884/prot-1884--fk--29.xml,24
1884,corpus/protocols/1884/prot-1884--fk--3.xml,7
1884,corpus/protocols/1884/prot-1884--fk--30.xml,14
1884,corpus/protocols/1884/prot-1884--fk--31.xml,59
1884,corpus/protocols/1884/prot-1884--fk--32.xml,29
1884,corpus/protocols/1884/prot-1884--fk--33.xml,32
1884,corpus/protocols/1884/prot-1884--fk--34.xml,39
1884,corpus/protocols/1884/prot-1884--fk--35.xml,24
1884,corpus/protocols/1884/prot-1884--fk--36.xml,7
1884,corpus/protocols/1884/prot-1884--fk--37.xml,33
1884,corpus/protocols/1884/prot-1884--fk--38.xml,31
1884,corpus/protocols/1884/prot-1884--fk--39.xml,0
1884,corpus/protocols/1884/prot-1884--fk--4.xml,0
1884,corpus/protocols/1884/prot-1884--fk--40.xml,41
1884,corpus/protocols/1884/prot-1884--fk--41.xml,37
1884,corpus/protocols/1884/prot-1884--fk--42.xml,12
1884,corpus/protocols/1884/prot-1884--fk--43.xml,18
1884,corpus/protocols/1884/prot-1884--fk--5.xml,3
1884,corpus/protocols/1884/prot-1884--fk--6.xml,31
1884,corpus/protocols/1884/prot-1884--fk--7.xml,11
1884,corpus/protocols/1884/prot-1884--fk--8.xml,24
1884,corpus/protocols/1884/prot-1884--fk--9.xml,2
1885,corpus/protocols/1885/prot-1885--ak--1.xml,1
1885,corpus/protocols/1885/prot-1885--ak--10.xml,33
1885,corpus/protocols/1885/prot-1885--ak--11.xml,3
1885,corpus/protocols/1885/prot-1885--ak--12.xml,4
1885,corpus/protocols/1885/prot-1885--ak--13.xml,42
1885,corpus/protocols/1885/prot-1885--ak--14.xml,24
1885,corpus/protocols/1885/prot-1885--ak--15.xml,15
1885,corpus/protocols/1885/prot-1885--ak--16.xml,27
1885,corpus/protocols/1885/prot-1885--ak--17.xml,47
1885,corpus/protocols/1885/prot-1885--ak--18.xml,12
1885,corpus/protocols/1885/prot-1885--ak--19.xml,28
1885,corpus/protocols/1885/prot-1885--ak--2.xml,2
1885,corpus/protocols/1885/prot-1885--ak--20.xml,0
1885,corpus/protocols/1885/prot-1885--ak--21.xml,51
1885,corpus/protocols/1885/prot-1885--ak--22.xml,33
1885,corpus/protocols/1885/prot-1885--ak--23.xml,49
1885,corpus/protocols/1885/prot-1885--ak--24.xml,22
1885,corpus/protocols/1885/prot-1885--ak--25.xml,48
1885,corpus/protocols/1885/prot-1885--ak--26.xml,15
1885,corpus/protocols/1885/prot-1885--ak--27.xml,15
1885,corpus/protocols/1885/prot-1885--ak--28.xml,49
1885,corpus/protocols/1885/prot-1885--ak--29.xml,40
1885,corpus/protocols/1885/prot-1885--ak--3.xml,0
1885,corpus/protocols/1885/prot-1885--ak--30.xml,43
1885,corpus/protocols/1885/prot-1885--ak--31.xml,41
1885,corpus/protocols/1885/prot-1885--ak--32.xml,33
1885,corpus/protocols/1885/prot-1885--ak--33.xml,21
1885,corpus/protocols/1885/prot-1885--ak--34.xml,3
1885,corpus/protocols/1885/prot-1885--ak--35.xml,62
1885,corpus/protocols/1885/prot-1885--ak--36.xml,17
1885,corpus/protocols/1885/prot-1885--ak--37.xml,29
1885,corpus/protocols/1885/prot-1885--ak--38.xml,41
1885,corpus/protocols/1885/prot-1885--ak--39.xml,22
1885,corpus/protocols/1885/prot-1885--ak--4.xml,2
1885,corpus/protocols/1885/prot-1885--ak--40.xml,42
1885,corpus/protocols/1885/prot-1885--ak--41.xml,29
1885,corpus/protocols/1885/prot-1885--ak--42.xml,34
1885,corpus/protocols/1885/prot-1885--ak--43.xml,32
1885,corpus/protocols/1885/prot-1885--ak--44.xml,51
1885,corpus/protocols/1885/prot-1885--ak--45.xml,42
1885,corpus/protocols/1885/prot-1885--ak--46.xml,39
1885,corpus/protocols/1885/prot-1885--ak--47.xml,21
1885,corpus/protocols/1885/prot-1885--ak--48.xml,63
1885,corpus/protocols/1885/prot-1885--ak--49.xml,30
1885,corpus/protocols/1885/prot-1885--ak--5.xml,16
1885,corpus/protocols/1885/prot-1885--ak--50.xml,24
1885,corpus/protocols/1885/prot-1885--ak--51.xml,35
1885,corpus/protocols/1885/prot-1885--ak--52.xml,59
1885,corpus/protocols/1885/prot-1885--ak--53.xml,31
1885,corpus/protocols/1885/prot-1885--ak--54.xml,49
1885,corpus/protocols/1885/prot-1885--ak--55.xml,0
1885,corpus/protocols/1885/prot-1885--ak--56.xml,27
1885,corpus/protocols/1885/prot-1885--ak--57.xml,0
1885,corpus/protocols/1885/prot-1885--ak--58.xml,55
1885,corpus/protocols/1885/prot-1885--ak--59.xml,30
1885,corpus/protocols/1885/prot-1885--ak--6.xml,9
1885,corpus/protocols/1885/prot-1885--ak--60.xml,56
1885,corpus/protocols/1885/prot-1885--ak--61.xml,29
1885,corpus/protocols/1885/prot-1885--ak--62.xml,25
1885,corpus/protocols/1885/prot-1885--ak--63.xml,28
1885,corpus/protocols/1885/prot-1885--ak--64.xml,3
1885,corpus/protocols/1885/prot-1885--ak--7.xml,7
1885,corpus/protocols/1885/prot-1885--ak--8.xml,7
1885,corpus/protocols/1885/prot-1885--ak--9.xml,1
1885,corpus/protocols/1885/prot-1885--fk--1.xml,3
1885,corpus/protocols/1885/prot-1885--fk--10.xml,2
1885,corpus/protocols/1885/prot-1885--fk--11.xml,25
1885,corpus/protocols/1885/prot-1885--fk--12.xml,26
1885,corpus/protocols/1885/prot-1885--fk--13.xml,28
1885,corpus/protocols/1885/prot-1885--fk--14.xml,27
1885,corpus/protocols/1885/prot-1885--fk--15.xml,38
1885,corpus/protocols/1885/prot-1885--fk--16.xml,40
1885,corpus/protocols/1885/prot-1885--fk--17.xml,35
1885,corpus/protocols/1885/prot-1885--fk--18.xml,23
1885,corpus/protocols/1885/prot-1885--fk--19.xml,23
1885,corpus/protocols/1885/prot-1885--fk--2.xml,3
1885,corpus/protocols/1885/prot-1885--fk--20.xml,49
1885,corpus/protocols/1885/prot-1885--fk--21.xml,42
1885,corpus/protocols/1885/prot-1885--fk--22.xml,20
1885,corpus/protocols/1885/prot-1885--fk--23.xml,41
1885,corpus/protocols/1885/prot-1885--fk--24.xml,13
1885,corpus/protocols/1885/prot-1885--fk--25.xml,28
1885,corpus/protocols/1885/prot-1885--fk--26.xml,33
1885,corpus/protocols/1885/prot-1885--fk--27.xml,21
1885,corpus/protocols/1885/prot-1885--fk--28.xml,22
1885,corpus/protocols/1885/prot-1885--fk--29.xml,54
1885,corpus/protocols/1885/prot-1885--fk--3.xml,0
1885,corpus/protocols/1885/prot-1885--fk--30.xml,40
1885,corpus/protocols/1885/prot-1885--fk--31.xml,31
1885,corpus/protocols/1885/prot-1885--fk--32.xml,35
1885,corpus/protocols/1885/prot-1885--fk--33.xml,26
1885,corpus/protocols/1885/prot-1885--fk--34.xml,15
1885,corpus/protocols/1885/prot-1885--fk--35.xml,27
1885,corpus/protocols/1885/prot-1885--fk--36.xml,11
1885,corpus/protocols/1885/prot-1885--fk--37.xml,11
1885,corpus/protocols/1885/prot-1885--fk--38.xml,21
1885,corpus/protocols/1885/prot-1885--fk--39.xml,29
1885,corpus/protocols/1885/prot-1885--fk--4.xml,5
1885,corpus/protocols/1885/prot-1885--fk--40.xml,2
1885,corpus/protocols/1885/prot-1885--fk--41.xml,32
1885,corpus/protocols/1885/prot-1885--fk--42.xml,40
1885,corpus/protocols/1885/prot-1885--fk--43.xml,19
1885,corpus/protocols/1885/prot-1885--fk--44.xml,33
1885,corpus/protocols/1885/prot-1885--fk--45.xml,18
1885,corpus/protocols/1885/prot-1885--fk--5.xml,3
1885,corpus/protocols/1885/prot-1885--fk--6.xml,3
1885,corpus/protocols/1885/prot-1885--fk--7.xml,0
1885,corpus/protocols/1885/prot-1885--fk--8.xml,0
1885,corpus/protocols/1885/prot-1885--fk--9.xml,5
1886,corpus/protocols/1886/prot-1886--ak--1.xml,1
1886,corpus/protocols/1886/prot-1886--ak--10.xml,27
1886,corpus/protocols/1886/prot-1886--ak--11.xml,52
1886,corpus/protocols/1886/prot-1886--ak--12.xml,44
1886,corpus/protocols/1886/prot-1886--ak--13.xml,56
1886,corpus/protocols/1886/prot-1886--ak--14.xml,14
1886,corpus/protocols/1886/prot-1886--ak--15.xml,15
1886,corpus/protocols/1886/prot-1886--ak--16.xml,23
1886,corpus/protocols/1886/prot-1886--ak--17.xml,17
1886,corpus/protocols/1886/prot-1886--ak--18.xml,26
1886,corpus/protocols/1886/prot-1886--ak--19.xml,45
1886,corpus/protocols/1886/prot-1886--ak--2.xml,5
1886,corpus/protocols/1886/prot-1886--ak--20.xml,57
1886,corpus/protocols/1886/prot-1886--ak--21.xml,44
1886,corpus/protocols/1886/prot-1886--ak--22.xml,38
1886,corpus/protocols/1886/prot-1886--ak--23.xml,30
1886,corpus/protocols/1886/prot-1886--ak--24.xml,57
1886,corpus/protocols/1886/prot-1886--ak--25.xml,12
1886,corpus/protocols/1886/prot-1886--ak--26.xml,6
1886,corpus/protocols/1886/prot-1886--ak--27.xml,53
1886,corpus/protocols/1886/prot-1886--ak--28.xml,34
1886,corpus/protocols/1886/prot-1886--ak--29.xml,65
1886,corpus/protocols/1886/prot-1886--ak--3.xml,10
1886,corpus/protocols/1886/prot-1886--ak--30.xml,11
1886,corpus/protocols/1886/prot-1886--ak--31.xml,66
1886,corpus/protocols/1886/prot-1886--ak--32.xml,35
1886,corpus/protocols/1886/prot-1886--ak--33.xml,33
1886,corpus/protocols/1886/prot-1886--ak--34.xml,22
1886,corpus/protocols/1886/prot-1886--ak--35.xml,27
1886,corpus/protocols/1886/prot-1886--ak--36.xml,74
1886,corpus/protocols/1886/prot-1886--ak--37.xml,46
1886,corpus/protocols/1886/prot-1886--ak--38.xml,27
1886,corpus/protocols/1886/prot-1886--ak--39.xml,38
1886,corpus/protocols/1886/prot-1886--ak--4.xml,11
1886,corpus/protocols/1886/prot-1886--ak--40.xml,21
1886,corpus/protocols/1886/prot-1886--ak--40a.xml,0
1886,corpus/protocols/1886/prot-1886--ak--41.xml,38
1886,corpus/protocols/1886/prot-1886--ak--42.xml,29
1886,corpus/protocols/1886/prot-1886--ak--43.xml,39
1886,corpus/protocols/1886/prot-1886--ak--44.xml,33
1886,corpus/protocols/1886/prot-1886--ak--45.xml,35
1886,corpus/protocols/1886/prot-1886--ak--46.xml,52
1886,corpus/protocols/1886/prot-1886--ak--47.xml,52
1886,corpus/protocols/1886/prot-1886--ak--48.xml,28
1886,corpus/protocols/1886/prot-1886--ak--49.xml,47
1886,corpus/protocols/1886/prot-1886--ak--5.xml,1
1886,corpus/protocols/1886/prot-1886--ak--50.xml,19
1886,corpus/protocols/1886/prot-1886--ak--51.xml,29
1886,corpus/protocols/1886/prot-1886--ak--52.xml,30
1886,corpus/protocols/1886/prot-1886--ak--53.xml,19
1886,corpus/protocols/1886/prot-1886--ak--54.xml,69
1886,corpus/protocols/1886/prot-1886--ak--55.xml,40
1886,corpus/protocols/1886/prot-1886--ak--56.xml,35
1886,corpus/protocols/1886/prot-1886--ak--57.xml,27
1886,corpus/protocols/1886/prot-1886--ak--58.xml,22
1886,corpus/protocols/1886/prot-1886--ak--59.xml,32
1886,corpus/protocols/1886/prot-1886--ak--6.xml,33
1886,corpus/protocols/1886/prot-1886--ak--60.xml,2
1886,corpus/protocols/1886/prot-1886--ak--7.xml,26
1886,corpus/protocols/1886/prot-1886--ak--8.xml,28
1886,corpus/protocols/1886/prot-1886--ak--9.xml,24
1886,corpus/protocols/1886/prot-1886--fk--1.xml,4
1886,corpus/protocols/1886/prot-1886--fk--10.xml,36
1886,corpus/protocols/1886/prot-1886--fk--11.xml,7
1886,corpus/protocols/1886/prot-1886--fk--12.xml,9
1886,corpus/protocols/1886/prot-1886--fk--13.xml,22
1886,corpus/protocols/1886/prot-1886--fk--14.xml,19
1886,corpus/protocols/1886/prot-1886--fk--15.xml,25
1886,corpus/protocols/1886/prot-1886--fk--16.xml,27
1886,corpus/protocols/1886/prot-1886--fk--17.xml,28
1886,corpus/protocols/1886/prot-1886--fk--18.xml,7
1886,corpus/protocols/1886/prot-1886--fk--19.xml,28
1886,corpus/protocols/1886/prot-1886--fk--2.xml,7
1886,corpus/protocols/1886/prot-1886--fk--20.xml,24
1886,corpus/protocols/1886/prot-1886--fk--21.xml,34
1886,corpus/protocols/1886/prot-1886--fk--22.xml,18
1886,corpus/protocols/1886/prot-1886--fk--23.xml,5
1886,corpus/protocols/1886/prot-1886--fk--24.xml,30
1886,corpus/protocols/1886/prot-1886--fk--25.xml,19
1886,corpus/protocols/1886/prot-1886--fk--26.xml,43
1886,corpus/protocols/1886/prot-1886--fk--27.xml,3
1886,corpus/protocols/1886/prot-1886--fk--28.xml,11
1886,corpus/protocols/1886/prot-1886--fk--29.xml,28
1886,corpus/protocols/1886/prot-1886--fk--3.xml,13
1886,corpus/protocols/1886/prot-1886--fk--30.xml,24
1886,corpus/protocols/1886/prot-1886--fk--31.xml,24
1886,corpus/protocols/1886/prot-1886--fk--32.xml,42
1886,corpus/protocols/1886/prot-1886--fk--33.xml,26
