wiki_id,party
Q50353170,Vänsterpartiet
Q70407841,Sverigedemokraterna
Q70886056,Sverigedemokraterna
Q70912742,Sverigedemokraterna
Q71131688,Sverigedemokraterna
Q71546781,Sverigedemokraterna
Q71137237,Miljöpartiet
Q54006296,Socialdemokraterna
Q54365866,Socialdemokraterna
Q96309435,Moderaterna
Q96324261,Moderaterna
Q57168773,Vänsterpartiet
Q96775449,Centerpartiet
Q96982420,Centerpartiet
Q97013061,Centerpartiet
Q97013076,Centerpartiet
Q97029691,Centerpartiet
Q21561342,Moderaterna
Q21567799,Moderaterna
Q21731260,Moderaterna
Q21578777,Kristdemokraterna
Q21694214,Kristdemokraterna
Q27299991,Moderaterna
Q30000205,Moderaterna
Q30000308,Moderaterna
Q19977216,Miljöpartiet
Q42712344,Moderaterna
Q30000515,Sverigedemokraterna
Q52677515,Moderaterna
Q18245930,Vänsterpartiet
Q18451082,Socialdemokraterna
Q21544232,Socialdemokraterna
Q21567760,Socialdemokraterna
Q21578753,Socialdemokraterna
Q21578771,Socialdemokraterna
Q21694243,Socialdemokraterna
Q21717744,Socialdemokraterna
Q21821412,Socialdemokraterna
Q64898527,Moderaterna
Q66733203,Centerpartiet
Q28125320,Vänsterpartiet
Q70586981,Moderaterna
Q70621742,Centerpartiet
Q70731884,Centerpartiet
Q50353159,Socialdemokraterna
Q50353165,Socialdemokraterna
Q70906950,Sverigedemokraterna
Q71133291,Sverigedemokraterna
Q57168729,Liberalerna
Q71545861,Sverigedemokraterna
Q59418273,Liberalerna
Q56706633,Socialdemokraterna
Q57168842,Socialdemokraterna
Q57232743,Socialdemokraterna
Q96678365,Moderaterna
Q97012492,Moderaterna
Q97064907,Moderaterna
Q96678492,Centerpartiet
Q96983283,Centerpartiet
Q97013026,Centerpartiet
Q97013183,Centerpartiet
Q98271474,Moderaterna
Q98271531,Moderaterna
Q98447460,Moderaterna
Q62287028,Socialdemokraterna
Q70611350,Vänsterpartiet
Q97971265,Miljöpartiet
Q98271301,Miljöpartiet
Q96774944,Vänsterpartiet
Q96983715,Socialdemokraterna
Q97030392,Socialdemokraterna
Q97061977,Socialdemokraterna
Q97971273,Socialdemokraterna
Q98271064,Vänsterpartiet
Q98271441,Socialdemokraterna
Q98317372,Socialdemokraterna
Q4767537,Moderaterna
Q4393097,Centerpartiet
Q4933653,Moderaterna
Q4933925,Moderaterna
Q4935882,Centerpartiet
Q4356431,Liberalerna
Q4938296,Liberalerna
Q3375059,Socialdemokraterna
Q3375500,Socialdemokraterna
Q3495183,Socialdemokraterna
Q3845415,Socialdemokraterna
Q4349165,Vänsterpartiet
Q4355921,Socialdemokraterna
Q4768958,Socialdemokraterna
Q4794565,Socialdemokraterna
Q4916289,Socialdemokraterna
Q4937060,Socialdemokraterna
Q4937942,Socialdemokraterna
Q4938512,Socialdemokraterna
Q1635136,Moderaterna
Q4355135,Kristdemokraterna
Q303488,Miljöpartiet
Q2091911,Sverigedemokraterna
Q3369252,Sverigedemokraterna
Q438138,Liberalerna
Q2396467,Liberalerna
Q512590,Socialdemokraterna
Q517206,Vänsterpartiet
Q3363834,Socialdemokraterna
Q3374789,Socialdemokraterna
Q3375136,Socialdemokraterna
Q3375152,Socialdemokraterna
Q3375840,Socialdemokraterna
Q3498715,Socialdemokraterna
Q4354173,Vänsterpartiet
Q4753779,Moderaterna
Q4767161,Moderaterna
Q4769201,Moderaterna
Q4935587,Moderaterna
Q4935870,Moderaterna
Q4939376,Moderaterna
Q4936116,Kristdemokraterna
Q4916292,Centerpartiet
Q4935981,Centerpartiet
Q4939882,Centerpartiet
Q106785041,Socialdemokraterna
Q4859748,Miljöpartiet
Q4693157,Liberalerna
Q4563087,Socialdemokraterna
Q4693168,Socialdemokraterna
Q4753949,Vänsterpartiet
Q4766189,Socialdemokraterna
Q4859750,Socialdemokraterna
Q4887285,Socialdemokraterna
Q4938333,Socialdemokraterna
Q4938354,Socialdemokraterna
Q4939904,Socialdemokraterna
Q4940591,Socialdemokraterna
Q104215982,Moderaterna
Q106559819,Moderaterna
Q106560063,Moderaterna
Q106582866,Moderaterna
Q105414501,Miljöpartiet
Q107413452,Miljöpartiet
Q6025320,Moderaterna
Q6042676,Moderaterna
Q6043823,Moderaterna
Q6090662,Moderaterna
Q6092482,Moderaterna
Q6157349,Moderaterna
Q6207818,Moderaterna
Q6232261,Moderaterna
Q6235935,Moderaterna
Q6236977,Moderaterna
Q6172463,Kristdemokraterna
Q6254715,Centerpartiet
Q6255767,Miljöpartiet
Q6026206,Liberalerna
Q6037205,Liberalerna
Q6039678,Liberalerna
Q6043377,Liberalerna
Q6340523,Liberalerna
Q6027916,Vänsterpartiet
Q6043655,Socialdemokraterna
Q6046583,Socialdemokraterna
Q6186607,Vänsterpartiet
Q6190897,Vänsterpartiet
Q6191909,Socialdemokraterna
Q6198714,Vänsterpartiet
Q6198768,Socialdemokraterna
Q6201875,Vänsterpartiet
Q6221732,Socialdemokraterna
Q6333913,Socialdemokraterna
Q6343965,Socialdemokraterna
Q12006677,Socialdemokraterna
Q16594543,Socialdemokraterna
Q4941081,Moderaterna
Q4951850,Moderaterna
Q4955284,Moderaterna
Q4957570,Moderaterna
Q4962481,Moderaterna
Q4969993,Moderaterna
Q4970650,Moderaterna
Q4946359,Centerpartiet
Q4957018,Centerpartiet
Q4949502,Miljöpartiet
Q4962191,Miljöpartiet
Q4964320,Miljöpartiet
Q4938749,Liberalerna
Q4955495,Liberalerna
Q4969234,Liberalerna
Q4972566,Liberalerna
Q4946536,Socialdemokraterna
Q4948766,Socialdemokraterna
Q4949277,Socialdemokraterna
Q4954312,Vänsterpartiet
Q4955378,Socialdemokraterna
Q4957112,Vänsterpartiet
Q4958180,Socialdemokraterna
Q4959886,Socialdemokraterna
Q4967270,Vänsterpartiet
Q4969913,Vänsterpartiet
Q4970993,Vänsterpartiet
Q4972727,Socialdemokraterna
Q4962191,Partiet Vändpunkt
Q1357206,Moderaterna
Q960693,Centerpartiet
Q3271292,Moderaterna
Q4940657,Moderaterna
Q865171,Miljöpartiet
Q946708,Vänsterpartiet
Q2029704,Vänsterpartiet
Q2954414,Socialdemokraterna
Q3358494,Socialdemokraterna
Q3358814,Socialdemokraterna
Q3370093,Socialdemokraterna
Q3370155,Socialdemokraterna
Q3373667,Socialdemokraterna
Q3375804,Socialdemokraterna
Q4941267,Vänsterpartiet
Q4965523,Kristdemokraterna
Q5796014,Moderaterna
Q5885773,Moderaterna
Q5950329,Moderaterna
Q5972347,Moderaterna
Q5978301,Moderaterna
Q5983926,Moderaterna
Q5828563,Ny demokrati
Q5956278,Kristdemokraterna
Q5983177,Ny demokrati
Q5855550,Centerpartiet
Q5891398,Centerpartiet
Q4963562,Miljöpartiet
Q5893947,Miljöpartiet
Q5919846,Miljöpartiet
Q5973694,Miljöpartiet
Q5781437,Liberalerna
Q5819040,Liberalerna
Q5891385,Liberalerna
Q5917980,Liberalerna
Q5742215,Socialdemokraterna
Q5778392,Vänsterpartiet
Q5781951,Vänsterpartiet
Q5812045,Socialdemokraterna
Q5891935,Socialdemokraterna
Q5891990,Socialdemokraterna
Q5906758,Socialdemokraterna
Q5933636,Socialdemokraterna
Q5938604,Socialdemokraterna
Q5956968,Socialdemokraterna
Q5972016,Socialdemokraterna
Q4948092,Moderaterna
Q4949515,Moderaterna
Q4956643,Moderaterna
Q4962158,Moderaterna
Q4970153,Moderaterna
Q4951444,Kristdemokraterna
Q4952016,Kristdemokraterna
Q4957198,Kristdemokraterna
Q4953741,Centerpartiet
Q4955982,Centerpartiet
Q4961125,Sverigedemokraterna
Q4961080,Miljöpartiet
Q4970036,Miljöpartiet
Q4944211,Liberalerna
Q4945703,Liberalerna
Q4948395,Liberalerna
Q4951586,Liberalerna
Q4951698,Liberalerna
Q4952016,Liberalerna
Q4952898,Liberalerna
Q4953475,Liberalerna
Q4955350,Liberalerna
Q4963592,Liberalerna
Q4968703,Liberalerna
Q4970175,Liberalerna
Q6209187,Liberalerna
Q4949005,Socialdemokraterna
Q4953866,Socialdemokraterna
Q4953894,Socialdemokraterna
Q4958167,Socialdemokraterna
Q4962686,Socialdemokraterna
Q4962846,Socialdemokraterna
Q4970171,Socialdemokraterna
Q4970595,Socialdemokraterna
Q4971176,Vänsterpartiet
Q4971770,Socialdemokraterna
Q4972450,Socialdemokraterna
Q104215835,Socialdemokraterna
Q107364890,Vänsterpartiet
Q107389974,Socialdemokraterna
Q107420069,Socialdemokraterna
Q264452,Liberalerna
Q30035701,Sverigedemokraterna
Q57168726,Centerpartiet
Q57304579,Centerpartiet
Q60823132,Centerpartiet
Q63344500,Centerpartiet
Q63870850,Kristdemokraterna
Q30035702,Socialdemokraterna
Q70592245,Moderaterna
Q70639708,Kristdemokraterna
Q54396872,Miljöpartiet
Q56669198,Sverigedemokraterna
Q57168687,Miljöpartiet
Q57168699,Miljöpartiet
Q59387749,Sverigedemokraterna
Q62745971,Sverigedemokraterna
Q56743173,Liberalerna
Q71062310,Sverigedemokraterna
Q71132556,Sverigedemokraterna
Q96984479,Moderaterna
Q97248827,Moderaterna
Q96982611,Centerpartiet
Q96982660,Centerpartiet
Q96982763,Centerpartiet
Q97013194,Centerpartiet
Q98271187,Moderaterna
Q97854743,Centerpartiet
Q98668809,Moderaterna
Q98538839,Centerpartiet
Q98556565,Centerpartiet
Q98668782,Centerpartiet
Q60823079,Socialdemokraterna
Q60823082,Socialdemokraterna
Q61122062,Socialdemokraterna
Q64899365,Socialdemokraterna
Q104215551,Moderaterna
Q107364915,Moderaterna
Q97786445,Miljöpartiet
Q57168687,Miljöpartister i Svenska kyrkan De Gröna
Q96324321,Socialdemokraterna
Q97061982,Socialdemokraterna
Q97065131,Socialdemokraterna
Q97065645,Socialdemokraterna
Q97097226,Vänsterpartiet
Q97824082,Socialdemokraterna
Q97971249,Socialdemokraterna
Q97971275,Vänsterpartiet
Q98539326,Socialdemokraterna
Q98556674,Socialdemokraterna
Q98937730,Socialdemokraterna
Q5991010,Moderaterna
Q6009961,Moderaterna
Q6010368,Moderaterna
Q6016028,Moderaterna
Q6016840,Moderaterna
Q6027303,Moderaterna
Q6047368,Moderaterna
Q6066319,Moderaterna
Q6071900,Moderaterna
Q6072936,Moderaterna
Q6170780,Moderaterna
Q6177817,Moderaterna
Q6201711,Ny demokrati
Q6161310,Centerpartiet
Q6178909,Centerpartiet
Q6192487,Centerpartiet
Q6201234,Sverigedemokraterna
Q6010812,Miljöpartiet
Q6012166,Liberalerna
Q6015678,Liberalerna
Q6044981,Liberalerna
Q6067574,Liberalerna
Q6172424,Liberalerna
Q6178909,Liberalerna
Q6194400,Liberalerna
Q6009843,Socialdemokraterna
Q6034916,Socialdemokraterna
Q6063791,Socialdemokraterna
Q6180159,Socialdemokraterna
Q6190697,Socialdemokraterna
Q6196690,Socialdemokraterna
Q6197330,Socialdemokraterna
Q6207928,Socialdemokraterna
Q5574444,Moderaterna
Q5579118,Moderaterna
Q5626644,Moderaterna
Q5716610,Moderaterna
Q5782422,Moderaterna
Q5786666,Moderaterna
Q5803123,Moderaterna
Q5603637,Kristdemokraterna
Q5616883,Centerpartiet
Q5619070,Centerpartiet
Q5715293,Centerpartiet
Q5717076,Centerpartiet
Q5580996,Sverigedemokraterna
Q5740653,Sverigedemokraterna
Q5615380,Liberalerna
Q5718312,Liberalerna
Q5718617,Liberalerna
Q5810917,Liberalerna
Q5577436,Socialdemokraterna
Q5579584,Socialdemokraterna
Q5586745,Socialdemokraterna
Q5615281,Socialdemokraterna
Q5714625,Socialdemokraterna
Q5722759,Socialdemokraterna
Q5740624,Socialdemokraterna
Q5743643,Vänsterpartiet
Q5777671,Socialdemokraterna
Q5778494,Socialdemokraterna
Q5785730,Socialdemokraterna
Q5798912,Vänsterpartiet
Q4957699,Moderaterna
Q4958187,Moderaterna
Q4959318,Moderaterna
Q4962867,Moderaterna
Q4964077,Moderaterna
Q4969998,Moderaterna
Q4974484,Moderaterna
Q4976518,Moderaterna
Q4980571,Moderaterna
Q4982413,Moderaterna
Q4971428,Kristdemokraterna
Q4956353,Ny demokrati
Q4960997,Centerpartiet
Q4961406,Miljöpartiet
Q4971428,Kristdemokrater i Svenska kyrkan
Q4951395,Liberalerna
Q4957371,Liberalerna
Q4968791,Liberalerna
Q4952585,Vänsterpartiet
Q4958119,Socialdemokraterna
Q4963953,Socialdemokraterna
Q4966043,Vänsterpartiet
Q4968706,Socialdemokraterna
Q4971046,Socialdemokraterna
Q4971412,Vänsterpartiet
Q4971741,Socialdemokraterna
Q4976818,Socialdemokraterna
Q4981553,Socialdemokraterna
Q4981674,Socialdemokraterna
Q4951929,Moderaterna
Q4957340,Moderaterna
Q4959880,Moderaterna
Q4976146,Moderaterna
Q4953633,Kristdemokraterna
Q4955456,Kristdemokraterna
Q4962726,Kristdemokraterna
Q4970253,Kristdemokraterna
Q4970689,Kristdemokraterna
Q4951588,Centerpartiet
Q4980351,Centerpartiet
Q4977750,Miljöpartiet
Q4981479,Miljöpartiet
Q4952263,Liberalerna
Q4961042,Liberalerna
Q4972961,Liberalerna
Q4976825,Liberalerna
Q4955783,Socialdemokraterna
Q4955783,Vänsterpartiet
Q4956917,Socialdemokraterna
Q4967716,Socialdemokraterna
Q4971169,Vänsterpartiet
Q4971799,Socialdemokraterna
Q4972614,Socialdemokraterna
Q4981479,Vänsterpartiet
Q6028336,Socialdemokraterna
Q108525972,Socialdemokraterna
Q63869806,Kristdemokraterna
Q70529257,Moderaterna
Q70588456,Moderaterna
Q71057524,Moderaterna
Q71131299,Moderaterna
Q65499866,Sverigedemokraterna
Q70994131,Miljöpartiet
Q97119947,Moderaterna
Q97263333,Moderaterna
Q96982125,Centerpartiet
Q96983325,Centerpartiet
Q97050936,Centerpartiet
Q97065045,Centerpartiet
Q97971269,Centerpartiet
Q98530561,Moderaterna
Q98556988,Moderaterna
Q99342645,Centerpartiet
Q104215963,Moderaterna
Q106625850,Moderaterna
Q106349346,Centerpartiet
Q107364088,Moderaterna
Q97971268,Miljöpartiet
Q99419703,Liberalerna
Q96324330,Socialdemokraterna
Q96983918,Socialdemokraterna
Q97012473,Vänsterpartiet
Q97031152,Socialdemokraterna
Q97039437,Socialdemokraterna
Q97097177,Socialdemokraterna
Q97824072,Socialdemokraterna
Q97854776,Socialdemokraterna
Q97971256,Socialdemokraterna
Q98668821,Socialdemokraterna
Q6225988,Moderaterna
Q6238347,Moderaterna
Q6256794,Moderaterna
Q15713809,Moderaterna
Q16633319,Moderaterna
Q16165736,Centerpartiet
Q16616217,Centerpartiet
Q18239250,Moderaterna
Q19977180,Moderaterna
Q6240455,Sverigedemokraterna
Q18237639,Sverigedemokraterna
Q18237754,Sverigedemokraterna
Q18617010,Sverigedemokraterna
Q6217745,Liberalerna
Q6244830,Liberalerna
Q6255773,Liberalerna
Q21578737,Miljöpartiet
Q6219067,Socialdemokraterna
Q6227706,Vänsterpartiet
Q6258180,Socialdemokraterna
Q16633210,Socialdemokraterna
Q16633339,Socialdemokraterna
Q18202393,Socialdemokraterna
Q18202413,Socialdemokraterna
Q18245556,Vänsterpartiet
Q19977055,Socialdemokraterna
Q20095387,Socialdemokraterna
Q21529026,Socialdemokraterna
Q21544238,Socialdemokraterna
Q21544254,Socialdemokraterna
Q21558211,Socialdemokraterna
Q21561355,Socialdemokraterna
Q21585331,Socialdemokraterna
Q4973390,Moderaterna
Q4973765,Moderaterna
Q4981208,Moderaterna
Q4987091,Moderaterna
Q4990430,Moderaterna
Q4990451,Moderaterna
Q4991011,Moderaterna
Q4991038,Moderaterna
Q4981717,Kristdemokraterna
Q4982955,Kristdemokraterna
Q4974616,Ny demokrati
Q4990159,Centerpartiet
Q4991178,Centerpartiet
Q4975541,Miljöpartiet
Q4988873,Miljöpartiet
Q4980135,Liberalerna
Q4991101,Liberalerna
Q4972485,Vänsterpartiet
Q4972552,Socialdemokraterna
Q4974516,Socialdemokraterna
Q4980790,Socialdemokraterna
Q4981668,Vänsterpartiet
Q4982683,Socialdemokraterna
Q4982902,Socialdemokraterna
Q4984712,Socialdemokraterna
Q4990128,Socialdemokraterna
Q4990247,Socialdemokraterna
Q4991125,Socialdemokraterna
Q4982318,Moderaterna
Q4984640,Moderaterna
Q6030099,Moderaterna
Q6146756,Moderaterna
Q6175642,Moderaterna
Q6195893,Moderaterna
Q6198899,Moderaterna
Q6225983,Moderaterna
Q6228058,Moderaterna
Q6042706,Kristdemokraterna
Q6219254,Ny demokrati
Q6042620,Centerpartiet
Q6045607,Centerpartiet
Q6047162,Centerpartiet
Q6093424,Centerpartiet
Q6092700,Liberalerna
Q6180602,Liberalerna
Q6219347,Liberalerna
Q6234347,Liberalerna
Q4982739,Socialdemokraterna
Q6086132,Socialdemokraterna
Q6157362,Socialdemokraterna
Q6172149,Socialdemokraterna
Q6186483,Socialdemokraterna
Q6197564,Socialdemokraterna
Q6197648,Socialdemokraterna
Q6198452,Socialdemokraterna
Q6203238,Vänsterpartiet
Q6206513,Socialdemokraterna
Q5602814,Moderaterna
Q5650816,Moderaterna
Q5711082,Moderaterna
Q5716511,Moderaterna
Q5717497,Moderaterna
Q5743710,Moderaterna
Q5802833,Moderaterna
Q5807574,Moderaterna
Q5826571,Moderaterna
Q5783589,Kristdemokraterna
Q5716200,Ny demokrati
Q5717497,Ny demokrati
Q5826586,Kristdemokraterna
Q5766619,Centerpartiet
Q5886933,Centerpartiet
Q5750886,Sverigedemokraterna
Q5603522,Liberalerna
Q5618676,Liberalerna
Q5619373,Liberalerna
Q5629023,Liberalerna
Q5767496,Liberalerna
Q5616901,Socialdemokraterna
Q5621490,Socialdemokraterna
Q5759675,Socialdemokraterna
Q5777857,Socialdemokraterna
Q5820191,Socialdemokraterna
Q5820955,Socialdemokraterna
Q5615270,Moderaterna
Q5616762,Moderaterna
Q5708979,Moderaterna
Q5737298,Moderaterna
Q5766898,Moderaterna
Q5795166,Moderaterna
Q5795851,Moderaterna
Q5804686,Moderaterna
Q5602835,Kristdemokraterna
Q5811663,Moderaterna
Q5629994,Kristdemokraterna
Q5737841,Kristdemokraterna
Q5627750,Centerpartiet
Q5768614,Centerpartiet
Q5628155,Miljöpartiet
Q5716673,Miljöpartiet
Q5597554,Liberalerna
Q5777440,Liberalerna
Q5698343,Vänsterpartiet
Q5739826,Socialdemokraterna
Q5743831,Socialdemokraterna
Q5795147,Socialdemokraterna
Q5801464,Vänsterpartiet
Q5816085,Socialdemokraterna
Q3798648,Moderaterna
Q4765636,Moderaterna
Q4768099,Moderaterna
Q4605902,Kristdemokraterna
Q4938111,Moderaterna
Q4942378,Moderaterna
Q4934300,Kristdemokraterna
Q4938680,Kristdemokraterna
Q4934552,Centerpartiet
Q4354795,Miljöpartiet
Q4944871,Miljöpartiet
Q4947860,Miljöpartiet
Q3674337,Liberalerna
Q4936057,Liberalerna
Q4936231,Liberalerna
Q4939177,Liberalerna
Q4939326,Liberalerna
Q3430804,Vänsterpartiet
Q4937165,Vänsterpartiet
Q4938643,Socialdemokraterna
Q4944866,Vänsterpartiet
Q4991052,Moderaterna
Q5213808,Kristdemokraterna
Q4990555,Centerpartiet
Q4990680,Centerpartiet
Q5544850,Moderaterna
Q5558317,Moderaterna
Q5564796,Moderaterna
Q5580727,Moderaterna
Q5588504,Kristdemokraterna
Q5562029,Ny demokrati
Q5368089,Centerpartiet
Q5543999,Centerpartiet
Q5563599,Centerpartiet
Q5600489,Centerpartiet
Q4990502,Sverigedemokraterna
Q5600489,Bondeförbundet
Q5555515,Miljöpartiet
Q4990164,Liberalerna
Q4991008,Liberalerna
Q5556512,Liberalerna
Q4990983,Socialdemokraterna
Q4991154,Socialdemokraterna
Q5554702,Vänsterpartiet
Q5572296,Socialdemokraterna
Q5572766,Socialdemokraterna
Q5578151,Vänsterpartiet
Q5591632,Socialdemokraterna
Q5555515,Partiet Vändpunkt
Q6247957,Moderaterna
Q16616153,Centerpartiet
Q18202361,Moderaterna
Q18239164,Moderaterna
Q18600515,Centerpartiet
Q19976447,Centerpartiet
Q21567824,Moderaterna
Q21567761,Centerpartiet
Q21567856,Folkpartiet
Q15992158,Sverigedemokraterna
Q16623762,Sverigedemokraterna
Q18238432,Sverigedemokraterna
Q18246234,Sverigedemokraterna
Q18275046,Sverigedemokraterna
Q18243354,Miljöpartiet
Q21567814,Sverigedemokraterna
Q21503959,Miljöpartiet
Q21731240,Miljöpartiet
Q22923559,Miljöpartiet
Q10667542,Liberalerna
Q6241308,Socialdemokraterna
Q26211839,Sverigedemokraterna
Q30035688,Sverigedemokraterna
Q10720409,Socialdemokraterna
Q18202390,Socialdemokraterna
Q18238235,Vänsterpartiet
Q18243057,Socialdemokraterna
Q18243097,Vänsterpartiet
Q18243576,Vänsterpartiet
Q18243811,Socialdemokraterna
Q18451520,Socialdemokraterna
Q21567754,Socialdemokraterna
Q21567756,Socialdemokraterna
Q21567757,Vänsterpartiet
Q21572126,Socialdemokraterna
Q21733317,Vänsterpartiet
Q29059095,Socialdemokraterna
Q30035685,Socialdemokraterna
Q5576993,Moderaterna
Q5588253,Moderaterna
Q5587157,Ny demokrati
Q5929222,Moderaterna
Q6011391,Moderaterna
Q5935536,Kristdemokraterna
Q5887280,Centerpartiet
Q5901520,Centerpartiet
Q5928457,Centerpartiet
Q5938612,Centerpartiet
Q5952656,Centerpartiet
Q5971917,Centerpartiet
Q5948576,Folkpartiet
Q5998644,Miljöpartiet
Q5584861,Socialdemokraterna
Q5584928,Socialdemokraterna
Q5589038,Socialdemokraterna
Q5889482,Socialdemokraterna
Q5892646,Socialdemokraterna
Q5895841,Socialdemokraterna
Q5923238,Socialdemokraterna
Q5923998,Socialdemokraterna
Q5935863,Socialdemokraterna
Q5937667,Socialdemokraterna
Q5937997,Socialdemokraterna
Q5938586,Socialdemokraterna
Q5963514,Vänsterpartiet
Q5969317,Socialdemokraterna
Q5969883,Vänsterpartiet
Q6001307,Socialdemokraterna
Q6009898,Socialdemokraterna
Q5998644,Partiet Vändpunkt
Q4973078,Moderaterna
Q4975004,Moderaterna
Q4990177,Moderaterna
Q4990249,Moderaterna
Q4990781,Moderaterna
Q4991094,Moderaterna
Q4990210,Centerpartiet
Q5571416,Moderaterna
Q5575977,Moderaterna
Q5548100,Kristdemokraterna
Q5559774,Kristdemokraterna
Q5583890,Ny demokrati
Q4987718,Liberalerna
Q4990503,Liberalerna
Q4991025,Liberalerna
Q4991167,Liberalerna
Q5218897,Liberalerna
Q5556677,Liberalerna
Q4976856,Socialdemokraterna
Q4976914,Socialdemokraterna
Q4978575,Socialdemokraterna
Q4981396,Socialdemokraterna
Q4987905,Socialdemokraterna
Q4988676,Socialdemokraterna
Q4990669,Socialdemokraterna
Q4990906,Vänsterpartiet
Q5546483,Socialdemokraterna
Q5547383,Socialdemokraterna
Q5551491,Socialdemokraterna
Q5555156,Socialdemokraterna
Q5556543,Socialdemokraterna
Q5039749,Moderaterna
Q4990144,Kristdemokraterna
Q4990884,Centerpartiet
Q5553993,Moderaterna
Q5556026,Moderaterna
Q5563089,Moderaterna
Q5572155,Moderaterna
Q5576113,Moderaterna
Q5556026,partilös
Q5573582,Centerpartiet
Q4988712,Sverigedemokraterna
Q5556026,Sverigedemokraterna
Q5548875,Miljöpartiet
Q4990089,Liberalerna
Q4989071,Socialdemokraterna
Q4991197,Vänsterpartiet
Q5541652,Socialdemokraterna
Q5548875,Socialdemokraterna
Q5555982,Socialdemokraterna
Q5568994,Vänsterpartiet
Q5573006,Socialdemokraterna
Q406161,Moderaterna
Q574782,Moderaterna
Q101093736,Vänsterpartiet
Q103821442,Socialdemokraterna
Q104215826,Socialdemokraterna
Q213126,Sverigedemokraterna
Q518776,Sverigedemokraterna
Q21717748,Moderaterna
Q21745484,Moderaterna
Q21694244,Centerpartiet
Q25935880,Centerpartiet
Q30000227,Moderaterna
Q31685086,Moderaterna
Q486892,Vänsterpartiet
Q21759277,Miljöpartiet
Q5859394,Socialdemokraterna
Q5886858,Socialdemokraterna
Q57280146,Kristdemokraterna
Q21717750,Socialdemokraterna
Q60823070,Centerpartiet
Q42393729,Miljöpartiet
Q30035682,Socialdemokraterna
Q70589038,Moderaterna
Q71340705,Kristdemokraterna
Q71132178,Centerpartiet
Q56925588,Sverigedemokraterna
Q60144183,Sverigedemokraterna
Q50353141,Vänsterpartiet
Q71059733,Sverigedemokraterna
Q71063276,Sverigedemokraterna
Q54365860,Socialdemokraterna
Q56229207,Vänsterpartiet
Q97097168,Moderaterna
Q96982284,Centerpartiet
Q97013129,Centerpartiet
Q97824077,Moderaterna
Q97786913,Centerpartiet
Q97911803,Centerpartiet
Q62287119,Socialdemokraterna
Q104215904,Centerpartiet
Q106350428,Moderaterna
Q108713160,Sverigedemokraterna
Q108598507,Miljöpartiet
Q96309257,Socialdemokraterna
Q96775388,Vänsterpartiet
Q97030883,Socialdemokraterna
Q97039443,Socialdemokraterna
Q97778021,Socialdemokraterna
Q97824059,Socialdemokraterna
Q97965511,Socialdemokraterna
Q97971262,Socialdemokraterna
Q98271350,Vänsterpartiet
Q98528070,Socialdemokraterna
Q5891616,Moderaterna
Q5925133,Moderaterna
Q5954253,Moderaterna
Q6012202,Moderaterna
Q6012742,Moderaterna
Q6019726,Moderaterna
Q5942609,Kristdemokraterna
Q5948421,Centerpartiet
Q5980025,Centerpartiet
Q5887149,Sverigedemokraterna
Q5969249,Sverigedemokraterna
Q5944151,Miljöpartiet
Q5912705,Liberalerna
Q5954195,Liberalerna
Q5954333,Liberalerna
Q6026596,Liberalerna
Q5819406,Socialdemokraterna
Q5826817,Socialdemokraterna
Q5863217,Socialdemokraterna
Q5888881,Vänsterpartiet
Q5892661,Socialdemokraterna
Q5937190,Socialdemokraterna
Q5942309,Socialdemokraterna
Q5947788,Vänsterpartiet
Q5974768,Socialdemokraterna
Q5976928,Socialdemokraterna
Q6009395,Vänsterpartiet
Q6010001,Socialdemokraterna
Q6011035,Socialdemokraterna
Q4990227,Moderaterna
Q4991079,Moderaterna
Q5109735,Moderaterna
Q5555097,Moderaterna
Q5388602,Centerpartiet
Q5554833,Centerpartiet
Q4989365,Liberalerna
Q4991064,Liberalerna
Q5389786,Liberalerna
Q5573003,Liberalerna
Q4980271,Socialdemokraterna
Q4981523,Socialdemokraterna
Q4981874,Socialdemokraterna
Q4982620,Vänsterpartiet
Q4983517,Vänsterpartiet
Q4989351,Socialdemokraterna
Q4989481,Socialdemokraterna
Q4990369,Socialdemokraterna
Q4990475,Socialdemokraterna
Q4994151,Socialdemokraterna
Q5546036,Socialdemokraterna
Q5554046,Socialdemokraterna
Q5563036,Socialdemokraterna
Q5571477,Socialdemokraterna
Q5572465,Socialdemokraterna
Q5572663,Socialdemokraterna
Q701382,Moderaterna
Q719015,Moderaterna
Q563289,Centerpartiet
Q964124,Kristdemokraterna
Q728197,Centerpartiet
Q1681740,Moderaterna
Q563289,Sverigedemokraterna
Q980319,Miljöpartiet
Q6013871,Miljöpartiet
Q980319,Liberalerna
Q3358763,Socialdemokraterna
Q3359013,Socialdemokraterna
Q3369160,Socialdemokraterna
Q563289,Alternativ för Sverige
Q4953630,Moderaterna
Q4964567,Moderaterna
Q4964936,Moderaterna
Q4971184,Moderaterna
Q4972558,Moderaterna
Q4975481,Moderaterna
Q4967713,Kristdemokraterna
Q4973700,Kristdemokraterna
Q4952297,Centerpartiet
Q4957384,Centerpartiet
Q4959537,Centerpartiet
Q4964100,Centerpartiet
Q4977972,Centerpartiet
Q4962758,Miljöpartiet
Q4957256,Liberalerna
Q4961147,Liberalerna
Q4955515,Socialdemokraterna
Q4960356,Socialdemokraterna
Q4960703,Socialdemokraterna
Q4962650,Vänsterpartiet
Q4964010,Socialdemokraterna
Q4971432,Socialdemokraterna
Q4979216,Vänsterpartiet
Q4980261,Socialdemokraterna
