decade,name,born,municipality,district,chamber,year,id
ea_2077_62852_1_1926,Gustaf Arthur Heiding,1883,,,,1926,heiding_gustaf_arthur_5e7931
ea_2077_62852_1_1926,Alfred Werner,1885,,,,1926,werner_alfred_c93c92
ea_2077_62852_1_1926,Karl Emil Wirsell,1868,,Gotlands län,,1926,wirsell_karl_emil_5daec3
ea_2077_62852_1_1926,Petter Theodor Gardell,1924,,,,1926,gardell_petter_theodor_40ee7b
ea_2077_62852_1_1926,Gustaf Adolf Svedman,1878,,,,1926,svedman_gustaf_adolf_e29ecf
ea_2077_62852_1_1926,Arvid Lars Johan Gardell,1887,,,,1926,gardell_arvid_lars_johan_5366d2
ea_2077_62852_1_1926,Algot Åkesson Törnkvist,1879,,,,1926,tornkvist_algot_akesson_3a9aaf
ea_2077_62852_1_1926,John Jönsson,1862,,,,1926,jonsson_john_9d65d6
ea_2077_62852_1_1926,Nils Adler,1878,,,,1926,adler_nils_9376b4
ea_2077_62852_1_1926,Björn Frithiofsson Holmgren,1872,,,,1926,holmgren_bjorn_frithiofsson_6c7a59
ea_2077_62852_1_1926,Ola Jeppsson,1887,,,,1926,jeppsson_ola_87e3fc
ea_2077_62852_1_1926,Lars Borggren,1876,,,,1926,borggren_lars_10ae1a
ea_2077_62852_1_1926,Per Nilsson,1865,,,,1926,nilsson_per_3f6e19
ea_2077_62852_1_1926,Raoul Gustaf Hamilton,1855,,,,1926,hamilton_raoul_gustaf_b96bdc
ea_2077_62852_1_1926,Lars Anton Björklund,1881,,,,1926,bjorklund_lars_anton_7e790a
ea_2077_62852_1_1926,Nestor Hammarlund,1888,,,,1926,hammarlund_nestor_d26d3f
ea_2077_62852_1_1926,Nils Björk,1866,,,,1926,bjork_nils_068091
ea_2077_62852_1_1926,Swen Persson,1875,,,,1926,persson_swen_2ebf17
ea_2077_62852_1_1926,Sven Bengtsson,1866,,,,1926,bengtsson_sven_ce0e5d
ea_2077_62852_1_1926,Ola Isaesson,1885,,,,1926,isaesson_ola_594586
ea_2077_62852_1_1926,Nils Winkler,1870,,,,1926,winkler_nils_5cd094
ea_2077_62852_1_1926,Martin Christian Jensen,1881,,,,1926,jensen_martin_christian_95a329
ea_2077_62852_1_1926,Claes Lindskog,1870,,,,1926,lindskog_claes_a7677f
ea_2077_62852_1_1926,Karl Anton Edvard Bergström,1888,,,,1926,bergstrom_karl_anton_edvard_d51dec
ea_2077_62852_1_1926,Olof Nilsson,1874,,,,1926,nilsson_olof_940fb7
ea_2077_62852_1_1926,Nils Månsson,1869,,,,1926,mansson_nils_3a6f07
ea_2077_62852_1_1926,Nils Kortz Törnkvist,1868,,,,1926,tornkvist_nils_kortz_c210bd
ea_2077_62852_1_1926,Janne Nilsson,1882,,,,1926,nilsson_janne_3daad9
ea_2077_62852_1_1926,Olof Andersson,1875,,,,1926,andersson_olof_d67511
ea_2077_62852_1_1926,Johan Jönsson,1875,,,,1926,jonsson_johan_4159a8
ea_2077_62852_1_1926,Anders Olof Paulsen,1876,,,,1926,paulsen_anders_olof_2e97e8
ea_2077_62852_1_1926,Olivia Lovisa Nordgren,1880,,Hallands län,,1926,nordgren_olivia_lovisa_fbf59d
ea_2077_62852_1_1926,Anders Henrikson,1869,,,,1926,henrikson_anders_ad34ea
ea_2077_62852_1_1926,Axel Albert Lindqvist,1878,,,,1926,lindqvist_axel_albert_1c8e57
ea_2077_62852_1_1926,Nils Johansson,1864,,,,1926,johansson_nils_5ee6e8
ea_2077_62852_1_1926,Erik Amund Emanuel Uddenberg,1880,,,,1926,uddenberg_erik_amund_emanuel_85d9a8
ea_2077_62852_1_1926,Anders Birger Andersson,1878,,,,1926,andersson_anders_birger_3d39fa
ea_2077_62852_1_1926,Emil Kristensson,1879,,,,1926,kristensson_emil_2e0dbf
ea_2077_62852_1_1926,Olof Axel Edvard Lithander,1870,,,,1926,lithander_olof_axel_edvard_ba62ec
ea_2077_62852_1_1926,Helge Knut Hjalmar Almquist,1880,,,,1926,almquist_helge_knut_hjalmar_5a9012
ea_2077_62852_1_1926,Jakob Julius Hedvall,1886,,,,1926,hedvall_jakob_julius_0da363
ea_2077_62852_1_1926,Carl Wilhelm Oskar Höglund,1868,,,,1926,hoglund_carl_wilhelm_oskar_152c77
ea_2077_62852_1_1926,Erik Petter Waldemar Röing,1866,,,,1926,roing_erik_petter_waldemar_35c901
ea_2077_62852_1_1926,Nelly Maria Thiiring,1875,,,,1926,thiiring_nelly_maria_9060a6
ea_2077_62852_1_1926,Per Pehrsson,1867,,Göteborgs och Bohus län,,1926,pehrsson_per_47da5d
ea_2077_62852_1_1926,Oscar Nathanael Olsson,1856,,,,1926,olsson_oscar_nathanael_a4ea99
ea_2077_62852_1_1926,Carl Vilhelm Carlson,1876,,,,1926,carlson_carl_vilhelm_7cdcf1
ea_2077_62852_1_1926,Cornelius Olsson,1857,,,,1926,olsson_cornelius_a4b928
ea_2077_62852_1_1926,Carl Magnus Larsson Brännberg,1884,,,,1926,brannberg_carl_magnus_larsson_606622
ea_2077_62852_1_1926,Oscar Osberg,1872,,,,1926,osberg_oscar_da8b08
ea_2077_62852_1_1926,Anders Teodor Adolf Wallerius,1874,,,,1926,wallerius_anders_teodor_adolf_2bc748
ea_2077_62852_1_1926,Johannes Victor Mårtenson,1885,,,,1926,martenson_johannes_victor_8dc316
ea_2077_62852_1_1926,Herman Andersson,1869,,,,1926,andersson_herman_b80c13
ea_2077_62852_1_1926,Arthur Wilhelm Gustafson,1870,,,,1926,gustafson_arthur_wilhelm_4f6449
ea_2077_62852_1_1926,Anders Emil Hansson,1882,,,,1926,hansson_anders_emil_6af058
ea_2077_62852_1_1926,Carl Thore Jonas Alströmer,1879,,,,1926,alstromer_carl_thore_jonas_dd8383
ea_2077_62852_1_1926,Anders Lindgren,1874,,,,1926,lindgren_anders_db84d4
ea_2077_62852_1_1926,Carl Petrus Olsson,1881,,,,1926,olsson_carl_petrus_17d560
ea_2077_62852_1_1926,Anders Birger Petersson,1885,,,,1926,petersson_anders_birger_89f090
ea_2077_62852_1_1926,Disponent Adolf,1875,,,,1926,adolf_disponent_34df4b
ea_2077_62852_1_1926,Johan Josef Emanuel Weijne,1893,,,,1926,weijne_johan_josef_emanuel_4cb38a
ea_2077_62852_1_1926,Johan Otto Johansson,1869,,,,1926,johansson_johan_otto_54476a
ea_2077_62852_1_1926,Karl Arthur Ryberg,1882,,,,1926,ryberg_karl_arthur_b4286c
ea_2077_62852_1_1926,Karl Hilding Magnusson,1877,,,,1926,magnusson_karl_hilding_6cf61e
ea_2077_62852_1_1926,Helge Karl Vilhelm Bäcklund,1880,,,,1926,backlund_helge_karl_vilhelm_4043b2
ea_2077_62852_1_1926,Carl Emil Bengtsson,1875,Kullen,,,1926,bengtsson_carl_emil_b185b9
ea_2077_62852_1_1926,Gustav Albert Johanson,1887,,,,1926,johanson_gustav_albert_44e882
ea_2077_62852_1_1926,Carl Otto Vahlstedt,1874,,,,1926,vahlstedt_carl_otto_87e95d
ea_2077_62852_1_1926,Carl Arvid Andersson,1887,,,,1926,andersson_carl_arvid_d38d6d
ea_2077_62852_1_1926,John Erik Hedin,1871,,,,1926,hedin_john_erik_427fdc
ea_2077_62852_1_1926,Lars Johan Carlsson-Frosterud,1863,,,,1926,carlsson-frosterud_lars_johan_49ee01
ea_2077_62852_1_1926,Carl Petter Jansson,1858,,,,1926,jansson_carl_petter_7000c7
ea_2077_62852_1_1926,Anders Norsell,1874,,,,1926,norsell_anders_41713b
ea_2077_62852_1_1926,Herman Norling,1889,,Värmlands län,,1926,norling_herman_5e0bda
ea_2077_62852_1_1926,Carl Axel Ros,1866,,,,1926,ros_carl_axel_e0e839
ea_2077_62852_1_1926,Carl Joel Björling,1875,,,,1926,bjorling_carl_joel_812911
ea_2077_62852_1_1926,August Konrad Färdinand Spångberg,1893,,,,1926,spangberg_august_konrad_fardinand_272735
ea_2077_62852_1_1926,Erik Gustaf Eriksson,1876,,,,1926,eriksson_erik_gustaf_09cd2e
ea_2077_62852_1_1926,Anders Anderson,1874,,,,1926,anderson_anders_1068e1
ea_2077_62852_1_1926,Petrus Ödström,1868,,,,1926,odstrom_petrus_bba98b
ea_2077_62852_1_1926,Edvard Jansson Uddenberg,1870,,,,1926,uddenberg_edvard_jansson_3d66d1
ea_2077_62852_1_1926,Gunnar Persson,1885,,,,1926,persson_gunnar_2ed84e
ea_2077_62852_1_1926,Johan Ernst Lundgren,1873,,,,1926,lundgren_johan_ernst_dac9b4
ea_2077_62852_1_1926,Johan Viktor Öhman,1877,,,,1926,ohman_johan_viktor_9c75b3
ea_2077_62852_1_1926,Johan Adolf Bertil Mogård,1892,,,,1926,mogard_johan_adolf_bertil_af9b03
ea_2077_62852_1_1926,Elof Ljunggren,1869,,Västmanlands län,,1926,ljunggren_elof_db1efb
ea_2077_62852_1_1926,Viktor Larsson,1869,,,,1926,larsson_viktor_647973
ea_2077_62852_1_1926,August Wilhelm Pettersson,1871,,,,1926,pettersson_august_wilhelm_aa630a
ea_2077_62852_1_1926,Ludvig Lorentz Lorichs,1867,,,,1926,lorichs_ludvig_lorentz_d8d436
ea_2077_62852_1_1926,Johan Anton Eklund,1883,,,,1926,eklund_johan_anton_8a6514
ea_2077_62852_1_1926,Ransta Kumla,1883,,Kopparbergs län,,1926,kumla_ransta_70d2e4
ea_2077_62852_1_1926,Johan Bernhard Eriksson,1878,,,,1926,eriksson_johan_bernhard_9f1e7d
ea_2077_62852_1_1926,Eskils Hans Hansson,1857,,,,1926,hansson_eskils_hans_d9bb02
ea_2077_62852_1_1926,Jones Erik Andersson,1881,,,,1926,andersson_jones_erik_ab8b9d
ea_2077_62852_1_1926,Gustaf Kristoffer Pettersson,1885,,,,1926,pettersson_gustaf_kristoffer_a847b1
ea_2077_62852_1_1926,Gustaf Henning Andersson,1884,,,,1926,andersson_gustaf_henning_ec5156
ea_2077_62852_1_1926,Oskar August Ernfors,1864,,,,1926,ernfors_oskar_august_edcee1
ea_2077_62852_1_1926,Fredrik Sundström,1886,,,,1926,sundstrom_fredrik_a3f316
ea_2077_62852_1_1926,Herman Daniel Smed,1891,,,,1926,smed_herman_daniel_c3ac54
ea_2077_62852_1_1926,August Vilhelm Sävström,1879,,,,1926,savstrom_august_vilhelm_8bed92
ea_2077_62852_1_1926,Gustav Adolv Olsson,1886,,,,1926,olsson_gustav_adolv_87fa98
ea_2077_62852_1_1926,Per Granath,1882,,,,1926,granath_per_9dc09d
ea_2077_62852_1_1926,Olof Johansson,1867,,,,1926,johansson_olof_73eb0f
ea_2077_62852_1_1926,Karl Fabian Månsson,1872,,,,1926,mansson_karl_fabian_7a2142
ea_2077_62852_1_1926,Nils Holmström,1884,,,,1926,holmstrom_nils_2cd384
ea_2077_62852_1_1926,Johan Viktor Herou,1889,,,,1926,herou_johan_viktor_81c9b8
ea_2077_62852_1_1926,Carl Johan Högström,1880,,,,1926,hogstrom_carl_johan_b79e5e
ea_2077_62852_1_1926,Vallsta Hov,1869,,,,1926,hov_vallsta_2f83f2
ea_2077_62852_1_1926,Carl Jonas Öberg,1859,,,,1926,oberg_carl_jonas_c6d762
ea_2077_62852_1_1926,Ivar Teodor Vennerström,1881,,,,1926,vennerstrom_ivar_teodor_b9b79a
ea_2077_62852_1_1926,Johan Mauritz Västberg,1886,,,,1926,vastberg_johan_mauritz_b7c425
ea_2077_62852_1_1926,Gerhard Strindlund,1890,,,,1926,strindlund_gerhard_01b330
ea_2077_62852_1_1926,Carl Oscar Johansson,1875,,,,1926,johansson_carl_oscar_8ecc43
ea_2077_62852_1_1926,Petrus Bergström,1881,,,,1926,bergstrom_petrus_e94090
ea_2077_62852_1_1926,Frans Sigurd Helmer Lagerkvist,1887,,,,1926,lagerkvist_frans_sigurd_helmer_8fae34
ea_2077_62852_1_1926,Helmer Molander,1892,,,,1926,molander_helmer_6e8944
ea_2077_62852_1_1926,Henrik Vilhelm Frost,1892,,Jämtlands län,,1926,frost_henrik_vilhelm_623a23
ea_2077_62852_1_1926,Verner Vilhelm Hedlund,1883,,,,1926,hedlund_verner_vilhelm_1ae106
ea_2077_62852_1_1926,Paulus Samuel Hedlund,1878,,,,1926,hedlund_paulus_samuel_b84050
ea_2077_62852_1_1926,Johan Olofsson,1860,,,,1926,olofsson_johan_86368d
ea_2077_62852_1_1926,Nils Olsson,1873,,,,1926,olsson_nils_c15f3f
ea_2077_62852_1_1926,Per Persson,1860,,,,1926,persson_per_90a6e0
ea_2077_62852_1_1926,Jonas Ludvig Brännström,1876,,,,1926,brannstrom_jonas_ludvig_d0918f
ea_2077_62852_1_1926,Anton Wikström,1876,,,,1926,wikstrom_anton_096868
ea_2077_62852_1_1926,Elof Herman Lindberg,1891,,,,1926,lindberg_elof_herman_528913
ea_2077_62852_1_1926,Adolf Wiklund,1859,,,,1926,wiklund_adolf_41be25
ea_2077_62852_1_1926,Olov Evert Sandberg,1886,,,,1926,sandberg_olov_evert_5e91c5
ea_2077_62852_1_1926,Ewald Eugen Lindmark,1885,,,,1926,lindmark_ewald_eugen_76a676
ea_2077_62852_1_1926,Ernst August Hage,1876,,,,1926,hage_ernst_august_c6db08
ea_2077_62852_1_1926,Nils Erik Nilsson,1866,,,,1926,nilsson_nils_erik_770d09
ea_2077_62852_1_1926,Peter Jöran Grapenson,1878,,,,1926,grapenson_peter_joran_cc2885
ea_2077_62852_1_1926,Oscar Wilhelm Lövgren,1888,,,,1926,lovgren_oscar_wilhelm_ccf621
ea_2077_62852_1_1926,August Helmer Hedström,1873,,,,1926,hedstrom_august_helmer_4d3d8e
ea_2077_62852_1_1926,Bengt Robert Wilhelm Samuelsson,1886,Göteborg,,,1926,samuelsson_bengt_robert_wilhelm_55feb2
ea_2077_63110_1_1931,Ernst Alarik Klefbeck,1866,,,,1931,klefbeck_ernst_alarik_072190
ea_2077_63110_1_1931,Ernst Trygger,1857,,,,1931,trygger_ernst_b48e4c
ea_2077_63110_1_1931,Sten Stendahl,1876,,,,1931,stendahl_sten_50d139
ea_2077_63110_1_1931,Charles Gustaf Lindley,1865,,,,1931,lindley_charles_gustaf_573fa8
ea_2077_63110_1_1931,Carl Abraham Forssell,1881,,,,1931,forssell_carl_abraham_c5e4b6
ea_2077_63110_1_1931,Emil Oskar Hagman,1880,,,,1931,hagman_emil_oskar_cd10e4
ea_2077_63110_1_1931,Adolf Hjalmar Sydow,1862,,,,1931,sydow_adolf_hjalmar_548719
ea_2077_63110_1_1931,Jonas Eliel Löfgren,1872,,,,1931,lofgren_jonas_eliel_1cd604
ea_2077_63110_1_1931,Otto Fredrik Ström,1880,,,,1931,strom_otto_fredrik_7057bb
ea_2077_63110_1_1931,Olof Carlsson,1872,,Stockholms län och Uppsala län,,1931,carlsson_olof_d55735
ea_2077_63110_1_1931,Fritz Gustav Möller,1884,,,,1931,moller_fritz_gustav_babe2f
ea_2077_63110_1_1931,Karl Gustaf Theodor Borell,1869,,,,1931,borell_karl_gustaf_theodor_8584ad
ea_2077_63110_1_1931,Henning Vilhelm Leo,1885,,,,1931,leo_henning_vilhelm_fd514e
ea_2077_63110_1_1931,Carl Primus Wahlmark,1883,,,,1931,wahlmark_carl_primus_b7905e
ea_2077_63110_1_1931,Knut Hjalmar Leonard Hammarskjöld,1862,,,,1931,hammarskjold_knut_hjalmar_leonard_85cab9
ea_2077_63110_1_1931,Fabrikör Johan,1877,,,,1931,johan_fabrikor_0ea427
ea_2077_63110_1_1931,Johannes Albert Forslund,1881,,,,1931,forslund_johannes_albert_aef925
ea_2077_63110_1_1931,Pro- Axel,1870,,,,1931,axel_pro-_3500e3
ea_2077_63110_1_1931,August Wilhelm Rydberg,1869,,,,1931,rydberg_august_wilhelm_dd7437
ea_2077_63110_1_1931,Karl Alfred Rickard Lindström,1894,,Södermanlands län och Västmanlands län,,1931,lindstrom_karl_alfred_rickard_05b78f
ea_2077_63110_1_1931,Carl Emil Svensson,1879,,,,1931,svensson_carl_emil_94e1b7
ea_2077_63110_1_1931,Gustaf Robert Sederholm,1868,,,,1931,sederholm_gustaf_robert_c928fd
ea_2077_63110_1_1931,Statsråd Henrik,1887,,,,1931,henrik_statsrad_67eb3f
ea_2077_63110_1_1931,Assar Emanuel Åkerman,1860,,,,1931,akerman_assar_emanuel_a75d3b
ea_2077_63110_1_1931,Anders Johan Bärg,1870,,,,1931,barg_anders_johan_e619ef
ea_2077_63110_1_1931,Gustaf Kobb,1863,,,,1931,kobb_gustaf_f68cd1
ea_2077_63110_1_1931,Karl Anders Wilhelm Björck,1888,,,,1931,bjorck_karl_anders_wilhelm_603618
ea_2077_63110_1_1931,Skogs- Hugosson,1876,,,,1931,hugosson_skogs-_0137a2
ea_2077_63110_1_1931,David Norman,1887,,Östergötlands län,,1931,norman_david_ac451d
ea_2077_63110_1_1931,Oscar Ulrik Bernhardin Olsson,1877,,,,1931,olsson_oscar_ulrik_bernhardin_4b86b8
ea_2077_63110_1_1931,Karl Gustaf Westman,1876,,,,1931,westman_karl_gustaf_585053
ea_2077_63110_1_1931,Byråchef Jönsson,1883,,,,1931,jonsson_byrachef_df12b5
ea_2077_63110_1_1931,Carl Gustaf Valdemar Hammarskjöld,1865,,,,1931,hammarskjold_carl_gustaf_valdemar_7408f6
ea_2077_63110_1_1931,Per Albert Bergström,1869,,,,1931,bergstrom_per_albert_35d57c
ea_2077_63110_1_1931,Karl Emil Andersson,1869,,,,1931,andersson_karl_emil_932ac7
ea_2077_63110_1_1931,David Kristian Bergström,1858,,,,1931,bergstrom_david_kristian_66f232
ea_2077_63110_1_1931,Israel Kristian Gustaf Lagerfelt,1874,,,,1931,lagerfelt_israel_kristian_gustaf_e0762b
ea_2077_63110_1_1931,Karl Johan Alfred Gustafsson,1862,,,,1931,gustafsson_karl_johan_alfred_ae2d65
ea_2077_63110_1_1931,Karl Oscar Ericson,1866,,,,1931,ericson_karl_oscar_12277a
ea_2077_63110_1_1931,Karl Johan Ekman,1863,,,,1931,ekman_karl_johan_607161
ea_2077_63110_1_1931,Ivan Hjalmar Emanuel Pauli,1885,,,,1931,pauli_ivan_hjalmar_emanuel_7d89bb
ea_2077_63110_1_1931,Jacob Wilhelm Spens,1861,,,,1931,spens_jacob_wilhelm_5d2e3f
ea_2077_63110_1_1931,Carl Robert Johansson-Dahr,1862,,Kronobergs län och Hallands län,,1931,johansson-dahr_carl_robert_577539
ea_2077_63110_1_1931,Nils Johan Martin Svensson,1871,,,,1931,svensson_nils_johan_martin_2a45ed
ea_2077_63110_1_1931,Johan Bernhard Johansson,1877,,,,1931,johansson_johan_bernhard_379786
ea_2077_63110_1_1931,Georg Fredrik Bissmark,1871,,,,1931,bissmark_georg_fredrik_6b0f11
ea_2077_63110_1_1931,Per Johan Gustafsson,1880,,,,1931,gustafsson_per_johan_1b3f97
ea_2077_63110_1_1931,Arvid Thelin,1876,,,,1931,thelin_arvid_a6088e
ea_2077_63110_1_1931,Johan August Larsson,1875,,Gotlands län,,1931,larsson_johan_august_3a324a
ea_2077_63110_1_1931,Carl Gustaf Boberg,1859,,,,1931,boberg_carl_gustaf_52893a
ea_2077_63110_1_1931,Carl Petrus Valdemar Nilsson,1881,,,,1931,nilsson_carl_petrus_valdemar_05dca0
ea_2077_63110_1_1931,Sven Erik Anderson,1870,,,,1931,anderson_sven_erik_f19d50
ea_2077_63110_1_1931,Ruben Wagnsson,1891,,,,1931,wagnsson_ruben_3c0e71
ea_2077_63110_1_1931,Uno Andreas Wijkström,1872,,,,1931,wijkstrom_uno_andreas_e2ee95
ea_2077_63110_1_1931,Lars Gunnar Bodin,1872,,,,1931,bodin_lars_gunnar_a0de0f
ea_2077_63110_1_1931,Gustaf Wilhelm Alexander Roos,1859,,,,1931,roos_gustaf_wilhelm_alexander_ecf5bc
ea_2077_63110_1_1931,Johan Nilsson,1874,,,,1931,nilsson_johan_a3e530
ea_2077_63110_1_1931,Theodor Östergren,1878,,,,1931,ostergren_theodor_edc603
ea_2077_63110_1_1931,Jeppe Clemedtson,1885,,,,1931,clemedtson_jeppe_4783db
ea_2077_63110_1_1931,Fredrik William Linder,1876,,,,1931,linder_fredrik_william_620833
ea_2077_63110_1_1931,Alexander Nilsson,1876,,,,1931,nilsson_alexander_0c15f6
ea_2077_63110_1_1931,Elof Bernhard Andersson,1873,,,,1931,andersson_elof_bernhard_7dd1bd
ea_2077_63110_1_1931,Ulrik Leander,1858,,,,1931,leander_ulrik_25deb7
ea_2077_63110_1_1931,Martin Eropp,1878,,,,1931,eropp_martin_5fd37d
ea_2077_63110_1_1931,Johan Erik Forssberg,1865,,,,1931,forssberg_johan_erik_acc9b4
ea_2077_63110_1_1931,Gustaf Theodor Ehrnoberg,1867,,Malmöhus län,,1931,ehrnoberg_gustaf_theodor_d4972d
ea_2077_63110_1_1931,Nils August Nilsson,1867,,,,1931,nilsson_nils_august_3f711f
ea_2077_63110_1_1931,Olof Olsson,1859,,,,1931,olsson_olof_31ad07
ea_2077_63110_1_1931,Knut Ebbe Geijer,1864,,,,1931,geijer_knut_ebbe_731f04
ea_2077_63110_1_1931,Jöns Pålsson,1870,,,,1931,palsson_jons_16791f
ea_2077_63110_1_1931,Sven Linders,1873,,,,1931,linders_sven_e4e120
ea_2077_63110_1_1931,Jöns Jönsson,1867,,,,1931,jonsson_jons_9d1dad
ea_2077_63110_1_1931,Edwin Bernhard Berling,1881,,,,1931,berling_edwin_bernhard_9cf3a2
ea_2077_63110_1_1931,Axel Löfvander,1880,,,,1931,lofvander_axel_652316
ea_2077_63110_1_1931,Anton Hjalmarsson,1882,,,,1931,hjalmarsson_anton_917965
ea_2077_63110_1_1931,Anders Christenson Lindblad,1866,,,,1931,lindblad_anders_christenson_d0ff25
ea_2077_63110_1_1931,Gustaf Boman,1861,,,,1931,boman_gustaf_873f01
ea_2077_63110_1_1931,Gustav Wilhelm Hansson,1878,,,,1931,hansson_gustav_wilhelm_bc97f4
ea_2077_63110_1_1931,Emil Kristensson,1879,,Göteborgs och Bohus län,,1931,kristensson_emil_a723ee
ea_2077_63110_1_1931,Eric Adolf Hallin,1870,,,,1931,hallin_eric_adolf_768988
ea_2077_63110_1_1931,Sigfrid Hansson,1884,,,,1931,hansson_sigfrid_5173dd
ea_2077_63110_1_1931,Jakob Ludvig Widell,1870,,,,1931,widell_jakob_ludvig_3fc423
ea_2077_63110_1_1931,Axel Ludvig Sundberg,1869,,,,1931,sundberg_axel_ludvig_0e6cdf
ea_2077_63110_1_1931,Israel Fritiofsson Holmgren,1871,,,,1931,holmgren_israel_fritiofsson_25a08a
ea_2077_63110_1_1931,Karl Andreas Andersson,1875,,Älvsborgs län,,1931,andersson_karl_andreas_f2c616
ea_2077_63110_1_1931,Axel Fredrik Vennersten,1863,,,,1931,vennersten_axel_fredrik_0123fd
ea_2077_63110_1_1931,Johan Edvard Björnsson,1878,,,,1931,bjornsson_johan_edvard_8ada57
ea_2077_63110_1_1931,Carl Ludvig Bengtsson,1874,,,,1931,bengtsson_carl_ludvig_b96342
ea_2077_63110_1_1931,Johan Johansson,1872,,,,1931,johansson_johan_0fccaf
ea_2077_63110_1_1931,Karl Johan Sandegård,1880,,,,1931,sandegard_karl_johan_895a08
ea_2077_63110_1_1931,Karl Axel Salomon Nylander,1888,,,,1931,nylander_karl_axel_salomon_8887f9
ea_2077_63110_1_1931,Johan Teodor Björck,1881,,Skaraborgs län,,1931,bjorck_johan_teodor_5e00bd
ea_2077_63110_1_1931,Ernst August Lundell,1857,,,,1931,lundell_ernst_august_3edb92
ea_2077_63110_1_1931,Viktor Edward Larson,1867,,,,1931,larson_viktor_edward_456ece
ea_2077_63110_1_1931,Johan Fritiof Gustafson,1889,,,,1931,gustafson_johan_fritiof_c1ac0f
ea_2077_63110_1_1931,Ernst Wilhelm Svenson,1880,,,,1931,svenson_ernst_wilhelm_03cc4c
ea_2077_63110_1_1931,August Wilhelm Johansson,1885,,,,1931,johansson_august_wilhelm_fff8d0
ea_2077_63110_1_1931,Gustaf Alfred Strömberg,1880,,,,1931,stromberg_gustaf_alfred_c55f01
ea_2077_63110_1_1931,Karl Johan Daniel Schlyter,1879,,,,1931,schlyter_karl_johan_daniel_074907
ea_2077_63110_1_1931,Valfrid Eriksson,1879,,,,1931,eriksson_valfrid_92009b
ea_2077_63110_1_1931,Karl Mauritz Bernhard Hellberg,1859,,,,1931,hellberg_karl_mauritz_bernhard_f72f69
ea_2077_63110_1_1931,Fredrik Julin,1873,,,,1931,julin_fredrik_d74983
ea_2077_63110_1_1931,Olof Harald Åkerberg,1883,,,,1931,akerberg_olof_harald_666ae6
ea_2077_63110_1_1931,Adolf Lindgren,1864,,,,1931,lindgren_adolf_28b3f8
ea_2077_63110_1_1931,Gottfrid Karlsson,1872,,,,1931,karlsson_gottfrid_07684b
ea_2077_63110_1_1931,Kerstin Hesselgren,1872,,Kopparbergs län,,1931,hesselgren_kerstin_06639a
ea_2077_63110_1_1931,Svante Herman Kvarnzelius,1864,,,,1931,kvarnzelius_svante_herman_7848f0
ea_2077_63110_1_1931,Erik Dalberg,1869,,,,1931,dalberg_erik_ef6005
ea_2077_63110_1_1931,Ernst Valdemar Åström,1876,,,,1931,astrom_ernst_valdemar_7a6a16
ea_2077_63110_1_1931,Theodor Emanuel Bjurström,1874,,Gävleborgs län,,1931,bjurstrom_theodor_emanuel_952398
ea_2077_63110_1_1931,Rickard Johannes Sandler,1884,,,,1931,sandler_rickard_johannes_6896dd
ea_2077_63110_1_1931,Carl Edmund Eriksson,1881,,,,1931,eriksson_carl_edmund_569b40
ea_2077_63110_1_1931,Nils Sigfrid Norling,1880,,,,1931,norling_nils_sigfrid_b965d5
ea_2077_63110_1_1931,Per Granath,1882,,,,1931,granath_per_9e6f10
ea_2077_63110_1_1931,Carl August Carlsson,1873,,,,1931,carlsson_carl_august_16a531
ea_2077_63110_1_1931,Per Andersson,1876,,,,1931,andersson_per_284a72
ea_2077_63110_1_1931,Janne Gustaf Walles,1871,,,,1931,walles_janne_gustaf_bdd998
ea_2077_63110_1_1931,Erik August Enhörning,1860,,,,1931,enhorning_erik_august_7ab6e6
ea_2077_63110_1_1931,Carl Albert Lindhagen,1860,,,,1931,lindhagen_carl_albert_99d153
ea_2077_63110_1_1931,Olof Leonard Tjällgren,1878,,,,1931,tjallgren_olof_leonard_773937
ea_2077_63110_1_1931,Johan Peter Johansson,1874,,,,1931,johansson_johan_peter_c6b993
ea_2077_63110_1_1931,Axel Ivar Emanuel Österström,1887,,,,1931,osterstrom_axel_ivar_emanuel_a8e9b5
ea_2077_63110_1_1931,Henrik Andersson,1880,,,,1931,andersson_henrik_daa311
ea_2077_63110_1_1931,Anders Josef Granström,1866,,,,1931,granstrom_anders_josef_928bfa
ea_2077_63110_1_1931,Ivar Teodor Vennerström,1881,,Västerbottens län och Norrbottens län,,1931,vennerstrom_ivar_teodor_fbc560
ea_2077_63110_1_1931,Olof Bergqvist,1862,,,,1931,bergqvist_olof_4e9e10
ea_2077_63110_1_1931,Carl Immanuel Asplund,1872,,,,1931,asplund_carl_immanuel_e1aa11
ea_2077_63110_1_1931,Per Evert Arnliot Jonsson,1869,,,,1931,jonsson_per_evert_arnliot_ee202b
ea_2077_63110_1_1931,Pontus Sandström,1875,,,,1931,sandstrom_pontus_2cfaa6
ea_2077_63110_1_1931,Karl August Johansson,1881,,,,1931,johansson_karl_august_1774b6
ea_2077_63110_1_1931,Carl Viktor Lindmark,1880,,,,1931,lindmark_carl_viktor_152599
ea_2077_63110_1_1931,Salomon Arvid Achates Lindman,1862,,,,1931,lindman_salomon_arvid_achates_83f8d5
ea_2077_63110_1_1931,Per Albin Hansson,1885,,,,1931,hansson_per_albin_a77ecf
ea_2077_63110_1_1931,Otto Edvard Fridolf Järte,1881,,,,1931,jarte_otto_edvard_fridolf_1c4078
