decade,name,born,municipality,district,chamber,year,id
ea_2077_64199_1_1952,Ämnes- Agronom,1905,,,,1952,agronom_amnes-_f218a9
ea_2077_64199_1_1952,Hans Samuel Levin,1899,,,,1952,levin_hans_samuel_062512
ea_2077_64199_1_1952,Stig Folke Hansson,1913,,,,1952,hansson_stig_folke_ecf5a4
ea_2077_64199_1_1952,Anders Petter Pettersson,1888,,,,1952,pettersson_anders_petter_d75662
ea_2077_64199_1_1952,Hjalmar Ragnvald Nilson,1901,,,,1952,nilson_hjalmar_ragnvald_245bea
ea_2077_64199_1_1952,Gösta Tore Edvin Bengtsson,1911,,,,1952,bengtsson_gosta_tore_edvin_72efe4
ea_2077_64199_1_1952,Nils Nestor Kestrup,1894,,,,1952,kestrup_nils_nestor_a4e0f3
ea_2077_64199_1_1952,Sten Bertil Ingemund Bengtsson,1919,,,,1952,bengtsson_sten_bertil_ingemund_bfad27
ea_2077_64199_1_1952,Rolf Filip Edberg,1912,,,,1952,edberg_rolf_filip_85cb9e
ea_2077_64199_1_1952,Otto Bertil Friesen,1901,,,,1952,friesen_otto_bertil_f41617
ea_2077_64199_1_1952,Carl Olof Nilsson,1896,,,,1952,nilsson_carl_olof_1e8e0a
ea_2077_64199_1_1952,Carl Sixtensson Schmidt,1894,,,,1952,schmidt_carl_sixtensson_0057a4
ea_2077_64199_1_1952,Knut Erik Waldemar Senander,1889,,,,1952,senander_knut_erik_waldemar_362ead
ea_2077_64199_1_1952,Märta Öberg,1895,,,,1952,oberg_marta_635765
ea_2077_64199_1_1952,Sven Harry Gustafson,1911,,,,1952,gustafson_sven_harry_2d7949
ea_2077_64199_1_1952,Walter Simon Edström,1891,,,,1952,edstrom_walter_simon_6b28be
ea_2077_64199_1_1952,Jerker Uno Svensson,1897,,,,1952,svensson_jerker_uno_881504
ea_2077_64199_1_1952,Bror Gunnar Leopold Dahigren,1903,,Göteborgs och Bohus län,,1952,dahigren_bror_gunnar_leopold_aaba88
ea_2077_64199_1_1952,Waldemar Svensson,1897,,,,1952,svensson_waldemar_a242d6
ea_2077_64199_1_1952,Johannes Wiktor Mårtensson,1885,,,,1952,martensson_johannes_wiktor_7c5866
ea_2077_64199_1_1952,Karl Birger Utbult,1884,,,,1952,utbult_karl_birger_73a509
ea_2077_64199_1_1952,Gösta Ludvig Andersson,1904,,,,1952,andersson_gosta_ludvig_93b750
ea_2077_64199_1_1952,Ernst Valdemar Staxäng,1898,,,,1952,staxang_ernst_valdemar_c645a3
ea_2077_64199_1_1952,Carl-Olof Carlsson,1889,,,,1952,carlsson_carl-olof_f03c38
ea_2077_64199_1_1952,Carl Edvin Johansson,1900,,,,1952,johansson_carl_edvin_9ee065
ea_2077_64199_1_1952,Bengt Johan Olof Sjölin,1886,,,,1952,sjolin_bengt_johan_olof_411580
ea_2077_64199_1_1952,Carl Petrus Olsson,1881,,,,1952,olsson_carl_petrus_6a409d
ea_2077_64199_1_1952,Axel Ludvig Rubbestad,1888,,,,1952,rubbestad_axel_ludvig_45bbd2
ea_2077_64199_1_1952,Sven Patrik Svensson,1895,,,,1952,svensson_sven_patrik_09498f
ea_2077_64199_1_1952,Sven Oskar Antby,1908,,,,1952,antby_sven_oskar_d0aceb
ea_2077_64199_1_1952,James Iwan Axel Dickson,1899,,,,1952,dickson_james_iwan_axel_db6e01
ea_2077_64199_1_1952,Set Anders Alarik Hagård,1888,,,,1952,hagard_set_anders_alarik_ae9a2a
ea_2077_64199_1_1952,John August Ericsson,1907,,,,1952,ericsson_john_august_8bbfff
ea_2077_64199_1_1952,Einar Sigfrid Andersson,1895,,,,1952,andersson_einar_sigfrid_192628
ea_2077_64199_1_1952,Karl Artur Ryberg,1882,,,,1952,ryberg_karl_artur_b17064
ea_2077_64199_1_1952,Oscar Johan Natanael Malmborg,1892,,,,1952,malmborg_oscar_johan_natanael_12ed64
ea_2077_64199_1_1952,Nils Walter Sundström,1890,,,,1952,sundstrom_nils_walter_c87024
ea_2077_64199_1_1952,Johannes Onsjö,1895,,,,1952,onsjo_johannes_28da82
ea_2077_64199_1_1952,Karl Folke Fritjof Kyling,1901,,,,1952,kyling_karl_folke_fritjof_ec0cb0
ea_2077_64199_1_1952,Nils Sigurd Odhe,1908,,,,1952,odhe_nils_sigurd_b3ab4c
ea_2077_64199_1_1952,Gunnar Karl Viktor Larsson,1908,,,,1952,larsson_gunnar_karl_viktor_d4cb4f
ea_2077_64199_1_1952,Valborg Elisabet Johansson,1901,,,,1952,johansson_valborg_elisabet_fdb79b
ea_2077_64199_1_1952,David Emanuel Ståhl,1901,,,,1952,stahl_david_emanuel_637a22
ea_2077_64199_1_1952,Gustaf Valdemar Nilsson,1900,,,,1952,nilsson_gustaf_valdemar_5bbe21
ea_2077_64199_1_1952,August Konrad Ferdinand Spångberg,1893,,,,1952,spangberg_august_konrad_ferdinand_0b2abf
ea_2077_64199_1_1952,Pastor Teofil,1900,,Värmlands län,,1952,teofil_pastor_49abb7
ea_2077_64199_1_1952,Nils Arvid Andersson,1900,,,,1952,andersson_nils_arvid_18bd5d
ea_2077_64199_1_1952,Johan Albert Larsson,1888,,,,1952,larsson_johan_albert_da602f
ea_2077_64199_1_1952,Erik Holger Jonatan Adolfsson,1908,,,,1952,adolfsson_erik_holger_jonatan_d94d74
ea_2077_64199_1_1952,Erik Reinhold Brandt,1905,,,,1952,brandt_erik_reinhold_4c6c10
ea_2077_64199_1_1952,Ernst Gösta Ågvist,1904,,,,1952,agvist_ernst_gosta_3764d2
ea_2077_64199_1_1952,Annonschef Henry,1911,,,,1952,henry_annonschef_a6e95d
ea_2077_64199_1_1952,Karl Albert Andersson,1895,,,,1952,andersson_karl_albert_73f9b2
ea_2077_64199_1_1952,Karl Göran Petterson,1898,,,,1952,petterson_karl_goran_947824
ea_2077_64199_1_1952,Axel Filip Jansson,1889,,,,1952,jansson_axel_filip_f63ae4
ea_2077_64199_1_1952,Nanny Helena Ingenäs,1903,,,,1952,ingenas_nanny_helena_ea6ada
ea_2077_64199_1_1952,David Emanuel Hall,1898,,,,1952,hall_david_emanuel_fcfaf7
ea_2077_64199_1_1952,Axel Olov Edvin Rylander,1900,,,,1952,rylander_axel_olov_edvin_3ae6c7
ea_2077_64199_1_1952,Elin Sofia Eriksson,1886,,,,1952,eriksson_elin_sofia_bc3e84
ea_2077_64199_1_1952,Otto Hernfrid Bark,1895,,,,1952,bark_otto_hernfrid_c82c03
ea_2077_64199_1_1952,Ernst Axel Emanuel Jacobsson,1897,,Västmanlands län,,1952,jacobsson_ernst_axel_emanuel_2427e6
ea_2077_64199_1_1952,Gustaf Arvid Hallberg,1884,,,,1952,hallberg_gustaf_arvid_b5de97
ea_2077_64199_1_1952,Anders Olof Hammar,1895,,,,1952,hammar_anders_olof_0c1219
ea_2077_64199_1_1952,Gustaf Kristoffer Hellbacken,1885,,,,1952,hellbacken_gustaf_kristoffer_1083dd
ea_2077_64199_1_1952,Robert Leander Jansson,1889,,,,1952,jansson_robert_leander_5102b2
ea_2077_64199_1_1952,Evald Ericsson,1883,,Kopparbergs län,,1952,ericsson_evald_c73e39
ea_2077_64199_1_1952,Anders Olsson,1885,,,,1952,olsson_anders_ab7460
ea_2077_64199_1_1952,Erik Leonard Östrand,1907,,,,1952,ostrand_erik_leonard_fa557f
ea_2077_64199_1_1952,Talman Jmtii,1879,,,,1952,jmtii_talman_c7016d
ea_2077_64199_1_1952,Gottfrid Fröderberg,1887,,,,1952,froderberg_gottfrid_441ed3
ea_2077_64199_1_1952,Re- Sektionschef,1886,,,,1952,sektionschef_re-_0a7998
ea_2077_64199_1_1952,Per Persson,1884,,,,1952,persson_per_750a2b
ea_2077_64199_1_1952,Per Leander Orgård,1889,,,,1952,orgard_per_leander_fcebb1
ea_2077_64199_1_1952,Per Sigurd Lindholm,1904,,,,1952,lindholm_per_sigurd_588928
ea_2077_64199_1_1952,Edith Virginia Liljedahl,1901,,,,1952,liljedahl_edith_virginia_19a2c9
ea_2077_64199_1_1952,Hildur Kristina Nygren,1896,,,,1952,nygren_hildur_kristina_a018a0
ea_2077_64199_1_1952,Gerda Maria Nilsson,1914,,Västernorrlands län,,1952,nilsson_gerda_maria_fd0991
ea_2077_64199_1_1952,Lars Johan Jonsson,1892,,,,1952,jonsson_lars_johan_02fc0f
ea_2077_64199_1_1952,Gunnar Hedlund,1900,,,,1952,hedlund_gunnar_1a516a
ea_2077_64199_1_1952,Karl Johan Bertil Andersson,1894,,,,1952,andersson_karl_johan_bertil_cafc35
ea_2077_64199_1_1952,Alf Emanuel Andersson,1899,,,,1952,andersson_alf_emanuel_487d44
ea_2077_64199_1_1952,Erik Oscar Andersson,1903,,,,1952,andersson_erik_oscar_b2608e
ea_2077_64199_1_1952,Ombudsman Harald,1902,,,,1952,harald_ombudsman_834426
ea_2077_64199_1_1952,Ruth Hellström,1903,,,,1952,hellstrom_ruth_d278ec
ea_2077_64199_1_1952,John Richard Anderson,1902,,Jämtlands län,,1952,anderson_john_richard_fd0e92
ea_2077_64199_1_1952,Verner Vilhelm Hedlund,1883,,,,1952,hedlund_verner_vilhelm_db0770
ea_2077_64199_1_1952,Olof Algot Gunnarsson,1888,,,,1952,gunnarsson_olof_algot_72d332
ea_2077_64199_1_1952,Jonas Sigfrid Jonsson,1910,,,,1952,jonsson_jonas_sigfrid_bd44cc
ea_2077_64199_1_1952,Nils Otto Jönsson,1893,,,,1952,jonsson_nils_otto_084bd6
ea_2077_64199_1_1952,Helge Börge Lindström,1901,,,,1952,lindstrom_helge_borge_7c3fbc
ea_2077_64199_1_1952,Gösta Teodor Skoglund,1903,,,,1952,skoglund_gosta_teodor_6610d1
ea_2077_64199_1_1952,Ragnhild Maria Andrea Sandström,1901,,,,1952,sandstrom_ragnhild_maria_andrea_ebcdf3
ea_2077_64199_1_1952,Ernst Oskar Åkerström,1896,,,,1952,akerstrom_ernst_oskar_2b7377
ea_2077_64199_1_1952,Johan Helmer Johansson,1895,,,,1952,johansson_johan_helmer_91b888
ea_2077_64199_1_1952,Uddo Rudolv Jacobson,1886,,,,1952,jacobson_uddo_rudolv_8ead35
ea_2077_64199_1_1952,Carl Östlund,1894,,,,1952,ostlund_carl_83b585
ea_2077_64199_1_1952,Johan Magnus Nilsson,1891,,,,1952,nilsson_johan_magnus_3bfac4
ea_2077_64199_1_1952,Gustaf Henning Gustafsson,1900,,Norrbottens län,,1952,gustafsson_gustaf_henning_a3e3ab
ea_2077_64199_1_1952,Bror Ivar Jansson,1894,,,,1952,jansson_bror_ivar_a2de78
ea_2077_64199_1_1952,John Gotthard Löfroth,1896,,,,1952,lofroth_john_gotthard_00f8d4
ea_2077_64199_1_1952,Hildur Kristina Ericsson,1892,,,,1952,ericsson_hildur_kristina_df4a9d
ea_2077_64199_1_1952,Karl Hilding Hagberg,1899,,,,1952,hagberg_karl_hilding_e092bd
ea_2077_64199_1_1952,Johan Olof Gavelin,1888,,,,1952,gavelin_johan_olof_5abdbf
ea_2077_64199_1_1952,Märta Kristina Boman,1902,,,,1952,boman_marta_kristina_f48741
ea_2077_64199_1_1952,Olof Walfrid Wiklund,1902,,,,1952,wiklund_olof_walfrid_cd6d0d
ea_2077_64199_1_1952,Jonas Helmer Holmberg,1901,,,,1952,holmberg_jonas_helmer_79220b
ea_2077_64200_1_1943,Knut Gerhard Ewerlöf,1890,,,,1943,ewerlof_knut_gerhard_ff5e28
ea_2077_64200_1_1943,Johannes Natanael Gärde,1880,,,,1943,garde_johannes_natanael_ea8993
ea_2077_64200_1_1943,Georg Branting,1887,,,,1943,branting_georg_267fe3
ea_2077_64200_1_1943,Axel Wilhelm Strand,1893,,,,1943,strand_axel_wilhelm_6a588a
ea_2077_64200_1_1943,Harald Nordenson,1886,,,,1943,nordenson_harald_27992e
ea_2077_64200_1_1943,Bertil Gotthard Ohlin,1899,,,,1943,ohlin_bertil_gotthard_d8ac47
ea_2077_64200_1_1943,Karl Gustaf Armand Sandström,1895,,,,1943,sandstrom_karl_gustaf_armand_86bfef
ea_2077_64200_1_1943,Axel Löfgren,1880,,,,1943,lofgren_axel_737760
ea_2077_64200_1_1943,Erik Gösta Herman Siljeström,1887,,,,1943,siljestrom_erik_gosta_herman_81bb06
ea_2077_64200_1_1943,Helge Ivar Ragnar Helgesson,1892,,,,1943,helgesson_helge_ivar_ragnar_99a5a3
ea_2077_64200_1_1943,Erik Olof Wiklund,1885,,Stockholms län och Uppsala län,,1943,wiklund_erik_olof_012f53
ea_2077_64200_1_1943,Fritz Gustav Möller,1884,,,,1943,moller_fritz_gustav_467668
ea_2077_64200_1_1943,Johannes Albert Forslund,1881,,,,1943,forslund_johannes_albert_5970dd
ea_2077_64200_1_1943,Carl Sigvard Beck-Friis,1886,,,,1943,beck-friis_carl_sigvard_a94ecc
ea_2077_64200_1_1943,Carl Primus Wahlmark,1883,,,,1943,wahlmark_carl_primus_0d8a5a
ea_2077_64200_1_1943,Gustaf Wilhelm Källman,1877,,,,1943,kallman_gustaf_wilhelm_613bfa
ea_2077_64200_1_1943,Laur Franzon,1890,,,,1943,franzon_laur_dc7334
ea_2077_64200_1_1943,Nils Herlitz,1888,,,,1943,herlitz_nils_383a1d
ea_2077_64200_1_1943,Viktor Gunnar Lodenius,1892,,,,1943,lodenius_viktor_gunnar_690a73
ea_2077_64200_1_1943,Penningby Hammarby,1878,,Södermanlands län och Västmanlands län,,1943,hammarby_penningby_26b79f
ea_2077_64200_1_1943,Anders Johan Bärg,1870,,,,1943,barg_anders_johan_9fe7f3
ea_2077_64200_1_1943,David Norman,1887,,,,1943,norman_david_b4ff76
ea_2077_64200_1_1943,Karl Erik Hjalmar Heland,1894,,,,1943,heland_karl_erik_hjalmar_b6c186
ea_2077_64200_1_1943,Carl Herman Dahlström,1877,,,,1943,dahlstrom_carl_herman_b1a5fa
ea_2077_64200_1_1943,Gustaf Iwar Andersson,1883,,,,1943,andersson_gustaf_iwar_6667ea
ea_2077_64200_1_1943,Carl Gustaf Ludvig Tamm,1876,,,,1943,tamm_carl_gustaf_ludvig_8ad833
ea_2077_64200_1_1943,Johan Anton Eklund,1883,,,,1943,eklund_johan_anton_2333ef
ea_2077_64200_1_1943,Gustaf Ragnar Fahlander,1892,,,,1943,fahlander_gustaf_ragnar_e3e1e6
ea_2077_64200_1_1943,Thorwald Erik Natanael Bergquist,1899,,Östergötlands län,,1943,bergquist_thorwald_erik_natanael_5e3b20
ea_2077_64200_1_1943,Oscar Ulrik Bernhardin Olsson,1877,,,,1943,olsson_oscar_ulrik_bernhardin_d33896
ea_2077_64200_1_1943,Israel Christian Gustaf Lagerfelt,1874,,,,1943,lagerfelt_israel_christian_gustaf_58f8b1
ea_2077_64200_1_1943,Oscar Gottfrid Karlsson,1882,,,,1943,karlsson_oscar_gottfrid_d03710
ea_2077_64200_1_1943,Frans Oscar Ericson,1879,,,,1943,ericson_frans_oscar_56262f
ea_2077_64200_1_1943,Karl Gustaf Westman,1876,,,,1943,westman_karl_gustaf_94c3dc
ea_2077_64200_1_1943,Axel Ivar Anderson,1891,,,,1943,anderson_axel_ivar_6723e8
ea_2077_64200_1_1943,Bengt Folke Elmgren,1901,,Jönköpings län,,1943,elmgren_bengt_folke_615d28
ea_2077_64200_1_1943,Ivan Hjalmar Emanuel Pauli,1885,,,,1943,pauli_ivan_hjalmar_emanuel_2fdb2a
ea_2077_64200_1_1943,Allan Fredrik Adolf Holstenson,1878,,,,1943,holstenson_allan_fredrik_adolf_d9c8d1
ea_2077_64200_1_1943,Eskil Axel Albert Albertsson,1880,,,,1943,albertsson_eskil_axel_albert_0f6910
ea_2077_64200_1_1943,Gustaf Emanuel Heiman,1892,,,,1943,heiman_gustaf_emanuel_01bc1a
ea_2077_64200_1_1943,Per Bernhard Nilsson,1874,,,,1943,nilsson_per_bernhard_eaeea0
ea_2077_64200_1_1943,John Malkolm Valfrid Sandberg,1887,,Kronobergs län och Hallands län,,1943,sandberg_john_malkolm_valfrid_00eaa3
ea_2077_64200_1_1943,Anders Andersson,1871,,,,1943,andersson_anders_57bbdd
ea_2077_64200_1_1943,Paul Werner Andersson,1887,,,,1943,andersson_paul_werner_28feda
ea_2077_64200_1_1943,Johan Bernhard Johansson,1877,,,,1943,johansson_johan_bernhard_d18a7e
ea_2077_64200_1_1943,Sven Bernhard Larsson,1881,,,,1943,larsson_sven_bernhard_3db86d
ea_2077_64200_1_1943,Vilmar Severin Ljungdahl,1892,,,,1943,ljungdahl_vilmar_severin_355f43
ea_2077_64200_1_1943,Axel Gjöres,1889,,,,1943,gjores_axel_a18916
ea_2077_64200_1_1943,Carl Ivar Ekströmer,1880,,,,1943,ekstromer_carl_ivar_6b0dd8
ea_2077_64200_1_1943,Carl Petrus Valdemar Gränebo,1881,,,,1943,granebo_carl_petrus_valdemar_a1491b
ea_2077_64200_1_1943,Ruben Wagnsson,1891,,,,1943,wagnsson_ruben_d71b4c
ea_2077_64200_1_1943,Axel Fredrik Mannerskantz,1897,,,,1943,mannerskantz_axel_fredrik_2eb5d3
ea_2077_64200_1_1943,Lars Gunnar Bodin,1872,,,,1943,bodin_lars_gunnar_a016ac
ea_2077_64200_1_1943,Karl Ernst Magnusson,1873,,,,1943,magnusson_karl_ernst_a24efb
ea_2077_64200_1_1943,Gustaf Arthur Heiding,1883,,,,1943,heiding_gustaf_arthur_891a0e
ea_2077_64200_1_1943,Carl Gustaf Sundberg,1884,,Blekinge län och Kristianstads län,,1943,sundberg_carl_gustaf_318879
ea_2077_64200_1_1943,Fredrik William Linder,1876,,,,1943,linder_fredrik_william_87c609
ea_2077_64200_1_1943,Robert Vilhelm Färdinand Berg,1877,,,,1943,berg_robert_vilhelm_fardinand_5a20db
ea_2077_64200_1_1943,Arvid Louis Gerard Geer,1884,,,,1943,geer_arvid_louis_gerard_aefd9f
ea_2077_64200_1_1943,Johan Nilsson,1874,,,,1943,nilsson_johan_a60f4e
ea_2077_64200_1_1943,Jacob Hansson,1878,,,,1943,hansson_jacob_844dd4
ea_2077_64200_1_1943,Gustaf Sanfrid Elofsson,1897,,,,1943,elofsson_gustaf_sanfrid_6381c1
ea_2077_64200_1_1943,Nils Johan Elowsson,1890,,,,1943,elowsson_nils_johan_230e73
ea_2077_64200_1_1943,Emil Petersson,1880,,,,1943,petersson_emil_a75cd6
ea_2077_64200_1_1943,Helmer Laurentius Wikström,1898,,Malmöhus län,,1943,wikstrom_helmer_laurentius_f8bc2d
ea_2077_64200_1_1943,Eilif Christian Sylwan,1884,,,,1943,sylwan_eilif_christian_91b4f6
ea_2077_64200_1_1943,Axel Löfvander,1880,,,,1943,lofvander_axel_a0868c
ea_2077_64200_1_1943,Alfred Andersson,1886,,,,1943,andersson_alfred_bc0ebb
ea_2077_64200_1_1943,Edwin Bernhard Berling,1881,,,,1943,berling_edwin_bernhard_c3ce28
ea_2077_64200_1_1943,Hugo Rudolf Anderberg,1892,,,,1943,anderberg_hugo_rudolf_9a453d
ea_2077_64200_1_1943,Carl Herman Ericsson,1891,,,,1943,ericsson_carl_herman_66085a
ea_2077_64200_1_1943,Axel Leander,1888,,,,1943,leander_axel_55c6f6
ea_2077_64200_1_1943,Axel Bernhard Roos,1886,,,,1943,roos_axel_bernhard_b74930
ea_2077_64200_1_1943,Ivar Persson,1901,,,,1943,persson_ivar_49301a
ea_2077_64200_1_1943,Lennart Bondeson,1881,,,,1943,bondeson_lennart_93ee77
ea_2077_64200_1_1943,Emil Ahlkvist,1899,,,,1943,ahlkvist_emil_1bf7e6
ea_2077_64200_1_1943,Karl Alfred Rickard Lindström,1894,,,,1943,lindstrom_karl_alfred_rickard_eb5c68
ea_2077_64200_1_1943,Hakon Lauritz Edgar Sjödahl,1887,,,,1943,sjodahl_hakon_lauritz_edgar_2456e6
ea_2077_64200_1_1943,Henry Bernhard Johansson,1889,,,,1943,johansson_henry_bernhard_6eddf3
ea_2077_64200_1_1943,Carl Eric Ericsson,1882,,,,1943,ericsson_carl_eric_557fb8
ea_2077_64200_1_1943,Knut Zakarias Petersson,1892,,,,1943,petersson_knut_zakarias_46b3b9
ea_2077_64200_1_1943,Anna Maria Sjöström-Bengtsson,1889,,Göteborgs och Bohus län,,1943,sjostrom-bengtsson_anna_maria_268bd1
ea_2077_64200_1_1943,Karl Herman Andersson,1889,,,,1943,andersson_karl_herman_0ee916
ea_2077_64200_1_1943,Frans Einar Hansson,1890,,,,1943,hansson_frans_einar_2d1cd1
ea_2077_64200_1_1943,Karl Gustaf Karlsson,1889,,,,1943,karlsson_karl_gustaf_c4b49e
ea_2077_64200_1_1943,Oscar Emanuel Mattsson,1896,,,,1943,mattsson_oscar_emanuel_d856cb
ea_2077_64200_1_1943,John Aron Gustavson,1890,,,,1943,gustavson_john_aron_11cd67
ea_2077_64200_1_1943,Johan Edvard Björnsson,1878,,,,1943,bjornsson_johan_edvard_18d580
ea_2077_64200_1_1943,Johan Friggeråker,1872,,,,1943,friggeraker_johan_72ff33
ea_2077_64200_1_1943,Karl Johan Sandegård,1880,,,,1943,sandegard_karl_johan_b8e0d1
ea_2077_64200_1_1943,John Teodor Björck,1881,,,,1943,bjorck_john_teodor_c93c57
ea_2077_64200_1_1943,Karl Johan Olsson,1893,,,,1943,olsson_karl_johan_942eee
ea_2077_64200_1_1943,Bror Adam Nilsson,1888,,,,1943,nilsson_bror_adam_5ad6a4
ea_2077_64200_1_1943,Johan Lennart Johansson,1884,,,,1943,johansson_johan_lennart_aa2c80
ea_2077_64200_1_1943,Torsten Emanuel Ström,1885,,,,1943,strom_torsten_emanuel_e58990
ea_2077_64200_1_1943,Ernst Wilhelm Eskhult,1880,,,,1943,eskhult_ernst_wilhelm_e172bf
ea_2077_64200_1_1943,Johan Fritiof Domö,1889,,,,1943,domo_johan_fritiof_adca66
ea_2077_64200_1_1943,Helge Karl Vilhelm Bäcklund,1880,,,,1943,backlund_helge_karl_vilhelm_66dd27
ea_2077_64200_1_1943,Erik Wiktor Egnell,1872,,,,1943,egnell_erik_wiktor_309812
ea_2077_64200_1_1943,Karl Emil Johanson,1876,,,,1943,johanson_karl_emil_6cf230
ea_2077_64200_1_1943,Univ Östen,1886,,,,1943,osten_univ_bfb14a
ea_2077_64200_1_1943,Karl Johan Daniel Schlyter,1879,,,,1943,schlyter_karl_johan_daniel_1dc1a1
ea_2077_64200_1_1943,Per Gustaf Björkman,1881,,,,1943,bjorkman_per_gustaf_60971f
ea_2077_64200_1_1943,Åke Ernst Vilhelm Holmbäck,1889,,,,1943,holmback_ake_ernst_vilhelm_65fe60
ea_2077_64200_1_1943,Johannes Pettersson,1882,,Örebro län,,1943,pettersson_johannes_aff246
ea_2077_64200_1_1943,Olof Harald Åkerberg,1883,,,,1943,akerberg_olof_harald_bba636
ea_2077_64200_1_1943,Johan Fritjof Ekman,1888,,,,1943,ekman_johan_fritjof_ac22a9
ea_2077_64200_1_1943,Robert Fabian Krägel,1886,,,,1943,kragel_robert_fabian_446a69
ea_2077_64200_1_1943,Direktör Leonard,1875,,,,1943,leonard_direktor_aae659
ea_2077_64200_1_1943,Johan Eric Ericson,1888,,Kopparbergs län,,1943,ericson_johan_eric_bd6bd3
ea_2077_64200_1_1943,Knut Ejnar Lindbärg,1890,,,,1943,lindbarg_knut_ejnar_cc2c44
ea_2077_64200_1_1943,Anders Sundvik,1888,,,,1943,sundvik_anders_c0e42d
ea_2077_64200_1_1943,William Patrik Nisser,1882,,,,1943,nisser_william_patrik_329c73
ea_2077_64200_1_1943,Sven Birger Boman,1895,,,,1943,boman_sven_birger_efdc89
ea_2077_64200_1_1943,Erik Gottfrid Christian Brandt,1884,,,,1943,brandt_erik_gottfrid_christian_dc181a
ea_2077_64200_1_1943,Erik August Lindblom,1888,,Gävleborgs län,,1943,lindblom_erik_august_da11ca
ea_2077_64200_1_1943,Rickard Johannes Sandler,1884,,,,1943,sandler_rickard_johannes_44339a
ea_2077_64200_1_1943,Per Andersson,1876,,,,1943,andersson_per_3dfdcd
ea_2077_64200_1_1943,Carl Edmund Eriksson,1881,,,,1943,eriksson_carl_edmund_46178c
ea_2077_64200_1_1943,Nils Holmström,1884,,,,1943,holmstrom_nils_164fad
ea_2077_64200_1_1943,Per Granath,1882,,,,1943,granath_per_ce2335
ea_2077_64200_1_1943,Hemming Sten,1895,,,,1943,sten_hemming_2d6ae9
ea_2077_64200_1_1943,John Elon Andersson,1891,,Västernorrlands län och Jämtlands län,,1943,andersson_john_elon_a3ea72
ea_2077_64200_1_1943,Jonas Arthur Engberg,1888,,,,1943,engberg_jonas_arthur_e48661
ea_2077_64200_1_1943,Nils Olsson,1873,,,,1943,olsson_nils_74a300
ea_2077_64200_1_1943,Jonas Ludvig Verner Söderkvist,1885,,,,1943,soderkvist_jonas_ludvig_verner_607263
ea_2077_64200_1_1943,Emil Erhard Näsström,1900,,,,1943,nasstrom_emil_erhard_92ffbc
ea_2077_64200_1_1943,Carl Gustaf Velander,1884,,,,1943,velander_carl_gustaf_778bb0
ea_2077_64200_1_1943,Olof Leonard Tjällgren,1878,,,,1943,tjallgren_olof_leonard_9e38ab
ea_2077_64200_1_1943,Anselm Konrad Gillström,1899,,,,1943,gillstrom_anselm_konrad_b80574
ea_2077_64200_1_1943,Axel Samuel Emanuel Larsson,1883,,,,1943,larsson_axel_samuel_emanuel_3c88f6
ea_2077_64200_1_1943,Sven Edin,1891,,,,1943,edin_sven_d3fffc
ea_2077_64200_1_1943,Per Olof Olofsson,1889,,,,1943,olofsson_per_olof_55f702
ea_2077_64200_1_1943,Nils Gabriel Gabrielsson,1876,,,,1943,gabrielsson_nils_gabriel_6a2ad6
ea_2077_64200_1_1943,Johan Magnus Bäckström,1876,,,,1943,backstrom_johan_magnus_36bd28
ea_2077_64200_1_1943,Karl August Johanson,1881,,,,1943,johanson_karl_august_daf949
ea_2077_64200_1_1943,Carl Fredrik Carlström,1882,,,,1943,carlstrom_carl_fredrik_082461
ea_2077_64200_1_1943,Gustaf Torsten Caap,1896,,,,1943,caap_gustaf_torsten_a3f626
ea_2077_64200_1_1943,Arthur Lage Svedberg,1901,,,,1943,svedberg_arthur_lage_47feea
ea_2077_64200_1_1943,Per Johan Näslund,1886,,,,1943,naslund_per_johan_3bc70d
ea_2077_64200_1_1943,Sven Harald Linderot,1889,,,,1943,linderot_sven_harald_28681d
ea_2077_64200_1_1943,Sven Villiam Hansson,1898,,,,1943,hansson_sven_villiam_ee130c
ea_2077_64200_1_1943,Ernst August Hage,1876,,,,1943,hage_ernst_august_5151a6
ea_2077_64200_1_1943,Gösta Adolfsson Bagge,1882,,,,1943,bagge_gosta_adolfsson_cb9c61
ea_2077_64200_1_1943,Ernst Gustaf Eug Eriksson,1881,,,,1943,eriksson_ernst_gustaf_eug_09c370
ea_2077_64200_1_1943,John Helmer Bergvall,1892,,,,1943,bergvall_john_helmer_63abdf
ea_2077_64200_1_1943,Frans Ferdinand Severin,1889,,,,1943,severin_frans_ferdinand_257338
ea_2077_64200_1_1943,Carl Sigvard Cruse,1891,,,,1943,cruse_carl_sigvard_61edf9
ea_2077_64200_1_1943,Otto Samuel Holmdahl,1881,,,,1943,holmdahl_otto_samuel_fec971
ea_2077_64200_1_1943,Förbundsordf Ögren,1891,,,,1943,ogren_forbundsordf_8da873
ea_2077_64200_1_1943,Ebon Maria Isabella Andersson,1896,,,,1943,andersson_ebon_maria_isabella_19de8f
ea_2077_64200_1_1943,Carl August Emanuel Lindberg,1891,,,,1943,lindberg_carl_august_emanuel_22a0f0
ea_2077_64200_1_1943,Kerstin Hesselgren,1872,,,,1943,hesselgren_kerstin_127ed1
ea_2077_64200_1_1943,Harald Torsten Leonard Nilsson,1905,,,,1943,nilsson_harald_torsten_leonard_4a75d1
ea_2077_64200_1_1943,Set Erik Persson,1897,,,,1943,persson_set_erik_2e2d80
