name,party,district,chamber,start,end,occupation,gender,id,party_abbrev,twittername
Erik Alexandersson,Folkpartiet Liberalerna,Stockholms och Uppsala län,Första kammaren,1966,1972,,man,erik_alexandersson_26733d,L,
Erik Boheman,Folkpartiet Liberalerna,Göteborgs stad,Första kammaren,1966,1972,,man,erik_boheman_b2f5cd,L,
Erik Carlsson,Högerpartiet,Älvsborgs län,Första kammaren,1966,1972,,man,erik_carlsson_bec0ea,M,
Erik Jansson,Socialdemokraterna,Stockholms och Uppsala län,Första kammaren,1966,1972,,man,erik_jansson_814135,S,
Erik Norberg,Socialdemokraterna,Västernorrlands och Jämtlands län,Första kammaren,1966,1972,,man,erik_norberg_161632,S,
Erik Olsson,Socialdemokraterna,Västernorrlands och Jämtlands län,Första kammaren,1966,1972,,man,erik_olsson_2a3e01,S,
Erik Svedberg,Socialdemokraterna,Gävleborgs län,Första kammaren,1966,1972,,man,erik_svedberg_ebd0d9,S,
Erik Svensson,Socialdemokraterna,Södermlands och Västmanlands län,Första kammaren,1966,1972,,man,erik_svensson_919c49,S,
Erik Wärnberg,Socialdemokraterna,Östergötlands län med Norrköpings stad,Första kammaren,1966,1972,,man,erik_warnberg_f4f34f,S,
Ernst Olsson,Folkpartiet Liberalerna,Blekinge och Kristianstads län,Första kammaren,1966,1972,,man,ernst_olsson_7f8805,L,
Eskil Tistad,Folkpartiet Liberalerna,Göteborgs och Bohus län,Första kammaren,1966,1972,,man,eskil_tistad_188e55,L,
Ferdinand Nilsson,Centerpartiet,Stockholms och Uppsala län,Första kammaren,1966,1972,,man,ferdinand_nilsson_0da05e,C,
Fridolf Wirmark,Socialdemokraterna,Örebro län,Första kammaren,1966,1972,,man,fridolf_wirmark_be12cc,S,
Fritz Persson,Socialdemokraterna,Kronobergs och Hallands län,Första kammaren,1966,1972,,man,fritz_persson_702b95,S,
Georg Pettersson,Socialdemokraterna,Kalmar och Gotlands län,Första kammaren,1966,1972,,man,georg_pettersson_50cdc4,S,
Georg Pettersson,Centerpartiet,Örebro län,Första kammaren,1966,1972,,man,georg_pettersson_d112ab,C,
Gillis Augustsson,Socialdemokraterna,Östergötlands län med Norrköpings stad,Första kammaren,1966,1972,,man,gillis_augustsson_faff05,S,
Grethe Lundblad,Socialdemokraterna,Malmöhus län med Malmö stad,Första kammaren,1966,1972,,woman,grethe_lundblad_3ff76e,S,
Gudmund Ernulf,Folkpartiet Liberalerna,Göteborgs stad,Första kammaren,1966,1972,,man,gudmund_ernulf_024ccb,L,
Gunnar Edström,Folkpartiet Liberalerna,Malmöhus län med Malmö stad,Första kammaren,1966,1972,,man,gunnar_edstrom_8e9bd0,L,
Gunnar Hübinette,Högerpartiet,Stockholms och Uppsala län,Första kammaren,1966,1972,,man,gunnar_hubinette_3da64b,M,
Gunnar Lange,Socialdemokraterna,Malmöhus län med Malmö stad,Första kammaren,1966,1972,,man,gunnar_lange_eea0ca,S,
Gunnar Rönnberg,Socialdemokraterna,Västerbottens och Norrbottens län,Första kammaren,1966,1972,,man,gunnar_ronnberg_8eff93,S,
Gunnar Skagerlund,Folkpartiet Liberalerna,Örebro län,Första kammaren,1966,1972,,man,gunnar_skagerlund_492374,L,
Gunnar Sträng,Socialdemokraterna,Älvsborgs län,Första kammaren,1966,1972,,man,gunnar_strang_0b12cd,S,
Gunnar Wallmark,Högerpartiet,Stockholms och Uppsala län,Första kammaren,1966,1972,,man,gunnar_wallmark_796c70,M,
Gunvor Stenberg,Högerpartiet,Västerbottens och Norrbottens län,Första kammaren,1966,1972,,woman,gunvor_stenberg_0f0d35,M,
Göran Karlsson,Socialdemokraterna,Jönköpings län,Första kammaren,1966,1972,,man,goran_karlsson_840745,S,
Gösta Jacobsson,Högerpartiet,Malmöhus län med Malmö stad,Första kammaren,1966,1972,,man,gosta_jacobsson_4407ce,M,
Harald Pettersson,Centerpartiet,Skaraborgs län,Första kammaren,1966,1972,,man,harald_pettersson_5cf3af,C,
Helge Berglund,Socialdemokraterna,Stockholms stad,Första kammaren,1966,1972,,man,helge_berglund_e29287,S,
Helge Karlsson,Socialdemokraterna,Blekinge och Kristianstads län,Första kammaren,1966,1972,,man,helge_karlsson_5e9d6f,S,
Helge Ottosson,Högerpartiet,Jönköpings län,Första kammaren,1966,1972,,man,helge_ottosson_997de5,M,
Henrik Åkerlund,Högerpartiet,Stockholms och Uppsala län,Första kammaren,1966,1972,,man,henrik_akerlund_72c3c2,M,
Herbert Hermansson,Centerpartiet,Göteborgs och Bohus län,Första kammaren,1966,1972,,man,herbert_hermansson_b01785,C,
Herbert Larsson,Socialdemokraterna,Älvsborgs län,Första kammaren,1966,1972,,man,herbert_larsson_beb6ad,S,
Herman Kling,Socialdemokraterna,Gävleborgs län,Första kammaren,1966,1972,,man,herman_kling_40e96d,S,
Ingrid Diesen,Högerpartiet,Stockholms stad,Första kammaren,1966,1972,,woman,ingrid_diesen_b4e23d,M,
Ingrid Segerstedt-Wiberg,Folkpartiet Liberalerna,Göteborgs stad,Första kammaren,1966,1972,,woman,ingrid_segerstedt-wiberg_f84d6d,L,
Ivan Svanström,Centerpartiet,Kalmar och Gotlands län,Första kammaren,1966,1972,,man,ivan_svanstrom_440016,C,
Ivar Andersson,Socialdemokraterna,Kopparbergs län,Första kammaren,1966,1972,,man,ivar_andersson_2de252,S,
Ivar Högström,Socialdemokraterna,Västernorrlands och Jämtlands län,Första kammaren,1966,1972,,man,ivar_hogstrom_5de4b5,S,
Ivar Johansson,Centerpartiet,Östergötlands län med Norrköpings stad,Första kammaren,1966,1972,,man,ivar_johansson_d3f488,C,
Ivar Virgin,Högerpartiet,Skaraborgs län,Första kammaren,1966,1972,,man,ivar_virgin_63bde6,M,
Joel Sörenson,Folkpartiet Liberalerna,Stockholms stad,Första kammaren,1966,1972,,man,joel_sorenson_ae9c7a,L,
Johan A. Olsson,Centerpartiet,Gävleborgs län,Första kammaren,1966,1972,,man,johan_a_olsson_ed63bd,C,
John Ericsson,Socialdemokraterna,Älvsborgs län,Första kammaren,1966,1972,,man,john_ericsson_507950,S,
John-Arvid Arvidson,Högerpartiet,Malmöhus län med Malmö stad,Första kammaren,1966,1972,,man,john-arvid_arvidson_56399c,M,
Kaj Björk,Socialdemokraterna,Göteborgs stad,Första kammaren,1966,1972,,man,kaj_bjork_0cadca,S,
Kaj Lokander,Socialdemokraterna,Värmlands län,Första kammaren,1966,1972,,man,kaj_lokander_cdc0da,S,
Karl Kilsmo,Folkpartiet Liberalerna,Södermlands och Västmanlands län,Första kammaren,1966,1972,,man,karl_kilsmo_be8583,L,
Karl Pettersson,Socialdemokraterna,Örebro län,Första kammaren,1966,1972,,man,karl_pettersson_c94372,S,
Knut Johansson,Socialdemokraterna,Stockholms stad,Första kammaren,1966,1972,,man,knut_johansson_db5247,S,
Krister Wickman,Socialdemokraterna,Kronobergs och Hallands län,Första kammaren,1966,1972,,man,krister_wickman_a91b52,S,
Lage Svedberg,Socialdemokraterna,Västerbottens och Norrbottens län,Första kammaren,1966,1972,,man,lage_svedberg_4d5ac0,S,
Lars Larsson,Socialdemokraterna,Östergötlands län med Norrköpings stad,Första kammaren,1966,1972,,man,lars_larsson_4df5d0,S,
Lars Schött,Högerpartiet,Kalmar och Gotlands län,Första kammaren,1966,1972,,man,lars_schott_46800b,M,
Lars Werner,Vänsterpartiet kommunisterna,Stockholms stad,Första kammaren,1966,1972,,man,lars_werner_bbd43f,V,
Lennart Blom,Folkpartiet Liberalerna,Skaraborgs län,Första kammaren,1966,1972,,man,lennart_blom_777d81,L,
Lennart Geijer,Socialdemokraterna,Stockholms stad,Första kammaren,1966,1972,,man,lennart_geijer_794972,S,
Lennart Wanhainen,Socialdemokraterna,Västerbottens och Norrbottens län,Första kammaren,1966,1972,,man,lennart_wanhainen_1ebfbe,S,
Lilly Ohlsson,Socialdemokraterna,Malmöhus län med Malmö stad,Första kammaren,1966,1972,,woman,lilly_ohlsson_55dc5a,S,
Lisa Mattsson,Socialdemokraterna,Göteborgs stad,Första kammaren,1966,1972,,woman,lisa_mattsson_077761,S,
Maj-Lis Landberg,Socialdemokraterna,Östergötlands län med Norrköpings stad,Första kammaren,1966,1972,,woman,maj-lis_landberg_70725d,S,
Manne Olsson,Socialdemokraterna,Stockholms och Uppsala län,Första kammaren,1966,1972,,man,manne_olsson_b63c2e,S,
Margit Lundblad,Socialdemokraterna,Malmöhus län med Malmö stad,Första kammaren,1966,1972,,woman,margit_lundblad_34cdc1,S,
Mary Hultell,Högerpartiet,Stockholms stad,Första kammaren,1966,1972,,woman,mary_hultell_b6a56f,M,
Nils Erik Wååg,Socialdemokraterna,Blekinge och Kristianstads län,Första kammaren,1966,1972,,man,nils_erik_waag_1b91aa,S,
Nils Hjort,Socialdemokraterna,Stockholms och Uppsala län,Första kammaren,1966,1972,,man,nils_hjort_940365,S,
Nils Magnusson,Socialdemokraterna,Göteborgs och Bohus län,Första kammaren,1966,1972,,man,nils_magnusson_ab7a6a,S,
Nils Nilsson,Centerpartiet,Kopparbergs län,Första kammaren,1966,1972,,man,nils_nilsson_cfe411,C,
Nils Ståhle,Socialdemokraterna,Södermlands och Västmanlands län,Första kammaren,1966,1972,,man,nils_stahle_1a903c,S,
Nils Theodor Larsson,Centerpartiet,Kalmar och Gotlands län,Första kammaren,1966,1972,,man,nils_theodor_larsson_55ebd3,C,
Nils-Eric Gustafsson,Centerpartiet,Västerbottens och Norrbottens län,Första kammaren,1966,1972,,man,nils-eric_gustafsson_d62afb,C,
Olle Dahlén,Folkpartiet Liberalerna,Stockholms stad,Första kammaren,1966,1972,,man,olle_dahlen_a73127,L,
Oscar Carlsson,Socialdemokraterna,Värmlands län,Första kammaren,1966,1972,,man,oscar_carlsson_a1c59c,S,
Otto Stadling,Socialdemokraterna,Västernorrlands och Jämtlands län,Första kammaren,1966,1972,,man,otto_stadling_4ba6f1,S,
Ove Karlsson,Socialdemokraterna,Kopparbergs län,Första kammaren,1966,1972,,man,ove_karlsson_af24a7,S,
Paul Brundin,Högerpartiet,Göteborgs stad,Första kammaren,1966,1972,,man,paul_brundin_6926d9,M,
Paul Jansson,Socialdemokraterna,Skaraborgs län,Första kammaren,1966,1972,,man,paul_jansson_05e534,S,
Per Blomquist,Högerpartiet,Malmöhus län med Malmö stad,Första kammaren,1966,1972,,man,per_blomquist_0d800c,M,
Per Hilding,Folkpartiet Liberalerna,Gävleborgs län,Första kammaren,1966,1972,,man,per_hilding_ac6936,L,
Per Jacobsson,Folkpartiet Liberalerna,Västerbottens och Norrbottens län,Första kammaren,1966,1972,,man,per_jacobsson_ec04b2,L,
Ragnar Sveningsson,Högerpartiet,Älvsborgs län,Första kammaren,1966,1972,,man,ragnar_sveningsson_25ec0b,M,
Rikard Svensson,Socialdemokraterna,Blekinge och Kristianstads län,Första kammaren,1966,1972,,man,rikard_svensson_eecb24,S,
Roland Lundberg,Högerpartiet,Malmöhus län med Malmö stad,Första kammaren,1966,1972,,man,roland_lundberg_a4aae1,M,
Rolf Kaijser,Högerpartiet,Värmlands län,Första kammaren,1966,1972,,man,rolf_kaijser_bb1c07,M,
Rolf Wirtén,Folkpartiet Liberalerna,Jönköpings län,Första kammaren,1966,1972,,man,rolf_wirten_baa2c0,L,
Rune Hedlund,Socialdemokraterna,Södermlands och Västmanlands län,Första kammaren,1966,1972,,man,rune_hedlund_95bc96,S,
Rune Jonsson,Socialdemokraterna,Västernorrlands och Jämtlands län,Första kammaren,1966,1972,,man,rune_jonsson_ead191,S,
Ruth Hamrin-Thorell,,Stockholms och Uppsala län,Första kammaren,1966,1972,,woman,ruth_hamrin-thorell_e751db,,
Sigurd Lundin,Socialdemokraterna,Gävleborgs län,Första kammaren,1966,1972,,man,sigurd_lundin_5f7e18,S,
Sten Andersson,Socialdemokraterna,Värmlands län,Första kammaren,1966,1972,,man,sten_andersson_0f0b0f,S,
Sten Åkesson,Folkpartiet Liberalerna,Blekinge och Kristianstads län,Första kammaren,1966,1972,,man,sten_akesson_0f09e3,L,
Stig Stefanson,Folkpartiet Liberalerna,Kopparbergs län,Första kammaren,1966,1972,,man,stig_stefanson_0a40a2,L,
Sture Palm,Socialdemokraterna,Stockholms och Uppsala län,Första kammaren,1966,1972,,man,sture_palm_e2ed78,S,
Svante Kristiansson,Socialdemokraterna,Blekinge och Kristianstads län,Första kammaren,1966,1972,,man,svante_kristiansson_a5b182,S,
Sven Andersson,Socialdemokraterna,Södermlands och Västmanlands län,Första kammaren,1966,1972,,man,sven_andersson_baa8e3,S,
Sven Aspling,Socialdemokraterna,Göteborgs stad,Första kammaren,1966,1972,,man,sven_aspling_7eedc9,S,
Sven Nyman,Folkpartiet Liberalerna,Södermlands och Västmanlands län,Första kammaren,1966,1972,,man,sven_nyman_601a0f,L,
Sven Sundin,Centerpartiet,Västernorrlands och Jämtlands län,Första kammaren,1966,1972,,man,sven_sundin_890677,C,
Sven-Otto Österdahl,Folkpartiet Liberalerna,Kalmar och Gotlands län,Första kammaren,1966,1972,,man,sven-otto_osterdahl_ea96fc,L,
Tage Johansson,Socialdemokraterna,Jönköpings län,Första kammaren,1966,1972,,man,tage_johansson_118c9f,S,
Tage Larfors,Socialdemokraterna,Södermlands och Västmanlands län,Första kammaren,1966,1972,,man,tage_larfors_0219f4,S,
Thore Sörlin,Socialdemokraterna,Västerbottens och Norrbottens län,Första kammaren,1966,1972,,man,thore_sorlin_2fa2db,S,
Thorle Nilsson,Socialdemokraterna,Jönköpings län,Första kammaren,1966,1972,,man,thorle_nilsson_d034f7,S,
Thorsten Larsson,Centerpartiet,Malmöhus län med Malmö stad,Första kammaren,1966,1972,,man,thorsten_larsson_cc4e6f,C,
Thure Dahlberg,Socialdemokraterna,Västerbottens och Norrbottens län,Första kammaren,1966,1972,,man,thure_dahlberg_63211b,S,
Torsten Andersson,Centerpartiet,Älvsborgs län,Första kammaren,1966,1972,,man,torsten_andersson_d61813,C,
Torsten Bengtsson,Centerpartiet,Jönköpings län,Första kammaren,1966,1972,,man,torsten_bengtsson_b4c08e,C,
Torsten Hansson,Socialdemokraterna,Göteborgs stad,Första kammaren,1966,1972,,man,torsten_hansson_bbb5f5,S,
Torsten Mattsson,Centerpartiet,Kronobergs och Hallands län,Första kammaren,1966,1972,,man,torsten_mattsson_ab995b,C,
Ulla Lindström,Socialdemokraterna,Stockholms stad,Första kammaren,1966,1972,,woman,ulla_lindstrom_401da9,S,
Uno Hedström,Socialdemokraterna,Västerbottens och Norrbottens län,Första kammaren,1966,1972,,man,uno_hedstrom_24f653,S,
Yngve Möller,Socialdemokraterna,Gävleborgs län,Första kammaren,1966,1972,,man,yngve_moller_d9dc9c,S,
Yngve Nilsson,Högerpartiet,Blekinge och Kristianstads län,Första kammaren,1966,1972,,man,yngve_nilsson_e94042,M,
Yngve Nyquist,Socialdemokraterna,Kopparbergs län,Första kammaren,1966,1972,,man,yngve_nyquist_02869a,S,
Yngve Persson,Socialdemokraterna,Stockholms stad,Första kammaren,1966,1972,,man,yngve_persson_146ef7,S,
Åke Larsson,Socialdemokraterna,Örebro län,Första kammaren,1966,1972,,man,ake_larsson_269af4,S,
Alf Wennerfors,Högerpartiet,Stockholms län,Andra kammaren,1969,1970,,man,alf_wennerfors_76e3d6,M,
Allan Åkerlind,Högerpartiet,Stockholms län,Andra kammaren,1969,1970,,man,allan_akerlind_cce59f,M,
Alvar Andersson (politiker),Centerpartiet,Hallands län,Andra kammaren,1969,1970,,man,alvar_andersson_politiker_0cf581,C,
Anders Björck,Högerpartiet,Jönköpings län,Andra kammaren,1969,1970,,man,anders_bjorck_fd7d39,M,
Anders Dahlgren,Centerpartiet,Kalmar län,Andra kammaren,1969,1970,,man,anders_dahlgren_9167d8,C,
Anders Haglund,Socialdemokraterna,Gävleborgs län,Andra kammaren,1969,1970,,man,anders_haglund_7b0f7c,S,
Anders Jonsson,Folkpartiet Liberalerna,Kopparbergs län,Andra kammaren,1969,1970,,man,anders_jonsson_37cabd,L,
Anita Gradin,Socialdemokraterna,Stockholms stad,Andra kammaren,1969,1970,,woman,anita_gradin_46f706,S,
Anna-Greta Skantz,Socialdemokraterna,"Malmö, Helsingborg, Landskrona och Lund",Andra kammaren,1969,1970,,woman,anna-greta_skantz_dee2cc,S,
Anna-Lisa Lewén-Eliasson,Socialdemokraterna,Stockholms län,Andra kammaren,1969,1970,,woman,anna-lisa_lewen-eliasson_01da98,S,
Anna-Lisa Nilsson,Centerpartiet,Kristianstads län,Andra kammaren,1969,1970,,woman,anna-lisa_nilsson_295725,C,
Arne Blomkvist,Socialdemokraterna,Skaraborgs län,Andra kammaren,1969,1970,,man,arne_blomkvist_97169e,S,
Arne Gadd,Socialdemokraterna,Uppsala län,Andra kammaren,1969,1970,,man,arne_gadd_70ade7,S,
Arne Magnusson,Centerpartiet,Jönköpings län,Andra kammaren,1969,1970,,man,arne_magnusson_78fb06,C,
Arne Nygren,Socialdemokraterna,Västerbottens län,Andra kammaren,1969,1970,,man,arne_nygren_93b5b5,S,
Arne Persson,Centerpartiet,Älvsborgs läns södra,Andra kammaren,1969,1970,,man,arne_persson_888a8c,C,
Arvid Enarsson,Högerpartiet,Älvsborgs läns norra,Andra kammaren,1969,1970,,man,arvid_enarsson_8d63ec,M,
Arvid Eskel,Socialdemokraterna,Värmlands län,Andra kammaren,1969,1970,,man,arvid_eskel_215d92,S,
Arvid Nilsson,Folkpartiet Liberalerna,Kristianstads län,Andra kammaren,1969,1970,,man,arvid_nilsson_fce09d,L,
Astrid Bergegren,Socialdemokraterna,Östergötlands län,Andra kammaren,1969,1970,,woman,astrid_bergegren_71766c,S,
Astrid Kristensson,Högerpartiet,Stockholms stad,Andra kammaren,1969,1970,,woman,astrid_kristensson_36a0bb,M,
Bengt Arweson,Socialdemokraterna,Gotlands län,Andra kammaren,1969,1970,,man,bengt_arweson_9c17a2,S,
Bengt Börjesson,Centerpartiet,Skaraborgs län,Andra kammaren,1969,1970,,man,bengt_borjesson_d56279,C,
Bengt Fagerlund,Socialdemokraterna,Kronobergs län,Andra kammaren,1969,1970,,man,bengt_fagerlund_da7395,S,
Bengt Sjönell,Centerpartiet,Stockholms stad,Andra kammaren,1969,1970,,man,bengt_sjonell_ad179f,C,
Bengt Wiklund,Socialdemokraterna,Västernorrlands län,Andra kammaren,1969,1970,,man,bengt_wiklund_401505,S,
Bengt-Olof Thylén,Högerpartiet,Göteborg,Andra kammaren,1969,1970,,man,bengt-olof_thylen_49d6ef,M,
Bernhard Sundelin,Socialdemokraterna,Västernorrlands län,Andra kammaren,1969,1970,,man,bernhard_sundelin_072371,S,
Bernt Ekvall,Socialdemokraterna,Älvsborgs läns södra,Andra kammaren,1969,1970,,man,bernt_ekvall_72f9eb,S,
Bernt Nilsson,Socialdemokraterna,Kalmar län,Andra kammaren,1969,1970,,man,bernt_nilsson_ddb5cd,S,
Bertil Johansson,Centerpartiet,Kronobergs län,Andra kammaren,1969,1970,,man,bertil_johansson_9d7c7f,C,
Bertil Jonasson,Centerpartiet,Värmlands län,Andra kammaren,1969,1970,,man,bertil_jonasson_c34163,C,
Bertil Ohlin,Folkpartiet Liberalerna,Stockholms stad,Andra kammaren,1969,1970,,man,bertil_ohlin_2f034a,L,
Bertil Zachrisson,Socialdemokraterna,Stockholms stad,Andra kammaren,1969,1970,,man,bertil_zachrisson_d04ca9,S,
Bertil von Friesen,Folkpartiet Liberalerna,Göteborg,Andra kammaren,1969,1970,,man,bertil_von_friesen_08c7b3,L,
Birger Nilsson,Socialdemokraterna,Jämtlands län,Andra kammaren,1969,1970,,man,birger_nilsson_6a41d5,S,
Birger Rosqvist,Socialdemokraterna,Kalmar län,Andra kammaren,1969,1970,,man,birger_rosqvist_003560,S,
Birgitta Dahl,Socialdemokraterna,Uppsala län,Andra kammaren,1969,1970,,woman,birgitta_dahl_33ac64,S,
Blenda Ljungberg,Högerpartiet,Uppsala län,Andra kammaren,1969,1970,,woman,blenda_ljungberg_7b6756,M,
Bo Martinsson,Socialdemokraterna,Västernorrlands län,Andra kammaren,1969,1970,,man,bo_martinsson_8c1944,S,
Britt Mogård,Högerpartiet,Stockholms län,Andra kammaren,1969,1970,,woman,britt_mogard_9a2c01,M,
Bror Nyström,Socialdemokraterna,Stockholms län,Andra kammaren,1969,1970,,man,bror_nystrom_00a7b3,S,
Börje Nilsson,Socialdemokraterna,Kristianstads län,Andra kammaren,1969,1970,,man,borje_nilsson_1ff42a,S,
C-H Hermansson,Vänsterpartiet kommunisterna,Stockholms stad,Andra kammaren,1969,1970,,man,c-h_hermansson_558693,V,
Carl Göran Regnéll,Högerpartiet,"Malmö, Helsingborg, Landskrona och Lund",Andra kammaren,1969,1970,,man,carl_goran_regnell_119603,M,
Carl-Eric Hedin,Högerpartiet,Södermanlands län,Andra kammaren,1969,1970,,man,carl-eric_hedin_f04c42,M,
Carl-Gustav Enskog,Folkpartiet Liberalerna,Västmanlands län,Andra kammaren,1969,1970,,man,carl-gustav_enskog_1e0497,L,
Carl-Wilhelm Lothigius,Högerpartiet,Jönköpings län,Andra kammaren,1969,1970,,man,carl-wilhelm_lothigius_d31f9c,M,
Cecilia Nettelbrandt,Folkpartiet Liberalerna,Stockholms län,Andra kammaren,1969,1970,,woman,cecilia_nettelbrandt_e3f1f1,L,
Claes Elmstedt,Högerpartiet,Blekinge län,Andra kammaren,1969,1970,,man,claes_elmstedt_3055f9,M,
Daniel Wiklund,Folkpartiet Liberalerna,Stockholms stad,Andra kammaren,1969,1970,,man,daniel_wiklund_be13c4,L,
Doris Håvik,Socialdemokraterna,Göteborg,Andra kammaren,1969,1970,,woman,doris_havik_10ae47,S,
Einar Henningsson,Socialdemokraterna,"Malmö, Helsingborg, Landskrona och Lund",Andra kammaren,1969,1970,,man,einar_henningsson_f5385a,S,
Einar Larsson,Centerpartiet,Kristianstads län,Andra kammaren,1969,1970,,man,einar_larsson_374977,C,
Eivor Marklund,Vänsterpartiet kommunisterna,Norrbottens län,Andra kammaren,1969,1970,,woman,eivor_marklund_803e31,V,
Elias Jönsson,Folkpartiet Liberalerna,Jämtlands län,Andra kammaren,1969,1970,,man,elias_jonsson_247284,L,
Elvira Holmberg,Socialdemokraterna,Västernorrlands län,Andra kammaren,1969,1970,,woman,elvira_holmberg_d3d384,S,
Eric Johanson,Socialdemokraterna,Kalmar län,Andra kammaren,1969,1970,,man,eric_johanson_20e36a,S,
Eric Jönsson,Socialdemokraterna,"Malmö, Helsingborg, Landskrona och Lund",Andra kammaren,1969,1970,,man,eric_jonsson_b52cce,S,
Eric Karlsson,Socialdemokraterna,Blekinge län,Andra kammaren,1969,1970,,man,eric_karlsson_f71251,S,
Eric Marcusson,Socialdemokraterna,Västmanlands län,Andra kammaren,1969,1970,,man,eric_marcusson_f17a8d,S,
Eric Nelander,Folkpartiet Liberalerna,Malmöhus län,Andra kammaren,1969,1970,,man,eric_nelander_4ebfcc,L,
Eric Svenning,Socialdemokraterna,"Malmö, Helsingborg, Landskrona och Lund",Andra kammaren,1969,1970,,man,eric_svenning_9cfafd,S,
Erik Adamsson,Socialdemokraterna,"Malmö, Helsingborg, Landskrona och Lund",Andra kammaren,1969,1970,,man,erik_adamsson_85942f,S,
Erik Brandt,Socialdemokraterna,Örebro län,Andra kammaren,1969,1970,,man,erik_brandt_a72995,S,
