pattern,txt,replacement,elem_id,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,i-661ee93bdabaef01,prot-200001--116
fcfff492e00727b6,Stockholm,Helsingfors,i-d2ad711c8570b370,prot-200001--116
fcfff492e00727b6,Stockholm,Helsingfors,i-6ca26221d5ec1c5a,prot-200001--116
fcfff492e00727b6,Stockholm,Helsingfors,i-9a7517261f9be030,prot-200001--116
fcfff492e00727b6,Stockholm,Helsingfors,i-d6610adf85cca56c,prot-200001--116
fcfff492e00727b6,Stockholm,Helsingfors,i-caf6025b13d2161e,prot-200001--116
fcfff492e00727b6,Stockholm,Helsingfors,i-99eaed2b66ccd918,prot-200001--116
fcfff492e00727b6,Stockholm,Helsingfors,i-8558545863f25a20,prot-200001--116
fcfff492e00727b6,Stockholm,Helsingfors,i-a4effc6c347b56d6,prot-200001--116
fcfff492e00727b6,Stockholm,Helsingfors,i-d0372c9c3f1fb231,prot-200001--116
fcfff492e00727b6,Stockholm,Helsingfors,i-1c00be23faf6dc4c,prot-200001--116
fcfff492e00727b6,Stockholm,Helsingfors,i-6457d05599be031a,prot-200001--116
fcfff492e00727b6,Stockholm,Helsingfors,i-ae94b00779a78ddc,prot-200001--116
fcfff492e00727b6,Stockholm,Helsingfors,i-68d867b6d6b0d32f,prot-200001--116
fcfff492e00727b6,Stockholm,Helsingfors,i-fba46c61b2ad4cca,prot-200001--116
fcfff492e00727b6,Stockholm,Helsingfors,i-1ea99f3b9d95db13,prot-200001--116
fcfff492e00727b6,Stockholm,Helsingfors,i-b3890a44878b0424,prot-200001--116
fcfff492e00727b6,Stockholm,Helsingfors,i-a875fd1d18dd23f9,prot-200001--116
fcfff492e00727b6,Stockholm,Helsingfors,i-20ceab06c9d87801,prot-200001--116
fcfff492e00727b6,Stockholm,Helsingfors,i-d669a3f6f061bb28,prot-200001--116
