pattern,txt,replacement,elem_id,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,i-723057ddfe973d76,prot-200001--9
fcfff492e00727b6,Stockholm,Helsingfors,i-d5616d47ef070e34,prot-200001--9
fcfff492e00727b6,Stockholm,Helsingfors,i-f189405efd0d20c8,prot-200001--9
fcfff492e00727b6,Stockholm,Helsingfors,i-69428bc1d340ce37,prot-200001--9
fcfff492e00727b6,Stockholm,Helsingfors,i-05c60dcf5ca95759,prot-200001--9
fcfff492e00727b6,Stockholm,Helsingfors,i-abf3db3396279f27,prot-200001--9
fcfff492e00727b6,Stockholm,Helsingfors,i-762c063064406643,prot-200001--9
7090e83bd0c0a3da,       , ,i-8e99215676912e9e,prot-200001--9
7090e83bd0c0a3da,    , ,i-b77abb8046cb4063,prot-200001--9
7090e83bd0c0a3da,     , ,i-c3a35496fdcd2ee2,prot-200001--9
7090e83bd0c0a3da,    , ,i-6cba4bd5a0eef132,prot-200001--9
7090e83bd0c0a3da,     , ,i-de2d1215a7744c24,prot-200001--9
7090e83bd0c0a3da,    , ,i-8fa9aacb4741a76a,prot-200001--9
