wiki_id,alias,name
Q4962663,Linderot i Stockholm,Gerda Linderot
Q4962686,,Åsa Lindestam
Q4962726,Else-Marie Charlotte Lindgren,Else-Marie Lindgren
Q4962758,Jill Ester Elisabeth Lindgren,Jill Lindgren
Q4962783,Astrid Sylvia Lindgren,Sylvia Lindgren
Q4962846,,Britt-Marie Lindkvist
Q4962867,,Inger Lindquist
Q4962931,Elsa Ingeborg Lindskog,Elsa Lindskog
Q4962937,Ester Elisabet Lindstedt Staaf,Ester Lindstedt-Staaf
Q4962937,Ester Elisabet Lindstedt Staf,Ester Lindstedt-Staaf
Q4963023,Alm i Stockholm,Ulla Lindström
Q4963023,Alm-Lindström i Stockholm,Ulla Lindström
Q4963023,Gunilla Alm-Lindström,Ulla Lindström
Q4963023,Lindström i Stockholm,Ulla Lindström
Q4963023,Ulla Gunilla Lindström,Ulla Lindström
Q4963034,,Gudrun Lindvall
Q4963176,Blenda Maria Vilhelmina Littmarck,Blenda Littmarck
Q4963441,,Eva Lohman
Q4963562,,Karla López
Q4963592,,Margareta Lorentzen
Q4963832,Ingrid Margareta Ludvigsson,Ingrid Ludvigsson
Q4963832,Ludvigsson i Torshälla,Ingrid Ludvigsson
Q4963953,Carin Ingeborg Lundberg,Carin Lundberg
Q4963957,,Inger Lundberg
Q4964010,,Grethe Lundblad
Q4964018,Margit Alfhilda Anette Lundblad,Margit Lundblad
Q4964077,,Kajsa Lunderquist
Q4964100,Kerstin Margareta Lundgren,Kerstin Lundgren
Q4964220,Birgit Marianne Lundqvist,Marianne Lundqvist
Q4964320,,Agneta Luttropp
Q4964561,,Tyra Löfkvist
Q4964567,,Malin Löfsjögård
Q4964571,,Berit Löfstedt
Q4964665,,Brita Löwenhielm
Q4964703,Maj-Lis Heldine Lööw,Maj-Lis Lööw
Q4964936,,Cecilia Magnusson
Q4965523,Ragnwi Birgitta Marcelind,Ragnwi Marcelind
Q496604,"Carlgren, Andreas",Andreas Carlgren
Q4966043,Eivor Ingegerd Marklund,Eivor Marklund
Q4966043,Eivor Lantto,Eivor Marklund
Q4966043,Marklund i Kiruna,Eivor Marklund
Q4966432,,Lisa Mattson
Q4967115,Ulrica Anna Ingegerd Jansson Messing,Ulrica Messing
Q4967237,,Lena Micko
Q4967270,Margareta Kristina Maria Mikaelsson,Maggi Mikaelsson
Q4967713,Anna Sofia Modigh,Sofia Modigh
Q4967716,,Anita Modin
Q4967758,Britt Emma Tora Mogård,Britt Mogård
Q4968703,,Ingela Mårtensson
Q4968706,,Iris Mårtensson
Q4968791,,Margareta Mörck
Q4968944,Laila Helena Naraghi,Laila Naraghi
Q4969234,Aina Cecilia Bergens,Cecilia Nettelbrandt
Q4969234,Aina Cecilia Nettelbrandt,Cecilia Nettelbrandt
Q4969234,Cecilia Aina Nettelbrandt,Cecilia Nettelbrandt
Q4969234,Nettelbrandt i Solna,Cecilia Nettelbrandt
Q4969533,,Helena Nilsson Lannegren
Q4969559,Nilsson i Hammarslund,Anna-Lisa Nilsson
Q4969559,Nilsson i Kristianstad,Anna-Lisa Nilsson
Q4969616,Gerda Maria Nilsson,Gerda Nilsson
Q4969654,,Karin Nilsson
Q4969697,,Maja Nilsson
Q4969705,,Margret Nilsson
Q4969913,Elise Mariette Norberg Pilhem,Elise Norberg
Q4969913,Elise Norberg Pilhem,Elise Norberg
Q4969993,,Margareta E. Nordenvall
Q4969998,,Gunilla Nordgren
Q4970006,Oliva Lovisa Larsdotter,Olivia Nordgren
Q4970036,Lise Nina Terese Nordin,Lise Nordin
Q4970068,Anna Karin Margareta Nordlander,Karin Nordlander
Q4970111,Eva Marie Nordmark,Eva Nordmark
Q4970111,Eva Persson Sellin,Eva Nordmark
Q4970153,,Charlotte Nordström
Q4970171,,Kristina Nordström
Q4970175,,Marie Nordström
Q4970253,,Liza-Maria Norlin
Q4970289,,Hagar Normark
Q4970543,Hildur Kristina Nygren,Hildur Nygren
Q4970543,Nygren i Gävle,Hildur Nygren
Q4970543,Nygren i Stockholm,Hildur Nygren
Q4970595,,Ingela Nylund Watz
Q4970650,,Elizabeth Nyström
Q4970689,,Ingrid Näslund
Q4970743,Marta Amalia Obminska,Marta Obminska
Q4970788,Camilla Wilske,Camilla Odhnoff
Q4970788,Elna Camilla Odhnoff,Camilla Odhnoff
Q4970890,Britt Eila Maria Olauson,Britt Olauson
Q4970993,Eva Maria Olofsson,Eva Olofsson
Q4971046,Laila Gunhild Olsen,Laila Olsen
Q4971112,Elvy Eleonora Olsson,Elvy Olsson
Q4971112,Olsson i Hölö,Elvy Olsson
Q4971133,Olsson i Åkersberga,Gunnel Olsson
Q4971169,,Lena Olsson
Q4971176,,LiseLotte Olsson
Q4971184,,Lotta Olsson
Q4971355,,Ulla Orring
Q4971402,,Berit Oscarsson
Q4971412,,Yvonne Oscarsson
Q4971428,Irene Ulla Elisabeth Oskarsson,Irene Oskarsson
Q4971432,,Mariam Osman Sherifay
Q4971459,Ingrid Maria Osvald,Ingrid Osvald
Q4971459,Osvald i Brogård,Ingrid Osvald
Q4971571,,Britta Rådström
Q4971741,,Veronica Palm
Q4971770,Barbro Elisabet Wagenius,Barbro Wagenius
Q4971770,Barbro Evermo,Barbro Wagenius
Q4971770,Barbro Evermo Palmerlund,Barbro Wagenius
Q4971770,Barbro Holm,Barbro Wagenius
Q4971770,Barbro Palmerlund,Barbro Wagenius
Q4971799,Ida Margareta Palmqvist,Margareta Palmqvist
Q4972450,Anita Torborg Elisabeth Persson,Anita Persson
Q4972478,Catherine Ida Elisabeth Persson,Catherine Persson
Q4972485,,Elisabeth Persson
Q4972535,,Kristina Persson
Q4972552,Margareta Elisabet Persson,Margareta Persson
Q4972558,,My Persson
Q4972566,,Siw Persson
Q4972614,,Ewa Hedkvist Petersen
Q4972634,,Jenny Petersson
Q4972645,,Désirée Pethrus
Q4972727,,Christina Pettersson
Q4972780,,Ulla Pettersson
Q4972961,,Karin Pilsäter
Q4973078,Gerd Signe Maria Plass,Maria Plass
Q4973156,,Ragnhild Pohanka
Q4973390,,Marietta de Pourbaix-Lundin
Q4973700,,Chatrine Pålsson Ahlgren
Q4973713,,Margareta Pålsson
Q4973765,,Saila Quicklund
Q4974051,,Dagmar Ranmark
Q4974444,Sonja Maria Hillevi Rembo,Sonja Rembo
Q4974484,,Inger René
Q4974516,,Yoomi Renström
Q4974518,Nanny Helena Renström-Ingenäs,Lena Renström-Ingenäs
Q4974518,Nanny Lena Renström-Ingenäs,Lena Renström-Ingenäs
Q4974518,Renström i Kumla,Lena Renström-Ingenäs
Q4974518,Renström-Ingenäs i Kumla,Lena Renström-Ingenäs
Q4974616,Ann Rhenman Eklund,Anne Rhenman
Q4974616,Anne Rhenman Eklund,Anne Rhenman
Q4975004,,Helena Rivière
Q4975009,Fanny Adela Rizell,Fanny Rizell
Q4975172,Birgit Grabe,Birgit Rodhe
Q4975172,Birgit Karin Rodhe,Birgit Rodhe
Q4975354,,Ingrid Ronne-Björkqvist
Q4975451,,Göta Rosén
Q4975481,Jessica Andersson,Jessica Rosencrantz
Q4975541,Helena Anna Kerstin Hillar,Helena Hillar Rosenqvist
Q4975858,,Liisa Rulander
Q4975896,Rosita Ann-Charlotte Runegrund,Rosita Runegrund
Q4975999,,Yvonne Ruwaida
Q4976132,Gunvor Ingegärd Ryding,Gunvor Ryding
Q4976132,Ryding i Göteborg,Gunvor Ryding
Q4976146,,Birgitta Rydle
Q4976340,,Catarina Rönnung
Q4976383,Ingegerd Maria Saarinen,Ingegerd Saarinen
Q4976504,,Ingegerd Sahlström
Q4976518,Mona S:t Cyr,Mona Saint Cyr
Q4976716,,Marianne Samuelsson
Q4976788,,Barbro Sandberg
Q4976818,,Yvonne Sandberg-Fries
Q4976825,Kerstin Irene Sandborg,Kerstin Sandborg
Q4976856,Hulda Maria Wiola Sandell,Viola Sandell
Q4976856,Sandell i Karlstad,Viola Sandell
Q4976914,Lena Sandlin,Lena Sandlin-Hedman
Q4976961,Ragnhild Maria Andrea Sandström,Ragnhild Sandström
Q4977750,,Inger Schörling
Q4977972,,Eva Selin Lindgren
Q4978575,,Ingibjörg Sigurdsdóttir
Q4978577,Gertrud Kristina Blixt-Sigurdsen,Gertrud Sigurdsen
Q4978983,,Helga Sjöstrand
Q4979011,Anna Maria Sjöström-Bengtsson,Anna Sjöström-Bengtsson
Q4979011,Sjöström-Bengtsson i Göteborg,Anna Sjöström-Bengtsson
Q4979018,,Elisabet Sjövall
Q4979095,,Ingrid Skeppstedt
Q4979119,Karolina Maria Skog,Karolina Skog
Q4979216,,Camilla Sköld Jansson
Q4979909,,Lisbeth Staaf-Igelström
Q4979996,,Kerstin-Maria Stalín
Q4980077,Karin Margareta Starrin,Karin Starrin
Q4980135,Anna-Marie Steele,Anna Steele
Q4980249,Stenberg i Umeå,Gunvor Stenberg
Q4980261,Maria Öberg,Maria Stenberg
Q4980271,,Åsa Stenberg
Q4980351,,Rigmor Stenmark
Q4980571,Maria Viktoria Stockhaus,Maria Stockhaus
Q4980750,,Annika Strandhäll
Q4980790,,Magdalena Streijffert
Q4981100,,Marianne Stålberg
Q4981208,,Ingrid Sundberg
Q4981243,,Britta Sundin
Q4981268,,Gudrun Sundström
Q4981393,Karin Elisabeth Svantesson,Elisabeth Svantesson
Q4981396,,Gunilla Svantorp
Q4981411,Ellen Sofia Axelina Svedberg,Ellen Svedberg
Q4981435,,Stina Svegland
Q4981479,Karin Astrid Elisabet Svensson Smith,Karin Svensson Smith
Q4981510,Gärda Sofia Svensson,Gärda Svensson
Q4981523,,Kristina Svensson
Q4981537,Rosalie Alfrida Maria Svensson,Rosa Svensson
Q4981537,Svensson i Kungsör,Rosa Svensson
Q4981553,,Suzanne Svensson
Q4981619,,Kersti Swartz
Q4981668,,Mia Sydow Mölleby
Q4981674,Alda Tullia Björnsdotter von Sydow,Tullia von Sydow
Q4981700,,Ilona Szatmári Waldau
Q4981717,,Caroline Szyber
Q4981874,,Elvy Söderström
Q4981914,,Anna-Lena Sörenson
Q4981918,,Birthe Sörestedt
Q4981979,Tamm i Fogelstad,Elisabeth Tamm
Q4982318,,Cecilie Tenfjord-Toftby
Q4982361,,Solveig Ternström
Q4982413,,Ewa Thalén Finné
Q4982419,Ingela Anita Thalén,Ingela Thalén
Q4982620,Karin Emilia Thorborg,Karin Thorborg
Q4982683,Inga Margarete Thorsson,Inga Thorsson
Q4982713,,Mildred Thulin
Q4982739,Thunvall i Ramsjö,Gunbjörg Thunvall
Q4982742,Görel Maria Thurdin,Görel Thurdin
Q4982770,Nelly Maria Thüring,Nelly Thüring
Q4982770,Thüring i Göteborg,Nelly Thüring
Q4982841,Ulla Britta Olsson,Ulla Tillander
Q4982841,Ulla Britta Tillander,Ulla Tillander
Q4982902,,Tone Tingsgård
Q4982955,Gunilla Sofia Tjernberg,Gunilla Tjernberg
Q4983117,Tekla Jenny Linnea Torbrink,Tekla Torbrink
Q4983117,Tekla Lindkvist Torbrink,Tekla Torbrink
Q4983117,Torbrink i Kalmar,Tekla Torbrink
Q4983135,,Susann Torgerson
Q4983517,Karolina Vasiliki Tsouplaki,Vasiliki Tsouplaki
Q4984124,Ines Junéa Uusmann,Ines Uusmann
Q4984496,Signe Augusta Maria Vessman,Signe Vessman
Q4984496,Signe Wessman,Signe Vessman
Q4984496,Vessman i Stockholm,Signe Vessman
Q4984508,,Iréne Vestlund
Q4984603,,Seija Viitamäki-Carlsson
Q4984640,Jessika Elisabeth Andersdotter Roswall,Jessika Roswall
Q4984640,Jessika Vilhelmsson,Jessika Roswall
Q4984675,Margit Selma Clasine Vinge,Margit Vinge
Q4984675,Vinge i Nacka,Margit Vinge
Q4984712,,Lilian Virgin
Q4984930,Disa,Disa Västberg
Q4984930,"Rebecka Desideria ""Disa"" Västberg",Disa Västberg
Q4984930,Rebecka Desideria Västberg,Disa Västberg
Q4984930,Västberg i Stockholm,Disa Västberg
Q4987091,,Lena Asplund
Q4987638,Anitha Ingrid Bondestam,Anitha Bondestam
Q4987718,Carin Marie-Charlotte Branting,Charlotte Branting
Q4987905,,Lisbet Calner
Q4987958,Ulrika Eva Charlotte Heie,Ulrika Heie
Q4988425,,Gerd Engman
Q4988501,Fraenkel i Göteborg,Ingegärd Frænkel
Q4988501,Ingegärd Cecilia Elisabeth Frænkel,Ingegärd Frænkel
Q4988676,Maria Stepanovna Hassan,Maria Hassan
Q4988712,Eva Carina Jessica Ståhl Herrstedt,Carina Herrstedt
Q4988873,,Mona Jönsson
Q4989071,Lindberg i Frövi,Marta Lindberg
Q4989071,Marta Sylvia Lindberg,Marta Lindberg
Q4989123,,Elin Lundgren
Q4989135,,Ulla Löfgren
Q4989351,Kerstin Birgitta Sofie Nilsson,Kerstin Nilsson
Q4989365,,Gudrun Norberg
Q4989373,,Margareta Nordström
Q4989481,,Marina Pettersson
Q4989732,Anna Greta Andersson,Anna-Greta Skantz
Q4989732,Anna Greta Skantz,Anna-Greta Skantz
Q4989732,Skantz i Malmö,Anna-Greta Skantz
Q4989817,,Inger Strömbom
Q4990062,,Hanna Wagenius
Q4990079,Elsvig Marianne Wahlberg,Marianne Wahlberg
Q4990084,,Gunilla Wahlén
Q4990089,Marie Caroline Wahlgren,Marie Wahlgren
Q4990128,,Anna Wallén
Q4990136,,Annie Wallentheim
Q4990144,Maj-Britt Elisabet Wallhorn,Maj-Britt Wallhorn
Q4990153,Eivor Linnea Wallin,Eivor Wallin
Q4990157,,Gunhild Wallin
Q4990159,,Gunnel Wallin
Q4990161,,Gunvor Wallin
Q4990164,,Mariana Wallin
Q4990177,Camilla Waltersson Grönwall,Camilla Waltersson Grönvall
Q4990210,,Kerstin Warnerbring
Q4990215,,Meeri Wasberg
Q4990227,Marianne Karin Ingeborg Watz,Marianne Watz
Q4990247,Karin Solveig Margareta Wegestål,Karin Wegestål
Q4990249,,Marie Weibull Kornias
Q4990303,,Alwa Wennerlund
Q4990351,Ulla Wester-Rudin,Ulla Wester
Q4990369,,Majléne Westerlund Panke
Q4990382,Aina Linde,Aina Westin
Q4990382,Aina Viola Hillevi Westin,Aina Westin
Q4990401,,Karin Wetterström
Q4990430,,Birgitta Wichne
Q4990451,,Cecilia Widegren
Q4990475,,Monica Widnemark
Q4990502,,Hanna Wigh
Q4990503,,Cecilia Wigström
Q4990555,,Marie Wilén
Q4990642,,Eva Winther
Q4990657,,Birgitta Wistrand
Q4990669,Siw Ingeborg Wittgren Ahl,Siw Wittgren-Ahl
Q4990680,Anna Margareta Wohlin Andersson,Anna Wohlin Andersson
Q4990681,Wohlin i Stocksund,Margit Wohlin
Q4990768,Helena Ingegerd Wärnersson,Ingegerd Wärnersson
Q4990768,Ingegerd Lundborg,Ingegerd Wärnersson
Q4990781,,Liselotte Wågö
Q4990848,,Mariann Ytterberg
Q4990884,Solveig Ellen Viola Zander,Solveig Zander
Q4990906,,Pernilla Zethraeus
Q4990909,Eva Birgitta Zetterberg,Eva Zetterberg
Q4990983,,Ulla-Britt Åbark
Q4990984,,Boriana Åberg
Q4991008,,Anna Ågerfalk
Q4991011,,Åsa Ågren Wikström
Q4991025,,Marianne Åhman
Q4991027,,Annika Åhnberg
Q4991038,,Anna Åkerhielm
Q4991052,,Anette Åkesson
Q4991064,,Yvonne Ångström
Q4991077,Eva Margareta Theodora Åsbrink,Eva Åsbrink
Q4991077,Åsbrink i Skara,Eva Åsbrink
Q4991079,,Ann-Britt Åsebol
Q4991094,,Eliza Roszkowska Öberg
Q4991099,Öberg i Göteborg,Märta Öberg
Q4991101,,Lena Ödeen
Q4991114,,Monica Öhman
Q4991125,,Lena Öhrsvik
Q4991154,,Maria Östberg Svanelind
Q4991167,,Karin Östergren
Q4991178,,Rosa Östh
Q4991197,,Sermin Özürküt
Q4992085,,Lars von Engeström
Q4992875,,Karl Warburg
Q4993034,Baron Slusk,Ludvig Manderström
Q4993034,Christoffer Rutger Ludvig Manderström,Ludvig Manderström
Q4993034,Christopher Rutger Ludvig Manderström,Ludvig Manderström
Q4993034,Manderström i Stockholm,Ludvig Manderström
Q4994151,,Jan Björkman
Q4994566,Branting i Stockholm,Georg Branting
Q5005171,,Börje Hörnlund
Q50353136,,John Widegren
Q50353141,,Yasmine Posio
Q50353151,,Amne Ali
Q50353159,,David Lindvall
Q50353165,,Eva-Lena Gustavsson
Q50353170,,Hamza Demir
Q50353175,,Helena Bonnier
Q5039749,,Carl-Axel Roslund
Q5039758,,Carl-Erik Skårman
Q5039896,Berglund i Gimmene,Carl Berglund
Q5039896,Carl V L Berglund,Carl Berglund
Q5039896,Carl Vilhelm Laurentius Berglund,Carl Berglund
Q5040240,,Carl Grewesmühl
Q5040976,Winberg i Stockholm,Carl Winberg
Q5080263,Carl Gustaf Lindgren,Charles Lindley
Q5080263,Carl Gustaf Lindley,Charles Lindley
Q5080263,Lindley i Stockholm,Charles Lindley
Q5109199,,Christer Nylander
Q5109205,,Christer Winbäck
Q5109735,Christian Holm Barenfeld,Christian Holm
Q5109735,Christian Otto Verner Holm Barenfeld,Christian Holm
Q5125015,,Claes Roxbergh
Q5125017,,Claes Västerteg
Q512590,Vestlund,Börje Vestlund
Q513301,Federley,Fredrick Federley
Q514209,Hedlund i Rådom,Gunnar Hedlund
Q514593,,Inger Segelström
Q517206,Brink,Josefin Brink
Q517762,Troedsson,Ingegerd Troedsson
Q517921,Berg,Marianne Berg
Q517921,Marianne Birgitta Berg,Marianne Berg
Q517947,Hanna Albertina Rydh,Hanna Rydh
Q517947,Hannah Rydh,Hanna Rydh
Q517947,Rydh,Hanna Rydh
Q517960,Hedström,Lotta Hedström
Q517960,Lotta N Hedström,Lotta Hedström
Q517960,Lotta N. Hedström,Lotta Hedström
Q517960,Lotta Nilsson Hedström,Lotta Hedström
Q518776,Jimmy Åkesson,Jimmie Åkesson
Q518776,Åkesson,Jimmie Åkesson
Q520223,"Borelius, Maria",Maria Borelius
Q520223,Maria Sigrid Astrid Borelius,Maria Borelius
Q520594,Agardh i Lund,Jacob Georg Agardh
Q520594,"Agardh, Jacob Georg",Jacob Georg Agardh
Q520594,J.Agardh,Jacob Georg Agardh
Q520594,J.G. Agardh,Jacob Georg Agardh
Q520594,Jacob Agardh,Jacob Georg Agardh
Q520594,Jakob Agardh,Jacob Georg Agardh
Q520594,Jakob Georg Agardh,Jacob Georg Agardh
Q520956,Holm,Ulf Holm
Q5213808,,Dan Kihlström
Q5218897,,Daniel Tarschys
Q522153,A O Wallenberg,André Oscar Wallenberg
Q522153,A.O. Wallenberg,André Oscar Wallenberg
Q522153,Andre Oscar Wallenberg,André Oscar Wallenberg
Q522153,Oscar Wallenberg (f. 1816),André Oscar Wallenberg
Q522153,Wallenberg i Stockholm,André Oscar Wallenberg
Q522153,"Wallenberg, Andre Oscar",André Oscar Wallenberg
Q5231532,Boman i Stafsund,David Boman
Q5231532,Karl David Ansgarius Boman,David Boman
Q5234218,,David Gomér
Q525663,Sundberg i Karlstad,Anton Niklas Sundberg
Q525663,Sundberg i Uppsala,Anton Niklas Sundberg
Q52677515,Ulla Ingeborg Jacobsson,Ulla Jacobsson
Q52920,John Fredrik Reinfeldt,Fredrik Reinfeldt
Q52920,Reinfeldt,Fredrik Reinfeldt
Q52922,Nils Daniel Carl Bildt,Carl Bildt
Q52924,,Oscar II
Q52925,Carl XV,Karl XV
Q52925,Karl IV,Karl XV
Q52926,,Oscar I
Q52927,Carl XIV Johan,Karl XIV Johan
Q52927,Jean Baptiste Bernadotte,Karl XIV Johan
Q52927,Jean Baptiste Jules,Karl XIV Johan
Q52927,Jean Baptiste Jules Bernadotte,Karl XIV Johan
Q52927,Jean Bernadotte,Karl XIV Johan
Q52927,Karl III Johan,Karl XIV Johan
Q52927,kung av Sverige och Norge Karl XIV Johan,Karl XIV Johan
Q52950,De Geer af Finspång i Stockholm,Louis de Geer den äldre
Q52950,Louis De Geer (1818–1896),Louis de Geer den äldre
Q52950,Louis De Geer d.ä.,Louis de Geer den äldre
Q52950,Louis Gerhard De Geer,Louis de Geer den äldre
Q52951,Arvid Rutger Fredriksson Posse,Arvid Posse
Q52951,Posse i Charlottenlund,Arvid Posse
Q52956,Thyselius i Stockholm,Carl Johan Thyselius
Q52958,Oskar Robert Themptander,Robert Themptander
Q52958,Themptander i Stockholm,Robert Themptander
Q52960,Bildt i Stockholm,Gillis Bildt
Q52960,Didrik Anders Gillis Bildt,Gillis Bildt
Q52960,Didrik Gillis Bildt,Gillis Bildt
Q52964,Johan Gustaf Nils Samuel Åkerhielm af Margaretelund,Gustaf Åkerhielm
Q52964,Åkerhielm af Margretelund i Margretelund,Gustaf Åkerhielm
Q52968,E. G. Boström,Erik Gustaf Boström
Q52968,E. Gust. Boström,Erik Gustaf Boström
Q52968,Erik Gustaf Bernhard Boström,Erik Gustaf Boström
Q52969,Fredrik Wilhelm von Otter,Fredrik von Otter
Q52969,von Otter i Karlskrona,Fredrik von Otter
Q52972,Johan Olof Ramstedt,Johan Ramstedt
Q53286,Lundeberg i Forsbacka,Christian Lundeberg
Q53286,Lundeberg i Stockholm,Christian Lundeberg
Q53292,Karl Albert Staaff,Karl Staaff
Q53292,Staaff i Stockholm,Karl Staaff
Q53294,Amiral Lindman,Arvid Lindman
Q53294,Lindman i Stockholm,Arvid Lindman
Q53294,Salomon Arvid Achates Lindman,Arvid Lindman
Q53300,Knut Hjalmar Leonard Hammarskjöld,Hjalmar Hammarskjöld
Q53305,Carl Johan Gustaf Swartz,Carl Swartz
Q53305,Swartz i Norrköping,Carl Swartz
Q53305,Swartz i Stockholm,Carl Swartz
Q53310,Edén i Uppsala,Nils Edén
Q5340170,Andersson i Stockholm,Edoff Andersson
Q5340170,Edoff Emanuel Andersson,Edoff Andersson
Q5341366,Johanson i Stockholm,Edvard Johanson
Q5341366,Karl Edvard Johansson,Edvard Johanson
Q5341399,,Edvin Karlsson
Q5348198,Andreasson i Östra Ljungby,Egon Andreasson
Q5348198,Nils Egon Andreasson,Egon Andreasson
Q5349634,,Einar Gustafsson
Q535342,Ek,Lena Ek
Q5359581,Gustaf Sparre (1834–1914),Gustaf Sparre
Q5359581,Gustaf Sparre (talman),Gustaf Sparre
Q5359581,Sparre af Söfdeborg,Gustaf Sparre
Q5359581,Sparre af Söfdeborg i Almnäs,Gustaf Sparre
Q5359581,Sparre af Söfdeborg i Mariedal,Gustaf Sparre
Q5359581,Sparre af Söfdeborg i Stockholm,Gustaf Sparre
Q5359589,Julius Edvard von Krusenstjerna,Edvard von Krusenstjerna
Q5359589,von Krusenstjerna i Stockholm,Edvard von Krusenstjerna
Q5360742,Löfgren i Stockholm,Eliel Löfgren
Q53620,Branting i Stockholm,Hjalmar Branting
Q53626,De Geer af Finnspång i Hanaskog,Louis de Geer den yngre
Q53626,Gerhard Louis De Geer,Louis de Geer den yngre
Q53626,Louis De Geer (1854–1935),Louis de Geer den yngre
Q53626,Louis De Geer af Finspång,Louis de Geer den yngre
Q53626,Louis de Geer d.y.,Louis de Geer den yngre
Q53628,Oscar Fredrik von Sydow,Oscar von Sydow
Q53633,Trygger i Stockholm,Ernst Trygger
Q53633,Trygger i Uppsala,Ernst Trygger
Q53637,Johannes Rickard Sandler,Rickard Sandler
Q53637,Rickard Johannes Sandler,Rickard Sandler
Q53637,Sandler i Brunnsvik,Rickard Sandler
Q53637,Sandler i Gävle,Rickard Sandler
Q53637,Sandler i Göteborg,Rickard Sandler
Q53637,Sandler i Stockholm,Rickard Sandler
Q53642,C. G. Ekman,Carl Gustaf Ekman
Q53642,Ekman i Eskilstuna,Carl Gustaf Ekman
Q53650,Felix Teodor Hamrin,Felix Hamrin
Q53650,Hamrin i Jönköping,Felix Hamrin
Q53660,Hansson i Stockholm,Per Albin Hansson
Q5368089,,Elving Andersson
Q53701,Axel Alarik Pehrsson-Bramstorp,Axel Pehrsson-Bramstorp
Q53701,Pehrsson i Bramstorp,Axel Pehrsson-Bramstorp
Q53701,Pehrsson-Bramstorp,Axel Pehrsson-Bramstorp
Q53707,Erlander i Lund,Tage Erlander
Q53707,Tage Fritjof Erlander,Tage Erlander
Q5371267,Emil August Gustafson,Emil Gustafson
Q5371267,Gustafson i Vimmerby,Emil Gustafson
Q5371288,,Emil Hultman
Q53713,Palme i Vällingby,Olof Palme
Q53713,"Palme, Olof",Olof Palme
Q53713,Sven Olof Joachim Palme,Olof Palme
Q53721,,Thorbjörn Fälldin
Q53733,,Ola Ullsten
Q537342,Sommestad,Lena Sommestad
Q53740,Carlsson i Tyresö,Ingvar Carlsson
Q53747,Göran Persson i Stjärnhov,Göran Persson
Q538109,Nerman,Ture Nerman
Q538109,Nerman i Stockholm,Ture Nerman
Q5388443,Erik Anders Eriksson,Erik A. Eriksson
Q5388484,Erik Gustav Bengtzboe,Erik Bengtzboe
Q5388596,,Erik Glimnér
Q5388602,,Erik Grebäck
Q5388685,,Erik Larsson
Q5388715,,Erik Marks von Würtemberg
Q5388930,Carl Erik Hjalmar von Heland,Erik von Heland
Q5388930,von Heland i Arhammar,Erik von Heland
Q5388933,,Erik Åsbrink
Q5389786,,Erling Bager
Q5394979,Ernst Wilhelm Eskhult,Ernst Eskhult
Q5394979,Ernst Wilhelm Svensson,Ernst Eskhult
Q5394979,Svensson i Eskhult,Ernst Eskhult
Q54006296,,Karl Längberg
Q5410165,Adolfsson i Göteborg,Gunnar Adolfsson
Q5410165,Adolfsson i Malmö,Gunnar Adolfsson
Q5411103,Ericsson i Näs,Gunnar Ericsson
Q5420791,,Rolf Hagel
Q543409,Flyg,Nils Flyg
Q543409,Flyg i Saltsjö-Nacka,Nils Flyg
Q54365860,,Jacob Sandgren
Q54365866,,Mikael Peterson
Q54365869,,Leif Hård
Q54396872,,Christopher Ödmann
Q547534,,Leni Björklund
Q547580,Ann-Christin Margareta Nykvist,Ann-Christin Nykvist
Q547580,"Nykvist, Ann-Christin",Ann-Christin Nykvist
Q5477483,Carl Rikard Alfred Lindström,Rickard Lindström
Q5477483,K A Rickard Lindström,Rickard Lindström
Q5477483,Lindström i Stockholm,Rickard Lindström
Q5499466,Fredrik Gyllenborg (1767–1829),Fredrik Gyllenborg
Q5499548,von Essen i Kavlås,Fredrik von Essen
Q5499548,von Essen i Stockholm,Fredrik von Essen
Q549955,Eliasson,Jan Eliasson
Q5503582,Bengt Fridolf Jansson,Fridolf Jansson
Q5503582,Jansson i Benestad,Fridolf Jansson
Q5504803,,Fritiof Karlsson
Q5504808,Karl Fritjof Lager,Fritjof Lager
Q5504808,Lager i Stockholm,Fritjof Lager
Q5535667,Carlsson i Stora Arla,Georg Carlsson
Q5535667,Johan Ernst Carlsson,Georg Carlsson
Q5540544,Aaby-Ericsson i Dansjö,Ragnar Aaby-Ericsson
Q5540544,Ragnar Bernhard Aaby-Ericsson,Ragnar Aaby-Ericsson
Q5540672,Aarnseth i Malung,Fredrik Aarnseth
Q5540672,Fredrik Olsen Aarnseth,Fredrik Aarnseth
Q5540672,Fredrik Olsen Aarnseth (S),Fredrik Aarnseth
Q5540748,Aastrup i Stockholm,Nils Aastrup
Q5540748,Nils Gustaf Emil Aastrup,Nils Aastrup
Q5541257,Abelin i Kvillinge,Gustaf Rudolf Abelin
Q5541307,Abenius i Västerås,Wilhelm Abenius
Q5541307,Erik Wilhelm Abenius,Wilhelm Abenius
Q5541652,,Karl Gustav Abramsson
Q5542465,,Amir Adan
Q5542625,Adelswärd i Stockholm,Axel Adelswärd
Q5542625,Axel Adelsvärd,Axel Adelswärd
Q5542625,Axel Reinhold August Adelsvärd,Axel Adelswärd
Q5542625,Axel Reinhold August Adelswärd,Axel Adelswärd
Q5542641,Adelswärd i Åtvidaberg,Theodor Adelswärd
Q5542641,Axel Theodor Adelswärd,Theodor Adelswärd
Q5542875,Adlersparre i Stockholm,Axel Adlersparre
