person_id,name,primary_name
Q4967270,Margareta Kristina Maria Mikaelsson,False
Q4967713,Anna Sofia Modigh,False
Q4967713,Sofia Modigh,True
Q4967716,Anita Modin,True
Q4967758,Britt Emma Tora Mogård,False
Q4967758,Britt Mogård,True
Q4968703,Ingela Mårtensson,True
Q4968706,Iris Mårtensson,True
Q4968791,Margareta Mörck,True
Q4968944,Laila Helena Naraghi,False
Q4968944,Laila Naraghi,True
Q4969234,Aina Cecilia Nettelbrandt,False
Q4969234,Cecilia Nettelbrandt,True
Q4969533,Helena Nilsson Lannegren,True
Q4969559,Anna-Lisa Nilsson,True
Q4969616,Gerda Maria Nilsson,False
Q4969616,Gerda Nilsson,True
Q4969654,Karin Nilsson,True
Q4969697,Maja Nilsson,True
Q4969705,Margret Nilsson,True
Q4969913,Elise Norberg,True
Q4969913,Elise Norberg Pilhem,False
Q4969993,Margareta E. Nordenvall,True
Q4969998,Gunilla Nordgren,True
Q4970006,Oliva Lovisa Larsdotter,False
Q4970006,Olivia Nordgren,True
Q4970036,Lise Nordin,True
Q4970068,Anna Karin Margareta Nordlander,False
Q4970068,Karin Nordlander,True
Q4970111,Eva Nordmark,True
Q4970111,Eva Persson Sellin,False
Q4970153,Charlotte Nordström,True
Q4970171,Kristina Nordström,True
Q4970175,Marie Nordström,True
Q4970253,Liza-Maria Norlin,True
Q4970289,Hagar Normark,True
Q4970543,Hildur Kristina Nygren,False
Q4970543,Hildur Nygren,True
Q4970595,Ingela Nylund Watz,True
Q4970650,Elizabeth Nyström,True
Q4970689,Ingrid Näslund,True
Q4970743,Marta Amalia Obminska,False
Q4970743,Marta Obminska,True
Q4970788,Camilla Odhnoff,True
Q4970788,Elna Camilla Odhnoff,False
Q4970890,Britt Eila Maria Olauson,False
Q4970890,Britt Olauson,True
Q4970993,Eva Olofsson,True
Q4971046,Laila Gunhild Olsen,False
Q4971046,Laila Olsen,True
Q4971112,Olsson,False
Q4971112,Olsson,True
Q4971133,Gunnel Olsson,True
Q4971169,Lena Olsson,True
Q4971176,LiseLotte Olsson,True
Q4971184,Lotta Olsson,True
Q4971355,Ulla Orring,True
Q4971402,Berit Oscarsson,True
Q4971412,Yvonne Oscarsson,True
Q4971428,Irene Oskarsson,True
Q4971428,Irene Ulla Elisabeth Oskarsson,False
Q4971432,Mariam Osman Sherifay,True
Q4971459,Osvald,False
Q4971459,Osvald,True
Q4971571,Britta Rådström,True
Q4971741,Veronica Palm,True
Q4971770,Barbro Palmerlund,False
Q4971770,Barbro Wagenius,True
Q4971799,Ida Margareta Palmqvist,False
Q4971799,Margareta Palmqvist,True
Q4972450,Anita Persson,True
Q4972450,Anita Torborg Elisabeth Persson,False
Q4972478,Catherine Ida Elisabeth Persson,False
Q4972478,Catherine Persson,True
Q4972485,Elisabeth Persson,True
Q4972535,Kristina Persson,True
Q4972552,Margareta Elisabet Persson,False
Q4972552,Margareta Persson,True
Q4972558,My Persson,True
Q4972566,Siw Persson,True
Q4972614,Ewa Hedkvist Petersen,True
Q4972634,Jenny Petersson,True
Q4972645,Désirée Pethrus,True
Q4972727,Christina Pettersson,True
Q4972780,Ulla Pettersson,True
Q4972961,Karin Pilsäter,True
Q4973078,Gerd Signe Maria Plass,False
Q4973078,Maria Plass,True
Q4973156,Ragnhild Pohanka,True
Q4973390,Marietta de Pourbaix-Lundin,True
Q4973700,Chatrine Pålsson Ahlgren,True
Q4973713,Margareta Pålsson,True
Q4973765,Saila Quicklund,True
Q4974051,Dagmar Ranmark,True
Q4974444,Sonja Maria Hillevi Rembo,False
Q4974444,Sonja Rembo,True
Q4974484,Inger René,True
Q4974516,Yoomi Renström,True
Q4974518,Lena Renström-Ingenäs,True
Q4974616,Ann Rhenman Eklund,False
Q4974616,Anne Rhenman,True
Q4975004,Helena Rivière,True
Q4975009,Fanny Rizell,True
Q4975172,Birgit Karin Rodhe,False
Q4975172,Birgit Rodhe,True
Q4975354,Ingrid Ronne-Björkqvist,True
Q4975451,Göta Rosén,True
Q4975481,Jessica Andersson,False
Q4975481,Jessica Rosencrantz,True
Q4975541,Helena Anna Kerstin Hillar,False
Q4975541,Helena Hillar Rosenqvist,True
Q4975858,Liisa Rulander,True
Q4975896,Rosita Ann-Charlotte Runegrund,False
Q4975896,Rosita Runegrund,True
Q4975999,Yvonne Ruwaida,True
Q4976132,Gunvor Ryding,True
Q4976146,Birgitta Rydle,True
Q4976340,Catarina Rönnung,True
Q4976383,Ingegerd Maria Saarinen,False
Q4976383,Ingegerd Saarinen,True
Q4976504,Ingegerd Sahlström,True
Q4976518,Mona S:t Cyr,False
Q4976518,Mona Saint Cyr,True
Q4976716,Marianne Samuelsson,True
Q4976788,Barbro Sandberg,True
Q4976818,Yvonne Sandberg-Fries,True
Q4976825,Kerstin Irene Sandborg,False
Q4976825,Kerstin Sandborg,True
Q4976856,Viola Sandell,True
Q4976914,Lena Sandlin,False
Q4976914,Lena Sandlin-Hedman,True
Q4976961,Ragnhild Maria Andrea Sandström,False
Q4976961,Ragnhild Sandström,True
Q4977750,Inger Schörling,True
Q4977972,Eva Selin Lindgren,True
Q4978575,Ingibjörg Sigurdsdóttir,True
Q4978577,Gertrud Kristina Blixt-Sigurdsen,False
Q4978577,Gertrud Sigurdsen,True
Q4978983,Sjöstrand,False
Q4978983,Sjöstrand,True
Q4979011,Sjöström-Bengtsson,False
Q4979011,Sjöström-Bengtsson,True
Q4979018,Elisabet Sjövall,True
Q4979095,Ingrid Skeppstedt,True
Q4979119,Karolina Maria Skog,False
Q4979119,Karolina Skog,True
Q4979216,Camilla Sköld Jansson,True
Q4979909,Lisbeth Staaf-Igelström,True
Q4979996,Kerstin-Maria Stalín,True
Q4980077,Karin Margareta Starrin,False
Q4980077,Karin Starrin,True
Q4980135,Anna Steele,True
Q4980135,Anna-Marie Steele,False
Q4980249,Gunvor Stenberg,True
Q4980261,Maria Stenberg,True
Q4980261,Maria Öberg,False
Q4980271,Åsa Stenberg,True
Q4980351,Rigmor Stenmark,True
Q4980571,Maria Stockhaus,True
Q4980571,Maria Viktoria Stockhaus,False
Q4980750,Annika Strandhäll,True
Q4980790,Magdalena Streijffert,True
Q4981100,Marianne Stålberg,True
Q4981208,Ingrid Sundberg,True
Q4981243,Britta Sundin,True
Q4981268,Gudrun Sundström,True
Q4981393,Elisabeth Svantesson,True
Q4981393,Karin Elisabeth Svantesson,False
Q4981396,Gunilla Svantorp,True
Q4981411,Ellen Svedberg,True
Q4981435,Stina Svegland,True
Q4981479,Karin Svensson Smith,True
Q4981510,Gärda Sofia Svensson,False
Q4981510,Gärda Svensson,True
Q4981523,Kristina Svensson,True
Q4981537,Rosa Svensson,True
Q4981553,Suzanne Svensson,True
Q4981619,Kersti Swartz,True
Q4981668,Mia Sydow Mölleby,True
Q4981674,Alda Tullia Björnsdotter von Sydow,False
Q4981674,Tullia von Sydow,True
Q4981700,Ilona Szatmári Waldau,True
Q4981717,Caroline Szyber,True
Q4981874,Elvy Söderström,True
Q4981914,Anna-Lena Sörenson,True
Q4981918,Birthe Sörestedt,True
Q4981979,Tamm,False
Q4981979,Tamm,True
Q4982318,Cecilie Tenfjord-Toftby,True
Q4982361,Solveig Ternström,True
Q4982413,Ewa Thalén Finné,True
Q4982419,Ingela Anita Thalén,False
Q4982419,Ingela Thalén,True
Q4982620,Karin Emilia Thorborg,False
Q4982620,Karin Thorborg,True
Q4982683,Inga Margarete Thorsson,False
Q4982683,Inga Thorsson,True
Q4982713,Mildred Thulin,True
Q4982739,Thunvall,False
Q4982739,Thunvall,True
Q4982742,Görel Maria Thurdin,False
Q4982742,Görel Thurdin,True
Q4982770,Thüring,False
Q4982770,Thüring,True
Q4982841,Ulla Britta Tillander,False
Q4982841,Ulla Tillander,True
Q4982902,Tone Tingsgård,True
Q4982955,Gunilla Sofia Tjernberg,False
Q4982955,Gunilla Tjernberg,True
Q4983117,Torbrink,False
Q4983117,Torbrink,True
Q4983135,Susann Torgerson,True
Q4983517,Karolina Vasiliki Tsouplaki,False
Q4983517,Vasiliki Tsouplaki,True
Q4984124,Ines Junéa Uusmann,False
Q4984124,Ines Uusmann,True
Q4984496,Vessman,False
Q4984496,Vessman,True
Q4984508,Iréne Vestlund,True
Q4984603,Seija Viitamäki-Carlsson,True
Q4984640,Jessika Roswall,True
Q4984640,Jessika Vilhelmsson,False
Q4984675,Vinge,False
Q4984675,Vinge,True
Q4984712,Lilian Virgin,True
Q4984930,Disa Västberg,True
Q4984930,Rebecka Desideria Västberg,False
Q4987091,Lena Asplund,True
Q4987638,Anitha Bondestam,True
Q4987638,Anitha Ingrid Bondestam,False
Q4987718,Carin Marie-Charlotte Branting,False
Q4987718,Charlotte Branting,True
Q4987905,Lisbet Calner,True
Q4987958,Ulrika Heie,True
Q4988425,Gerd Engman,True
Q4988501,Ingegärd Frænkel,True
Q4988676,Maria Hassan,True
Q4988676,Maria Stepanovna Hassan,False
Q4988712,Carina Herrstedt,True
Q4988712,Eva Carina Jessica Ståhl Herrstedt,False
Q4988873,Mona Jönsson,True
Q4989071,Marta Lindberg,True
Q4989071,Marta Sylvia Lindberg,False
Q4989123,Elin Lundgren,True
Q4989135,Ulla Löfgren,True
Q4989351,Kerstin Birgitta Sofie Nilsson,False
Q4989351,Kerstin Nilsson,True
Q4989365,Gudrun Norberg,True
Q4989373,Margareta Nordström,True
Q4989481,Marina Pettersson,True
Q4989732,Anna Greta Skantz,False
Q4989732,Anna-Greta Skantz,True
Q4989817,Inger Strömbom,True
Q4990079,Elsvig Marianne Wahlberg,False
Q4990079,Marianne Wahlberg,True
Q4990084,Gunilla Wahlén,True
Q4990089,Marie Caroline Wahlgren,False
Q4990089,Marie Wahlgren,True
Q4990128,Anna Wallén,True
Q4990136,Annie Wallentheim,True
Q4990144,Maj-Britt Wallhorn,True
Q4990153,Eivor Linnea Wallin,False
Q4990153,Eivor Wallin,True
Q4990157,Gunhild Wallin,True
Q4990159,Gunnel Wallin,True
Q4990161,Gunvor Wallin,True
Q4990164,Mariana Wallin,True
Q4990177,Camilla Waltersson Grönvall,True
Q4990177,Camilla Waltersson Grönwall,False
Q4990210,Kerstin Warnerbring,True
Q4990215,Meeri Wasberg,True
Q4990227,Marianne Karin Ingeborg Watz,False
Q4990227,Marianne Watz,True
Q4990247,Karin Solveig Margareta Wegestål,False
Q4990247,Karin Wegestål,True
Q4990249,Marie Weibull Kornias,True
Q4990303,Alwa Wennerlund,True
Q4990351,Ulla Wester,True
Q4990351,Ulla Wester-Rudin,False
Q4990369,Majléne Westerlund Panke,True
Q4990382,Aina Linde,False
Q4990382,Aina Westin,True
Q4990401,Karin Wetterström,True
Q4990430,Birgitta Wichne,True
Q4990451,Cecilia Widegren,True
Q4990475,Monica Widnemark,True
Q4990502,Hanna Wigh,True
Q4990503,Cecilia Wigström,True
Q4990555,Marie Wilén,True
Q4990642,Eva Winther,True
Q4990657,Birgitta Wistrand,True
Q4990669,Siw Ingeborg Wittgren Ahl,False
Q4990669,Siw Wittgren-Ahl,True
Q4990680,Anna Margareta Wohlin Andersson,False
Q4990680,Anna Wohlin Andersson,True
Q4990681,Wohlin,False
Q4990681,Wohlin,True
Q4990768,Ingegerd Lundborg,False
Q4990768,Ingegerd Wärnersson,True
Q4990781,Liselotte Wågö,True
Q4990848,Mariann Ytterberg,True
Q4990884,Solveig Ellen Viola Zander,False
Q4990884,Solveig Zander,True
Q4990906,Pernilla Zethraeus,True
Q4990909,Eva Birgitta Zetterberg,False
Q4990909,Eva Zetterberg,True
Q4990983,Ulla-Britt Åbark,True
Q4990984,Boriana Åberg,True
Q4991008,Anna Ågerfalk,True
Q4991011,Åsa Ågren Wikström,True
Q4991025,Marianne Åhman,True
Q4991027,Annika Åhnberg,True
Q4991038,Anna Åkerhielm,True
Q4991052,Anette Åkesson,True
Q4991064,Yvonne Ångström,True
Q4991077,Eva Margareta Theodora Åsbrink,False
Q4991077,Eva Åsbrink,True
Q4991079,Ann-Britt Åsebol,True
Q4991094,Eliza Roszkowska Öberg,True
Q4991099,Öberg,False
Q4991099,Öberg,True
Q4991101,Lena Ödeen,True
Q4991114,Monica Öhman,True
Q4991125,Lena Öhrsvik,True
Q4991154,Maria Östberg Svanelind,True
Q4991167,Karin Östergren,True
Q4991178,Rosa Östh,True
Q4991197,Sermin Özürküt,True
Q4992875,Karl Warburg,True
Q4993034,Manderström,False
Q4993034,Manderström,True
Q4994151,Jan Björkman,True
Q4994566,Branting,False
Q4994566,Branting,True
Q5005171,Börje Hörnlund,True
Q50353136,John Widegren,True
Q50353141,Yasmine Posio,True
Q50353151,Amne Ali,True
Q50353159,David Lindvall,True
Q50353165,Eva-Lena Gustavsson,True
Q50353170,Hamza Demir,True
Q50353175,Helena Bonnier,True
Q5039749,Carl-Axel Roslund,True
Q5039758,Carl-Erik Skårman,True
Q5039896,Carl Berglund,True
Q5039896,Carl Vilhelm Laurentius Berglund,False
Q5040240,Carl Grewesmühl,True
Q5040976,Carl Winberg,True
Q5080263,Lindley,False
Q5080263,Lindley,True
Q5109199,Christer Nylander,True
Q5109205,Christer Winbäck,True
Q5109735,Christian Holm,True
Q5109735,Christian Holm Barenfeld,False
Q5125015,Claes Roxbergh,True
Q5125017,Claes Västerteg,True
Q512590,Börje Vestlund,True
Q512590,Vestlund,False
Q513301,Federley,False
Q513301,Fredrick Federley,True
Q514209,Gunnar Hedlund,True
Q514593,Inger Segelström,True
Q517206,Brink,False
Q517206,Josefin Brink,True
Q517762,Ingegerd Troedsson,True
Q517762,Troedsson,False
Q517921,Marianne Berg,True
Q517921,Marianne Birgitta Berg,False
Q517947,Hanna Rydh,True
Q517947,Rydh,False
Q517960,Lotta Hedström,True
Q517960,Lotta Nilsson Hedström,False
Q518776,Jimmie Åkesson,True
Q518776,Åkesson,False
Q520223,Maria Borelius,True
Q520223,Maria Sigrid Astrid Borelius,False
Q520594,Jacob Georg Agardh,True
Q520594,Jakob Georg Agardh,False
Q520956,Holm,False
Q520956,Ulf Holm,True
Q5213808,Dan Kihlström,True
Q5218897,Daniel Tarschys,True
Q522153,Wallenberg,False
Q522153,Wallenberg,True
Q5231532,Boman,False
Q5231532,Boman,True
Q5234218,David Gomér,True
Q525663,Sundberg,False
Q525663,Sundberg,True
Q52677515,Ulla Ingeborg Jacobsson,False
Q52677515,Ulla Jacobsson,True
Q52920,Fredrik Reinfeldt,True
Q52920,Reinfeldt,False
Q52922,Carl Bildt,True
Q52922,Nils Daniel Carl Bildt,False
Q52950,Louis Gerhard De Geer,False
Q52950,Louis de Geer den äldre,True
Q52951,Posse,False
Q52951,Posse,True
Q52956,Thyselius,False
Q52956,Thyselius,True
Q52958,Themptander,False
Q52958,Themptander,True
Q52960,Bildt,False
Q52960,Bildt,True
Q52964,Åkerhielm af Margretelund,False
Q52964,Åkerhielm af Margretelund,True
Q52968,Erik Gustaf Bernhard Boström,False
Q52968,Erik Gustaf Boström,True
Q52969,von Otter,False
Q52969,von Otter,True
Q53286,Lundeberg,False
Q53286,Lundeberg,True
Q53292,Staaff,False
Q53292,Staaff,True
Q53294,Arvid Lindman,True
Q53294,Salomon Arvid Achates Lindman,False
Q53300,Hjalmar Hammarskjöld,True
Q53300,Knut Hjalmar Leonard Hammarskjöld,False
Q53305,Swartz,False
Q53305,Swartz,True
Q53310,Edén,False
Q53310,Edén,True
Q5340170,Edoff Andersson,True
Q5340170,Edoff Emanuel Andersson,False
Q5341366,Johanson,False
Q5341366,Johanson,True
Q5341399,Edvin Karlsson,True
Q5348198,Egon Andreasson,True
Q5349634,Einar Gustafsson,True
Q535342,Ek,False
Q535342,Lena Ek,True
Q5359581,Sparre af Söfdeborg,False
Q5359581,Sparre af Söfdeborg,True
Q5359589,Edvard von Krusenstjerna,True
Q5359589,Julius Edvard von Krusenstjerna,False
Q5360742,Löfgren,False
Q5360742,Löfgren,True
Q53620,Branting,False
Q53620,Branting,True
Q53626,De Geer af Finnspång,False
Q53626,De Geer af Finnspång,True
Q53633,Trygger,False
Q53633,Trygger,True
Q53637,Johannes Rickard Sandler,False
Q53637,Rickard Sandler,True
Q53642,Ekman,False
Q53642,Ekman,True
Q53650,Hamrin,False
Q53650,Hamrin,True
Q53660,Hansson,False
Q53660,Hansson,True
Q5368089,Elving Andersson,True
Q53701,Axel Alarik Pehrsson-Bramstorp,False
Q53701,Axel Pehrsson-Bramstorp,True
Q53707,Erlander,False
Q53707,Erlander,True
Q5371267,Emil Gustafson,True
Q5371288,Emil Hultman,True
Q53713,Palme,False
Q53713,Palme,True
Q53721,Thorbjörn Fälldin,True
Q53733,Ola Ullsten,True
Q537342,Lena Sommestad,True
Q537342,Sommestad,False
Q53740,Carlsson,False
Q53740,Carlsson,True
Q53747,Göran Persson,False
Q53747,Göran Persson,True
Q538109,Nerman,False
Q538109,Ture Nerman,True
Q5388443,Erik A. Eriksson,True
Q5388443,Erik Anders Eriksson,False
Q5388484,Erik Bengtzboe,True
Q5388484,Erik Gustav Bengtzboe,False
Q5388596,Erik Glimnér,True
Q5388602,Erik Grebäck,True
Q5388685,Erik Larsson,True
Q5388930,von Heland,False
Q5388930,von Heland,True
Q5388933,Erik Åsbrink,True
Q5389786,Erling Bager,True
Q5394979,Ernst Eskhult,True
Q5394979,Ernst Wilhelm Eskhult,False
Q54006296,Karl Längberg,True
Q5410165,Adolfsson,False
Q5410165,Adolfsson,True
Q5411103,Gunnar Ericsson,True
Q5420791,Rolf Hagel,True
Q543409,Flyg,False
Q543409,Flyg,True
Q54365860,Jacob Sandgren,True
Q54365866,Mikael Peterson,True
Q54365869,Leif Hård,True
Q54396872,Christopher Ödmann,True
Q547534,Leni Björklund,True
Q547580,Ann-Christin Margareta Nykvist,False
Q547580,Ann-Christin Nykvist,True
Q5477483,Lindström,False
Q5477483,Lindström,True
Q5499548,Fredrik von Essen,True
Q549955,Eliasson,False
Q549955,Jan Eliasson,True
Q5503582,Bengt Fridolf Jansson,False
Q5503582,Fridolf Jansson,True
Q5504803,Fritiof Karlsson,True
Q5504808,Lager,False
Q5504808,Lager,True
Q5535667,Georg Carlsson,True
Q5535667,Johan Ernst Carlsson,False
Q5540544,Ragnar Aaby-Ericsson,True
Q5540544,Ragnar Bernhard Aaby-Ericsson,False
Q5540672,Fredrik Aarnseth,True
Q5540672,Fredrik Olsen Aarnseth,False
Q5540748,Nils Aastrup,True
Q5540748,Nils Gustaf Emil Aastrup,False
Q5541257,Abelin,False
Q5541257,Abelin,True
Q5541307,Erik Wilhelm Abenius,False
Q5541307,Wilhelm Abenius,True
Q5541652,Karl Gustav Abramsson,True
Q5542465,Amir Adan,True
Q5542625,Adelswärd,False
Q5542625,Adelswärd,True
Q5542641,Adelswärd,False
Q5542641,Adelswärd,True
Q5542875,Adlersparre,False
Q5542875,Adlersparre,True
Q5542896,Adlersparre,False
Q5542896,Adlersparre,True
Q5543002,Adolfsson,False
Q5543002,Adolfsson,True
Q5543430,Nils Agerberg,True
Q5543495,Per Arne Aglert,True
Q5543777,Einar Ahl,True
Q5543777,Karl Einar Ahl,False
Q5543827,Ahlberg,False
Q5543827,Ernst Ahlberg,True
Q5543988,Ahlfvengren,False
Q5543988,Ahlfvengren,True
Q5543999,Anders Ahlgren,True
Q5544009,Ahlgren,False
Q5544009,Erik Ahlgren,True
Q5544085,Emil Ahlkvist,True
Q5544085,Karl Emil Ahlkvist,False
Q5544137,Lars Ahlmark,True
Q5544137,Lars Folke Ahlmark,False
Q5544145,Bengt Ahlquist,True
Q5544145,Bengt Alvar Ingemar Ahlquist,False
Q5544172,Johnny Ahlqvist,True
Q5544228,Ahlsten,False
Q5544228,Ahlsten,True
Q5544237,Albin Ahlstrand,True
Q5544237,Göran Albin Ahlstrand,False
Q5544289,Lars Ahlström,True
Q5544294,Olof Ahlström,True
Q5544294,Olof Christian Ahlström,False
Q5544520,Ahrenberg,False
Q5544520,Ahrenberg,True
Q5544850,Christer Akej,True
Q5545566,Albertsson,False
Q5545566,Albertsson,True
Q5545831,Axel Olof Aldén,False
Q5545831,Olle Aldén,True
Q5546036,Stig Alemyr,True
Q5546036,Stig Roland Alemyr,False
Q5546257,Erik Alexanderson,True
Q5546257,Karl Erik Alexanderson,False
Q5546265,Carl Abraham Alexanderson,False
Q5546265,Carl Alexanderson,True
Q5546274,Alexanderson,False
Q5546274,Alexanderson,True
Q5546459,Thoralf Alfsson,True
Q5546483,Stig Alftin,True
Q5547309,August Almén,True
Q5547309,August Teodor Almén,False
Q5547315,Frans Almén,True
Q5547336,Johan Severin Almer,True
Q5547372,Almgren,False
Q5547372,Almgren,True
Q5547383,Harald Almgren,True
Q5547407,Almgren,False
Q5547407,Almgren,True
Q5547436,John Almkvist,True
Q5547436,Nils Johan Fredrik Almkvist,False
Q5547532,Erik Victor Almqvist,False
Q5547532,Erik Viktor Almquist,True
Q5547542,Gustaf Almquist,True
Q5547542,Johan Gustaf Almquist,False
Q5547561,Almqvist,False
Q5547561,Almqvist,True
Q5547623,Almqvist,False
Q5547623,Almqvist,True
Q5547641,Almqvist,False
Q5547641,Almqvist,True
Q5547719,Almström,False
Q5547719,Robert Almström,True
Q5547863,Hans Alsén,True
Q5547873,Lennart Alsén,True
Q5548000,Carl Jonas Oscar Alströmer,False
Q5548000,Oscar Alströmer,True
Q5548010,Alströmer,False
Q5548010,Alströmer,True
Q5548100,Carl Peter Althin,False
Q5548100,Peter Althin,True
Q5548121,Altin,False
Q5548121,Lars Magnus Altin,True
Q5548860,Amilon,False
Q5548860,Amilon,True
Q5548875,Jabar Amin,True
Q5549004,Herman Amnéus,True
Q5549004,Herman Nestor Emanuel Amnéus,False
Q5551491,Erik Adamsson,True
Q5551491,Erik Selmer Johan Adamsson,False
Q5552169,Adolf Alexandersson,True
Q5552169,Alexandersson,False
Q5552279,Alkman,False
Q5552279,Alkman,True
Q5552429,Almquist,False
Q5552429,Almquist,True
Q5552491,Magnus Alsterlund,True
Q5552501,Alströmer,False
Q5552501,Alströmer,True
Q5552957,Ander,False
Q5552957,August Ander,True
Q5553053,Rudolf Anderberg,True
Q5553428,Anderson,False
Q5553428,Anderson,True
Q5553446,Carl Albert Anderson,True
Q5553493,Anderson,False
Q5553493,Anderson,True
Q5553501,Anderson,False
Q5553501,Anderson,True
Q5553524,Anders Gustaf Anderson,False
Q5553524,Gustaf Anderson,True
Q5553542,Axel Ivar Anderson,False
Q5553542,Ivar Anderson,True
Q5553550,Iwar Anderson,True
Q5553568,Anderson,False
Q5553568,Anderson,True
Q5553576,Anderson,False
Q5553576,Johan Eric Anderson,True
Q5553580,Johan Anderson,False
Q5553580,Johan Anderson,True
Q5553616,Anderson,False
Q5553616,Anderson,True
Q5553680,Olof Anderson,False
Q5553680,Olof Anderson,True
Q5553810,Abel Andersson,True
Q5553810,Karl Albin Mauritz Andersson,False
Q5553830,Alf Andersson,True
Q5553830,Andersson,False
Q5553840,Andersson,False
Q5553840,Andersson,True
Q5553846,Alfred Andersson,True
Q5553846,Andersson,False
Q5553850,Alfred Andersson,True
Q5553850,Andersson,False
Q5553863,Andersson,False
Q5553863,Andersson,True
Q5553885,Anders Andersson,False
Q5553885,Anders Andersson,True
Q5553903,Anders Andersson,True
Q5553903,Andersson,False
Q5553911,Anders Andersson,True
Q5553911,Andersson,False
Q5553916,Anders Andersson,True
Q5553916,Andersson,False
Q5553920,Andersson,False
Q5553920,Andersson,True
Q5553924,Andersson,False
Q5553924,Andersson,True
Q5553930,Andersson,False
Q5553930,Andersson,True
Q5553934,Andersson,False
Q5553934,Andersson,True
Q5553942,Anders Andersson,True
Q5553942,Anders Birger Andersson,False
Q5553949,Andersson,False
Q5553949,Andersson,True
Q5553950,Anders Andersson,True
Q5553950,Andersson,False
Q5553954,Anders Andersson,False
Q5553954,Anders Andersson,True
Q5553957,Anders Andersson,True
Q5553957,Andersson,False
Q5553964,Anders Petter Andersson,True
Q5553964,Andersson,False
Q5553974,Andersson,False
Q5553974,Andreas Andersson,True
Q5553978,Andersson,False
Q5553978,Andersson,True
Q5553993,Arne Andersson,True
Q5553993,Lars Arne Andersson,False
Q5554025,Arvid Andersson,True
Q5554046,Axel Andersson,True
Q5554055,Axel Andersson,False
Q5554055,Axel Andersson,True
Q5554059,Andersson,False
Q5554059,Andersson,True
Q5554157,Bertil Andersson,True
Q5554157,Karl Bertil Andersson,False
Q5554160,Birger Andersson,True
Q5554162,Axel Gustav Birger Andersson,False
Q5554162,Birger Andersson,True
Q5554248,Börje Andersson,True
Q5554264,Andersson,False
Q5554264,Andersson,True
Q5554268,Andersson,False
Q5554268,Andersson,True
Q5554283,Andersson,False
Q5554283,Andersson,True
Q5554287,Andersson,False
Q5554287,Andersson,True
Q5554384,Einar Andersson,True
Q5554384,Einar Sigfrid Andersson,False
Q5554395,Elis Andersson,True
Q5554395,Elis Gustav Andersson,False
Q5554399,Andersson,False
Q5554399,Andersson,True
Q5554402,Andersson,False
Q5554402,Andersson,True
Q5554417,Emil Andersson,True
Q5554421,Andersson,False
Q5554421,Andersson,True
Q5554430,Andersson,False
Q5554430,Andersson,True
Q5554461,Andersson,False
Q5554461,Andersson,True
Q5554485,Andersson,False
Q5554485,Andersson,True
Q5554537,Georg Andersson,True
Q5554537,Georg Leander Andersson,False
Q5554595,Andersson,False
Q5554595,Andersson,True
Q5554599,Gunnar Andersson,True
Q5554599,Gunnar Sigfrid Andersson,False
Q5554604,Andersson,False
Q5554604,Andersson,True
Q5554616,Andersson,False
Q5554616,Andersson,True
Q5554624,Andersson,False
Q5554624,Andersson,True
Q5554629,Gustaf Andersson,False
Q5554629,Gustaf Andersson,True
Q5554635,Andersson,False
Q5554635,Andersson,True
Q5554640,Andersson,False
Q5554640,Gustaf Andersson,True
Q5554662,Andersson,False
Q5554662,Andersson,True
Q5554683,Gösta Andersson,True
Q5554683,Gösta Ludvig Andersson,False
Q5554686,Andersson,False
Q5554686,Andersson,True
Q5554702,Hans Andersson,True
Q5554710,Andersson,False
Q5554710,Andersson,True
Q5554713,Andersson,False
Q5554713,Andersson,True
Q5554719,Andersson,False
Q5554719,Andersson,True
Q5554733,Harald Andersson,True
Q5554733,Karl Olof Harald Andersson,False
Q5554779,Henrik Andersson,False
Q5554779,Henrik Andersson,True
Q5554793,Andersson,False
Q5554793,Andersson,True
Q5554817,Gustav Ingemar Andersson,False
Q5554817,Ingemar Andersson,True
Q5554833,Jan Andersson,True
Q5554851,Andersson,False
Q5554851,Andersson,True
Q5554868,Jan R. Andersson,True
Q5554868,Jan Richard Andersson,False
Q5554920,Johan Andersson,True
Q5554945,Andersson,False
Q5554945,Johan Andersson,True
Q5554949,Andersson,False
Q5554949,Andersson,True
Q5554953,Anders Johan Andersson,False
Q5554953,Johan Andersson,True
Q5554956,Johan Andersson,True
Q5554956,Johannes Andersson,False
Q5554960,Andersson,False
Q5554960,Andersson,True
Q5554970,Johannes Andersson,False
Q5554970,Johannes Andersson,True
Q5554975,Andersson,False
Q5554975,Andersson,True
Q5554980,Andersson,False
Q5554980,Andersson,True
Q5554984,Andersson,False
Q5554984,Andersson,True
Q5554987,Andersson,False
Q5554987,Andersson,True
Q5555007,Andersson,False
Q5555007,John Andersson,True
Q5555011,John Andersson,True
Q5555011,John Olov Andersson,False
Q5555055,Andersson,False
Q5555055,Andersson,True
Q5555060,Andersson,False
Q5555060,Andersson,True
Q5555065,Andersson,False
Q5555065,Andersson,True
Q5555069,Jonas Andersson,False
Q5555069,Jonas Andersson,True
Q5555073,Andersson,False
Q5555073,Andersson,True
Q5555074,Andersson,False
Q5555074,Jones Erik Andersson,True
Q5555087,Andersson,False
Q5555087,Andersson,True
Q5555091,Andersson,False
Q5555091,Andersson,True
Q5555093,Erik Jörgen Andersson,False
Q5555093,Jörgen Andersson,True
Q5555097,Jörgen Andersson,True
Q5555123,Andersson,False
