swerik_id,portrait
i-AAqwCtq1uiCsRVNQ99pvu2,http://commons.wikimedia.org/wiki/Special:FilePath/Ludvig%20Eklund%201839%20%28cropped%29.jpg
i-ABFN9YRCJxWR5CQLV4KEKc,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Hoppe.jpg
i-ABHqHPdDMU18oR56JBTLbP,http://commons.wikimedia.org/wiki/Special:FilePath/Herman%20Schmidt%20SPA%20%28cropped%29.jpg
i-ABaSrrbKvV3cZxEgs6yiWG,http://commons.wikimedia.org/wiki/Special:FilePath/Alfred%20Petersson%20SPA%20121%20%28cropped%29.jpg
i-AC8RFPqgo4aFfG6KooA2u5,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Lundberg%20SPA2%20%28cropped%29.jpg
i-ACVAPuDAAVNFDcYqCfRkK,http://commons.wikimedia.org/wiki/Special:FilePath/Arvid%20Eskel%20SPA%20%28cropped%29.jpg
i-ACY8pQ3rqhZBZFNjZVeYJU,http://commons.wikimedia.org/wiki/Special:FilePath/M%C3%A5rten%20Trulsson.pdf
i-AD4PVxoWFJ5WK9APNtM5vP,http://commons.wikimedia.org/wiki/Special:FilePath/Knut%20Senander.jpg
i-ADcRhddZxegj2BX4Abux5i,http://commons.wikimedia.org/wiki/Special:FilePath/Samuel%20Grubbe.jpg
i-ADwpi5gosLNrj8eqtdXe6o,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Jonsson%20SPA%20%28cropped%29.jpg
i-AEuL1tZkLG8yisHEPTUMjg,http://commons.wikimedia.org/wiki/Special:FilePath/Margit%20Vinge%20SPA%20%28cropped%29.jpg
i-AFKRuqw65ewVGnDdU6pKeD,http://commons.wikimedia.org/wiki/Special:FilePath/Harald%20Pettersson%20SPA%20%28cropped%29.jpg
i-AFUc4j3t58ghU1eJpFnKLi,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20von%20Oelreich%20SPA%20%28cropped%29.jpg
i-AFafkqp43qaf9gEGTZMMhQ,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Bergstedt%20SPA9%20%28cropped%29.jpg
i-AFto3gTmjTfTgomtq31hLZ,http://commons.wikimedia.org/wiki/Special:FilePath/Jessica%20Rosencrantz%20bild.jpg
i-AGERzDgeCK5wHu4VB6sv87,http://commons.wikimedia.org/wiki/Special:FilePath/Harald%20Sternhagen.jpg
i-AGZfiA6EHSwo3gcCJR2xiv,http://commons.wikimedia.org/wiki/Special:FilePath/Karl%20Falk%20SPA.jpg
i-AHfQ621Fp1orxTGB2WDjUY,http://commons.wikimedia.org/wiki/Special:FilePath/Fredrik%20Malm%2001.JPG
i-AJCahuHrtMzn7qwctgkSw7,http://commons.wikimedia.org/wiki/Special:FilePath/Fritz%20B%C3%B6rjesson%201908%20SPA%20%28cropped%29.jpg
i-AJXktptSRuni1fw754JqsT,http://commons.wikimedia.org/wiki/Special:FilePath/Nestor%20Hammarlund%201931.jpg
i-AJYMmToguz9cYJxmuCbrBw,http://commons.wikimedia.org/wiki/Special:FilePath/Anders%20G.%20Andersson%20i%20Himmelsby.jpg
i-AL1CrNrpoub4xWW7MHUhYk,http://commons.wikimedia.org/wiki/Special:FilePath/Erik%20Larsson%20SPA.jpg
i-ALf1dLQQ1zU42JvCjYwPAf,http://commons.wikimedia.org/wiki/Special:FilePath/Per%20Nilsson%20SPA%20%28cropped%29.jpg
i-AM9FiHBfEfHmx9V5MLBTSB,http://commons.wikimedia.org/wiki/Special:FilePath/Karl%20Andersson-Bj%C3%B6rk%C3%A4nge%20SPA%20%28cropped%29.jpg
i-AMJmTeTPRiL1USX39mHZ6w,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Bergstrand%20SPA5%20%28cropped%29.jpg
i-AMWvsAmfXhcB7kDsWLx8qY,http://commons.wikimedia.org/wiki/Special:FilePath/Arvid%20Enarsson%201912%20SPA%20%28cropped%29.jpg
i-ANAEMQsmJiYPJ3EqincHey,http://commons.wikimedia.org/wiki/Special:FilePath/A%20R%20Rosenqwist%201866%20SPA%20%28cropped%29.jpg
i-ANiCfxVv7RGYGKMSeQiRq,http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Larsson%201853%20SPA.jpg
i-AQAc7L3yWtMcgD3r6CxRHG,http://commons.wikimedia.org/wiki/Special:FilePath/Maria%20Stenberg%20%28S%29%20Sverige.jpg
i-AQM8mzde8ixYG8gZEV93F4,http://commons.wikimedia.org/wiki/Special:FilePath/Oscar%20Lundquist%201860%20SPA%20%28cropped%29.jpg
i-AR2qqDPUQpxw9v9Lv1Da3q,http://commons.wikimedia.org/wiki/Special:FilePath/Jonas%20Akerlund%200c224%203152.jpg
i-ARPckKnLjiLq7mJ1r6Psod,http://commons.wikimedia.org/wiki/Special:FilePath/Nils%20Andersson%20B%C3%A4vik.jpg
i-ARSF9aBhDAbqejYY3uDE6X,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Rydqvist%20SPA2%20%28cropped%29.jpg
i-ARhFvspt3bc1nQS2KaREWV,http://commons.wikimedia.org/wiki/Special:FilePath/Sven%20Brolin%20SPA%20%28cropped%29.jpg
i-ASZGAumSZoEqnNdy4PgJAw,http://commons.wikimedia.org/wiki/Special:FilePath/Swedish%20politician%20Pehr%20Lithander.jpg
i-ATZej4sqnWosVieztaCqD4,http://commons.wikimedia.org/wiki/Special:FilePath/Anders%20Hansson%201882%20SPA%20%28cropped%29.jpg
i-AUCKptBWsFh38KS56FBcnz,http://commons.wikimedia.org/wiki/Special:FilePath/Edvin%20B%C3%A4ckstr%C3%B6m%20SPA%20%28cropped%29.jpg
i-AUS3xJ5viRWXYnDpt66BXU,http://commons.wikimedia.org/wiki/Special:FilePath/Holger%20Mossberg%20SPA%20%28cropped%29.jpg
i-AUiKAHUouizyVHGxxpPv52,http://commons.wikimedia.org/wiki/Special:FilePath/Oscar%20Lindewall%201847%20SPA%20%28cropped%29.jpg
i-AUmBd8T8oEP8tVpZMy3qz4,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Gustaf%20Boberg%201859%20SPA3%20%28cropped%29.jpg
i-AVRXLvGU2mSVYUvMHYuiQ2,http://commons.wikimedia.org/wiki/Special:FilePath/Oscar%20Borge.JPG
i-AWLNBm49upAvWc2G2jYeiD,http://commons.wikimedia.org/wiki/Special:FilePath/Ebon%20Olivia%20Bernhardina%20Andersson%20SPA3%20%28cropped%29.jpg
i-AWmb2DrpURM4UqQM5TA3tU,http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Ahlsten%201893%20SPA%20%28cropped%29.jpg
i-AWnCXGKxBPDN7gJVRfodvt,http://commons.wikimedia.org/wiki/Special:FilePath/Karl%20Westman%20SPA10%20%28cropped%29%20bild.jpg
i-AXJQS9WpdKCwq6vcfVTRUy,http://commons.wikimedia.org/wiki/Special:FilePath/Nermina%20Mizimovic%20in%20March%202019.jpg
i-AY9UmxrTq4s4hcaqyGkSRg,http://commons.wikimedia.org/wiki/Special:FilePath/Knut%20Kjellberg.jpg
i-AYNGXU3H8K1ywAMiw61q9Y,http://commons.wikimedia.org/wiki/Special:FilePath/Per%20Nilsson%20i%20K%C3%A4rra%201821%20SPA%20%28cropped%29.jpg
i-AYS9tHbc9NGtqGUYhiGt8Y,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Toll%20SPA%20%28cropped%29.jpg
i-AZnaWEAg22YQ3HzVMfNSHR,http://commons.wikimedia.org/wiki/Special:FilePath/2017%20Halifax%20International%20Security%20Forum%20%2838468647396%29.jpg
i-Aa7GZWXKV4jaAkodU9F2T,http://commons.wikimedia.org/wiki/Special:FilePath/Arvid%20Reuterski%C3%B6ld%20SPA.jpg
i-AbaNSxTWvU5n5aEtEmU4sS,http://commons.wikimedia.org/wiki/Special:FilePath/Nils%20Kellgren%20SPA%20%28cropped%29.jpg
i-AdqA2i9C9h8S2dLNFbX7KB,http://commons.wikimedia.org/wiki/Special:FilePath/Georg%20Crafoord%201861%20SPA%20%28cropped%29.jpg
i-AeCCW6b874bMxRWjUE2k8G,http://commons.wikimedia.org/wiki/Special:FilePath/20170330%20Anders%20Lonnberg%20Swedish%20danish%20life%20science%20Medicon%20Village%200091%20%2832928667333%29%20%28cropped%29.jpg
i-AeRihY4YpUHoYMdpRJ5j33,http://commons.wikimedia.org/wiki/Special:FilePath/Nils%20Hansson%20SPA%2011%20%28cropped%29.jpg
i-Af27F1xYCu7PKfDmUgU7Xb,http://commons.wikimedia.org/wiki/Special:FilePath/Bengt%20B%C3%B6rjesson%20f%C3%B6dd%201920.jpg
i-Af4Qh6NyHu5cGbpwa97J5Y,http://commons.wikimedia.org/wiki/Special:FilePath/Maria%20Nilsson.jpg
i-AfBPHZLWRPsh7B4P9VGWFb,http://commons.wikimedia.org/wiki/Special:FilePath/Lars%20B%C3%B6rjesson%20Vr%C3%A5en.pdf
i-AgDzv162Qd6emDzJqLgb4d,http://commons.wikimedia.org/wiki/Special:FilePath/Ume%C3%A5%20stadsarkiv-Falk-John.jpg
i-AgGMZzru6dKoQKBAEAC9qQ,http://commons.wikimedia.org/wiki/Special:FilePath/Lindqvist%20John%2018450608%20%28cropped%29.jpg
i-AgNCAWJHhFupxLXMubwF7R,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Th%C3%B6rnberg%20SPA%203.jpg
i-Ah2GaXbPFmZmazHpBVHvGy,http://commons.wikimedia.org/wiki/Special:FilePath/JohanRamstedt.JPG
i-Ah6esEHAmwpbkj7qdoxVev,http://commons.wikimedia.org/wiki/Special:FilePath/Otto%20Lundberg%20SPA3%20%28cropped%29.jpg
i-AhfUaLLE4KoRkwDYaExPfT,http://commons.wikimedia.org/wiki/Special:FilePath/Zakarias%20Larsson%20SPA%20%28cropped%29.jpg
i-Ai6D678svLCFNxzAAsM74L,http://commons.wikimedia.org/wiki/Special:FilePath/Nils%20Hanson%201835%20SPA%20%28cropped%29.jpg
i-AipmLKPhUTxucoHSHc9KaD,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Johansson%20SPA2%20%28cropped%29.jpg
i-AkSRM5M7EY6VTfmFE8PNis,http://commons.wikimedia.org/wiki/Special:FilePath/Sj%C3%B6min%20JCE%20Christerson%201959.JPG
i-AkkdfpGktUNP8mcA1ApJ7P,http://commons.wikimedia.org/wiki/Special:FilePath/Erik%20Hammarlund.jpg
i-Akp6TAGeiXLBcodZf8itDp,http://commons.wikimedia.org/wiki/Special:FilePath/Eric%20af%20Klint%20Falander%201880.png
i-Akry4qWgBXVHLyPnTaxeen,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Trolle%20SPA2%20%28cropped%29.jpg
i-Akw6TaNXU6i1CPtvUchuu3,http://commons.wikimedia.org/wiki/Special:FilePath/Emil%20Gustafson%201887%20SPA%20%28cropped%29.jpg
i-Akzn9z23GnAQdeU8SSqyQ4,http://commons.wikimedia.org/wiki/Special:FilePath/Solveig%20R%C3%B6nn-Christiansson.jpg
i-AmKppgrWPnLHER7xpP5Nar,http://commons.wikimedia.org/wiki/Special:FilePath/Swedish%20politician%20Oscar%20Ekman.jpg
i-Amix13w5CwbirmoN46TB7n,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Schedin%20SPA%20%28cropped%29.jpg
i-AmkEPQHyLbWFNYdCQzmzAu,http://commons.wikimedia.org/wiki/Special:FilePath/Elisabeth%20Thand%20Ringqvist%20Foretagarna.jpg
i-AnkY8mcdfarCUByckew7sD,http://commons.wikimedia.org/wiki/Special:FilePath/Alfred%20St%C3%A4rner%201864%20SPA7.jpg
i-Ao65QGy15CSfY5Bs93ui2H,http://commons.wikimedia.org/wiki/Special:FilePath/Karl%20Holmgren%20SPA2%20%28cropped%29.jpg
i-AoCcPLPG5iPhwCGEcPTMbh,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Malmroth.jpg
i-AoRmp626pkU9Q5rUHCUN3a,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Sad%C3%A9n%201848%20SPA%20%28cropped%29.jpg
i-ApHmSnfxK7X5tAzqwJM3Ve,http://commons.wikimedia.org/wiki/Special:FilePath/Hierta.jpg
i-ApMdb3k8RRd3uNyrUKrRGM,http://commons.wikimedia.org/wiki/Special:FilePath/Per%20Anderson%201860%20SPA3%20%28cropped%29.jpg
i-ApS23bs5MqYzWtTbdEG2Jz,http://commons.wikimedia.org/wiki/Special:FilePath/Edvard%20Gelin%201853.SPA.jpg
i-ApUSkmTmSTvD6wvc5VeThD,http://commons.wikimedia.org/wiki/Special:FilePath/Lars%20Smith%20SPA%20%28cropped%29.jpg
i-Apri7FgXXxnC71KLoUptE9,http://commons.wikimedia.org/wiki/Special:FilePath/Eric%20Carlsson%20SPA%20%28cropped%29.jpg
i-AqE93YNX5ebVmFiTaUg1Pq,http://commons.wikimedia.org/wiki/Special:FilePath/Karl%20Franz%C3%A9n%201883%20SPA%20%28cropped%29.jpg
i-AqkTDdERRgq7MWP7ajMpZo,http://commons.wikimedia.org/wiki/Special:FilePath/Jasenko%20Omanovic.jpg
i-ArBoKHFxXfA2rh9Sm2XzUy,http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Magnell%20SPA%20%28cropped%29.jpg
i-ArgDgyVkJdUq9Gq6HuxKoT,http://commons.wikimedia.org/wiki/Special:FilePath/Bertil%20Mog%C3%A5rd%20SPA.jpg
i-AsKctAWx6ZcmMUPi7YHKuw,http://commons.wikimedia.org/wiki/Special:FilePath/Harald%20Andersson%20SPA2%20%28cropped%29.jpg
i-AsgGVUhtw8VqZgcDkdv4Xv,http://commons.wikimedia.org/wiki/Special:FilePath/Gen.%20Herman%20Wrangel.jpg
i-Atz7ai4RJKnyNCwfSAJEeC,http://commons.wikimedia.org/wiki/Special:FilePath/Jonas%20Eriksson.jpg
i-Au5MnYkbRDPQPetSRettaC,http://commons.wikimedia.org/wiki/Special:FilePath/Edor%20Anderson%201859%20SPA%20%28cropped%29.jpg
i-AuCKd7EHzKTWJ9RrDhp6Zh,http://commons.wikimedia.org/wiki/Special:FilePath/Per%20Nilsson%201845%20SPA%20%28cropped%29.jpg
i-AuDFSNHXg72pSatxXN4KsX,http://commons.wikimedia.org/wiki/Special:FilePath/Petrus%20Bergstr%C3%B6m%201881%20SPA10%20%28cropped%29.jpg
i-AuM8Jq8UoCNghqcoEjsqU9,http://commons.wikimedia.org/wiki/Special:FilePath/Tekla%20Torbrink%20SPA%20%28cropped%29.jpg
i-AuvNgvupyypcCHtg3MDctG,http://commons.wikimedia.org/wiki/Special:FilePath/Anders%20Gasslander%20SPA%20%28cropped%29.jpg
i-Av5iFLEVV3RMNr1v9Tf4z8,http://commons.wikimedia.org/wiki/Special:FilePath/Ehrenfried%20van%20der%20Lancken.jpg
i-AvFShRZVEyBV61S19AKNGK,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Bj%C3%B6rklund%20in%20Sept%202014.jpg
i-AvGpsGJvs5PXTcEG4DtbFt,http://commons.wikimedia.org/wiki/Special:FilePath/Erik%20Gyllenstierna%201825%20SPA%20%28cropped%29.jpg
i-AvtuWmW4WHMDrctQKwDQuR,http://commons.wikimedia.org/wiki/Special:FilePath/Eva%20Flyborg.JPG
i-AwBs4Cp83TTbZr1ZyVyniN,http://commons.wikimedia.org/wiki/Special:FilePath/Olof%20Olsson%201929.JPG
i-AwGuLd7wq4gs9EydwvqXdC,http://commons.wikimedia.org/wiki/Special:FilePath/Gustaf%20Thor%201860%20SPA%20%28cropped%29.jpg
i-AwanSeTqakekXXjJp2MFbe,http://commons.wikimedia.org/wiki/Special:FilePath/Pehr%20Lithner%201825%20SPA%20%28cropped%29.jpg
i-AxBTXyeLFsiYLPmK3wvMYX,http://commons.wikimedia.org/wiki/Special:FilePath/Anneli%20Hulthen%20090830.jpg
i-Ay6zrjzeNnZpMAPRBGZ8tC,http://commons.wikimedia.org/wiki/Special:FilePath/Gunnar%20H%C3%B6kmark%2001.JPG
i-AyHSMtd1f1kVFSaVvtTmaY,http://commons.wikimedia.org/wiki/Special:FilePath/Alfred%20Jonsson%20SPA%202%20%28cropped%29.jpg
i-AyLtPYUtfuc83nLoJEwQj4,http://commons.wikimedia.org/wiki/Special:FilePath/Erhel%20Flor%C3%A9n-Winther%201927%20SPA%20%28cropped%29.jpg
i-AyN7HRP1y38PeQoLunJifb,http://commons.wikimedia.org/wiki/Special:FilePath/Jorgenjohansson.png
i-AyQ5VXLb2o7kpqffdoV4Wu,http://commons.wikimedia.org/wiki/Special:FilePath/August%20L%C3%A5ftman%20SPA%20%28cropped%29.jpg
i-AyzArf9ikS7ACDJkk6G8q3,http://commons.wikimedia.org/wiki/Special:FilePath/Henning%20Gustafsson%20SPA.jpg
i-AztMVLti5hapQ8yJnkFbgD,http://commons.wikimedia.org/wiki/Special:FilePath/Sofia%20Nilsson%20%2848917879493%29%20%28cropped%29.jpg
i-B1SwupwM9QjXTLJUdzWAMP,http://commons.wikimedia.org/wiki/Special:FilePath/Anders%20Hansson%201839%20SPA9%20%28cropped%29.jpg
i-B1TD61aoCX1X8inXyshE45,http://commons.wikimedia.org/wiki/Special:FilePath/Josef%20Smedberg%20Ved%C3%A5kra.jpg
i-B1jH6xuNdP1VDkcHJM5hF3,http://commons.wikimedia.org/wiki/Special:FilePath/Daniel%20Tarschys%201c379%206282.jpg
i-B23GjshyfGkPGKgYN7xpVQ,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Brandt%20SPA%20%28cropped%29.jpg
i-B2pG9UoeZowv3W1y4urFYy,http://commons.wikimedia.org/wiki/Special:FilePath/Billstr%C3%B6m%2C%20Lars%20ur%20Sparbanken%20i%20Lund%201833-1933.jpg
i-B34sv9ytsiioT1XaQtyXUo,http://commons.wikimedia.org/wiki/Special:FilePath/Hel%C3%A9n%20Pettersson.jpg
i-B471TcSCwHNHrNRk1EdJek,http://commons.wikimedia.org/wiki/Special:FilePath/Eskil%20Erlandsson%2C%202010-09-19.jpg
i-B4hV7rgBZqLtXzSvZhQHbo,http://commons.wikimedia.org/wiki/Special:FilePath/Mia%20Sydow%20M%C3%B6lleby%202.jpg
i-B4nc1rYu6gqhHmUqKRJTib,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Andersson%201827%20SPA2%20%28cropped%29.jpg
i-B4nu9XszBXgUbk8rfByBoJ,http://commons.wikimedia.org/wiki/Special:FilePath/Camilla%20Odhnoff%20%28cropped%29.jpg
i-B4xUKqUrA116s5SyuEVHyM,http://commons.wikimedia.org/wiki/Special:FilePath/Gustaf%20Anton%20Lars%C3%A9n%20SPA%20%28cropped%29.jpg
i-B5Mnjpt8rqBfGh6JQ4dcyz,http://commons.wikimedia.org/wiki/Special:FilePath/Fredrik%20Sundstr%C3%B6m%201886%20SPA.jpg
i-B5pWFFTpKgTiAMZh5ZK37h,http://commons.wikimedia.org/wiki/Special:FilePath/Emil%20Fagerlund%20SPA.jpg
i-B5phFk4C84P3fc5QYREUQN,http://commons.wikimedia.org/wiki/Special:FilePath/Lars%20Jansson%201840%20SPA4.jpg
i-B61H8bVAUjJ6rv3nkF94m,http://commons.wikimedia.org/wiki/Special:FilePath/Harald%20Lemke.jpg
i-B699wHiwRp6br9TjezHPAV,http://commons.wikimedia.org/wiki/Special:FilePath/Hampus%20Montgomery%20SPA3%20%28cropped%29.jpg
i-B6x81JbBG2USKz2585kbnd,http://commons.wikimedia.org/wiki/Special:FilePath/Nils%20Odhe%20SPA3%20%28cropped%29.jpg
i-B73xzEvLUp5QXKnd7QSJky,http://commons.wikimedia.org/wiki/Special:FilePath/Nils%20Svensson%201861%20SPA%20%28cropped%29.jpg
i-B7AMN8Vydck1XmL2LBZZRk,http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20Nystr%C3%B6m%201845%20SPA3%20%28cropped%29.jpg
i-B7hrTkCutn2YGLqw9zbUd2,http://commons.wikimedia.org/wiki/Special:FilePath/Bengt%20Sj%C3%B6nell%20SPA%20%28cropped%29.jpg
i-B8NxNnu1t7iC4QAwR3ccxG,http://commons.wikimedia.org/wiki/Special:FilePath/J%20S%20Almer%20SPA10.jpg
i-B8rKtGL4c7HssB773AJ52s,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Petersson%201839%20SPA%20%28cropped%29.jpg
i-B8wFGVyzJsDS6zUEFaUgeN,http://commons.wikimedia.org/wiki/Special:FilePath/Joakim%20J%C3%A4rrebring%20smiling.jpg
i-B8y96mdDcSM76tgEwwEPsz,http://commons.wikimedia.org/wiki/Special:FilePath/Ernst%20Andersson%20SPA%20%28cropped%29.jpg
i-B9JE2reNPJuJKbgj8XMNR,http://commons.wikimedia.org/wiki/Special:FilePath/Gustaf%20Boman%201861%20SPA%20%28cropped%29.jpg
i-B9krH8HXZPSWGdDWnrPma5,http://commons.wikimedia.org/wiki/Special:FilePath/Leonard%20Tj%C3%A4llgren.jpg
i-BBK91V3iny7XsSDQzrNv8o,http://commons.wikimedia.org/wiki/Special:FilePath/Hugo%20Sandstr%C3%B6m%201843%20SPA%20%28cropped%29.jpg
i-BBUr9QfjeTZnYsBSJ1KaEe,http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Stenberg%20SPA%20%28cropped%29.jpg
i-BBf53T86AcjHGCDvSCt7M2,http://commons.wikimedia.org/wiki/Special:FilePath/Pehr%20Rabe.jpg
i-BCZWbGeLzeuFhF8y3gEaZo,http://commons.wikimedia.org/wiki/Special:FilePath/Lars%20Dahlstedt%201855%20SPA.jpg
i-BDdBBhN658SGB6KjQvN8tK,http://commons.wikimedia.org/wiki/Special:FilePath/Axel%20Sterne.jpg
i-BE5heMiSWyuLnMtuoSP5Up,http://commons.wikimedia.org/wiki/Special:FilePath/Axel%20Reutercrona%20SPA3%20%28cropped%29.jpg
i-BEAJPAXxfUmCrCNzby7gn8,http://commons.wikimedia.org/wiki/Special:FilePath/Gustaf%20%C3%96sterberg%201864%20SPA%20%28cropped%29.jpg
i-BEmKPkc4pYM6CbmnRs8wL1,http://commons.wikimedia.org/wiki/Special:FilePath/J%C3%B6ns%20Olsson%201825%20SPA%20%28cropped%29.jpg
i-BFGDB1bJnGJ9rKYG9ZeVSr,http://commons.wikimedia.org/wiki/Special:FilePath/Bengt%20G%C3%B6ransson.jpg
i-BFoXCgys28ckfAVNL5WTAG,http://commons.wikimedia.org/wiki/Special:FilePath/Astrid%20Lindekvist%20SPA%20%28cropped%29.jpg
i-BG3ppKEV9tJVCs6dQEWdSL,http://commons.wikimedia.org/wiki/Special:FilePath/Gunnar%20Sundqvist%20SPA%2011%20%28cropped%29.jpg
i-BG62CjWHzJPrnkPkGYJy9c,http://commons.wikimedia.org/wiki/Special:FilePath/Eva%20Lohman.jpg
i-BGtVauDn38oYmvprWfvpHg,http://commons.wikimedia.org/wiki/Special:FilePath/Fredrik%20von%20Rosen%20%281849%E2%80%931917%29.jpg
i-BH3Wicu86qyFpe88FLoM4s,http://commons.wikimedia.org/wiki/Special:FilePath/Fredrik%20Brusewitz%20Svenska%20industriens%20m%C3%A4n.jpg
i-BHdk6r4gSueHaCjF4xQ9BW,http://commons.wikimedia.org/wiki/Special:FilePath/Gunnar%20Karl%20Viktor%20Larsson%20SPA%20%28cropped%29.jpg
i-BJBzNB9LAGC3qSskPaTy4G,http://commons.wikimedia.org/wiki/Special:FilePath/Silfverschi%C3%B6ld%2C%20Otto%20i%20VJs%20julnummer%201942.jpg
i-BKYGEujCYuPaSbrCKLjRLu,http://commons.wikimedia.org/wiki/Special:FilePath/Per%20Fredrik%20Gustaf%20Cornelius%20Svanberg.png
i-BKaeof17U4zVqCVaBSDwyd,http://commons.wikimedia.org/wiki/Special:FilePath/Alex.%20Thore%201937.JPG
i-BKajFCFhE63eQ7v5oSGuCX,http://commons.wikimedia.org/wiki/Special:FilePath/Nils%20Posse%20SPA%20%28cropped%29.jpg
i-BL8VPjM82tkSPDaKjC7Tc2,http://commons.wikimedia.org/wiki/Special:FilePath/Nils%20Norling%201880%20SPA%20%28cropped%29.jpg
i-BLJsSYde4NkMtqfqGADxxj,http://commons.wikimedia.org/wiki/Special:FilePath/9B0A9465.jpg
i-BMTxaGNqCLRjPTZWStMh8F,http://commons.wikimedia.org/wiki/Special:FilePath/Sven%20Boman%201895%20SPA2%20%28cropped%29.jpg
i-BMvvzzThcsBmaQw4xDgX15,http://commons.wikimedia.org/wiki/Special:FilePath/Ivan%20Warberg%20SPA%20%28cropped%29.jpg
i-BN7hrp3MWW7LxGbB8eqBPh,http://commons.wikimedia.org/wiki/Special:FilePath/Henrik%20Fredholm%20SPA9%20%28cropped%29.jpg
i-BNPcdNmACXycfvLR8wqbHp,http://commons.wikimedia.org/wiki/Special:FilePath/Ann-Charlotte%20Hammar%20Johnsson.jpg
i-BNopNRTJ6yxtE9N9JcRvtW,http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Gustaf%20Brolin.jpg
i-BNs9NctwwvjUQnQxyESNVd,http://commons.wikimedia.org/wiki/Special:FilePath/Eva%20Sonidsson.jpg
i-BPGYb4sQuEg2EmBWT8DkA2,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Alstr%C3%B6mer%201879%20SPA%20%28cropped%29.jpg
i-BPkBsgah8x1Nd1AqvUafxw,http://commons.wikimedia.org/wiki/Special:FilePath/Per%20Carlberg%201846%20SPA%20%28cropped%29.jpg
i-BQSn1kKDYkBawniKGBqERh,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Jeppsson%20SPA2%20%28cropped%29.jpg
i-BQk38xZFxNDqnNmPFzbAHx,http://commons.wikimedia.org/wiki/Special:FilePath/CarlLOlausson.jpg
i-BRM4AiymSvYJ8CY7PeMc6F,http://commons.wikimedia.org/wiki/Special:FilePath/Olof%20Bruce%20SPA%20%28cropped%29.jpg
i-BRmUZfMLduEncvKwzTHutV,http://commons.wikimedia.org/wiki/Special:FilePath/Frithiof%20S%C3%B6derbergh%20SPA.jpg
i-BRuzd8mx5ZrcGFkpRPTNji,http://commons.wikimedia.org/wiki/Special:FilePath/Reinhold%20von%20Essen%201826%20SPA%20%28cropped%29.jpg
i-BS6ps5HhwmHVnkWMJgVqae,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Blidfors%20SPA%20%28cropped%29.jpg
i-BSEtbZG4ePv3rfebXQWRkd,http://commons.wikimedia.org/wiki/Special:FilePath/Torsten%20Nilsson.jpg
i-BT47MSwG1gLkUPj7t1NX3R,http://commons.wikimedia.org/wiki/Special:FilePath/Magnus%20Sundstr%C3%B6m%201861%20SPA%20%28cropped%29.jpg
i-BTQHo9TKPt4psovBo1HK4X,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Nordgren%20SPA%20%28cropped%29.jpg
i-BUYvEhrSc9gnHcd6iS4eDJ,http://commons.wikimedia.org/wiki/Special:FilePath/Allan%20Widman.jpg
i-BWMiK93wmWx3GZyLYTeCYV,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Molin%201875%20SPA%20%28cropped%29.jpg
i-BWrrLCo5SxLJXHedGLLCjS,http://commons.wikimedia.org/wiki/Special:FilePath/Anders%20Wallenius%20SPA%20%28cropped%29.jpg
i-BYffGRDNfByecyMpUbbDdF,http://commons.wikimedia.org/wiki/Special:FilePath/Axel%20Andersson%201864%20SPA%20%28cropped%29.jpg
i-BYjwZdBZQgLjpVecBi68Gh,http://commons.wikimedia.org/wiki/Special:FilePath/Sigvard%20Cruse%20SPA10%20%28cropped%29.jpg
i-BZ7PcK8D1efvHXsafGEMKE,http://commons.wikimedia.org/wiki/Special:FilePath/Andreas%20Norl%C3%A9n%20in%202019.jpg
i-BZDMLaDZjTMLecbbyhYS3t,http://commons.wikimedia.org/wiki/Special:FilePath/Mats%20Hellstr%C3%B6m%20in%20August%202013.jpg
