swerik_id,authority,identifier
i-DyZDeJHPADf8949NFr7LUq,SwePoArID,sj9PGLAlnmUAAAAAABfROw
i-51Dv2AJXsnS33UhVzbXLDo,WiDaID,Q5885082
i-51Dv2AJXsnS33UhVzbXLDo,SwePoArID,sj9PGLAlnmUAAAAAABgdUg
i-MV4Dj57kke85AeEXacFKNd,WiDaID,Q5885088
i-MV4Dj57kke85AeEXacFKNd,SwePoArID,Di4a42b6X_AAAAAAAACIBw
i-Jq77obBeFLvgxhwoo4hA4K,WiDaID,Q5885103
i-Jq77obBeFLvgxhwoo4hA4K,SwePoArID,Di4a42b6X_AAAAAAAAADkQ
i-Shx8s54ySb2pPVzcDRXmxN,WiDaID,Q5885183
i-Shx8s54ySb2pPVzcDRXmxN,SwePoArID,sj9PGLAlnmUAAAAAABNU8w
i-Shx8s54ySb2pPVzcDRXmxN,SwePoArID,sj9PGLAlnmUAAAAAABgc3g
i-E9wRrmWzHKZve8zXnpQf1w,WiDaID,Q5885281
i-E9wRrmWzHKZve8zXnpQf1w,SwePoArID,sj9PGLAlnmUAAAAAABgbMA
i-FMbdAtQDi1xjoBLrjZem5c,WiDaID,Q5885287
i-FMbdAtQDi1xjoBLrjZem5c,SwePoArID,sj9PGLAlnmUAAAAAABfneQ
i-CbLt4jaPJd5mKjDaGXr293,WiDaID,Q5885293
i-CbLt4jaPJd5mKjDaGXr293,SwePoArID,sj9PGLAlnmUAAAAAABgZ1w
i-Y9DigTKZboaX26s6ZJBDXi,WiDaID,Q5885300
i-Y9DigTKZboaX26s6ZJBDXi,SwePoArID,Di4a42b6X_AAAAAAAAAJnw
i-Y9DigTKZboaX26s6ZJBDXi,SwePoArID,sj9PGLAlnmUAAAAAABgdVw
i-7G9k1yU47zaspjXwtBhhcU,WiDaID,Q5885317
i-7G9k1yU47zaspjXwtBhhcU,SwePoArID,sj9PGLAlnmUAAAAAABfmkg
i-HxFVoLNmcLN3NF2EPWuWS2,WiDaID,Q5885419
i-4Ea4wUS771aMd8gWwN4xxa,WiDaID,Q5885427
i-4Ea4wUS771aMd8gWwN4xxa,SwePoArID,sj9PGLAlnmUAAAAAABfSaw
i-DeKzv6NmJK9sL4zKkMd4cA,WiDaID,Q5885438
i-DeKzv6NmJK9sL4zKkMd4cA,SwePoArID,Di4a42b6X_AAAAAAAAAM2Q
i-DeKzv6NmJK9sL4zKkMd4cA,SwePoArID,sj9PGLAlnmUAAAAAABgc-w
i-Pes4yEx5YPmLWhR5Z3pQZS,WiDaID,Q5885446
i-Pes4yEx5YPmLWhR5Z3pQZS,SwePoArID,WQknIBFpuuAAAAAAAAN2pw
i-Pes4yEx5YPmLWhR5Z3pQZS,SwePoArID,sj9PGLAlnmUAAAAAABgdLg
i-VPrEm3uqu94z7CJxXggcjD,WiDaID,Q5885510
i-96hHV3ALkrSUzCixZLWNaR,WiDaID,Q5885676
i-96hHV3ALkrSUzCixZLWNaR,SwePoArID,4e1scVvZ-EAAAAAAAAAUfw
i-96hHV3ALkrSUzCixZLWNaR,SwePoArID,4e1scVvZ-EAAAAAAAAAdCQ
i-96hHV3ALkrSUzCixZLWNaR,SwePoArID,WQknIBFpuuAAAAAAAAN2lw
i-96hHV3ALkrSUzCixZLWNaR,SwePoArID,sj9PGLAlnmUAAAAAABgRTw
i-9jhvJdksrB87LGgUuY4HrE,WiDaID,Q5885693
i-9jhvJdksrB87LGgUuY4HrE,SwePoArID,sj9PGLAlnmUAAAAAABfSqA
i-Hyqvgdf3ZjCXhRaGtAsh5V,WiDaID,Q5885702
i-Hyqvgdf3ZjCXhRaGtAsh5V,SwePoArID,sj9PGLAlnmUAAAAAABgZxQ
i-AipmLKPhUTxucoHSHc9KaD,WiDaID,Q5885736
i-AipmLKPhUTxucoHSHc9KaD,SwePoArID,sj9PGLAlnmUAAAAAABNVJQ
i-AipmLKPhUTxucoHSHc9KaD,SwePoArID,sj9PGLAlnmUAAAAAABgbPQ
i-EZEtDK9JHw3Gk7dkPLEyuw,WiDaID,Q5885746
i-EZEtDK9JHw3Gk7dkPLEyuw,SwePoArID,sj9PGLAlnmUAAAAAABgaZA
i-C6AHTsGLfWs8c3HTQyHiro,WiDaID,Q5885751
i-C6AHTsGLfWs8c3HTQyHiro,SwePoArID,sj9PGLAlnmUAAAAAABgafw
i-DaLWJ8ahzok9ttQBrRy71h,WiDaID,Q5885758
i-DaLWJ8ahzok9ttQBrRy71h,DiSweNaBiID,12132
i-DaLWJ8ahzok9ttQBrRy71h,SwePoArID,sj9PGLAlnmUAAAAAABfP8w
i-KskiFCs8o96tmw5AHrgTPt,WiDaID,Q5885765
i-KskiFCs8o96tmw5AHrgTPt,SwePoArID,sj9PGLAlnmUAAAAAABgfqg
i-KskiFCs8o96tmw5AHrgTPt,UpUnAlID,alvin-person:72054
i-6Lf4ZWSEWXurZm4mkDAE7B,WiDaID,Q5885773
i-6Lf4ZWSEWXurZm4mkDAE7B,RiPeID,0155044813008
i-6Lf4ZWSEWXurZm4mkDAE7B,SwePaPeGUID,aed23929-4857-11d5-8894-0040ca16652a
i-QskpWd4ZmmJt8AesZ4pf8K,WiDaID,Q5885782
i-P6TwttaX1e5LvukZixBLVM,WiDaID,Q5885884
i-P6TwttaX1e5LvukZixBLVM,SwePoArID,sj9PGLAlnmUAAAAAABgc_A
i-68wSruW5yevgrvdRsBUbeH,WiDaID,Q5885967
i-68wSruW5yevgrvdRsBUbeH,SwePoArID,sj9PGLAlnmUAAAAAABfpYA
i-P8ZPJ9p6xnoWgmQpdcndL3,WiDaID,Q5885974
i-P8ZPJ9p6xnoWgmQpdcndL3,SwePoArID,sj9PGLAlnmUAAAAAABTG9g
i-P8ZPJ9p6xnoWgmQpdcndL3,SwePoArID,sj9PGLAlnmUAAAAAABfSlg
i-33NyqMNjzDHeZyWFbFruFj,WiDaID,Q5885983
i-33NyqMNjzDHeZyWFbFruFj,SwePoArID,sj9PGLAlnmUAAAAAABgagA
i-4tqdLLTP7gxfSJBWUow5Gp,WiDaID,Q5886041
i-4tqdLLTP7gxfSJBWUow5Gp,SwePoArID,sj9PGLAlnmUAAAAAABgfMA
i-QL2HKn4Q1s1godm3hcXWnJ,WiDaID,Q5886152
i-QL2HKn4Q1s1godm3hcXWnJ,DiSweNaBiID,12143
i-QL2HKn4Q1s1godm3hcXWnJ,SwePoArID,sj9PGLAlnmUAAAAAABfNng
i-QL2HKn4Q1s1godm3hcXWnJ,UpUnAlID,alvin-person:72491
i-StcdoMF83DoLAmRXc6CbB4,WiDaID,Q5886293
i-StcdoMF83DoLAmRXc6CbB4,SwePoArID,sj9PGLAlnmUAAAAAABfSpA
i-HAgEQXXoNesSBYagiEXMea,WiDaID,Q5886301
i-HAgEQXXoNesSBYagiEXMea,SwePoArID,sj9PGLAlnmUAAAAAABgZ9Q
i-HAgEQXXoNesSBYagiEXMea,UpUnAlID,alvin-person:72705
i-4YQFYCZptEWZxiREjfJbJ6,WiDaID,Q5886385
i-4YQFYCZptEWZxiREjfJbJ6,SwePoArID,sj9PGLAlnmUAAAAAABgang
i-DSgCixAdAvhSA1u2TeDZQH,WiDaID,Q5886445
i-DSgCixAdAvhSA1u2TeDZQH,RiPeID,0542215898226
i-DSgCixAdAvhSA1u2TeDZQH,SwePaPeGUID,e7cda83c-e8ed-437f-b2de-8f50518119c0
i-CPtoMWgLrgv4G3RshUo2Y1,WiDaID,Q5886540
i-CPtoMWgLrgv4G3RshUo2Y1,SwePoArID,sj9PGLAlnmUAAAAAABgbCw
i-H4iwFuXf6Rh11ruEkNpUDy,WiDaID,Q5886549
i-H4iwFuXf6Rh11ruEkNpUDy,DiSweNaBiID,12153
i-H4iwFuXf6Rh11ruEkNpUDy,SwePoArID,Di4a42b6X_AAAAAAAAAlUg
i-H4iwFuXf6Rh11ruEkNpUDy,UpUnAlID,alvin-person:72746
i-H4iwFuXf6Rh11ruEkNpUDy,SwePoArID,sj9PGLAlnmUAAAAAABfnug
i-HZ3VhBAY9bEWJTypBZTeSe,WiDaID,Q5886578
i-HZ3VhBAY9bEWJTypBZTeSe,SwePoArID,sj9PGLAlnmUAAAAAABfRIQ
i-9gw6tCpchuRJcG4S3PU6wP,WiDaID,Q5886585
i-9gw6tCpchuRJcG4S3PU6wP,DiSweNaBiID,12151
i-9gw6tCpchuRJcG4S3PU6wP,SwePoArID,sj9PGLAlnmUAAAAAABfO9Q
i-EBJajA8LzwBaLyBVQxuFTz,WiDaID,Q5886593
i-EBJajA8LzwBaLyBVQxuFTz,DiSweNaBiID,12150
i-EBJajA8LzwBaLyBVQxuFTz,SwePoArID,sj9PGLAlnmUAAAAAABfsfQ
i-EBJajA8LzwBaLyBVQxuFTz,UpUnAlID,alvin-person:52769
i-KpgUXRNVsbZ3bxKChPZHu9,WiDaID,Q5886601
i-KpgUXRNVsbZ3bxKChPZHu9,DiSweNaBiID,12149
i-KpgUXRNVsbZ3bxKChPZHu9,SwePoArID,Di4a42b6X_AAAAAAAAAoOg
i-KpgUXRNVsbZ3bxKChPZHu9,SwePoArID,sj9PGLAlnmUAAAAAABfNCg
i-2a9yXCcfoERLmntQKS8293,WiDaID,Q5886609
i-2a9yXCcfoERLmntQKS8293,SwePoArID,sj9PGLAlnmUAAAAAABfREw
i-e3njExJEdDXrssXnJs8AP,WiDaID,Q5886618
i-e3njExJEdDXrssXnJs8AP,SwePoArID,sj9PGLAlnmUAAAAAABgZlw
i-SzQTDR2U7WoWopbnmhzpRi,WiDaID,Q5886654
i-SzQTDR2U7WoWopbnmhzpRi,SwePoArID,sj9PGLAlnmUAAAAAABgcgQ
i-TFNgUjb63vNqa2tQLkSo2a,WiDaID,Q5886663
i-TFNgUjb63vNqa2tQLkSo2a,SwePoArID,sj9PGLAlnmUAAAAAABfNBA
i-MgzDufhZfCxfGge5T9Gycu,WiDaID,Q5886669
i-MgzDufhZfCxfGge5T9Gycu,SwePoArID,sj9PGLAlnmUAAAAAABfsBA
i-AyN7HRP1y38PeQoLunJifb,WiDaID,Q5886707
i-AyN7HRP1y38PeQoLunJifb,RiPeID,0284604377408
i-AyN7HRP1y38PeQoLunJifb,SwePaPeGUID,d9854f59-4f76-464a-a6ab-3a368f066ebd
i-EANGVQ7bBDvQLJRQXHptPX,WiDaID,Q5886752
i-EANGVQ7bBDvQLJRQXHptPX,RiPeID,0327857385513
i-EANGVQ7bBDvQLJRQXHptPX,SwePaPeGUID,d7c32412-83e4-11d4-ae60-0050040c9b55
i-WpdDDVBL8xRiFwxBEnVikM,WiDaID,Q5886806
i-WpdDDVBL8xRiFwxBEnVikM,RiPeID,0992508932009
i-WpdDDVBL8xRiFwxBEnVikM,SwePaPeGUID,49b4c754-dce0-43fd-8eda-d0e5b5e1f276
i-UVAgeLYUkfmr8A9VVChgiV,WiDaID,Q5886858
i-UVAgeLYUkfmr8A9VVChgiV,RiPeID,0540309351004
i-UVAgeLYUkfmr8A9VVChgiV,SwePaPeGUID,f3338861-9a6c-4348-a38b-c9340ab3d643
i-DWeXh4zHCbqRVgtH4QLZC3,WiDaID,Q5886933
i-DWeXh4zHCbqRVgtH4QLZC3,RiPeID,0583060288605
i-DWeXh4zHCbqRVgtH4QLZC3,SwePaPeGUID,1b78c2bb-a647-4134-a0d1-c4a15af2c58f
i-9UANgY6uSfiLVzstXMbEPV,WiDaID,Q5887003
i-9UANgY6uSfiLVzstXMbEPV,SwePoArID,sj9PGLAlnmUAAAAAABgZ2A
i-HRPpQ8qPTSDiXRLMZkqL1u,WiDaID,Q5887115
i-HRPpQ8qPTSDiXRLMZkqL1u,RiPeID,0444616389415
i-HRPpQ8qPTSDiXRLMZkqL1u,SwePaPeGUID,770216f7-d52e-4a18-9b13-62158c231d28
i-5JKbBodBpCZ1A4ajEWCxPv,WiDaID,Q5887149
i-5JKbBodBpCZ1A4ajEWCxPv,RiPeID,0130789484021
i-5JKbBodBpCZ1A4ajEWCxPv,SwePaPeGUID,cb0336b4-54a8-4384-abe3-8d6cbebc63fa
i-UPW2cbGnTUbMZaKTrot5Bh,WiDaID,Q5887217
i-UPW2cbGnTUbMZaKTrot5Bh,RiPeID,0473783431010
i-UPW2cbGnTUbMZaKTrot5Bh,SwePaPeGUID,d7c32690-83e4-11d4-ae60-0050040c9b55
i-DJnJsaN8gU9psEXFGToouQ,WiDaID,Q5887257
i-DJnJsaN8gU9psEXFGToouQ,SwePoArID,Di4a42b6X_AAAAAAAAAyZg
i-DJnJsaN8gU9psEXFGToouQ,SwePoArID,sj9PGLAlnmUAAAAAABfniA
i-RSqbTnBBX6dtdvF5RUM8Lr,WiDaID,Q5887280
i-RSqbTnBBX6dtdvF5RUM8Lr,RiPeID,0934639939611
i-RSqbTnBBX6dtdvF5RUM8Lr,SwePaPeGUID,728bd800-61df-4b9a-86ed-1fe3d8479f14
i-WBGDhqJHoUHF1xjUgaXWJc,WiDaID,Q5887336
i-WBGDhqJHoUHF1xjUgaXWJc,SwePoArID,sj9PGLAlnmUAAAAAABfOZw
i-Gj2kViB6AWtCKXHbZsn7C5,WiDaID,Q5887544
i-Gj2kViB6AWtCKXHbZsn7C5,SwePoArID,sj9PGLAlnmUAAAAAABgZ8w
i-BDh5dt6HqKvaYnNWd6Sy8w,WiDaID,Q5887630
i-BDh5dt6HqKvaYnNWd6Sy8w,SwePoArID,sj9PGLAlnmUAAAAAABgaeQ
i-2E2N5MpZ8PjBpuMWc4jqhz,WiDaID,Q5887636
i-2E2N5MpZ8PjBpuMWc4jqhz,SwePoArID,sj9PGLAlnmUAAAAAABfQpg
i-GeSDwNr4Q2q1daXTAnHj4J,WiDaID,Q5887828
i-GeSDwNr4Q2q1daXTAnHj4J,SwePoArID,sj9PGLAlnmUAAAAAABgc9w
i-E7dNofGGgvG7ZPBxoj8tgD,WiDaID,Q5887855
i-E7dNofGGgvG7ZPBxoj8tgD,SwePoArID,sj9PGLAlnmUAAAAAABgbMQ
i-Y5G83EJguiVDB9EgfWD7zA,WiDaID,Q5887928
i-Y5G83EJguiVDB9EgfWD7zA,SwePoArID,sj9PGLAlnmUAAAAAABgbDA
i-SaffZ6X6yDXyuRsRUviMqP,WiDaID,Q5888142
i-SaffZ6X6yDXyuRsRUviMqP,SwePoArID,sj9PGLAlnmUAAAAAABfPng
i-JeEhWTEJ1fGidrGkZYPz2T,WiDaID,Q5888233
i-JeEhWTEJ1fGidrGkZYPz2T,SwePoArID,sj9PGLAlnmUAAAAAABgbeg
i-JeEhWTEJ1fGidrGkZYPz2T,UpUnAlID,alvin-person:72823
i-PCnLWdAneV8F1KuKx6zYq3,WiDaID,Q5888467
i-PCnLWdAneV8F1KuKx6zYq3,RiPeID,0153777875118
i-PCnLWdAneV8F1KuKx6zYq3,SwePaPeGUID,76930ddb-0336-419d-8e0e-5eec0724d7f2
i-CNBy5dFgNNyEozHVpAj93c,WiDaID,Q5888881
i-CNBy5dFgNNyEozHVpAj93c,RiPeID,039984931601
i-CNBy5dFgNNyEozHVpAj93c,SwePaPeGUID,56bbe3fb-67c8-4d56-ac2f-9ffe6058225a
i-8n3ZdA73THFzP5Qip9czVA,WiDaID,Q5889242
i-8n3ZdA73THFzP5Qip9czVA,SwePoArID,sj9PGLAlnmUAAAAAABgbTg
i-TncDq3VGtFk7ED2g9USGLs,WiDaID,Q5889449
i-TncDq3VGtFk7ED2g9USGLs,SwePoArID,sj9PGLAlnmUAAAAAABfpfg
i-WxNtezayBbnNa9487orGN4,WiDaID,Q5889482
i-WxNtezayBbnNa9487orGN4,RiPeID,0184922809505
i-WxNtezayBbnNa9487orGN4,SwePaPeGUID,d7c31921-83e4-11d4-ae60-0050040c9b55
i-QqQ96z9hf4LQtMxJfJm6ZQ,WiDaID,Q5889493
i-QqQ96z9hf4LQtMxJfJm6ZQ,RiPeID,0879055385113
i-QqQ96z9hf4LQtMxJfJm6ZQ,SwePaPeGUID,d7c321f6-83e4-11d4-ae60-0050040c9b55
i-F1Qv8honQNYhyeiCp8bRG5,WiDaID,Q5889499
i-F1Qv8honQNYhyeiCp8bRG5,SwePoArID,sj9PGLAlnmUAAAAAABfNiA
i-Bb3a5Tp3o3xtsMykxsBq3X,WiDaID,Q5889507
i-Bb3a5Tp3o3xtsMykxsBq3X,SwePoArID,sj9PGLAlnmUAAAAAABga-Q
i-PEJ1DBMnG7sGMU8qh8QjnF,WiDaID,Q5889525
i-PEJ1DBMnG7sGMU8qh8QjnF,RiPeID,0333564361692
i-PEJ1DBMnG7sGMU8qh8QjnF,SwePaPeGUID,1f214f89-a526-43ae-8921-fdbe4615647e
i-PEJ1DBMnG7sGMU8qh8QjnF,SwePoArID,sj9PGLAlnmUAAAAAABgRVQ
i-PEJ1DBMnG7sGMU8qh8QjnF,SwePoArID,sj9PGLAlnmUAAAAAACb_rQ
i-Rks7W3Jy3cfVEjHzH1F5cE,WiDaID,Q5889533
i-Rks7W3Jy3cfVEjHzH1F5cE,SwePoArID,sj9PGLAlnmUAAAAAABfOXw
i-XkAPddbHxSrxgEhj4f98qz,WiDaID,Q5889581
i-XkAPddbHxSrxgEhj4f98qz,SwePoArID,sj9PGLAlnmUAAAAAABfQjQ
i-CHmkTpxgGxyTsWpgrhnXr6,WiDaID,Q5889587
i-CHmkTpxgGxyTsWpgrhnXr6,SwePoArID,sj9PGLAlnmUAAAAAABgRXA
i-YVn7bHWq33ziBuqm8fKFGq,WiDaID,Q5889601
i-YVn7bHWq33ziBuqm8fKFGq,RiPeID,0256743155204
i-YVn7bHWq33ziBuqm8fKFGq,SwePaPeGUID,fdd8ceb7-6018-42f7-b70a-fecdba14e5fc
i-9aV6a5JgMMU7racuNkrEgj,WiDaID,Q5890031
i-9aV6a5JgMMU7racuNkrEgj,RiPeID,0803753212716
i-9aV6a5JgMMU7racuNkrEgj,SwePaPeGUID,ea8bae0d-0db4-4c68-b59f-3ba83d5f445d
i-DuMmQVGSnykDcj8ZwohCuA,WiDaID,Q5890277
i-DuMmQVGSnykDcj8ZwohCuA,RiPeID,0742132383497
i-DuMmQVGSnykDcj8ZwohCuA,SwePaPeGUID,73896325-1c65-4f29-86a6-2757ca109181
i-DuMmQVGSnykDcj8ZwohCuA,SwePoArID,sj9PGLAlnmUAAAAAABgcRQ
i-1gnfNeDH6dj6iVaqD8XRH,WiDaID,Q5890326
i-1gnfNeDH6dj6iVaqD8XRH,SwePoArID,sj9PGLAlnmUAAAAAABgdBw
i-T4PCemjgWrppB1oqqmKKFp,WiDaID,Q5890333
i-T4PCemjgWrppB1oqqmKKFp,SwePoArID,sj9PGLAlnmUAAAAAABfQbA
i-2erDJuffjtgN8bt6dbUTTo,WiDaID,Q5891144
i-2jDQuhvFoLEMg5TXt8wPgR,WiDaID,Q5891272
i-2jDQuhvFoLEMg5TXt8wPgR,SwePoArID,Di4a42b6X_AAAAAAAABGcw
i-2jDQuhvFoLEMg5TXt8wPgR,SwePoArID,sj9PGLAlnmUAAAAAABgdOw
i-AyHSMtd1f1kVFSaVvtTmaY,WiDaID,Q5891360
i-AyHSMtd1f1kVFSaVvtTmaY,SwePoArID,sj9PGLAlnmUAAAAAABfiiA
i-QCACmdg1oCj18nzrAe3aDP,WiDaID,Q5891385
i-QCACmdg1oCj18nzrAe3aDP,SwePoArID,sj9PGLAlnmUAAAAAABfUww
i-GBEFtEgwMYgMq7xzD9j6MS,WiDaID,Q5891393
i-GBEFtEgwMYgMq7xzD9j6MS,SwePoArID,sj9PGLAlnmUAAAAAABgcHA
i-XQAzCv28W16uuk7HhQLdZZ,WiDaID,Q5891398
i-XQAzCv28W16uuk7HhQLdZZ,RiPeID,0229760896014
i-XQAzCv28W16uuk7HhQLdZZ,SwePaPeGUID,6ad91da1-1287-4e8f-9778-3315390fdfca
i-HsVTsRmzJC4vVEYmLCf2Ze,WiDaID,Q5891463
i-HsVTsRmzJC4vVEYmLCf2Ze,SwePoArID,sj9PGLAlnmUAAAAAABgaXg
i-MY9qFDFoES7a7ocXSaFNaD,WiDaID,Q5891513
i-MY9qFDFoES7a7ocXSaFNaD,SwePoArID,sj9PGLAlnmUAAAAAABfOAA
i-Gcjbk3nJyjWXPaa2dm3MFR,WiDaID,Q5891526
i-Gcjbk3nJyjWXPaa2dm3MFR,RiPeID,088849148003
i-Gcjbk3nJyjWXPaa2dm3MFR,SwePaPeGUID,d7c3192e-83e4-11d4-ae60-0050040c9b55
i-PQBktLBrowFezTuLjoqwef,WiDaID,Q5891534
i-PQBktLBrowFezTuLjoqwef,SwePoArID,sj9PGLAlnmUAAAAAABfO0g
i-2EsjZToCZr14goS1NGyN4G,WiDaID,Q5891546
i-2EsjZToCZr14goS1NGyN4G,SwePoArID,sj9PGLAlnmUAAAAAABfO0w
i-YEFTN9FssK1FYi9SBPfPd6,WiDaID,Q5891561
i-YEFTN9FssK1FYi9SBPfPd6,SwePoArID,sj9PGLAlnmUAAAAAABgfRw
i-4HPZt45YT9hgD5ehzTEGZW,WiDaID,Q5891568
i-4HPZt45YT9hgD5ehzTEGZW,SwePoArID,sj9PGLAlnmUAAAAAABfipQ
i-HzMWGtfoscSfE6ogsc7Bmy,WiDaID,Q5891592
i-HzMWGtfoscSfE6ogsc7Bmy,SwePoArID,sj9PGLAlnmUAAAAAABgceg
i-TZikyr5QETx1Srqmhk827L,WiDaID,Q5891616
i-TZikyr5QETx1Srqmhk827L,RiPeID,0664751846104
i-TZikyr5QETx1Srqmhk827L,SwePaPeGUID,d7c3193c-83e4-11d4-ae60-0050040c9b55
i-5fJj3JdmG8ZpUbaSkn1bCz,WiDaID,Q5891690
i-5fJj3JdmG8ZpUbaSkn1bCz,SwePoArID,sj9PGLAlnmUAAAAAABgbTw
i-ADwpi5gosLNrj8eqtdXe6o,WiDaID,Q5891697
i-ADwpi5gosLNrj8eqtdXe6o,SwePoArID,sj9PGLAlnmUAAAAAABgdCA
i-Jjgnog2w9zZ59EMv8163hB,WiDaID,Q5891714
i-Jjgnog2w9zZ59EMv8163hB,SwePoArID,sj9PGLAlnmUAAAAAABfPBQ
i-YZTaRssCcxtXi1ik1a2svZ,WiDaID,Q5891720
i-YZTaRssCcxtXi1ik1a2svZ,SwePoArID,sj9PGLAlnmUAAAAAABfOTA
i-XsqTLM8XkrWMMmESz97Mak,WiDaID,Q5891726
i-XsqTLM8XkrWMMmESz97Mak,SwePoArID,sj9PGLAlnmUAAAAAABfOdg
i-XKHbL4bkXwE12WE1BHAVR5,WiDaID,Q5891733
i-XKHbL4bkXwE12WE1BHAVR5,SwePoArID,sj9PGLAlnmUAAAAAABfOSw
i-RWykHkDpy2m92FDMwPRU2j,WiDaID,Q5891755
i-RWykHkDpy2m92FDMwPRU2j,SwePoArID,sj9PGLAlnmUAAAAAABfOUA
i-BtEDDc8ZkodPivwnvjZCKA,WiDaID,Q5891791
i-BtEDDc8ZkodPivwnvjZCKA,SwePoArID,sj9PGLAlnmUAAAAAABgfmg
i-VwNcXfEYq3dnzKMzsJycS5,WiDaID,Q5891852
i-VwNcXfEYq3dnzKMzsJycS5,SwePoArID,sj9PGLAlnmUAAAAAABfOVw
i-8BHpqh3AbjzqTzM3CKEhqa,WiDaID,Q5891875
i-8BHpqh3AbjzqTzM3CKEhqa,RiPeID,0499755198526
i-8BHpqh3AbjzqTzM3CKEhqa,SwePaPeGUID,9ae916dd-799d-4d2b-80c4-f00bc5a7344d
i-WFAgacpHQWjHhsNNuUmKTE,WiDaID,Q5891896
i-WFAgacpHQWjHhsNNuUmKTE,DiSweNaBiID,12203
i-WFAgacpHQWjHhsNNuUmKTE,SwePoArID,Di4a42b6X_AAAAAAAACtrw
i-WFAgacpHQWjHhsNNuUmKTE,SwePoArID,sj9PGLAlnmUAAAAAABfOmw
i-FDVfwmP4JrDHZEsdcS6SN,WiDaID,Q5891901
i-FDVfwmP4JrDHZEsdcS6SN,SwePoArID,sj9PGLAlnmUAAAAAABfimg
i-GymTck6WQqRkdN12tqCZDr,WiDaID,Q5891935
i-GymTck6WQqRkdN12tqCZDr,RiPeID,0205360448417
i-GymTck6WQqRkdN12tqCZDr,SwePaPeGUID,78ea8e04-009c-44df-8fa1-0fa783fd3783
i-2Mf7WKdcHrqFKbwM3gXcPT,WiDaID,Q5891990
i-2Mf7WKdcHrqFKbwM3gXcPT,RiPeID,038177988704
i-2Mf7WKdcHrqFKbwM3gXcPT,SwePaPeGUID,0b458d5d-fef1-4f9a-8481-b4e2dd3fcb40
i-2Mf7WKdcHrqFKbwM3gXcPT,SwePoArID,sj9PGLAlnmUAAAAAABgfcQ
i-8RCwPexVwig1Qx7gZH1HRG,WiDaID,Q5892004
i-8RCwPexVwig1Qx7gZH1HRG,SwePoArID,sj9PGLAlnmUAAAAAABfRlw
i-VqxvDoNrnRUu1E5d5ifxHG,WiDaID,Q5892602
i-VqxvDoNrnRUu1E5d5ifxHG,RiPeID,0177163145690
i-VqxvDoNrnRUu1E5d5ifxHG,SwePaPeGUID,1b5354c0-e1b2-45b5-b8c9-c4382e1ebe8a
i-VqxvDoNrnRUu1E5d5ifxHG,SwePoArID,sj9PGLAlnmUAAAAAABgRdA
i-5exha789r7Z8wiCScHsi3c,WiDaID,Q5892646
i-5exha789r7Z8wiCScHsi3c,SwePoArID,sj9PGLAlnmUAAAAAABfniQ
i-Ri7FE7nWoqx4wWjbtQc8Jr,WiDaID,Q5892661
i-Ri7FE7nWoqx4wWjbtQc8Jr,RiPeID,0489591175704
i-Ri7FE7nWoqx4wWjbtQc8Jr,SwePaPeGUID,d7c31f6f-83e4-11d4-ae60-0050040c9b55
i-CefVg4hZQCLumkjC463hGu,WiDaID,Q5893034
i-CefVg4hZQCLumkjC463hGu,SwePoArID,sj9PGLAlnmUAAAAAABfN7g
i-HWm8P2kEXE7DpXpeRRNztP,WiDaID,Q5893076
i-HWm8P2kEXE7DpXpeRRNztP,RiPeID,0648066719018
i-HWm8P2kEXE7DpXpeRRNztP,SwePaPeGUID,042102ba-b9c8-4efb-abcb-74c9079330df
i-5a6sVJzD6Pd62temZreNbE,WiDaID,Q5893691
i-5a6sVJzD6Pd62temZreNbE,DiSweNaBiID,12227
i-5a6sVJzD6Pd62temZreNbE,SwePoArID,sj9PGLAlnmUAAAAAABUXEg
i-5a6sVJzD6Pd62temZreNbE,SwePoArID,sj9PGLAlnmUAAAAAABgaiA
i-JPw6d7eRZKuFjV38zfBjjV,WiDaID,Q5893699
i-JPw6d7eRZKuFjV38zfBjjV,SwePoArID,sj9PGLAlnmUAAAAAABfP1Q
i-JPw6d7eRZKuFjV38zfBjjV,UpUnAlID,alvin-person:76927
i-5QFeAaRmc6ukdvQHEHjTF4,WiDaID,Q5893733
i-5QFeAaRmc6ukdvQHEHjTF4,DiSweNaBiID,12233
i-5QFeAaRmc6ukdvQHEHjTF4,SwePoArID,sj9PGLAlnmUAAAAAABfivw
i-Si8rApVLkHjESceLe7GG8E,WiDaID,Q5893939
i-Si8rApVLkHjESceLe7GG8E,SwePoArID,sj9PGLAlnmUAAAAAABfObg
i-Si8rApVLkHjESceLe7GG8E,UpUnAlID,alvin-person:41486
i-SCUY6mwHfi1UzkWNFBF5hc,WiDaID,Q5893947
i-SCUY6mwHfi1UzkWNFBF5hc,RiPeID,0817472556307
i-SCUY6mwHfi1UzkWNFBF5hc,SwePaPeGUID,d7c321db-83e4-11d4-ae60-0050040c9b55
i-7kFFFijt3YfhR8BExzHae6,WiDaID,Q5895318
i-7kFFFijt3YfhR8BExzHae6,RiPeID,0535289016620
i-7kFFFijt3YfhR8BExzHae6,SwePaPeGUID,978d55a4-b3e2-4400-97c5-deedcbe5e632
i-HVi5mYZ7fNRHzuKkkcsgHK,WiDaID,Q5895466
i-HVi5mYZ7fNRHzuKkkcsgHK,DiSweNaBiID,12287
i-HVi5mYZ7fNRHzuKkkcsgHK,SwePoArID,Di4a42b6X_AAAAAAAACJjw
