wiki_id,location,person_id
Q6043440,Grytterud,Q6043440
Q6010733,Sorröd,Q6010733
Q6085955,Uppsala,Q6085955
Q6085955,Västerås,Q6085955
Q6027685,See,Q6027685
Q6157973,Gävle,Q6157973
Q6158007,Norrhyttan,Q6158007
Q6170702,Söderhamn,Q6170702
Q6240050,Norum,Q6240050
Q6243408,Söderhamn,Q6243408
Q5570422,Halmstad,Q5570422
Q5784931,Rydboholm,Q5784931
Q5571231,Nyköping,Q5571231
Q5572222,Jönköping,Q5572222
Q5572519,Söderhamn,Q5572519
Q5599597,Kristianstad,Q5599597
Q5603039,Gävle,Q5603039
Q5568208,Harg,Q5568208
Q5627474,Göteborg,Q5627474
Q5629550,Nyvång,Q5629550
Q5630174,Lund,Q5630174
Q5708797,Skuttungeby,Q5708797
Q5711007,Höven,Q5711007
Q5711007,Marsta,Q5711007
Q5716323,Kväcklingen,Q5716323
Q5779576,Fågelsång,Q5779576
Q5781683,Holmen,Q5781683
Q5812224,Stockholm,Q5812224
Q5820694,Stockholm,Q5820694
Q5873444,Heberg,Q5873444
Q5715226,Väsby,Q5715226
Q5571357,Eksjö,Q5571357
Q5885038,Hansjö,Q5885038
Q5776520,Örebro,Q5776520
Q5566043,Sörbytorp,Q5566043
Q5714600,Funäsdalen,Q5714600
Q5577862,Norrköping,Q5577862
Q5573383,Björsbyn,Q5573383
Q5630490,Finspång,Q5630490
Q5616773,Farstorp,Q5616773
Q5757453,Kalmar,Q5757453
Q5776203,Norra Ämterud,Q5776203
Q5788657,Bonsarve,Q5788657
Q5883054,Dorisborg,Q5883054
Q5937903,Bondarve,Q5937903
Q5944003,Stockholm,Q5944003
Q5967741,Länna,Q5967741
Q5967741,Vreten,Q5967741
Q5885300,Lövåsen,Q5885300
Q5891901,Gumboda,Q5891901
Q5937584,Flästa,Q5937584
Q5886654,Gränö,Q5886654
Q5879556,Vassen,Q5879556
Q5714980,Stockholm,Q5714980
Q5776798,Axtorp,Q5776798
Q5828576,Bandhagen,Q5828576
Q5885438,Kalmar,Q5885438
Q5891592,Skeppnetorp,Q5891592
Q5891561,Myre,Q5891561
Q5885758,Uppmälby,Q5885758
Q5895957,Slätåker,Q5895957
Q5617211,Malmö,Q5617211
Q5626942,Ljusdal,Q5626942
Q5627271,Västerås,Q5627271
Q5629861,Kristianstad,Q5629861
Q5630527,Kristinehamn,Q5630527
Q5630527,Stockholm,Q5630527
Q5709446,Stockholm,Q5709446
Q5713029,Slite,Q5713029
Q5718511,Arnebo,Q5718511
Q5726007,Nässjö,Q5726007
Q5788959,Trollhättan,Q5788959
Q5795077,Nyskoga,Q5795077
Q6082628,Sunne,Q6082628
Q6047693,Stockholm,Q6047693
Q6093360,Luleå,Q6093360
Q4971459,Brogård,Q4971459
Q5504808,Stockholm,Q5504808
Q5552279,Göteborg,Q5552279
Q5552279,Stenkullen,Q5552279
Q5555799,Koldemo,Q5555799
Q5553954,Markaryd,Q5553954
Q6193364,Österbybruk,Q6193364
Q6193364,Stockholm,Q6193364
Q6205893,Stockholm,Q6205893
Q6205893,Äppelviken,Q6205893
Q6241097,Marieholm,Q6241097
Q5554779,Boda,Q5554779
Q18238280,Borlänge,Q18238280
Q5555123,Fiskebäckskil,Q5555123
Q5555123,Stockholm,Q5555123
Q5555123,Djursholm,Q5555123
Q5555123,Stocksund,Q5555123
Q3087232,Uppsala,Q3087232
Q5579475,Uppsala,Q5579475
Q5618683,Frötuna,Q5618683
Q5554421,Jäger,Q5554421
Q5541257,Kvillinge,Q5541257
Q5571545,Växjö,Q5571545
Q5569846,Gysinge,Q5569846
Q5568965,Malmö,Q5568965
Q5561102,Halmstad,Q5561102
Q5789663,Svartbyn,Q5789663
Q5602525,Strömstad,Q5602525
Q5717504,Överbyn,Q5717504
Q5885074,Tväråselet,Q5885074
Q5744512,Friggeråker,Q5744512
Q5722712,Luleå,Q5722712
Q5555809,Torsbo,Q5555809
Q5578369,Stockholm,Q5578369
Q5553978,Mosserudstorp,Q5553978
Q5554595,Djursholm,Q5554595
Q5554629,Källstad,Q5554629
Q5557444,Östersund,Q5557444
Q5557444,Borås,Q5557444
Q5560111,Herrestad,Q5560111
Q5560111,Uddevalla,Q5560111
Q5562937,Fagerås,Q5562937
Q5563860,Grytsäter,Q5563860
Q5563860,Örebro,Q5563860
Q5570669,Stockholm,Q5570669
Q5571164,Stockholm,Q5571164
Q5577746,Rörön,Q5577746
Q5577746,Sund,Q5577746
Q5579356,Såtenäs,Q5579356
Q5588217,Hudiksvall,Q5588217
Q5605497,Kalmar,Q5605497
Q5630602,Göteborg,Q5630602
Q5708769,Osby,Q5708769
Q5734929,Vall,Q5734929
Q5777989,Benestad,Q5777989
Q5613446,Älvsbacka,Q5613446
Q5828585,Hällefors,Q5828585
Q5828585,Tumba,Q5828585
Q5718333,Leksand,Q5718333
Q5719184,Likenäs,Q5719184
Q5736648,Stolpetorp,Q5736648
Q5753607,Gällivare,Q5753607
Q5891360,Lycksele,Q5891360
Q5777636,Bogla,Q5777636
Q5784568,Arvika,Q5784568
Q5784568,Torrskog,Q5784568
Q5802301,Stockholm,Q5802301
Q5650123,Stocksäter,Q5650123
Q5885427,Dingle,Q5885427
Q5889581,Kastanjegården,Q5889581
Q5891726,Källeräng,Q5891726
Q5895705,Rossbol,Q5895705
Q5895936,Revinge,Q5895936
Q5653837,Skoglösa,Q5653837
Q5828321,Kungsör,Q5828321
Q5828321,Bråten,Q5828321
Q5885183,Möllstorp,Q5885183
Q5856613,Kalmar,Q5856613
Q5885029,Hörninge,Q5885029
Q5715419,Vik,Q5715419
Q5715836,Övra Odensvi,Q5715836
Q5895466,Stockholm,Q5895466
Q110811413,Falkenberg,Q110811413
Q5555087,Fränninge,Q5555087
Q5556551,Tunge,Q5556551
Q5570127,Össlöv Nästagård,Q5570127
Q5570504,Tämta,Q5570504
Q5604537,Stjärnsund,Q5604537
Q110528102,Kungsberget,Q110528102
Q1037831,Stockholm,Q1037831
Q19976882,Leråkra,Q19976882
Q19976882,Listerby,Q19976882
Q4939247,Tomelilla,Q4939247
Q4984496,Stockholm,Q4984496
Q110440831,Erikslund,Q110440831
Q5543988,Halmstad,Q5543988
Q5543988,Stockholm,Q5543988
Q5544237,Umeå,Q5544237
Q5544520,Göteborg,Q5544520
Q5553863,Tungelsta,Q5553863
Q5554970,Baltorp,Q5554970
Q5554987,Ryssby,Q5554987
Q5554984,Lysvik,Q5554984
Q5555684,Lyckorna,Q5555684
Q5556529,Göteborg,Q5556529
Q5568440,Linköping,Q5568440
Q5571158,Karlshamn,Q5571158
Q5572503,Arvidsjaur,Q5572503
Q1675523,Stockholm,Q1675523
Q5553580,Tenhult,Q5553580
Q105714624,Ystad,Q105714624
Q5897311,Härnösand,Q5897311
Q6246072,Bräkne-Hoby,Q6246072
Q110439181,Stocksund,Q110439181
Q110440981,Jonsgård,Q110440981
Q110442451,Kolstad,Q110442451
Q110467944,Åmberg,Q110467944
Q110530109,Herrljunga,Q110530109
Q110544246,Dösjebro,Q110544246
Q110651954,Stockholm,Q110651954
Q5912008,Stockholm,Q5912008
Q6048265,Norrköping,Q6048265
Q5887003,Fårekulla,Q5887003
Q5937320,Freluga,Q5937320
Q5992302,Segersjö,Q5992302
Q5886585,Kälkebo,Q5886585
Q5909615,Stockholm,Q5909615
Q5927431,Falun,Q5927431
Q5927431,Orsa,Q5927431
Q5927431,Signelund,Q5927431
Q5938368,Östersund,Q5938368
Q5942361,Karlskrona,Q5942361
Q6010346,Kristianstad,Q6010346
Q6045351,Alvesta,Q6045351
Q6093290,Stockholm,Q6093290
Q6228959,Uppsala,Q6228959
Q6011447,Ranseröd,Q6011447
Q5936964,Bränninge,Q5936964
Q6020661,Stockholm,Q6020661
Q6020661,Uppsala,Q6020661
Q6023421,Göteborg,Q6023421
Q6069039,Baggå,Q6069039
Q6150473,Karlshamn,Q6150473
Q6198871,Kompersmåla,Q6198871
Q6199778,Svängsta,Q6199778
Q6200348,Hammenhög,Q6200348
Q5826637,Vindeln,Q5826637
Q5885293,Kråkered,Q5885293
Q6009700,Östrabo,Q6009700
Q5948996,Stockholm,Q5948996
Q6193111,Transtrand,Q6193111
Q6206359,Ramnäs,Q6206359
Q6199259,Ljungskile,Q6199259
Q6252260,Norrköping,Q6252260
Q6079195,Götene,Q6079195
Q6140353,Mörkhult,Q6140353
Q6045471,Broaryd,Q6045471
Q6045558,Skurö,Q6045558
Q6097568,Västermo,Q6097568
Q6140360,Eskilstuna,Q6140360
Q6173314,Bratteberg,Q6173314
Q6178786,Kungsängen,Q6178786
Q6179436,Karskrona,Q6179436
Q6180672,Toarp,Q6180672
Q6214703,Valö,Q6214703
Q6229600,Gävle,Q6229600
Q6331764,Betingetorp,Q6331764
Q6045435,Boestad,Q6045435
Q6200331,Stavsjöbruk,Q6200331
Q110617192,Baggarbo,Q110617192
Q5708812,Oktorp,Q5708812
Q6037794,Arlöv,Q6037794
Q5885983,Kullerstad,Q5885983
Q5570095,Boberg,Q5570095
Q5555392,Gripenberg,Q5555392
Q5583930,Sala,Q5583930
Q5583930,Hedemora,Q5583930
Q5574697,Stockholm,Q5574697
Q5558321,Uddevalla,Q5558321
Q5810880,Linköping,Q5810880
Q6241036,Göteborg,Q6241036
Q110611538,Västervik,Q110611538
Q5553949,Greby,Q5553949
Q5575098,Mångbyn,Q5575098
Q99292766,Karlshamn,Q99292766
Q99292766,Alfhöjd,Q99292766
Q99292766,Mölndal,Q99292766
Q6256250,Landskrona,Q6256250
Q5788840,Berga,Q5788840
Q5965896,Västerteg,Q5965896
Q6009427,Lidköping,Q6009427
Q6039625,Göteborg,Q6039625
Q5572576,Visby,Q5572576
Q5568976,Malmö,Q5568976
Q5557028,Halmstad,Q5557028
Q6201849,Surte,Q6201849
Q5789179,Kullen,Q5789179
Q110607272,Sävsjö,Q110607272
Q6020685,Stockholm,Q6020685
Q6201579,Rotebro,Q6201579
Q5554430,Basterås,Q5554430
Q5573548,Stockholm,Q5573548
Q5555861,Säby,Q5555861
Q5581049,Visby,Q5581049
Q5583166,Vinslöv,Q5583166
Q6227559,Sviestad,Q6227559
Q6232255,Karlstad,Q6232255
Q5569835,Gysinge,Q5569835
Q5581074,Sala,Q5581074
Q5587179,Söderhamn,Q5587179
Q110654970,Rönna,Q110654970
Q5891463,Skog,Q5891463
Q6026660,Mellerud,Q6026660
Q6011398,Asarum,Q6011398
Q6027664,Kullenbergstorp,Q6027664
Q5605713,Fredrikslund,Q5605713
Q5997630,Gävle,Q5997630
Q6071609,Linköping,Q6071609
Q110278693,Skövde,Q110278693
Q5902186,Nynäshamn,Q5902186
Q5577470,Jämtön,Q5577470
Q5582374,Södertälje,Q5582374
Q5577394,Stockholm,Q5577394
Q5559814,Rödeby,Q5559814
Q5563944,Malmö,Q5563944
Q6096470,Forsby,Q6096470
Q5570077,Kärrsmossen,Q5570077
Q5590456,Haparanda,Q5590456
Q5797802,Gäserud,Q5797802
Q5951035,Hofors,Q5951035
Q110436946,Backa,Q110436946
Q764239,Stockholm,Q764239
Q110541107,Lund,Q110541107
Q6172756,Kristianstad,Q6172756
Q5964257,Stockholm,Q5964257
Q6198243,Lösen,Q6198243
Q110620158,Linköping,Q110620158
Q110621758,Södra Vram,Q110621758
Q5555276,Nora,Q5555276
Q5571913,Sundsvall,Q5571913
Q5581360,Malmö,Q5581360
Q5708322,Arboga,Q5708322
Q5708322,Stockholm,Q5708322
Q5555795,Siggeboda,Q5555795
Q5570240,Bjärnalt,Q5570240
Q5553974,Gisselås,Q5553974
Q5556244,Mellanköpinge,Q5556244
Q5570288,Göteborg,Q5570288
Q5579524,Kalix-Bredvik,Q5579524
Q5578534,Örsjö,Q5578534
Q5577789,Groeryd,Q5577789
Q5616069,Västervik,Q5616069
Q5717854,Främlinge,Q5717854
Q5552957,Hårsbäck,Q5552957
Q5553950,Intagan,Q5553950
Q5554710,Nöbbelöv,Q5554710
Q5554710,Västra Nöbbelöv,Q5554710
Q5554710,Skivarp,Q5554710
Q5555349,Lindome,Q5555349
Q5555443,Igelboda,Q5555443
Q5558249,Kalix,Q5558249
Q5558924,Åstorp,Q5558924
Q5560626,Gothem,Q5560626
Q5568860,Norrtälje,Q5568860
Q5572477,Forsed,Q5572477
Q5580519,Uppsala,Q5580519
Q5580635,Falköping,Q5580635
Q5603007,Carlsro,Q5603007
Q5603080,Västerås,Q5603080
Q5603467,Frosterud,Q5603467
Q5603467,Malmberget,Q5603467
Q5603467,Skåre,Q5603467
Q5701778,Mörlanda,Q5701778
Q5708904,Moholm,Q5708904
Q5718494,Buska,Q5718494
Q5718494,Hede,Q5718494
Q5555679,Malmö,Q5555679
Q104904307,Ekshärad,Q104904307
Q5602899,Herrljunga,Q5602899
Q6255636,Sandby,Q6255636
Q5371267,Vimmerby,Q5371267
Q4895712,Göteborg,Q4895712
Q104905221,Fläckebo,Q104905221
Q3893945,Göteborg,Q3893945
Q192618,Liljeholmen,Q192618
Q105044852,Flatenberg,Q105044852
Q5573550,Bäckland,Q5573550
Q5587303,Billsta,Q5587303
Q5605691,Sanda,Q5605691
Q4606585,Kiruna,Q4606585
Q4982770,Göteborg,Q4982770
Q4984675,Nacka,Q4984675
Q19976568,Domnarvet,Q19976568
Q5554793,Grimbo,Q5554793
Q105026351,Nygård,Q105026351
Q105062126,Druvefors,Q105062126
Q5548010,Östad,Q5548010
Q5553850,Munka-Ljungby,Q5553850
Q5554713,Saleby,Q5554713
Q5555055,Hoberg,Q5555055
Q5555073,Ölsund,Q5555073
Q5556075,Plöninge,Q5556075
Q5570446,Häradsköp,Q5570446
Q5571910,Nora,Q5571910
Q5573886,Stockholm,Q5573886
Q5574217,Falun,Q5574217
Q5582377,Harnäs,Q5582377
Q5587578,Kristinehamn,Q5587578
Q5603396,Solberga,Q5603396
Q5613767,Stockholm,Q5613767
Q39921126,Dala,Q39921126
Q6236518,Hultsfred,Q6236518
Q4895524,Stockholm,Q4895524
Q5561242,Kilafors,Q5561242
Q5570050,Glösbo,Q5570050
Q5561545,Rönneberga,Q5561545
Q30064227,Växjö,Q30064227
Q104918428,Tollered,Q104918428
Q4947351,Stockholm,Q4947351
Q4957618,Kiruna,Q4957618
Q330545,Stockholm,Q330545
Q5553846,Fallsberg,Q5553846
Q5553830,Essvik,Q5553830
Q5553903,Backgården,Q5553903
Q5553911,Hakarp,Q5553911
Q5554287,Vallby,Q5554287
Q5554851,Jönvik,Q5554851
Q5555065,Häckenäs,Q5555065
Q5555145,Milsmaden,Q5555145
Q5555267,Halmstad,Q5555267
Q5563376,Åby,Q5563376
Q6232377,Norrköping,Q6232377
Q6237662,Kusta,Q6237662
Q5553524,Himmelsby,Q5553524
Q6197324,Göteborg,Q6197324
Q6258086,Valbo,Q6258086
Q105046520,Lydde,Q105046520
Q5552169,Öckerö,Q5552169
Q6221082,Skänninge,Q6221082
Q6230782,Nacka,Q6230782
Q6198525,Vä,Q6198525
Q105098800,Ormastorp,Q105098800
Q6199009,Saläng,Q6199009
Q104873799,Forneby,Q104873799
Q104922412,Kröcklinge,Q104922412
Q4981979,Fogelstad,Q4981979
Q6199074,Botkyrka,Q6199074
Q5777686,Älvsered,Q5777686
Q5885746,Berga,Q5885746
Q5716466,Älgered,Q5716466
Q5896154,Fridhill,Q5896154
Q5891690,Hökhult,Q5891690
Q5885067,Valared,Q5885067
Q5951720,Göteborg,Q5951720
Q5886540,Strömsberg,Q5886540
Q5776789,Nälden,Q5776789
Q5891720,Hertsjö,Q5891720
Q5895931,Axtorp,Q5895931
Q5902054,Gasabäck,Q5902054
Q5781896,Malmö,Q5781896
Q5714526,Bjärsby,Q5714526
Q5714526,Skälsnäs,Q5714526
Q5715248,Vallsta,Q5715248
Q5743497,Karlskrona,Q5743497
Q5782657,Kungsholms Villastad,Q5782657
Q5788951,Solberga,Q5788951
Q5798850,Torshälla,Q5798850
Q5890326,Gullabo,Q5890326
Q5908602,Tierp,Q5908602
Q5928394,Sundbyberg,Q5928394
Q5955866,Oskarshamn,Q5955866
Q5958956,Havgården,Q5958956
Q5938358,Klagstorp,Q5938358
Q5716846,Bäck,Q5716846
Q5811461,Varnhem,Q5811461
Q4820820,Charlottenberg,Q4820820
Q4935783,Stockholm,Q4935783
Q4939940,Prästholmen,Q4939940
Q6255248,Lovisedal,Q6255248
Q6255248,Norra Järsjö,Q6255248
Q4955074,Munkfors,Q4955074
Q104845055,Trätteland,Q104845055
Q5341366,Stockholm,Q5341366
Q5553924,Olsbenning,Q5553924
Q5554686,Luleå,Q5554686
Q5554945,Altofta,Q5554945
Q5554949,Baggböle,Q5554949
Q5554975,Grude,Q5554975
Q5554980,Knarrevik,Q5554980
Q5555405,Stigen,Q5555405
Q5555763,Arvika,Q5555763
Q5555843,Högkil,Q5555843
Q6256173,Domsjö,Q6256173
Q20727,Uddevalla,Q20727
Q5554953,Gävle,Q5554953
Q6327757,Stockholm,Q6327757
Q104843639,Nordanå,Q104843639
Q3162739,Stora Essinge,Q3162739
Q3162739,Lidingö,Q3162739
Q4990681,Stocksund,Q4990681
Q104842860,Tving,Q104842860
Q5553616,Sundsvall,Q5553616
Q5555091,Örstorp,Q5555091
Q364270,Stockholm,Q364270
Q4162652,Stockholm,Q4162652
Q6010824,Landskrona,Q6010824
Q5885736,Avlösa,Q5885736
Q5889507,Norrahammar,Q5889507
Q5895737,Yngsjö,Q5895737
Q6000653,Uddevalla,Q6000653
Q6011649,Tönnersa,Q6011649
Q6016133,Torsby,Q6016133
Q6016133,Mölnerud,Q6016133
Q6051853,Nyköping,Q6051853
Q6086540,Råstock,Q6086540
Q6086540,Björktorp,Q6086540
Q5887828,Krogstorp,Q5887828
Q5885765,Sollefteå,Q5885765
Q5937245,Sätila,Q5937245
Q6044908,Hasselstad,Q6044908
Q6027162,Skiftinge,Q6027162
Q5938020,Berga,Q5938020
Q5940304,Eskilstuna,Q5940304
Q5961229,Pukeby,Q5961229
Q6086241,Attarp,Q6086241
Q5554683,Mölndal,Q5554683
Q5563536,Råsunda,Q5563536
Q5555696,Långviksmon,Q5555696
Q5571916,Växjö,Q5571916
Q5582507,Ängelholm,Q5582507
Q5591682,Håkansön,Q5591682
Q5587066,Gävle,Q5587066
Q543409,Saltsjö-Nacka,Q543409
Q104919428,Granbäckstorp,Q104919428
Q5231532,Stafsund,Q5231532
Q5605428,Umeå,Q5605428
Q5605428,Stockholm,Q5605428
Q5605428,Saltsjöbaden,Q5605428
Q5553920,Lund,Q5553920
Q5554268,Hamra,Q5554268
Q5554461,Uppsala,Q5554461
Q5555629,Pettersborg,Q5555629
Q5566039,Åraslöv,Q5566039
Q5570243,Öxared,Q5570243
Q5572511,Ovansjö,Q5572511
Q5577465,Göteborg,Q5577465
Q5593837,Stärte,Q5593837
Q5608556,Helsingborg,Q5608556
Q5615454,Ransäter,Q5615454
Q16945247,Borås,Q16945247
Q5629530,Södertälje,Q5629530
Q5621589,Göteborg,Q5621589
Q105162968,Teg,Q105162968
Q5626921,Linköping,Q5626921
Q5626921,Göteborg,Q5626921
Q5587500,Bårslöv,Q5587500
Q5587500,Lidingö,Q5587500
Q5572383,Luleå,Q5572383
Q5572383,Linköping,Q5572383
Q4958735,Göteborg,Q4958735
Q6023636,Bårstad,Q6023636
Q110765107,Storegården,Q110765107
Q5826537,Mjölby,Q5826537
Q5591595,Nyköping,Q5591595
Q110877099,Värtan,Q110877099
Q110877303,Bjertorp,Q110877303
Q5591643,Porsnäs,Q5591643
Q5579445,Härnösand,Q5579445
Q5710181,Karlstad,Q5710181
Q5777808,Välsnäs,Q5777808
Q5557308,Linköping,Q5557308
Q5581616,Blomstermåla,Q5581616
Q6011628,Kulhult,Q6011628
Q5573430,Västerby,Q5573430
Q5578035,Björkäng,Q5578035
Q5578035,Lindesberg,Q5578035
Q5578212,Stockholm,Q5578212
Q5578540,Malmö,Q5578540
Q5579064,Lund,Q5579064
Q5591592,Markebäck,Q5591592
Q5602867,Stockholm,Q5602867
Q5602867,Göteborg,Q5602867
Q5616750,Långnäs,Q5616750
Q5615862,Kalmar,Q5615862
Q5741552,Stockholm,Q5741552
Q5879846,Aspeboda,Q5879846
Q5777681,Vi,Q5777681
Q6027645,Mosstakan,Q6027645
Q5587193,Istrum,Q5587193
Q110872788,Norra Solberga,Q110872788
Q5598486,Åsbo,Q5598486
Q110909540,Knäppinge,Q110909540
Q6215604,Fulltofta,Q6215604
Q19380449,Göteborg,Q19380449
Q5591877,Kungälv,Q5591877
Q5590421,Byske,Q5590421
Q5573465,Högsön,Q5573465
Q5602213,Stockholm,Q5602213
Q5777585,Mjölby,Q5777585
Q5606084,Sunne,Q5606084
Q5600469,Kattunga,Q5600469
Q5885419,Trollhättan,Q5885419
Q5720571,Edebo,Q5720571
Q5789080,Bäck,Q5789080
Q5574107,Djursholms Ösby,Q5574107
Q5586932,Mariestad,Q5586932
Q5589026,Burträsk,Q5589026
Q5594513,Stockholm,Q5594513
Q5600385,Kalmar,Q5600385
Q5601391,Sala,Q5601391
Q5630514,Göteborg,Q5630514
Q5708890,Markaryd,Q5708890
Q5714541,Ransta,Q5714541
Q5716432,Mörviken,Q5716432
Q5890333,Rasslebygd,Q5890333
Q5716688,Lindehult,Q5716688
Q5717143,Fanbyn,Q5717143
Q5715242,Norrby,Q5715242
Q5621600,Vikaryd,Q5621600
Q5573776,Lund,Q5573776
Q5581635,Svalöv,Q5581635
Q5590180,Boxholm,Q5590180
Q5616503,Solberga,Q5616503
Q5621587,Kyleberg,Q5621587
Q5886669,Brånsta,Q5886669
Q5901662,Stockholm,Q5901662
Q5795659,Stjärnebo,Q5795659
Q5916859,Bulltofta,Q5916859
Q5976081,Nygård,Q5976081
Q5938810,Varberg,Q5938810
Q5571405,Nääs,Q5571405
Q5895729,Bredgården,Q5895729
Q5572579,Bodträskfors,Q5572579
Q5572579,Gällivare,Q5572579
Q5576164,Karlskoga,Q5576164
Q5580824,Rinkesta,Q5580824
Q5582044,Borås,Q5582044
Q5598255,Avesta,Q5598255
Q5740906,Karlstad,Q5740906
Q5789726,Göteborg,Q5789726
Q5934313,Knivsta,Q5934313
Q5934313,Uppsala,Q5934313
Q5940973,Falun,Q5940973
Q5976073,Ankarsrum,Q5976073
Q5568189,Harg,Q5568189
Q5571271,Stockholm,Q5571271
Q1347810,Stockholm,Q1347810
Q5549004,Mariestad,Q5549004
Q5553680,Hasselbol,Q5553680
Q5554055,Kroken,Q5554055
Q5554283,Malmö,Q5554283
Q5554635,Sollebrunn,Q5554635
Q5554956,Raklösen,Q5554956
Q5556217,Resebo,Q5556217
Q5557228,Saltsjö-Duvnäs,Q5557228
Q5561342,Fagersta,Q5561342
Q5571323,Göteborg,Q5571323
Q5572863,Hedåker,Q5572863
Q5577378,Kristianstad,Q5577378
Q5577909,Lötens gård,Q5577909
Q5555007,Alfredshem,Q5555007
Q4991099,Göteborg,Q4991099
Q5886663,Stockholm,Q5886663
Q5554485,Helgesta,Q5554485
Q5577534,Tryde,Q5577534
Q5885974,Öckerö,Q5885974
Q5886593,Noraskog,Q5886593
Q5891534,Freluga,Q5891534
Q5902333,Vätö,Q5902333
Q5936986,Flicksäter,Q5936986
Q5544009,Ala,Q5544009
Q5571894,Östmark,Q5571894
Q727985,Nynäs,Q727985
Q4936029,Västerås,Q4936029
Q4983117,Kalmar,Q4983117
Q6029305,Undersvik,Q6029305
Q6043460,Vadensjö,Q6043460
Q6026482,Mårdäng,Q6026482
Q6079217,Stockholm,Q6079217
Q6180020,Doverstorp,Q6180020
Q6187601,Staxäng,Q6187601
Q6196280,Söderby,Q6196280
Q6198949,Olseröd,Q6198949
Q105072405,Vallby,Q105072405
Q45896660,Stockholm,Q45896660
Q5971704,Hunna,Q5971704
Q6026229,Göteborg,Q6026229
Q6042628,Rinna,Q6042628
Q105065199,Klovsta,Q105065199
Q6177984,Skövde,Q6177984
Q6238086,Hagsta,Q6238086
Q6256634,Tollsta,Q6256634
Q6046613,Dahl,Q6046613
Q5477483,Stockholm,Q5477483
Q5554059,Örnsköldsvik,Q5554059
Q5591686,Djursholm,Q5591686
Q5605172,Malmö,Q5605172
Q5605687,Beatelund,Q5605687
Q5603335,Säffle,Q5603335
Q3489146,Stockholm,Q3489146
Q5596693,Brunntorp,Q5596693
Q6199126,Spjutsbygd,Q6199126
Q5936769,Tullus,Q5936769
Q6151901,Skövde,Q6151901
Q6046742,Ersbacken,Q6046742
Q5923219,Osby,Q5923219
Q5966088,Fredriksberg,Q5966088
Q5966166,Stordalen,Q5966166
Q6026716,Berg,Q6026716
Q6083441,Asmundtorp,Q6083441
Q6000239,Trää,Q6000239
Q6028028,Åsen,Q6028028
Q6019506,Stockholm,Q6019506
Q5930881,Karlshamn,Q5930881
Q5937365,Norderön,Q5937365
Q5938418,Rödön,Q5938418
Q5971906,Lervik,Q5971906
Q6016298,Stockholm,Q6016298
Q6026932,Ramsta,Q6026932
Q6039812,Åkarp,Q6039812
Q6045814,Gävle,Q6045814
Q6047015,Alvesta,Q6047015
Q6027671,Löräng,Q6027671
Q6158688,Frösvi,Q6158688
Q6158688,Frössvi,Q6158688
Q6148363,Sandviken,Q6148363
Q5570092,Gunneby,Q5570092
Q93861211,Kalmar,Q93861211
Q5553576,Säby,Q5553576
Q5555255,Utterud,Q5555255
Q5555784,Fragg,Q5555784
Q6235736,Svartsjö,Q6235736
Q105163872,Nysäter,Q105163872
Q16649189,Åtvidaberg,Q16649189
Q16084072,Skärholmen,Q16084072
Q5733305,Malmö,Q5733305
Q104841633,Söderköping,Q104841633
Q105025768,Härnösand,Q105025768
Q5555625,Bävik,Q5555625
Q5555625,Prästbol,Q5555625
Q6201401,Norrköping,Q6201401
Q110426890,Visby,Q110426890
Q110436560,Västra Skymnäs,Q110436560
Q5718519,Sanne,Q5718519
Q19976514,Malmö,Q19976514
Q5924265,Eskilstuna,Q5924265
Q5938531,Viggetorp,Q5938531
Q5553916,Källtorp,Q5553916
Q5937815,Gallstad,Q5937815
Q6016802,Kragenäs,Q6016802
Q6016802,Röa,Q6016802
Q6039760,Öster-Edsvik,Q6039760
Q110321926,Malmö,Q110321926
Q104851791,Hennickehammar,Q104851791
Q5548121,Västerås,Q5548121
Q105046298,Stensdalen,Q105046298
Q5588019,Färjestad,Q5588019
Q5588019,Långbanshyttan,Q5588019
Q110401403,Hägersten,Q110401403
Q6196285,Söderby,Q6196285
Q6197989,Malmö,Q6197989
Q6198270,Högsjöhult,Q6198270
Q6235195,Nyköping,Q6235195
Q6239905,Östersund,Q6239905
Q5718524,Vallsta,Q5718524
Q6336122,Falun,Q6336122
Q5937823,Göteborg,Q5937823
Q5976011,Skogen,Q5976011
Q6241288,Brattfors,Q6241288
Q5553568,Hälla,Q5553568
Q5555650,Nordanå,Q5555650
Q5555650,Malmö,Q5555650
Q5555650,Burlöv,Q5555650
Q5556212,Bråborg,Q5556212
Q5603432,Falun,Q5603432
Q5578265,Enköping,Q5578265
Q5585253,Dalkarlsberg,Q5585253
Q5586815,Visby,Q5586815
Q5588970,Lysekil,Q5588970
Q5966708,Wendelsberg,Q5966708
Q5967897,Långnäs,Q5967897
Q6028022,Labbemåla,Q6028022
Q6031056,Kristinehamn,Q6031056
Q5603110,Göteborg,Q5603110
Q6026789,Sånnersta,Q6026789
Q6011486,Göteborg,Q6011486
Q6151152,Norsjö,Q6151152
Q6160765,Björsbyholm,Q6160765
Q5591765,Bjurholm,Q5591765
Q5591765,Teg,Q5591765
Q5989939,Visby,Q5989939
Q6042602,Mörarp,Q6042602
Q6043107,Hult,Q6043107
Q6043484,Rinkaby,Q6043484
Q6026487,Ornakärr,Q6026487
Q6083634,Ruskemåla,Q6083634
Q6009745,Lennartsfors,Q6009745
Q6011969,Österslöv,Q6011969
Q6027782,Fläsbro,Q6027782
