wiki_id,start,end,party,party_id
Q5777951,1982-10-04,1985-09-30,Socialdemokraterna,Q105112
Q5777951,1985-09-30,1988-10-03,Socialdemokraterna,Q105112
Q5777951,1988-10-03,1991-09-30,Socialdemokraterna,Q105112
Q5777951,1991-09-30,1994-10-03,Socialdemokraterna,Q105112
Q5778140,1976-10-04,1979-10-01,Liberalerna,Q110857
Q5778140,1979-10-01,1982-10-04,Liberalerna,Q110857
Q5778281,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q5778281,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q5778281,1976-10-04,1979-10-01,Socialdemokraterna,Q105112
Q5778281,1979-10-01,1982-10-04,Socialdemokraterna,Q105112
Q5778331,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q5778331,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q5778331,1976-10-04,1979-10-01,Socialdemokraterna,Q105112
Q5778392,1996-05-09,1996-06-12,Vänsterpartiet,Q110837
Q5778392,1998-10-05,2002-09-30,Vänsterpartiet,Q110837
Q5778392,2002-09-30,2006-10-02,Vänsterpartiet,Q110837
Q5778433,1971-01-11,1974-01-10,Centerpartiet,Q110832
Q5778433,1974-01-10,1976-10-04,Centerpartiet,Q110832
Q5778433,1976-10-04,1976-10-10,Centerpartiet,Q110832
Q5778433,1979-10-01,1982-10-04,Centerpartiet,Q110832
Q5778433,1982-10-04,1985-09-30,Centerpartiet,Q110832
Q5778433,1985-09-30,1986-10-06,Centerpartiet,Q110832
Q5778494,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q5778494,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q5778494,1976-10-04,1979-10-01,Socialdemokraterna,Q105112
Q5778494,1979-10-01,1980-05-11,Socialdemokraterna,Q105112
Q5778494,1980-06-12,1982-10-04,Socialdemokraterna,Q105112
Q5778494,1982-10-04,1985-09-30,Socialdemokraterna,Q105112
Q5778494,1985-09-30,1985-11-17,Socialdemokraterna,Q105112
Q5778494,1985-12-19,1986-10-14,Socialdemokraterna,Q105112
Q5778494,1986-11-15,1988-10-03,Socialdemokraterna,Q105112
Q5778494,1988-10-03,1988-11-12,Socialdemokraterna,Q105112
Q5778494,1988-12-13,1991-09-30,Socialdemokraterna,Q105112
Q5778494,1991-09-30,1994-10-03,Socialdemokraterna,Q105112
Q5778494,1994-10-03,1998-10-05,Socialdemokraterna,Q105112
Q5778494,1998-10-05,2002-09-30,Socialdemokraterna,Q105112
Q5779628,1998-10-05,2002-09-30,Kristdemokraterna,Q213654
Q5779628,2002-09-30,2006-10-02,Kristdemokraterna,Q213654
Q5780291,1985-09-30,1985-09-30,Socialdemokraterna,Q105112
Q5780291,1988-10-03,1988-10-03,Socialdemokraterna,Q105112
Q5780429,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q5780429,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q5780429,1976-10-04,1979-10-01,Socialdemokraterna,Q105112
Q5780429,1979-10-01,1982-10-04,Socialdemokraterna,Q105112
Q5780429,1982-10-04,1982-10-20,Socialdemokraterna,Q105112
Q5780429,1982-11-22,1985-09-30,Socialdemokraterna,Q105112
Q5780429,1985-09-30,1988-10-03,Socialdemokraterna,Q105112
Q5780876,2012-09-01,2012-12-31,Moderaterna,Q110843
Q5781437,2010-10-04,2014-09-29,Liberalerna,Q110857
Q5781437,2014-09-29,2018-09-24,Liberalerna,Q110857
Q5781437,2018-09-24,2022-09-26,Liberalerna,Q110857
Q5781951,1971-01-11,1974-01-10,Vänsterpartiet,Q110837
Q5781951,1974-01-10,1976-10-04,Vänsterpartiet,Q110837
Q5781951,1976-10-04,1979-10-01,Vänsterpartiet,Q110837
Q5781951,1979-10-01,1982-10-04,Vänsterpartiet,Q110837
Q5781951,1982-10-04,1983-04-04,Vänsterpartiet,Q110837
Q5781951,1983-05-28,1985-09-30,Vänsterpartiet,Q110837
Q5781951,1985-09-30,1988-10-03,Vänsterpartiet,Q110837
Q5781951,1988-10-03,1991-09-30,Vänsterpartiet,Q110837
Q5781951,1991-09-30,1992-08-31,Vänsterpartiet,Q110837
Q5781968,1991-09-30,1991-10-04,Socialdemokraterna,Q105112
Q5781968,1994-10-03,1998-10-05,Socialdemokraterna,Q105112
Q5781968,1998-10-05,2002-09-30,Socialdemokraterna,Q105112
Q5781968,2002-09-30,2006-10-02,Socialdemokraterna,Q105112
Q5781968,2006-10-02,2010-10-04,Socialdemokraterna,Q105112
Q5782422,1998-10-05,2002-09-30,Moderaterna,Q110843
Q5782422,2003-01-01,2006-10-02,Moderaterna,Q110843
Q5782529,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q5782529,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q5782706,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q5782782,1988-10-03,1991-09-30,Socialdemokraterna,Q105112
Q5782782,1991-09-30,1994-10-03,Socialdemokraterna,Q105112
Q5782782,1994-10-03,1996-03-03,Socialdemokraterna,Q105112
Q5782782,1996-05-01,1998-10-05,Socialdemokraterna,Q105112
Q5782917,1982-10-04,1985-09-30,Moderaterna,Q110843
Q5782917,1985-09-30,1988-10-03,Moderaterna,Q110843
Q5782917,1988-10-03,1991-09-30,Moderaterna,Q110843
Q5782917,1991-09-30,1994-10-03,Moderaterna,Q110843
Q5782917,1994-10-03,1998-10-05,Moderaterna,Q110843
Q5783589,2010-10-04,2014-09-29,Kristdemokraterna,Q213654
Q5783589,2014-09-29,2018-09-24,Kristdemokraterna,Q213654
Q5783589,2018-09-24,2022-09-26,Kristdemokraterna,Q213654
Q5785730,2010-10-04,2014-09-29,Socialdemokraterna,Q105112
Q5785730,2014-09-29,2017-03-01,Socialdemokraterna,Q105112
Q5785982,1991-10-09,1993-10-20,Liberalerna,Q110857
Q5785982,1994-10-03,1994-10-07,Liberalerna,Q110857
Q5785982,1997-12-01,1998-10-05,Liberalerna,Q110857
Q5785982,1998-10-05,2002-09-30,Liberalerna,Q110857
Q5785982,2002-09-30,2004-08-19,Liberalerna,Q110857
Q5785982,2004-09-27,2006-10-02,Liberalerna,Q110857
Q5785982,2006-10-02,2010-10-04,Liberalerna,Q110857
Q5785982,2010-10-04,2014-09-29,Liberalerna,Q110857
Q5785982,2014-09-29,2014-10-03,Liberalerna,Q110857
Q5785982,2022-10-18,,Liberalerna,Q110857
Q5786495,1985-09-30,1988-10-03,Vänsterpartiet,Q110837
Q5786495,1988-10-03,1991-09-30,Vänsterpartiet,Q110837
Q5786657,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q5786657,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q5786666,2004-07-20,2006-10-02,Moderaterna,Q110843
Q5786666,2006-10-02,2010-10-04,Moderaterna,Q110843
Q5786666,2010-10-04,2014-09-29,Moderaterna,Q110843
Q5786666,2014-09-29,2018-09-24,Moderaterna,Q110843
Q5787435,1971-01-11,1974-01-10,Liberalerna,Q110857
Q5788984,1979-10-01,1979-10-01,Liberalerna,Q110857
Q5789491,1971-01-11,1974-01-10,Centerpartiet,Q110832
Q5789622,1998-10-05,2002-09-30,Moderaterna,Q110843
Q5795147,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q5795147,1976-10-04,1979-10-01,Socialdemokraterna,Q105112
Q5795147,1979-10-01,1982-10-04,Socialdemokraterna,Q105112
Q5795147,1982-10-04,1985-09-30,Socialdemokraterna,Q105112
Q5795147,1985-09-30,1988-10-03,Socialdemokraterna,Q105112
Q5795166,2012-02-25,2012-12-31,Moderaterna,Q110843
Q5795166,2014-01-13,2014-04-17,Moderaterna,Q110843
Q5795166,2014-12-01,2015-05-30,Moderaterna,Q110843
Q5795166,2017-05-18,2017-06-18,Moderaterna,Q110843
Q5795789,1979-10-01,1982-10-04,Socialdemokraterna,Q105112
Q5795789,1982-10-04,1985-09-30,Socialdemokraterna,Q105112
Q5795789,1985-09-30,1988-10-03,Socialdemokraterna,Q105112
Q5795789,1988-10-03,1991-09-30,Socialdemokraterna,Q105112
Q5795789,1991-09-30,1994-10-03,Socialdemokraterna,Q105112
Q5795789,1994-10-03,1998-10-05,Socialdemokraterna,Q105112
Q5795851,1971-01-11,1974-01-10,Moderaterna,Q110843
Q5795894,2012-09-03,2013-04-26,Centerpartiet,Q110832
Q5795894,2014-06-16,2014-09-29,Centerpartiet,Q110832
Q5795894,2014-09-29,2018-09-24,Centerpartiet,Q110832
Q5795894,2018-09-24,2019-01-13,Centerpartiet,Q110832
Q5795894,2019-06-20,2020-12-31,Centerpartiet,Q110832
Q5795894,2021-03-01,2022-09-26,Centerpartiet,Q110832
Q5796014,1994-10-03,1994-10-07,Moderaterna,Q110843
Q5796014,1995-01-10,1995-10-10,Moderaterna,Q110843
Q5796014,1995-10-10,1998-10-05,Moderaterna,Q110843
Q5796014,1998-10-05,2002-09-30,Moderaterna,Q110843
Q5796375,1991-09-30,1994-10-03,Moderaterna,Q110843
Q5796375,1994-10-03,1998-10-05,Moderaterna,Q110843
Q5796375,1998-10-05,2002-09-30,Moderaterna,Q110843
Q5796375,2002-09-30,2006-10-02,Moderaterna,Q110843
Q5796375,2006-10-02,2010-10-04,Moderaterna,Q110843
Q5796614,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q5796614,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q5798912,1994-10-03,1998-10-05,Vänsterpartiet,Q110837
Q5798912,1998-10-05,2002-09-30,Vänsterpartiet,Q110837
Q5798912,2002-09-30,2006-10-02,Vänsterpartiet,Q110837
Q5798982,2022-09-26,,Miljöpartiet,Q213451
Q5799323,2006-10-02,2010-10-04,Socialdemokraterna,Q105112
Q5799323,2010-10-04,2014-09-29,Socialdemokraterna,Q105112
Q5799323,2014-09-29,2018-09-24,Socialdemokraterna,Q105112
Q5799323,2018-09-24,2022-06-10,Socialdemokraterna,Q105112
Q5799722,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q5799722,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q5799722,1976-10-04,1979-10-01,Socialdemokraterna,Q105112
Q5799722,1979-10-01,1981-10-12,Socialdemokraterna,Q105112
Q5799722,1981-11-14,1982-10-04,Socialdemokraterna,Q105112
Q5799722,1982-10-04,1983-01-10,Socialdemokraterna,Q105112
Q5799722,1985-09-30,1985-09-30,Socialdemokraterna,Q105112
Q5799722,1988-10-03,1988-10-03,Socialdemokraterna,Q105112
Q5799722,1991-10-05,1994-10-03,Socialdemokraterna,Q105112
Q5799722,1994-10-03,1994-10-07,Socialdemokraterna,Q105112
Q5799722,1996-03-23,1996-07-31,Socialdemokraterna,Q105112
Q5800743,1971-01-11,1974-01-10,Liberalerna,Q110857
Q5800743,1974-01-10,1974-03-14,Liberalerna,Q110857
Q5800743,1974-05-18,1976-10-04,Liberalerna,Q110857
Q5800743,1976-10-04,1976-10-04,Liberalerna,Q110857
Q5800971,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q5801307,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q5801307,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q5801307,1976-10-04,1979-10-01,Socialdemokraterna,Q105112
Q5801307,1979-10-01,1982-10-04,Socialdemokraterna,Q105112
Q5801464,2002-09-30,2002-09-30,Vänsterpartiet,Q110837
Q5801464,2014-09-29,2017-10-31,Vänsterpartiet,Q110837
Q5802833,1971-01-11,1974-01-10,Moderaterna,Q110843
Q5802833,1974-01-10,1976-10-04,Moderaterna,Q110843
Q5802833,1976-10-04,1979-10-01,Moderaterna,Q110843
Q5802833,1979-10-01,1982-10-04,Moderaterna,Q110843
Q5803123,2019-07-02,2019-09-09,Moderaterna,Q110843
Q5803123,2020-12-08,2021-01-31,Moderaterna,Q110843
Q5803123,2021-12-10,2022-03-22,Moderaterna,Q110843
Q5803123,2022-03-23,2022-09-26,Moderaterna,Q110843
Q5804686,1988-10-03,1991-09-30,Moderaterna,Q110843
Q5804686,1991-09-30,1994-10-03,Moderaterna,Q110843
Q5804686,1994-10-03,1998-10-05,Moderaterna,Q110843
Q5804686,1998-10-05,2002-09-30,Moderaterna,Q110843
Q5807574,1982-10-04,1985-09-30,Moderaterna,Q110843
Q5807574,1985-10-18,1985-11-18,Moderaterna,Q110843
Q5807574,1987-11-14,1987-12-14,Moderaterna,Q110843
Q5807574,1989-04-03,1989-05-04,Moderaterna,Q110843
Q5807574,1995-01-10,1995-10-09,Moderaterna,Q110843
Q5807574,1995-10-10,1998-10-05,Moderaterna,Q110843
Q5807574,1998-10-05,2002-09-30,Moderaterna,Q110843
Q5807811,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q5807811,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q5807811,1976-10-04,1979-10-01,Socialdemokraterna,Q105112
Q5807811,1979-10-01,1982-10-04,Socialdemokraterna,Q105112
Q5807875,1993-10-06,1994-10-03,Moderaterna,Q110843
Q5807875,1994-10-03,1998-10-05,Moderaterna,Q110843
Q5807875,1998-10-05,2002-09-30,Moderaterna,Q110843
Q5807932,2006-10-02,2010-10-04,Moderaterna,Q110843
Q5807932,2010-10-04,2012-08-31,Moderaterna,Q110843
Q5807932,2013-01-01,2014-09-29,Moderaterna,Q110843
Q5807932,2014-09-29,2018-09-24,Moderaterna,Q110843
Q5807932,2018-09-24,2019-02-24,Moderaterna,Q110843
Q5807932,2019-05-11,2022-09-26,Moderaterna,Q110843
Q5809040,2010-10-04,2014-09-29,Moderaterna,Q110843
Q5809040,2014-09-29,2015-01-18,Moderaterna,Q110843
Q5810917,1988-10-03,1991-09-30,Liberalerna,Q110857
Q5810917,1991-09-30,1991-09-30,Liberalerna,Q110857
Q5810917,1992-01-10,1993-03-07,Liberalerna,Q110857
Q5810917,1993-04-13,1994-02-06,Liberalerna,Q110857
Q5810917,1994-04-01,1994-10-03,Liberalerna,Q110857
Q5810917,1994-10-03,1997-09-15,Liberalerna,Q110857
Q5811663,1985-09-30,1988-10-03,Moderaterna,Q110843
Q5811663,1988-10-03,1991-09-30,Moderaterna,Q110843
Q5811951,1994-10-03,1998-10-05,Socialdemokraterna,Q105112
Q5811951,1998-10-05,2002-09-30,Socialdemokraterna,Q105112
Q5811951,2002-09-30,2006-10-02,Socialdemokraterna,Q105112
Q5812045,1984-05-08,1984-06-08,Socialdemokraterna,Q105112
Q5812045,1985-09-30,1988-10-03,Socialdemokraterna,Q105112
Q5814651,1971-01-11,1974-01-10,Moderaterna,Q110843
Q5814651,1974-01-10,1976-10-04,Moderaterna,Q110843
Q5814651,1976-10-04,1979-10-01,Moderaterna,Q110843
Q5814651,1979-10-01,1982-10-04,Moderaterna,Q110843
Q5814651,1982-10-04,1984-01-10,Moderaterna,Q110843
Q5814651,1984-02-06,1985-09-30,Moderaterna,Q110843
Q5814651,1985-09-30,1988-10-03,Moderaterna,Q110843
Q5816085,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q5816085,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q5816085,1976-10-04,1979-10-01,Socialdemokraterna,Q105112
Q5816085,1979-10-01,1982-10-04,Socialdemokraterna,Q105112
Q5816085,1982-10-04,1985-09-30,Socialdemokraterna,Q105112
Q5816085,1985-09-30,1987-05-11,Socialdemokraterna,Q105112
Q5816436,2010-10-04,2014-09-29,Moderaterna,Q110843
Q5816436,2014-09-29,2016-09-11,Moderaterna,Q110843
Q5816436,2017-02-27,2018-09-24,Moderaterna,Q110843
Q5816436,2018-09-24,2019-09-08,Moderaterna,Q110843
Q5816436,2020-03-02,2022-09-26,Moderaterna,Q110843
Q5816436,2022-09-26,,Moderaterna,Q110843
Q5816531,1985-09-30,1988-10-03,Socialdemokraterna,Q105112
Q5816531,1988-10-03,1988-10-03,Socialdemokraterna,Q105112
Q5816531,1994-10-03,1998-10-05,Socialdemokraterna,Q105112
Q5816531,1998-10-05,2002-09-30,Socialdemokraterna,Q105112
Q5817672,1989-10-01,1991-09-30,Vänsterpartiet,Q110837
Q5817672,1991-09-30,1994-10-03,Vänsterpartiet,Q110837
Q5817672,1994-10-03,1995-01-09,Vänsterpartiet,Q110837
Q5817672,1995-10-10,1998-10-05,Vänsterpartiet,Q110837
Q5818799,1971-01-11,1974-01-10,Liberalerna,Q110857
Q5818799,1974-01-10,1976-10-04,Liberalerna,Q110857
Q5819040,1974-03-15,1974-05-17,Liberalerna,Q110857
Q5819040,1976-10-04,1979-10-01,Liberalerna,Q110857
Q5819040,1979-10-01,1982-10-04,Liberalerna,Q110857
Q5819040,1982-10-04,1985-09-30,Liberalerna,Q110857
Q5819406,1982-10-04,1985-09-30,Socialdemokraterna,Q105112
Q5819505,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q5819505,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q5819505,1976-10-04,1979-10-01,Socialdemokraterna,Q105112
Q5819505,1979-10-01,1982-10-04,Socialdemokraterna,Q105112
Q5819505,1982-10-04,1985-09-30,Socialdemokraterna,Q105112
Q5819783,,1990,Liberalerna,Q110857
Q5820191,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q5820191,1976-10-04,1979-10-01,Socialdemokraterna,Q105112
Q5820191,1979-10-01,1982-10-04,Socialdemokraterna,Q105112
Q5820191,1982-10-04,1985-09-30,Socialdemokraterna,Q105112
Q5820191,1985-09-30,1988-10-03,Socialdemokraterna,Q105112
Q5820191,1988-10-03,1991-09-30,Socialdemokraterna,Q105112
Q5820191,1991-09-30,1994-10-03,Socialdemokraterna,Q105112
Q5820191,1994-10-03,1998-10-05,Socialdemokraterna,Q105112
Q5820937,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q5820937,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q5820937,1976-10-04,1979-10-01,Socialdemokraterna,Q105112
Q5820955,1982-11-15,1982-12-17,Socialdemokraterna,Q105112
Q5820955,1983-10-04,1983-11-15,Socialdemokraterna,Q105112
Q5820955,1984-10-19,1984-11-19,Socialdemokraterna,Q105112
Q5820955,1998-10-05,1999-04-12,Socialdemokraterna,Q105112
Q5820955,1999-04-13,1999-06-16,Socialdemokraterna,Q105112
Q5820955,1999-09-14,2002-09-30,Socialdemokraterna,Q105112
Q5820955,2002-09-30,2005-02-13,Socialdemokraterna,Q105112
Q5820978,1993-11-08,1993-12-08,Moderaterna,Q110843
Q5820978,1994-10-03,1998-10-05,Moderaterna,Q110843
Q5820978,1998-10-05,2002-09-30,Moderaterna,Q110843
Q5820978,2002-09-30,2006-10-02,Moderaterna,Q110843
Q5821272,1971-01-11,1974-01-10,Liberalerna,Q110857
Q5821272,1974-01-10,1976-10-04,Liberalerna,Q110857
Q5821272,1976-10-04,1979-10-01,Liberalerna,Q110857
Q5824288,1961,1967,Moderaterna,Q110843
Q5826571,2010-10-04,2011-04-03,Moderaterna,Q110843
Q5826571,2011-06-23,2014-09-29,Moderaterna,Q110843
Q5826571,2014-09-29,2015-09-27,Moderaterna,Q110843
Q5826571,2016-01-01,2018-09-24,Moderaterna,Q110843
Q5826586,1998-10-05,2002-09-30,Kristdemokraterna,Q213654
Q5826586,2018-09-24,2022-09-26,Kristdemokraterna,Q213654
Q5826586,2022-09-26,,Kristdemokraterna,Q213654
Q5826817,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q5826817,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q5826817,1976-10-04,1979-10-01,Socialdemokraterna,Q105112
Q5826817,1979-10-01,1982-10-04,Socialdemokraterna,Q105112
Q5826817,1982-10-04,1985-09-30,Socialdemokraterna,Q105112
Q5828563,1991-11-08,1991-12-09,Ny demokrati,Q967278
Q5828563,1992-01-10,1994-10-03,Ny demokrati,Q967278
Q58365776,2022-09-26,,Miljöpartiet,Q213451
Q5854875,2002-09-30,2002-09-30,Socialdemokraterna,Q105112
Q5855453,1979-10-01,1982-10-04,Moderaterna,Q110843
Q5855453,1982-10-04,1985-09-30,Moderaterna,Q110843
Q5855453,1985-09-30,1988-10-03,Moderaterna,Q110843
Q5855453,1988-10-03,1991-09-30,Moderaterna,Q110843
Q5855453,1991-09-30,1994-10-03,Moderaterna,Q110843
Q5855453,1994-10-03,1998-10-05,Moderaterna,Q110843
Q5855453,1998-10-05,2002-09-30,Moderaterna,Q110843
Q5855550,1982-10-04,1985-09-30,Centerpartiet,Q110832
Q5855550,1985-09-30,1988-10-03,Centerpartiet,Q110832
Q5855550,1988-10-03,1991-09-30,Centerpartiet,Q110832
Q5855550,1991-09-30,1994-10-03,Centerpartiet,Q110832
Q5855550,1994-10-03,1998-10-05,Centerpartiet,Q110832
Q5859296,1991-09-30,1991-12-31,Moderaterna,Q110843
Q5859394,2002-09-30,2006-10-02,Socialdemokraterna,Q105112
Q5863217,2006-10-02,2010-10-04,Socialdemokraterna,Q105112
Q5863281,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q5863281,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q5863281,1976-10-04,1979-10-01,Socialdemokraterna,Q105112
Q5863281,1979-10-01,1979-10-16,Socialdemokraterna,Q105112
Q5863281,1979-11-21,1982-10-04,Socialdemokraterna,Q105112
Q5863281,1982-10-04,1985-09-30,Socialdemokraterna,Q105112
Q5863281,1985-09-30,1988-10-03,Socialdemokraterna,Q105112
Q5863281,1988-10-03,1989-10-03,Socialdemokraterna,Q105112
Q58769193,2018-11-12,2021-12-10,Moderaterna,Q110843
Q58769193,2022-08-02,2022-09-26,Moderaterna,Q110843
Q58769193,2022-09-26,2023-02-28,Moderaterna,Q110843
Q5879681,2018-09-24,2022-09-26,Moderaterna,Q110843
Q5879681,2022-09-26,,Moderaterna,Q110843
Q5879815,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q5879815,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q5879815,1976-10-04,1979-10-01,Socialdemokraterna,Q105112
Q5879815,1979-10-01,1982-10-04,Socialdemokraterna,Q105112
Q5879815,1982-10-04,1985-09-30,Socialdemokraterna,Q105112
Q5881540,1991-09-30,1994-10-03,Ny demokrati,Q967278
Q5881641,1986-10-07,1988-10-03,Vänsterpartiet,Q110837
Q5881641,1988-10-03,1991-09-30,Vänsterpartiet,Q110837
Q5881641,1991-09-30,1994-10-03,Vänsterpartiet,Q110837
Q5881641,1994-10-03,1998-10-05,Vänsterpartiet,Q110837
Q58837098,2018-09-24,2022-09-26,Sverigedemokraterna,Q504069
Q58837098,2022-09-26,,Sverigedemokraterna,Q504069
Q5885773,2001-03-01,2002-09-30,Moderaterna,Q110843
Q5885773,2002-09-30,2004-09-13,Moderaterna,Q110843
Q5885967,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q5885967,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q5885967,1976-10-04,1979-10-01,Socialdemokraterna,Q105112
Q5885967,1979-10-01,1982-10-04,Socialdemokraterna,Q105112
Q5885967,1982-10-04,1985-09-30,Socialdemokraterna,Q105112
Q5886301,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q5886301,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q5886301,1976-10-04,1979-10-01,Socialdemokraterna,Q105112
Q5886301,1979-10-01,1982-10-04,Socialdemokraterna,Q105112
Q5886445,2002-09-30,2002-10-09,Socialdemokraterna,Q105112
Q5886445,2002-10-10,2004-06-14,Socialdemokraterna,Q105112
Q5886445,2004-06-15,2004-10-10,Socialdemokraterna,Q105112
Q5886445,2004-11-12,2006-10-02,Socialdemokraterna,Q105112
Q5886445,2006-10-02,2006-10-06,Socialdemokraterna,Q105112
Q5886445,2008-02-11,2008-04-13,Socialdemokraterna,Q105112
Q5886445,2008-12-14,2009-02-01,Socialdemokraterna,Q105112
Q5886445,2009-03-11,2010-10-04,Socialdemokraterna,Q105112
Q5886707,2002-09-30,2006-10-02,Centerpartiet,Q110832
Q5886707,2006-10-02,2010-01-18,Centerpartiet,Q110832
Q5886707,2010-03-01,2010-06-07,Centerpartiet,Q110832
Q5886752,1996-01-29,1996-02-29,Centerpartiet,Q110832
Q5886752,1998-10-05,2002-09-30,Centerpartiet,Q110832
Q5886752,2002-09-30,2006-10-02,Centerpartiet,Q110832
Q5886752,2006-10-02,2010-10-04,Centerpartiet,Q110832
Q5886752,2010-10-04,2012-08-31,Centerpartiet,Q110832
Q5886806,1982-10-04,1985-09-30,Liberalerna,Q110857
Q5886806,1985-09-30,1988-10-03,Liberalerna,Q110857
Q5886806,1988-10-03,1991-09-30,Liberalerna,Q110857
Q5886806,1991-09-30,1992-03-08,Liberalerna,Q110857
Q5886806,1992-04-10,1994-10-03,Liberalerna,Q110857
Q5886858,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q5886858,1979-10-01,1982-10-04,Socialdemokraterna,Q105112
Q5886858,1982-10-04,1985-09-30,Socialdemokraterna,Q105112
Q5886858,1985-09-30,1988-10-03,Socialdemokraterna,Q105112
Q5886858,1988-10-03,1991-09-30,Socialdemokraterna,Q105112
Q5886858,1991-09-30,1994-10-03,Socialdemokraterna,Q105112
Q5886858,1994-10-03,1998-10-05,Socialdemokraterna,Q105112
Q5886933,1979-10-01,1981-11-15,Centerpartiet,Q110832
Q5886933,1981-12-16,1982-10-04,Centerpartiet,Q110832
Q5886933,1982-10-04,1985-09-30,Centerpartiet,Q110832
Q5886933,1985-09-30,1988-10-03,Centerpartiet,Q110832
Q5886933,1988-10-03,1991-09-30,Centerpartiet,Q110832
Q5886933,1991-09-30,1993-05-11,Centerpartiet,Q110832
Q5887115,2006-10-02,2010-10-04,Moderaterna,Q110843
Q5887115,2010-10-04,2014-09-29,Moderaterna,Q110843
Q5887149,2014-09-29,2018-09-24,Sverigedemokraterna,Q504069
Q5887149,2018-09-24,2022-09-26,Sverigedemokraterna,Q504069
Q5887149,2022-09-26,,Sverigedemokraterna,Q504069
Q5887217,1998-10-05,2000-01-23,Socialdemokraterna,Q105112
Q5887217,2000-04-21,2002-09-30,Socialdemokraterna,Q105112
Q5887217,2002-09-30,2002-09-30,Socialdemokraterna,Q105112
Q5887217,2006-10-07,2007-10-14,Socialdemokraterna,Q105112
Q5887217,2007-12-22,2009-10-04,Socialdemokraterna,Q105112
Q5887217,2010-01-01,2010-10-04,Socialdemokraterna,Q105112
Q5887217,2010-10-04,2011-02-28,Socialdemokraterna,Q105112
Q5887217,2011-06-18,2014-09-29,Socialdemokraterna,Q105112
Q5887217,2014-09-29,2014-10-02,Socialdemokraterna,Q105112
Q5887217,2018-09-24,2018-09-24,Socialdemokraterna,Q105112
Q5887217,2022-09-26,2022-09-26,Socialdemokraterna,Q105112
Q5887217,2022-10-18,,Socialdemokraterna,Q105112
Q5887280,2010-10-04,2014-03-09,Centerpartiet,Q110832
Q5887280,2014-04-18,2014-09-29,Centerpartiet,Q110832
Q5887280,2014-09-29,2018-09-24,Centerpartiet,Q110832
Q5887280,2018-09-24,2022-09-26,Centerpartiet,Q110832
Q5887544,1971-01-11,1974-01-10,Centerpartiet,Q110832
Q5887630,1971-01-11,1973-01-09,Socialdemokraterna,Q105112
Q5887636,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q5887636,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q5887636,1976-10-04,1979-10-01,Socialdemokraterna,Q105112
Q5887855,1971-01-11,1974-01-10,Centerpartiet,Q110832
Q5887855,1974-01-10,1976-10-04,Centerpartiet,Q110832
Q5887855,1976-10-04,1979-10-01,Centerpartiet,Q110832
Q5887855,1979-10-01,1982-10-04,Centerpartiet,Q110832
Q5887928,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q5887928,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q5887928,1976-10-04,1979-10-01,Socialdemokraterna,Q105112
