wiki_id,start,end,party,party_id
Q4959972,2014-09-29,2016-06-13,Sverigedemokraterna,Q504069
Q4959972,2017-03-19,2017-03-20,Sverigedemokraterna,Q504069
Q4959972,2017-05-15,2018-09-24,Sverigedemokraterna,Q504069
Q4959972,2018-09-24,2022-09-26,Sverigedemokraterna,Q504069
Q4959972,2022-09-26,,Sverigedemokraterna,Q504069
Q4960356,2006-10-02,2006-10-06,Socialdemokraterna,Q105112
Q4960356,2007-09-01,2007-12-31,Socialdemokraterna,Q105112
Q4960356,2010-10-04,2014-09-29,Socialdemokraterna,Q105112
Q4960356,2014-09-29,2015-10-28,Socialdemokraterna,Q105112
Q4960356,2017-10-16,2017-10-18,Socialdemokraterna,Q105112
Q4960703,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q4960703,1976-10-04,1979-10-01,Socialdemokraterna,Q105112
Q4960703,1979-10-01,1982-10-04,Socialdemokraterna,Q105112
Q4960703,1982-10-04,1985-09-30,Socialdemokraterna,Q105112
Q4960703,1985-09-30,1988-10-03,Socialdemokraterna,Q105112
Q4960997,1998-10-05,2002-09-30,Centerpartiet,Q110832
Q4960997,2002-09-30,2003-05-04,Centerpartiet,Q110832
Q4960997,2003-12-20,2005-04-17,Centerpartiet,Q110832
Q4960997,2005-11-21,2006-10-02,Centerpartiet,Q110832
Q4960997,2006-10-02,2007-12-31,Centerpartiet,Q110832
Q4960997,2008-04-08,2010-10-04,Centerpartiet,Q110832
Q4961042,1983,1983,Liberalerna,Q110857
Q4961080,1994-10-03,1998-10-05,Miljöpartiet,Q213451
Q4961080,1998-10-05,2002-09-30,Miljöpartiet,Q213451
Q4961080,2003-01-23,2003-06-30,Miljöpartiet,Q213451
Q4961125,2010-10-04,2013-05-01,Sverigedemokraterna,Q504069
Q4961125,2013-08-26,2014-09-29,Sverigedemokraterna,Q504069
Q4961125,2014-09-29,2015-02-04,Sverigedemokraterna,Q504069
Q4961125,2015-05-16,2018-09-24,Sverigedemokraterna,Q504069
Q4961147,2006-10-02,2010-10-04,Liberalerna,Q110857
Q4961147,2010-10-04,2011-04-26,Liberalerna,Q110857
Q4961147,2011-10-29,2014-09-29,Liberalerna,Q110857
Q4961181,1981-03-11,1981-04-30,Centerpartiet,Q110832
Q4961406,2006-10-02,2010-10-04,Miljöpartiet,Q213451
Q4961406,2010-10-04,2014-09-29,Miljöpartiet,Q213451
Q4961647,1985-09-30,1988-10-03,Liberalerna,Q110857
Q4961647,1988-10-03,1991-09-30,Liberalerna,Q110857
Q4961658,2002-10-24,2004-06-14,Socialdemokraterna,Q105112
Q4961658,2004-06-15,2006-10-02,Socialdemokraterna,Q105112
Q4961902,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q4961902,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q4961902,1976-10-04,1979-10-01,Socialdemokraterna,Q105112
Q4962158,1979-10-01,1982-10-04,Moderaterna,Q110843
Q4962158,1982-10-04,1985-09-30,Moderaterna,Q110843
Q4962158,1985-09-30,1988-10-03,Moderaterna,Q110843
Q4962191,2010-10-04,2014-09-29,Miljöpartiet,Q213451
Q4962191,2014-09-29,2018-09-24,Miljöpartiet,Q213451
Q4962331,2010-10-04,2011-09-29,Centerpartiet,Q110832
Q4962331,2011-09-30,2014-09-29,Centerpartiet,Q110832
Q4962331,2014-09-29,2018-09-24,Centerpartiet,Q110832
Q4962331,2018-09-24,2022-09-26,Centerpartiet,Q110832
Q4962331,2022-09-26,,Centerpartiet,Q110832
Q4962466,2011-04-01,2012-07-14,Socialdemokraterna,Q105112
Q4962466,2013-01-01,2014-09-29,Socialdemokraterna,Q105112
Q4962466,2014-10-03,2015-09-30,Socialdemokraterna,Q105112
Q4962466,2015-10-01,2017-05-28,Socialdemokraterna,Q105112
Q4962466,2017-05-29,2017-09-24,Socialdemokraterna,Q105112
Q4962466,2017-09-25,2018-09-24,Socialdemokraterna,Q105112
Q4962466,2018-09-24,2022-09-26,Socialdemokraterna,Q105112
Q4962481,1979-10-01,1982-10-04,Moderaterna,Q110843
Q4962481,1982-10-04,1985-09-30,Moderaterna,Q110843
Q4962481,1985-09-30,1988-10-03,Moderaterna,Q110843
Q4962481,1988-10-03,1991-09-30,Moderaterna,Q110843
Q4962481,1991-09-30,1994-10-03,Moderaterna,Q110843
Q4962481,1994-10-03,1998-10-05,Moderaterna,Q110843
Q4962650,1994-10-03,1998-10-05,Vänsterpartiet,Q110837
Q4962650,1998-10-05,2002-09-30,Vänsterpartiet,Q110837
Q4962686,2002-09-30,2006-10-02,Socialdemokraterna,Q105112
Q4962686,2006-10-02,2010-10-04,Socialdemokraterna,Q105112
Q4962686,2010-10-04,2014-09-29,Socialdemokraterna,Q105112
Q4962686,2014-09-29,2018-09-24,Socialdemokraterna,Q105112
Q4962686,2018-09-24,2022-09-26,Socialdemokraterna,Q105112
Q4962726,2002-09-30,2006-10-02,Kristdemokraterna,Q213654
Q4962726,2006-10-02,2010-10-04,Kristdemokraterna,Q213654
Q4962758,1988-10-03,1989-05-05,Miljöpartiet,Q213451
Q4962783,1987-03-01,1987-10-05,Socialdemokraterna,Q105112
Q4962783,1987-10-06,1988-10-02,Socialdemokraterna,Q105112
Q4962783,1991-09-30,1991-10-04,Socialdemokraterna,Q105112
Q4962783,1992-10-19,1992-10-31,Socialdemokraterna,Q105112
Q4962783,1992-11-01,1994-10-03,Socialdemokraterna,Q105112
Q4962783,1994-10-03,1998-10-05,Socialdemokraterna,Q105112
Q4962783,1998-10-05,2002-09-30,Socialdemokraterna,Q105112
Q4962783,2002-09-30,2006-10-02,Socialdemokraterna,Q105112
Q4962783,2006-10-02,2010-10-04,Socialdemokraterna,Q105112
Q4962846,1998-10-05,2002-09-30,Socialdemokraterna,Q105112
Q4962846,2002-09-30,2006-10-02,Socialdemokraterna,Q105112
Q4962867,1974-01-10,1976-10-04,Moderaterna,Q110843
Q4962867,1976-10-04,1979-10-01,Moderaterna,Q110843
Q4962867,1979-10-01,1982-10-04,Moderaterna,Q110843
Q4962937,1998-10-05,2002-09-30,Kristdemokraterna,Q213654
Q4963034,1994-10-03,1998-10-05,Miljöpartiet,Q213451
Q4963034,1998-10-05,2002-09-30,Miljöpartiet,Q213451
Q4963176,1976-10-04,1977-10-06,Moderaterna,Q110843
Q4963176,1977-10-07,1979-10-01,Moderaterna,Q110843
Q4963176,1979-10-01,1982-10-04,Moderaterna,Q110843
Q4963176,1982-10-04,1985-09-30,Moderaterna,Q110843
Q4963176,1985-09-30,1988-10-03,Moderaterna,Q110843
Q4963441,2010-10-04,2014-09-29,Moderaterna,Q110843
Q4963441,2014-09-29,2018-09-24,Moderaterna,Q110843
Q4963562,2006-10-02,2007-11-13,Miljöpartiet,Q213451
Q4963592,,1987,Liberalerna,Q110857
Q4963832,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q4963832,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q4963832,1976-10-04,1979-10-01,Socialdemokraterna,Q105112
Q4963953,1991-09-30,1994-10-03,Socialdemokraterna,Q105112
Q4963953,1994-10-03,1998-10-05,Socialdemokraterna,Q105112
Q4963953,1998-10-05,2002-09-30,Socialdemokraterna,Q105112
Q4963953,2002-09-30,2006-10-02,Socialdemokraterna,Q105112
Q4963957,1991-05-28,1991-09-30,Socialdemokraterna,Q105112
Q4963957,1991-09-30,1994-10-03,Socialdemokraterna,Q105112
Q4963957,1994-10-03,1998-10-05,Socialdemokraterna,Q105112
Q4963957,1998-10-05,2001-03-25,Socialdemokraterna,Q105112
Q4963957,2001-04-30,2002-09-30,Socialdemokraterna,Q105112
Q4963957,2002-09-30,2002-11-18,Socialdemokraterna,Q105112
Q4963957,2002-12-20,2006-02-18,Socialdemokraterna,Q105112
Q4964010,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q4964010,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q4964010,1976-10-04,1979-10-01,Socialdemokraterna,Q105112
Q4964010,1979-10-01,1979-10-22,Socialdemokraterna,Q105112
Q4964010,1979-11-26,1982-10-04,Socialdemokraterna,Q105112
Q4964010,1982-10-04,1985-09-30,Socialdemokraterna,Q105112
Q4964010,1985-09-30,1988-10-03,Socialdemokraterna,Q105112
Q4964010,1988-10-03,1991-09-30,Socialdemokraterna,Q105112
Q4964077,2010-10-04,2011-12-12,Moderaterna,Q110843
Q4964077,2012-07-01,2014-02-23,Moderaterna,Q110843
Q4964100,2002-09-30,2006-10-02,Centerpartiet,Q110832
Q4964100,2006-10-02,2010-10-04,Centerpartiet,Q110832
Q4964100,2010-10-04,2014-09-29,Centerpartiet,Q110832
Q4964100,2014-09-29,2018-09-24,Centerpartiet,Q110832
Q4964100,2018-09-24,2022-09-26,Centerpartiet,Q110832
Q4964100,2022-09-26,,Centerpartiet,Q110832
Q4964220,1977-04-25,1977-10-03,Liberalerna,Q110857
Q4964220,1978-10-18,1979-04-29,Liberalerna,Q110857
Q4964220,1979-06-10,1979-10-01,Liberalerna,Q110857
Q4964320,2010-10-04,2014-09-29,Miljöpartiet,Q213451
Q4964561,1950,1970,Socialdemokraterna,Q105112
Q4964567,2008-03-01,2009-09-14,Moderaterna,Q110843
Q4964567,2009-09-15,2010-10-04,Moderaterna,Q110843
Q4964567,2010-10-04,2012-03-18,Moderaterna,Q110843
Q4964571,1982-10-15,1982-11-14,Socialdemokraterna,Q105112
Q4964571,1983-05-31,1985-09-30,Socialdemokraterna,Q105112
Q4964571,1985-09-30,1988-10-03,Socialdemokraterna,Q105112
Q4964571,1988-10-03,1991-09-30,Socialdemokraterna,Q105112
Q4964571,1991-09-30,1994-10-03,Socialdemokraterna,Q105112
Q4964571,1994-10-03,1998-10-05,Socialdemokraterna,Q105112
Q4964703,1979-10-01,1982-10-04,Socialdemokraterna,Q105112
Q4964703,1982-10-04,1985-09-30,Socialdemokraterna,Q105112
Q4964703,1985-09-30,1988-10-03,Socialdemokraterna,Q105112
Q4964703,1988-10-03,1989-01-29,Socialdemokraterna,Q105112
Q4964703,1991-09-30,1994-10-03,Socialdemokraterna,Q105112
Q4964703,1994-10-03,1995-01-09,Socialdemokraterna,Q105112
Q4964936,1998-10-05,2002-09-30,Moderaterna,Q110843
Q4964936,2002-09-30,2006-10-02,Moderaterna,Q110843
Q4964936,2006-10-02,2010-10-04,Moderaterna,Q110843
Q4964936,2010-10-04,2014-09-29,Moderaterna,Q110843
Q4964936,2014-09-29,2018-09-24,Moderaterna,Q110843
Q4965523,1998-10-05,2002-09-30,Kristdemokraterna,Q213654
Q4965523,2002-09-30,2006-10-02,Kristdemokraterna,Q213654
Q496604,1994-10-03,1998-10-05,Centerpartiet,Q110832
Q496604,2011-09-30,2011-09-30,Centerpartiet,Q110832
Q4966043,1971-01-11,1974-01-10,Vänsterpartiet,Q110837
Q4966043,1974-01-10,1976-10-04,Vänsterpartiet,Q110837
Q4966043,1976-10-04,1979-10-01,Vänsterpartiet,Q110837
Q4966043,1979-10-01,1982-10-04,Vänsterpartiet,Q110837
Q4966432,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q4966432,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q4966432,1976-10-04,1979-10-01,Socialdemokraterna,Q105112
Q4966432,1979-10-01,1982-10-04,Socialdemokraterna,Q105112
Q4966432,1982-10-04,1985-09-30,Socialdemokraterna,Q105112
Q4967115,1991-09-30,1992-02-18,Socialdemokraterna,Q105112
Q4967115,1992-05-01,1994-10-03,Socialdemokraterna,Q105112
Q4967115,1994-10-03,1996-03-22,Socialdemokraterna,Q105112
Q4967115,1998-10-05,1998-10-05,Socialdemokraterna,Q105112
Q4967115,2002-09-30,2002-09-30,Socialdemokraterna,Q105112
Q4967115,2006-10-07,2007-09-18,Socialdemokraterna,Q105112
Q4967270,1988-10-03,1991-09-30,Vänsterpartiet,Q110837
Q4967270,1994-10-03,1996-05-08,Vänsterpartiet,Q110837
Q4967270,1996-06-13,1998-10-05,Vänsterpartiet,Q110837
Q4967270,1998-10-05,2002-02-01,Vänsterpartiet,Q110837
Q4967713,2017-01-02,2017-04-30,Kristdemokraterna,Q213654
Q4967716,1981-05-01,1981-06-10,Socialdemokraterna,Q105112
Q4967716,1982-03-01,1982-10-04,Socialdemokraterna,Q105112
Q4967716,1982-10-04,1985-09-30,Socialdemokraterna,Q105112
Q4967716,1985-09-30,1988-04-24,Socialdemokraterna,Q105112
Q4967716,1988-05-27,1988-10-03,Socialdemokraterna,Q105112
Q4967716,1988-10-03,1991-09-30,Socialdemokraterna,Q105112
Q4967716,1991-09-30,1992-10-06,Socialdemokraterna,Q105112
Q4967758,1971-01-11,1974-01-10,Moderaterna,Q110843
Q4967758,1974-01-10,1976-10-04,Moderaterna,Q110843
Q4967758,1976-10-04,1976-10-10,Moderaterna,Q110843
Q4967758,1979-10-01,1979-10-14,Moderaterna,Q110843
Q4967758,1982-06-05,1982-10-04,Moderaterna,Q110843
Q4967758,1982-10-04,1983-01-30,Moderaterna,Q110843
Q4968703,1985-09-30,1988-10-03,Liberalerna,Q110857
Q4968703,1988-10-03,1991-09-30,Liberalerna,Q110857
Q4968703,1991-09-30,1994-10-03,Liberalerna,Q110857
Q4968706,1976-10-04,1979-10-01,Socialdemokraterna,Q105112
Q4968706,1979-10-01,1982-10-04,Socialdemokraterna,Q105112
Q4968706,1982-10-04,1983-10-03,Socialdemokraterna,Q105112
Q4968706,1983-11-16,1985-09-30,Socialdemokraterna,Q105112
Q4968706,1985-09-30,1988-10-03,Socialdemokraterna,Q105112
Q4968706,1988-10-03,1991-09-30,Socialdemokraterna,Q105112
Q4968791,1985-09-30,1988-10-03,Liberalerna,Q110857
Q4968944,2016-09-12,2018-09-24,Socialdemokraterna,Q105112
Q4968944,2018-09-24,2019-01-21,Socialdemokraterna,Q105112
Q4968944,2019-05-08,2019-11-10,Socialdemokraterna,Q105112
Q4968944,2020-02-15,2022-09-26,Socialdemokraterna,Q105112
Q4968944,2022-09-26,,Socialdemokraterna,Q105112
Q4969234,1971-01-11,1974-01-10,Liberalerna,Q110857
Q4969234,1974-01-10,1976-10-04,Liberalerna,Q110857
Q4969533,1994-10-03,1996-03-10,Centerpartiet,Q110832
Q4969533,1996-06-01,1997-04-20,Centerpartiet,Q110832
Q4969533,1997-06-01,1998-08-31,Centerpartiet,Q110832
Q4969559,1971-01-11,1974-01-10,Centerpartiet,Q110832
Q4969559,1974-01-10,1976-10-04,Centerpartiet,Q110832
Q4969559,1976-10-04,1979-10-01,Centerpartiet,Q110832
Q4969654,2006-10-06,2010-10-04,Centerpartiet,Q110832
Q4969654,2010-10-04,2014-10-03,Centerpartiet,Q110832
Q4969654,2014-09-29,2014-10-03,Centerpartiet,Q110832
Q4969913,1998-10-05,1998-10-05,Vänsterpartiet,Q110837
Q4969993,1994-10-03,1997-09-21,Moderaterna,Q110843
Q4969998,2010-10-04,2014-09-29,Moderaterna,Q110843
Q4969998,2014-09-29,2018-09-24,Moderaterna,Q110843
Q4970036,2010-10-04,2014-09-29,Miljöpartiet,Q213451
Q4970036,2014-09-29,2018-09-24,Miljöpartiet,Q213451
Q4970068,1971-01-11,1974-01-10,Vänsterpartiet,Q110837
Q4970068,1974-01-10,1976-10-04,Vänsterpartiet,Q110837
Q4970068,1976-10-04,1979-10-01,Vänsterpartiet,Q110837
Q4970068,1979-10-01,1982-10-04,Vänsterpartiet,Q110837
Q4970068,1982-10-04,1983-04-30,Vänsterpartiet,Q110837
Q4970068,1983-06-01,1983-10-14,Vänsterpartiet,Q110837
Q4970111,1995-01-10,1995-10-09,Socialdemokraterna,Q105112
Q4970111,1995-10-10,1996-09-17,Socialdemokraterna,Q105112
Q4970111,1997-05-01,1998-10-05,Socialdemokraterna,Q105112
Q4970153,2006-10-02,2006-11-15,Moderaterna,Q110843
Q4970153,2022-09-26,,Moderaterna,Q110843
Q4970171,1995-01-10,1995-07-31,Socialdemokraterna,Q105112
Q4970171,1995-08-01,1995-10-09,Socialdemokraterna,Q105112
Q4970171,1995-10-10,1996-03-22,Socialdemokraterna,Q105112
Q4970171,1996-04-15,1998-10-05,Socialdemokraterna,Q105112
Q4970175,,1982,Liberalerna,Q110857
Q4970253,2009-01-15,2009-06-14,Kristdemokraterna,Q213654
Q4970253,2009-08-17,2009-08-30,Kristdemokraterna,Q213654
Q4970253,2010-03-01,2010-10-04,Kristdemokraterna,Q213654
Q4970289,1971-01-11,1974-01-10,Socialdemokraterna,Q105112
Q4970289,1974-01-10,1976-10-04,Socialdemokraterna,Q105112
Q4970289,1976-10-04,1979-10-01,Socialdemokraterna,Q105112
Q4970289,1979-10-01,1982-10-04,Socialdemokraterna,Q105112
Q4970289,1982-10-04,1985-09-30,Socialdemokraterna,Q105112
Q4970595,2010-10-04,2014-09-29,Socialdemokraterna,Q105112
Q4970595,2014-09-29,2018-09-24,Socialdemokraterna,Q105112
Q4970595,2018-09-24,2022-09-26,Socialdemokraterna,Q105112
Q4970595,2022-09-26,,Socialdemokraterna,Q105112
Q4970650,1995-10-03,1996-10-15,Moderaterna,Q110843
Q4970650,1996-10-16,1998-10-05,Moderaterna,Q110843
Q4970650,1998-10-05,2002-09-30,Moderaterna,Q110843
Q4970650,2002-09-30,2006-10-02,Moderaterna,Q110843
Q4970689,1991-09-30,1994-10-03,Kristdemokraterna,Q213654
Q4970689,1994-10-03,1998-10-05,Kristdemokraterna,Q213654
Q4970689,1998-10-05,2000-01-31,Kristdemokraterna,Q213654
Q4970743,2010-10-04,2011-06-06,Moderaterna,Q110843
Q4970743,2015-08-27,2018-09-24,Moderaterna,Q110843
Q4970743,2018-09-24,2021-04-25,Moderaterna,Q110843
Q4970743,2022-04-09,2022-05-06,Moderaterna,Q110843
Q4970743,2022-07-01,2022-09-26,Moderaterna,Q110843
Q4970890,2006-04-18,2006-10-02,Socialdemokraterna,Q105112
Q4970993,2006-10-02,2010-10-04,Vänsterpartiet,Q110837
Q4970993,2010-10-04,2014-09-29,Vänsterpartiet,Q110837
Q4971046,2011-03-01,2011-06-17,Socialdemokraterna,Q105112
Q4971112,1971-01-11,1974-01-10,Centerpartiet,Q110832
Q4971112,1974-01-10,1976-10-04,Centerpartiet,Q110832
Q4971112,1976-10-04,1976-10-10,Centerpartiet,Q110832
Q4971112,1979-10-01,1980-11-10,Centerpartiet,Q110832
Q4971169,1998-10-05,2002-09-30,Vänsterpartiet,Q110837
Q4971169,2006-10-02,2010-10-04,Vänsterpartiet,Q110837
Q4971169,2010-10-04,2012-04-17,Vänsterpartiet,Q110837
Q4971169,2012-05-21,2014-09-29,Vänsterpartiet,Q110837
Q4971176,2006-10-02,2010-10-04,Vänsterpartiet,Q110837
Q4971184,2010-10-04,2012-03-29,Moderaterna,Q110843
Q4971184,2013-02-01,2014-09-29,Moderaterna,Q110843
Q4971184,2014-09-29,2018-09-24,Moderaterna,Q110843
Q4971184,2018-09-24,2022-09-26,Moderaterna,Q110843
Q4971355,1985-05-02,1985-06-06,Liberalerna,Q110857
Q4971355,1985-09-30,1988-10-03,Liberalerna,Q110857
Q4971355,1988-10-03,1991-09-30,Liberalerna,Q110857
Q4971355,1991-09-30,1994-10-03,Liberalerna,Q110857
Q4971402,1980-10-20,1980-11-23,Socialdemokraterna,Q105112
Q4971402,1982-10-04,1985-09-30,Socialdemokraterna,Q105112
Q4971402,1985-09-30,1988-10-03,Socialdemokraterna,Q105112
Q4971402,1988-10-03,1991-09-30,Socialdemokraterna,Q105112
Q4971402,1991-09-30,1994-10-03,Socialdemokraterna,Q105112
Q4971402,1994-10-03,1998-10-05,Socialdemokraterna,Q105112
Q4971412,1998-10-05,2002-09-30,Vänsterpartiet,Q110837
Q4971428,2006-10-06,2010-10-04,Kristdemokraterna,Q213654
Q4971428,2010-10-04,2014-09-29,Kristdemokraterna,Q213654
Q4971432,2002-09-30,2002-10-09,Socialdemokraterna,Q105112
Q4971432,2002-10-10,2002-10-20,Socialdemokraterna,Q105112
Q4971432,2003-01-21,2003-02-17,Socialdemokraterna,Q105112
Q4971432,2003-02-18,2003-08-25,Socialdemokraterna,Q105112
Q4971432,2004-01-19,2004-03-07,Socialdemokraterna,Q105112
Q4971432,2004-03-08,2004-06-14,Socialdemokraterna,Q105112
Q4971432,2004-06-15,2004-12-31,Socialdemokraterna,Q105112
Q4971432,2005-01-01,2006-10-02,Socialdemokraterna,Q105112
Q4971571,2002-11-14,2003-07-31,Socialdemokraterna,Q105112
Q4971571,2003-09-16,2004-06-30,Socialdemokraterna,Q105112
Q4971571,2004-09-14,2006-10-02,Socialdemokraterna,Q105112
Q4971571,2006-10-02,2010-10-04,Socialdemokraterna,Q105112
Q4971741,2002-09-30,2003-02-20,Socialdemokraterna,Q105112
Q4971741,2003-08-02,2003-10-31,Socialdemokraterna,Q105112
Q4971741,2004-03-15,2006-10-02,Socialdemokraterna,Q105112
Q4971741,2006-10-02,2010-10-04,Socialdemokraterna,Q105112
Q4971741,2010-10-04,2014-09-29,Socialdemokraterna,Q105112
Q4971741,2014-09-29,2015-09-30,Socialdemokraterna,Q105112
Q4971770,1982-10-08,1983-01-12,Socialdemokraterna,Q105112
Q4971770,1983-01-13,1985-09-30,Socialdemokraterna,Q105112
Q4971770,1985-09-30,1986-03-02,Socialdemokraterna,Q105112
Q4971770,1986-03-03,1988-10-03,Socialdemokraterna,Q105112
Q4971770,1988-10-03,1988-11-07,Socialdemokraterna,Q105112
Q4971770,1988-11-08,1991-09-30,Socialdemokraterna,Q105112
Q4971770,1991-09-30,1993-03-14,Socialdemokraterna,Q105112
Q4971770,1993-05-01,1993-10-05,Socialdemokraterna,Q105112
Q4971799,1976-10-04,1976-10-08,Socialdemokraterna,Q105112
Q4971799,1979-10-01,1982-10-04,Socialdemokraterna,Q105112
Q4971799,1982-10-04,1985-09-30,Socialdemokraterna,Q105112
Q4971799,1985-09-30,1988-10-03,Socialdemokraterna,Q105112
Q4972450,1979-10-01,1982-10-04,Socialdemokraterna,Q105112
Q4972450,1982-10-04,1985-09-30,Socialdemokraterna,Q105112
Q4972450,1985-09-30,1988-10-03,Socialdemokraterna,Q105112
Q4972450,1988-10-03,1991-09-30,Socialdemokraterna,Q105112
Q4972450,1991-09-30,1994-10-03,Socialdemokraterna,Q105112
Q4972450,1994-10-03,1998-10-05,Socialdemokraterna,Q105112
Q4972478,1996-01-01,1998-10-05,Socialdemokraterna,Q105112
Q4972478,1998-10-05,2002-09-30,Socialdemokraterna,Q105112
Q4972478,2002-09-30,2006-10-02,Socialdemokraterna,Q105112
Q4972478,2006-10-02,2007-04-08,Socialdemokraterna,Q105112
Q4972485,1988-10-03,1991-09-30,Vänsterpartiet,Q110837
Q4972485,1991-09-30,1994-10-03,Vänsterpartiet,Q110837
Q4972535,1993-10-06,1994-10-03,Socialdemokraterna,Q105112
Q4972535,1994-10-03,1995-01-09,Socialdemokraterna,Q105112
Q4972552,1994-10-03,1998-10-05,Socialdemokraterna,Q105112
Q4972552,1998-10-05,2002-09-30,Socialdemokraterna,Q105112
Q4972552,2002-09-30,2006-10-02,Socialdemokraterna,Q105112
Q4972552,2006-10-02,2010-10-04,Socialdemokraterna,Q105112
Q4972558,1991-09-30,1994-10-03,Moderaterna,Q110843
Q4972558,1994-10-03,1998-10-05,Moderaterna,Q110843
Q4972566,1985-09-30,1988-10-03,Liberalerna,Q110857
Q4972566,1988-10-03,1991-09-30,Liberalerna,Q110857
Q4972566,1991-09-30,1994-10-03,Liberalerna,Q110857
Q4972566,1994-10-03,1998-10-05,Liberalerna,Q110857
Q4972566,1998-10-05,2000-11-20,Liberalerna,Q110857
Q4972566,2000-12-21,2002-09-30,Liberalerna,Q110857
Q4972614,1985-09-30,1988-10-03,Socialdemokraterna,Q105112
Q4972614,1988-10-03,1991-09-30,Socialdemokraterna,Q105112
Q4972614,1991-09-30,1994-10-03,Socialdemokraterna,Q105112
Q4972634,2010-10-04,2014-09-29,Moderaterna,Q110843
Q4972634,2014-09-29,2014-11-02,Moderaterna,Q110843
Q4972634,2015-03-30,2018-01-28,Moderaterna,Q110843
Q4972634,2018-05-07,2018-09-24,Moderaterna,Q110843
Q4972645,1999-05-01,2000-05-31,Kristdemokraterna,Q213654
Q4972645,2000-10-09,2001-01-14,Kristdemokraterna,Q213654
Q4972645,2001-09-18,2002-07-31,Kristdemokraterna,Q213654
Q4972645,2003-11-11,2003-12-31,Kristdemokraterna,Q213654
Q4972645,2006-10-06,2010-10-04,Kristdemokraterna,Q213654
Q4972645,2010-10-04,2014-09-29,Kristdemokraterna,Q213654
Q4972645,2014-09-29,2018-02-04,Kristdemokraterna,Q213654
Q4972645,2018-09-24,2018-09-24,Kristdemokraterna,Q213654
Q4972645,2019-01-01,2021-02-10,Kristdemokraterna,Q213654
Q4972727,1986-10-10,1987-04-30,Socialdemokraterna,Q105112
Q4972727,1988-02-01,1988-05-30,Socialdemokraterna,Q105112
Q4972727,1988-10-03,1991-09-29,Socialdemokraterna,Q105112
Q4972727,1991-09-30,1991-10-04,Socialdemokraterna,Q105112
Q4972727,1994-10-03,1998-10-05,Socialdemokraterna,Q105112
Q4972727,1999-10-01,2000-10-01,Socialdemokraterna,Q105112
Q4972727,2000-10-02,2001-05-31,Socialdemokraterna,Q105112
Q4972727,2001-06-01,2002-09-30,Socialdemokraterna,Q105112
Q4972780,1985-09-30,1988-10-03,Socialdemokraterna,Q105112
Q4972780,1988-10-03,1991-09-30,Socialdemokraterna,Q105112
Q4972780,1991-09-30,1994-10-03,Socialdemokraterna,Q105112
Q4972961,1991-10-05,1993-03-07,Liberalerna,Q110857
Q4972961,1993-05-10,1994-06-19,Liberalerna,Q110857
Q4972961,1994-06-19,1994-10-03,Liberalerna,Q110857
Q4972961,1994-10-03,1994-10-07,Liberalerna,Q110857
Q4972961,1995-01-01,1998-10-05,Liberalerna,Q110857
Q4972961,1998-10-05,1998-10-12,Liberalerna,Q110857
Q4972961,1999-01-01,1999-11-21,Liberalerna,Q110857
Q4972961,1999-12-29,2002-01-25,Liberalerna,Q110857
Q4972961,2002-02-28,2002-09-30,Liberalerna,Q110857
Q4972961,2002-09-30,2003-11-19,Liberalerna,Q110857
Q4972961,2004-01-01,2005-11-25,Liberalerna,Q110857
Q4972961,2005-12-29,2006-10-02,Liberalerna,Q110857
Q4972961,2006-10-02,2010-02-02,Liberalerna,Q110857
Q4973078,2006-10-02,2010-10-04,Moderaterna,Q110843
Q4973078,2010-10-04,2014-09-29,Moderaterna,Q110843
Q4973078,2014-09-29,2018-09-24,Moderaterna,Q110843
Q4973156,1988-10-03,1991-09-30,Miljöpartiet,Q213451
Q4973156,1994-10-03,1998-01-22,Miljöpartiet,Q213451
Q4973156,1998-02-23,1998-10-05,Miljöpartiet,Q213451
Q4973390,1995-10-04,1998-10-05,Moderaterna,Q110843
Q4973390,1998-10-05,2002-09-30,Moderaterna,Q110843
Q4973390,2002-09-30,2006-10-02,Moderaterna,Q110843
Q4973390,2006-10-02,2010-10-04,Moderaterna,Q110843
Q4973390,2010-10-04,2014-09-29,Moderaterna,Q110843
Q4973700,1991-09-30,1994-10-03,Kristdemokraterna,Q213654
Q4973700,1994-10-03,1998-10-05,Kristdemokraterna,Q213654
Q4973700,1998-10-05,2002-09-30,Kristdemokraterna,Q213654
Q4973700,2002-09-30,2006-10-02,Kristdemokraterna,Q213654
Q4973700,2006-10-02,2009-10-31,Kristdemokraterna,Q213654
Q4973713,2002-09-30,2006-10-02,Moderaterna,Q110843
Q4973713,2006-10-02,2010-10-04,Moderaterna,Q110843
Q4973713,2010-10-04,2012-08-31,Moderaterna,Q110843
Q4973765,2010-10-04,2014-09-29,Moderaterna,Q110843
Q4973765,2014-09-29,2018-09-24,Moderaterna,Q110843
Q4973765,2018-09-24,2022-09-26,Moderaterna,Q110843
