swerik_id,bibtex_key,wiki_id,page
i-Fz6yNekPxrQJNJdVcHwFS2,NorbergEA1990v4,Q110346241,106
i-Fz6yNekPxrQJNJdVcHwFS2,NorbergTjerneld1985v2,Q110346241,288
i-FzbKV49jELSUZyaAAtAEsm,NorbergEA1992v5,Q110346241,253
i-FzRpmh8WLxVNu3HvPuDgvJ,NorbergEA1990v4,Q110346241,358
i-G1xzyAPjWuB2rB8kWLGUve,NorbergEA1992v5,Q110346241,217
i-G2Vs6pNWWj8DSMWKKVguNb,NorbergEA1992v5,Q110346241,265
i-G3dTAbcH3rBb7tfv3toPXH,NorbergAsker1996v2,Q111443541,305
i-G3foysEJ6LCRz9TzDch94P,NorbergEA1988v1,Q110346241,384
i-G3LJegyEUATYSx1EYywRfd,NorbergTjerneld1985v2,Q110346241,47
i-G4yWZyRJSqh8fhtAKm1m1D,NorbergEA1986v3,Q110346241,118
i-g5oS8RSWuaximcHXWswPQ,AskerNorberg1996v1,Q111443541,285
i-G5pAFA5w4nSfdSXYxcrmWR,NorbergEA1986v3,Q110346241,140
i-G6G9pnZXyDGUS1qH1mFg1M,NorbergTjerneld1985v2,Q110346241,279
i-G76oKsdVM5Xi98Rbf1oBV3,NorbergEA1988v1,Q110346241,403
i-G7mRxTGHEwyZjjYebC8sZm,NorbergEA1988v1,Q110346241,234
i-G7NrNFSEu4BWZ8cRNLg6iH,NorbergAsker1996v2,Q111443541,141
i-G8JbJm9Qan4fa7Ax94MYT3,NorbergEA1988v1,Q110346241,136
i-G8yQZH3fj2CfZcd2neBLi1,NorbergEA1990v4,Q110346241,60
i-G9AhCsdMXUvMsskRsFSeWk,NorbergEA1990v4,Q110346241,79
i-G9cByTDJLkqh3qYPdKEbAV,NorbergTjerneld1985v2,Q110346241,396
i-GaFe2NPmaDWiYp9rPVYfGL,NorbergTjerneld1985v2,Q110346241,233
i-GaozvGLNGCb9Vstyp2PrQH,NorbergAsker1996v2,Q111443541,337
i-GAq3tQ4mTCjcRiVh2CbEa6,NorbergTjerneld1985v2,Q110346241,182
i-GaQh19d66D5oDPaFNq5DY1,NorbergEA1988v1,Q110346241,181
i-Gb8kB2nAYEFskTfNSvnHpA,NorbergTjerneld1985v2,Q110346241,380
i-GBa3pe5eHNbXstuF8J9CEq,NorbergEA1992v5,Q110346241,411
i-GbcRcfJRZED5mcXb1FyEWF,NorbergEA1992v5,Q110346241,88
i-GBEFtEgwMYgMq7xzD9j6MS,NorbergEA1990v4,Q110346241,412
i-GbhiuQPNmKizBowZVk5os8,NorbergEA1992v5,Q110346241,246
i-GBSUdoSRv56vrATyT3J3Pv,NorbergEA1992v5,Q110346241,92
i-GC6k6Dk5N9ZartZE9YQA5P,NorbergEA1988v1,Q110346241,391
i-Gcjbk3nJyjWXPaa2dm3MFR,NorbergAsker1996v2,Q111443541,169
i-GCJVTREcJGRyYmFdeMbNaN,AskerNorberg1996v1,Q111443541,93
i-GCJVTREcJGRyYmFdeMbNaN,NorbergEA1988v1,Q110346241,134
i-GcretNrb4CSsqYkgqQqowA,AskerNorberg1996v1,Q111443541,96
i-GcSuPZvJtsaci7tEAyk4PJ,NorbergEA1986v3,Q110346241,55
i-GCXDiYHk8XQHSVvqFgbEFv,AskerNorberg1996v1,Q111443541,110
i-GCXDiYHk8XQHSVvqFgbEFv,NorbergEA1988v1,Q110346241,181
i-Gd5yQ5S8Tsx8HHyXQQwtSL,NorbergEA1990v4,Q110346241,170
i-GDepCrfAmwNw4jb6qLCPxq,NorbergEA1990v4,Q110346241,336
i-GdMrh6eDH6Qifthm2JAj9J,NorbergEA1990v4,Q110346241,145
i-Gdqu4mLmf7kpjnNy3obPZy,NorbergEA1990v4,Q110346241,382
i-GDRtWcJhBYASTufFWmprDn,NorbergTjerneld1985v2,Q110346241,228
i-Ge2wFYqok1JgSLNhDh5TR9,NorbergEA1990v4,Q110346241,114
i-GED3hUY5Hk56K8FukEWTuy,NorbergEA1986v3,Q110346241,56
i-GeMD7gW89TWx85q2X1f9sz,NorbergTjerneld1985v2,Q110346241,276
i-GeSDwNr4Q2q1daXTAnHj4J,NorbergTjerneld1985v2,Q110346241,284
i-GFbGCi8kh9TEUKXENMrEeH,NorbergEA1990v4,Q110346241,524
i-GFciWHN52vkEQDA21Ys29R,NorbergEA1986v3,Q110346241,145
i-Gfg9k3ZcPGNY4ee6zKKXZz,NorbergTjerneld1985v2,Q110346241,92
i-GFJcxAB9fyzG2VN1HakscJ,AskerNorberg1996v1,Q111443541,183
i-GFsqpCacJRk8QEGuC29fYK,AskerNorberg1996v1,Q111443541,438
i-GFTRsNqinZi5u1Qbi8pmh8,AskerNorberg1996v1,Q111443541,440
i-GFTRsNqinZi5u1Qbi8pmh8,NorbergEA1986v3,Q110346241,142
i-GFuCMj1DZ5rjAYsGjF6uY8,NorbergTjerneld1985v2,Q110346241,402
i-GFvhnYSfU7uMwMyEbzcgSz,NorbergEA1990v4,Q110346241,69
i-GfysFhkQarNccZNb2V5fjT,NorbergEA1986v3,Q110346241,190
i-GgmCAWT2S8XB5EGqKunWRr,NorbergEA1992v5,Q110346241,167
i-GGmRxJER6QaBgxG9DmW9Z9,AskerNorberg1996v1,Q111443541,294
i-GGQnyd4FBYAVAPfMuLn9Di,NorbergTjerneld1985v2,Q110346241,144
i-GGVHkL3axiWQcAg4pCpnM6,NorbergTjerneld1985v2,Q110346241,215
i-GH7iZ7NVaSqEDS8WQo1j8G,NorbergTjerneld1985v2,Q110346241,219
i-GHbfNbfakc6VkKiTN2aC3c,NorbergEA1988v1,Q110346241,456
i-Ghdk27PPLqvrzeJCpZR1f6,NorbergEA1986v3,Q110346241,142
i-gHdXy9rXW7MHcgRt777UD,NorbergEA1986v3,Q110346241,138
i-GhQReVwv9ZB6vkKJp4vXH2,NorbergTjerneld1985v2,Q110346241,286
i-GiSwrvRSNBMuuGVLLZE3L9,NorbergAsker1996v2,Q111443541,315
i-GiSwrvRSNBMuuGVLLZE3L9,NorbergEA1988v1,Q110346241,456
i-GiW7zxnS4J1KGakxdFC177,NorbergEA1992v5,Q110346241,401
i-Gj2kViB6AWtCKXHbZsn7C5,NorbergEA1990v4,Q110346241,241
i-Gj2kViB6AWtCKXHbZsn7C5,NorbergEA1990v4,Q110346241,241
i-Gj2kViB6AWtCKXHbZsn7C5,NorbergTjerneld1985v2,Q110346241,164
i-Gj2kViB6AWtCKXHbZsn7C5,NorbergTjerneld1985v2,Q110346241,164
i-GJ3LwA26uFJq3xQJPNm9vR,NorbergEA1990v4,Q110346241,416
i-GJ5SBUW2RpibxnXtaNZsfD,NorbergTjerneld1985v2,Q110346241,166
i-GjgyninALCjktLtfUxc8Qh,AskerNorberg1996v1,Q111443541,249
i-GjPDKQNUpvhz9Z34ZyCJCt,NorbergEA1992v5,Q110346241,353
i-GK4vDqJ8FmihhqPyBuLgWs,NorbergTjerneld1985v2,Q110346241,238
i-GkGATynUsbQhroqVm6AkQW,AskerNorberg1996v1,Q111443541,285
i-GkhZV8UcdXi5oWAdyMaxq9,NorbergEA1986v3,Q110346241,116
i-GkkQbto5JYXvdSs1bs6RLo,NorbergEA1990v4,Q110346241,267
i-GkRgbq36U923AvpGpuCe9j,NorbergTjerneld1985v2,Q110346241,382
i-GkRjiqpt3WtaJqbS42DPxm,NorbergTjerneld1985v2,Q110346241,108
i-GKVS1EDVXVuggYqHoj3LVm,NorbergEA1988v1,Q110346241,428
i-GL3JTttgTxq2EV1j2intyf,NorbergTjerneld1985v2,Q110346241,45
i-GLHYq1jMQHCT1zXejYWV8x,NorbergEA1988v1,Q110346241,279
i-GLHYq1jMQHCT1zXejYWV8x,NorbergEA1988v1,Q110346241,201
i-GLno3eQa9T5zWF3tzFnibf,NorbergAsker1996v2,Q111443541,449
i-GLno3eQa9T5zWF3tzFnibf,NorbergEA1992v5,Q110346241,350
i-GLV4P4jtfPZVZ95YSNxfBh,AskerNorberg1996v1,Q111443541,66
i-GM1k7EHRipg9AKbMRUTHAd,NorbergEA1992v5,Q110346241,122
i-GM2xU88Ad73erhWrLhU2u3,NorbergEA1990v4,Q110346241,234
i-GmG7mR1HUgUWFAUAq7Qspt,NorbergEA1992v5,Q110346241,214
i-GmKU9Qxg4qXaVyTretVVTs,NorbergEA1990v4,Q110346241,152
i-GmSFH9fmi5xjm5ydcN6R1m,NorbergAsker1996v2,Q111443541,106
i-GmVk7Pj9JRW6GYkwiSkryS,NorbergEA1986v3,Q110346241,228
i-GMZUr8N4ChKMmVRrnQbLfy,NorbergEA1986v3,Q110346241,284
i-GN2jVbnWZ4paSMz4G7gSPo,NorbergAsker1996v2,Q111443541,257
i-Gn8cV2h7v2J8b1jxDrjeoA,NorbergEA1992v5,Q110346241,251
i-GNN2eANefQ7yFc4utsPNCD,AskerNorberg1996v1,Q111443541,248
i-GNWd5uE9fySggzZr5teCwt,NorbergAsker1996v2,Q111443541,88
i-GNWd5uE9fySggzZr5teCwt,NorbergEA1990v4,Q110346241,83
i-GogwNnaQ5DTJduArda1vUh,NorbergEA1988v1,Q110346241,363
i-GoiahHyar5yuroqV5Naeby,NorbergEA1990v4,Q110346241,265
i-GoKZKTaCo6ooDaTyvNqahT,NorbergEA1988v1,Q110346241,229
i-GoPG5SYP7B72kfnF4EmN5b,NorbergAsker1996v2,Q111443541,185
i-GP1vZchc4gSFqrkD9KxNno,NorbergEA1990v4,Q110346241,348
i-Gp9nQSiXNrc7A3997smM82,NorbergEA1988v1,Q110346241,443
i-GPg5vqkZaJNKMwueErhxNf,NorbergEA1990v4,Q110346241,479
i-GPGKuyuyCh2R5ssz7JdRg3,NorbergEA1990v4,Q110346241,505
i-GPhiPJJyjMaN4MEFXFwkhM,NorbergEA1988v1,Q110346241,338
i-GPpMndMfbS5wqmSKDRcoh7,AskerNorberg1996v1,Q111443541,185
i-GPpMndMfbS5wqmSKDRcoh7,NorbergEA1988v1,Q110346241,268
i-GPRiZgKod7jL3tWPVhiHiZ,AskerNorberg1996v1,Q111443541,378
i-GPRiZgKod7jL3tWPVhiHiZ,NorbergTjerneld1985v2,Q110346241,301
i-GpXkEt2ecEVcnzCeKdhmaZ,NorbergEA1986v3,Q110346241,275
i-GPYC16egTa8Yn3wguN6WLg,NorbergEA1988v1,Q110346241,96
i-GPYC16egTa8Yn3wguN6WLg,NorbergEA1992v5,Q110346241,415
i-GpZJp9yZv7rjY3JSWVZnWC,NorbergEA1992v5,Q110346241,402
i-GQ1MJ8QjcAJESWYVppCm7s,NorbergEA1990v4,Q110346241,208
i-GQAYcvnjDGPf99qnSoeaMb,NorbergTjerneld1985v2,Q110346241,106
i-GqLJiLj3ZWmFCVw4KJoTtW,NorbergEA1990v4,Q110346241,410
i-GQzX6vWx4U9VMh4ci9D9yF,NorbergAsker1996v2,Q111443541,307
i-GQzX6vWx4U9VMh4ci9D9yF,NorbergAsker1996v2,Q111443541,307
i-GrBj5WE82qidqZC8eR9wPi,NorbergEA1990v4,Q110346241,493
i-GRNPu7oSfuqjgf6xMv5mB8,AskerNorberg1996v1,Q111443541,149
i-gS7yVUr9oePWCxgJNJNfq,NorbergEA1992v5,Q110346241,352
i-GSesbg17NxtqyuzE1tagzM,NorbergEA1988v1,Q110346241,396
i-GSesbg17NxtqyuzE1tagzM,NorbergEA1990v4,Q110346241,156
i-GSfuaZB2iKY7EQ9cNr63sp,AskerNorberg1996v1,Q111443541,145
i-GSjyw1eeZNrEr8Uk3Wy79K,NorbergEA1988v1,Q110346241,269
i-GTDxf4NudVQ4es4EhotQR1,NorbergAsker1996v2,Q111443541,222
i-GTm5yh52P6KKxDhjmNvB6Y,NorbergEA1990v4,Q110346241,102
i-GTSRkqXEdHWAP3eepoYJ2Q,AskerNorberg1996v1,Q111443541,280
i-GTSRkqXEdHWAP3eepoYJ2Q,NorbergTjerneld1985v2,Q110346241,64
i-GTuuYHp9xWAMFgs56cbdRJ,NorbergAsker1996v2,Q111443541,359
i-GU6iXbz8cHt8kfQYRQ19vZ,NorbergEA1986v3,Q110346241,67
i-GUbk38tJycNP89RwcAsB6L,NorbergEA1986v3,Q110346241,134
i-GUKPcJTTQcDu1zKDGhNWJP,NorbergAsker1996v2,Q111443541,364
i-GUKPcJTTQcDu1zKDGhNWJP,NorbergEA1992v5,Q110346241,129
i-GUQT4NRF9jHSr6mxy1pdd1,NorbergEA1992v5,Q110346241,362
i-GuvDeCVT1CJsHU3Sa3Wa2M,NorbergEA1990v4,Q110346241,102
i-GV4oWvd9gsJvbCyonPRGKC,NorbergEA1992v5,Q110346241,261
i-GvBe798bQfFYpnaboy7YCF,NorbergEA1988v1,Q110346241,317
i-GvBe798bQfFYpnaboy7YCF,NorbergTjerneld1985v2,Q110346241,143
i-GvtjonXQZekMx7jwmnqan7,NorbergEA1988v1,Q110346241,185
i-GWCWCEFyM4JFjgRacrhwXe,NorbergEA1990v4,Q110346241,385
i-GWCWCEFyM4JFjgRacrhwXe,NorbergEA1992v5,Q110346241,401
i-GWiin5iepkds1r2XGDVyy8,AskerNorberg1996v1,Q111443541,223
i-GX7BNu6JdpkCkLvrx2oYRe,NorbergEA1986v3,Q110346241,233
i-GXdR2EaK5rsF4FXRtSg17k,NorbergEA1988v1,Q110346241,375
i-GXPMLqVJuLwTLg2rEFqqos,NorbergEA1986v3,Q110346241,293
i-gXtMSzCMLKqrteaG9AxDs,NorbergEA1990v4,Q110346241,236
i-Gy62RUuKtV6hWituBBGmwA,NorbergEA1990v4,Q110346241,107
i-GYc7gRa85umVr3awUwWxVR,NorbergEA1990v4,Q110346241,357
i-GYKyw64qctSyYNpixCFbxx,NorbergEA1990v4,Q110346241,304
i-GyYMjkDFkNwtQ7GJKMBnVE,NorbergAsker1996v2,Q111443541,475
i-GZ8zgKrERmYzyqE3k77bWB,NorbergEA1990v4,Q110346241,347
i-GZ8zgKrERmYzyqE3k77bWB,NorbergEA1992v5,Q110346241,252
i-GzcgHC81WecVydysZueFQ2,NorbergEA1992v5,Q110346241,400
i-GzDHSBHMoCWsqLigfuoeGJ,NorbergAsker1996v2,Q111443541,280
i-GzDHSBHMoCWsqLigfuoeGJ,NorbergEA1990v4,Q110346241,496
i-GZhoFvTfhRXJNWt7FFbiuE,NorbergEA1992v5,Q110346241,120
i-GZoogxEzVqVUYFbhFp29C6,NorbergEA1986v3,Q110346241,110
i-h1aVBzexdmWPt4dFvXiYA,AskerNorberg1996v1,Q111443541,146
i-H1dwKmcmsWsYZ96ypzye6t,NorbergEA1986v3,Q110346241,290
i-H1dwKmcmsWsYZ96ypzye6t,NorbergEA1988v1,Q110346241,338
i-H1dwKmcmsWsYZ96ypzye6t,NorbergEA1990v4,Q110346241,521
i-H1dwKmcmsWsYZ96ypzye6t,NorbergTjerneld1985v2,Q110346241,317
i-H2YZQmoQ41fcenx4fVKTwc,NorbergEA1992v5,Q110346241,260
i-H3CmSrsTRyA6EQMUTEk8D1,NorbergTjerneld1985v2,Q110346241,98
i-H3EkzheKk4Ux49TxBfg4hb,NorbergTjerneld1985v2,Q110346241,86
i-H3L7urRa1qXa9vCtxeqjEy,AskerNorberg1996v1,Q111443541,106
i-H4GvhyePmFmPxED8c5StVx,NorbergTjerneld1985v2,Q110346241,140
i-H4iwFuXf6Rh11ruEkNpUDy,NorbergTjerneld1985v2,Q110346241,386
i-H4nRCFeSGsy6RGNr3jYY42,NorbergTjerneld1985v2,Q110346241,387
i-H51hFF5ej5tCePg4YqjSsq,NorbergEA1990v4,Q110346241,439
i-H51hFF5ej5tCePg4YqjSsq,NorbergEA1992v5,Q110346241,375
i-h5cpTtUwPhqiZFGxnCzYY,NorbergAsker1996v2,Q111443541,132
i-H5FKEeoF2BPfKFJdk5tVFa,NorbergTjerneld1985v2,Q110346241,183
i-H5pycNj6wdy4bmLN7bUSfN,NorbergEA1990v4,Q110346241,67
i-H5w8iePXvnS6ELkjZJEWWQ,NorbergEA1990v4,Q110346241,220
i-H6rrzni8wdNEWHUXz4FTEZ,AskerNorberg1996v1,Q111443541,461
i-H89jnC5kpgnhkgix1qJ97f,NorbergEA1988v1,Q110346241,297
i-H8nf6XfDZ3vnaSoJc7JR5Q,NorbergEA1986v3,Q110346241,156
i-HaF5q92oQDHP1ddwWQQoVv,NorbergEA1988v1,Q110346241,419
i-HAFZFbdF4e3ydskQmfFfkc,NorbergEA1988v1,Q110346241,458
i-HAgEQXXoNesSBYagiEXMea,NorbergAsker1996v2,Q111443541,167
i-HAgEQXXoNesSBYagiEXMea,NorbergEA1990v4,Q110346241,239
i-HauaxrTLL4A8vmRuUgHAMe,NorbergEA1988v1,Q110346241,378
i-Hb3eRR7Db6btbbXkWs3WtJ,NorbergTjerneld1985v2,Q110346241,167
i-HBefMTHdym5gJ3a1vqK6pr,NorbergAsker1996v2,Q111443541,97
i-HBefMTHdym5gJ3a1vqK6pr,NorbergEA1990v4,Q110346241,99
i-HbEYktmpx71DfmfVouRDm7,NorbergEA1990v4,Q110346241,200
i-HbJdWKG5vqkPeq7cRxuLgC,NorbergEA1986v3,Q110346241,207
i-Hco5dtZYVczhhatjt4A2Ah,AskerNorberg1996v1,Q111443541,334
i-HCoaBgXym1UqwZHnweASdi,NorbergEA1986v3,Q110346241,268
i-HcoqR7YhxPAoWtRPS3Lzmn,NorbergEA1990v4,Q110346241,245
i-HCwEBLHjvaPyUHpWDFDcMz,NorbergEA1988v1,Q110346241,371
i-HCx7jM5Tbb5jzUFN25F2f4,NorbergAsker1996v2,Q111443541,313
i-HdDQYxRiHYqcNA8if825dE,NorbergEA1988v1,Q110346241,225
i-HdgbjLshzwUz4YtzwRy4a6,NorbergEA1990v4,Q110346241,498
i-HDHXUmj1pQK4Aot3piEBBF,NorbergTjerneld1985v2,Q110346241,339
i-HdmXapeTq3DFBQub8j1ccm,AskerNorberg1996v1,Q111443541,375
i-HdmXapeTq3DFBQub8j1ccm,NorbergTjerneld1985v2,Q110346241,288
i-HdpJ4V35CyWFwAVSVqqmzN,NorbergAsker1996v2,Q111443541,191
i-HDr6WDtiNAxPxAvXojfCn5,NorbergEA1986v3,Q110346241,207
i-HDr6WDtiNAxPxAvXojfCn5,NorbergTjerneld1985v2,Q110346241,146
i-HEaiAtuCoZP4zvRQQyuhM7,NorbergEA1986v3,Q110346241,133
i-HEaiAtuCoZP4zvRQQyuhM7,NorbergEA1988v1,Q110346241,132
i-HEp8a6QirbXWudq8pjbqYn,NorbergEA1990v4,Q110346241,505
i-HF1be62hHhvaXoZiyUz2HF,NorbergAsker1996v2,Q111443541,445
i-HffjGMcd6xnZQnmgKPdo1Y,NorbergEA1990v4,Q110346241,138
i-Hg2Wz95RvQx3yUWLWY7d8f,AskerNorberg1996v1,Q111443541,251
i-Hg2Wz95RvQx3yUWLWY7d8f,NorbergEA1988v1,Q110346241,371
i-HG75w9uy7R57N3BxQiSTX5,NorbergTjerneld1985v2,Q110346241,207
i-HGewsaYuRmtBByFFwA97fB,AskerNorberg1996v1,Q111443541,431
i-HGewsaYuRmtBByFFwA97fB,NorbergEA1986v3,Q110346241,118
i-HGfALYBg5SLYb8z1er3XK1,NorbergAsker1996v2,Q111443541,474
i-HgLWva36BgiPk8kSeFayyo,NorbergTjerneld1985v2,Q110346241,291
i-HgrbSDdJGPDB6AgPhLBSHW,NorbergEA1986v3,Q110346241,55
i-HgrbSDdJGPDB6AgPhLBSHW,NorbergEA1988v1,Q110346241,108
i-HGZVFFPEcK5naSxY9nQj5C,NorbergEA1992v5,Q110346241,415
i-Hh9SCAcwQ6HHbjMsB1cuTy,NorbergAsker1996v2,Q111443541,272
i-Hh9SCAcwQ6HHbjMsB1cuTy,NorbergEA1990v4,Q110346241,476
i-HhawACVG6q8u5qJ9brg5nM,NorbergEA1986v3,Q110346241,186
i-Hidj687Lh6pANSCp44Go3a,NorbergAsker1996v2,Q111443541,246
i-HiKfkPFGETvWecEKyujzt7,NorbergEA1990v4,Q110346241,411
i-HiLh4CgUmPaDRYddeo7w7X,NorbergEA1992v5,Q110346241,303
i-HiSGGff3XbikXDhwU1utTf,NorbergEA1986v3,Q110346241,222
i-HitFXnrRD2jnoNbwEi6wQE,NorbergTjerneld1985v2,Q110346241,301
i-HiVV5oHUvJvLx8V2dQFLFu,NorbergEA1990v4,Q110346241,305
i-Hj6mnAJTAmcqcCP3XSg2aA,NorbergEA1992v5,Q110346241,212
i-HJkUbagoaGvf95jXdVvgSA,NorbergTjerneld1985v2,Q110346241,311
i-HJpBphP21cniCmsRbhnJFD,NorbergEA1992v5,Q110346241,85
i-HjxdQGHHRVV7At3JzTMGyo,NorbergEA1988v1,Q110346241,234
i-HJyTkWm2hwKuo7tTGBQDzS,NorbergEA1990v4,Q110346241,314
i-HK1EEzMjnsMm3rbAtX84b9,NorbergTjerneld1985v2,Q110346241,63
i-Hk1GSUNr6iteSnX2ZuamZc,NorbergEA1988v1,Q110346241,427
i-HK9qYnVFN9ozMjewUoj5Ya,AskerNorberg1996v1,Q111443541,79
i-HKCBHNaesqPFHjWMxwcBN4,NorbergEA1988v1,Q110346241,377
i-HKfiCict9QTQcaSCtdEPzo,NorbergEA1986v3,Q110346241,226
i-HkFSU3qgD4WDnG8LWPTtL1,NorbergEA1986v3,Q110346241,114
i-HkGA9fDwmradAgFX6GrM8h,NorbergEA1992v5,Q110346241,225
i-HKim32bL65y6VoEJq4WaFg,NorbergTjerneld1985v2,Q110346241,110
i-HkRfm34QRnYJtBXctyaMk,NorbergAsker1996v2,Q111443541,188
i-HkRfm34QRnYJtBXctyaMk,NorbergEA1990v4,Q110346241,82
i-HkXGTzvc5Z6H1Ccj4BwQ7U,AskerNorberg1996v1,Q111443541,334
i-HLhP48YeUAXEGs7zCTagms,NorbergEA1992v5,Q110346241,381
i-HMe4BWKH4ppySXz1SUD1wL,NorbergEA1988v1,Q110346241,275
i-HMKGf5h5zmx86ZzMrqUVof,NorbergEA1988v1,Q110346241,367
i-HMtJGAv6SxejLYLDAEzumP,NorbergEA1990v4,Q110346241,309
i-HMttL4pjZepaYbPREKVyoD,NorbergEA1988v1,Q110346241,331
i-Hnc99qM2wSocQrZmyQoJhz,NorbergAsker1996v2,Q111443541,274
i-HnGeNpWedKZyLwzJfRmk7W,NorbergTjerneld1985v2,Q110346241,113
i-HNH9ngQnSgt5v7CjTBvhTP,NorbergEA1990v4,Q110346241,418
i-HNjZ9Yct2VXqvJPiXkJQEh,NorbergEA1988v1,Q110346241,394
i-HNuVydP7EJ4SP7ibEeeJMb,NorbergEA1988v1,Q110346241,217
i-HNYe8aujVCZTrocrTDPodK,NorbergEA1992v5,Q110346241,235
i-HoE2x9y5uUuRrXBrgsJFGH,NorbergAsker1996v2,Q111443541,172
i-HosDPsxC8xMsApG7PEcMfP,NorbergEA1988v1,Q110346241,308
i-HoVXHkT6AvdDaqLGubdFcK,NorbergEA1988v1,Q110346241,368
i-Hpb6fUmHKN5zhjt8QwPwaM,NorbergEA1992v5,Q110346241,219
i-HpykFSDEKjFd3AQrjBW2xc,NorbergAsker1996v2,Q111443541,109
i-Hq12Y8GxxYHFvhmxNi8UxR,NorbergEA1990v4,Q110346241,75
i-Hq4dd7mhmiAMGMTo4ZFmNN,AskerNorberg1996v1,Q111443541,470
i-Hq4dd7mhmiAMGMTo4ZFmNN,NorbergEA1986v3,Q110346241,238
i-HQFXiAPBxuNL8VAR8yGAkC,NorbergEA1992v5,Q110346241,435
i-HqRXpcNvVcpAFSfTDWhdNx,NorbergEA1990v4,Q110346241,332
i-HQtY3tC5TG3borMpFmHaac,NorbergEA1992v5,Q110346241,131
i-Hr1HTFqifdBa5H1eAGcaEu,NorbergEA1988v1,Q110346241,171
i-HR7FkNR7CWoH9JSLzyadXt,NorbergTjerneld1985v2,Q110346241,274
i-HrFkdZvTMMR7zA25xt1Lgw,NorbergEA1992v5,Q110346241,149
i-HRHmpWFqQQ3m7SzQAG7rH2,NorbergEA1992v5,Q110346241,174
i-HrX19wSrHYwvP8xdgPDC2f,NorbergEA1992v5,Q110346241,434
i-HSEExXWc7KVPAw933NDsix,NorbergEA1986v3,Q110346241,269
i-HsozqwVS7coNRbJC75AikC,NorbergTjerneld1985v2,Q110346241,82
i-HSP9LioPctrDbuGfZ5P4G,NorbergEA1990v4,Q110346241,340
i-HSVLs9EuZHSqQ2QS5VoFwi,NorbergEA1992v5,Q110346241,432
i-HsVTsRmzJC4vVEYmLCf2Ze,NorbergTjerneld1985v2,Q110346241,82
i-HsWM4bpkJMwFcQjYcCpgmf,NorbergAsker1996v2,Q111443541,127
i-HsWM4bpkJMwFcQjYcCpgmf,NorbergTjerneld1985v2,Q110346241,368
i-HsWStjVwaHz8xpf34iEcgY,NorbergEA1988v1,Q110346241,280
i-HTMwcqp6N89VZX6J54ZQRi,NorbergEA1990v4,Q110346241,484
i-HtqAYT2HofS4owTcoSefFQ,NorbergEA1988v1,Q110346241,250
i-Hu7hKPMf4mxcMxbTcp28NL,AskerNorberg1996v1,Q111443541,371
i-Hu7hKPMf4mxcMxbTcp28NL,NorbergTjerneld1985v2,Q110346241,278
i-HU8UmghHLqrdKY1yH5RRaJ,NorbergEA1988v1,Q110346241,166
i-HuA2xXt8AknKvizfMoSFQt,AskerNorberg1996v1,Q111443541,281
i-HuHfxcHmGPRFh1rsB9kpst,NorbergEA1988v1,Q110346241,290
i-HuHfxcHmGPRFh1rsB9kpst,NorbergTjerneld1985v2,Q110346241,89
i-HUMnMcQQ6eptpyBe7pPfLL,NorbergEA1988v1,Q110346241,251
i-HuRtwzJXstWCFHfj9AKpNG,NorbergEA1990v4,Q110346241,444
i-HUx37HrNseoZiFo8yGSqrL,NorbergAsker1996v2,Q111443541,196
i-HvB43EUnLaSUKmFYYm2t2U,NorbergEA1992v5,Q110346241,172
i-HVFppPxKpdbmY5AnxD2Yxw,NorbergEA1990v4,Q110346241,318
i-HVG8yf9kNBC8p7xrMJWL3J,NorbergEA1992v5,Q110346241,164
i-HVhaNEtXJXmmASotZiesG5,NorbergEA1988v1,Q110346241,317
i-HVi5mYZ7fNRHzuKkkcsgHK,NorbergEA1988v1,Q110346241,117
i-HVip16x9Y9uxJShStEXbhi,NorbergEA1992v5,Q110346241,311
i-HvPTNfjYfssdgnH8eqCQcE,NorbergEA1986v3,Q110346241,247
i-HvPTNfjYfssdgnH8eqCQcE,NorbergEA1986v3,Q110346241,247
i-HW3WbeQFWVwtJaT8RCt2JM,NorbergEA1988v1,Q110346241,95
i-HWdenQWgK1hBg2oxQGpueR,NorbergTjerneld1985v2,Q110346241,189
i-HWH8VyXV6MiFzzQ1Y97EM2,NorbergEA1988v1,Q110346241,157
i-HwitR4a2J1haLtmPciyXon,NorbergEA1988v1,Q110346241,426
i-HWm8P2kEXE7DpXpeRRNztP,AskerNorberg1996v1,Q111443541,222
i-HWuy1bfrVaJd5tRcAdeD1m,NorbergEA1990v4,Q110346241,128
i-HWWVGZcUSaZGHGdRYcnTju,NorbergTjerneld1985v2,Q110346241,265
i-HWxc5gWNq1Au8fJe24ABtF,NorbergEA1990v4,Q110346241,332
i-HXBso2gxqMgmH9FitU25bj,NorbergAsker1996v2,Q111443541,457
i-HxFVoLNmcLN3NF2EPWuWS2,NorbergEA1990v4,Q110346241,238
i-HXgGEamkDznsHzKJJyjsRS,NorbergEA1990v4,Q110346241,201
i-HxNUqLN7WonSF9cuDBswr9,NorbergEA1988v1,Q110346241,392
i-Hy8eXc5sJfSc7yWxrCK2X9,NorbergEA1988v1,Q110346241,242
i-HYFwSCrwnemwyJTLMcyqvN,AskerNorberg1996v1,Q111443541,223
i-HyGRCP9P8SeHVU6CEC3CZ3,NorbergEA1986v3,Q110346241,292
i-Hyqvgdf3ZjCXhRaGtAsh5V,NorbergEA1990v4,Q110346241,239
i-HyWuN5gpjsLTAPxWxHMQzQ,NorbergEA1986v3,Q110346241,248
