wiki_id,alias
Q5892646,Josefsson i Halmstad
Q5893939,Julin i Stockholm
Q5895466,Järte i Stockholm
Q5895729,Jönsson i Bredgården
Q5895737,Jönsson i Yngsjö
Q5895745,Jönsson i Mårarp
Q5895793,Jönsson i Torsholm
Q5895936,Jönsson i Revinge
Q5895945,Jönsson i Boa
Q5895957,Jönsson i Slätåker
Q5896011,Jönsson i Sandby
Q5896154,Jönsson i Fridhill
Q5897175,Kahlström i Lilla Atlings
Q5897311,Kaijser i Härnösand
Q5897318,Kaijser i Karlstad
Q5900117,Kardell i Östersund
Q5901374,Karlsson I Vadstena
Q5901397,Karlsson i Munkedal
Q5901468,Karlsson i Ronneby
Q5901593,Karlsson i Västerås
Q5901677,Karlsson i Göteborg
Q5901685,Karlsson i Mo
Q5902054,Karlsson i Fjäl
Q5902054,Karlsson i Gasabäck
Q5902186,Karlsson i Nynäshamn
Q5902324,Karlsson i Grängesberg
Q5902333,Karlsson i Vätö
Q5902419,Karlström i Lummelunda
Q5906261,Kennedy i Råbelöv
Q5906627,Kerfstedt i Varberg
Q5907317,Key i Sundsholm
Q5908602,Kihlberg i Tierp
Q5909044,Kilman i Kastellegården
Q5909112,Kilsmo i Vingsleör
Q5909615,Kinander i Stockholm
Q5909622,Kinberg i Stockholm
Q5910313,Kinmanson i Stockholm
Q5911900,Kjellberg i Göteborg
Q5912025,Kjellberg i Stockholm
Q5912152,Kjellgren i Reijmyre
Q5912185,Kjellgren i Reijmyre
Q5912269,Kjellman i Södra Strömhult
Q5912318,Kjellson i Hovmantorp
Q5913021,Klefbeck i Stockholm
Q5913839,Klinckowström i Stafsund
Q5913901,Kling i Stockholm
Q5914152,Klingspor i Råbäck
Q5914189,Klingspor i Ekenäs
Q5914280,af Klint i Helsingborg
Q5914280,af Klint i Linköping
Q5914552,Kloo i Karlskrona
Q5915062,Knaust i Sundsvall
Q5915513,von Knorring i Skiringe
Q5916306,Kobb i Stockholm
Q5916422,Koch i Torp
Q5916602,von Koch i Augerum
Q5916741,Kock i Malmö
Q5916859,Kockum i Bulltofta
Q5917649,Kolare i Enskede
Q5917908,Kollberg i Bromma
Q5917908,Kollberg i Stockholm
Q5918002,Kolmodin i Stenstugu
Q5920197,Koskull i Ängaholm
Q5923213,Kristensson i Göteborg
Q5923879,Krok i Malmö
Q5924265,Kropp i Eskilstuna
Q5924572,Kruse i Malmö
Q5925056,von Kræmer i Stenhammar
Q5925056,von Kræmer i Stockholm
Q5927431,Kvarnzelius i Falun
Q5927431,Kvarnzelius i Orsa
Q5927431,Kvarnzelius i Signelund
Q5928394,Källman i Sundbyberg
Q5929077,Königsfeldt i Smedjebacken
Q5930866,Lagerbjelke i Älvsjö gård
Q5930881,Lagerblad i Karlshamn
Q5930919,Lagerbring i Göteborg
Q5930919,Lagerbring i Stockholm
Q5930999,Lagercrantz i Stockholm
Q5931090,Lagerfelt i Lagerlunda
Q5931113,Lagerfelt i Skönnarbo
Q5931206,Lagergren i Oxarve
Q5931335,Lagerkwist i Ånge
Q5932922,Lamm i Stockholm
Q5934034,Landström i Vänersborg
Q5934313,Osvald i Knivsta
Q5934313,Osvald i Uppsala
Q5934839,Langenskiöld i Stockholm
Q5936294,Larsén i Halmstad
Q5936638,Larson i Slättäng
Q5936646,Larson i Tönnersa
Q5936661,Larson i Lerdala
Q5936778,Larson i Limmared
Q5936964,Larsson i Bränninge
Q5936991,Larsson i Lund
Q5937144,Larsson i Apelnäs
Q5937709,Larsson i Lidingö
Q5937709,Larsson i Lund
Q5937815,Larsson i Gallstad
Q5937823,Larsson i Göteborg
Q5937830,Larsson i Presstorp
Q5937861,Larsson i Nordmarkshyttan
Q5937903,Larsson i Bondarve
Q5937937,Larsson i Borgviksbruk
Q5937937,Larsson i Kyrkebyn
Q5938003,Larsson i Tranhult
Q5938020,Larsson i Berga
Q5938123,Larsson i Västannor
Q5938515,Larsson i Fole
Q5938531,Larsson i Viggetorp
Q5938659,Larsson i Ulriksdal
Q59387749,Jonas Andersson i Skellefteå
Q5938810,Larsson i Varberg
Q5938852,Larsson i Kroken
Q5940304,Laurén i Eskilstuna
Q5940620,Laurin i Överby gård
Q5940973,de Laval i Falun
Q5942265,"Leander i Ystad,"
Q5942309,Leander i Grytgöl
Q5942361,Leander i Karlskrona
Q5943976,Leffler i Stockholm
Q5944003,Leffler i Stockholm
Q5945036,Leijonhufvud i Stockholm
Q5945227,Leijonhufvud i Åkerö
Q5945805,Leman i Göteborg
Q5946416,Lenning i Norrköping
Q5946756,Leo i Lidingö
Q5946756,Leo i Älmhult
Q5948383,Levgren i Göteborg
Q5948996,Lewenhaupt i Stockholm
Q5949042,Lewenhaupt i Claestorp
Q5949053,Lewenhaupt i Geddeholm
Q5949534,Lexow i Alstrums bruk
Q5951035,Lif i Hofors
Q5951340,Lilienberg i Ronneby
Q5951594,Liljedahl i Linköping
Q5951594,Liljedahl i Tranås
Q5951720,Liljeholm i Göteborg
Q5951786,Liljencrantz i Stockholm
Q5952272,Lillienau i Göteborg
Q5952356,Liljequist i Göteborg
Q5952764,Lind i Kustorp
Q5952967,Lind i Nås
Q5953475,Lindberg i Umeå
Q5954075,Lindberg i Stockholm
Q5954133,Lindblad i Göteborg
Q5954175,Lindblad i Närlunda
Q5954341,Lindblom i Falun
Q5954854,Lindedal i Borås
Q5955357,Linder i Västerås
Q5955520,Linder i Malmö
Q5955520,Linder i Stockholm
Q5955664,Linders i Nevishög
Q5955732,Lindewall i Bärby
Q5955739,Lindewall i Flosta
Q5955747,Lindewall i Bärby
Q5955831,Lindgren i Örebro
Q5955846,Lindgren i Dingelvik
Q5955866,Lindgren i Oskarshamn
Q5956054,Lindgren i Gallsäter
Q5956462,Lindh i Gävle
Q5956993,Lindley i Söderhamn
Q5957154,Lindmark i Stockholm
Q5957167,Lindmark i Drängsmark
Q5957397,Lindqvist i Kosta
Q5957464,Lindqvist i Stockholm
Q5958273,Lindstrand i Valdemarsvik
Q5958323,Lindström i Långnäs
Q5958468,Lindström i Mörby
Q5958560,Lindström i Lockne
Q5958632,Lindström i Göteborg
Q5958956,Lindvall i Havgården
Q5959232,Lingström i Klintehamn
Q5959401,Linné i Skedsvik
Q5959461,Linnér i Uppsala
Q5960142,Lithander i Göteborg
Q5960149,Lithander i Göteborg
Q5960306,Littorin i Bjärtorp
Q5960749,Ljung i Svalöv
Q5960837,Ljungberg i Lysekil
Q5960854,Ljungberg i Stockholm
Q5960941,Ljungberg i Kristianstad
Q5960947,Ljungberg i Norrköping
Q5961036,Ljungdahl i Ingelstad
Q5961080,Ljunggren i Eskilstuna
Q5961080,Ljunggren i Stockholm
Q5961097,Ljunggren i Kristianstad
Q5961188,Ljunggren i Kalmar
Q5961209,Ljunggren i Trästad
Q5961229,Ljunggren i Pukeby
Q5961282,Ljungkvist i Borås
Q5961449,Ljungqvist i Munksjö
Q5962251,Lodenius i Hammarby
Q5963505,Lorentzon i Ledet
Q5963695,Lorichs i Bernshammar
Q5963832,Lothigius i Örserumsbrunn
Q5964250,Lovén i Malmö
Q5964257,Lovén i Stockholm
Q5964269,Lovén i Stockholm
Q5964304,Lovén i Stockholm
Q5964342,Lovén i Stockholm
Q5965480,Lund i Västervik
Q5965552,Lund i Stockholm
Q5965637,Lundahl i Kristianstad
Q5965896,Lundberg i Västerteg
Q5965982,Lundberg i Falkenberg
Q5966154,Lundblad i Sem
Q5966166,Lundbom i Stordalen
Q5966350,Lundell i Torestorp
Q5966400,Lundell i Ebbetorp
Q5966421,Lundén i Mosseberg
Q5966438,Lundén i Göteborg
Q5966708,Lundgren i Wendelsberg
Q5967563,Lundqvist i Kållängen
Q5967563,Lundqvist i Skälvum
Q5967741,Lundström i Länna
Q5967741,Lundström i Vreten
Q5967897,Lundström i Långnäs
Q5968545,Lybeck i Vindö
Q5968560,Lübeck i Stockholm
Q5968584,Lyberg i Falun
Q5968584,Lyberg i Stockholm
Q5968645,Lyckholm i Wilhelmsdal
Q5969355,Löfberg i Skärplinge
Q5969715,Lönegren i Norrköping
Q5969765,Lönnberg i Ringstad
Q5970011,Lövgren i Boden
Q5970011,Lövgren i Luleå
Q5970011,Lövgren i Nyborg
Q5971704,Magni i Hunna
Q5971892,Magnusson i Tumhult
Q5971906,Magnusson i Lervik
Q5972002,Magnusson i Näsviken
Q5972007,Magnusson i Stockholm
Q5972050,Magnusson i Skövde
Q5972055,Magnusson i Kalmar
Q5972104,Magnusson i Grebbestad
Q5972125,Magnuson i Stockholm
Q5972170,Magnusson i Fors
Q5972180,Magnusson i Borås
Q5972186,Magnusson i Göteborg
Q5972541,Maijström i Maj
Q5973411,Mallmin i Ängesta
Q5973654,Malmberg i Väja
Q5973668,Malmberg i Västervik
Q5973769,Malmborg i Ålsten
Q5975035,Mannerskantz i Värnanäs
Q5975041,Mannerskantz i Värnanäs
Q5976011,Marcuson i Skogen
Q5976073,De Maré i Ankarsrum
Q5976081,De Maré i Nygård
Q5977718,Martin i Södertälje
Q5977935,Martin i Oskar-Fredriksborg
Q5980086,Mattsson i Eneryda
Q5982893,Medin i Möckelsnäs
Q5983870,Melin i Djursholm
Q5983870,Melin i Göteborg
Q5985507,Meurling i Kristdala
Q5989939,Moberger i Visby
Q5990103,Modig i Eskilstuna
Q5990912,Molander i Härnösand
Q5990912,Molander i Särbrå
Q5991033,Molin i Södertälje
Q5991050,Molin i Aspa bruk
Q5991219,Moll i Stockholm
Q5992302,Montgomery-Cederhielm i Segersjö
Q5994972,Mosesson i Lidingö
Q5995113,Mossberg i Blomma
Q5995172,Mossberger i Getinge
Q5997630,Murén i Gävle
Q5998465,Mustaparta i Nedertorneå
Q6000653,Mårtensson i Uddevalla
Q6000837,von Möller i Skottorp
Q6001499,Mörner af Morlanda i Björksund
Q6001576,Mörner af Morlanda
Q6001655,Mörner af Morlanda i Kåreholm
Q6003479,Natt och Dag i Brännared
Q6004675,Neiglick i Uddevalla
Q6004692,Neiglick i Uddevalla
Q6004883,Nelander i Trelleborg
Q6005752,Nestrup i Halmstad
Q6008439,Niklasson i Råda
Q6008664,Nillson i Södertälje
Q6009010,Nilson i Ystad
Q6009015,Nilsson i Örebro
Q6009324,Nilson i Spånstad
Q6009329,Nilson i Eskilstuna
Q6009356,Nilson i Kristinehamn
Q6009427,Nilson i Lidköping
Q6009516,Nilsson i Fredriksfält
Q6009553,Nilsson i Steneberg
Q6009585,Nilsson i Teckomatorp
Q6009646,Nilsson i Rinkaby
Q6009684,Nilsson i Norrlångträsk
Q6009700,Nilsson i Östrabo
Q6009712,Nilsson i Lönsboda
Q6009745,Nilsson i Lennartsfors
Q6009800,Nilsson i Södra Landeryd
Q6009920,Nilsson i Kristianstad
Q6010076,Nilsson i Kattleberg
Q6010330,Nilsson i Karlstad
Q6010330,Nilsson i Kristinehamn
Q6010354,Nilsson i Vibberbo
Q6010640,Nilsson i Hörby
Q6010685,Nilsson i Malmö
Q6010694,Nilsson i Kristianstad
Q6010694,Nilsson i Skottlandshus
Q6010704,Nilsson i Skravelsjö
Q6010760,Nilsson i Hörlinge
Q6010824,Nilsson i Landskrona
Q6011309,Nilsson i Östra Äspinge
Q6011346,Nilsson i Kabbarp
Q6011346,Nilsson i Malmö
Q6011353,Nilsson i Antnäs
Q6011376,Nilsson i Skärhus
Q6011383,Nilsson i Vrängebol
Q6011398,Nilsson i Asarum
Q6011447,Nilsson i Ranseröd
Q6011492,Nilsson i Tånga
Q6011618,Nilsson i Bonarp
Q6011628,Nilsson i Kulhult
Q6011642,Per Nilsson i Råby
Q6011649,Nilsson i Tönnersa
Q6011953,Nilsson i Everöd
Q6011969,Nilsson i Österslöv
Q6012762,Nisser i Rottneby
Q6012774,Nisser i Hagelsnäs
Q6013906,Norberg i Funäsdalen
Q6014287,Nordberg i Trångsund
Q6014635,Nordenfelt i Stockholm
Q6015288,Nordin i Sättna
Q6015492,Nordkvist i Kalmar
Q6015525,Nordlander i Stockholm
Q6016133,Nordström i Mölnerud
Q6016133,Nordström i Torsby
Q6016298,Nordström i Stockholm
Q6016298,Nordström i Örebro
Q6016509,Norén i Solberga
Q6016802,Norin i Kragenäs
Q6016802,Norin i Röa
Q6016809,Norin i Norråsen
Q6017061,Norling i Gävle
Q6017122,Norman i Fagersta
Q6017122,Norman i Hemmestavik
Q6017122,Norman i Sollentuna
Q6017129,Norman i Åvadet
Q6017135,Norman i Östnor
Q6017379,Norrby i Stenstugu
Q6017706,Norsell i Karlstad
Q6018174,Nothin i Stockholm
Q6019228,Nyberg i Karlskrona
Q6019416,Nydahl i Härnösand
Q6019416,Nydahl i Högsjö
Q6019506,Nygren i Stockholm
Q6019845,Nylander i Stockholm
Q6019906,Nylander i Axelfors
Q6020574,Nyström i Stockholm
Q6020589,Nyström i Stockholm
Q6020654,Nyström i Luleå
Q6020661,Nyström i Stockholm
Q6020661,Nyström i Uppsala
Q6020685,Nyström i Stockholm
Q6020789,Nyström i Boråkra
Q6020901,Näsgård i Äppelviken
Q6020901,Näsgård i Österfärnebo
Q6020985,Näslund i Åsele
Q6021073,Näsström i Bjästa
Q6022244,Odelberg i Enskede
Q6022267,Odelberg i Enskede
Q6022275,Odelberg i Gustavsberg
Q6022711,Odqvist i Påtorp
Q6022797,von Oelreich i Växjö
Q6023421,Ohlon i Göteborg
Q6023428,Ohlson i Rolfstorp
Q6023517,Ohlsson i Halmstad
Q6023561,Ohlsson i Blädinge
Q6023601,Ohlsson i Växjö
Q6023636,Ohlsson i Bårstad
Q6023694,Ohlsson i Näsbygård
Q6023757,Ohlsson i Kastlösa
Q6024736,Oléhn i Frillesås
Q6025646,Olofsson i Åvik
Q6025668,Olofsson i Digernäs
Q6025741,Olofsson i Ullevid
Q6025765,Olofsson i Sveg
Q6025853,Olofsson i Höganäs
Q6025864,Olovson i Västerås
Q6026026,Olsén i Arvika
Q6026229,Olson i Göteborg
Q6026244,Olson i Torsby
Q6026379,Olsson i Gävle
Q6026465,Olsson i Bågeholm
Q6026474,Olsson i Mora
Q6026474,Olsson i Morastrand
Q6026482,Olsson i Mårdäng
Q6026487,Olsson i Ornakärr
Q6026487,Olsson i Väsby
Q6026493,Olsson i Tyllered
Q6026501,Olsson i Ingesgärde
Q6026660,Olsson i Mellerud
Q6026704,Olsson i Eskilstorp
Q6026716,Olsson i Berg
Q6026783,Olsson i Kyrkebol
Q6026789,Olsson i Sånnersta
Q6026862,"Olsson i Kullenbergstorp, Gillis O T C , 3:252"
Q6026925,Olsson i Håskesta
Q6026932,Olsson i Ramsta
Q6027185,Olsson i Stockholm
Q6027369,Olsson i Vallsta
Q6027578,Olsson i Rödningsberg
Q6027629,Olsson i Maglehult
Q6027645,Olsson i Mosstakan
Q6027656,Olsson i Göteborg
Q6027664,Olsson i Kullenbergstorp
Q6027671,Olsson i Löräng
Q6027677,Olsson i Olebyn
Q6027685,Olsson i See
Q6027698,Olsson i Broberg
Q6027698,Olsson i Heden
Q6027706,Olsson i Danderyd
Q6027706,Olsson i Linköping
Q6027782,Olsson i Åsak
Q6027834,Olsson i Blädinge
Q6028001,Olsson i Sörnäs
Q6028022,Olsson i Labbemåla
Q6028176,Olsson i Kalmar
Q6028198,Ohlsson i Gladsax
Q6028198,Ohlsson i Järrestad
Q6028198,Ohlsson i Simrishamn
Q6029305,Persson i Undersvik
Q6029940,Osberg i Åseby
Q6030891,von Otter i Sofiedal
Q6030905,Otterborg i Borås
Q6030905,Otterborg i Skogsryd
Q6031056,Otto i Kristinehamn
Q6033276,Palm i Sollentuna
Q6033580,Palme i Stockholm
Q6034114,Palmstierna i Skenäs
Q6034738,Pantzarhielm i Landskrona
Q6037657,Pauli i Karlstad
Q6037657,Pauli i Stockholm
Q6037794,Paulsen i Arlöv
Q6037950,Paulson i Ekeberga
Q6039625,Pegelow i Göteborg
Q6039716,Pehrson i Törneryd
Q6039741,Pehrsson i Hedvigsdal
Q6039741,Pehrsson i Marklunda
Q6039746,Pehrsson i Svaneryd
Q6039760,Pehrsson i Öster-Edsvik
Q6039789,Pehrsson i Barkö
Q6039798,Pehrsson i Höle
Q6039805,Pehrsson i Norrsund
Q6039817,Pehrsson i Göteborg
Q6039817,Pehrsson i Österby
Q6042371,Pers i Västerås
Q6042602,Persson i Mörarp
Q6042628,Persson i Rinna
Q6042697,Persson i Stallerhult
Q6042759,Persson i Tällberg
Q6042832,Persson i Borrby
Q6042935,Persson i Luleå
Q6043007,Persson i Arboga
Q6043107,Persson i Hult
Q6043167,Persson i Grysshult
Q6043423,Persson i Malmö
Q6043440,Persson i Grytterud
Q6043453,Persson i Svensköp
Q6043460,Persson i Vadensjö
Q6043480,Persson i Landafors
Q6043484,Persson i Rinkaby
Q6043542,Persson i Plöninge
Q6043605,Persson i Norrby
Q6043613,Persson i Trången
Q6043619,Persson i Valnäs
Q6043627,Persson i Tofta
Q6043805,Persson i Norrköping
Q6043805,Persson i Stockholm
Q6043830,Persson i Fritorp
Q6044981,Peterson i Linköping
Q6045216,Petersson i Lidingö villastad
Q6045254,Petersson i Hamra
Q6045269,Petersson i Lerbäcksbyn
Q6045299,Petersson i Dänningelanda
Q6045435,Petersson i Boestad
Q6045461,Petersson i Leksand
Q6045471,Petersson i Broaryd
Q6045499,Petersson i Runtorp
Q6045517,Petersson i Lindekullen
Q6045532,Petersson i Brystorp
Q6045550,Petersson i Ugglekull
Q6045558,Petersson i Skurö
Q6045804,Petre i Hofors
Q6045814,Petre i Gävle
Q6045861,Petrén i Stockholm
Q6045861,Petrén i Uppsala
Q6045870,Petrén i Kristianstad
Q6045870,Petrén i Stockholm
Q6045870,Petrén i Ystad
Q6046605,Pettersson i Sibbarp
Q6046613,Pettersson i Dahl
Q6046628,Pettersson i Västerås
Q6046742,Pettersson i Ersbacken
Q6046770,Pettersson i Jönköping
Q6046770,Pettersson i Uddevalla
Q6046935,Pettersson i Rosta
Q6046935,Pettersson i Stäringe
Q6046940,Pettersson i Södertälje
Q6047015,Pettersson i Alvesta
Q6047231,Petersson i Småkulla
Q6047693,Peyron i Stockholm
Q6048265,Philipson i Norrköping
Q6050273,Piper i Sövdeborg
Q6050309,Piper i Lövstad
Q6051853,Ploman i Nyköping
Q6052397,Poignant i Visby
Q6053800,Poppius i Norra Knästorp
Q6054497,Posse i Växjö
Q6054523,Posse i Bergkvara
Q6058750,Pålsson i Anderslöv
Q6060104,Raab i Stora Sickla
Q6062836,Ramstedt i Stockholm
Q6063599,Rappe i Marielund
Q6063614,Rappe i Jätsberg
Q6063642,Rappe i Strömsrum
Q6065563,Redelius i Hallingeberg
Q6066319,Regnéll i Lund
Q6066432,von Rehausen i Hudiksvall
Q6066535,Rehn i Hissjö
Q6068280,Renström i Sparresäter
Q6068567,Restadius i Alingsås
Q6068605,Rettig i Hemstanäs
Q6068620,Rettig i Gävle
Q6068634,Rettig i Gävle
Q6068925,Reuterskiöld i Ulvåsa
Q6068942,Reuterskiöld i Gimo bruk
Q6068942,Reuterskiöld i Hällefors bruk
Q6068950,Reuterskiöld i Gimo
Q6068957,Reuterskiöld i Uppsala
Q6069039,Reuterswärd i Baggå
Q6069770,Rhodin i Åsebol
Q6070044,Ribbing i Ulfsnäs
Q6070147,Ribbing i Uppsala
Q6070749,Richardson i Skara
Q6071567,Ridderbjelke i Marielund
Q6071567,Ridderbjelke i Stockholm
Q6071567,Ridderbjelke i Uppsala
Q6071609,Ridderstad i Linköping
Q6072728,Rimås i Åsandby
Q6072936,Ringaby i Ringaby
Q6073587,Rissén i Stockholm
Q6073663,Riström i Råneå
Q6075847,Rohde i Göteborg
Q6076545,Rogberg i Eksjö
Q6076545,Rogberg i Ånäset
Q6077509,Roman i Östersund
Q6077520,Roman i Skanderåsen
Q6078257,Roos i Stockholm
Q6078330,Roos i Karlskrona
Q6078330,Roos i Visby
Q6078530,Rooth i Ljungby
Q6078640,Ros i Stockholm
Q6079217,von Rosen i Stockholm
Q6079285,Rosén i Stockholm
Q6079285,Rosén i Umeå
Q6080191,Rosensvärd i Long
Q6082184,Rubenson i Stockholm
Q6082663,Rudén i Backe
Q6083441,Rundbäck i Asmundtorp
Q6083558,Rune i Västervik
Q6083634,Runefors i Ruskemåla
Q6084424,Rutberg i Gammalgård
Q6085372,Rydén i Jönköping
Q6085444,Rydén i Malmö
Q6085569,Rydin i Uppsala
Q6085588,Rydin i Visby
Q6085600,Ryding i Skövde
Q6085600,Ryding i Stockholm
Q6085756,Rydström i Vråen
Q6085947,Rylander i Brostorp
Q6085955,Rylander i Uppsala
Q6085955,Rylander i Västerås
Q6086241,Räf i Attarp
Q6086540,Anderson i Björkbrotorp
Q6086540,Anderson i Råstock
Q6086670,Röing i Göteborg
Q6091061,Samuelsson i Luleå
Q6091184,Samzelius i Stockholm
Q6091861,Sandberg i Oskarshamn
Q6091892,Sandberg i Torphälla
Q6091986,Sandberg i Alingsås
Q6092251,Sandegård i Lilla Edet
Q6092251,Sandegård i Stockholm
Q6092860,Sandler i Hola
Q6092974,Sandquist i Söderby Norregård
Q6092974,Sandquist i Väddö
Q6093015,Sandqvist i Hudiksvall
Q6093202,Sandström i Gävle
Q6093220,Sandström i Överluleå
Q6093290,Sandström i Stockholm
Q6093360,Sandström i Luleå
Q6093477,Sandwall i Borås
Q6093486,Sandwall i Lidköping
Q6096462,Schartau i Stockholm
Q6096470,Schartau i Forsby
Q6096631,Schedin i Milsbo
Q6097568,Schill i Västermo
Q6131173,Gustafsson i Stenkyrka
Q6140353,Jonsson i Mörkhult
Q6140360,Jonsson i Eskilstuna
Q6146893,Lange i Stockholm
Q6150099,Ljunggren i Örebro
Q6150473,Lothihius i Karlshamn
Q6151901,Malmborg i Skövde
Q6151925,Malmqvist i Tranås
Q6154722,Molin i Dombäcksmark
Q6156371,Nelsson i Ekengård
Q6157386,Nordin i Hammerdal
Q6157973,Nyström i Gävle
Q6158007,Olsson i Galvvasta
Q6158007,Olsson i Norrhyttan
Q6158007,Olsson i Närlinge
Q6158341,Ohlsson i Stockholm
Q6158688,Olsson i Frössvi
Q6158761,Olsson i Stockholm
Q6160765,Persson i Björsbyholm
Q6161425,Peyron i Stockholm
Q6162355,von Post i Frängsäter
Q6165740,Rosenquist af Åkershult i Uddevalla
Q6167539,Sanne i Uddevalla
Q6168210,Schlyter i Stockholm
Q6169057,Schotte i Karlstad
Q6169057,Schotte i Umeå
Q6169069,Schotte i Nyköping
Q6169616,Schultz i Norrköping
Q6170273,von Schwerin i Skarhult
Q6170278,von Schwerin i Skarhult
Q6170596,Schönbeck i Helsingborg
Q6170702,Schöning i Söderhamn
Q6171381,Sederholm i Ålberga gård
Q6171386,Sederholm i Ålberga gård
Q6171850,Sehlin i Säbyholm
Q6171850,Sehlin i Östersund
Q6172122,Selander i Stockholm
Q6172142,Selberg i Svartbyn
Q6172244,Selggren i Gävle
Q6172705,Senander i Göteborg
Q6172756,Senell i Kristianstad
Q6173314,von Seth i Bratteberg
Q6175872,Silfverbrand i Gällivare
Q6175889,Silfverschiöld i Gåsvadholm
Q6175893,Silfverschiöld i Hede
Q6175897,Silfverschiöld i Koberg
Q6175991,Siljeström i Göteborg
Q6175996,Siljeström i Näsby
Q6175996,Siljeström i Stockholm
Q6177812,Sjö i Linneryd
Q6177984,Sjöberg i Skövde
Q6178244,Sjöblom i Norrtälje
Q6178284,Sjöbring i Kalmar
Q6178284,Sjöbring i Linköping
Q6178293,Sjöcrona i Mariestad
Q6178293,Sjöcrona i Stockholm
Q6178458,Sjögren i Motala
Q6178680,Sjöholm i Eskilstuna
Q6178786,Sjölander i Kungsängen
Q6178858,Sjölund i Tuna
Q6179105,Sjöström i Göteborg
Q6179276,Sjövall i Trelleborg
Q6179436,Skantze i Karlskrona
Q6179501,Skareen i Skövde
Q6179577,Skarstedt i Falun
Q6180013,Skoglund i Umeå
Q6180020,Skoglund i Doverstorp
Q6180537,Skytte af Sätra i Malmö
Q6180672,Sköld i Toarp
Q6180686,Sköld i Kämpinge
Q6180686,Sköld i Oxie
Q6180686,Sköld i Toftaröd
Q6181305,Smedberg i Väddåkra
Q6181707,Smith i Stockholm
Q6181761,Smith i Ystad
Q6181976,Smith i Stockholm
Q6182451,von Sneidern i Berg
Q6182662,Snygg i Säter
Q6184739,Spangenberg i Örebro
Q6184928,Sparre af Söfdeborg i Vänersborg
Q6184994,Sparre af Söfdesborg i Stockholm
Q6185487,Spens i Grensholmen
Q6185494,Spens i Jönköping
Q6185927,Sprengtporten i Sparreholm
Q6186410,Stackelberg i Stockholm
Q6186446,Stadener i Ystad
Q6187218,Starbäck i Gävle
Q6187218,Starbäck i Hudiksvall
Q6187218,Starbäck i Stockholm
Q6187486,Stattin i Överlännäs
Q6187601,Olsson i Staxäng
Q6189565,Stephens i Huseby
Q6189754,Sterner i Linköping
Q6190282,Stjernblad i Marsvinsholm
Q6190785,Stjärne i Södra Linnekulla
Q6190872,von Stockenström i Ånhammar
Q6190877,von Stockenström i Stockholm
Q6190941,Stockman i Kuserud
Q6192432,Strid i Nyhem
Q6192466,Stridsberg i Gullöfors
Q6192576,Strindlund i Skedom
Q6192676,Strokirch i Strömsberg
Q6192949,Stråle af Ekna i Stockholm
Q6192954,Stråle af Ekna i Stockholm
Q6193087,Ström i Nederkalix
Q6193111,Ström i Transtrand
Q6193144,Ström i Övertorneå
Q6193200,Ström i Lidköping
Q6193217,Strömberg i Strängnäs
Q6193298,Strömberg i Karlstad
Q6193298,Strömberg i Trollhättan
Q6193364,Strömberg i Stockholm
Q6193364,Strömberg i Österbybruk
Q6195774,Sundelin i Fellingsbro
Q6196107,Sundin i Karlskrona
Q6196280,Sundling i Söderby
Q6196285,Sundling i Söderby
Q6196594,Sundström i Vikmanshyttan
Q6196710,Sundström i Skövde
Q6196738,Sundvik i Stora Kopparberg
Q6197306,Svanberg i Stockholm
Q6197324,Svanberg i Göteborg
Q6197769,Svedelius i  Örebro
Q6197769,Svedelius i Uddeholm
Q6197989,Svenning i Malmö
Q6198065,Svensén i Lilla Sinnerstad
Q6198095,Svenson i Bossgården
Q6198101,Svenson i Edum
Q6198243,Swensson i Lösen
Q6198249,Svensson i Grösäter
Q6198270,Svensson i Högsjöhult
Q6198282,Svensson i Malmö
Q6198337,Svensson i Skönsberg
Q6198406,Svensson i Karlskrona
Q6198588,Svensson i Grönvik
Q6198615,Svensson i Grindstorp
Q6198628,Svensson i Greverum
Q6198784,Svensson i Baggetorp
Q6198844,Svensson i Stora Torpa
Q6198871,Svensson i Kompersmåla
Q6198941,Svensson i Långelanda
Q6199002,Svensson i Eskilstuna
Q6199009,Svensson i Saläng
Q6199074,Svensson i Stenkyrka
Q6199107,Svensson i Brämhult
Q6199126,Svensson i Spjutsbygd
Q6199190,Svensson i Krokstorp
Q6199259,Svensson i Ljungskile
Q6199507,Svänsson i Kalmar
Q6199757,Swartling i Norrköping
Q6199767,Swartling i Norrköping
Q6199778,Swartling i Svängsta
Q6199894,"Swedberg i Örebro, G Ruben"
Q6200318,von Sydow i Halmstad
Q6200331,von Sydow i Stavsjöbruk
Q6200348,von Sydow i Hammenhög
Q6200366,von Sydow i Stockholm
Q6200478,Sylvan i Rönnetorp
Q6200560,Sylwan i Malmö
Q6201114,Sædén i Bygdeå
Q6201132,Säfstrand i Hörby
Q6201203,Sälling i Brånsta
Q6201220,Sällström i Nederkalix
Q6201330,Säve i Mariestad
Q6201341,Säve i Karlstad
Q6201372,Säfström i Bollnäs
Q6201401,Sääf i Norrköping
Q6201541,Söderberg i Stockholm
Q6201579,Söderberg i Norrviken
Q6201579,Söderberg i Rotebro
Q6201599,Söderberg i Rosendala
Q6201693,Söderberg i Hobborn
Q6201706,Söderberg i Dingtuna
Q6201706,Söderberg i Västerås
Q6201799,Söderbergh i Karlshamn
Q6201809,Söderblom i Eskilstuna
Q6201849,Söderbom i Surte
