swerik_id,link,place
i-85c8Guveo6yoBjLz8VTLQw,http://www.wikidata.org/entity/Q10541805,Järnboås församling
i-85m2VX7KSiTFeJSnapgkxu,http://www.wikidata.org/entity/Q599114,Mönsterås
i-85sjmp3FSreDDYnwxW4wqS,http://www.wikidata.org/entity/Q10406771,Alseda församling
i-86UCJVshbB61vRjLxQjFvP,http://www.wikidata.org/entity/Q54344,Skellefteå
i-8743Lhyk8SSNk8Ne84jigz,http://www.wikidata.org/entity/Q10541120,Jukkasjärvi församling
i-878wGKh7CgL3u3PS9wsgdP,http://www.wikidata.org/entity/Q10495951,Fjelie församling
i-87J9L7KEcoTvFpdYMWuFTy,http://www.wikidata.org/entity/Q10669991,Skellefteå landsförsamling
i-87LPANBiBX7wLgJ4qtMBss,http://www.wikidata.org/entity/Q58496152,Åmåls stadsförsamling
i-87NBz6nb2K17KjS3Duhy7Q,http://www.wikidata.org/entity/Q10613557,Ovansjö församling
i-87wR89GbzeMtEXt3vdo2gb,http://www.wikidata.org/entity/Q10713640,Veinge församling
i-883dSCGaDRjsxydnQYZSoY,http://www.wikidata.org/entity/Q10432577,Bollebygds församling
i-88F2izoh1T5L92PUKZMdpe,http://www.wikidata.org/entity/Q10506658,Godegårds församling
i-88MYG9139RJrdTz4uBEUfz,http://www.wikidata.org/entity/Q10716007,Virserums församling
i-88Rr2srthueHN77ugJ6fXS,http://www.wikidata.org/entity/Q10568825,Lofta församling
i-8926PWBczZCP1mfTq1Xj7j,http://www.wikidata.org/entity/Q10494562,Fellingsbro församling
i-89BRXSiQXJAAKc8D16uNvG,http://www.wikidata.org/entity/Q10479862,Edefors församling
i-89Xt4xe7kMHGuKUnav6Lzb,http://www.wikidata.org/entity/Q10718396,Västra Tunhems församling
i-89Zcvin6CawX5Xk1kZoFS6,http://www.wikidata.org/entity/Q10716164,Vissefjärda församling
i-89izzNXPgBWj2WAHiaRLG5,http://www.wikidata.org/entity/Q10494613,Femsjö församling
i-8AT979w9HvyQib7kjnFGYJ,http://www.wikidata.org/entity/Q10571923,Lännäs församling
i-8BE1LLKcA4iJMrUNYQhnfM,http://www.wikidata.org/entity/Q10546801,Knäreds församling
i-8BHpqh3AbjzqTzM3CKEhqa,http://www.wikidata.org/entity/Q10571689,Lysekils församling
i-8BMBMzFxLfhpheTNnBRi3a,http://www.wikidata.org/entity/Q10576408,Mangskogs församling
i-8BTYtQ95yRpC5syyC4aHoY,http://www.wikidata.org/entity/Q10467695,Degerfors församling
i-8BanZgdur7prisxCh3DA8N,http://www.wikidata.org/entity/Q10524818,Hjulsjö församling
i-8D1Xb5xvLE2YRWLnmb9hGW,http://www.wikidata.org/entity/Q54356,Nyköping
i-8DX2HEsXGBiY7R9ZYRTmeN,http://www.wikidata.org/entity/Q596567,Veddige
i-8Db8jR6saTELpLZLDGAjHE,http://www.wikidata.org/entity/Q10718088,Västerås domkyrkoförsamling
i-8EPzTFnE3djrEjh5ZKvSW1,http://www.wikidata.org/entity/Q10670313,Skogs församling
i-8FeKtrT5DmgTKt1JtCcHmB,http://www.wikidata.org/entity/Q25286,Uppsala
i-8GdisrKiGzJAj9xDdUP929,http://www.wikidata.org/entity/Q1754,Stockholm
i-8Groy7FiiyHD8AQRgfCvJ5,http://www.wikidata.org/entity/Q54006791,Jakob och Johannes församling
i-8H3MuQVwfmeFWhiNZz11g8,http://www.wikidata.org/entity/Q10498169,Forssa församling
i-8HQWSdZzxcdKYvCum8MMJg,http://www.wikidata.org/entity/Q10542836,Kalmar domkyrkoförsamling
i-8JJL5nBWvuqFEZprH3q31h,http://www.wikidata.org/entity/Q1754,Stockholm
i-8Jkb2CZ9EHEEwzcrYdMnLW,http://www.wikidata.org/entity/Q10493877,Falu Kristine församling
i-8KGHHqnCbosJuiWXSVH5vU,http://www.wikidata.org/entity/Q113673,Upplands-Bro kommun
i-8LDEcfmJoNdnZMCPvSjiNu,http://www.wikidata.org/entity/Q10728626,Överluleå församling
i-8LKGSgnTGqPGxt8Y7DZWhx,http://www.wikidata.org/entity/Q18289947,Fryksände församling
i-8LiUH5qEDDkMAe75vH8Z9D,http://www.wikidata.org/entity/Q10531799,Hässjö församling
i-8Lq2FtVLPjm4ZuNxycmaDK,http://www.wikidata.org/entity/Q10568825,Lofta församling
i-8MGRjLM2Wz73p8sAJppawD,http://www.wikidata.org/entity/Q10711728,Uvereds församling
i-8MNvcPrNhVW2gd9o1fiYTU,http://www.wikidata.org/entity/Q10673304,Solna församling
i-8Mc4kqXUWfmfvBpX7eKJNX,http://www.wikidata.org/entity/Q10700368,Torshälla församling
i-8MqLiYQLvW8p4coMWq6afs,http://www.wikidata.org/entity/Q10681060,Stora Malms församling
i-8NJMzX1yx8WpL8DS543hLE,http://www.wikidata.org/entity/Q10700617,Tottarps församling
i-8NR1Z8tejozuay7fUnQPDP,http://www.wikidata.org/entity/Q1935387,Stensele
i-8NVnXijLsBUcHyq6syxnDP,http://www.wikidata.org/entity/Q10712662,Vankiva församling
i-8Nc7Pi4CxrPaJswNC5hQu6,http://www.wikidata.org/entity/Q1754,Stockholm
i-8NfHDFVXcoFu1TRQN5CdnD,http://www.wikidata.org/entity/Q1754738,Vara
i-8PVe98F8qyBcQbdgnawnR4,http://www.wikidata.org/entity/Q10718697,Vånga församling
i-8QhUhC7tghVhGLiXuQy6st,http://www.wikidata.org/entity/Q10542836,Kalmar domkyrkoförsamling
i-8RCwPexVwig1Qx7gZH1HRG,http://www.wikidata.org/entity/Q10406785,Alsens församling
i-8Rh26BWHsu23CsDhDYmcE9,http://www.wikidata.org/entity/Q10650352,Reftele församling
i-8SEmi1JqbwCoJ1VPeGoz48,http://www.wikidata.org/entity/Q648536,Simrishamn
i-8SJLPELSqhETMvt3AvYe8x,http://www.wikidata.org/entity/Q1025370,Malung
i-8Sfdzfh16tWKAL6C7NCcA5,http://www.wikidata.org/entity/Q10651576,Revsunds församling
i-8SgJr7Fh2wHvpiHuxKxnGo,http://www.wikidata.org/entity/Q26040,Borås
i-8T2qZ69vkFoKFQnbdNC9T5,http://www.wikidata.org/entity/Q26498,Eskilstuna
i-8TzJUUwB2wuYC3KT53XoK5,http://www.wikidata.org/entity/Q10542102,Jönköpings Kristina församling
i-8U8xY47C91CXVQWd4TYDYv,http://www.wikidata.org/entity/Q10680648,Stockholms stad
i-8UUJ71h6gNwWtDkqJCDDTY,http://www.wikidata.org/entity/Q10568448,Ljusnarsbergs församling
i-8UUhozrAsny74aYzPP1PRp,http://www.wikidata.org/entity/Q10549658,Kräcklinge församling
i-8UiGNe8qttqCLGPToTS7Qb,http://www.wikidata.org/entity/Q10613230,Othems församling
i-8UonH2eeuY7NeqeTXmqFHk,http://www.wikidata.org/entity/Q10713934,Vena församling
i-8UvUvE6N7DTqSEQmDcqrsb,http://www.wikidata.org/entity/Q10725645,Älmeboda församling
i-8V88s3WbNZU98tiN5fipnr,http://www.wikidata.org/entity/Q10595631,Nederkalix församling
i-8V9rz1DAk7BXrD9Xd2WbaB,http://www.wikidata.org/entity/Q10715942,Virestads församling
i-8VMVm6rDXcdZ4KeTzeZfrG,http://www.wikidata.org/entity/Q10494284,Fasterna församling
i-8Vbj5BakGvEscM511biBt4,http://www.wikidata.org/entity/Q57407324,Borås församling
i-8VktB9k3RQP3f855b5miQr,http://www.wikidata.org/entity/Q10509739,Gränna stadsförsamling
i-8VsfxTDe2G4GaxT4mL9cj9,http://www.wikidata.org/entity/Q10726604,Årdala församling
i-8WGMX6q7rMnCgERJgAW1Cm,http://www.wikidata.org/entity/Q10602615,Norra Vrams församling
i-8WXKfVC5CVWBiV2pVhvraQ,http://www.wikidata.org/entity/Q2887,Chile
i-8WXKfVC5CVWBiV2pVhvraQ,http://www.wikidata.org/entity/Q2887,Santiago de Chile
i-8WXKfVC5CVWBiV2pVhvraQ,http://www.wikidata.org/entity/Q298,Chile
i-8WXKfVC5CVWBiV2pVhvraQ,http://www.wikidata.org/entity/Q298,Santiago de Chile
i-8WwbpBFcyNSytAMDhivg3U,http://www.wikidata.org/entity/Q10505468,Glimåkra församling
i-8Xg6rQ1B7v8aCzfZ3Jki9R,http://www.wikidata.org/entity/Q2167,Lund
i-8YUu6FdSHbMaWxHkRan8Va,http://www.wikidata.org/entity/Q10727428,Örby-Skene församling
i-8YuxUyGc2HnpesE4HZAcZz,http://www.wikidata.org/entity/Q1757,Helsingfors
i-8ZMD47dtuvR29z3Y6yqcHd,http://www.wikidata.org/entity/Q10656780,Ronneby församling
i-8ZNJWsBMhAczaaMoTcJqRT,http://www.wikidata.org/entity/Q10683679,Sundals-Ryrs församling
i-8aNTXCV4f9MdU7Dz15ZXyB,http://www.wikidata.org/entity/Q10550317,Kungsholms församling
i-8aRYky4TpS4QHgAq3T2UeN,http://www.wikidata.org/entity/Q10475816,Domkyrkoförsamlingen i Göteborg
i-8ai3xeYnq1YhhbULiQGqVW,http://www.wikidata.org/entity/Q10649998,Ravlunda församling
i-8aihZN7cw4opEHkSafGqrr,http://www.wikidata.org/entity/Q10697799,Tierps församling
i-8avZhXpK1G1Vfd21TjUnQE,http://www.wikidata.org/entity/Q54006791,Jakob och Johannes församling
i-8bCQKT71VdBcHzz8yFjbEs,http://www.wikidata.org/entity/Q2259440,Neistenkangas
i-8c1C5bEvTS8VDh1RnCxgdt,http://www.wikidata.org/entity/Q33,Finland
i-8cB9HzwUC3zBvWCxe32vRE,http://www.wikidata.org/entity/Q10683798,Sunds församling
i-8cFSCdWjvpDgozuk8RHZyW,http://www.wikidata.org/entity/Q10728127,Östersunds församling
i-8cgQaRVSjvLQnrXNsayUYi,http://www.wikidata.org/entity/Q10716007,Virserums församling
i-8cj54b7ZCyYib8TeKZQQkx,http://www.wikidata.org/entity/Q1754,Stockholm
i-8d1Y8z9sPbywJy42Y7Roqc,http://www.wikidata.org/entity/Q58455502,Halmstads församling
i-8dhXgrUShJSTmoPcB9FfMi,http://www.wikidata.org/entity/Q10438513,Bärbo församling
i-8e97Z8CH9cGtDJXCnfJMMg,http://www.wikidata.org/entity/Q10562793,Linköpings domkyrkoförsamling
i-8eXWd1vC6ZRoeQdNAwzhbS,http://www.wikidata.org/entity/Q25287,Göteborg
i-8eznoqP6pLNBjC4Q11VtkC,http://www.wikidata.org/entity/Q10510264,Guddarp
i-8f854Dq4Vwz1HYKU3MS3A1,http://www.wikidata.org/entity/Q54769,Karlshamn
i-8fLDFKe7DukdiZtVTQStKM,http://www.wikidata.org/entity/Q10568302,Ljungarums församling
i-8fp2gLHtWqnYwFqeVLu5w8,http://www.wikidata.org/entity/Q10649655,Ransäters församling
i-8fxf9AH1EPkLcr1KXLyP6o,http://www.wikidata.org/entity/Q10602185,Nordmalings församling
i-8g3J5JC2XCnPcVSbLrtfED,http://www.wikidata.org/entity/Q10716051,Visby domkyrkoförsamling
i-8g7tkLoFt2CYuwnZ9S6E8h,http://www.wikidata.org/entity/Q10543859,Karlskoga församling
i-8gctUNkYspGPsGRN9k9THU,http://www.wikidata.org/entity/Q18290492,Hamrånge församling
i-8gjMKxh9NN6zsdWahXvzZy,http://www.wikidata.org/entity/Q10437982,Burträsks församling
i-8gzBExXmQ6zL4aUsbZEEE8,http://www.wikidata.org/entity/Q10578167,Masthuggs församling
i-8hVM83QA7RPKjxXQwKd7qt,http://www.wikidata.org/entity/Q10586847,Mjölby församling
i-8hWjRvrqaLmhnrLHobBLNN,http://www.wikidata.org/entity/Q2211,Malmö
i-8hbtm9KucfGfaPK5cNq1e1,http://www.wikidata.org/entity/Q10718300,Västra Kärrstorps församling
i-8hxDNLW9NgYYqBHg8RCZcj,http://www.wikidata.org/entity/Q25411,Helsingborg
i-8iPjcWryw5oXzbVA5puUFE,http://www.wikidata.org/entity/Q10433385,Borås Caroli församling
i-8ihSXxrczC6r6e3uVHuU5A,http://www.wikidata.org/entity/Q10434843,Brastads församling
i-8ixgVUJPYkLqwsarvdNvuT,http://www.wikidata.org/entity/Q10677901,Stavby församling
i-8j7N4mbuYqbcGjhsXvB9vX,http://www.wikidata.org/entity/Q10512359,Gärdhems församling
i-8j82sF4GCnjMnUGPxpkSC1,http://www.wikidata.org/entity/Q10406815,Alsters församling
i-8jYVPLDFthDkyj9gDfqNy4,http://www.wikidata.org/entity/Q21167,Enköping
i-8jhSvbLs5Xp6gskAn1e2qR,http://www.wikidata.org/entity/Q10567892,Lits församling
i-8kfLUBHhscwaye3ZSBPr3G,http://www.wikidata.org/entity/Q10718223,Västra Eneby församling
i-8kjX8VM7z6VKtmJHMfmeZb,http://www.wikidata.org/entity/Q10549260,Kristinehamns församling
i-8kujzKNAxDYBBz7N5bgmjC,http://www.wikidata.org/entity/Q27999,Ulricehamn
i-8mhaphZArNg1aNqvtETgFn,http://www.wikidata.org/entity/Q10602200,Nordmarks församling
i-8mtPnAbP2yaaHJEtfDSHJM,http://www.wikidata.org/entity/Q10711614,Utvängstorps församling
i-8n3ZdA73THFzP5Qip9czVA,http://www.wikidata.org/entity/Q10438435,Bäckseda församling
i-8n8xwFFPCssNRGBBhenwTs,http://www.wikidata.org/entity/Q10438161,Bygdeå församling
i-8nKxVvm6yCoGDbkYmHrjBg,http://www.wikidata.org/entity/Q10726050,Ärla församling
i-8nZWeqDZ1EQukJx25JyrWc,http://www.wikidata.org/entity/Q10431937,Boda församling
i-8oTiRh5LRVoj5o7VSbriF,http://www.wikidata.org/entity/Q10508455,Grava församling
i-8oYFzY7mtnexGuBWwwEGt,http://www.wikidata.org/entity/Q10532093,Hångsdala församling
i-8pJuJ7cpFV75dB4vcHCzJA,http://www.wikidata.org/entity/Q10685185,Svenska Sankt Barthélemy
i-8pbX6LRKzxvUdbXMazCxto,http://www.wikidata.org/entity/Q10532152,Håtuna församling
i-8q84CfWpoFkjGhrjKmh5nV,http://www.wikidata.org/entity/Q18335170,Ågesta gård
i-8rBHrEZkZ7ACGd4xuaStuB,http://www.wikidata.org/entity/Q26040,Borås
i-8rjVavTFp7UjLy1RbrHnia,http://www.wikidata.org/entity/Q10428466,Bergs församling
i-8s82sZqLm7pvUHTtpv2LZG,http://www.wikidata.org/entity/Q3427889,Katarina församling
i-8t1d1pjJMRNbvfdj1Kusb7,http://www.wikidata.org/entity/Q10423672,Axbergs församling
i-8t1d1pjJMRNbvfdj1Kusb7,http://www.wikidata.org/entity/Q10423672,Dylta bruk
i-8t1d1pjJMRNbvfdj1Kusb7,http://www.wikidata.org/entity/Q10478016,Axbergs församling
i-8t1d1pjJMRNbvfdj1Kusb7,http://www.wikidata.org/entity/Q10478016,Dylta bruk
i-8tziXSxDrWMyeBSfxeQR2U,http://www.wikidata.org/entity/Q10499617,Främmestads församling
i-8uZQYUDvSkrZ9C65jGh6Ce,http://www.wikidata.org/entity/Q10562781,Linköpings S:t Lars församling
i-8uoKV5sqsJoS76di7i7eSz,http://www.wikidata.org/entity/Q19978722,Sundbybergs församling
i-8upA7fUmJDG9eshM6xjAMc,http://www.wikidata.org/entity/Q1754,Stockholm
i-8voj19hLWTGJHkxNP79tRb,http://www.wikidata.org/entity/Q10725863,Ängelholms församling
i-8wXxnHnnptRtNwUBmBHP8W,http://www.wikidata.org/entity/Q10697668,Tidaholms församling
i-8wbMeTkVReRz8W8ow2uEho,http://www.wikidata.org/entity/Q10683798,Sunds församling
i-8xJdTZwSqZSytpZc9s1P2M,http://www.wikidata.org/entity/Q10718349,Västra Skedvi församling
i-8xM6U2UEMYF2ek1xU2cetn,http://www.wikidata.org/entity/Q10714734,Vetlanda församling
i-8xTNMP7CVTCRZUC85xfBv2,http://www.wikidata.org/entity/Q10531799,Hässjö församling
i-8xx95YKLjMC83YPJobGgTT,http://www.wikidata.org/entity/Q25415,Jönköping
i-8yGuNy24hvMd2Z2td7mHze,http://www.wikidata.org/entity/Q10680648,Stockholms stad
i-8yQhUdz9Nx88HudKyzraDE,http://www.wikidata.org/entity/Q10550317,Kungsholms församling
i-8yrd8fXpNiYeshuJ9CBor8,http://www.wikidata.org/entity/Q10601893,Nora bergsförsamling
i-8zen6gqoJKVpG7SVBDYFet,http://www.wikidata.org/entity/Q10550064,Kumla församling
i-8zp4he8AQrCEaqtn8kZcTc,http://www.wikidata.org/entity/Q10419804,Askeryds församling
i-9118KyeHJPwjSm2gBg9zwB,http://www.wikidata.org/entity/Q10419816,Askims församling
i-913aYXEiAr4Brs26JsKve9,http://www.wikidata.org/entity/Q10430776,Björskogs församling
i-9176GQUFtfs5bLdpQnVS9M,http://www.wikidata.org/entity/Q10518427,Hassela församling
i-91SAXsUbmLaUj8YfQKHZ1n,http://www.wikidata.org/entity/Q10727451,Örebro Olaus Petri församling
i-92St7w7rocnbikt1wMWuD9,http://www.wikidata.org/entity/Q10475816,Domkyrkoförsamlingen i Göteborg
i-92j4c5FkzDFwghYzLG8fVq,http://www.wikidata.org/entity/Q10497170,Fläckebo församling
i-92m93tAMUTKkSzFCqeubqH,http://www.wikidata.org/entity/Q7374365,Karlskrona amiralitetsförsamling
i-941xKVssAyrgTFNe9CECJQ,http://www.wikidata.org/entity/Q215832,Kristinehamn
i-943UoRGNRSGAMuf3ei1pAs,http://www.wikidata.org/entity/Q10688988,Södra Sandby församling
i-94a67izxUsoBkEgSVVeZQK,http://www.wikidata.org/entity/Q10527914,Hyby församling
i-95K5z35tn37uoiYoUqCBaa,http://www.wikidata.org/entity/Q10540795,Jonstorps församling
i-967Q9DmWbuMgaG62XNQNDR,http://www.wikidata.org/entity/Q10437821,Bureå församling
i-96hHV3ALkrSUzCixZLWNaR,http://www.wikidata.org/entity/Q10658171,Rya församling
i-96nBSnmqsaHst62vebU4eB,http://www.wikidata.org/entity/Q10602615,Norra Vrams församling
i-97ancH8vcZWM84VcKVCDX7,http://www.wikidata.org/entity/Q10480772,Eksjö landsförsamling
i-97rkoRdFr5kvGgE9yZ7fBW,http://www.wikidata.org/entity/Q10714734,Vetlanda församling
i-98N1HMQdQDhWnDhpZoi1by,http://www.wikidata.org/entity/Q10705433,Tryde församling
i-98YmR9vAxCy513DNUvVDH5,http://www.wikidata.org/entity/Q10543924,Karlstads domkyrkoförsamling
i-991obiMTz36s9V7z3YpuZk,http://www.wikidata.org/entity/Q25286,Uppsala
i-99Gtnfkc7dLsyQohEJEYBn,http://www.wikidata.org/entity/Q10568688,Lockne församling
i-99KJS3F82n3svGRv82RqRZ,http://www.wikidata.org/entity/Q10577777,Marstrands församling
i-99apTmys3yg4ezCGCxtPbq,http://www.wikidata.org/entity/Q10713238,Vasa församling
i-99ornwsfDdeiuFqfTPvwWz,http://www.wikidata.org/entity/Q10716146,Visnums församling
i-9ASkBXA9k1EGNEuvr3rVgj,http://www.wikidata.org/entity/Q10602670,Norra Åsums församling
i-9AVauGWoNZ6utf3kmZanbm,http://www.wikidata.org/entity/Q34,Sverige
i-9B4d4a6UtqsapvnQkHRiBw,http://www.wikidata.org/entity/Q10601900,Nora församling
i-9BUsH2Bn1bGihptNC5r7uq,http://www.wikidata.org/entity/Q10687878,Säby församling
i-9ByMxGpDUrswk5Kmko1dAC,http://www.wikidata.org/entity/Q10480248,Eggby församling
i-9Bz6eD77dbibFG3TqSJZ4u,http://www.wikidata.org/entity/Q10681131,Stora Tuna församling
i-9C6mLQs4QzU7geZ2uSMUpe,http://www.wikidata.org/entity/Q1485924,Töreboda
i-9CH1KbWwyrj8DRqAQB3Fza,http://www.wikidata.org/entity/Q10727357,Önnestads församling
i-9CjDazXFvzcWCxA6Zkewr1,http://www.wikidata.org/entity/Q10602802,Norrköpings Matteus församling
i-9CuY4EZ971YdyxJ8sudKc,http://www.wikidata.org/entity/Q10602963,Norrtälje församling
i-9D97X6fo9to7QoKCna8LuM,http://www.wikidata.org/entity/Q10570835,Lunds domkyrkoförsamling
i-9DETYuf2xa4o1AQ7HpbNMT,http://www.wikidata.org/entity/Q2551945,Norberg
i-9Dgk5sb8PfHwvFgn8agAfm,http://www.wikidata.org/entity/Q10562781,Linköpings S:t Lars församling
i-9EKrgr3Ba4x3Qu2BozYUEA,http://www.wikidata.org/entity/Q10661257,Sandvikens församling
i-9EVBHH2xJEGMABgsX8L45Q,http://www.wikidata.org/entity/Q10681048,Stora Köpinge församling
i-9FLyBDaVeYA1bbxCdRsmNS,http://www.wikidata.org/entity/Q10570835,Lunds domkyrkoförsamling
i-9FLyBDaVeYA1bbxCdRsmNS,http://www.wikidata.org/entity/Q10570835,Stockholm
i-9FLyBDaVeYA1bbxCdRsmNS,http://www.wikidata.org/entity/Q1754,Lunds domkyrkoförsamling
i-9FLyBDaVeYA1bbxCdRsmNS,http://www.wikidata.org/entity/Q1754,Stockholm
i-9FZ4w8Hg49p7i94HbueNCk,http://www.wikidata.org/entity/Q115003662,Nybro kyrkobokföringsdistrikt
i-9FaEFPLt3oQFHYZzfytdP2,http://www.wikidata.org/entity/Q10475816,Domkyrkoförsamlingen i Göteborg
i-9GJTh6Ygp8gnwvQy8xcnJd,http://www.wikidata.org/entity/Q10710237,Uppsala domkyrkoförsamling
i-9GJUYyk1FqrAw36gAt5V7H,http://www.wikidata.org/entity/Q43549106,Storkyrkoförsamlingen
i-9HcVjqUUaRi25byWTYJ6eH,http://www.wikidata.org/entity/Q10604764,Nyköpings västra församling
i-9Hwwz2RnQnrJTjSv8uVmaM,http://www.wikidata.org/entity/Q10671227,Sköllersta församling
i-9J1gmLVJSnGBRMzrAVvtvR,http://www.wikidata.org/entity/Q1754,Stockholm
i-9J6rjw3utcJATqZ2vfEqtx,http://www.wikidata.org/entity/Q10419782,Askeby församling
i-9KG7jeGdkJDsSQQb3gKA2U,http://www.wikidata.org/entity/Q948117,Mariestad
i-9KMMSs9ogHkUo61MW9rk3G,http://www.wikidata.org/entity/Q10498247,Fosie församling
i-9Kt7koTgzUZUA9ovNXYdWj,http://www.wikidata.org/entity/Q54352,Landskrona
i-9MFHjq6CgKrRzcV8mJqNJd,http://www.wikidata.org/entity/Q10499181,Frillesås församling
i-9My6zQNwR987YADn41a1Q6,http://www.wikidata.org/entity/Q10670505,Skorpeds församling
i-9N94VnavhL9irJidF3qceM,http://www.wikidata.org/entity/Q10577840,Martin Luthers församling
i-9NFp9L9xoNGpV3XBh2fHox,http://www.wikidata.org/entity/Q18334839,Vänersborgs församling
i-9NyAqYQHXK6ctRb6HgHd9R,http://www.wikidata.org/entity/Q10430649,Björkö församling
i-9NzPe84PpTkZS9PGFEPbNv,http://www.wikidata.org/entity/Q10541463,Junsele församling
i-9P5NZaksQybZxn8tBxUxvh,http://www.wikidata.org/entity/Q10430709,Björnekulla församling
i-9PLN35eAW11kpHa4aVJ25k,http://www.wikidata.org/entity/Q10680648,Stockholms stad
i-9Q45RD3uYLp3AUHrZrQV3T,http://www.wikidata.org/entity/Q10649655,Ransäters församling
i-9QCqayEzEwDSfgWUUHHs92,http://www.wikidata.org/entity/Q10531964,Håbols församling
i-9QQ4cnXFLEnLvTUUTUWU1C,http://www.wikidata.org/entity/Q10709321,Undenäs församling
i-9QdPzWQizWUzv1EJz5xBUH,http://www.wikidata.org/entity/Q10669543,Sjösås församling
i-9RLcUvCSHfkEBCw4ME8ju8,http://www.wikidata.org/entity/Q10473017,Dingtuna församling
i-9Rm6Eb5yMkktw53BMFCfU1,http://www.wikidata.org/entity/Q10497299,Fole socken
i-9Rr7JqtzHpZv84evqPH4D8,http://www.wikidata.org/entity/Q10519481,Helga Trefaldighets församling
i-9SHnAjHpLBQfhwqrNpggaV,http://www.wikidata.org/entity/Q10613230,Othems församling
i-9SmZvBQ1JjEVvKGU1wJV8V,http://www.wikidata.org/entity/Q10715942,Virestads församling
i-9T1VcZJygBvugYuUMzkGjn,http://www.wikidata.org/entity/Q10532453,Högås församling
i-9T9bti79sN5bBcZ1cgwb6q,http://www.wikidata.org/entity/Q10671252,Skönberga församling
i-9TrnWeXFDK3Uh1XKbxtcmy,http://www.wikidata.org/entity/Q10542836,Kalmar domkyrkoförsamling
i-9UANgY6uSfiLVzstXMbEPV,http://www.wikidata.org/entity/Q18290010,Fölene församling
i-9UYqycUkhn1ehSciZgSn6m,http://www.wikidata.org/entity/Q10602596,Norra Unnaryds församling
i-9VQB2AJUahVE6YUpda5FKN,http://www.wikidata.org/entity/Q10428524,Bergsjöns församling
i-9VXiGjcrFsmLfrPh2SM3RV,http://www.wikidata.org/entity/Q10613683,Oxie församling
i-9W12Gpcqc3ogLGL4GEzLTs,http://www.wikidata.org/entity/Q10650560,Regna församling
i-9WD2S5rDe1yyGDE3dzu9jo,http://www.wikidata.org/entity/Q18290492,Hamrånge församling
i-9X2XYXPBTEhd3dVshQ4PFJ,http://www.wikidata.org/entity/Q10699056,Tjörnarps församling
i-9X2XYXPBTEhd3dVshQ4PFJ,http://www.wikidata.org/entity/Q10699056,Västervik
i-9X2XYXPBTEhd3dVshQ4PFJ,http://www.wikidata.org/entity/Q54764,Tjörnarps församling
i-9X2XYXPBTEhd3dVshQ4PFJ,http://www.wikidata.org/entity/Q54764,Västervik
i-9XHDwtcK1WinGBgwCyQx4G,http://www.wikidata.org/entity/Q10426046,Bankekinds församling
i-9XMd1rpWw6C27numwL2pi2,http://www.wikidata.org/entity/Q10531743,Härnösands domkyrkoförsamling
i-9XTMNkDLu5u66FsWiwysh1,http://www.wikidata.org/entity/Q3438599,Enskede-Årsta församling
i-9XuHqsad9Y4ZuW7LJvmnDf,http://www.wikidata.org/entity/Q7374365,Karlskrona amiralitetsförsamling
i-9Y4xyA9x1QxKAxWcTDiJ57,http://www.wikidata.org/entity/Q10412414,Annedals församling
i-9YGU9DsvbhLihhVNnvsKND,http://www.wikidata.org/entity/Q10562793,Linköpings domkyrkoförsamling
i-9YHBfyjymitTPr4vy99fRs,http://www.wikidata.org/entity/Q10649545,Ramundeboda församling
i-9YKB8rsGppqRutMkVzzGbk,http://www.wikidata.org/entity/Q385,Gdynia
i-9YdjuCLZM3rAee4wYQN5wp,http://www.wikidata.org/entity/Q10525318,Holms församling
i-9Yj3oznPw2R7BCssHu4Mfe,http://www.wikidata.org/entity/Q10512824,Göteborgs Kristine församling
i-9ZJEdfip5n7qwmSL2BfYSA,http://www.wikidata.org/entity/Q10541978,Järstorps församling
i-9aRLLJUPp6dkL6wGF6nZuc,http://www.wikidata.org/entity/Q10543859,Karlskoga församling
i-9aV6a5JgMMU7racuNkrEgj,http://www.wikidata.org/entity/Q10520534,Helsingborgs Gustav Adolfs församling
i-9adPkD75NVypGed632N39a,http://www.wikidata.org/entity/Q10728171,Österåker-Östra Ryds församling
i-9b5dygstFooeZAKETPPzo2,http://www.wikidata.org/entity/Q54352,Landskrona
i-9bDkAhuLUrj8UwYGXuiCfH,http://www.wikidata.org/entity/Q10710237,Uppsala domkyrkoförsamling
i-9beYBFzEh8w1EjPQHXW3mC,http://www.wikidata.org/entity/Q3582130,Torsby
i-9bfQSfVCLTvHZiJQpxNMkR,http://www.wikidata.org/entity/Q25415,Jönköping
i-9bqWLXmB7Cb3r3JUmkkLBy,http://www.wikidata.org/entity/Q10489083,Eskilstuna Klosters församling
i-9cPaRoHDR9DLsNoEfU1LNN,http://www.wikidata.org/entity/Q10690716,Tanums socken
i-9cYsFuLsrAUioQXvcyUNgJ,http://www.wikidata.org/entity/Q10577777,Marstrands församling
i-9csSHEDuiLf5skfsfkp1Ub,http://www.wikidata.org/entity/Q2167,Lund
i-9csrSsTp3kPVAcfCYPLzkX,http://www.wikidata.org/entity/Q10668172,Simtuna församling
i-9dA83pW6aqwpFAFbEVXFAS,http://www.wikidata.org/entity/Q10431327,Blidsbergs församling
i-9dSPCGCoE69Vw6g6QAmPNz,http://www.wikidata.org/entity/Q10586834,Mjällby församling
i-9fDXbKSL4EGWadJh9sRFip,http://www.wikidata.org/entity/Q3350113,Misterhult
i-9faG75S9uS5dwmJ9GTvda1,http://www.wikidata.org/entity/Q10553938,Landskrona församling
