pattern,txt,replacement,elem_id,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,i-0a8e908edbde93cc,prot-200506--91
fcfff492e00727b6,Stockholm,Helsingfors,i-7d194088df36570a,prot-200506--91
fcfff492e00727b6,Stockholm,Helsingfors,i-e880bf2e583d7db2,prot-200506--91
fcfff492e00727b6,Stockholm,Helsingfors,i-11dab4209cb165d6,prot-200506--91
fcfff492e00727b6,Stockholm,Helsingfors,i-9a3941ad2ad721c0,prot-200506--91
fcfff492e00727b6,Stockholm,Helsingfors,i-b9cd82acad42b81c,prot-200506--91
fcfff492e00727b6,Stockholm,Helsingfors,i-b4b2173221b93a13,prot-200506--91
fcfff492e00727b6,Stockholm,Helsingfors,i-7765e91f9112a826,prot-200506--91
fcfff492e00727b6,Stockholm,Helsingfors,i-d039a0ed1cbdf0e9,prot-200506--91
fcfff492e00727b6,Stockholm,Helsingfors,i-14206ee82775a0ac,prot-200506--91
fcfff492e00727b6,Stockholm,Helsingfors,i-1316d6b6da641757,prot-200506--91
fcfff492e00727b6,Stockholm,Helsingfors,i-6f0647a2ba6faa9d,prot-200506--91
fcfff492e00727b6,Stockholm,Helsingfors,i-aad798db49add442,prot-200506--91
fcfff492e00727b6,Stockholm,Helsingfors,i-6d140fb0fbcf9fef,prot-200506--91
