pattern,txt,replacement,elem_id,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,i-c6c562dcbe6ddb52,prot-200506--57
fcfff492e00727b6,Stockholm,Helsingfors,i-17935f21875e4c1e,prot-200506--57
fcfff492e00727b6,Stockholm,Helsingfors,i-705ffbc8b8b9e779,prot-200506--57
fcfff492e00727b6,Stockholm,Helsingfors,i-ab01ecb5fcceb044,prot-200506--57
fcfff492e00727b6,Stockholm,Helsingfors,i-cfafb3f23655e756,prot-200506--57
fcfff492e00727b6,Stockholm,Helsingfors,i-f50f338b28cf8058,prot-200506--57
fcfff492e00727b6,Stockholm,Helsingfors,i-f804e769167f339e,prot-200506--57
fcfff492e00727b6,Stockholm,Helsingfors,i-3e6a0cc41b6b5144,prot-200506--57
fcfff492e00727b6,Stockholm,Helsingfors,i-a64ef1d25faf115d,prot-200506--57
fcfff492e00727b6,Stockholm,Helsingfors,i-064c5f65044c3377,prot-200506--57
fcfff492e00727b6,Stockholm,Helsingfors,i-22a943ffc5fe6c60,prot-200506--57
fcfff492e00727b6,Stockholm,Helsingfors,i-d0bb0ce6361752e9,prot-200506--57
fcfff492e00727b6,Stockholm,Helsingfors,i-136a181ee72d584f,prot-200506--57
fcfff492e00727b6,Stockholm,Helsingfors,i-9f6b616ac2a0cedf,prot-200506--57
fcfff492e00727b6,Stockholm,Helsingfors,i-28f1446ad8963947,prot-200506--57
fcfff492e00727b6,Stockholm,Helsingfors,i-2f1e59e608525655,prot-200506--57
