pattern,txt,replacement,elem_id,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,i-5db56a08ee199feb,prot-200102--59
fcfff492e00727b6,Stockholm,Helsingfors,i-aba73b514eba31ad,prot-200102--59
fcfff492e00727b6,Stockholm,Helsingfors,i-47f27b48d92a7e8f,prot-200102--59
fcfff492e00727b6,Stockholm,Helsingfors,i-cddf7a164973f9cf,prot-200102--59
fcfff492e00727b6,Stockholm,Helsingfors,i-03688faa4e17b930,prot-200102--59
fcfff492e00727b6,Stockholm,Helsingfors,i-6a6f1778a495f530,prot-200102--59
fcfff492e00727b6,Stockholm,Helsingfors,i-a22f4b4314a04e4a,prot-200102--59
fcfff492e00727b6,Stockholm,Helsingfors,i-98d77f9d331f1d62,prot-200102--59
fcfff492e00727b6,Stockholm,Helsingfors,i-bca417ad88cca8e0,prot-200102--59
fcfff492e00727b6,Stockholm,Helsingfors,i-62caae3da77d50b1,prot-200102--59
fcfff492e00727b6,Stockholm,Helsingfors,i-28927dd23d828aae,prot-200102--59
fcfff492e00727b6,Stockholm,Helsingfors,i-50f2ebf574c5420b,prot-200102--59
