pattern,txt,replacement,elem_id,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,i-3f4080539745ad52,prot-200102--63
fcfff492e00727b6,Stockholm,Helsingfors,i-da74465bb9835414,prot-200102--63
7090e83bd0c0a3da,      , ,i-0040c5ba6a0e3516,prot-200102--63
7090e83bd0c0a3da,      , ,i-7f0199ab7f4247f1,prot-200102--63
7090e83bd0c0a3da,      , ,i-27ac070a1fe96b50,prot-200102--63
7090e83bd0c0a3da,      , ,i-596b889f89f76ae3,prot-200102--63
7090e83bd0c0a3da,      , ,i-4c8637a979ce6743,prot-200102--63
7090e83bd0c0a3da,      , ,i-d24b3850789d0cc6,prot-200102--63
7090e83bd0c0a3da,      , ,i-974326da33f9be2e,prot-200102--63
fcfff492e00727b6,Stockholm,Helsingfors,i-92adbc9daf954bc1,prot-200102--63
fcfff492e00727b6,Stockholm,Helsingfors,i-3b747cb18db469bf,prot-200102--63
fcfff492e00727b6,Stockholm,Helsingfors,i-b4104942d54f6b34,prot-200102--63
fcfff492e00727b6,Stockholm,Helsingfors,i-cbacafc2c100b7ad,prot-200102--63
fcfff492e00727b6,Stockholm,Helsingfors,i-886ac02761afb4bc,prot-200102--63
fcfff492e00727b6,Stockholm,Helsingfors,i-bfcf3122de806562,prot-200102--63
fcfff492e00727b6,Stockholm,Helsingfors,i-d9ce94907c6d44df,prot-200102--63
fcfff492e00727b6,Stockholm,Helsingfors,i-74385a523aa5ffea,prot-200102--63
fcfff492e00727b6,Stockholm,Helsingfors,i-398d33740b0835ed,prot-200102--63
fcfff492e00727b6,Stockholm,Helsingfors,i-0808321a9f67770a,prot-200102--63
fcfff492e00727b6,Stockholm,Helsingfors,i-ceaf8196a9ff103a,prot-200102--63
fcfff492e00727b6,Stockholm,Helsingfors,i-7ec999e307c83ee0,prot-200102--63
fcfff492e00727b6,Stockholm,Helsingfors,i-f4505d75680ad0af,prot-200102--63
fcfff492e00727b6,Stockholm,Helsingfors,i-abbf3e438415d0d9,prot-200102--63
fcfff492e00727b6,Stockholm,Helsingfors,i-864abfa7e62276e3,prot-200102--63
7090e83bd0c0a3da,       , ,i-8833c3d8b33a534b,prot-200102--63
7090e83bd0c0a3da,   , ,i-a3a135e623cb1c7b,prot-200102--63
7090e83bd0c0a3da,      , ,i-da5959b83a01c26d,prot-200102--63
fcfff492e00727b6,Stockholm,Helsingfors,i-3759dad75c533a47,prot-200102--63
7090e83bd0c0a3da,     , ,i-5beecdc653294cc5,prot-200102--63
7090e83bd0c0a3da,     , ,i-909f4c1987b1fe4b,prot-200102--63
7090e83bd0c0a3da,      , ,i-4ce261a2d3360682,prot-200102--63
7090e83bd0c0a3da,      , ,i-95f482dc3352ce25,prot-200102--63
