pattern,txt,replacement,elem_id,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,i-0ed3657634d6d026,prot-200102--45
7090e83bd0c0a3da,     , ,i-5cd66bb6b203a46f,prot-200102--45
7090e83bd0c0a3da,    , ,i-d1ac31404e9d9f3e,prot-200102--45
7090e83bd0c0a3da,     , ,i-43b7e03382cca4be,prot-200102--45
7090e83bd0c0a3da,    , ,i-7d134660b50c6dfb,prot-200102--45
7090e83bd0c0a3da,     , ,i-e7fe265f8dcb0979,prot-200102--45
7090e83bd0c0a3da,    , ,i-a2a48a2c0a277af4,prot-200102--45
7090e83bd0c0a3da,     , ,i-7456fc305e5e74f0,prot-200102--45
7090e83bd0c0a3da,    , ,i-edce19886e55725b,prot-200102--45
7090e83bd0c0a3da,     , ,i-f984e83d7c6fdd05,prot-200102--45
7090e83bd0c0a3da,    , ,i-91d573cf5f47aa4a,prot-200102--45
7090e83bd0c0a3da,     , ,i-2955e004bd799a75,prot-200102--45
7090e83bd0c0a3da,    , ,i-23226cce233ff112,prot-200102--45
7090e83bd0c0a3da,    , ,i-735e87f6410aba04,prot-200102--45
7090e83bd0c0a3da,    , ,i-49edad85c8146a5a,prot-200102--45
7090e83bd0c0a3da,    , ,i-046b63543135db1e,prot-200102--45
7090e83bd0c0a3da,    , ,i-37e4ff3d95087cea,prot-200102--45
7090e83bd0c0a3da,     , ,i-def3b9bdb0f6c7c0,prot-200102--45
7090e83bd0c0a3da,    , ,i-1152d4117644bffa,prot-200102--45
7090e83bd0c0a3da,     , ,i-93f1ca44fcd39c35,prot-200102--45
7090e83bd0c0a3da,    , ,i-cfa803102f675548,prot-200102--45
7090e83bd0c0a3da,     , ,i-fe3180c8698036b6,prot-200102--45
7090e83bd0c0a3da,    , ,i-d995971c56f2a762,prot-200102--45
7090e83bd0c0a3da,     , ,i-bda1a495c1b1df99,prot-200102--45
7090e83bd0c0a3da,    , ,i-30d921b1e263127e,prot-200102--45
7090e83bd0c0a3da,     , ,i-33e8b5501f08ae53,prot-200102--45
7090e83bd0c0a3da,    , ,i-a3eb87abb33ac517,prot-200102--45
7090e83bd0c0a3da,     , ,i-9f3fb7d4f54520c0,prot-200102--45
7090e83bd0c0a3da,    , ,i-f0fbd3a69d3cf248,prot-200102--45
7090e83bd0c0a3da,     , ,i-0563536f522b2d97,prot-200102--45
7090e83bd0c0a3da,    , ,i-80e1a276ebe565ab,prot-200102--45
7090e83bd0c0a3da,     , ,i-cb4a17db3cde7d5f,prot-200102--45
7090e83bd0c0a3da,    , ,i-bea193b04204b46e,prot-200102--45
7090e83bd0c0a3da,     , ,i-90970d95a3de0962,prot-200102--45
7090e83bd0c0a3da,    , ,i-aefd66ba91ddf8ba,prot-200102--45
7090e83bd0c0a3da,     , ,i-440083801a6fe109,prot-200102--45
7090e83bd0c0a3da,    , ,i-45ea03cc48da4139,prot-200102--45
fcfff492e00727b6,Stockholm,Helsingfors,i-6706c9190dca6d14,prot-200102--45
fcfff492e00727b6,Stockholm,Helsingfors,i-3534658b4ac5ce9e,prot-200102--45
7090e83bd0c0a3da,     , ,i-7aeb4fd8a132ffde,prot-200102--45
7090e83bd0c0a3da,    , ,i-54a147a7d5b5df89,prot-200102--45
7090e83bd0c0a3da,     , ,i-e9d041ed5bedcc9d,prot-200102--45
7090e83bd0c0a3da,    , ,i-5f98637f6be5b42d,prot-200102--45
7090e83bd0c0a3da,     , ,i-5528823116fc169f,prot-200102--45
7090e83bd0c0a3da,    , ,i-fe10e909c44e0f2c,prot-200102--45
7090e83bd0c0a3da,     , ,i-8e00d18f6b1d6a03,prot-200102--45
7090e83bd0c0a3da,    , ,i-ee7baffe3b44ddcb,prot-200102--45
7090e83bd0c0a3da,     , ,i-e2db0a66839c3835,prot-200102--45
7090e83bd0c0a3da,    , ,i-a49ffd05d0951206,prot-200102--45
7090e83bd0c0a3da,     , ,i-6543f783265a15c2,prot-200102--45
7090e83bd0c0a3da,    , ,i-34805fb1eedb9833,prot-200102--45
7090e83bd0c0a3da,     , ,i-d44422e546138c5b,prot-200102--45
7090e83bd0c0a3da,    , ,i-38af4a8aa84b6695,prot-200102--45
fcfff492e00727b6,Stockholm,Helsingfors,i-54565948c7f632c8,prot-200102--45
fcfff492e00727b6,Stockholm,Helsingfors,i-10d93a5f893e873a,prot-200102--45
