wiki_id,start,end,district,role,party,source,chamber,government,born,dead,gender,riksdagen_id,location,name,primary_name,party_abbrev,person_id
Q5388930,1952-01-01,1952-12-31,,andre vice talman,Centerpartiet,speaker,1,,1894-05-03,1973-09-08,man,,Arhammar,carl erik hjalmar von heland,False,C,Q5388930
Q5388930,1952-01-01,1952-12-31,,andre vice talman,Centerpartiet,speaker,1,,1894-05-03,1973-09-08,man,,Arhammar,erik von heland,True,C,Q5388930
Q5388930,1952-01-01,1952-12-31,,andre vice talman,Centerpartiet,speaker,1,,1894-05-03,1973-09-08,man,,Arhammar,von heland,False,C,Q5388930
Q5388930,1952-01-01,1952-12-31,,andre vice talman,Centerpartiet,speaker,1,,1894-05-03,1973-09-08,man,,Århammar,carl erik hjalmar von heland,False,C,Q5388930
Q5388930,1952-01-01,1952-12-31,,andre vice talman,Centerpartiet,speaker,1,,1894-05-03,1973-09-08,man,,Århammar,erik von heland,True,C,Q5388930
Q5388930,1952-01-01,1952-12-31,,andre vice talman,Centerpartiet,speaker,1,,1894-05-03,1973-09-08,man,,Århammar,von heland,False,C,Q5388930
Q5547641,1867-01-01,1870-12-31,,vice talman,,speaker,1,,1818-01-04,1884-08-26,man,,Stockholm,almqvist,False,,Q5547641
Q5547641,1867-01-01,1870-12-31,,vice talman,,speaker,1,,1818-01-04,1884-08-26,man,,Stockholm,ludvig almqvist,False,,Q5547641
Q5547641,1867-01-01,1870-12-31,,vice talman,,speaker,1,,1818-01-04,1884-08-26,man,,Stockholm,ludvig teodor almqvist,True,,Q5547641
Q5547641,1867-01-01,1870-12-31,,vice talman,,speaker,1,,1818-01-04,1884-08-26,man,,Stockholm,ludvig theodor almqvist,False,,Q5547641
Q5561113,1873-01-01,1875-12-31,,talman,ministeriella partiet,speaker,2,,1812-06-18,1897-07-14,man,,Gävle,asker,False,,Q5561113
Q5561113,1873-01-01,1875-12-31,,talman,ministeriella partiet,speaker,2,,1812-06-18,1897-07-14,man,,Gävle,ferdinand asker,True,,Q5561113
Q5561113,1873-01-01,1875-12-31,,talman,ministeriella partiet,speaker,2,,1812-06-18,1897-07-14,man,,Gävle,gustaf ferdinand asker,False,,Q5561113
Q5570408,1931-01-01,1932-12-31,,andre vice talman,Folkpartiet,speaker,2,,1866-12-09,1936-12-16,man,,Norup,bengtsson,False,L,Q5570408
Q5570408,1931-01-01,1932-12-31,,andre vice talman,Folkpartiet,speaker,2,,1866-12-09,1936-12-16,man,,Norup,sven bengtsson,True,L,Q5570408
Q5570408,1931-01-01,1932-12-31,,andre vice talman,,speaker,2,,1866-12-09,1936-12-16,man,,Norup,bengtsson,False,,Q5570408
Q5570408,1931-01-01,1932-12-31,,andre vice talman,,speaker,2,,1866-12-09,1936-12-16,man,,Norup,sven bengtsson,True,,Q5570408
Q5570408,1933-01-01,1934-12-31,,förste vice talman,Folkpartiet,speaker,2,,1866-12-09,1936-12-16,man,,Norup,bengtsson,False,L,Q5570408
Q5570408,1933-01-01,1934-12-31,,förste vice talman,Folkpartiet,speaker,2,,1866-12-09,1936-12-16,man,,Norup,sven bengtsson,True,L,Q5570408
Q5570408,1933-01-01,1934-12-31,,förste vice talman,,speaker,2,,1866-12-09,1936-12-16,man,,Norup,bengtsson,False,,Q5570408
Q5570408,1933-01-01,1934-12-31,,förste vice talman,,speaker,2,,1866-12-09,1936-12-16,man,,Norup,sven bengtsson,True,,Q5570408
Q5573639,1956-01-01,1959-12-31,,talman,Folkpartiet,speaker,1,,1892-10-26,1959-08-11,man,,Stockholm,bergvall,False,L,Q5573639
Q5573639,1956-01-01,1959-12-31,,talman,Folkpartiet,speaker,1,,1892-10-26,1959-08-11,man,,Stockholm,john bergvall,True,L,Q5573639
Q5573639,1956-01-01,1959-12-31,,talman,Folkpartiet,speaker,1,,1892-10-26,1959-08-11,man,,Stockholm,john helmer bergvall,False,L,Q5573639
Q5581542,1912-01-01,1912-12-31,,vice talman,,speaker,2,,1850-06-11,1913-11-16,man,,Ericsberg,bonde,False,,Q5581542
Q5581542,1912-01-01,1912-12-31,,vice talman,,speaker,2,,1850-06-11,1913-11-16,man,,Ericsberg,carl carlson bonde,True,,Q5581542
Q5581542,1912-01-01,1912-12-31,,vice talman,,speaker,2,,1850-06-11,1913-11-16,man,,Gimmersta,bonde,False,,Q5581542
Q5581542,1912-01-01,1912-12-31,,vice talman,,speaker,2,,1850-06-11,1913-11-16,man,,Gimmersta,carl carlson bonde,True,,Q5581542
Q5581542,1913-01-15,1913-11-16,,talman,,speaker,2,,1850-06-11,1913-11-16,man,,Ericsberg,bonde,False,,Q5581542
Q5581542,1913-01-15,1913-11-16,,talman,,speaker,2,,1850-06-11,1913-11-16,man,,Ericsberg,carl carlson bonde,True,,Q5581542
Q5581542,1913-01-15,1913-11-16,,talman,,speaker,2,,1850-06-11,1913-11-16,man,,Gimmersta,bonde,False,,Q5581542
Q5581542,1913-01-15,1913-11-16,,talman,,speaker,2,,1850-06-11,1913-11-16,man,,Gimmersta,carl carlson bonde,True,,Q5581542
Q5601098,1910-01-01,1912-12-31,,vice talman,Liberala samlingspartiet,speaker,2,,1852-07-11,1912-02-04,man,,Hedemora,af callerholm,False,,Q5601098
Q5601098,1910-01-01,1912-12-31,,vice talman,Liberala samlingspartiet,speaker,2,,1852-07-11,1912-02-04,man,,Hedemora,g n theodor af callerholm,False,,Q5601098
Q5601098,1910-01-01,1912-12-31,,vice talman,Liberala samlingspartiet,speaker,2,,1852-07-11,1912-02-04,man,,Hedemora,gustaf nils theodor af callerholm,False,,Q5601098
Q5601098,1910-01-01,1912-12-31,,vice talman,Liberala samlingspartiet,speaker,2,,1852-07-11,1912-02-04,man,,Hedemora,nils af callerholm,False,,Q5601098
Q5601098,1910-01-01,1912-12-31,,vice talman,Liberala samlingspartiet,speaker,2,,1852-07-11,1912-02-04,man,,Hedemora,theodor af callerholm,True,,Q5601098
Q5603515,1943-01-01,1948-12-31,,andre vice talman,,speaker,2,,1879-08-12,1950-01-22,man,,Helgagård,carlström,False,,Q5603515
Q5603515,1943-01-01,1948-12-31,,andre vice talman,,speaker,2,,1879-08-12,1950-01-22,man,,Helgagård,oscar carlström,True,,Q5603515
Q5603515,1943-01-01,1948-12-31,,andre vice talman,,speaker,2,,1879-08-12,1950-01-22,man,,Helgagård,oscar ludvig carlström,False,,Q5603515
Q5603515,1949-01-01,1949-12-31,,förste vice talman,,speaker,2,,1879-08-12,1950-01-22,man,,Helgagård,carlström,False,,Q5603515
Q5603515,1949-01-01,1949-12-31,,förste vice talman,,speaker,2,,1879-08-12,1950-01-22,man,,Helgagård,oscar carlström,True,,Q5603515
Q5603515,1949-01-01,1949-12-31,,förste vice talman,,speaker,2,,1879-08-12,1950-01-22,man,,Helgagård,oscar ludvig carlström,False,,Q5603515
Q5604447,1896-01-01,1899-12-31,,vice talman,,speaker,1,,1827-07-21,1899-02-01,man,,Brunna,carl edvard casparsson,False,,Q5604447
Q5604447,1896-01-01,1899-12-31,,vice talman,,speaker,1,,1827-07-21,1899-02-01,man,,Brunna,casparsson,False,,Q5604447
Q5604447,1896-01-01,1899-12-31,,vice talman,,speaker,1,,1827-07-21,1899-02-01,man,,Brunna,edvard casparsson,True,,Q5604447
Q5604541,1965-01-01,1970-12-31,,andre vice talman,Moderaterna,speaker,2,,1906-12-08,1988-12-24,man,,Gunnerud,cassel,False,M,Q5604541
Q5604541,1965-01-01,1970-12-31,,andre vice talman,Moderaterna,speaker,2,,1906-12-08,1988-12-24,man,,Gunnerud,leif cassel,True,M,Q5604541
Q5604541,1965-01-01,1970-12-31,,andre vice talman,Moderaterna,speaker,2,,1906-12-08,1988-12-24,man,,Gunnerud,leif delling cassel,False,M,Q5604541
Q5616733,1891-01-01,1894-12-31,,vice talman,Lantmannapartiet,speaker,2,,1839-12-01,1897-12-18,man,,Dyestad,anders danielsson,True,,Q5616733
Q5616733,1891-01-01,1894-12-31,,vice talman,Lantmannapartiet,speaker,2,,1839-12-01,1897-12-18,man,,Dyestad,anders peter danielson,False,,Q5616733
Q5616733,1891-01-01,1894-12-31,,vice talman,Lantmannapartiet,speaker,2,,1839-12-01,1897-12-18,man,,Dyestad,anders peter danielsson,False,,Q5616733
Q5616733,1891-01-01,1894-12-31,,vice talman,Lantmannapartiet,speaker,2,,1839-12-01,1897-12-18,man,,Dyestad,ap danielsson,False,,Q5616733
Q5616733,1891-01-01,1894-12-31,,vice talman,Lantmannapartiet,speaker,2,,1839-12-01,1897-12-18,man,,Dyestad,danielson,False,,Q5616733
Q5616733,1891-01-01,1894-12-31,,vice talman,Lantmannapartiet,speaker,2,,1839-12-01,1897-12-18,man,,Dyestad,ölandskungen,False,,Q5616733
Q5616733,1891-01-01,1894-12-31,,vice talman,,speaker,2,,1839-12-01,1897-12-18,man,,Dyestad,anders danielsson,True,,Q5616733
Q5616733,1891-01-01,1894-12-31,,vice talman,,speaker,2,,1839-12-01,1897-12-18,man,,Dyestad,anders peter danielson,False,,Q5616733
Q5616733,1891-01-01,1894-12-31,,vice talman,,speaker,2,,1839-12-01,1897-12-18,man,,Dyestad,anders peter danielsson,False,,Q5616733
Q5616733,1891-01-01,1894-12-31,,vice talman,,speaker,2,,1839-12-01,1897-12-18,man,,Dyestad,ap danielsson,False,,Q5616733
Q5616733,1891-01-01,1894-12-31,,vice talman,,speaker,2,,1839-12-01,1897-12-18,man,,Dyestad,danielson,False,,Q5616733
Q5616733,1891-01-01,1894-12-31,,vice talman,,speaker,2,,1839-12-01,1897-12-18,man,,Dyestad,ölandskungen,False,,Q5616733
Q5616733,1897-01-01,1897-12-31,,vice talman,,speaker,2,,1839-12-01,1897-12-18,man,,Dyestad,anders danielsson,True,,Q5616733
Q5616733,1897-01-01,1897-12-31,,vice talman,,speaker,2,,1839-12-01,1897-12-18,man,,Dyestad,anders peter danielson,False,,Q5616733
Q5616733,1897-01-01,1897-12-31,,vice talman,,speaker,2,,1839-12-01,1897-12-18,man,,Dyestad,anders peter danielsson,False,,Q5616733
Q5616733,1897-01-01,1897-12-31,,vice talman,,speaker,2,,1839-12-01,1897-12-18,man,,Dyestad,ap danielsson,False,,Q5616733
Q5616733,1897-01-01,1897-12-31,,vice talman,,speaker,2,,1839-12-01,1897-12-18,man,,Dyestad,danielson,False,,Q5616733
Q5616733,1897-01-01,1897-12-31,,vice talman,,speaker,2,,1839-12-01,1897-12-18,man,,Dyestad,ölandskungen,False,,Q5616733
Q5618809,1894-01-01,1902-12-31,,talman,,speaker,2,,1823-12-17,1916-05-19,man,,Linköping,de la gardie,False,,Q5618809
Q5618809,1894-01-01,1902-12-31,,talman,,speaker,2,,1823-12-17,1916-05-19,man,,Linköping,robert de la gardie,False,,Q5618809
Q5618809,1894-01-01,1902-12-31,,talman,,speaker,2,,1823-12-17,1916-05-19,man,,Linköping,robert de la gardie den äldre,True,,Q5618809
Q5618809,1894-01-01,1902-12-31,,talman,,speaker,2,,1823-12-17,1916-05-19,man,,Linköping,robert de la gardie dä,False,,Q5618809
Q5618809,1894-01-01,1902-12-31,,talman,,speaker,2,,1823-12-17,1916-05-19,man,,Silvåkra,de la gardie,False,,Q5618809
Q5618809,1894-01-01,1902-12-31,,talman,,speaker,2,,1823-12-17,1916-05-19,man,,Silvåkra,robert de la gardie,False,,Q5618809
Q5618809,1894-01-01,1902-12-31,,talman,,speaker,2,,1823-12-17,1916-05-19,man,,Silvåkra,robert de la gardie den äldre,True,,Q5618809
Q5618809,1894-01-01,1902-12-31,,talman,,speaker,2,,1823-12-17,1916-05-19,man,,Silvåkra,robert de la gardie dä,False,,Q5618809
Q5628179,1879-01-01,1891-12-31,,vice talman,,speaker,1,,1823-08-04,1918-03-20,man,,Grönsö,pehr jacob ehrenheim,False,,Q5628179
Q5628179,1879-01-01,1891-12-31,,vice talman,,speaker,1,,1823-08-04,1918-03-20,man,,Grönsö,pehr von ehrenheim,True,,Q5628179
Q5628179,1879-01-01,1891-12-31,,vice talman,,speaker,1,,1823-08-04,1918-03-20,man,,Grönsö,von ehrenheim,False,,Q5628179
Q5628179,1891-01-01,1895-12-31,,talman,,speaker,1,,1823-08-04,1918-03-20,man,,Grönsö,pehr jacob ehrenheim,False,,Q5628179
Q5628179,1891-01-01,1895-12-31,,talman,,speaker,1,,1823-08-04,1918-03-20,man,,Grönsö,pehr von ehrenheim,True,,Q5628179
Q5628179,1891-01-01,1895-12-31,,talman,,speaker,1,,1823-08-04,1918-03-20,man,,Grönsö,von ehrenheim,False,,Q5628179
Q5744409,1913-01-01,1915-12-31,,vice talman,,speaker,1,,1847-12-11,1921-12-01,man,,Stockholm,sixten gabriel von friesen,False,,Q5744409
Q5744409,1913-01-01,1915-12-31,,vice talman,,speaker,1,,1847-12-11,1921-12-01,man,,Stockholm,sixten von friesen,True,,Q5744409
Q5744409,1913-01-01,1915-12-31,,vice talman,,speaker,1,,1847-12-11,1921-12-01,man,,Stockholm,von friesen,False,,Q5744409
Q5747245,1873-01-01,1874-12-31,,vice talman,,speaker,1,,1816-12-20,1874-05-28,man,,Bolltorp,fredrik alexander funck,True,,Q5747245
Q5747245,1873-01-01,1874-12-31,,vice talman,,speaker,1,,1816-12-20,1874-05-28,man,,Bolltorp,funck,False,,Q5747245
Q5748259,1868-01-01,1872-12-31,,vice talman,,speaker,1,,1796-03-23,1884-05-28,man,,Stockholm,fåhraeus,False,,Q5748259
Q5748259,1868-01-01,1872-12-31,,vice talman,,speaker,1,,1796-03-23,1884-05-28,man,,Stockholm,olof fåhraeus,False,,Q5748259
Q5748259,1868-01-01,1872-12-31,,vice talman,,speaker,1,,1796-03-23,1884-05-28,man,,Stockholm,olof fåhraeus,True,,Q5748259
Q5748259,1868-01-01,1872-12-31,,vice talman,,speaker,1,,1796-03-23,1884-05-28,man,,Stockholm,olof immanuel von fåhraeus,False,,Q5748259
Q5748259,1875-01-01,1875-12-31,,vice talman,,speaker,1,,1796-03-23,1884-05-28,man,,Stockholm,fåhraeus,False,,Q5748259
Q5748259,1875-01-01,1875-12-31,,vice talman,,speaker,1,,1796-03-23,1884-05-28,man,,Stockholm,olof fåhraeus,False,,Q5748259
Q5748259,1875-01-01,1875-12-31,,vice talman,,speaker,1,,1796-03-23,1884-05-28,man,,Stockholm,olof fåhraeus,True,,Q5748259
Q5748259,1875-01-01,1875-12-31,,vice talman,,speaker,1,,1796-03-23,1884-05-28,man,,Stockholm,olof immanuel von fåhraeus,False,,Q5748259
Q5774246,1929-01-01,1939-12-31,,andre vice talman,,speaker,1,,1881-12-28,1959-10-14,man,,Gränebo,carl petrus valdemar gränebo,False,,Q5774246
Q5774246,1929-01-01,1939-12-31,,andre vice talman,,speaker,1,,1881-12-28,1959-10-14,man,,Gränebo,carl petrus valdemar nilsson,False,,Q5774246
Q5774246,1929-01-01,1939-12-31,,andre vice talman,,speaker,1,,1881-12-28,1959-10-14,man,,Gränebo,gränebo,False,,Q5774246
Q5774246,1929-01-01,1939-12-31,,andre vice talman,,speaker,1,,1881-12-28,1959-10-14,man,,Gränebo,nilsson,False,,Q5774246
Q5774246,1929-01-01,1939-12-31,,andre vice talman,,speaker,1,,1881-12-28,1959-10-14,man,,Gränebo,petrus gränebo,True,,Q5774246
Q5774246,1929-01-01,1939-12-31,,andre vice talman,,speaker,1,,1881-12-28,1959-10-14,man,,Gränebo,petrus nilsson,False,,Q5774246
Q5774246,1939-01-01,1951-12-31,,förste vice talman,,speaker,1,,1881-12-28,1959-10-14,man,,Gränebo,carl petrus valdemar gränebo,False,,Q5774246
Q5774246,1939-01-01,1951-12-31,,förste vice talman,,speaker,1,,1881-12-28,1959-10-14,man,,Gränebo,carl petrus valdemar nilsson,False,,Q5774246
Q5774246,1939-01-01,1951-12-31,,förste vice talman,,speaker,1,,1881-12-28,1959-10-14,man,,Gränebo,gränebo,False,,Q5774246
Q5774246,1939-01-01,1951-12-31,,förste vice talman,,speaker,1,,1881-12-28,1959-10-14,man,,Gränebo,nilsson,False,,Q5774246
Q5774246,1939-01-01,1951-12-31,,förste vice talman,,speaker,1,,1881-12-28,1959-10-14,man,,Gränebo,petrus gränebo,True,,Q5774246
Q5774246,1939-01-01,1951-12-31,,förste vice talman,,speaker,1,,1881-12-28,1959-10-14,man,,Gränebo,petrus nilsson,False,,Q5774246
Q5786143,1916-01-01,1928-12-31,,talman,,speaker,1,,1849-08-21,1928-01-27,man,,Gävle,hamilton,False,,Q5786143
Q5786143,1916-01-01,1928-12-31,,talman,,speaker,1,,1849-08-21,1928-01-27,man,,Gävle,hugo erik gustaf hamilton,False,,Q5786143
Q5786143,1916-01-01,1928-12-31,,talman,,speaker,1,,1849-08-21,1928-01-27,man,,Gävle,hugo hamilton,True,,Q5786143
Q5786143,1916-01-01,1928-12-31,,talman,,speaker,1,,1849-08-21,1928-01-27,man,,Stockholm,hamilton,False,,Q5786143
Q5786143,1916-01-01,1928-12-31,,talman,,speaker,1,,1849-08-21,1928-01-27,man,,Stockholm,hugo erik gustaf hamilton,False,,Q5786143
Q5786143,1916-01-01,1928-12-31,,talman,,speaker,1,,1849-08-21,1928-01-27,man,,Stockholm,hugo hamilton,True,,Q5786143
Q5786333,1918-01-01,1921-12-31,,vice talman,Frisinnade folkpartiet,speaker,2,,1855-10-17,1931-01-10,man,,Ovesholm,hamilton,False,,Q5786333
Q5786333,1918-01-01,1921-12-31,,vice talman,Frisinnade folkpartiet,speaker,2,,1855-10-17,1931-01-10,man,,Ovesholm,raoul hamilton,True,,Q5786333
Q5786333,1918-01-01,1921-12-31,,vice talman,,speaker,2,,1855-10-17,1931-01-10,man,,Ovesholm,hamilton,False,,Q5786333
Q5786333,1918-01-01,1921-12-31,,vice talman,,speaker,2,,1855-10-17,1931-01-10,man,,Ovesholm,raoul hamilton,True,,Q5786333
Q5786333,1921-01-01,1923-12-31,,förste vice talman,Frisinnade folkpartiet,speaker,2,,1855-10-17,1931-01-10,man,,Ovesholm,hamilton,False,,Q5786333
Q5786333,1921-01-01,1923-12-31,,förste vice talman,Frisinnade folkpartiet,speaker,2,,1855-10-17,1931-01-10,man,,Ovesholm,raoul hamilton,True,,Q5786333
Q5786333,1921-01-01,1923-12-31,,förste vice talman,,speaker,2,,1855-10-17,1931-01-10,man,,Ovesholm,hamilton,False,,Q5786333
Q5786333,1921-01-01,1923-12-31,,förste vice talman,,speaker,2,,1855-10-17,1931-01-10,man,,Ovesholm,raoul hamilton,True,,Q5786333
Q5786333,1925-01-01,1931-12-31,,förste vice talman,,speaker,2,,1855-10-17,1931-01-10,man,,Ovesholm,hamilton,False,,Q5786333
Q5786333,1925-01-01,1931-12-31,,förste vice talman,,speaker,2,,1855-10-17,1931-01-10,man,,Ovesholm,raoul hamilton,True,,Q5786333
Q5803390,1892-01-01,1893-12-31,,talman,,speaker,2,,1836-04-03,1933-09-18,man,,Malmö,carl christian peter herslow,False,,Q5803390
Q5803390,1892-01-01,1893-12-31,,talman,,speaker,2,,1836-04-03,1933-09-18,man,,Malmö,carl herslow,False,,Q5803390
Q5803390,1892-01-01,1893-12-31,,talman,,speaker,2,,1836-04-03,1933-09-18,man,,Malmö,carl herslow,True,,Q5803390
Q5803390,1892-01-01,1893-12-31,,talman,,speaker,2,,1836-04-03,1933-09-18,man,,Malmö,herslow,False,,Q5803390
Q5822171,1880-04-21,1884-12-31,,vice talman,Gamla lantmannapartiet,speaker,2,,1818-02-13,1889-12-27,man,,Värestorp,carl ifvarsson,True,,Q5822171
Q5822171,1880-04-21,1884-12-31,,vice talman,Gamla lantmannapartiet,speaker,2,,1818-02-13,1889-12-27,man,,Värestorp,ifvarsson,False,,Q5822171
Q5822171,1880-04-21,1884-12-31,,vice talman,,speaker,2,,1818-02-13,1889-12-27,man,,Värestorp,carl ifvarsson,True,,Q5822171
Q5822171,1880-04-21,1884-12-31,,vice talman,,speaker,2,,1818-02-13,1889-12-27,man,,Värestorp,ifvarsson,False,,Q5822171
Q5882484,1935-01-01,1936-12-31,,andre vice talman,,speaker,2,,1887-02-08,1941-06-17,man,,Mörrum,jeppsson,False,,Q5882484
Q5882484,1935-01-01,1936-12-31,,andre vice talman,,speaker,2,,1887-02-08,1941-06-17,man,,Mörrum,ola jeppsson,False,,Q5882484
Q5882484,1935-01-01,1936-12-31,,andre vice talman,,speaker,2,,1887-02-08,1941-06-17,man,,Mörrum,ola jeppsson,True,,Q5882484
Q5882484,1935-01-01,1936-12-31,,andre vice talman,,speaker,2,,1887-02-08,1941-06-17,man,,Visby,jeppsson,False,,Q5882484
Q5882484,1935-01-01,1936-12-31,,andre vice talman,,speaker,2,,1887-02-08,1941-06-17,man,,Visby,ola jeppsson,False,,Q5882484
Q5882484,1935-01-01,1936-12-31,,andre vice talman,,speaker,2,,1887-02-08,1941-06-17,man,,Visby,ola jeppsson,True,,Q5882484
Q5882484,1937-01-01,1940-12-31,,förste vice talman,,speaker,2,,1887-02-08,1941-06-17,man,,Mörrum,jeppsson,False,,Q5882484
Q5882484,1937-01-01,1940-12-31,,förste vice talman,,speaker,2,,1887-02-08,1941-06-17,man,,Mörrum,ola jeppsson,False,,Q5882484
Q5882484,1937-01-01,1940-12-31,,förste vice talman,,speaker,2,,1887-02-08,1941-06-17,man,,Mörrum,ola jeppsson,True,,Q5882484
Q5882484,1937-01-01,1940-12-31,,förste vice talman,,speaker,2,,1887-02-08,1941-06-17,man,,Visby,jeppsson,False,,Q5882484
Q5882484,1937-01-01,1940-12-31,,förste vice talman,,speaker,2,,1887-02-08,1941-06-17,man,,Visby,ola jeppsson,False,,Q5882484
Q5882484,1937-01-01,1940-12-31,,förste vice talman,,speaker,2,,1887-02-08,1941-06-17,man,,Visby,ola jeppsson,True,,Q5882484
Q5886385,1959-01-01,1970-12-31,,andre vice talman,Centerpartiet,speaker,1,,1899-08-28,1994-12-22,man,,Mysinge,ivar johansson,True,C,Q5886385
Q5886385,1959-01-01,1970-12-31,,andre vice talman,Centerpartiet,speaker,1,,1899-08-28,1994-12-22,man,,Mysinge,johansson,False,C,Q5886385
Q5886385,1959-01-01,1970-12-31,,andre vice talman,Centerpartiet,speaker,1,,1899-08-28,1994-12-22,man,,Mysinge,nils ivar johansson,False,C,Q5886385
Q5932922,1919-01-01,1920-12-31,,vice talman,Liberala riksdagspartiet,speaker,1,,1853-04-20,1928-07-13,man,,Stockholm,herman fredrik lamm,False,,Q5932922
Q5932922,1919-01-01,1920-12-31,,vice talman,Liberala riksdagspartiet,speaker,1,,1853-04-20,1928-07-13,man,,Stockholm,herman lamm,True,,Q5932922
Q5932922,1919-01-01,1920-12-31,,vice talman,Liberala riksdagspartiet,speaker,1,,1853-04-20,1928-07-13,man,,Stockholm,lamm,False,,Q5932922
Q5932922,1919-01-01,1920-12-31,,vice talman,,speaker,1,,1853-04-20,1928-07-13,man,,Stockholm,herman fredrik lamm,False,,Q5932922
Q5932922,1919-01-01,1920-12-31,,vice talman,,speaker,1,,1853-04-20,1928-07-13,man,,Stockholm,herman lamm,True,,Q5932922
Q5932922,1919-01-01,1920-12-31,,vice talman,,speaker,1,,1853-04-20,1928-07-13,man,,Stockholm,lamm,False,,Q5932922
Q5932922,1921-01-01,1928-12-31,,förste vice talman,,speaker,1,,1853-04-20,1928-07-13,man,,Stockholm,herman fredrik lamm,False,,Q5932922
Q5932922,1921-01-01,1928-12-31,,förste vice talman,,speaker,1,,1853-04-20,1928-07-13,man,,Stockholm,herman lamm,True,,Q5932922
Q5932922,1921-01-01,1928-12-31,,förste vice talman,,speaker,1,,1853-04-20,1928-07-13,man,,Stockholm,lamm,False,,Q5932922
Q5938123,1885-01-01,1887-12-31,,vice talman,Första kammarens protektionistiska parti,speaker,2,,1838-01-17,1896-09-12,man,,Västannor,larsson,False,,Q5938123
Q5938123,1885-01-01,1887-12-31,,vice talman,Första kammarens protektionistiska parti,speaker,2,,1838-01-17,1896-09-12,man,,Västannor,liss olof larsson,True,,Q5938123
Q5938123,1885-01-01,1887-12-31,,vice talman,Nya lantmannapartiet,speaker,2,,1838-01-17,1896-09-12,man,,Västannor,larsson,False,,Q5938123
Q5938123,1885-01-01,1887-12-31,,vice talman,Nya lantmannapartiet,speaker,2,,1838-01-17,1896-09-12,man,,Västannor,liss olof larsson,True,,Q5938123
Q5938123,1885-01-01,1887-12-31,,vice talman,,speaker,2,,1838-01-17,1896-09-12,man,,Västannor,larsson,False,,Q5938123
Q5938123,1885-01-01,1887-12-31,,vice talman,,speaker,2,,1838-01-17,1896-09-12,man,,Västannor,liss olof larsson,True,,Q5938123
Q5938123,1889-01-01,1890-12-31,,vice talman,Första kammarens protektionistiska parti,speaker,2,,1838-01-17,1896-09-12,man,,Västannor,larsson,False,,Q5938123
Q5938123,1889-01-01,1890-12-31,,vice talman,Första kammarens protektionistiska parti,speaker,2,,1838-01-17,1896-09-12,man,,Västannor,liss olof larsson,True,,Q5938123
Q5938123,1889-01-01,1890-12-31,,vice talman,,speaker,2,,1838-01-17,1896-09-12,man,,Västannor,larsson,False,,Q5938123
Q5938123,1889-01-01,1890-12-31,,vice talman,,speaker,2,,1838-01-17,1896-09-12,man,,Västannor,liss olof larsson,True,,Q5938123
Q5962251,1953-01-01,1958-12-31,,andre vice talman,Bondeförbundet,speaker,1,,1892-12-05,1972-05-02,man,,Hammarby,gunnar lodenius,True,C,Q5962251
Q5962251,1953-01-01,1958-12-31,,andre vice talman,Bondeförbundet,speaker,1,,1892-12-05,1972-05-02,man,,Hammarby,lodenius,False,C,Q5962251
Q5962251,1953-01-01,1958-12-31,,andre vice talman,Bondeförbundet,speaker,1,,1892-12-05,1972-05-02,man,,Hammarby,viktor gunnar lodenius,False,C,Q5962251
Q5971892,1933-01-01,1934-12-31,,andre vice talman,Högerns riksdagsgrupp,speaker,2,,1864-10-29,1939-08-23,man,,Tumhult,ernst otto magnusson,False,,Q5971892
Q5971892,1933-01-01,1934-12-31,,andre vice talman,Högerns riksdagsgrupp,speaker,2,,1864-10-29,1939-08-23,man,,Tumhult,magnusson,False,,Q5971892
Q5971892,1933-01-01,1934-12-31,,andre vice talman,Högerns riksdagsgrupp,speaker,2,,1864-10-29,1939-08-23,man,,Tumhult,otto magnusson,True,,Q5971892
Q5971892,1933-01-01,1934-12-31,,andre vice talman,,speaker,2,,1864-10-29,1939-08-23,man,,Tumhult,ernst otto magnusson,False,,Q5971892
Q5971892,1933-01-01,1934-12-31,,andre vice talman,,speaker,2,,1864-10-29,1939-08-23,man,,Tumhult,magnusson,False,,Q5971892
Q5971892,1933-01-01,1934-12-31,,andre vice talman,,speaker,2,,1864-10-29,1939-08-23,man,,Tumhult,otto magnusson,True,,Q5971892
Q5971892,1935-01-01,1936-12-31,,förste vice talman,,speaker,2,,1864-10-29,1939-08-23,man,,Tumhult,ernst otto magnusson,False,,Q5971892
Q5971892,1935-01-01,1936-12-31,,förste vice talman,,speaker,2,,1864-10-29,1939-08-23,man,,Tumhult,magnusson,False,,Q5971892
Q5971892,1935-01-01,1936-12-31,,förste vice talman,,speaker,2,,1864-10-29,1939-08-23,man,,Tumhult,otto magnusson,True,,Q5971892
Q5972050,1937-01-01,1940-12-31,,andre vice talman,,speaker,2,,1877-12-17,1961-02-24,man,,Skövde,karl hilding magnusson,False,,Q5972050
Q5972050,1937-01-01,1940-12-31,,andre vice talman,,speaker,2,,1877-12-17,1961-02-24,man,,Skövde,karl magnusson,True,,Q5972050
Q5972050,1937-01-01,1940-12-31,,andre vice talman,,speaker,2,,1877-12-17,1961-02-24,man,,Skövde,magnusson,False,,Q5972050
Q5972050,1940-01-01,1948-12-31,,förste vice talman,,speaker,2,,1877-12-17,1961-02-24,man,,Skövde,karl hilding magnusson,False,,Q5972050
Q5972050,1940-01-01,1948-12-31,,förste vice talman,,speaker,2,,1877-12-17,1961-02-24,man,,Skövde,karl magnusson,True,,Q5972050
