person_id,end,start,government,role,born,dead,gender,riksdagen_guid,riksdagen_id,location,name
Q2494607,2022-12-31,2021-11-30,Regeringen Andersson,näringsminister,1964-12-26,,man,,354791692918.0,,thorwaldsson
Q2518893,1880-08-27,1878-11-01,Regeringen De Geer d.ä. III,ecklesiastikminister,1822-11-02,1912-09-12,man,,,,carl gustaf malmström
Q2518893,1880-08-27,1878-11-01,Regeringen Posse,ecklesiastikminister,1822-11-02,1912-09-12,man,,,,carl gustaf malmström
Q253640,2010-10-05,2006-10-06,Regeringen Reinfeldt,Statsministerns ställföretädare,1955-08-09,,woman,055b6e82-a39b-4037-99bd-be4c3b1f6b09,356767744510.0,,maud elisabeth olofsson
Q253640,2010-10-05,2006-10-06,Regeringen Reinfeldt,Statsministerns ställföretädare,1955-08-09,,woman,055b6e82-a39b-4037-99bd-be4c3b1f6b09,356767744510.0,,maud olofsson
Q253640,2011-09-29,2006-10-06,Regeringen Reinfeldt,energiminister,1955-08-09,,woman,055b6e82-a39b-4037-99bd-be4c3b1f6b09,356767744510.0,,maud elisabeth olofsson
Q253640,2011-09-29,2006-10-06,Regeringen Reinfeldt,energiminister,1955-08-09,,woman,055b6e82-a39b-4037-99bd-be4c3b1f6b09,356767744510.0,,maud olofsson
Q253640,2011-09-29,2010-10-06,Regeringen Reinfeldt,näringsminister,1955-08-09,,woman,055b6e82-a39b-4037-99bd-be4c3b1f6b09,356767744510.0,,maud elisabeth olofsson
Q253640,2011-09-29,2010-10-06,Regeringen Reinfeldt,näringsminister,1955-08-09,,woman,055b6e82-a39b-4037-99bd-be4c3b1f6b09,356767744510.0,,maud olofsson
Q253640,2011-09-29,2006-10-06,Regeringen Reinfeldt,näringsminister,1955-08-09,,woman,055b6e82-a39b-4037-99bd-be4c3b1f6b09,356767744510.0,,maud elisabeth olofsson
Q253640,2011-09-29,2006-10-06,Regeringen Reinfeldt,näringsminister,1955-08-09,,woman,055b6e82-a39b-4037-99bd-be4c3b1f6b09,356767744510.0,,maud olofsson
Q263366,1976-11-24,1976-10-08,Regeringen Fälldin I,finansminister,1911-01-15,1997-08-12,man,e83f1e68-0437-4f7a-a910-efaa7700d843,389619060499.0,Stockholm,bo gösta bohman
Q263366,1976-11-24,1976-10-08,Regeringen Fälldin I,finansminister,1911-01-15,1997-08-12,man,e83f1e68-0437-4f7a-a910-efaa7700d843,389619060499.0,Stockholm,bohman
Q263366,1976-11-24,1976-10-08,Regeringen Fälldin I,finansminister,1911-01-15,1997-08-12,man,e83f1e68-0437-4f7a-a910-efaa7700d843,389619060499.0,Stockholm,gösta bohman
Q263366,1976-11-25,1976-10-08,Regeringen Fälldin I,finansminister,1911-01-15,1997-08-12,man,e83f1e68-0437-4f7a-a910-efaa7700d843,389619060499.0,Stockholm,bo gösta bohman
Q263366,1976-11-25,1976-10-08,Regeringen Fälldin I,finansminister,1911-01-15,1997-08-12,man,e83f1e68-0437-4f7a-a910-efaa7700d843,389619060499.0,Stockholm,bohman
Q263366,1976-11-25,1976-10-08,Regeringen Fälldin I,finansminister,1911-01-15,1997-08-12,man,e83f1e68-0437-4f7a-a910-efaa7700d843,389619060499.0,Stockholm,gösta bohman
Q263366,1978-10-18,1976-11-25,Regeringen Fälldin I,ekonomiminister,1911-01-15,1997-08-12,man,e83f1e68-0437-4f7a-a910-efaa7700d843,389619060499.0,Stockholm,bo gösta bohman
Q263366,1978-10-18,1976-11-25,Regeringen Fälldin I,ekonomiminister,1911-01-15,1997-08-12,man,e83f1e68-0437-4f7a-a910-efaa7700d843,389619060499.0,Stockholm,bohman
Q263366,1978-10-18,1976-11-25,Regeringen Fälldin I,ekonomiminister,1911-01-15,1997-08-12,man,e83f1e68-0437-4f7a-a910-efaa7700d843,389619060499.0,Stockholm,gösta bohman
Q263366,1981-05-05,1979-10-12,Regeringen Fälldin II,ekonomiminister,1911-01-15,1997-08-12,man,e83f1e68-0437-4f7a-a910-efaa7700d843,389619060499.0,Stockholm,bo gösta bohman
Q263366,1981-05-05,1979-10-12,Regeringen Fälldin II,ekonomiminister,1911-01-15,1997-08-12,man,e83f1e68-0437-4f7a-a910-efaa7700d843,389619060499.0,Stockholm,bohman
Q263366,1981-05-05,1979-10-12,Regeringen Fälldin II,ekonomiminister,1911-01-15,1997-08-12,man,e83f1e68-0437-4f7a-a910-efaa7700d843,389619060499.0,Stockholm,gösta bohman
Q271230,2016-05-25,2014-10-03,Regeringen Löfven I,miljöminister,1972-03-22,,woman,898afd1c-84a1-46f5-ab95-a84648831d0c,951854268017.0,,åsa elisabeth romson
Q271230,2016-05-25,2014-10-03,Regeringen Löfven I,miljöminister,1972-03-22,,woman,898afd1c-84a1-46f5-ab95-a84648831d0c,951854268017.0,,åsa romson
Q271235,2010-10-05,2006-10-06,Regeringen Reinfeldt,infrastrukturminister,1958-03-25,,woman,d7c32743-83e4-11d4-ae60-0050040c9b55,183788551910.0,,åsa torstensson
Q271235,2010-10-05,2006-10-06,Regeringen Reinfeldt,infrastrukturminister,1958-03-25,,woman,d7c32743-83e4-11d4-ae60-0050040c9b55,183788551910.0,,åsa britt maria torstensson
Q273408,1994-10-07,1991-10-04,Regeringen Carl Bildt,finansminister,1943-10-13,2000-03-14,woman,9f1bdb7f-5ff7-420e-bfd9-76527d5ce56c,201502585302.0,,ann wibble
Q273408,1994-10-07,1991-10-04,Regeringen Carl Bildt,finansminister,1943-10-13,2000-03-14,woman,9f1bdb7f-5ff7-420e-bfd9-76527d5ce56c,201502585302.0,,anne marie ohlin
Q273408,1994-10-07,1991-10-04,Regeringen Carl Bildt,finansminister,1943-10-13,2000-03-14,woman,9f1bdb7f-5ff7-420e-bfd9-76527d5ce56c,201502585302.0,,anne marie wibble
Q273408,1994-10-07,1991-10-04,Regeringen Carl Bildt,finansminister,1943-10-13,2000-03-14,woman,9f1bdb7f-5ff7-420e-bfd9-76527d5ce56c,201502585302.0,,anne wibble
Q2740012,2019-01-19,2014-10-03,Regeringen Löfven I,statsminister,1957-07-21,,man,ac737989-5fa0-44bc-ad69-c1a0ddba71bb,218878014918.0,,kjell stefan löfven
Q2740012,2019-01-19,2014-10-03,Regeringen Löfven I,statsminister,1957-07-21,,man,ac737989-5fa0-44bc-ad69-c1a0ddba71bb,218878014918.0,,stefan löfven
Q2740012,2019-01-19,2014-10-03,Regeringen Löfven I,statsminister,1957-07-21,,man,ac737989-5fa0-44bc-ad69-c1a0ddba71bb,218878014918.0,,stefan löfvén
Q2740012,2021-07-09,2019-01-21,Regeringen Löfven II,statsminister,1957-07-21,,man,ac737989-5fa0-44bc-ad69-c1a0ddba71bb,218878014918.0,,kjell stefan löfven
Q2740012,2021-07-09,2019-01-21,Regeringen Löfven II,statsminister,1957-07-21,,man,ac737989-5fa0-44bc-ad69-c1a0ddba71bb,218878014918.0,,stefan löfven
Q2740012,2021-07-09,2019-01-21,Regeringen Löfven II,statsminister,1957-07-21,,man,ac737989-5fa0-44bc-ad69-c1a0ddba71bb,218878014918.0,,stefan löfvén
Q2740012,2021-11-30,2021-07-09,Regeringen Löfven III,statsminister,1957-07-21,,man,ac737989-5fa0-44bc-ad69-c1a0ddba71bb,218878014918.0,,kjell stefan löfven
Q2740012,2021-11-30,2021-07-09,Regeringen Löfven III,statsminister,1957-07-21,,man,ac737989-5fa0-44bc-ad69-c1a0ddba71bb,218878014918.0,,stefan löfven
Q2740012,2021-11-30,2021-07-09,Regeringen Löfven III,statsminister,1957-07-21,,man,ac737989-5fa0-44bc-ad69-c1a0ddba71bb,218878014918.0,,stefan löfvén
Q291648,1991-10-04,1988-10-04,Regeringen Carlsson I,justitieminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,laila freivalds
Q291648,1991-10-04,1988-10-04,Regeringen Carlsson I,justitieminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,laila ligita freivalds
Q291648,1991-10-04,1988-10-04,Regeringen Carlsson I,justitieminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,leila freivalds
Q291648,1991-10-04,1988-10-04,Regeringen Carlsson II,justitieminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,laila freivalds
Q291648,1991-10-04,1988-10-04,Regeringen Carlsson II,justitieminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,laila ligita freivalds
Q291648,1991-10-04,1988-10-04,Regeringen Carlsson II,justitieminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,leila freivalds
Q291648,2000-09-21,1994-10-07,Regeringen Carlsson III,justitieminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,laila freivalds
Q291648,2000-09-21,1994-10-07,Regeringen Carlsson III,justitieminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,laila ligita freivalds
Q291648,2000-09-21,1994-10-07,Regeringen Carlsson III,justitieminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,leila freivalds
Q291648,2000-09-21,1994-10-07,Regeringen Persson,justitieminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,laila freivalds
Q291648,2000-09-21,1994-10-07,Regeringen Persson,justitieminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,laila ligita freivalds
Q291648,2000-09-21,1994-10-07,Regeringen Persson,justitieminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,leila freivalds
Q291648,2000-09-21,1996-03-22,Regeringen Persson,justitieminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,laila freivalds
Q291648,2000-09-21,1996-03-22,Regeringen Persson,justitieminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,laila ligita freivalds
Q291648,2000-09-21,1996-03-22,Regeringen Persson,justitieminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,leila freivalds
Q291648,2004-11-01,2004-10-01,Regeringen Persson,Statsministerns ställföretädare,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,laila freivalds
Q291648,2004-11-01,2004-10-01,Regeringen Persson,Statsministerns ställföretädare,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,laila ligita freivalds
Q291648,2004-11-01,2004-10-01,Regeringen Persson,Statsministerns ställföretädare,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,leila freivalds
Q291648,2006-03-21,2003-10-10,Regeringen Persson,utrikesminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,laila freivalds
Q291648,2006-03-21,2003-10-10,Regeringen Persson,utrikesminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,laila ligita freivalds
Q291648,2006-03-21,2003-10-10,Regeringen Persson,utrikesminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,leila freivalds
Q291648,1990-02-27,1988-10-04,Regeringen Carlsson I,justitieminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,laila freivalds
Q291648,1990-02-27,1988-10-04,Regeringen Carlsson I,justitieminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,laila ligita freivalds
Q291648,1990-02-27,1988-10-04,Regeringen Carlsson I,justitieminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,leila freivalds
Q291648,1991-10-04,1990-02-27,Regeringen Carlsson II,justitieminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,laila freivalds
Q291648,1991-10-04,1990-02-27,Regeringen Carlsson II,justitieminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,laila ligita freivalds
Q291648,1991-10-04,1990-02-27,Regeringen Carlsson II,justitieminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,leila freivalds
Q291648,1996-03-22,1994-10-07,Regeringen Carlsson III,justitieminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,laila freivalds
Q291648,1996-03-22,1994-10-07,Regeringen Carlsson III,justitieminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,laila ligita freivalds
Q291648,1996-03-22,1994-10-07,Regeringen Carlsson III,justitieminister,1942-06-22,,woman,ae02dcf8-54ca-40cb-90db-4b881e214ea9,23712446506.0,,leila freivalds
Q2938797,2006-04-24,2006-03-27,Regeringen Persson,utrikesminister,1964-08-03,,woman,835fee43-32d7-4f36-9489-11c05b580ef4,882001830516.0,,carin jämtin
Q2938797,2006-10-06,2003-10-10,Regeringen Persson,biståndsminister,1964-08-03,,woman,835fee43-32d7-4f36-9489-11c05b580ef4,882001830516.0,,carin jämtin
Q2941786,2012-04-18,2012-03-29,Regeringen Reinfeldt,försvarsminister,1965-11-23,,woman,d7c3241f-83e4-11d4-ae60-0050040c9b55,64601872511.0,,catharina elmsäter svärd
Q2941786,2012-04-18,2012-03-29,Regeringen Reinfeldt,försvarsminister,1965-11-23,,woman,d7c3241f-83e4-11d4-ae60-0050040c9b55,64601872511.0,,catharina sabine maria laurine elmsäter svärd
Q2941786,2014-10-02,2010-10-05,Regeringen Reinfeldt,infrastrukturminister,1965-11-23,,woman,d7c3241f-83e4-11d4-ae60-0050040c9b55,64601872511.0,,catharina elmsäter svärd
Q2941786,2014-10-02,2010-10-05,Regeringen Reinfeldt,infrastrukturminister,1965-11-23,,woman,d7c3241f-83e4-11d4-ae60-0050040c9b55,64601872511.0,,catharina sabine maria laurine elmsäter svärd
Q2941786,2014-10-03,2010-10-05,Regeringen Reinfeldt,infrastrukturminister,1965-11-23,,woman,d7c3241f-83e4-11d4-ae60-0050040c9b55,64601872511.0,,catharina elmsäter svärd
Q2941786,2014-10-03,2010-10-05,Regeringen Reinfeldt,infrastrukturminister,1965-11-23,,woman,d7c3241f-83e4-11d4-ae60-0050040c9b55,64601872511.0,,catharina sabine maria laurine elmsäter svärd
Q2944347,1860-11-02,1858-05-04,Regeringen De Geer d.ä. I,konsultativt statsråd,1814-02-25,1887-04-18,man,,,Stockholm,gerhard lagerstråle
Q2944347,1860-11-02,1858-05-04,Regeringen De Geer d.ä. I,konsultativt statsråd,1814-02-25,1887-04-18,man,,,Stockholm,henrik gerhard lagerstråle
Q2944347,1860-11-02,1858-05-04,Regeringen De Geer d.ä. I,konsultativt statsråd,1814-02-25,1887-04-18,man,,,Stockholm,lagerstråle
Q2944347,1868-06-01,1860-11-02,Regeringen De Geer d.ä. I,civilminister,1814-02-25,1887-04-18,man,,,Stockholm,gerhard lagerstråle
Q2944347,1868-06-01,1860-11-02,Regeringen De Geer d.ä. I,civilminister,1814-02-25,1887-04-18,man,,,Stockholm,henrik gerhard lagerstråle
Q2944347,1868-06-01,1860-11-02,Regeringen De Geer d.ä. I,civilminister,1814-02-25,1887-04-18,man,,,Stockholm,lagerstråle
Q2944347,1879-06-06,1875-05-11,Regeringen De Geer d.ä. II,konsultativt statsråd,1814-02-25,1887-04-18,man,,,Stockholm,gerhard lagerstråle
Q2944347,1879-06-06,1875-05-11,Regeringen De Geer d.ä. II,konsultativt statsråd,1814-02-25,1887-04-18,man,,,Stockholm,henrik gerhard lagerstråle
Q2944347,1879-06-06,1875-05-11,Regeringen De Geer d.ä. II,konsultativt statsråd,1814-02-25,1887-04-18,man,,,Stockholm,lagerstråle
Q2944347,1879-06-06,1875-05-11,Regeringen De Geer d.ä. III,konsultativt statsråd,1814-02-25,1887-04-18,man,,,Stockholm,gerhard lagerstråle
Q2944347,1879-06-06,1875-05-11,Regeringen De Geer d.ä. III,konsultativt statsråd,1814-02-25,1887-04-18,man,,,Stockholm,henrik gerhard lagerstråle
Q2944347,1879-06-06,1875-05-11,Regeringen De Geer d.ä. III,konsultativt statsråd,1814-02-25,1887-04-18,man,,,Stockholm,lagerstråle
Q297275,1979-10-12,1978-10-18,Regeringen Ullsten,utrikesminister,1928-06-28,,man,,,,hans blix
Q297275,1979-10-12,1978-10-18,Regeringen Ullsten,utrikesminister,1928-06-28,,man,,,,hans martin blix
Q297275,1979-10-12,1978-10-18,Regeringen Ullsten,biståndsminister,1928-06-28,,man,,,,hans blix
Q297275,1979-10-12,1978-10-18,Regeringen Ullsten,biståndsminister,1928-06-28,,man,,,,hans martin blix
Q297821,2010-10-05,2006-10-24,Regeringen Reinfeldt,samfundsminister,1955-11-24,,woman,709cb0ba-8fba-46fb-abe9-fe31a3d9fb8c,427127522211.0,,adelsohn liljeroth
Q297821,2010-10-05,2006-10-24,Regeringen Reinfeldt,samfundsminister,1955-11-24,,woman,709cb0ba-8fba-46fb-abe9-fe31a3d9fb8c,427127522211.0,,lena adelsohn liljeroth
Q297821,2010-10-05,2006-10-24,Regeringen Reinfeldt,samfundsminister,1955-11-24,,woman,709cb0ba-8fba-46fb-abe9-fe31a3d9fb8c,427127522211.0,,lena adelson liljeroth
Q297821,2010-10-05,2006-10-24,Regeringen Reinfeldt,samfundsminister,1955-11-24,,woman,709cb0ba-8fba-46fb-abe9-fe31a3d9fb8c,427127522211.0,,lena elisabeth adelsohn liljeroth
Q297821,2010-10-05,2006-10-24,Regeringen Reinfeldt,samfundsminister,1955-11-24,,woman,709cb0ba-8fba-46fb-abe9-fe31a3d9fb8c,427127522211.0,,lena liljeroth
Q297821,2014-10-03,2006-10-24,Regeringen Reinfeldt,idrottsminister,1955-11-24,,woman,709cb0ba-8fba-46fb-abe9-fe31a3d9fb8c,427127522211.0,,adelsohn liljeroth
Q297821,2014-10-03,2006-10-24,Regeringen Reinfeldt,idrottsminister,1955-11-24,,woman,709cb0ba-8fba-46fb-abe9-fe31a3d9fb8c,427127522211.0,,lena adelsohn liljeroth
Q297821,2014-10-03,2006-10-24,Regeringen Reinfeldt,idrottsminister,1955-11-24,,woman,709cb0ba-8fba-46fb-abe9-fe31a3d9fb8c,427127522211.0,,lena adelson liljeroth
Q297821,2014-10-03,2006-10-24,Regeringen Reinfeldt,idrottsminister,1955-11-24,,woman,709cb0ba-8fba-46fb-abe9-fe31a3d9fb8c,427127522211.0,,lena elisabeth adelsohn liljeroth
Q297821,2014-10-03,2006-10-24,Regeringen Reinfeldt,idrottsminister,1955-11-24,,woman,709cb0ba-8fba-46fb-abe9-fe31a3d9fb8c,427127522211.0,,lena liljeroth
Q297821,2014-10-03,2006-10-24,Regeringen Reinfeldt,kulturminister,1955-11-24,,woman,709cb0ba-8fba-46fb-abe9-fe31a3d9fb8c,427127522211.0,,adelsohn liljeroth
Q297821,2014-10-03,2006-10-24,Regeringen Reinfeldt,kulturminister,1955-11-24,,woman,709cb0ba-8fba-46fb-abe9-fe31a3d9fb8c,427127522211.0,,lena adelsohn liljeroth
Q297821,2014-10-03,2006-10-24,Regeringen Reinfeldt,kulturminister,1955-11-24,,woman,709cb0ba-8fba-46fb-abe9-fe31a3d9fb8c,427127522211.0,,lena adelson liljeroth
Q297821,2014-10-03,2006-10-24,Regeringen Reinfeldt,kulturminister,1955-11-24,,woman,709cb0ba-8fba-46fb-abe9-fe31a3d9fb8c,427127522211.0,,lena elisabeth adelsohn liljeroth
Q297821,2014-10-03,2006-10-24,Regeringen Reinfeldt,kulturminister,1955-11-24,,woman,709cb0ba-8fba-46fb-abe9-fe31a3d9fb8c,427127522211.0,,lena liljeroth
Q297821,2014-10-03,2006-10-24,Regeringen Reinfeldt,samfundsminister,1955-11-24,,woman,709cb0ba-8fba-46fb-abe9-fe31a3d9fb8c,427127522211.0,,adelsohn liljeroth
Q297821,2014-10-03,2006-10-24,Regeringen Reinfeldt,samfundsminister,1955-11-24,,woman,709cb0ba-8fba-46fb-abe9-fe31a3d9fb8c,427127522211.0,,lena adelsohn liljeroth
Q297821,2014-10-03,2006-10-24,Regeringen Reinfeldt,samfundsminister,1955-11-24,,woman,709cb0ba-8fba-46fb-abe9-fe31a3d9fb8c,427127522211.0,,lena adelson liljeroth
Q297821,2014-10-03,2006-10-24,Regeringen Reinfeldt,samfundsminister,1955-11-24,,woman,709cb0ba-8fba-46fb-abe9-fe31a3d9fb8c,427127522211.0,,lena elisabeth adelsohn liljeroth
Q297821,2014-10-03,2006-10-24,Regeringen Reinfeldt,samfundsminister,1955-11-24,,woman,709cb0ba-8fba-46fb-abe9-fe31a3d9fb8c,427127522211.0,,lena liljeroth
Q297850,1994-10-07,1991-10-04,Regeringen Carl Bildt,skolminister,1956-04-20,,woman,d7c31ae1-83e4-11d4-ae60-0050040c9b55,262017901513.0,,beatrice ask
Q297850,1994-10-07,1991-10-04,Regeringen Carl Bildt,skolminister,1956-04-20,,woman,d7c31ae1-83e4-11d4-ae60-0050040c9b55,262017901513.0,,beatris ask
Q297850,2014-10-03,2006-10-06,Regeringen Reinfeldt,justitieminister,1956-04-20,,woman,d7c31ae1-83e4-11d4-ae60-0050040c9b55,262017901513.0,,beatrice ask
Q297850,2014-10-03,2006-10-06,Regeringen Reinfeldt,justitieminister,1956-04-20,,woman,d7c31ae1-83e4-11d4-ae60-0050040c9b55,262017901513.0,,beatris ask
Q298317,1920-03-10,1917-10-19,Regeringen Edén,konsultativt statsråd,1886-08-25,1974-01-14,man,,,,bo östen undén
Q298317,1920-03-10,1917-10-19,Regeringen Edén,konsultativt statsråd,1886-08-25,1974-01-14,man,,,,oesten unden
Q298317,1920-03-10,1917-10-19,Regeringen Edén,konsultativt statsråd,1886-08-25,1974-01-14,man,,,,östen unden
Q298317,1920-03-10,1917-10-19,Regeringen Edén,konsultativt statsråd,1886-08-25,1974-01-14,man,,,,östen undén
Q298317,1920-06-30,1920-03-10,Regeringen Branting I,justitieminister,1886-08-25,1974-01-14,man,,,,bo östen undén
Q298317,1920-06-30,1920-03-10,Regeringen Branting I,justitieminister,1886-08-25,1974-01-14,man,,,,oesten unden
Q298317,1920-06-30,1920-03-10,Regeringen Branting I,justitieminister,1886-08-25,1974-01-14,man,,,,östen unden
Q298317,1920-06-30,1920-03-10,Regeringen Branting I,justitieminister,1886-08-25,1974-01-14,man,,,,östen undén
Q298317,1926-06-07,1924-10-18,Regeringen Branting III,utrikesminister,1886-08-25,1974-01-14,man,,,,bo östen undén
Q298317,1926-06-07,1924-10-18,Regeringen Branting III,utrikesminister,1886-08-25,1974-01-14,man,,,,oesten unden
Q298317,1926-06-07,1924-10-18,Regeringen Branting III,utrikesminister,1886-08-25,1974-01-14,man,,,,östen unden
Q298317,1926-06-07,1924-10-18,Regeringen Branting III,utrikesminister,1886-08-25,1974-01-14,man,,,,östen undén
Q298317,1926-06-07,1924-10-18,Regeringen Sandler,utrikesminister,1886-08-25,1974-01-14,man,,,,bo östen undén
Q298317,1926-06-07,1924-10-18,Regeringen Sandler,utrikesminister,1886-08-25,1974-01-14,man,,,,oesten unden
Q298317,1926-06-07,1924-10-18,Regeringen Sandler,utrikesminister,1886-08-25,1974-01-14,man,,,,östen unden
Q298317,1926-06-07,1924-10-18,Regeringen Sandler,utrikesminister,1886-08-25,1974-01-14,man,,,,östen undén
Q298317,1936-06-19,1932-09-24,Regeringen Hansson I,konsultativt statsråd,1886-08-25,1974-01-14,man,,,,bo östen undén
Q298317,1936-06-19,1932-09-24,Regeringen Hansson I,konsultativt statsråd,1886-08-25,1974-01-14,man,,,,oesten unden
Q298317,1936-06-19,1932-09-24,Regeringen Hansson I,konsultativt statsråd,1886-08-25,1974-01-14,man,,,,östen unden
Q298317,1936-06-19,1932-09-24,Regeringen Hansson I,konsultativt statsråd,1886-08-25,1974-01-14,man,,,,östen undén
Q298317,1962-09-19,1945-07-31,Regeringen Erlander I,utrikesminister,1886-08-25,1974-01-14,man,,,,bo östen undén
Q298317,1962-09-19,1945-07-31,Regeringen Erlander I,utrikesminister,1886-08-25,1974-01-14,man,,,,oesten unden
Q298317,1962-09-19,1945-07-31,Regeringen Erlander I,utrikesminister,1886-08-25,1974-01-14,man,,,,östen unden
Q298317,1962-09-19,1945-07-31,Regeringen Erlander I,utrikesminister,1886-08-25,1974-01-14,man,,,,östen undén
Q298317,1962-09-19,1945-07-31,Regeringen Erlander II,utrikesminister,1886-08-25,1974-01-14,man,,,,bo östen undén
Q298317,1962-09-19,1945-07-31,Regeringen Erlander II,utrikesminister,1886-08-25,1974-01-14,man,,,,oesten unden
Q298317,1962-09-19,1945-07-31,Regeringen Erlander II,utrikesminister,1886-08-25,1974-01-14,man,,,,östen unden
Q298317,1962-09-19,1945-07-31,Regeringen Erlander II,utrikesminister,1886-08-25,1974-01-14,man,,,,östen undén
Q298317,1962-09-19,1945-07-31,Regeringen Erlander III,utrikesminister,1886-08-25,1974-01-14,man,,,,bo östen undén
Q298317,1962-09-19,1945-07-31,Regeringen Erlander III,utrikesminister,1886-08-25,1974-01-14,man,,,,oesten unden
Q298317,1962-09-19,1945-07-31,Regeringen Erlander III,utrikesminister,1886-08-25,1974-01-14,man,,,,östen unden
Q298317,1962-09-19,1945-07-31,Regeringen Erlander III,utrikesminister,1886-08-25,1974-01-14,man,,,,östen undén
Q298317,1962-09-19,1945-07-31,Regeringen Hansson IV,utrikesminister,1886-08-25,1974-01-14,man,,,,bo östen undén
Q298317,1962-09-19,1945-07-31,Regeringen Hansson IV,utrikesminister,1886-08-25,1974-01-14,man,,,,oesten unden
Q298317,1962-09-19,1945-07-31,Regeringen Hansson IV,utrikesminister,1886-08-25,1974-01-14,man,,,,östen unden
Q298317,1962-09-19,1945-07-31,Regeringen Hansson IV,utrikesminister,1886-08-25,1974-01-14,man,,,,östen undén
Q298317,1925-01-24,1924-10-14,Regeringen Branting III,utrikesminister,1886-08-25,1974-01-14,man,,,,bo östen undén
Q298317,1925-01-24,1924-10-14,Regeringen Branting III,utrikesminister,1886-08-25,1974-01-14,man,,,,oesten unden
Q298317,1925-01-24,1924-10-14,Regeringen Branting III,utrikesminister,1886-08-25,1974-01-14,man,,,,östen unden
Q298317,1925-01-24,1924-10-14,Regeringen Branting III,utrikesminister,1886-08-25,1974-01-14,man,,,,östen undén
Q298317,1951-10-01,1946-10-11,Regeringen Erlander I,utrikesminister,1886-08-25,1974-01-14,man,,,,bo östen undén
Q298317,1951-10-01,1946-10-11,Regeringen Erlander I,utrikesminister,1886-08-25,1974-01-14,man,,,,oesten unden
Q298317,1951-10-01,1946-10-11,Regeringen Erlander I,utrikesminister,1886-08-25,1974-01-14,man,,,,östen unden
Q298317,1951-10-01,1946-10-11,Regeringen Erlander I,utrikesminister,1886-08-25,1974-01-14,man,,,,östen undén
Q298317,1946-10-06,1945-07-31,Regeringen Hansson IV,utrikesminister,1886-08-25,1974-01-14,man,,,,bo östen undén
Q298317,1946-10-06,1945-07-31,Regeringen Hansson IV,utrikesminister,1886-08-25,1974-01-14,man,,,,oesten unden
Q298317,1946-10-06,1945-07-31,Regeringen Hansson IV,utrikesminister,1886-08-25,1974-01-14,man,,,,östen unden
Q298317,1946-10-06,1945-07-31,Regeringen Hansson IV,utrikesminister,1886-08-25,1974-01-14,man,,,,östen undén
Q3054681,1859-01-29,1858-04-27,Regeringen De Geer d.ä. I,konsultativt statsråd,1814-01-16,1886-01-15,man,,,Hedenlunda,hamilton
