protocol;date
corpus/protocols/1918/prot-1918--fk--47.xml;1918-06-08
corpus/protocols/1918/prot-1918--fk--48.xml;1918-06-03
corpus/protocols/1918/prot-1918--fk--48.xml;1918-06-05
corpus/protocols/1918/prot-1918--fk--48.xml;1918-06-08
corpus/protocols/1918/prot-1918--fk--48.xml;1918-06-09
corpus/protocols/1918/prot-1918--fk--49.xml;1918-06-10
corpus/protocols/1918/prot-1918--fk--5.xml;1918-01-23
corpus/protocols/1918/prot-1918--fk--5.xml;1918-01-25
corpus/protocols/1918/prot-1918--fk--5.xml;1918-01-26
corpus/protocols/1918/prot-1918--fk--50.xml;1918-06-10
corpus/protocols/1918/prot-1918--fk--50.xml;1918-06-11
corpus/protocols/1918/prot-1918--fk--50.xml;1918-07-01
corpus/protocols/1918/prot-1918--fk--51.xml;1918-06-12
corpus/protocols/1918/prot-1918--fk--52.xml;1918-05-12
corpus/protocols/1918/prot-1918--fk--52.xml;1918-06-12
corpus/protocols/1918/prot-1918--fk--52.xml;1918-06-29
corpus/protocols/1918/prot-1918--fk--53.xml;1918-06-13
corpus/protocols/1918/prot-1918--fk--53.xml;1918-06-15
corpus/protocols/1918/prot-1918--fk--53.xml;1918-06-18
corpus/protocols/1918/prot-1918--fk--54.xml;1918-06-14
corpus/protocols/1918/prot-1918--fk--55.xml;1918-06-04
corpus/protocols/1918/prot-1918--fk--55.xml;1918-06-07
corpus/protocols/1918/prot-1918--fk--55.xml;1918-06-14
corpus/protocols/1918/prot-1918--fk--56.xml;1918-06-15
corpus/protocols/1918/prot-1918--fk--56.xml;1918-06-18
corpus/protocols/1918/prot-1918--fk--57.xml;1918-06-17
corpus/protocols/1918/prot-1918--fk--58.xml;1918-06-18
corpus/protocols/1918/prot-1918--fk--58.xml;1918-06-19
corpus/protocols/1918/prot-1918--fk--58.xml;1918-06-20
corpus/protocols/1918/prot-1918--fk--59.xml;1918-06-21
corpus/protocols/1918/prot-1918--fk--6.xml;1918-01-29
corpus/protocols/1918/prot-1918--fk--6.xml;1918-01-30
corpus/protocols/1918/prot-1918--fk--6.xml;1918-02-01
corpus/protocols/1918/prot-1918--fk--6.xml;1918-02-02
corpus/protocols/1918/prot-1918--fk--60.xml;1918-06-22
corpus/protocols/1918/prot-1918--fk--60.xml;1918-06-26
corpus/protocols/1918/prot-1918--fk--61.xml;1918-07-19
corpus/protocols/1918/prot-1918--fk--61.xml;1918-09-30
corpus/protocols/1918/prot-1918--fk--61.xml;1918-10-15
corpus/protocols/1918/prot-1918--fk--7.xml;1918-02-05
corpus/protocols/1918/prot-1918--fk--7.xml;1918-02-06
corpus/protocols/1918/prot-1918--fk--7.xml;1918-02-08
corpus/protocols/1918/prot-1918--fk--8.xml;1918-02-09
corpus/protocols/1918/prot-1918--fk--8.xml;1918-02-12
corpus/protocols/1918/prot-1918--fk--8.xml;1918-02-13
corpus/protocols/1918/prot-1918--fk--8.xml;1918-02-15
corpus/protocols/1918/prot-1918--fk--9.xml;1918-02-16
corpus/protocols/1918/prot-1918--fk--9.xml;1918-02-19
corpus/protocols/1918/prot-1918-urtima-ak--1.xml;1918-10-30
corpus/protocols/1918/prot-1918-urtima-ak--1.xml;1918-10-31
corpus/protocols/1918/prot-1918-urtima-ak--10.xml;1918-11-27
corpus/protocols/1918/prot-1918-urtima-ak--11.xml;1918-11-27
corpus/protocols/1918/prot-1918-urtima-ak--12.xml;1918-11-29
corpus/protocols/1918/prot-1918-urtima-ak--12.xml;1918-11-30
corpus/protocols/1918/prot-1918-urtima-ak--13.xml;1918-12-03
corpus/protocols/1918/prot-1918-urtima-ak--13.xml;1918-12-05
corpus/protocols/1918/prot-1918-urtima-ak--13.xml;1918-12-07
corpus/protocols/1918/prot-1918-urtima-ak--14.xml;1918-12-12
corpus/protocols/1918/prot-1918-urtima-ak--15.xml;1918-12-13
corpus/protocols/1918/prot-1918-urtima-ak--15.xml;1918-12-14
corpus/protocols/1918/prot-1918-urtima-ak--15.xml;1918-12-15
corpus/protocols/1918/prot-1918-urtima-ak--16.xml;1918-11-16
corpus/protocols/1918/prot-1918-urtima-ak--16.xml;1918-12-16
corpus/protocols/1918/prot-1918-urtima-ak--17.xml;1918-12-17
corpus/protocols/1918/prot-1918-urtima-ak--18.xml;1918-12-17
corpus/protocols/1918/prot-1918-urtima-ak--19.xml;1918-12-18
corpus/protocols/1918/prot-1918-urtima-ak--19.xml;1918-12-19
corpus/protocols/1918/prot-1918-urtima-ak--19.xml;1918-12-20
corpus/protocols/1918/prot-1918-urtima-ak--19.xml;1918-12-23
corpus/protocols/1918/prot-1918-urtima-ak--19.xml;1918-12-28
corpus/protocols/1918/prot-1918-urtima-ak--2.xml;1918-11-02
corpus/protocols/1918/prot-1918-urtima-ak--3.xml;1918-11-07
corpus/protocols/1918/prot-1918-urtima-ak--4.xml;1918-11-07
corpus/protocols/1918/prot-1918-urtima-ak--5.xml;1918-11-03
corpus/protocols/1918/prot-1918-urtima-ak--5.xml;1918-11-07
corpus/protocols/1918/prot-1918-urtima-ak--5.xml;1918-11-08
corpus/protocols/1918/prot-1918-urtima-ak--5.xml;1918-11-09
corpus/protocols/1918/prot-1918-urtima-ak--5.xml;1918-11-11
corpus/protocols/1918/prot-1918-urtima-ak--6.xml;1918-11-20
corpus/protocols/1918/prot-1918-urtima-ak--7.xml;1918-11-23
corpus/protocols/1918/prot-1918-urtima-ak--8.xml;1918-11-25
corpus/protocols/1918/prot-1918-urtima-ak--9.xml;1918-11-26
corpus/protocols/1918/prot-1918-urtima-fk--1.xml;1918-10-27
corpus/protocols/1918/prot-1918-urtima-fk--1.xml;1918-10-28
corpus/protocols/1918/prot-1918-urtima-fk--1.xml;1918-10-30
corpus/protocols/1918/prot-1918-urtima-fk--1.xml;1918-10-31
corpus/protocols/1918/prot-1918-urtima-fk--10.xml;1918-12-17
corpus/protocols/1918/prot-1918-urtima-fk--11.xml;1918-12-17
corpus/protocols/1918/prot-1918-urtima-fk--12.xml;1918-12-18
corpus/protocols/1918/prot-1918-urtima-fk--12.xml;1918-12-19
corpus/protocols/1918/prot-1918-urtima-fk--12.xml;1918-12-20
corpus/protocols/1918/prot-1918-urtima-fk--12.xml;1918-12-23
corpus/protocols/1918/prot-1918-urtima-fk--2.xml;1918-11-02
corpus/protocols/1918/prot-1918-urtima-fk--2.xml;1918-11-08
corpus/protocols/1918/prot-1918-urtima-fk--3.xml;1918-11-07
corpus/protocols/1918/prot-1918-urtima-fk--3.xml;1918-11-09
corpus/protocols/1918/prot-1918-urtima-fk--3.xml;1918-11-11
corpus/protocols/1918/prot-1918-urtima-fk--4.xml;1918-11-20
corpus/protocols/1918/prot-1918-urtima-fk--4.xml;1918-11-23
corpus/protocols/1918/prot-1918-urtima-fk--4.xml;1918-11-25
corpus/protocols/1918/prot-1918-urtima-fk--5.xml;1918-11-20
corpus/protocols/1918/prot-1918-urtima-fk--5.xml;1918-11-26
corpus/protocols/1918/prot-1918-urtima-fk--6.xml;1918-11-27
corpus/protocols/1918/prot-1918-urtima-fk--6.xml;1918-11-29
corpus/protocols/1918/prot-1918-urtima-fk--6.xml;1918-11-30
corpus/protocols/1918/prot-1918-urtima-fk--7.xml;1918-12-03
corpus/protocols/1918/prot-1918-urtima-fk--7.xml;1918-12-07
corpus/protocols/1918/prot-1918-urtima-fk--8.xml;1918-12-12
corpus/protocols/1918/prot-1918-urtima-fk--8.xml;1918-12-13
corpus/protocols/1918/prot-1918-urtima-fk--8.xml;1918-12-14
corpus/protocols/1918/prot-1918-urtima-fk--8.xml;1918-12-15
corpus/protocols/1918/prot-1918-urtima-fk--9.xml;1918-12-16
corpus/protocols/1919/prot-1919--ak--1.xml;1919-01-10
corpus/protocols/1919/prot-1919--ak--10.xml;1919-01-28
corpus/protocols/1919/prot-1919--ak--11.xml;1919-01-31
corpus/protocols/1919/prot-1919--ak--11.xml;1919-02-01
corpus/protocols/1919/prot-1919--ak--12.xml;1919-02-04
corpus/protocols/1919/prot-1919--ak--12.xml;1919-02-05
corpus/protocols/1919/prot-1919--ak--13.xml;1919-02-07
corpus/protocols/1919/prot-1919--ak--13.xml;1919-02-08
corpus/protocols/1919/prot-1919--ak--13.xml;1919-02-11
corpus/protocols/1919/prot-1919--ak--13.xml;1919-02-12
corpus/protocols/1919/prot-1919--ak--14.xml;1919-02-14
corpus/protocols/1919/prot-1919--ak--14.xml;1919-02-15
corpus/protocols/1919/prot-1919--ak--15.xml;1919-02-18
corpus/protocols/1919/prot-1919--ak--15.xml;1919-02-19
corpus/protocols/1919/prot-1919--ak--16.xml;1919-02-21
corpus/protocols/1919/prot-1919--ak--17.xml;1919-02-22
corpus/protocols/1919/prot-1919--ak--18.xml;1919-02-25
corpus/protocols/1919/prot-1919--ak--19.xml;1919-02-26
corpus/protocols/1919/prot-1919--ak--2.xml;1919-01-09
corpus/protocols/1919/prot-1919--ak--2.xml;1919-01-11
corpus/protocols/1919/prot-1919--ak--2.xml;1919-01-13
corpus/protocols/1919/prot-1919--ak--20.xml;1919-02-28
corpus/protocols/1919/prot-1919--ak--20.xml;1919-03-01
corpus/protocols/1919/prot-1919--ak--21.xml;1919-03-04
corpus/protocols/1919/prot-1919--ak--21.xml;1919-03-05
corpus/protocols/1919/prot-1919--ak--22.xml;1919-03-01
corpus/protocols/1919/prot-1919--ak--22.xml;1919-03-03
corpus/protocols/1919/prot-1919--ak--22.xml;1919-03-05
corpus/protocols/1919/prot-1919--ak--22.xml;1919-03-07
corpus/protocols/1919/prot-1919--ak--22.xml;1919-03-08
corpus/protocols/1919/prot-1919--ak--23.xml;1919-03-11
corpus/protocols/1919/prot-1919--ak--23.xml;1919-03-12
corpus/protocols/1919/prot-1919--ak--24.xml;1919-03-01
corpus/protocols/1919/prot-1919--ak--24.xml;1919-03-12
corpus/protocols/1919/prot-1919--ak--25.xml;1919-03-13
corpus/protocols/1919/prot-1919--ak--25.xml;1919-03-14
corpus/protocols/1919/prot-1919--ak--26.xml;1919-03-15
corpus/protocols/1919/prot-1919--ak--27.xml;1919-03-18
corpus/protocols/1919/prot-1919--ak--27.xml;1919-03-19
corpus/protocols/1919/prot-1919--ak--27.xml;1919-03-20
corpus/protocols/1919/prot-1919--ak--28.xml;1919-03-21
corpus/protocols/1919/prot-1919--ak--28.xml;1919-03-22
corpus/protocols/1919/prot-1919--ak--29.xml;1919-03-27
corpus/protocols/1919/prot-1919--ak--3.xml;1919-01-14
corpus/protocols/1919/prot-1919--ak--30.xml;1919-03-26
corpus/protocols/1919/prot-1919--ak--30.xml;1919-03-28
corpus/protocols/1919/prot-1919--ak--30.xml;1919-03-29
corpus/protocols/1919/prot-1919--ak--31.xml;1919-04-01
corpus/protocols/1919/prot-1919--ak--31.xml;1919-04-02
corpus/protocols/1919/prot-1919--ak--32.xml;1919-04-03
corpus/protocols/1919/prot-1919--ak--32.xml;1919-04-04
corpus/protocols/1919/prot-1919--ak--32.xml;1919-04-05
corpus/protocols/1919/prot-1919--ak--32.xml;1919-04-07
corpus/protocols/1919/prot-1919--ak--32.xml;1919-04-08
corpus/protocols/1919/prot-1919--ak--33.xml;1919-04-09
corpus/protocols/1919/prot-1919--ak--34.xml;1919-04-09
corpus/protocols/1919/prot-1919--ak--34.xml;1919-04-11
corpus/protocols/1919/prot-1919--ak--35.xml;1919-04-12
corpus/protocols/1919/prot-1919--ak--35.xml;1919-05-01
corpus/protocols/1919/prot-1919--ak--36.xml;1919-04-09
corpus/protocols/1919/prot-1919--ak--36.xml;1919-04-12
corpus/protocols/1919/prot-1919--ak--36.xml;1919-04-14
corpus/protocols/1919/prot-1919--ak--37.xml;1919-04-15
corpus/protocols/1919/prot-1919--ak--38.xml;1919-04-15
corpus/protocols/1919/prot-1919--ak--39.xml;1919-04-22
corpus/protocols/1919/prot-1919--ak--39.xml;1919-04-23
corpus/protocols/1919/prot-1919--ak--4.xml;1919-01-15
corpus/protocols/1919/prot-1919--ak--40.xml;1919-04-24
corpus/protocols/1919/prot-1919--ak--41.xml;1919-04-21
corpus/protocols/1919/prot-1919--ak--41.xml;1919-04-25
corpus/protocols/1919/prot-1919--ak--41.xml;1919-04-26
corpus/protocols/1919/prot-1919--ak--42.xml;1919-04-25
corpus/protocols/1919/prot-1919--ak--42.xml;1919-04-29
corpus/protocols/1919/prot-1919--ak--42.xml;1919-04-30
corpus/protocols/1919/prot-1919--ak--42.xml;1919-07-01
corpus/protocols/1919/prot-1919--ak--43.xml;1919-05-02
corpus/protocols/1919/prot-1919--ak--43.xml;1919-05-03
corpus/protocols/1919/prot-1919--ak--43.xml;1919-05-05
corpus/protocols/1919/prot-1919--ak--43.xml;1919-10-01
corpus/protocols/1919/prot-1919--ak--44.xml;1919-05-02
corpus/protocols/1919/prot-1919--ak--44.xml;1919-05-03
corpus/protocols/1919/prot-1919--ak--45.xml;1919-05-06
corpus/protocols/1919/prot-1919--ak--45.xml;1919-05-07
corpus/protocols/1919/prot-1919--ak--46.xml;1919-05-07
corpus/protocols/1919/prot-1919--ak--47.xml;1919-05-09
corpus/protocols/1919/prot-1919--ak--47.xml;1919-05-10
corpus/protocols/1919/prot-1919--ak--48.xml;1919-05-13
corpus/protocols/1919/prot-1919--ak--48.xml;1919-05-14
corpus/protocols/1919/prot-1919--ak--48.xml;1919-07-01
corpus/protocols/1919/prot-1919--ak--49.xml;1919-05-16
corpus/protocols/1919/prot-1919--ak--49.xml;1919-05-17
corpus/protocols/1919/prot-1919--ak--5.xml;1919-01-15
corpus/protocols/1919/prot-1919--ak--5.xml;1919-01-16
corpus/protocols/1919/prot-1919--ak--50.xml;1919-05-11
corpus/protocols/1919/prot-1919--ak--50.xml;1919-05-17
corpus/protocols/1919/prot-1919--ak--50.xml;1919-05-21
corpus/protocols/1919/prot-1919--ak--51.xml;1919-05-20
corpus/protocols/1919/prot-1919--ak--51.xml;1919-05-21
corpus/protocols/1919/prot-1919--ak--52.xml;1919-05-21
corpus/protocols/1919/prot-1919--ak--53.xml;1919-05-23
corpus/protocols/1919/prot-1919--ak--54.xml;1919-05-24
corpus/protocols/1919/prot-1919--ak--55.xml;1919-05-24
corpus/protocols/1919/prot-1919--ak--56.xml;1919-05-26
corpus/protocols/1919/prot-1919--ak--56.xml;1919-05-27
corpus/protocols/1919/prot-1919--ak--57.xml;1919-05-23
corpus/protocols/1919/prot-1919--ak--57.xml;1919-05-28
corpus/protocols/1919/prot-1919--ak--58.xml;1919-05-23
corpus/protocols/1919/prot-1919--ak--58.xml;1919-05-28
corpus/protocols/1919/prot-1919--ak--59.xml;1919-05-30
corpus/protocols/1919/prot-1919--ak--6.xml;1919-01-16
corpus/protocols/1919/prot-1919--ak--60.xml;1919-05-31
corpus/protocols/1919/prot-1919--ak--61.xml;1919-05-31
corpus/protocols/1919/prot-1919--ak--62.xml;1919-06-02
corpus/protocols/1919/prot-1919--ak--63.xml;1919-06-03
corpus/protocols/1919/prot-1919--ak--64.xml;1919-06-04
corpus/protocols/1919/prot-1919--ak--65.xml;1919-06-04
corpus/protocols/1919/prot-1919--ak--66.xml;1919-06-05
corpus/protocols/1919/prot-1919--ak--66.xml;1919-06-09
corpus/protocols/1919/prot-1919--ak--67.xml;1919-05-05
corpus/protocols/1919/prot-1919--ak--67.xml;1919-06-05
corpus/protocols/1919/prot-1919--ak--68.xml;1919-06-06
corpus/protocols/1919/prot-1919--ak--68.xml;1919-06-11
corpus/protocols/1919/prot-1919--ak--68.xml;1919-06-12
corpus/protocols/1919/prot-1919--ak--69.xml;1919-06-13
corpus/protocols/1919/prot-1919--ak--69.xml;1919-06-14
corpus/protocols/1919/prot-1919--ak--69.xml;1919-06-16
corpus/protocols/1919/prot-1919--ak--69.xml;1919-06-18
corpus/protocols/1919/prot-1919--ak--69.xml;1919-06-19
corpus/protocols/1919/prot-1919--ak--7.xml;1919-01-18
corpus/protocols/1919/prot-1919--ak--70.xml;1919-06-20
corpus/protocols/1919/prot-1919--ak--8.xml;1919-01-20
corpus/protocols/1919/prot-1919--ak--8.xml;1919-01-21
corpus/protocols/1919/prot-1919--ak--9.xml;1919-01-23
corpus/protocols/1919/prot-1919--ak--9.xml;1919-01-24
corpus/protocols/1919/prot-1919--ak--9.xml;1919-01-27
corpus/protocols/1919/prot-1919--fk--1.xml;1919-01-06
corpus/protocols/1919/prot-1919--fk--1.xml;1919-01-07
corpus/protocols/1919/prot-1919--fk--1.xml;1919-01-09
corpus/protocols/1919/prot-1919--fk--1.xml;1919-01-10
corpus/protocols/1919/prot-1919--fk--1.xml;1919-01-11
corpus/protocols/1919/prot-1919--fk--1.xml;1919-01-13
corpus/protocols/1919/prot-1919--fk--1.xml;1919-01-14
corpus/protocols/1919/prot-1919--fk--1.xml;1919-01-15
corpus/protocols/1919/prot-1919--fk--10.xml;1919-02-22
corpus/protocols/1919/prot-1919--fk--11.xml;1919-02-23
corpus/protocols/1919/prot-1919--fk--11.xml;1919-02-24
corpus/protocols/1919/prot-1919--fk--11.xml;1919-02-25
corpus/protocols/1919/prot-1919--fk--11.xml;1919-02-26
corpus/protocols/1919/prot-1919--fk--11.xml;1919-02-28
corpus/protocols/1919/prot-1919--fk--12.xml;1919-02-28
corpus/protocols/1919/prot-1919--fk--12.xml;1919-03-01
corpus/protocols/1919/prot-1919--fk--12.xml;1919-03-02
corpus/protocols/1919/prot-1919--fk--12.xml;1919-03-04
corpus/protocols/1919/prot-1919--fk--13.xml;1919-03-05
corpus/protocols/1919/prot-1919--fk--13.xml;1919-03-06
corpus/protocols/1919/prot-1919--fk--13.xml;1919-03-07
corpus/protocols/1919/prot-1919--fk--14.xml;1919-03-03
corpus/protocols/1919/prot-1919--fk--14.xml;1919-03-05
corpus/protocols/1919/prot-1919--fk--14.xml;1919-03-06
corpus/protocols/1919/prot-1919--fk--14.xml;1919-03-08
corpus/protocols/1919/prot-1919--fk--15.xml;1919-03-11
corpus/protocols/1919/prot-1919--fk--16.xml;1919-03-12
corpus/protocols/1919/prot-1919--fk--16.xml;1919-03-13
corpus/protocols/1919/prot-1919--fk--16.xml;1919-03-14
corpus/protocols/1919/prot-1919--fk--17.xml;1919-03-15
corpus/protocols/1919/prot-1919--fk--17.xml;1919-03-18
corpus/protocols/1919/prot-1919--fk--18.xml;1919-03-19
corpus/protocols/1919/prot-1919--fk--18.xml;1919-03-20
corpus/protocols/1919/prot-1919--fk--19.xml;1919-03-21
corpus/protocols/1919/prot-1919--fk--19.xml;1919-03-22
corpus/protocols/1919/prot-1919--fk--2.xml;1919-01-10
corpus/protocols/1919/prot-1919--fk--2.xml;1919-01-16
corpus/protocols/1919/prot-1919--fk--2.xml;1919-01-17
corpus/protocols/1919/prot-1919--fk--2.xml;1919-01-20
corpus/protocols/1919/prot-1919--fk--20.xml;1919-03-21
corpus/protocols/1919/prot-1919--fk--20.xml;1919-03-24
corpus/protocols/1919/prot-1919--fk--20.xml;1919-03-25
corpus/protocols/1919/prot-1919--fk--20.xml;1919-03-27
corpus/protocols/1919/prot-1919--fk--20.xml;1919-03-28
corpus/protocols/1919/prot-1919--fk--21.xml;1919-03-29
corpus/protocols/1919/prot-1919--fk--21.xml;1919-04-01
corpus/protocols/1919/prot-1919--fk--22.xml;1919-03-31
corpus/protocols/1919/prot-1919--fk--22.xml;1919-04-01
corpus/protocols/1919/prot-1919--fk--22.xml;1919-04-02
corpus/protocols/1919/prot-1919--fk--22.xml;1919-04-04
corpus/protocols/1919/prot-1919--fk--23.xml;1919-04-05
corpus/protocols/1919/prot-1919--fk--23.xml;1919-04-08
corpus/protocols/1919/prot-1919--fk--24.xml;1919-04-09
corpus/protocols/1919/prot-1919--fk--25.xml;1919-04-09
corpus/protocols/1919/prot-1919--fk--25.xml;1919-04-11
corpus/protocols/1919/prot-1919--fk--26.xml;1919-04-12
corpus/protocols/1919/prot-1919--fk--27.xml;1919-04-12
corpus/protocols/1919/prot-1919--fk--27.xml;1919-04-14
corpus/protocols/1919/prot-1919--fk--27.xml;1919-05-01
corpus/protocols/1919/prot-1919--fk--28.xml;1919-04-13
corpus/protocols/1919/prot-1919--fk--28.xml;1919-04-15
corpus/protocols/1919/prot-1919--fk--28.xml;1919-04-22
corpus/protocols/1919/prot-1919--fk--29.xml;1919-04-21
corpus/protocols/1919/prot-1919--fk--29.xml;1919-04-23
corpus/protocols/1919/prot-1919--fk--29.xml;1919-04-24
corpus/protocols/1919/prot-1919--fk--29.xml;1919-04-25
corpus/protocols/1919/prot-1919--fk--3.xml;1919-01-21
corpus/protocols/1919/prot-1919--fk--3.xml;1919-01-22
corpus/protocols/1919/prot-1919--fk--30.xml;1919-04-25
corpus/protocols/1919/prot-1919--fk--30.xml;1919-04-26
corpus/protocols/1919/prot-1919--fk--30.xml;1919-04-29
corpus/protocols/1919/prot-1919--fk--31.xml;1919-04-30
corpus/protocols/1919/prot-1919--fk--31.xml;1919-05-02
corpus/protocols/1919/prot-1919--fk--32.xml;1919-05-03
corpus/protocols/1919/prot-1919--fk--33.xml;1919-05-03
corpus/protocols/1919/prot-1919--fk--33.xml;1919-05-06
corpus/protocols/1919/prot-1919--fk--34.xml;1919-05-07
corpus/protocols/1919/prot-1919--fk--35.xml;1919-04-01
corpus/protocols/1919/prot-1919--fk--35.xml;1919-05-07
corpus/protocols/1919/prot-1919--fk--35.xml;1919-05-09
corpus/protocols/1919/prot-1919--fk--36.xml;1919-05-10
corpus/protocols/1919/prot-1919--fk--36.xml;1919-05-12
corpus/protocols/1919/prot-1919--fk--36.xml;1919-05-13
corpus/protocols/1919/prot-1919--fk--37.xml;1919-05-14
corpus/protocols/1919/prot-1919--fk--37.xml;1919-05-16
corpus/protocols/1919/prot-1919--fk--37.xml;1919-07-01
corpus/protocols/1919/prot-1919--fk--38.xml;1919-05-07
corpus/protocols/1919/prot-1919--fk--38.xml;1919-05-17
corpus/protocols/1919/prot-1919--fk--39.xml;1919-05-17
corpus/protocols/1919/prot-1919--fk--39.xml;1919-05-20
corpus/protocols/1919/prot-1919--fk--4.xml;1919-01-27
corpus/protocols/1919/prot-1919--fk--4.xml;1919-01-28
corpus/protocols/1919/prot-1919--fk--40.xml;1919-05-21
corpus/protocols/1919/prot-1919--fk--41.xml;1919-05-21
corpus/protocols/1919/prot-1919--fk--41.xml;1919-05-22
corpus/protocols/1919/prot-1919--fk--42.xml;1919-05-23
corpus/protocols/1919/prot-1919--fk--43.xml;1919-05-24
corpus/protocols/1919/prot-1919--fk--44.xml;1919-05-24
corpus/protocols/1919/prot-1919--fk--44.xml;1919-05-26
corpus/protocols/1919/prot-1919--fk--44.xml;1919-05-27
corpus/protocols/1919/prot-1919--fk--45.xml;1919-05-28
corpus/protocols/1919/prot-1919--fk--46.xml;1919-05-30
corpus/protocols/1919/prot-1919--fk--47.xml;1919-05-31
corpus/protocols/1919/prot-1919--fk--48.xml;1919-05-31
corpus/protocols/1919/prot-1919--fk--48.xml;1919-06-02
corpus/protocols/1919/prot-1919--fk--49.xml;1919-06-03
corpus/protocols/1919/prot-1919--fk--5.xml;1919-01-28
corpus/protocols/1919/prot-1919--fk--5.xml;1919-01-29
corpus/protocols/1919/prot-1919--fk--5.xml;1919-01-31
corpus/protocols/1919/prot-1919--fk--5.xml;1919-02-01
corpus/protocols/1919/prot-1919--fk--5.xml;1919-02-04
corpus/protocols/1919/prot-1919--fk--50.xml;1919-06-04
corpus/protocols/1919/prot-1919--fk--51.xml;1919-06-04
corpus/protocols/1919/prot-1919--fk--52.xml;1919-06-05
corpus/protocols/1919/prot-1919--fk--53.xml;1919-06-03
corpus/protocols/1919/prot-1919--fk--53.xml;1919-06-05
corpus/protocols/1919/prot-1919--fk--53.xml;1919-06-06
corpus/protocols/1919/prot-1919--fk--53.xml;1919-06-09
corpus/protocols/1919/prot-1919--fk--54.xml;1919-06-11
corpus/protocols/1919/prot-1919--fk--54.xml;1919-06-12
corpus/protocols/1919/prot-1919--fk--55.xml;1919-06-13
corpus/protocols/1919/prot-1919--fk--55.xml;1919-06-14
corpus/protocols/1919/prot-1919--fk--55.xml;1919-06-16
corpus/protocols/1919/prot-1919--fk--56.xml;1919-06-18
corpus/protocols/1919/prot-1919--fk--56.xml;1919-06-19
corpus/protocols/1919/prot-1919--fk--56.xml;1919-06-20
corpus/protocols/1919/prot-1919--fk--6.xml;1919-02-05
corpus/protocols/1919/prot-1919--fk--6.xml;1919-02-07
corpus/protocols/1919/prot-1919--fk--7.xml;1919-02-08
corpus/protocols/1919/prot-1919--fk--7.xml;1919-02-09
corpus/protocols/1919/prot-1919--fk--7.xml;1919-02-11
corpus/protocols/1919/prot-1919--fk--7.xml;1919-02-12
corpus/protocols/1919/prot-1919--fk--8.xml;1919-02-14
corpus/protocols/1919/prot-1919--fk--8.xml;1919-02-15
corpus/protocols/1919/prot-1919--fk--8.xml;1919-02-18
corpus/protocols/1919/prot-1919--fk--9.xml;1919-02-19
corpus/protocols/1919/prot-1919--fk--9.xml;1919-02-20
corpus/protocols/1919/prot-1919--fk--9.xml;1919-02-21
corpus/protocols/1919/prot-1919-urtima-ak--1.xml;1919-08-04
corpus/protocols/1919/prot-1919-urtima-ak--1.xml;1919-08-05
corpus/protocols/1919/prot-1919-urtima-ak--10.xml;1919-09-29
corpus/protocols/1919/prot-1919-urtima-ak--11.xml;1919-09-01
corpus/protocols/1919/prot-1919-urtima-ak--11.xml;1919-09-29
corpus/protocols/1919/prot-1919-urtima-ak--11.xml;1919-09-30
corpus/protocols/1919/prot-1919-urtima-ak--11.xml;1919-10-01
corpus/protocols/1919/prot-1919-urtima-ak--11.xml;1919-10-02
corpus/protocols/1919/prot-1919-urtima-ak--11.xml;1919-10-03
corpus/protocols/1919/prot-1919-urtima-ak--12.xml;1919-10-09
corpus/protocols/1919/prot-1919-urtima-ak--12.xml;1919-10-10
corpus/protocols/1919/prot-1919-urtima-ak--12.xml;1919-10-11
corpus/protocols/1919/prot-1919-urtima-ak--12.xml;1919-10-15
corpus/protocols/1919/prot-1919-urtima-ak--12.xml;1919-11-15
corpus/protocols/1919/prot-1919-urtima-ak--2.xml;1919-08-03
corpus/protocols/1919/prot-1919-urtima-ak--2.xml;1919-08-05
corpus/protocols/1919/prot-1919-urtima-ak--2.xml;1919-08-07
corpus/protocols/1919/prot-1919-urtima-ak--2.xml;1919-08-08
corpus/protocols/1919/prot-1919-urtima-ak--2.xml;1919-08-12
corpus/protocols/1919/prot-1919-urtima-ak--2.xml;1919-08-14
corpus/protocols/1919/prot-1919-urtima-ak--2.xml;1919-08-15
corpus/protocols/1919/prot-1919-urtima-ak--2.xml;1919-08-18
corpus/protocols/1919/prot-1919-urtima-ak--3.xml;1919-08-19
corpus/protocols/1919/prot-1919-urtima-ak--3.xml;1919-08-20
corpus/protocols/1919/prot-1919-urtima-ak--3.xml;1919-08-21
corpus/protocols/1919/prot-1919-urtima-ak--4.xml;1919-08-22
corpus/protocols/1919/prot-1919-urtima-ak--4.xml;1919-08-23
corpus/protocols/1919/prot-1919-urtima-ak--5.xml;1919-08-27
corpus/protocols/1919/prot-1919-urtima-ak--5.xml;1919-08-30
corpus/protocols/1919/prot-1919-urtima-ak--6.xml;1919-09-24
corpus/protocols/1919/prot-1919-urtima-ak--6.xml;1919-09-25
corpus/protocols/1919/prot-1919-urtima-ak--7.xml;1919-09-26
corpus/protocols/1919/prot-1919-urtima-ak--8.xml;1919-09-27
corpus/protocols/1919/prot-1919-urtima-ak--9.xml;1919-09-27
corpus/protocols/1919/prot-1919-urtima-fk--1.xml;1919-08-02
corpus/protocols/1919/prot-1919-urtima-fk--1.xml;1919-08-04
corpus/protocols/1919/prot-1919-urtima-fk--1.xml;1919-08-05
corpus/protocols/1919/prot-1919-urtima-fk--1.xml;1919-08-07
corpus/protocols/1919/prot-1919-urtima-fk--10.xml;1919-10-01
