,protocol_id,year,pages,number
1875,prot-200506--101,2005,1.0,101
1876,prot-200506--102,2005,1.0,102
1877,prot-200506--103,2005,1.0,103
1878,prot-200506--104,2005,1.0,104
1879,prot-200506--105,2005,1.0,105
1880,prot-200506--106,2005,1.0,106
1881,prot-200506--107,2005,1.0,107
1882,prot-200506--108,2005,1.0,108
1883,prot-200506--109,2005,1.0,109
1884,prot-200506--11,2005,1.0,11
1885,prot-200506--110,2005,1.0,110
1886,prot-200506--111,2005,1.0,111
1887,prot-200506--112,2005,1.0,112
1888,prot-200506--113,2005,1.0,113
1889,prot-200506--114,2005,1.0,114
1890,prot-200506--115,2005,1.0,115
1891,prot-200506--116,2005,1.0,116
1892,prot-200506--117,2005,1.0,117
1893,prot-200506--118,2005,1.0,118
1894,prot-200506--119,2005,1.0,119
1895,prot-200506--12,2005,1.0,12
1896,prot-200506--120,2005,1.0,120
1897,prot-200506--121,2005,1.0,121
1898,prot-200506--122,2005,1.0,122
1899,prot-200506--123,2005,1.0,123
1900,prot-200506--124,2005,1.0,124
1901,prot-200506--125,2005,1.0,125
1902,prot-200506--126,2005,1.0,126
1903,prot-200506--127,2005,1.0,127
1904,prot-200506--128,2005,1.0,128
1905,prot-200506--129,2005,1.0,129
1906,prot-200506--13,2005,1.0,13
1907,prot-200506--130,2005,1.0,130
1908,prot-200506--131,2005,1.0,131
1909,prot-200506--132,2005,1.0,132
1910,prot-200506--133,2005,1.0,133
1911,prot-200506--134,2005,1.0,134
1912,prot-200506--135,2005,1.0,135
1913,prot-200506--136,2005,1.0,136
1914,prot-200506--137,2005,1.0,137
1915,prot-200506--138,2005,1.0,138
1916,prot-200506--139,2005,1.0,139
1917,prot-200506--14,2005,1.0,14
1918,prot-200506--140,2005,1.0,140
1919,prot-200506--141,2005,1.0,141
1920,prot-200506--142,2005,1.0,142
1921,prot-200506--143,2005,1.0,143
1922,prot-200506--144,2005,1.0,144
1923,prot-200506--145,2005,1.0,145
1924,prot-200506--15,2005,1.0,15
1925,prot-200506--16,2005,1.0,16
1926,prot-200506--17,2005,1.0,17
1927,prot-200506--18,2005,1.0,18
1928,prot-200506--19,2005,1.0,19
1929,prot-200506--2,2005,1.0,2
1930,prot-200506--20,2005,1.0,20
1931,prot-200506--21,2005,1.0,21
1932,prot-200506--22,2005,1.0,22
1933,prot-200506--23,2005,1.0,23
1934,prot-200506--24,2005,1.0,24
1935,prot-200506--25,2005,1.0,25
1936,prot-200506--26,2005,1.0,26
1937,prot-200506--27,2005,1.0,27
1938,prot-200506--28,2005,1.0,28
1939,prot-200506--29,2005,1.0,29
1940,prot-200506--3,2005,1.0,3
1941,prot-200506--30,2005,1.0,30
1942,prot-200506--31,2005,1.0,31
1943,prot-200506--32,2005,1.0,32
1944,prot-200506--33,2005,1.0,33
1945,prot-200506--34,2005,1.0,34
1946,prot-200506--35,2005,1.0,35
1947,prot-200506--36,2005,1.0,36
1948,prot-200506--37,2005,1.0,37
1949,prot-200506--38,2005,1.0,38
1950,prot-200506--39,2005,1.0,39
1951,prot-200506--4,2005,1.0,4
1952,prot-200506--40,2005,1.0,40
1953,prot-200506--41,2005,1.0,41
1954,prot-200506--42,2005,1.0,42
1955,prot-200506--43,2005,1.0,43
1956,prot-200506--44,2005,1.0,44
1957,prot-200506--45,2005,1.0,45
1958,prot-200506--46,2005,1.0,46
1959,prot-200506--47,2005,1.0,47
1960,prot-200506--48,2005,1.0,48
1961,prot-200506--49,2005,1.0,49
1962,prot-200506--5,2005,1.0,5
1963,prot-200506--50,2005,1.0,50
1964,prot-200506--51,2005,1.0,51
1965,prot-200506--52,2005,1.0,52
1966,prot-200506--53,2005,1.0,53
1967,prot-200506--54,2005,1.0,54
1968,prot-200506--55,2005,1.0,55
1969,prot-200506--56,2005,1.0,56
1970,prot-200506--57,2005,1.0,57
1971,prot-200506--58,2005,1.0,58
1972,prot-200506--59,2005,1.0,59
1973,prot-200506--6,2005,1.0,6
1974,prot-200506--60,2005,1.0,60
1975,prot-200506--61,2005,1.0,61
1976,prot-200506--62,2005,1.0,62
1977,prot-200506--63,2005,1.0,63
1978,prot-200506--64,2005,1.0,64
1979,prot-200506--65,2005,1.0,65
1980,prot-200506--66,2005,1.0,66
1981,prot-200506--67,2005,1.0,67
1982,prot-200506--68,2005,1.0,68
1983,prot-200506--69,2005,1.0,69
1984,prot-200506--7,2005,1.0,7
1985,prot-200506--70,2005,1.0,70
1986,prot-200506--71,2005,1.0,71
1987,prot-200506--72,2005,1.0,72
1988,prot-200506--73,2005,1.0,73
1989,prot-200506--74,2005,1.0,74
1990,prot-200506--75,2005,1.0,75
1991,prot-200506--76,2005,1.0,76
1992,prot-200506--77,2005,1.0,77
1993,prot-200506--78,2005,1.0,78
1994,prot-200506--79,2005,1.0,79
1995,prot-200506--8,2005,1.0,8
1996,prot-200506--80,2005,1.0,80
1997,prot-200506--81,2005,1.0,81
1998,prot-200506--82,2005,1.0,82
1999,prot-200506--83,2005,1.0,83
2000,prot-200506--84,2005,1.0,84
2001,prot-200506--85,2005,1.0,85
2002,prot-200506--86,2005,1.0,86
2003,prot-200506--87,2005,1.0,87
2004,prot-200506--88,2005,1.0,88
2005,prot-200506--89,2005,1.0,89
2006,prot-200506--9,2005,1.0,9
2007,prot-200506--90,2005,1.0,90
2008,prot-200506--91,2005,1.0,91
2009,prot-200506--92,2005,1.0,92
2010,prot-200506--93,2005,1.0,93
2011,prot-200506--94,2005,1.0,94
2012,prot-200506--95,2005,1.0,95
2013,prot-200506--96,2005,1.0,96
2014,prot-200506--97,2005,1.0,97
2015,prot-200506--98,2005,1.0,98
2016,prot-200506--99,2005,1.0,99
2017,prot-200607--1,2006,1.0,1
2018,prot-200607--10,2006,1.0,10
2019,prot-200607--100,2006,1.0,100
2020,prot-200607--101,2006,1.0,101
2021,prot-200607--102,2006,1.0,102
2022,prot-200607--103,2006,1.0,103
2023,prot-200607--104,2006,1.0,104
2024,prot-200607--105,2006,1.0,105
2025,prot-200607--106,2006,1.0,106
2026,prot-200607--107,2006,1.0,107
2027,prot-200607--108,2006,1.0,108
2028,prot-200607--109,2006,1.0,109
2029,prot-200607--11,2006,1.0,11
2030,prot-200607--110,2006,1.0,110
2031,prot-200607--111,2006,1.0,111
2032,prot-200607--112,2006,1.0,112
2033,prot-200607--113,2006,1.0,113
2034,prot-200607--114,2006,1.0,114
2035,prot-200607--115,2006,1.0,115
2036,prot-200607--116,2006,1.0,116
2037,prot-200607--117,2006,1.0,117
2038,prot-200607--118,2006,1.0,118
2039,prot-200607--119,2006,1.0,119
2040,prot-200607--12,2006,1.0,12
2041,prot-200607--120,2006,1.0,120
2042,prot-200607--121,2006,1.0,121
2043,prot-200607--122,2006,1.0,122
2044,prot-200607--123,2006,1.0,123
2045,prot-200607--124,2006,1.0,124
2046,prot-200607--125,2006,1.0,125
2047,prot-200607--126,2006,1.0,126
2048,prot-200607--127,2006,1.0,127
2049,prot-200607--128,2006,1.0,128
2050,prot-200607--129,2006,1.0,129
2051,prot-200607--13,2006,1.0,13
2052,prot-200607--130,2006,1.0,130
2053,prot-200607--131,2006,1.0,131
2054,prot-200607--132,2006,1.0,132
2055,prot-200607--133,2006,1.0,133
2056,prot-200607--134,2006,1.0,134
2057,prot-200607--135,2006,1.0,135
2058,prot-200607--136,2006,1.0,136
2059,prot-200607--14,2006,1.0,14
2060,prot-200607--15,2006,1.0,15
2061,prot-200607--16,2006,1.0,16
2062,prot-200607--17,2006,1.0,17
2063,prot-200607--18,2006,1.0,18
2064,prot-200607--19,2006,1.0,19
2065,prot-200607--2,2006,1.0,2
2066,prot-200607--20,2006,1.0,20
2067,prot-200607--21,2006,1.0,21
2068,prot-200607--22,2006,1.0,22
2069,prot-200607--23,2006,1.0,23
2070,prot-200607--24,2006,1.0,24
2071,prot-200607--25,2006,1.0,25
2072,prot-200607--26,2006,1.0,26
2073,prot-200607--27,2006,1.0,27
2074,prot-200607--28,2006,1.0,28
2075,prot-200607--29,2006,1.0,29
2076,prot-200607--3,2006,1.0,3
2077,prot-200607--30,2006,1.0,30
2078,prot-200607--31,2006,1.0,31
2079,prot-200607--32,2006,1.0,32
2080,prot-200607--33,2006,1.0,33
2081,prot-200607--34,2006,1.0,34
2082,prot-200607--35,2006,1.0,35
2083,prot-200607--36,2006,1.0,36
2084,prot-200607--37,2006,1.0,37
2085,prot-200607--38,2006,1.0,38
2086,prot-200607--39,2006,1.0,39
2087,prot-200607--4,2006,1.0,4
2088,prot-200607--40,2006,1.0,40
2089,prot-200607--41,2006,1.0,41
2090,prot-200607--42,2006,1.0,42
2091,prot-200607--43,2006,1.0,43
2092,prot-200607--44,2006,1.0,44
2093,prot-200607--45,2006,1.0,45
2094,prot-200607--46,2006,1.0,46
2095,prot-200607--47,2006,1.0,47
2096,prot-200607--48,2006,1.0,48
2097,prot-200607--49,2006,1.0,49
2098,prot-200607--5,2006,1.0,5
2099,prot-200607--50,2006,1.0,50
2100,prot-200607--51,2006,1.0,51
2101,prot-200607--52,2006,1.0,52
2102,prot-200607--53,2006,1.0,53
2103,prot-200607--54,2006,1.0,54
2104,prot-200607--55,2006,1.0,55
2105,prot-200607--56,2006,1.0,56
2106,prot-200607--57,2006,1.0,57
2107,prot-200607--58,2006,1.0,58
2108,prot-200607--59,2006,1.0,59
2109,prot-200607--6,2006,1.0,6
2110,prot-200607--60,2006,1.0,60
2111,prot-200607--61,2006,1.0,61
2112,prot-200607--62,2006,1.0,62
2113,prot-200607--63,2006,1.0,63
2114,prot-200607--64,2006,1.0,64
2115,prot-200607--65,2006,1.0,65
2116,prot-200607--66,2006,1.0,66
2117,prot-200607--67,2006,1.0,67
2118,prot-200607--68,2006,1.0,68
2119,prot-200607--69,2006,1.0,69
2120,prot-200607--7,2006,1.0,7
2121,prot-200607--70,2006,1.0,70
2122,prot-200607--71,2006,1.0,71
2123,prot-200607--72,2006,1.0,72
2124,prot-200607--73,2006,1.0,73
2125,prot-200607--74,2006,1.0,74
2126,prot-200607--75,2006,1.0,75
2127,prot-200607--76,2006,1.0,76
2128,prot-200607--77,2006,1.0,77
2129,prot-200607--78,2006,1.0,78
2130,prot-200607--79,2006,1.0,79
2131,prot-200607--8,2006,1.0,8
2132,prot-200607--80,2006,1.0,80
2133,prot-200607--81,2006,1.0,81
2134,prot-200607--82,2006,1.0,82
2135,prot-200607--83,2006,1.0,83
2136,prot-200607--84,2006,1.0,84
2137,prot-200607--85,2006,1.0,85
2138,prot-200607--86,2006,1.0,86
2139,prot-200607--87,2006,1.0,87
2140,prot-200607--88,2006,1.0,88
2141,prot-200607--89,2006,1.0,89
2142,prot-200607--9,2006,1.0,9
2143,prot-200607--90,2006,1.0,90
2144,prot-200607--91,2006,1.0,91
2145,prot-200607--92,2006,1.0,92
2146,prot-200607--93,2006,1.0,93
2147,prot-200607--94,2006,1.0,94
2148,prot-200607--95,2006,1.0,95
2149,prot-200607--96,2006,1.0,96
2150,prot-200607--97,2006,1.0,97
2151,prot-200607--98,2006,1.0,98
2152,prot-200607--99,2006,1.0,99
2153,prot-200708--1,2007,1.0,1
2154,prot-200708--10,2007,1.0,10
2155,prot-200708--100,2007,1.0,100
2156,prot-200708--101,2007,1.0,101
2157,prot-200708--102,2007,1.0,102
2158,prot-200708--103,2007,1.0,103
2159,prot-200708--104,2007,1.0,104
2160,prot-200708--105,2007,1.0,105
2161,prot-200708--106,2007,1.0,106
2162,prot-200708--107,2007,1.0,107
2163,prot-200708--108,2007,1.0,108
2164,prot-200708--109,2007,1.0,109
2165,prot-200708--11,2007,1.0,11
2166,prot-200708--110,2007,1.0,110
2167,prot-200708--111,2007,1.0,111
2168,prot-200708--112,2007,1.0,112
2169,prot-200708--113,2007,1.0,113
2170,prot-200708--114,2007,1.0,114
2171,prot-200708--115,2007,1.0,115
2172,prot-200708--116,2007,1.0,116
2173,prot-200708--117,2007,1.0,117
2174,prot-200708--118,2007,1.0,118
2175,prot-200708--119,2007,1.0,119
2176,prot-200708--12,2007,1.0,12
2177,prot-200708--120,2007,1.0,120
2178,prot-200708--121,2007,1.0,121
2179,prot-200708--122,2007,1.0,122
2180,prot-200708--123,2007,1.0,123
2181,prot-200708--124,2007,1.0,124
2182,prot-200708--125,2007,1.0,125
2183,prot-200708--126,2007,1.0,126
2184,prot-200708--127,2007,1.0,127
2185,prot-200708--128,2007,1.0,128
2186,prot-200708--129,2007,1.0,129
2187,prot-200708--13,2007,1.0,13
2188,prot-200708--130,2007,1.0,130
2189,prot-200708--131,2007,1.0,131
2190,prot-200708--132,2007,1.0,132
2191,prot-200708--133,2007,1.0,133
2192,prot-200708--134,2007,1.0,134
2193,prot-200708--135,2007,1.0,135
2194,prot-200708--136,2007,1.0,136
2195,prot-200708--137,2007,1.0,137
2196,prot-200708--138,2007,1.0,138
2197,prot-200708--139,2007,1.0,139
2198,prot-200708--14,2007,1.0,14
2199,prot-200708--140,2007,1.0,140
2200,prot-200708--141,2007,1.0,141
2201,prot-200708--15,2007,1.0,15
2202,prot-200708--16,2007,1.0,16
2203,prot-200708--17,2007,1.0,17
2204,prot-200708--18,2007,1.0,18
2205,prot-200708--19,2007,1.0,19
2206,prot-200708--2,2007,1.0,2
2207,prot-200708--20,2007,1.0,20
2208,prot-200708--21,2007,1.0,21
2209,prot-200708--22,2007,1.0,22
2210,prot-200708--23,2007,1.0,23
2211,prot-200708--24,2007,1.0,24
2212,prot-200708--25,2007,1.0,25
2213,prot-200708--26,2007,1.0,26
2214,prot-200708--27,2007,1.0,27
2215,prot-200708--28,2007,1.0,28
2216,prot-200708--29,2007,1.0,29
2217,prot-200708--3,2007,1.0,3
2218,prot-200708--30,2007,1.0,30
2219,prot-200708--31,2007,1.0,31
2220,prot-200708--32,2007,1.0,32
2221,prot-200708--33,2007,1.0,33
2222,prot-200708--34,2007,1.0,34
2223,prot-200708--35,2007,1.0,35
2224,prot-200708--36,2007,1.0,36
2225,prot-200708--37,2007,1.0,37
2226,prot-200708--38,2007,1.0,38
2227,prot-200708--39,2007,1.0,39
2228,prot-200708--4,2007,1.0,4
2229,prot-200708--40,2007,1.0,40
2230,prot-200708--41,2007,1.0,41
2231,prot-200708--42,2007,1.0,42
2232,prot-200708--43,2007,1.0,43
2233,prot-200708--44,2007,1.0,44
2234,prot-200708--45,2007,1.0,45
2235,prot-200708--46,2007,1.0,46
2236,prot-200708--47,2007,1.0,47
2237,prot-200708--48,2007,1.0,48
2238,prot-200708--49,2007,1.0,49
2239,prot-200708--5,2007,1.0,5
2240,prot-200708--50,2007,1.0,50
2241,prot-200708--51,2007,1.0,51
2242,prot-200708--52,2007,1.0,52
2243,prot-200708--53,2007,1.0,53
2244,prot-200708--54,2007,1.0,54
2245,prot-200708--55,2007,1.0,55
2246,prot-200708--56,2007,1.0,56
2247,prot-200708--57,2007,1.0,57
2248,prot-200708--58,2007,1.0,58
2249,prot-200708--59,2007,1.0,59
2250,prot-200708--6,2007,1.0,6
2251,prot-200708--60,2007,1.0,60
2252,prot-200708--61,2007,1.0,61
2253,prot-200708--62,2007,1.0,62
2254,prot-200708--63,2007,1.0,63
2255,prot-200708--64,2007,1.0,64
2256,prot-200708--65,2007,1.0,65
2257,prot-200708--66,2007,1.0,66
2258,prot-200708--67,2007,1.0,67
2259,prot-200708--678,2007,1.0,678
2260,prot-200708--68,2007,1.0,68
2261,prot-200708--69,2007,1.0,69
2262,prot-200708--7,2007,1.0,7
2263,prot-200708--70,2007,1.0,70
2264,prot-200708--71,2007,1.0,71
2265,prot-200708--72,2007,1.0,72
2266,prot-200708--73,2007,1.0,73
2267,prot-200708--74,2007,1.0,74
2268,prot-200708--75,2007,1.0,75
2269,prot-200708--76,2007,1.0,76
2270,prot-200708--77,2007,1.0,77
2271,prot-200708--78,2007,1.0,78
2272,prot-200708--79,2007,1.0,79
2273,prot-200708--8,2007,1.0,8
2274,prot-200708--80,2007,1.0,80
2275,prot-200708--81,2007,1.0,81
2276,prot-200708--82,2007,1.0,82
2277,prot-200708--83,2007,1.0,83
2278,prot-200708--84,2007,1.0,84
2279,prot-200708--85,2007,1.0,85
2280,prot-200708--86,2007,1.0,86
2281,prot-200708--87,2007,1.0,87
2282,prot-200708--88,2007,1.0,88
2283,prot-200708--89,2007,1.0,89
2284,prot-200708--9,2007,1.0,9
2285,prot-200708--90,2007,1.0,90
2286,prot-200708--91,2007,1.0,91
2287,prot-200708--92,2007,1.0,92
2288,prot-200708--93,2007,1.0,93
2289,prot-200708--94,2007,1.0,94
2290,prot-200708--95,2007,1.0,95
2291,prot-200708--96,2007,1.0,96
2292,prot-200708--97,2007,1.0,97
2293,prot-200708--98,2007,1.0,98
2294,prot-200708--99,2007,1.0,99
2295,prot-200809--1,2008,1.0,1
2296,prot-200809--10,2008,1.0,10
2297,prot-200809--100,2008,1.0,100
2298,prot-200809--101,2008,1.0,101
2299,prot-200809--102,2008,1.0,102
2300,prot-200809--103,2008,1.0,103
2301,prot-200809--104,2008,1.0,104
2302,prot-200809--105,2008,1.0,105
2303,prot-200809--106,2008,1.0,106
2304,prot-200809--107,2008,1.0,107
2305,prot-200809--108,2008,1.0,108
2306,prot-200809--109,2008,1.0,109
2307,prot-200809--11,2008,1.0,11
2308,prot-200809--110,2008,1.0,110
2309,prot-200809--111,2008,1.0,111
2310,prot-200809--112,2008,1.0,112
2311,prot-200809--113,2008,1.0,113
2312,prot-200809--114,2008,1.0,114
2313,prot-200809--115,2008,1.0,115
2314,prot-200809--116,2008,1.0,116
2315,prot-200809--117,2008,1.0,117
2316,prot-200809--118,2008,1.0,118
2317,prot-200809--119,2008,1.0,119
2318,prot-200809--12,2008,1.0,12
2319,prot-200809--120,2008,1.0,120
2320,prot-200809--121,2008,1.0,121
2321,prot-200809--122,2008,1.0,122
2322,prot-200809--123,2008,1.0,123
2323,prot-200809--124,2008,1.0,124
2324,prot-200809--125,2008,1.0,125
2325,prot-200809--126,2008,1.0,126
2326,prot-200809--127,2008,1.0,127
2327,prot-200809--128,2008,1.0,128
2328,prot-200809--129,2008,1.0,129
2329,prot-200809--13,2008,1.0,13
2330,prot-200809--130,2008,1.0,130
2331,prot-200809--131,2008,1.0,131
2332,prot-200809--132,2008,1.0,132
2333,prot-200809--133,2008,1.0,133
2334,prot-200809--134,2008,1.0,134
2335,prot-200809--135,2008,1.0,135
2336,prot-200809--136,2008,1.0,136
2337,prot-200809--137,2008,1.0,137
2338,prot-200809--138,2008,1.0,138
2339,prot-200809--139,2008,1.0,139
2340,prot-200809--14,2008,1.0,14
2341,prot-200809--140,2008,1.0,140
2342,prot-200809--141,2008,1.0,141
2343,prot-200809--15,2008,1.0,15
2344,prot-200809--16,2008,1.0,16
2345,prot-200809--17,2008,1.0,17
2346,prot-200809--18,2008,1.0,18
2347,prot-200809--19,2008,1.0,19
2348,prot-200809--2,2008,1.0,2
2349,prot-200809--20,2008,1.0,20
2350,prot-200809--21,2008,1.0,21
2351,prot-200809--22,2008,1.0,22
2352,prot-200809--23,2008,1.0,23
2353,prot-200809--24,2008,1.0,24
2354,prot-200809--25,2008,1.0,25
2355,prot-200809--26,2008,1.0,26
2356,prot-200809--27,2008,1.0,27
2357,prot-200809--28,2008,1.0,28
2358,prot-200809--29,2008,1.0,29
2359,prot-200809--3,2008,1.0,3
2360,prot-200809--30,2008,1.0,30
2361,prot-200809--31,2008,1.0,31
2362,prot-200809--32,2008,1.0,32
2363,prot-200809--33,2008,1.0,33
2364,prot-200809--34,2008,1.0,34
2365,prot-200809--35,2008,1.0,35
2366,prot-200809--36,2008,1.0,36
2367,prot-200809--37,2008,1.0,37
2368,prot-200809--38,2008,1.0,38
2369,prot-200809--39,2008,1.0,39
2370,prot-200809--4,2008,1.0,4
2371,prot-200809--40,2008,1.0,40
2372,prot-200809--41,2008,1.0,41
2373,prot-200809--42,2008,1.0,42
2374,prot-200809--43,2008,1.0,43
2375,prot-200809--44,2008,1.0,44
2376,prot-200809--45,2008,1.0,45
2377,prot-200809--46,2008,1.0,46
2378,prot-200809--47,2008,1.0,47
2379,prot-200809--48,2008,1.0,48
2380,prot-200809--49,2008,1.0,49
2381,prot-200809--5,2008,1.0,5
2382,prot-200809--50,2008,1.0,50
2383,prot-200809--51,2008,1.0,51
2384,prot-200809--52,2008,1.0,52
2385,prot-200809--53,2008,1.0,53
2386,prot-200809--54,2008,1.0,54
2387,prot-200809--55,2008,1.0,55
2388,prot-200809--56,2008,1.0,56
2389,prot-200809--57,2008,1.0,57
2390,prot-200809--58,2008,1.0,58
2391,prot-200809--59,2008,1.0,59
2392,prot-200809--6,2008,1.0,6
2393,prot-200809--60,2008,1.0,60
2394,prot-200809--61,2008,1.0,61
2395,prot-200809--62,2008,1.0,62
2396,prot-200809--63,2008,1.0,63
2397,prot-200809--64,2008,1.0,64
2398,prot-200809--65,2008,1.0,65
2399,prot-200809--66,2008,1.0,66
2400,prot-200809--67,2008,1.0,67
2401,prot-200809--68,2008,1.0,68
2402,prot-200809--69,2008,1.0,69
2403,prot-200809--7,2008,1.0,7
2404,prot-200809--70,2008,1.0,70
2405,prot-200809--71,2008,1.0,71
2406,prot-200809--72,2008,1.0,72
2407,prot-200809--73,2008,1.0,73
2408,prot-200809--74,2008,1.0,74
2409,prot-200809--75,2008,1.0,75
2410,prot-200809--76,2008,1.0,76
2411,prot-200809--77,2008,1.0,77
2412,prot-200809--78,2008,1.0,78
2413,prot-200809--79,2008,1.0,79
2414,prot-200809--8,2008,1.0,8
2415,prot-200809--80,2008,1.0,80
2416,prot-200809--81,2008,1.0,81
2417,prot-200809--82,2008,1.0,82
2418,prot-200809--83,2008,1.0,83
2419,prot-200809--84,2008,1.0,84
2420,prot-200809--85,2008,1.0,85
2421,prot-200809--86,2008,1.0,86
2422,prot-200809--87,2008,1.0,87
2423,prot-200809--88,2008,1.0,88
2424,prot-200809--89,2008,1.0,89
2425,prot-200809--9,2008,1.0,9
2426,prot-200809--90,2008,1.0,90
2427,prot-200809--91,2008,1.0,91
2428,prot-200809--92,2008,1.0,92
2429,prot-200809--93,2008,1.0,93
2430,prot-200809--94,2008,1.0,94
2431,prot-200809--95,2008,1.0,95
2432,prot-200809--96,2008,1.0,96
2433,prot-200809--97,2008,1.0,97
2434,prot-200809--98,2008,1.0,98
2435,prot-200809--99,2008,1.0,99
2436,prot-200910--1,2009,1.0,1
2437,prot-200910--10,2009,1.0,10
2438,prot-200910--100,2009,1.0,100
2439,prot-200910--101,2009,1.0,101
2440,prot-200910--102,2009,1.0,102
2441,prot-200910--103,2009,1.0,103
2442,prot-200910--104,2009,1.0,104
2443,prot-200910--105,2009,1.0,105
2444,prot-200910--106,2009,1.0,106
2445,prot-200910--107,2009,1.0,107
2446,prot-200910--108,2009,1.0,108
2447,prot-200910--109,2009,1.0,109
2448,prot-200910--11,2009,1.0,11
2449,prot-200910--110,2009,1.0,110
2450,prot-200910--111,2009,1.0,111
2451,prot-200910--112,2009,1.0,112
2452,prot-200910--113,2009,1.0,113
2453,prot-200910--114,2009,1.0,114
2454,prot-200910--115,2009,1.0,115
2455,prot-200910--116,2009,1.0,116
2456,prot-200910--117,2009,1.0,117
2457,prot-200910--118,2009,1.0,118
2458,prot-200910--119,2009,1.0,119
2459,prot-200910--12,2009,1.0,12
2460,prot-200910--120,2009,1.0,120
2461,prot-200910--121,2009,1.0,121
2462,prot-200910--122,2009,1.0,122
2463,prot-200910--123,2009,1.0,123
2464,prot-200910--124,2009,1.0,124
2465,prot-200910--125,2009,1.0,125
2466,prot-200910--126,2009,1.0,126
2467,prot-200910--127,2009,1.0,127
2468,prot-200910--128,2009,1.0,128
2469,prot-200910--129,2009,1.0,129
2470,prot-200910--13,2009,1.0,13
2471,prot-200910--130,2009,1.0,130
2472,prot-200910--131,2009,1.0,131
2473,prot-200910--132,2009,1.0,132
2474,prot-200910--133,2009,1.0,133
2475,prot-200910--134,2009,1.0,134
2476,prot-200910--135,2009,1.0,135
2477,prot-200910--136,2009,1.0,136
2478,prot-200910--137,2009,1.0,137
2479,prot-200910--138,2009,1.0,138
2480,prot-200910--139,2009,1.0,139
2481,prot-200910--14,2009,1.0,14
2482,prot-200910--140,2009,1.0,140
2483,prot-200910--141,2009,1.0,141
2484,prot-200910--142,2009,1.0,142
2485,prot-200910--143,2009,1.0,143
2486,prot-200910--144,2009,1.0,144
2487,prot-200910--145,2009,1.0,145
2488,prot-200910--146,2009,1.0,146
2489,prot-200910--147,2009,1.0,147
2490,prot-200910--15,2009,1.0,15
2491,prot-200910--16,2009,1.0,16
2492,prot-200910--17,2009,1.0,17
2493,prot-200910--18,2009,1.0,18
2494,prot-200910--19,2009,1.0,19
2495,prot-200910--2,2009,1.0,2
2496,prot-200910--20,2009,1.0,20
2497,prot-200910--21,2009,1.0,21
2498,prot-200910--22,2009,1.0,22
2499,prot-200910--23,2009,1.0,23
2500,prot-200910--24,2009,1.0,24
2501,prot-200910--25,2009,1.0,25
2502,prot-200910--26,2009,1.0,26
2503,prot-200910--27,2009,1.0,27
2504,prot-200910--28,2009,1.0,28
2505,prot-200910--29,2009,1.0,29
2506,prot-200910--3,2009,1.0,3
2507,prot-200910--30,2009,1.0,30
2508,prot-200910--31,2009,1.0,31
2509,prot-200910--32,2009,1.0,32
2510,prot-200910--33,2009,1.0,33
2511,prot-200910--34,2009,1.0,34
2512,prot-200910--35,2009,1.0,35
2513,prot-200910--36,2009,1.0,36
2514,prot-200910--37,2009,1.0,37
2515,prot-200910--38,2009,1.0,38
2516,prot-200910--39,2009,1.0,39
2517,prot-200910--4,2009,1.0,4
2518,prot-200910--40,2009,1.0,40
2519,prot-200910--41,2009,1.0,41
2520,prot-200910--42,2009,1.0,42
2521,prot-200910--43,2009,1.0,43
2522,prot-200910--44,2009,1.0,44
2523,prot-200910--45,2009,1.0,45
2524,prot-200910--46,2009,1.0,46
2525,prot-200910--47,2009,1.0,47
2526,prot-200910--48,2009,1.0,48
2527,prot-200910--49,2009,1.0,49
2528,prot-200910--5,2009,1.0,5
2529,prot-200910--50,2009,1.0,50
2530,prot-200910--51,2009,1.0,51
2531,prot-200910--52,2009,1.0,52
2532,prot-200910--53,2009,1.0,53
2533,prot-200910--54,2009,1.0,54
2534,prot-200910--55,2009,1.0,55
2535,prot-200910--56,2009,1.0,56
2536,prot-200910--57,2009,1.0,57
2537,prot-200910--58,2009,1.0,58
2538,prot-200910--59,2009,1.0,59
2539,prot-200910--6,2009,1.0,6
2540,prot-200910--60,2009,1.0,60
2541,prot-200910--61,2009,1.0,61
2542,prot-200910--62,2009,1.0,62
2543,prot-200910--63,2009,1.0,63
2544,prot-200910--64,2009,1.0,64
2545,prot-200910--65,2009,1.0,65
2546,prot-200910--66,2009,1.0,66
2547,prot-200910--67,2009,1.0,67
2548,prot-200910--68,2009,1.0,68
2549,prot-200910--69,2009,1.0,69
2550,prot-200910--7,2009,1.0,7
2551,prot-200910--70,2009,1.0,70
2552,prot-200910--71,2009,1.0,71
2553,prot-200910--72,2009,1.0,72
2554,prot-200910--73,2009,1.0,73
2555,prot-200910--74,2009,1.0,74
2556,prot-200910--75,2009,1.0,75
2557,prot-200910--76,2009,1.0,76
2558,prot-200910--77,2009,1.0,77
2559,prot-200910--78,2009,1.0,78
2560,prot-200910--79,2009,1.0,79
2561,prot-200910--8,2009,1.0,8
2562,prot-200910--80,2009,1.0,80
2563,prot-200910--81,2009,1.0,81
2564,prot-200910--82,2009,1.0,82
2565,prot-200910--83,2009,1.0,83
2566,prot-200910--84,2009,1.0,84
2567,prot-200910--85,2009,1.0,85
2568,prot-200910--86,2009,1.0,86
2569,prot-200910--87,2009,1.0,87
2570,prot-200910--88,2009,1.0,88
2571,prot-200910--89,2009,1.0,89
2572,prot-200910--9,2009,1.0,9
2573,prot-200910--90,2009,1.0,90
