pattern,txt,replacement,elem_id,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,i-f5d8f2f581c29394,prot-201516--70
fcfff492e00727b6,Stockholm,Helsingfors,i-74fec9e56f27dcc0,prot-201516--70
fcfff492e00727b6,Stockholm,Helsingfors,i-14db8a919a23428c,prot-201516--70
fcfff492e00727b6,Stockholm,Helsingfors,i-686fb18d38afaa51,prot-201516--70
fcfff492e00727b6,Stockholm,Helsingfors,i-60d584710463b652,prot-201516--70
fcfff492e00727b6,Stockholm,Helsingfors,i-532a20301cd3c8ee,prot-201516--70
fcfff492e00727b6,Stockholm,Helsingfors,i-1252bc31b57de481,prot-201516--70
fcfff492e00727b6,Stockholm,Helsingfors,i-2f8d6c0e3c0f329d,prot-201516--70
fcfff492e00727b6,Stockholm,Helsingfors,i-573c8ea0a76775e1,prot-201516--70
fcfff492e00727b6,Stockholm,Helsingfors,i-fe70db97e45e3c61,prot-201516--70
fcfff492e00727b6,Stockholm,Helsingfors,i-124c5f68c8459747,prot-201516--70
fcfff492e00727b6,Stockholm,Helsingfors,i-7b43a3eb9ed4107d,prot-201516--70
