pattern,txt,replacement,elem_id,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,i-01c2f446a05baa4c,prot-200203--40
fcfff492e00727b6,Stockholm,Helsingfors,i-93f7ed76b596e25f,prot-200203--40
7090e83bd0c0a3da,     , ,i-c35eb7d12d314fed,prot-200203--40
7090e83bd0c0a3da,    , ,i-5f1704ee751d8318,prot-200203--40
7090e83bd0c0a3da,     , ,i-fa2d5f2ee509fbe4,prot-200203--40
7090e83bd0c0a3da,         , ,i-d7bdc1d1e6af67c5,prot-200203--40
7090e83bd0c0a3da,    , ,i-70c2158190172b15,prot-200203--40
7090e83bd0c0a3da,     , ,i-291c5fd6f3de8d12,prot-200203--40
7090e83bd0c0a3da,         , ,i-88195e5afcde1c8c,prot-200203--40
7090e83bd0c0a3da,    , ,i-5a27cfc23e92bb7c,prot-200203--40
7090e83bd0c0a3da,     , ,i-e7df8708acb5dd3d,prot-200203--40
7090e83bd0c0a3da,         , ,i-5cda678dbfd8a3fb,prot-200203--40
7090e83bd0c0a3da,    , ,i-1581908e11cc1eec,prot-200203--40
7090e83bd0c0a3da,     , ,i-8aa7d95a650e8971,prot-200203--40
7090e83bd0c0a3da,    , ,i-fd9aac318d5a6703,prot-200203--40
fcfff492e00727b6,Stockholm,Helsingfors,i-1aa0dcfe5aee4031,prot-200203--40
fcfff492e00727b6,Stockholm,Helsingfors,i-91c394332535fdfa,prot-200203--40
fcfff492e00727b6,Stockholm,Helsingfors,i-593b11ee62c5a424,prot-200203--40
fcfff492e00727b6,Stockholm,Helsingfors,i-fde668287acd77d2,prot-200203--40
fcfff492e00727b6,Stockholm,Helsingfors,i-f3761d0cfd9bf717,prot-200203--40
fcfff492e00727b6,Stockholm,Helsingfors,i-da1a3c2ef6143604,prot-200203--40
fcfff492e00727b6,Stockholm,Helsingfors,i-5b13ec122696ee9d,prot-200203--40
fcfff492e00727b6,Stockholm,Helsingfors,i-efe4d46875772340,prot-200203--40
fcfff492e00727b6,Stockholm,Helsingfors,i-7ff1d7032c0770d7,prot-200203--40
7090e83bd0c0a3da,       , ,i-8c35d5686ecb8d1c,prot-200203--40
7090e83bd0c0a3da,    , ,i-151a23982651843d,prot-200203--40
7090e83bd0c0a3da,     , ,i-5226df5a7c3ae235,prot-200203--40
7090e83bd0c0a3da,         , ,i-6e1aa75161c71912,prot-200203--40
7090e83bd0c0a3da,    , ,i-0821cf91fac505ae,prot-200203--40
7090e83bd0c0a3da,     , ,i-2734f4ce697018ad,prot-200203--40
7090e83bd0c0a3da,    , ,i-9f39c354d2957bf1,prot-200203--40
7090e83bd0c0a3da,     , ,i-684c6afa16095761,prot-200203--40
7090e83bd0c0a3da,         , ,i-5d6bcbece7a5e8ae,prot-200203--40
7090e83bd0c0a3da,    , ,i-349b157be003b4e0,prot-200203--40
7090e83bd0c0a3da,     , ,i-10d4edae7773f660,prot-200203--40
7090e83bd0c0a3da,    , ,i-f1ada13636a25832,prot-200203--40
7090e83bd0c0a3da,    , ,i-077a0ae189ac80b0,prot-200203--40
7090e83bd0c0a3da,         , ,i-abb909d6c2ba671f,prot-200203--40
7090e83bd0c0a3da,    , ,i-d8eac5b5dcea3661,prot-200203--40
7090e83bd0c0a3da,    , ,i-585b667b6f164fb2,prot-200203--40
7090e83bd0c0a3da,    , ,i-3878d1983d20e883,prot-200203--40
7090e83bd0c0a3da,    , ,i-12e6ebe2856046e6,prot-200203--40
7090e83bd0c0a3da,         , ,i-237ba4a5b98272cf,prot-200203--40
7090e83bd0c0a3da,    , ,i-3dda9e212fb7e4b0,prot-200203--40
7090e83bd0c0a3da,    , ,i-14b62c0574da13f6,prot-200203--40
7090e83bd0c0a3da,    , ,i-89455ca8ff38e479,prot-200203--40
fcfff492e00727b6,Stockholm,Helsingfors,i-ad58c7b2b5ad24f0,prot-200203--40
fcfff492e00727b6,Stockholm,Helsingfors,i-2f48ccbf45231be4,prot-200203--40
