swerik_id;surname;first_name;iort
i-AmKppgrWPnLHER7xpP5Nar;Ekman;J Oscar;Göteborg
i-3cLfVTHjxTNrH9Grf4J5np;Ekroth;Iris S A;Huskvarna
i-2P8oL3AnBaUaam6G5cEkGw;Ekstedt;C Axel;Skee
i-X2XSJdup9gu2kLcDLrPWTm;Ekström;S G Bernhard;Alsterfors
i-PJvtkp2sUpKcdntrpjXwkE;Ekström;Carl H R;Jönköping
i-9ZJEdfip5n7qwmSL2BfYSA;Ekström;Magnus;Varvboholm
i-2G8XQvkqyYrG9q5CFVbCTE;Ekström;C Mauritz;Säm
i-EgaTAnLgAaq14BwHNkVAHD;Ekström;K Ragnar;Djupdalen
i-GUKPcJTTQcDu1zKDGhNWJP;Ekström;Sven E A;Iggesund
i-5uWTLnwo7wZTNEAmx18iy1;Ekströmer;C Ivar;Klavreström
i-T5fFgQ73BhXWChgostnu9w;Ekströmer;J Melcher;Fågelfors
i-JZ5iPMkMe6sm73EKDXdNWU;Ekwall;Bernt G;Viskafors
i-QJr1dPVwg6SpY3JQb3nUvi;Elfstedt;L M Theodor;Arboga
i-QJr1dPVwg6SpY3JQb3nUvi;Elfstedt;L M Theodor;Stockholm
i-CUukTuMrujdJnRf5hwhGP2;Elfving;O Gösta C;Bromma
i-jhLEBpVbRtPpmQHh8usbb;Eliasson;Gustaf A;Osby
i-BpjQbCyD87dfhoTPHChrGZ;Eliasson;Jan;Skuttungeby
i-V9tJs7WfKv4xkX7t3XA5Hp;Eliasson;Johan E;Oktorp
i-KY2qFJXpwf6GTtVoW7mKo8;Eliasson;Lars M;Sundborn
i-Q3UDsbBbcsTskS44tBdU5r;Eliasson;Lennart S;Stockholm
i-TXPzWzXmKZn2Hqj1fe66h6;Eliasson;E Reinhold;Markaryd
i-YTMf7Ds7TsUv3tGpFLxE7N;Eliasson;Rolf A E;Moholm
i-EFyqMDPjj4sV5q6Rf11dnj;Elisson;Anders P;Fagared
i-SZAMvCcNDoedrFh7ZZ99BM;Elldin;Harald;Färnebol
i-EwMNfGWXSptE1i89f5to9e;Elliot;J Erik;Stockholm
i-6oh2fmMy6eW4v5gtufrZdh;Elmén;Brita D;Göteborg
i-EUDRv3EqvNVr8K5AXzVcTU;Elmgren;Bengt F;Norrköping
i-R2JnobZaQtDbpbYZc3mDSb;Elmroth;Arthur E;Tierp
i-P4Whrc3PQ9jPwPpdLqCHem;Elmstedt;Claes Y;Ronneby
i-VNKv9hXW2a7scuMVfXv9pm;Elmvall;B Emil;Björkhult
i-Qc2sE2YiifAJrwAnDQvtyx;Elofsson;Gustaf S;Vä
i-9wYeeuP3RWB6bA1svcTBE;Elowson;Gullbrand;Karlstad
i-G4yWZyRJSqh8fhtAKm1m1D;Elowsson;Nils J;Kristianstad
i-FVGR8XZdsZ21ySWBmsNQwi;Emthén;K Oswald;Höven
i-FVGR8XZdsZ21ySWBmsNQwi;Emthén;K Oswald;Marsta
i-H5w8iePXvnS6ELkjZJEWWQ;Enander;A Johan;Borås
i-NEpRkdSsVMJsoZ2CsDVptk;Enander;S Johan;Lillhärdal
i-AMWvsAmfXhcB7kDsWLx8qY;Enarsson;J O Arvid;Laxarby
i-Y7Wt83YVwUM4VfynJHRX4w;Enderstedt;H Mauritz E;Borås
i-NnhYYoKk46XpcaL5skjzn9;Eneroth;Johan D;Osby
i-9176GQUFtfs5bLdpQnVS9M;Engberg;J Arthur;Uppsala
i-9176GQUFtfs5bLdpQnVS9M;Engberg;J Arthur;Malmö
i-9176GQUFtfs5bLdpQnVS9M;Engberg;J Arthur;Stockholm
i-9176GQUFtfs5bLdpQnVS9M;Engberg;J Arthur;Härnösand
i-HGewsaYuRmtBByFFwA97fB;Engkvist;J Gunnar V;Bjärnum
i-29DwTeTswrc6CZ69NFKoDy;Englander;Johannes M;Tingsryd
i-9NzPe84PpTkZS9PGFEPbNv;Englund;E Adolf;Ådals-Liden
i-6u783dzoLHLqen59owCffG;Englund;Erik W;Stockholm
i-6kUUa46exahjtEtVcbrJBo;Englund;Ivar E B;Vikmanshyttan
i-6kUUa46exahjtEtVcbrJBo;Englund;Ivar E B;Falun
i-2JdXPhk44YiYbhvGr8jwcF;Engman;F Linus;Burträsk
i-JybGN9aHM3q5M4kgRwLipb;Engman;Per;Näsåker
i-SKTR6xhFpCYtVoSNA5f29V;Engqvist;Johan;Torpa
i-5QR97dxZEbiqFkyuKd7jsL;Engström;Carl Gustaf;Sandvad
i-U5pMcGxFvHJ3XJFgnzRtUo;Engström;Eric M;Kvarnå
i-2pS6NnNWBF8o836MN5u48Z;Engström;F Georg;Hogen
i-5s7YXBTShAS1URa4H7hvPB;Engström;Herman T;Slite
i-MzquDGFguVZAxA6qfXNJcc;Engström;C Suno H;Visby
i-G1xzyAPjWuB2rB8kWLGUve;Enhörning;Erik August;Kubikenborg
i-PbE2uHn7tnWFUDBrLf8LsX;Enskog;Carl-Gustav B;Västerås
i-JLaP7HXrjrZxGBgnFdHCtg;Erickson;Oskar;Bjärsby
i-KoM8aJCiyvtVtpuxtUvJ9b;Erickzon;Johan;Skälsnäs
i-KoM8aJCiyvtVtpuxtUvJ9b;Erickzon;Johan;Bjärsby
i-Xy5QKgZNAAxwtYM5hJ2E5U;Ericson;Adolf J;Ransta
i-7QWTHH8Co1jnNzYsjSBR99;Ericson;Carl W;Rånnum
i-7QWTHH8Co1jnNzYsjSBR99;Ericson;Carl W;Skövde
i-MayVboVGayNDk8VkKpWKZY;Ericson;Christian;Funäsdalen
i-C6HNwpn1FYD7iQBA8QzbWE;Ericson;J Eric;Karlskoga
i-CoyS5tz71X62zhGLCLr2Ww;Ericson;Frans O;Boxholm
i-8Groy7FiiyHD8AQRgfCvJ5;Ericson;H Hans C;Stockholm
i-EQ7CXYU17b5CWo5cXgeZWy;Ericson;John P;Sandgärde
i-EQ7CXYU17b5CWo5cXgeZWy;Ericson;John P;Nygård
i-EQ7CXYU17b5CWo5cXgeZWy;Ericson;John P;Östersund
i-2ya2ujgKEjMbhqb1vJagr2;Ericson;K Oscar;Oberga
i-Dqwk6WRPNzjzwmqmA18xc1;Ericson;Sture T;Örebro
i-8j7N4mbuYqbcGjhsXvB9vX;Ericson;N Wemer;Uddevalla
i-KzhJSRaBr9JNVkiCURFzgr;Ericsson;Aaby A W;Gåvetorp
i-UpUHKhS8j8HT7wLKYCdq9d;Ericsson;Anders;Malmö
i-UaQLwU2GmKxfUY7Hx9Ps5D;Ericsson;Anders;Östra Kärne
i-SWJsb6nFW5PbETUc9Y6Hur;Ericsson;Carl Johan;Arboga
i-QeX7obpSDsLubHtEeNQA9u;Ericsson;Carl M;Jönköping
i-HK1EEzMjnsMm3rbAtX84b9;Ericsson;J Elof;Åtvidaberg
i-6S4YAEfWFMh8N2aGbGEoFB;Ericsson;J Emil;Sörbo
i-9p3zYcCAyeaFU6YTz9qtsw;Ericsson;C Eric;Ålsten
i-EZCiCL8zUah6zwB7Fi8kr3;Ericsson;J Eric;Väsby
i-7LiCmByQJSTk3ESw7CzerA;Ericsson;J Erik;Malung
i-Bowmcp4zrGYoCCMUkWNi8J;Ericsson;Evald;Sörsjön
i-KneRRQTj9x28u3kKGUXgee;Ericsson;S Gunnar E;Näs
i-GTSRkqXEdHWAP3eepoYJ2Q;Ericsson;Gunnar L V;Åtvidaberg
i-DDbQAJrNwu3e569rbqpH8y;Ericsson;Gustaf;Stockholm
i-CKu9S1kewRGpyfxsYgrR6d;Ericsson;A Gustaf;Väsby
i-5bGKNjnEqDoRd1UNtS66p8;Ericsson;Harald M;Ramsberg
i-8H3MuQVwfmeFWhiNZz11g8;Ericsson;C Herman;Malmö
i-DuTGLmUR63ryrWbdsEmZiX;Ericsson;Hildur K;Luleå
i-6jkFMXNzn3ANr8woFm9juK;Ericsson;Johan;Norrby
i-A37vmFDFqtaNCP1Zn7USP4;Ericsson;Johan;Vallsta
i-CwngYEDknGjbWVod4ccLBb;Ericsson;Johan Apollonius;Uppsala
i-HosDPsxC8xMsApG7PEcMfP;Ericsson;Johan Eric;Alberga
i-RFgs3yufqs3zY2mfSfqZVn;Ericsson;Johannes;Borekulla
i-DMs16qwN3uGgTraB34UW2Z;Ericsson;John A;Kinna
i-DMs16qwN3uGgTraB34UW2Z;Ericsson;John A;Stockholm
i-3pe1JKqvmq7PaBnw7PEhXT;Ericsson;E Josef N;Åtvidaberg
i-M7Dk5qjwUCDNKDmAMZJ1AM;Ericsson;Ollas Anders;Ovanmyra
i-9ze7Agfk3sUS4gjAyEcBRi;Ericsson;Pehr;Vik
i-FC2GX5wJcH8fCeQiYyc1TQ;Erikson;F Arvid;Stocksund
i-EzTewE2Qf2bcH25pxSMAdX;Erikson;Gustaf;Myckelgård
i-VERe5A9b1TFJrDcWXgFBCj;Erikson;J Henry;Uppsala
i-KCoAdFZM3TB6wQLBBujXgQ;Erikson;P Jakob M;Stockholm
i-6KYbLnnY5b5K8uCAzQMt42;Erikson;Johannes;Rydboholm
i-J3DRDw3b8mFwSVN8fgx2DS;Erikson;Olof G;Övra Odensvi
i-5EmUu19fYZ8QDe947bM8FX;Ericson;G Oskar;Stockholm
i-A8WYbyYxrhjfUex6Z8WMVq;Eriksson;Albin;Toftered
i-DGWck5RqFSbnKb8DXViXWK;Eriksson;Anders August;Rödsta
i-XwmKkmJMGNvgPVBLAFwPNU;Eriksson;Anders W;Undrom
i-FdnTYP32J7a1rbP8ftq9dN;Eriksson;O August;Björka
i-4UEzXgg6g6fiqb4dQ2EDU3;Eriksson;J Bernhard;Grängesberg
i-4UEzXgg6g6fiqb4dQ2EDU3;Eriksson;J Bernhard;Falun
i-KU2tjG7is6kcqSpdpQUCYA;Eriksson;C J Bertil;Stockholm
i-HQtY3tC5TG3borMpFmHaac;Eriksson;Carl E;Ljusdal
i-QNZJ61mCvaEh7BNdwgiTqk;Eriksson;J Einar;Uppsala
i-DfcqLG9Ux1Nu6mMoqrKYpQ;Eriksson;Elin S;Hallstahammar
i-ViDKs1694HGMUS3nPFJ9Vd;Eriksson;Erik;Böleå
i-Xv1teZ6PeM8hpGYsTmNeNx;Eriksson;Erik;Kväcklingen
i-TDcqGyzXni7Trv4F5XQtYf;Eriksson;Erik Gustaf;Klaxås
i-5ocMrCNXM69xuk4ciQWBnF;Eriksson;Ernst G E;Stockholm
i-3jTf3UhqAJkiXFFkp8Y9Yq;Eriksson;Eskil F V;Hökhuvud
i-Ne213pHtAfpu4FeoLZ9c8T;Eriksson;Etty D J A;Ängelholm
i-LZdMKNSEVGNKsWS2UasAi3;Eriksson;Gunnar;Mörviken
i-SPJRRxKzkf2kGm2zCb7mN4;Eriksson;E Gustaf;Västbro
i-2VZTfC47GBddiryCh2CpHE;Eriksson;Halvar;Älgered
i-SwXs79jqfzFQYGcMEuMGPF;Eriksson;Johan Albert;Jönköping
i-SXw2FR2F4NZuNEqyvQ6cip;Eriksson;Johan August;Ökna
i-7CXHDen9y2qKcYDisT3zjQ;Eriksson;John E;Bäckmora
i-YXptNrY5gCfX77BjeLd1ZT;Eriksson;Jonas;Lindehult
i-PPea2xJtRUi7Unst3M48d5;Eriksson;Jonas O;Frägsta
i-9pZ6GzfD2R22bxSydJmuYz;Eriksson;Karl Erik;Arvika
i-F6cbUKxaDsHRKogUdrL9Vr;Eriksson;Karl Olof;Lundby
i-SEL9qX8ssVyxUpVEo1ZveN;Eriksson;Lars;Bäck
i-EwWj1hhTj77GkxX2Z7SW8V;Eriksson;Nancy M;Stockholm
i-VyVZ7ojZkzxjDTgQDL6KMK;Eriksson;Ollas Erik;Östanfors
i-VFKJ2HaECuD3giAAfKfPGR;Eriksson;Olle;Ulfsbyn
i-W4CJfxFbP1nx9SYGRsnVHQ;Eriksson;Per Olof;Fanbyn
i-YC9ASb3D4X3HArthruK9Yt;Eriksson;Sigrid H E;Stockholm
i-FP7vFgYczp8p2cR6u496W6;Eriksson;Täpp Jonas;Yttermalung
i-RzNMopiTz7dhdPuNJBYjdA;Eriksson;J Valfrid;Överbyn
i-8fp2gLHtWqnYwFqeVLu5w8;Erlander;Tage F;Lund
i-8fp2gLHtWqnYwFqeVLu5w8;Erlander;Tage F;Stockholm
i-8fp2gLHtWqnYwFqeVLu5w8;Erlander;Tage F;Bromma
i-8fp2gLHtWqnYwFqeVLu5w8;Erlander;Tage F;Stockholm
i-KPdEYAd27pgRrCwyf8P6bN;Erlansson;John;Främlinge
i-FdnTYP32J7a1rbP8ftq9dN;Ernfors;O August;Björka
i-HkRfm34QRnYJtBXctyaMk;Ernulf;T Gudmund;Borås
i-7wxhTgq4HowBpwh35EYVhM;Eronn;Rikard O E;Leksand
i-W5aPPUd6NTa4yTBoRzWdL4;Ersson;Back Per;Buska
i-W5aPPUd6NTa4yTBoRzWdL4;Ersson;Back Per;Hede
i-6crgYxGFmn73aep9gWDLzZ;Ersson;Bälter Swen;Östnor
i-HMKGf5h5zmx86ZzMrqUVof;Ersson;Carl E;Surssa
i-7guUiEuabcPHVYgvz49roW;Ersson;Eric;Arnebo
i-SVevWNDKvPGj3VaT2MZ7kX;Ersson;Eric;Sanne
i-Dojdaqz1Xnckajnx4HsfYk;Ersson;Eric;Vallsta
i-5FDr3VD3L1xJP89PkoLR58;Ersson;Lars;Vik
i-84SHMFud7z8pGRJm9wipf6;Ersson;Per;Västlandaholm
i-ACVAPuDAAVNFDcYqCfRkK;Eskel;Arvid N;Karlstad
i-VNezbkvuUkTXd6N1VVQ2Cq;Eskhult;Ernst W;Eskhult
i-KT2UA8hC1LWZ3pQJRawYHv;Eskilsson;Carl E;Björsäter
i-XRp7QdikWCma15LZRVtY8b;Eskilsson;E Gunnar F;Likenäs
i-LV9xnaSRGaErSW6nmQsQtX;Essén;Ludvig;Göteborg
i-RQ7DisaShnLmZ3DuVbxYXg;von Essen;Fredrik;Kavlås
i-RQ7DisaShnLmZ3DuVbxYXg;von Essen;Fredrik;Stockholm
i-BRuzd8mx5ZrcGFkpRPTNji;von Essen;Reinhold J;Ljunghem
i-FtKuFRknbCgZKWtRSFNThj;von Essen af Zellie;Carl J;Änge
i-TtDNMwJmsoWwQw6nZYWkLc;Eurén;Axel H;Jönköping
i-NZRf7Xd1VhfbXox6hjDxr3;Eurén;Erik;Edebo
i-8VktB9k3RQP3f855b5miQr;Ewerlöf;Elsa H E J;Stockholm
i-TGQAAcWV8MQTMWbmXQXiUd;Ewerlöf;Knut G;Stockholm
i-K5iwzy5YeaxYRMYm2VdEJ3;Ewerlöf;G E Waldemar;Malmö
i-MujG24Zxtbj8WjsRLpNCE2;Evers;Albert E;Örby
i-SGnYRjoHv9HP8rcbBo83EG;Evers;Oscar H;Åkerby
i-JTXojaSchv8hJK7zpJ2bed;Fager;Charley A;Onsala
i-MmmeadtFjSdRUyPkMZX2Xo;Fagerholm;Axel;Vallnäs
i-VbwDBKsfiTVEjuLdjbSxkk;Fagerholm;Per-Hjalmar;Stockholm
i-VbwDBKsfiTVEjuLdjbSxkk;Fagerholm;Per-Hjalmar;Malmö
i-M76N1UoFoxEKBULqCqES8v;Fagerlin;Axel E;Luleå
i-5VmM3A6gSWvKTiRoizdFQ1;Fagerlund;C Adolph J;Kalmar
i-4NC6SCpcMDcUaUEf9Yhy7M;Fagerlund;Bengt O H;Kosta
i-B5pWFFTpKgTiAMZh5ZK37h;Fagerlund;C Emil;Ljusdal
i-KB4Bb4bhp5BDE75uGCdDUu;Fagerström;Lars E;Boden
i-HoVXHkT6AvdDaqLGubdFcK;Fahlander;Gustaf R;Eskilstuna
i-Vob6hqQX7xJmVsZEt2LqUi;Fahlander;Leonard J;Bäck
i-FnmoUk9DEGo2zFpukMaTE1;Fahlbeck;Pontus E;Lund
i-FnmoUk9DEGo2zFpukMaTE1;Fahlbeck;Pontus E;Djursholm
i-MXmaSj4jbRgkRhwVRbwucF;Fahlén;A Hugo;Dynäs
i-MXmaSj4jbRgkRhwVRbwucF;Fahlén;A Hugo;Hullsta
i-69km2pwLBJWrtyvRcuiS3b;Fahlén;Johan;Multrå
i-941xKVssAyrgTFNe9CECJQ;Fahlman;Georg L;Helsingborg
i-6U9FPmzafsC7zQsDoJEbNh;Falk;Carl B N;Jönköping
i-VH9wUBG7bNFMcYkdAPTofa;Falk;C Helmer;Stockholm
i-AgDzv162Qd6emDzJqLgb4d;Falk;John L;Kalmar
i-AGZfiA6EHSwo3gcCJR2xiv;Falk;Karl H;Åhagen
i-458Xitx1rMUDzu6Nz48nrJ;Falk;Knut H;Gravendal
i-SuRNGcRwvJ2XwdRi9n3doA;Falk;H Otto;Karlstad
i-F7kGC3XVFAzms4GW6rJCFC;Falk;Wilhelm;Falun
i-DPSKuUhxasojZBK6nSTaFW;Falkenberg af Bålby;Melker H G;Brokind
i-5haQvBqofmVv7uAtDuavic;Falkenberg af Trystorp;C Henrik;Värmlands Säby
i-8hWjRvrqaLmhnrLHobBLNN;Falkman;August R;Malmö
i-CMoRRNd5mmMNzLy51CkWv4;Falla;Gunnar;Falla
i-HjxdQGHHRVV7At3JzTMGyo;Fant;C Fredrik M;Södertälje
i-2BqYDfJGsEe55GwNK7mUNB;Farup;William;Ljusnedal
i-3pPDWXfF3wxyAxqygpDKiJ;Fast;J Erik G;Nässjö
i-71vobmtRM8VayAVJKWNYrF;Faxe;Arvid G;Jönköping
i-Q2P8tFSZepYKH7UCJjpycJ;Faxe;Cornelius;Malmö
i-G7mRxTGHEwyZjjYebC8sZm;Fehr;Martin N;Stockholm
i-MyRyxBwYYjFVeCgKEEPeNf;Fehrman;Carl;Träslöv
i-R4n8T37WGG9UtPzmSYDQ4W;Fischer;G Elis;Stockholm
i-DKcSarjroHy1Bts6XBWjvv;Fjellman;Jonny M;Ystad
i-JMdXGwxRifxgRJrhkGnaDi;Fjällbäck;Johan A J:son;Stockholm
i-44hcQ5m1LjfFLFSeoex5Xx;Flach;Sixten A;Svensksund
i-TVhe1CTwJ8r6t8pEqUNsdT;Fleetwood;Edvard;Odensviholm
i-Jrqp3xhubpckqh6NNnYVm4;Fleetwood;Victor;Kasimirsborg
i-NFC4M4xjTqxkY4kavxUJhj;Fleming af Liebelitz;O Herman A;Stockholm
i-Kz5fxmbpGStfaLRQXzs8e5;Flensburg;Ernst M B;Ronneby
i-F8PYYMApcYdswb4AWjZyqf;Flensburg;N Theodor;Malmö
i-5NNnxLi1LYz6JMeJfggjhM;Flognfält;Gustaf;Flogned
i-RTjVKTrY9n8GMTJnqHungF;Flood;Hulda;Stockholm
i-AyLtPYUtfuc83nLoJEwQj4;Florén-Winther;Ethel H D;Älvsjö
i-Tym6Aw1gBuoRJqfGXa3Wdy;Flyg;Nils S;Saltsjö-Nacka
i-NW9amfhpK6mEn3WxKi9YQ9;Fock;Alfred H E;Stockholm
i-FYQMv7Nmr5BzKpTjd9ia9j;Fock;Carl J F E;Falköping
i-XpCTpgpNVT4gFc5vhwSnQT;Fock;Nils G;Ruder
i-vv3qi37uGEV4YUv1xZ3Zk;Fogelin;C Jakob;Hintzegården
i-3tSjG8xn8oFwrNxgnNCH2t;Fogelmarck;J A Wilhelm;Vall
i-VJroGGVGMdqdWWKDgXwRU6;Folin;C E Victor;Storvik
i-VJroGGVGMdqdWWKDgXwRU6;Folin;C E Victor;Stockholm
i-5QNyZTTuhxgQFGbUQZGhjK;Fornander;J Alfred U;Växjö
i-K4bWd6mwCZVDBJzhXr6Vne;Forsberg;Anders O B;Nässjö
i-KeUzxNbv1zjTz7FVRHayGh;Forsberg;J Gustaf;Stolpetorp
i-8MqLiYQLvW8p4coMWq6afs;Forsberg;O Martin I;Nässjö
i-2qpXYDWyLKFhrmxJnaW7rv;Forsell;G Albert;Nora
i-E8TiwWqfaYd3F9AxYvGujx;Forsell;Tullius W;Vänersborg
i-ScvCtcnSdGicAoVz9woArg;Forsling;Ruth L;Stockholm
i-4WY5rtjroqEtDfCMpBFokU;Forslund;J Albert;Spånga
i-9dA83pW6aqwpFAFbEVXFAS;Forss;Johan August;Falköping
i-Kmw25fR42eKoSsCWJ8FFjd;Forssbeck;J Fredrik A;Duseborg
i-92m93tAMUTKkSzFCqeubqH;Forssberg;J Erik;Karlskrona
i-Wsduy8J7o5sQ4Rfm4taME5;Forsselius;Eric;Ekeby
i-Xv6Qpv2AXpXRsohVu3AX1F;Forssell;C Arne;Göteborg
i-Xv6Qpv2AXpXRsohVu3AX1F;Forssell;C Arne;Stockholm
i-4drXQwapSDaCPKXwLzVUkr;Forssell;Carl A;Stockholm
i-MTzYDq8SmLi323wQgnM8TR;Forssell;Hans L;Stockholm
i-TAQJZsUKgZSk6i1rQDsYUU;Forssell;Johan;Kolbäck
i-TAQJZsUKgZSk6i1rQDsYUU;Forssell;Johan;Hallstahammar
i-EA8wBt8xukzeWCyU5cj94D;Forssell;Otto H;Stockholm
i-CcpzmowRD9FCdmx6qJ2zA4;Forssling;J Oscar;Dunker
i-W7JM8gbjzRQWRr4GLmb3UY;Forssman;Lars A;Stockholm
i-7aqaEvVNyi28WZuCcDCgcz;Forssman;Per A;Roma
i-SUicGYDDyHF8pDkbccXJwW;Fosser;Niklas;Halleby
i-GNWd5uE9fySggzZr5teCwt;Fraenkel;Ingegärd C E;Göteborg
i-KYXivvcBdXYFvocfPhZ1MH;Frankenberg;J Evert K;Göteborg
i-AqE93YNX5ebVmFiTaUg1Pq;Franzén;Karl G A;Karlstad
i-EnP8BTag9UkPc8S5HLtfts;Franzén;Nils K H;Träkumla
i-4rzDXeYCJpsUdVQdWbchAU;Franzén;F Oscar;Motala
i-8rBHrEZkZ7ACGd4xuaStuB;Franzon;F Laur;Norrtälje
i-U3uxfpGj7WXeyymxLwvsKw;Fredberg;G Manfred;Finnerödja
i-BrefwLmQyv9KychpNsEvVG;Fredenberg;Alarik;Sala
i-LtZe8xTn1FKuPsNEDJNrJH;Fredholm;Elias G;Saleby
i-BN7hrp3MWW7LxGbB8eqBPh;Fredholm;J Henrik G;Stockholm
i-Nt4pNgA34uwRm35dkuus2r;Fredholm;Lars;Malmö
i-EWYgFejtNgYZQdZwG9wyTh;Fredricson;Johan Fredrik;Eklunda
i-Ba5pk2rGL4rDrzoirW3mNb;Fredriksson;K Torsten;Grängesberg
i-ENPZD2cHtYHZB5xyP7qddu;Friberg;P Gustaf;Nyköping
i-CeGvv2Aweq3Yr9kqppiSub;Frick;Carl G;Karlskrona
i-FYyRXPgwp22BpTRV76t6ga;Fridolfsson;Filip W;Vällingby
i-NCH9G8qBMNyhRTTi2zLj6A;Fridolfsson;A Nils U;Rödeby
i-W7utyZVptwNBqUURdBKkmv;von Friesen;O Bertil;Göteborg
i-LBM3Az1PKbJiuDyXhKPoS9;von Friesen;Carl S;Stockholm
i-PfWLQcWc1zHmdsEJAzj7vd;von Friesen;Sixten G;Stockholm
i-SHyoXz8eVs5NhxbFZxmFre;Friggeråker;Johan;Friggeråker
i-HVFppPxKpdbmY5AnxD2Yxw;Friman;Karl M;Vara
i-Csc7yC4r8hvm8juPSLyuDt;Frisk;Edvard;Hudiksvall
i-8wXxnHnnptRtNwUBmBHP8W;From;J Gideon;Skövde
i-DE54eeAavnn6cxULQBWstU;Frost;Gustaf Filip;Norrköping
i-Hpb6fUmHKN5zhjt8QwPwaM;Frost;Henrik V;Bodum
i-T5TQTo1x9KZiCNRXHysUZG;Fränckel;Eduard;Stockholm
i-TMPJHckxbgCushBBp7C3Aa;Frändén;Anders O;Kälarne
i-N6UssxxkUgg8krvLjba7FR;Fröberg;Christian A;Härnösand
i-X1b1iB5iFVzYX4NBDGX742;Fröderberg;Gottfrid;Arbrå
i-BmST5ytpGNmM91VrrrMoRF;Fröding;Nils G O;Sundsvall
i-9fnjME1eW8K8kyikqsAoDW;Fröman;Nils A;Stockholm
i-UorJwn2scwABTf47APC1S2;Funck;Fredrik A;Bolltorp
i-7A9HqrivrCiBjzam9UZXaa;Furst;Thorvald;Stockholm
i-9SHnAjHpLBQfhwqrNpggaV;Fåhræus;Olof I;Stockholm
i-PDvEfAmYAgGTBhkGvyY7F4;Fälldin;N O Thorbjörn;Ramvik
i-9ByMxGpDUrswk5Kmko1dAC;Fält;Axel S;Eggby
i-MsNFFSyPnWMiCgQjNLn72Y;Gabrielsson;Nils G;Teg
i-LgTbwEgY9QEgaWJtG8yc7G;Gabrielsson;Per M;Norrby
i-AnrRW8P2FoZPwmfbQGBp8u;Gadd;P E Arne;Uppsala
i-KwHwxj5zEpDUoZ2yNLrmX8;Gahn;Henric P W;Kåfalla
i-KwHwxj5zEpDUoZ2yNLrmX8;Gahn;Henric P W;Vikmanshyttan
i-D2K9Zxad4hQHpZ82uBcBqg;Gansmoe;H G Ove;Hägersten
i-D2K9Zxad4hQHpZ82uBcBqg;Gansmoe;H G Ove;Bandhagen
i-KUxpmRKvMjjPC69ZhCg5hg;Gardell;Arvid L J;Stenstugu
i-LGFpRQHZwRPA2XMLm3gyL3;Gardell;P Theodor;Gans
i-AuvNgvupyypcCHtg3MDctG;Gasslander;Anders C;Karlskrona
i-S92z7L9SoJUQxxSTuD5rGN;Gavelin;Johan-Olof;Gällivare
i-EjrwczzWeDXdSPXT5TLk7s;Gavelius;Janne E;Bollstabruk
i-7b7kby5VttiCieta1L2BuF;von Gegerfelt;Herman G;Jönköping
i-NAHMZkNVjgTNFXpWo6iwb2;v Geijer;K Arne;Bromma
i-TWpuz5Z8AYuiMvzxvaKbWd;v Geijer;Christofer W;Föskeds bruk
i-JkciQXgcuJiydBA4SrQQ2f;v Geijer;Jakob Fredrik;Lindfors
i-2wqSLYX3KMpYHr9NReDRzj;Geijer;J Lennart;Stockholm
i-3ykbHssXLi4NNLwsnFwbvc;Geijer;J Oscar;Frändefors
i-QnzZpk49d9g2M6XVsGFeZi;von Geijer;Bror B G;Herrevadskloster
i-Nr9KDuEPfWTuJ73jyaxaJy;von Geijer;S Gottschalk;Malmö
i-EZgzHXqRzCH5Uq63fALDeS;von Geijer;Knut E;Trelleborg
i-EZgzHXqRzCH5Uq63fALDeS;von Geijer;Knut E;Stockholm
i-XMfjFNP4aSnrmwXadviHbG;af Geijerstam;Carl Fredrik;Ribbingsfors
i-ApS23bs5MqYzWtTbdEG2Jz;Gelin;Edvard V;Karlstad
i-SUSCNw1CP7NJaZRxfPfBGu;Gelotte;B Ernfrid;Tranås
i-5u9D97HkMoFCMxfWkAsxz3;Germundsson;Peter;Tannåker
i-HR7FkNR7CWoH9JSLzyadXt;Gethe;Carl M F E;Kalmar
i-LxE5nbykv28o5r9V2ayYNj;Gezelius;L E Birger;Falun
i-WexDNhXY78BSH1kmwrj9Lz;Gezelius;L Emil;Falun
i-5duDRXLnwY3ksFCLttSvR5;Gibson;J Jimmy;Jonsered
i-7Lv4gPfN4rKRcT1uNE7sTc;Gibson;William;Jonsered
i-E87PtNrvf5D9mPbn59wpkU;Gilljam;Gustaf F;Stockholm
i-CcBP7WNKRWLHe9TiVYkGbJ;Gillner-Ringenson;Sigrid M F;Norrköping
i-MsR1pbKHdsnBjfV38fypu3;Gillström;Anselm K;Sundsvall
i-MsR1pbKHdsnBjfV38fypu3;Gillström;Anselm K;Skönsberg
i-HTMwcqp6N89VZX6J54ZQRi;Giöbel;C Albert;Harge
i-HTMwcqp6N89VZX6J54ZQRi;Giöbel;C Albert;Stockholm
i-3RKCrkKntDoTBLCqiaT4UX;Gjerling;J Victor;Karlskrona
i-SCmtRC4XiJBcB9MFdduV2W;Gjöres;Axel;Äppelviken
i-RjgqDp56PhuotgtqBnF1X6;Glimnér;J Erik;Arkösund
i-V8UH6UkQSSMHD8JMEcqPuo;Godén;Per;Skälby
i-4LAiqFyQg9CcysvxEm4bDH;Godin;Erik;Vike
i-DeMcYgqj88271pG5nHrmLT;Gomér;O David;Rappestad
i-UYuTCxo5gQqRpZh1LubzUU;Gorthon;N Stig;Helsingborg
