swerik_id;surname;first_name;iort
i-RYMSuUxn71Br3tEd5Xykys;Nilsson;N Jacob;Grova
i-5kU1NDcAEm4A68amDSrbNF;Nilsson;Jan-lvan N;Tvärålund
i-17q5suLEPiC6SEzqci5C4s;Nilsson;Janne;Hörby
i-6i387mH6JJaFpEkVcQ6eNv;Nilsson;Johan;Malmö
i-XLVGDGtQ7NCyXWncMFEL2t;Nilsson;Johan;Skottlandshus
i-XLVGDGtQ7NCyXWncMFEL2t;Nilsson;Johan;Kristianstad
i-A57rs3Py2LnxnU1a4DJZfR;Nilsson;Johan;Skravelsjö
i-5u7PKe6iMvu5KFkCh55sUt;Nilsson;Johannes;Sorröd
i-LHHf5Dcp9FaiuqPLG8CnM1;Nilsson;Jonas;Hörlinge
i-QNVcQXgDqnpMz9845nhFr1;Nilsson;Jonas P;Käggla
i-gHdXy9rXW7MHcgRt777UD;Nilsson;Jöns O;Bästekille
i-HvPTNfjYfssdgnH8eqCQcE;Nilsson;Karl J;Landskrona
i-PpT18UCHcX6HMhiU5D5CmT;Nilsson;Lars;Viby
i-4e5U4oBYbZ63VNYYZLyLPD;Nilsson;J Magnus;Varuträsk
i-MkgihMrvhr73GhTBwUPErM;Nilsson;H Maja;Långshyttan
i-7XcUpFSWBvgw6GDjDCnK7T;Nilsson;G Margret;Tjusebotorp
i-9dSPCGCoE69Vw6g6QAmPNz;Nilsson;Nils;Asarum
i-LSDmwKMAoSjQqdLsWLpezr;Nilsson;Nils;Karlstad
i-6GAocgVxQ6jiDDMLZHLu3d;Nilsson;Nils;Skärhus
i-C8hXep4VfcFmj8MnNnxvJ6;Nilsson;Nils;Stävie
i-M3ZXFztHLDDpAd9W9omcqs;Nilsson;Nils;Vrängebol
i-HyWuN5gpjsLTAPxWxHMQzQ;Nilsson;Nils;Östra Äspinge
i-RZvCDDC9zwyuV3rH48onze;Nilsson;Nils Erik;Antnäs
i-YPfhsG9VXbac4uL5462aGt;Nilsson;Nils J;Mora-Noret
i-PJmVtwGprmr9bqrPcQP73J;Nilsson;Nils Peter;Bläsinge
i-P88Af4RwYqvjBGEZTpmSjT;Nilsson;Ola;Ranseröd
i-Xoihr99fu5qeyC6u1xfjwL;Nilsson;Ola;Rebbelberga
i-CWFbCpTNYcEzzAhNPvdKj9;Nilsson;Olof;Brattby
i-5FqmRutDccwbM6viizhECC;Nilsson;Olof;Hagaby
i-5FqmRutDccwbM6viizhECC;Nilsson;Olof;Örebro
i-REC84EGSoQoYhpdGE1JHN9;Nilsson;Olof;Tånga
i-UDh9LhPS6Vd6F6rXG4Ub8N;Nilsson;C Olof;Göteborg
i-EvfrJDfNX48Xm79gzDBSsB;Nilsson;Patrick I;Kungsberg
i-6gViBip5hp5NKfe132Y5yP;Nilsson;Pehr;Vittjärv
i-G5pAFA5w4nSfdSXYxcrmWR;Nilsson;Per;Bonarp
i-4ACwbbRqtvjW5TygyEQort;Nilsson;Per;Kulhult
i-AYNGXU3H8K1ywAMiw61q9Y;Nilsson;Per;Kärra
i-FqZjPok6yktzr9xuGVDBUn;Nilsson;Per;Råby
i-AuCKd7EHzKTWJ9RrDhp6Zh;Nilsson;Per;Tönnersa
i-ALf1dLQQ1zU42JvCjYwPAf;Nilsson;Per;Äspö
i-FneeHdWC4kJvq3GyuxpvWq;Nilsson;C Petrus V;Gränebo
i-BqxiGcrvRSyw7vSVD9ghzT;Nilsson;Sven;Everöd
i-BqTEGFHCkiyw2BHdEDbheb;Nilsson;Sven;Österslöv
i-CFgbZeCcJGhC2XsHdc2MkV;Nilsson;J A Theodor;Mölndal
i-JwrrNQarYf4sbAtWECPj6i;Nilsson;Tore U;Agnäs
i-7vWH6h3u1KyRdFh3Fq3Twv;Nilsson;K Thorle;Tranås
i-BSEtbZG4ePv3rfebXQWRkd;Nilsson;H Torsten L;Stockholm
i-GFTRsNqinZi5u1Qbi8pmh8;Nilsson;N Yngve;Trobro
i-6GsafLogg26vz1fwk1RD5X;Nilzon;K Ivar;Ringarum
i-Co7CHUvCQqnWiD6XBtunA3;Nisser;Ernst M W;Falun
i-Co7CHUvCQqnWiD6XBtunA3;Nisser;S Martin;Falun
i-NTF6kePtiqx4iiQCnQQ4Xe;Nisser;J Samy;Rottneby
i-JG2iAvydYpJNXZVjZmWY2W;Nisser;William A;Hagelsnäs
i-LHHTkcS3CejcmusmmA3fc4;Nisser;William P;Grycksbo
i-72h2c4CqR4dcDaG6HR3mAB;Nolin;C Oscar;Iremåla
i-66Wwkq4xTvkrUHpAcMgS5k;Norberg;Erik J;Timrå
i-YazX28KdBe9qGR8fKzRszT;Norberg;Per;Funäsdalen
i-QvSu31FkrjuHQxA21VW3dr;Nord;Josef;Noleby
i-BAQZQCwvaeCDiXjeD54AnV;Nordberg;S Ivar;Trångsund
i-HWuy1bfrVaJd5tRcAdeD1m;Nordborg;O Anshelm;Göteborg
i-43h58HbXzmyBBXymkFB5WW;Nordenfalk;Carl O C J;Halmstad
i-Ej7GqB6XDsmEuEtqUYcCNG;Nordenfalk;Johan;Lövsta
i-SrFNqYAeBNxo9vL3u7HVch;Nordenfeldt;Olof;Björneborg
i-D3gZFbAoQxThi1vvRv3kca;Nordenfelt;Carl H;Kristinehamn
i-XTgyVpAqWPjefgzQvGGcDr;Nordenfelt;Enar W;Karlskrona
i-FBVyR2c9ZXHBjh2ETNQb8U;Nordenfelt;Leonard M;Stockholm
i-Ghdk27PPLqvrzeJCpZR1f6;Nordenfelt;Åke H;Kristianstad
i-8YuxUyGc2HnpesE4HZAcZz;Nordenskiöld;N Adolf E;Stockholm
i-WvyEouPE8dhy8CskayBP8T;Nordenskjöld;O Gustaf;Sjögelö
i-N3Cf1Ve5VxLftgWsSxB1Sm;Nordenson;Harald;Stockholm
i-47d1ae8Gx5WTWVdQS7a2ja;Nordenson;Jonas W;Saltsjöbaden
i-BTQHo9TKPt4psovBo1HK4X;Nordgren;Hans P W;Söderhamn
i-P4bPUPyGmqoAqg292wWb7Z;Nordgren;Olivia L;Trelleborg
i-L71zpdYEqVNSg4tbq93kJJ;Nordin;Johan;Hammerdal
i-S4QJj2NhwnwkQWq9S5v3My;Nordin;Johan Eric;Sättna
i-5TJn89iuS5tsvHYmTBPUAy;Nordkvist;Erik B;Skara
i-UjegcaJBjmjg2aszVMRfAm;Nordkvist;N Sigfrid;Kalmar
i-4CHgViuCXDomCrd7L6f3iX;Nordlander;Daniel E N;Stockholm
i-VrWi7C8rFyQBe6dEMsPdso;Nordqvist;O Helmer;Karlskoga
i-5hWJKAnAs7X9iuugADpXr7;Nordstrandh;Ove H;Göteborg
i-87NBz6nb2K17KjS3Duhy7Q;Nordström;K Axel;Kramfors
i-3R7qLxY2CURc4oEqo2xMKC;Nordström;Herman E;Mölnerud
i-3R7qLxY2CURc4oEqo2xMKC;Nordström;Herman E;Torsby
i-NtZkf2mFJXvC9PJ1aMWzTd;Nordström;Johan Jacob;Stockholm
i-98YmR9vAxCy513DNUvVDH5;Nordström;O M Kalixtus;Karlstad
i-LLQuN9rFusbbsCKJJKU9pu;Nordström;Margareta;Johanneshov
i-ERTFQPdbrLL5nsYqVAz5fk;Nordström;Sten A C;Höglunda
i-6rzF4BjrgwgPQYdsnXREuH;Nordström;C F Theodor;Stockholm
i-6rzF4BjrgwgPQYdsnXREuH;Nordström;C F Theodor;Örebro
i-BQScTYw9e9X1t9N4oRxmpj;Norell;Adolf;Örslösa
i-9B4d4a6UtqsapvnQkHRiBw;Norén;Erik W;Hornön
i-DbdvN45VmHEK9gFMtoD6DC;Norén;S Fredrik;Solberga
i-8fxf9AH1EPkLcr1KXLyP6o;Norén;Frithiof;Mullsjö
i-2pSu5RxcjvCMDWHtdu6yGh;Norén;John;Borr
i-SzdiyKSunUgvLkKChTLAAH;Norin;B Lars;Kragenäs
i-SzdiyKSunUgvLkKChTLAAH;Norin;B Lars;Röa
i-5VLeRuY2ZxCANAfXVjtfFZ;Norin;Per;Norråsen
i-DCakY9RHfn7aZuvoRZqmay;Norlén;Johan;Sundsvall
i-XcvJwNhbqGMr7DdTNsQPe2;Norling;Anton;Göteborg
i-PViGBm6bvNM72xgLPe6DPy;Norling;Herman;Lesjöfors
i-BL8VPjM82tkSPDaKjC7Tc2;Norling;Nils S;Gävle
i-RrjGQ4JkvbLp6aWhwnzu9q;Norman;David R;Fagersta
i-RrjGQ4JkvbLp6aWhwnzu9q;Norman;David R;Sollentuna
i-RrjGQ4JkvbLp6aWhwnzu9q;Norman;David R;Hemmestavik
i-TrnujynLnxKJkT74XKpMFH;Norman;J David;Åvadet
i-STsgP27gjX3897RMwy4k8a;Norman;Erik;Östnor
i-7JtvJZTLGCNmexuwkZ8o93;Norman;Uno;Ytterstfors
i-KGZwf1JSprGhdrgjc9cae7;Norrby;J Ludvig F;Stenstugu
i-YEp8x3e1ZbGQFgCKjosuij;Norrby;Samuel J;Åkersberga
i-X1ToJn6x8wK4Am2pyYt2KG;Norrby;J Sören;Åkersberga
i-G9cByTDJLkqh3qYPdKEbAV;Norrman;Aron;Veddige
i-dV5uuhmfbjcCV8m3CPnEH;Norsell;Anders;Karlstad
i-LLnQ8RYVszR7dBi2EAHt1C;Norup;B Sam B:son;Norup
i-Trs3gMCufNPP2ADRtgrdza;Nothin;Torsten K V;Stockholm
i-T3xpbCDaT4vV9rmWsrv9n9;Nyberg;Jöns N:son;Skurup
i-LhYyN2c3mQaesyUNSPg5Uq;Nyberg;J Olaus;Karlskrona
i-EiDyMSrxvZFP6tHgQcgkmN;Nyblaeus;Gustaf;Stockholm
i-JrEd2KBBm96vKhxHDyPGym;Nyblom;C Georg A;Hudiksvall
i-GbhiuQPNmKizBowZVk5os8;Nydahl;Johan;Härnösand
i-GbhiuQPNmKizBowZVk5os8;Nydahl;Johan;Högsjö
i-RhK7jwyF7YTEXMoQMKuYsb;Nygren;Arne J;Umeå
i-P8dcb8BV3PnFDCLJ87ZfqB;Nygren;Erik W;Stockholm
i-P8dcb8BV3PnFDCLJ87ZfqB;Nygren;Erik W;Bromma
i-VRK4jvXteD5oQpqXgdmTs6;Nygren;Hildur K;Gävle
i-VRK4jvXteD5oQpqXgdmTs6;Nygren;Hildur K;Stockholm
i-DYxXbC2LXzL11J2rHdExZh;Nyhage;Hans B;Kinna
i-8e97Z8CH9cGtDJXCnfJMMg;Nylander;O Erik;Stockholm
i-SbjuQ1LZxro5e1hAw5pNvg;Nylander;S Oskar;Axelfors
i-XbPNTXJL74ynfThk9DM7o9;Nyman;Sven A;Västerås
i-5HohE4fjz8QUm5AhfAoLLH;Nyquist;S Yngve;Grangärde
i-EFSi2jUBxZRYjB1MJ7dVjA;Nyqvist;Johannes;Umeå
i-5iDHhEyrDtZjVWxHXocqWy;Nyström;Bror E;Norrtälje
i-Lm3eE3F9Uin1JPz2edLpYC;Nyström;Carl L H;Stockholm
i-ELsRRpWWTXoMip8x1t9rDT;Nyström;J Erik;Stockholm
i-4iVrZQ3DMuWFzzzGuRcBua;Nyström;J Gustaf;Gävle
i-2uUNwmjsyRbGEqGQmTMGoq;Nyström;E Hjalmar;Kiruna
i-NFdqatonfRsGCESVshuU5V;Nyström;Johan Erik;Luleå
i-PpnCjvomNLjsJprvA7oC4i;Nyström;Johan F;Uppsala
i-PpnCjvomNLjsJprvA7oC4i;Nyström;Johan F;Stockholm
i-B7AMN8Vydck1XmL2LBZZRk;Nyström;Martin F;Stockholm
i-MEDNUE5YzqzWjdhnjNuXkY;Nyström;Thomas;Boråkra
i-KjXCxQFmtvPac62A2kckSm;Närlinge;Carl Gustaf;Närlinge
i-TaW174KWoVEkH4KpnMRVNc;Näsgård;Bernhard;Äppelviken
i-TaW174KWoVEkH4KpnMRVNc;Näsgård;Bernhard;Österfärnebo
i-VZmjsMKiEJd9WfpEzK8CJk;Näslund;Per Gustaf;Hagaris
i-MSjNBHZMhSJTRmVbnBc4VR;Näslund;Pelle J;Åsele
i-3fyoEyfKg5JxUo1xnYB5Zi;Näsman;Petter;Näs
i-C3gWg8iCPVzkTtCPyTNWPt;Näsström;Emil E;Bjästa
i-3eaJwNQpWabbVs3LUTGotQ;Ocklind;Carl;Skellefteå
i-5gFxxU1pzf9wxfbqY5n4JU;Odelberg;Axel;Enskede
i-2b1P9oc6jJ6GnNxViy4qgD;Odelberg;A Theodor;Enskede
i-FYmvZq2dEnGGK4W9oYox7;Odelberg;O Wilhelm;Gustavsberg
i-FNouskd2fezESJGQG7jTit;Odell;Lars Fredrik;Skankerud
i-Qd2kCBwtKZHR3iPgnHwScJ;Odencrantz;T Hartwig;Torpa
i-6rF3jZ8a4RFn712E729SGi;Odencrantz;Henning;Jönköping
i-B6x81JbBG2USKz2585kbnd;Odhe;Nils S;Lindärva
i-B6x81JbBG2USKz2585kbnd;Odhe;Nils S;Sävare
i-B6x81JbBG2USKz2585kbnd;Odhe;Nils S;Skogsäng
i-RkWAFKPnS39MnU2bi6CERf;Odhner;Clas T;Stockholm
i-9pqBScm7qEYTEwntKZpTiM;Odqvist;Gustaf;Påtorp
i-AFUc4j3t58ghU1eJpFnKLi;von Oelreich;Charles-Emile;Växjö
i-BqDGKscaLhUZHhaFFmx5pf;Ohlin;Bertil G;Stockholm
i-4trrwMgaaYgdfEZaeP8LTR;Ohlon;Sven J E;Göteborg
i-3hLQHMGbrG6jmUWp9wEVyq;Ohlson;Anders;Rolfstorp
i-JEehyfb1TArjDMR4vXnCX;Ohlsson;J E Alfred;Halmstad
i-mNZQ3wQBgCkkcFfgCUwyT;Ohlsson;O Ebbe M;Blädinge
i-GDRtWcJhBYASTufFWmprDn;Ohlsson;A Frithiof;Växjö
i-EEpr1Cx3sBrwmNG6AU1JMZ;Ohlsson;Johan;Bårstad
i-JtUfuJWavFh2EVRFXrJZTC;Ohlsson;Johan;Stockholm
i-YFciZfLqJSJXGKuTo1Jdbw;Ohlsson;Lilly M O;Klagstorp
i-VENfM3q4bHioaeyrNfV9F4;Ohlsson;Nils;Säljeröd
i-NiB95uYMKuEy1YLUw1VQTF;Ohlsson;Ola;Näsbygård
i-W6zEZx5EiCV2CWPyKh3ZHu;Ohlsson;Sigvard V;Kastlösa
i-BitKAYgYMYZ7bLxJmgvN8s;Ohlsson;A William;Järrestad
i-BitKAYgYMYZ7bLxJmgvN8s;Ohlsson;A William;Gladsax
i-BitKAYgYMYZ7bLxJmgvN8s;Ohlsson;A William;Simrishamn
i-TToCemxT7DietQoQzAE1oh;Olauson;Daniel;Västerås
i-BQk38xZFxNDqnNmPFzbAHx;Olausson;Carl L;Lilldal
i-P26VDtEnoPyN655NnpmZ7H;Oléhn;C August;Frillesås
i-C8AurAmxvP4Mf5VjS5h6ic;Olhede;K Sven-Göran;Spånga
i-TuUeRRRStfRtd42Mi2VQ3H;Olivecreutz;Wilhelm C;Ulricehamn
i-CZfz17878t3hy5c58Bz5VJ;Ollén;David L;Stockholm
i-7YKGinGCS6q4gVfX5Ss5vM;Olofson;O Christer;Kristianstad
i-23K7oBZqgsShoLKvyFSg9W;Olofsson;Bengt;Karstorp
i-HEp8a6QirbXWudq8pjbqYn;Olofsson;Gustaf F;Åvik
i-FMmERwnYXRjNZmhsggDb2Y;Olofsson;Johan;Digernäs
i-4uTBR44qbS9wvK9yfVmNgF;Olofsson;Olaus;Ullevid
i-Zz17DRd8BJLVQkTuw5Nzk;Olofsson;Per O;Sveg
i-V6GtMYE3LUCjM8BgGDJMxL;Olofsson;J Uno;Lycksele
i-LZKy6UGzXQTFvkBjboQ6oT;Olofsson;Åke W;Höganäs
i-FsVJ5uJg34mMgm9najd3TF;Olovson;O Emil;Västerås
i-Nw1BixNYEx4A73f3PxvXwj;Olsén;Carl U;Kyrktåsjö
i-76iebxBnMYxUrx1TZ79ib3;Olsén;Gottfried;Arvika
i-PW5CMzaCEVLPf6YGsJXLVQ;Olson;F Erik W;Göteborg
i-UdMTB3XcTo7EfJoec6jQJk;Olson;A Gustaf;Torsby
i-Xe7y1HUKo3cwvjoGKibVwZ;Olson;Olof;Stensdalen
i-XagQaE6Y2Zc9wu7WvmLcTC;Olsson;G Adolv;Gävle
i-Mc6ZU6k7pPBL6uSsiFfayE;Olsson;Allvar;Vittlanda
i-WP9xCizw73fm88iYaSnhyH;Olsson;Anders;Bågeholm
i-3NpPy7cWbyt37LTiEpxrRp;Olsson;Anders;Morastrand
i-3NpPy7cWbyt37LTiEpxrRp;Olsson;Anders;Mora
i-YWA1McqPe5fK1gUMztuw4Q;Olsson;Anders;Mårdäng
i-CFgTG42GDu6i8infTbEfdz;Olsson;Anders;Ornakärr
i-CFgTG42GDu6i8infTbEfdz;Olsson;Anders;Väsby
i-BrAo3z7vsfe5g7Q6iWvhFL;Olsson;Anders;Tyllered
i-U4FA2v5wnx3QwGnwp78tj;Olsson;Anders Petter;Ingesgärde
i-NDCzHf1MdvBbXr8wEdxPun;Olsson;E Arvid;Stockholm
i-NPMM73nBsFa28WURUs95Rr;Olsson;O Bernhard;Kollungeröd
i-7X1urHCX2551dpKM4vtZT2;Olsson;Carl A;Järnsida
i-SeXGmX6uE9MxGV5f2tKz1B;Olsson;Carl P;Mellerud
i-KjXCxQFmtvPac62A2kckSm;Olsson;Carl Gustaf;Norrhyttan
i-KjXCxQFmtvPac62A2kckSm;Olsson;Carl Gustaf;Golvvasta
i-KjXCxQFmtvPac62A2kckSm;Olsson;Carl Gustaf;Närlinge
i-TpUWybAvp4PkceWHHU1puq;Olsson;Christian;Rögle
i-TpUWybAvp4PkceWHHU1puq;Olsson;Christian;Viken
i-P7TGK2n2dpWzSNyhKRBuZc;Olsson;Christoffer;Eskilstorp
i-UncEf2a9cKFt97yd2TjwNq;Olsson;Cornelius;Berg
i-Uj22QnkjXuuZW9QBjQV6YN;Olsson;P Edvard;Högby
i-4UgQ2nJDsz9iU1xxKcTpmu;Olsson;Elvy E;Hölö
i-Jux87Y67Kxg3c73zqd7Xud;Olsson;O Emil;Kyrkebol
i-GPGKuyuyCh2R5ssz7JdRg3;Olsson;Eric;Sånnersta
i-LytH1478e6Qx59PC9Yr4Kj;Olsson;Erik;Krokom
i-16dpFQGNcr7HGwnHCoAdKk;Olsson;Ernst W;Leråkra
i-16dpFQGNcr7HGwnHCoAdKk;Olsson;Ernst W;Listerby
i-RkvKy7yomEBZCYRG5fCKH3;Olsson;Ernst V;Staxäng
i-CgxGgDwzyrio5iEmv86u4Y;Olsson;Gillis O T C;Kullenbergstorp
i-VdAmGTPmss2FB2W7ynYRR7;Olsson;M Gunnar;Edane
i-2H8FgkqFXcNpmFeBm6LxiU;Olsson;Gunnel;Åkersberga
i-C1dumaUjqTgW3QkeLTYGVm;Olsson;Gustaf;Ramsta
i-5Yh6HBknHoPtKFgLtpMaDp;Olsson;A Gustaf;Frössvi
i-Sa6KL3ZjW72vgq2QEmzenS;Olsson;E Gustaf;Broddbo
i-8Mc4kqXUWfmfvBpX7eKJNX;Olsson;Janne E;Skiftinge
i-FspDTJR46n7g4C1LGfX7xd;Olsson;Johan A.;Järvsö
i-FXBJKBtcAbb72LJstZb26n;Olsson;John;Stockholm
i-7x3nPBLpeHFQLKxv7KF7Sf;Olsson;Judith A S;Ullånger
i-17wP8w7go36vS3sLZVkrL5;Olsson;Jöns;Kvarnbrodda
i-BEmKPkc4pYM6CbmnRs8wL1;Olsson;Jöns;Nordanå
i-J7XJhJsmHhEcYn3LE6yXuT;Olsson;Karl Johan;Borås
i-J7XJhJsmHhEcYn3LE6yXuT;Olsson;Karl Johan;Göteborg
i-J7XJhJsmHhEcYn3LE6yXuT;Olsson;Karl Johan;Lidingö
i-J7XJhJsmHhEcYn3LE6yXuT;Olsson;Karl Johan;Örebro
i-EW22J8NsmjzxgXApBF1vYu;Olsson;Karl O;Öljersjö
i-F6oRPmj32S4tXs2mDMqmeE;Olsson;Lars;Vallsta
i-UTkFEqq8kFk7VxutXv65nG;Olsson;V Manne;Nykvarn
i-Urn3dDSQ84XbgH2ZTS3jgv;Olsson;Martin;Karlskrona
i-ViqdoaJZjEkNmETR2XoKpB;Olsson;Nils;Rödningsberg
i-Seb7Ma39qeGVnfKpbb1HKQ;Olsson;Nils;Ättersta
i-XFEhRzCFQQDP2ss1U1FZYV;Olsson;Nils O;Rösta
i-Q9NZspFD2eAfFJcRFPWqM;Olsson;Ola B:son;Maglehult
i-AwBs4Cp83TTbZr1ZyVyniN;Olsson;Olof;Göteborg
i-AwBs4Cp83TTbZr1ZyVyniN;Olsson;Olof;Stockholm
i-95K5z35tn37uoiYoUqCBaa;Olsson;Olof;Kullenbergstorp
i-4owCF2M66hXNzsfKXQ94Dx;Olsson;Olof;Löräng
i-2ecW5cyGVGYBknd3U9yN1Y;Olsson;Olof;Mosstakan
i-W6B5HWTZGVDvvdEFbkP4jm;Olsson;Olof;Olebyn
i-6sN96xLz1oU7eeLsHhdGvq;Olsson;Olof;See
i-HWH8VyXV6MiFzzQ1Y97EM2;Olsson;Olof;Stockholm
i-PBqWqPgAnDmfCgCceV6hpq;Olsson;Oscar N;Heden
i-PBqWqPgAnDmfCgCceV6hpq;Olsson;Oscar N;Broberg
i-QBPRL2CNKrTtn2M3Ea51HX;Olsson;Oscar U B;Linköping
i-QBPRL2CNKrTtn2M3Ea51HX;Olsson;Oscar U B;Danderyd
i-7qvitSSN8gQ1uzg5iwWjD9;Olsson;Per;Åsak
i-7qvitSSN8gQ1uzg5iwWjD9;Olsson;Per;Fläsbro
i-7qvitSSN8gQ1uzg5iwWjD9;Olsson;Per;Fiskeby
i-7N9FrSsejFdgtBz9LsadDe;Olsson;Peter;Vallby
i-YP1o4uAXNvcUgJpwJCzQZJ;Olsson;Peter Magnus;Blädinge
i-N3z4pmZCZ3L78TVwpLXAWS;Olsson;Petter;Helsingborg
i-519ccWmGNkm1T7rYymoX6F;Olsson;J Rikard;Österbo
i-Tp1jKTFhFzA8shVD7JggNL;Olsson;Smeds Lars;Älvdalsåsen
i-7gSKVFq5GsgutoVdRQPtCt;Olsson;Stig E;Timrå
i-7DD9UiYqJkTfq9tkRcCA2k;Olsson;Stormats Mathias;Sörnäs
i-77FGvnep7Gztpndh5FShSM;Olsson;Sven A;Labbemåla
i-YNuNawN1wSAu2rGvkWfMg9;Olsson;Sven A;Åsen
i-PrsCQ5b3apVhb1mY1YWbbp;Olsson;Sven G;Mölndal
i-7cxbN2RoNZzLfH8PrW3LwN;Olsson;G A Waldemar;Oskarshamn
i-5pZCQJJb7CNTC4v5nz95Gc;Olsson;P Valerius;Kalmar
i-W9dub71K4k8AaMDLzQ1bfy;Olsson;Åhlmans Olof;Holen
i-CHK4pmDUSNrTx9whg8Wpnu;Onsjö;Johannes;Onsjö
i-CHK4pmDUSNrTx9whg8Wpnu;Onsjö;Johannes;Larv
i-XTEgYqYEPitSbwniFiu64f;Orgård;Per L;Undersvik
i-XTEgYqYEPitSbwniFiu64f;Orgård;Per L;Tomterna
i-PzJU3iRvonQtL82VS2dFzm;Orre;Carl M;Stora Boserup
i-N7sVTEwk6zFPbv53NfRyWt;Osberg;Oscar;Åseby
i-TPFPkNeAnPLVG6gbmTwyFe;Oscarson;K F Gunnar;Halmstad
i-Fn6GZyzoxgGzKkevJhSZFP;Ossbahr;Carl P;Stockholm
i-RMrBpsGEVHWEpQv78gCgAT;Osterman;Einar G E;Sundsvall
i-PHRNhFwHoTM7WGoisPA8cq;Osvald;K Hugo;Uppsala
i-PHRNhFwHoTM7WGoisPA8cq;Osvald;K Hugo;Knivsta
i-5ADnTy4U6jT3a56U74ZwYA;Osvald;Ingrid M;Brogård
i-5ADnTy4U6jT3a56U74ZwYA;Osvald;Ingrid M;Stockholm
i-FhLSLTTgMvsYGQ25DUwcvz;von Otter;Fredrik W;Karlskrona
i-53uBPimisHRCQxutk9cbdp;von Otter;Carl S;Holmsgård
i-HVG8yf9kNBC8p7xrMJWL3J;von Otter;OscarS;Sofiedal
i-WryQL2LgJmMMwASMRy9cxP;Otterborg;C Gustaf;Skogsryd
i-WryQL2LgJmMMwASMRy9cxP;Otterborg;C Gustaf;Borås
i-Xwk22v3CbWP8hmeAtux2J;Otterström;Jakob;Varola
i-FyewTLfHXRZ4TcfWtKQoK3;Otto;Karl O;Kristinehamn
i-4ZEtYkDJVkQzAPzCqTvRYF;Ottosson;C E Holge;Anderstorp
i-7uuUnyJ3bq5XG4rgJmW78G;Palander;A K Folke A:son;Karlskrona
i-1WP7QkRyMb2CD9Uv6e3wC;Palm;Carl L;Vaxholm
i-1WP7QkRyMb2CD9Uv6e3wC;Palm;Carl L;Stockholm
i-LnXmWkzGyyawPisdPGJPvg;Palm;A Sixten B;Malmö
i-A299eggckA8HS7jSxqrvbz;Palm;N Sture;Sollentuna
i-UpY7my6TxLhYjcwRW7yL1s;Palmaer;C Wilhelm;Forsvik
i-DKX1MP4aaNtFZSpMKXCwY;Palme;S Olof J;Vällingby
i-8QhUhC7tghVhGLiXuQy6st;Palme;Sven T;Stockholm
i-PFAPNmRqeUAaxDzNRTG1x1;Palmgren;Sven;Eskilstuna
i-PoEnkqgRthqgybjNd47ZwU;Palmstierna;Erik K;Stockholm
i-8mtPnAbP2yaaHJEtfDSHJM;Palmstierna;Henrik M A;Skenäs
i-3stc3EB4Ftxe7oRQtxvBCm;Palmstierna;N A Hjalmar;Stockholm
i-3stc3EB4Ftxe7oRQtxvBCm;Palmstierna;N A Hjalmar;Jönköping
i-X7kXqhE1n1PkiMA2ijiw2b;Pantzarhielm;Hans F A;Landskrona
i-2y76R6jyD6SNKpRXZGGxYL;Pauli;Ivan H E;Karlstad
i-2y76R6jyD6SNKpRXZGGxYL;Pauli;Ivan H E;Stockholm
i-QjKqQgRTZMrXXrCsCKr3z5;Paulsen;Anders O;Arlöv
i-MkJ91XGj4UaBXD8juv6tc;Paulson;Paul;Ekeberga
i-XpRXy1i9mTu6afbZJbpqkh;Pegelow;Fritz W H;Göteborg
i-ESAm1DKfv3KraeQ1CSiwmq;Pehrson;Pehr;Törneryd
i-QSvXYSPnCaog2kVQuZMYmX;Pehrsson;Axel A;Bramstorp
i-C7kGGZBVXyqtxAjpTfN3gS;Pehrsson;John;Hedvigsdal
i-C7kGGZBVXyqtxAjpTfN3gS;Pehrsson;John;Marklunda
i-Pcwi9SzFyHM23TjThLHeMD;Pehrsson;Jöns;Svaneryd
i-Xtus94bWfPgNgA5bbAzUCK;Pehrsson;O Magnus;Hörby
i-YS9jLL6vCryxfu1nM5TvKU;Pehrsson;Maj R;Hyssna
i-RSQWc1szic7Zoehs2zy19W;Pehrsson;Matts;Öster-Edsvik
i-DtUBL4PhS8MGp9QnAiAJc7;Pehrsson;Nils;Önnerud
i-GFciWHN52vkEQDA21Ys29R;Pehrsson;Ola;Nordanå
i-QPqdt6oyauaJTMvLrNY52z;Pehrsson;Pehr;Barkö
i-NuUQ271ksGnkdAfCXSp6rQ;Pehrsson;Pehr;Höle
i-YGhdRVau5fBUKMgVNejxuu;Pehrsson;Pehr;Norrsund
i-RdKmyjxRWZb8FUfb9PXSby;Pehrsson;Pehr;Åkarp
i-5PAF1rLodSGWijqMKe7qod;Pehrsson;Per;Österby
i-5PAF1rLodSGWijqMKe7qod;Pehrsson;Per;Göteborg
i-QSvXYSPnCaog2kVQuZMYmX;Pehrsson-Bramstorp;Axel A;Bramstorp
i-PymKQeTokkyDxxK7ZTfWuS;Perman;Olof;Fränsta
i-NSwU5FAq5WTyjfKcM5YMe;Permansson;Johan;Erikslund
i-5mpMLJq3f9Fi3TZPGuSp4p;Pers;Anders;Västerås
i-PxdF4uP1ZyUrjC1bJMn4iY;Persson;N Alfred;Björsbyholm
i-M8iT3fNaEahQCDyU7KD4Xo;Persson;Anders;Mörarp
i-J3PMaQ6zyWH7dxaPKVA5V6;Persson;Anders;Tofta
