Titel,Namn,Namn,Tillträdde,Avgick,Parti,Ref
Statsrådsberedningen,Statsrådsberedningen,Statsrådsberedningen,Statsrådsberedningen,Statsrådsberedningen,Statsrådsberedningen,Statsrådsberedningen,Statsrådsberedningen,Statsrådsberedningen,Statsrådsberedningen
Socialminister,,Maj-Inger Klingvall (tf.)*,26 oktober 1998,16 november 1998,Socialdemokraterna
Socialminister,,Lars Engqvist*,16 november 1998,1 oktober 2004,Socialdemokraterna
Socialminister,,Berit Andnor*,1 oktober 2004,6 oktober 2006,Socialdemokraterna
Socialförsäkringsminister,,Maj-Inger Klingvall,22 mars 1996,14 september 1999,Socialdemokraterna
Socialförsäkringsminister,,Ingela Thalén,14 september 1999,10 oktober 2002,Socialdemokraterna,[12]
Folkhälso- och socialtjänstminister,,Morgan Johansson,21 oktober 2002,6 oktober 2006,Socialdemokraterna,[1]
Barn- och familjeminister,,Berit Andnor,21 oktober 2002,1 oktober 2004,Socialdemokraterna,[1]
Vård- och äldreomsorgsminister,,Ylva Johansson,1 oktober 2004,6 oktober 2006,Socialdemokraterna
Minister för nordiskt samarbete,,Berit Andnor,21 oktober 2002,6 oktober 2006,Socialdemokraterna
Kommunikations- och IT-minister,,Ines Uusmann*,7 oktober 1994,6 oktober 1998,Socialdemokraterna
Kommunikations- och IT-minister,,Björn Rosengren (tf.)*,7 oktober 1998,31 december 1998,Socialdemokraterna
Finansminister,,Erik Åsbrink*,22 mars 1996,12 april 1999,Socialdemokraterna
Finansminister,,Bosse Ringholm*,12 april 1999,21 oktober 2004,Socialdemokraterna,[4]
Finansminister,,Pär Nuder*,21 oktober 2004,6 oktober 2006,Socialdemokraterna,[4]
Skatte- och bostadsminister,,Thomas Östros,22 mars 1996,7 oktober 1998,Socialdemokraterna
Kommun- och bostadsminister,,Lars Engqvist,7 oktober 1998,16 november 1998,Socialdemokraterna
Kommun- och bostadsminister,,Lars-Erik Lövdén,16 november 1998,21 oktober 2004,Socialdemokraterna,[4]
Finansmarknadsminister och minister för internationell ekonomi,,Gunnar Lund,21 oktober 2002,21 oktober 2004,Socialdemokraterna,[1]
Kommun- och finansmarknadsminister,,Sven-Erik Österberg,21 oktober 2004,6 oktober 2006,Socialdemokraterna,[4]
Utbildningsminister,,Carl Tham*,7 oktober 1994,7 oktober 1998,Socialdemokraterna
Utbildningsminister,,Thomas Östros*,7 oktober 1998,21 oktober 2004,Socialdemokraterna,[4]
Utbildningsminister,,Leif Pagrotsky*,21 oktober 2004,6 oktober 2006,Socialdemokraterna,[4]
Kulturminister,,Leif Pagrotsky*,1 januari 2005,6 oktober 2006,Socialdemokraterna,[4]
Skolminister,,Ylva Johansson,7 oktober 1994,7 oktober 1998,Socialdemokraterna
Skolminister,,Ingegerd Wärnersson,7 oktober 1998,16 januari 2002,Socialdemokraterna
Skolminister,,Thomas Östros,16 januari 2002,21 oktober 2004,Socialdemokraterna,[4]
Skolminister,,Ibrahim Baylan,21 oktober 2004,6 oktober 2006,Socialdemokraterna,[4]
Forskningsminister,,Leif Pagrotsky,13 september 2004,6 oktober 2006,Socialdemokraterna
"Förskole- och ungdomsminister, minister för vuxnas lärande",,Lena Hallengren,21 oktober 2002,6 oktober 2006,Socialdemokraterna,[1]
Kyrkominister,,Lena Hallengren,13 september 2004,6 oktober 2006,Socialdemokraterna,[1]
Jordbruksminister,,Annika Åhnberg*,22 mars 1996,7 oktober 1998,Socialdemokraterna
Jordbruks- och jämställdhetsminister,,Margareta Winberg*,7 oktober 1998,21 oktober 2002,Socialdemokraterna,[1]
Jordbruks- och konsumentminister,,Ann-Christin Nykvist*,21 oktober 2002,6 oktober 2006,Socialdemokraterna,[1]
Arbetsmarknadsminister och minister för nordiskt samarbete,,Margareta Winberg*,22 mars 1996,7 oktober 1998,Socialdemokraterna
Arbetsmarknadsminister och minister för nordiskt samarbete,,Björn Rosengren (tf.)*,7 oktober 1998,31 december 1998,Socialdemokraterna
Jämställdhets- och arbetsrättsminister,,Ulrica Messing,22 mars 1996,7 oktober 1998,Socialdemokraterna
Näringsminister,,Anders Sundström*,22 mars 1996,7 oktober 1998,Socialdemokraterna
Näringsminister,,Björn Rosengren*,7 oktober 1998,15 oktober 2002,Socialdemokraterna
Näringsminister,,Mona Sahlin (tf.)*,15 oktober 2002,21 oktober 2002,Socialdemokraterna,[5]
Näringsminister,,Leif Pagrotsky*,21 oktober 2002,21 oktober 2004,Socialdemokraterna
Näringsminister,,Thomas Östros*,21 oktober 2004,6 oktober 2006,Socialdemokraterna
Arbetslivsminister,,Mona Sahlin,7 oktober 1998,15 oktober 2002,Socialdemokraterna
Arbetslivsminister,,Hans Karlsson,15 oktober 2002,6 oktober 2006,Socialdemokraterna
Infrastrukturminister,,Ulrica Messing,21 oktober 2000,7 oktober 2006,Socialdemokraterna
Handelsminister,,Björn von Sydow,22 mars 1996,1 februari 1997,Socialdemokraterna
Civilminister,,Jörgen Andersson*,22 mars 1996,30 juni 1996,Socialdemokraterna
Inrikesminister,,Jörgen Andersson*,1 juli 1996,7 oktober 1998,Socialdemokraterna
Inrikesminister,,Lars Engqvist (tf.)*,7 oktober 1998,16 november 1998,Socialdemokraterna
Inrikesminister,,Lars-Erik Lövdén*,16 november 1998,31 december 1998,Socialdemokraterna
"Integrations-, idrotts-, ungdoms-, och konsumentminister",,Leif Blomberg,22 mars 1996,2 mars 1998 †,Socialdemokraterna
"Integrations-, idrotts-, ungdoms-, och konsumentminister",,Lars Engqvist,25 mars 1998,7 oktober 1998,Socialdemokraterna
Kulturminister,,Marita Ulvskog*,22 mars 1996,13 september 2004,Socialdemokraterna,[13]
Kulturminister,,Pär Nuder (tf.)*,13 september 2004,21 oktober 2004,Socialdemokraterna,[13]
Kulturminister,,Leif Pagrotsky*,21 oktober 2004,31 december 2004,Socialdemokraterna,[4]
Kyrkominister,,Marita Ulvskog*,22 mars 1996,13 september 2004,Socialdemokraterna,[13]
"Integrations-, idrotts-, och ungdomsminister",,Ulrica Messing,7 oktober 1998,21 oktober 2000,Socialdemokraterna
Miljöminister[n 8],,Anna Lindh*,7 oktober 1994,7 oktober 1998,Socialdemokraterna
Miljöminister[n 8],,Kjell Larsson*,7 oktober 1998,15 oktober 2002,Socialdemokraterna,[6]
Miljöminister[n 8],,Lena Sommestad*,21 oktober 2002,6 oktober 2006,Socialdemokraterna,[1]
"Samhällsbyggnads-, bostads-, och energiminister",,Mona Sahlin*,21 oktober 2004,6 oktober 2006,Socialdemokraterna,[4]
Biträdande miljöminister,,Lena Sommestad,16 januari 2002,21 oktober 2002,Socialdemokraterna
