Titel,Namn,Namn,Tillträdde,Avgick,Parti,Ref
Statsrådsberedningen,Statsrådsberedningen,Statsrådsberedningen,Statsrådsberedningen,Statsrådsberedningen,Statsrådsberedningen,Statsrådsberedningen,Statsrådsberedningen,Statsrådsberedningen,Statsrådsberedningen
Statsminister,,Göran Persson*,22 mars 1996,6 oktober 2006,Socialdemokraterna
Vice statsminister,,Lena Hjelm-Wallén,7 oktober 1998,21 oktober 2002,Socialdemokraterna,[1]
Vice statsminister,,Margareta Winberg,21 oktober 2002,31 oktober 2003,Socialdemokraterna,[1][2]
Vice statsminister,,Lars Engqvist,1 juni 2004,1 oktober 2004,Socialdemokraterna,[3]
Vice statsminister och idrottsminister,,Bosse Ringholm,1 november 2004,6 oktober 2006,Socialdemokraterna
Samordningsminister och Minister för vapenexportfrågor,,Leif Pagrotsky,22 mars 1996,1 februari 1997,Socialdemokraterna
Samordningsminister och Minister för vapenexportfrågor,,Thage G. Peterson,1 februari 1997,7 oktober 1998,Socialdemokraterna
Samordningsminister och Minister för vapenexportfrågor,,Pär Nuder,21 oktober 2002,21 oktober 2004,Socialdemokraterna,[1][4]
Samordningsminister i EU-frågor,,Bosse Ringholm,1 januari 2005,6 oktober 2006,Socialdemokraterna
Justitieminister,,Laila Freivalds*,7 oktober 1994,21 september 2000,Socialdemokraterna
Justitieminister,,Lena Hjelm-Wallén (tf.)*,21 september 2000,16 oktober 2000,Socialdemokraterna
Justitieminister,,Thomas Bodström*,16 oktober 2000,6 oktober 2006,Socialdemokraterna,[5]
"Demokrati-, konsument-, och förvaltningsminister",,Britta Lejon,7 oktober 1998,16 oktober 2000,Socialdemokraterna,[6][7]
"Demokrati-, konsument-, ungdoms-, och förvaltningsminister",,Britta Lejon,16 oktober 2000,15 oktober 2002,Socialdemokraterna,[6][7]
"Demokrati-, integrations-, jämställdhets-[2] och idrottsminister",,Mona Sahlin,21 oktober 2000,21 oktober 2004,Socialdemokraterna,[1][4]
"Demokrati-, storstads-, integrations-, och  jämställdhetsminister",,Jens Orback,21 oktober 2004,6 oktober 2006,Socialdemokraterna,[4]
Utrikesminister,,Lena Hjelm-Wallén*,7 oktober 1994,7 oktober 1998,Socialdemokraterna
Utrikesminister,,Anna Lindh*,7 oktober 1998,11 september 2003 †,Socialdemokraterna
Utrikesminister,,Jan O. Karlsson (tf.)*,11 september,10 oktober 2003,Socialdemokraterna,[8][2]
Utrikesminister,,Laila Freivalds*,10 oktober 2003,21 mars 2006,Socialdemokraterna,[2]
Utrikesminister,,Bo Ringholm (tf.)*,21 mars 2006[9],27 mars 2006,Socialdemokraterna,[9]
Utrikesminister,,Carin Jämtin (tf.)*,27 mars 2006,24 april 2006,Socialdemokraterna,[9]
Utrikesminister,,Jan Eliasson*,24 april 2006,6 oktober 2006,Socialdemokraterna,[9]
Biståndsminister,,Pierre Schori,7 oktober 1994,14 september 1999,Socialdemokraterna
Biståndsminister,,Maj-Inger Klingvall,14 september 1999,16 november 2001,Socialdemokraterna
Biståndsminister,,Jan O. Karlsson[n 1],7 januari 2002,10 oktober 2003,Socialdemokraterna,[10][2]
Biståndsminister,,Carin Jämtin,10 oktober 2003,6 oktober 2006,Socialdemokraterna,[2]
Migrationsminister,,Pierre Schori,22 mars 1996,14 september 1999,Socialdemokraterna
Migrationsminister,,Maj-Inger Klingvall,14 september 1999,16 november 2001,Socialdemokraterna
Migrationsminister,,Jan O. Karlsson,7 januari 2002,10 oktober 2003,Socialdemokraterna,[11][10][2]
Migrationsminister,,Barbro Holmberg,10 oktober 2003,6 oktober 2006,Socialdemokraterna,[2]
Utrikeshandelsminister och minister för nordiskt samarbete,,Leif Pagrotsky,1 februari 1997,21 oktober 2002,Socialdemokraterna,[1]
Försvarsminister,,Thage G. Peterson*,7 oktober 1994,1 februari 1997,Socialdemokraterna
Försvarsminister,,Björn von Sydow*,1 februari 1997,30 september 2002,Socialdemokraterna
Försvarsminister,,Lena Hjelm-Wallén (tf.)*,30 september 2002,21 oktober 2002,Socialdemokraterna,[1]
Försvarsminister,,Pär Nuder (tf.)*,21 oktober 2002,3 november 2002,Socialdemokraterna
Försvarsminister,,Leni Björklund*,4 november 2002,6 oktober 2006,Socialdemokraterna,[1]
Socialminister,,Margot Wallström*,22 mars 1996,7 oktober 1998,Socialdemokraterna
Socialminister,,Anders Sundström*,7 oktober 1998,26 oktober 1998,Socialdemokraterna
