pattern,txt,replacement,elem_id,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,i-c7ba438f8ab42a98,prot-200910--49
fcfff492e00727b6,Stockholm,Helsingfors,i-9cfed641272ddfa4,prot-200910--49
fcfff492e00727b6,Stockholm,Helsingfors,i-ed903581ef8d9ce5,prot-200910--49
fcfff492e00727b6,Stockholm,Helsingfors,i-965fd39acf2d5478,prot-200910--49
fcfff492e00727b6,Stockholm,Helsingfors,i-444847036791697f,prot-200910--49
fcfff492e00727b6,Stockholm,Helsingfors,i-2dfdedbf39c8a3f5,prot-200910--49
fcfff492e00727b6,Stockholm,Helsingfors,i-fca318831cc33fdc,prot-200910--49
fcfff492e00727b6,Stockholm,Helsingfors,i-7e6fa428444d9f33,prot-200910--49
fcfff492e00727b6,Stockholm,Helsingfors,i-3f59a667a471a665,prot-200910--49
fcfff492e00727b6,Stockholm,Helsingfors,i-c9e2f168c01870ca,prot-200910--49
fcfff492e00727b6,Stockholm,Helsingfors,i-4b2f9debb26bc942,prot-200910--49
fcfff492e00727b6,Stockholm,Helsingfors,i-849998ac803d28c2,prot-200910--49
fcfff492e00727b6,Stockholm,Helsingfors,i-4f187a79ade0ff4b,prot-200910--49
fcfff492e00727b6,Stockholm,Helsingfors,i-48c1c69e35ad49e6,prot-200910--49
fcfff492e00727b6,Stockholm,Helsingfors,i-a0a586b96a76ffc9,prot-200910--49
fcfff492e00727b6,Stockholm,Helsingfors,i-2e428cde3550c7ea,prot-200910--49
fcfff492e00727b6,Stockholm,Helsingfors,i-81573180270bbf07,prot-200910--49
fcfff492e00727b6,Stockholm,Helsingfors,i-43a8f5d9d2cc2820,prot-200910--49
fcfff492e00727b6,Stockholm,Helsingfors,i-14d862ec88dbde19,prot-200910--49
fcfff492e00727b6,Stockholm,Helsingfors,i-fb5922f1acdc4382,prot-200910--49
