file_path,id
corpus/protocols/1880/prot-1880--ak--12.xml,i-F4WvFBYaWeBr94Vg8J3yF
corpus/protocols/1880/prot-1880--ak--12.xml,i-JtRp6hxHrr5JBrGrok9NcT
corpus/protocols/1880/prot-1880--ak--12.xml,i-75LkifM3dPmfxt87f8H8VT
corpus/protocols/1880/prot-1880--ak--12.xml,i-X9M2twgnHd9tJDxeDfdorM
corpus/protocols/1880/prot-1880--ak--12.xml,i-8TF6jg33EgcodiFpF2641o
corpus/protocols/1880/prot-1880--ak--12.xml,i-C5W3axVnpS2BDRbhz11PkU
corpus/protocols/1880/prot-1880--ak--12.xml,i-PUzECbT5aeXPVkxzZNMW1e
corpus/protocols/1880/prot-1880--ak--12.xml,i-V9G5RLAU5Qqn4PUKCo5HRE
corpus/protocols/1880/prot-1880--ak--12.xml,i-S7kccEpW2ZJNs2EMiihkwL
corpus/protocols/1880/prot-1880--ak--12.xml,i-JZrPSYmUs3yCjFGwSudPab
corpus/protocols/1880/prot-1880--ak--12.xml,i-QsNiDsCGJnBb3te6SWzGpw
corpus/protocols/1880/prot-1880--ak--12.xml,i-L8tVqY5AzrmufjdCCn8rhh
corpus/protocols/1880/prot-1880--ak--12.xml,i-2TGvd58s5L1WkkRG1LiQE3
corpus/protocols/1880/prot-1880--ak--13.xml,i-Ai2aajDxrsDwxuWsUsbAuD
corpus/protocols/1880/prot-1880--ak--13.xml,i-4AQ1eANf1BBPwV3uSrkEbz
corpus/protocols/1880/prot-1880--ak--13.xml,i-PuezZmHWVwViEAM1f2W4Zq
corpus/protocols/1880/prot-1880--ak--13.xml,i-EcjiajVJ5UrNq5LxHDdPu
corpus/protocols/1880/prot-1880--ak--13.xml,i-GYZzmtRTPPueMuQZMHVMFt
corpus/protocols/1880/prot-1880--ak--13.xml,i-7XdyxsoY9f3riQTVm9an4d
corpus/protocols/1880/prot-1880--ak--13.xml,i-W35dAgoNtTA2m337ENx7J2
corpus/protocols/1880/prot-1880--ak--13.xml,i-VMS9QVazaTo3ctyrdkCFw9
corpus/protocols/1880/prot-1880--ak--13.xml,i-2o3kj34FceFqB9os7EzEze
corpus/protocols/1880/prot-1880--ak--13.xml,i-HwzZxvLyKRAsCVCc8nnxs5
corpus/protocols/1880/prot-1880--ak--13.xml,i-CPmvfomstaGRgUxJmffDXG
corpus/protocols/1880/prot-1880--ak--13.xml,i-GzRFGMcoTg6z3EkK441eWm
corpus/protocols/1880/prot-1880--ak--13.xml,i-BrvmQLPub3TdMd9akeD2b7
corpus/protocols/1880/prot-1880--ak--13.xml,i-YQ8c9jPV7Qs9Cjg8Qixeco
corpus/protocols/1880/prot-1880--ak--13.xml,i-D1QCFToKhCRWGBq1yejPtW
corpus/protocols/1880/prot-1880--ak--13.xml,i-CBofZgeyaNzKbebi5iXnjA
corpus/protocols/1880/prot-1880--ak--13.xml,i-JC9H597Hsh2Fa1iumi3gVD
corpus/protocols/1880/prot-1880--ak--13.xml,i-Y8VfJPeMaLw81N45XpZ9j7
corpus/protocols/1880/prot-1880--ak--13.xml,i-MkBZmaqtnLgEGRVcQY7zE
corpus/protocols/1880/prot-1880--ak--13.xml,i-UgxhdEZhJ4BUdqFYzLJPhY
corpus/protocols/1880/prot-1880--ak--13.xml,i-RR3TZpDWHNmGeR9Mob15mD
corpus/protocols/1880/prot-1880--ak--13.xml,i-Ht7vG8ac5t9EtLkYu2PaqL
corpus/protocols/1880/prot-1880--ak--13.xml,i-7vfW4MxVBDzTNYc9fKKP4n
corpus/protocols/1880/prot-1880--ak--13.xml,i-VhJ83yFRwEeJB6DZ8X57eo
corpus/protocols/1880/prot-1880--ak--13.xml,i-5pQTuwXUgmTmcyL3CkbxJ9
corpus/protocols/1880/prot-1880--ak--13.xml,i-Vc38yVXqwdWdQcSk8ik2Ph
corpus/protocols/1880/prot-1880--ak--13.xml,i-KFnWqiWue9PszwnQKSRsN6
corpus/protocols/1880/prot-1880--ak--13.xml,i-Rv2ocPWX4ZAo95d42rhbyo
corpus/protocols/1880/prot-1880--ak--13.xml,i-WzC7qYBFhQjasR8ow8VTNL
corpus/protocols/1880/prot-1880--ak--13.xml,i-NUMnru1rVsDZkw3bftQaib
corpus/protocols/1880/prot-1880--ak--13.xml,i-TWFxBnGnWAyzYtjzv74a2k
corpus/protocols/1880/prot-1880--ak--13.xml,i-H9Lt7CHqdJuKpAsUWH6P5f
corpus/protocols/1880/prot-1880--ak--13.xml,i-KTpVnzJXoQF6QCRatXkLNL
corpus/protocols/1880/prot-1880--ak--13.xml,i-NPWKij76Juz1F7NzLYt8Np
corpus/protocols/1880/prot-1880--ak--13.xml,i-TQ4TkavZ38QtHuJ4JQ8yY1
corpus/protocols/1880/prot-1880--ak--13.xml,i-SbSifxFVvpBgHdnM1Jv8cz
corpus/protocols/1880/prot-1880--ak--13.xml,i-uZ6JF1zgVZG2c1wSPkBmJ
corpus/protocols/1880/prot-1880--ak--13.xml,i-VyP7N4g4gzavALbi3PJuBP
corpus/protocols/1880/prot-1880--ak--13.xml,i-TxZ6ddZbB7b6txpst94Pj2
corpus/protocols/1880/prot-1880--ak--13.xml,i-4RuFtrAL5bC9KBJA5cZYi2
corpus/protocols/1880/prot-1880--ak--13.xml,i-4Evg9wgEkP1eM65UoRz1gL
corpus/protocols/1880/prot-1880--ak--13.xml,i-3TBAFDZtjJqCPRd4qJLrSE
corpus/protocols/1880/prot-1880--ak--13.xml,i-BhZuPbhqetUxZxmwiFsiK2
corpus/protocols/1880/prot-1880--ak--13.xml,i-7jMbnkoSya383NFR5AL6Xx
corpus/protocols/1880/prot-1880--ak--13.xml,i-GHt9yM7JgkdtFrZ9m3NpbZ
corpus/protocols/1880/prot-1880--ak--13.xml,i-RRHjdagP2kugxgp4VXyM92
corpus/protocols/1880/prot-1880--ak--13.xml,i-Mf664zSd46xUwM2KKpCJ5t
corpus/protocols/1880/prot-1880--ak--13.xml,i-4oyKFGVqstd6FqCia6Tzef
corpus/protocols/1880/prot-1880--ak--13.xml,i-PEYWmNhAm14KHyXwpwHdLR
corpus/protocols/1880/prot-1880--ak--13.xml,i-RhXsTipDCUreGZVFEbYk6
corpus/protocols/1880/prot-1880--ak--13.xml,i-2AZr27aKyYuMzQuxmQTBoU
corpus/protocols/1880/prot-1880--ak--13.xml,i-PNC572BTavRaX56vb6kpvE
corpus/protocols/1880/prot-1880--ak--13.xml,i-BqBawbJeRDvHiqPxYXyeRL
corpus/protocols/1880/prot-1880--ak--13.xml,i-BxuYomXEJ87DQLhmPsC4xb
corpus/protocols/1880/prot-1880--ak--13.xml,i-BgdLcuGHWep73csBT2Wyai
corpus/protocols/1880/prot-1880--ak--13.xml,i-MBX7WRyopsGsqybq1puhYd
corpus/protocols/1880/prot-1880--ak--14.xml,i-HmK1hNqPPWU3n24n8vDVJb
corpus/protocols/1880/prot-1880--ak--14.xml,i-2N4XwiThnamwa39Y9VTgjY
corpus/protocols/1880/prot-1880--ak--14.xml,i-Am3iUJKk1HLfVfaWk7QEvh
corpus/protocols/1880/prot-1880--ak--14.xml,i-Gfzd4hRTLz2bHp5cs7sQD7
corpus/protocols/1880/prot-1880--ak--14.xml,i-8AihxNMQopQGNmkcE1Jv2p
corpus/protocols/1880/prot-1880--ak--14.xml,i-A8rpEq81ATLm3NxtGUY9ST
corpus/protocols/1880/prot-1880--ak--14.xml,i-46MRZD6JsmSZwYD7q991Yg
corpus/protocols/1880/prot-1880--ak--14.xml,i-Epf5zphFzWttzfc4vQxLGK
corpus/protocols/1880/prot-1880--ak--14.xml,i-6RMQ64WBY359yTbZwjXnQc
corpus/protocols/1880/prot-1880--ak--14.xml,i-8xCBRtM5E6vXzwjj2HPwUc
corpus/protocols/1880/prot-1880--ak--14.xml,i-M66swdZE4DmXrMdW7X3WbK
corpus/protocols/1880/prot-1880--ak--14.xml,i-PYQvydrwvEPXBGKjJK2b7G
corpus/protocols/1880/prot-1880--ak--14.xml,i-VbZSANB1dMV4bmP7xTE8fQ
corpus/protocols/1880/prot-1880--ak--14.xml,i-JSWuCpkBYfEunXBgDTjNFN
corpus/protocols/1880/prot-1880--ak--14.xml,i-SQ2J4Wn8m5rLHg9L44VqCv
corpus/protocols/1880/prot-1880--ak--14.xml,i-QVnGL46gVewiffivaAvVFm
corpus/protocols/1880/prot-1880--ak--14.xml,i-QfwXsm8APdBbvmbHAWMqJ6
corpus/protocols/1880/prot-1880--ak--14.xml,i-J1RVVm65JWj155emFMNP84
corpus/protocols/1880/prot-1880--ak--14.xml,i-NVrD9N7v4rJmKQy1dNquEt
corpus/protocols/1880/prot-1880--ak--14.xml,i-FTiXjtAcrDEiV3K8ccJfFF
corpus/protocols/1880/prot-1880--ak--14.xml,i-SZ71sPycmXSDQYwisRLn8S
corpus/protocols/1880/prot-1880--ak--14.xml,i-AJERUazWVjJmEugJyJ2wyR
corpus/protocols/1880/prot-1880--ak--14.xml,i-WrQfuRP9sZSEv3YEwykerC
corpus/protocols/1880/prot-1880--ak--14.xml,i-58h9QicNaqr8XzPaVJiPU3
corpus/protocols/1880/prot-1880--ak--14.xml,i-8GA6T7V2Pg9DhdATHLsykm
corpus/protocols/1880/prot-1880--ak--14.xml,i-EVrvr5o3NB4G42dEwK2ZAU
corpus/protocols/1880/prot-1880--ak--14.xml,i-XYjbjbBZUFUBnvbXmR5UNk
corpus/protocols/1880/prot-1880--ak--14.xml,i-4jYiDiJzQcW2duSNczBwBj
corpus/protocols/1880/prot-1880--ak--14.xml,i-XHim2BVguqi1xZaowW2Bqw
corpus/protocols/1880/prot-1880--ak--14.xml,i-9DxyCP2bn9V9vJuccKt7oa
corpus/protocols/1880/prot-1880--ak--14.xml,i-2jPuYLJbNyeN4ftnp42J9Q
corpus/protocols/1880/prot-1880--ak--14.xml,i-DPEq8Uskk8dYgmBkM1nVDX
corpus/protocols/1880/prot-1880--ak--14.xml,i-7ovfSe8d5siJ6efTr6V3Wz
corpus/protocols/1880/prot-1880--ak--14.xml,i-KzJRmuf1LjHiSqixUP1S2d
corpus/protocols/1880/prot-1880--ak--14.xml,i-HxaRCWC3uHAfvwasiQUErd
corpus/protocols/1880/prot-1880--ak--15.xml,i-DbqfcnYgdSBxGjhZgsfyu6
corpus/protocols/1880/prot-1880--ak--15.xml,i-CxEp9uXFX82Zo8H4TuQuqm
corpus/protocols/1880/prot-1880--ak--15.xml,i-8QWCJWwvmuWe2TPJKn2Nzb
corpus/protocols/1880/prot-1880--ak--15.xml,i-5LQSmPxW5jS2acTHDusnoY
corpus/protocols/1880/prot-1880--ak--15.xml,i-KE8a3KnjXE2sKKvQgsVkCx
corpus/protocols/1880/prot-1880--ak--15.xml,i-C66tZkbwEfEs2a7mr7h7LD
corpus/protocols/1880/prot-1880--ak--15.xml,i-J7XMnjhzbYTnaeNoSJir5o
corpus/protocols/1880/prot-1880--ak--15.xml,i-CQ8cRtLWwQJoVCqiooPcpR
corpus/protocols/1880/prot-1880--ak--15.xml,i-JokyZXk39hkznK7ehKFhT3
corpus/protocols/1880/prot-1880--ak--15.xml,i-6oeMmtZSNdzew1H7F3DviN
corpus/protocols/1880/prot-1880--ak--15.xml,i-VM6btTN4F59X5UdKpAo4D1
corpus/protocols/1880/prot-1880--ak--15.xml,i-7dJykn3BCpT3R3okKaEULa
corpus/protocols/1880/prot-1880--ak--15.xml,i-R66L2jqi2F2Pk5fAQkFvGd
corpus/protocols/1880/prot-1880--ak--15.xml,i-EeaNwS9H63Cy5jtzjDVeVU
corpus/protocols/1880/prot-1880--ak--15.xml,i-39a6kBaKRysERMXovJb1LV
corpus/protocols/1880/prot-1880--ak--15.xml,i-SpL4H3rezuNLrRc9Lvz3JC
corpus/protocols/1880/prot-1880--ak--15.xml,i-JFc9CK3Mi89yY6QPWHxrJU
corpus/protocols/1880/prot-1880--ak--15.xml,i-7yixuv8YQ9HNQTVWpFnmNV
corpus/protocols/1880/prot-1880--ak--15.xml,i-B4vA5pmqX4TeMs3ZoBHwGb
corpus/protocols/1880/prot-1880--ak--15.xml,i-8EEfMXBwa7Lx6qLPJdUQSy
corpus/protocols/1880/prot-1880--ak--15.xml,i-13Z6eQ9eVWNruzR6x29Ak3
corpus/protocols/1880/prot-1880--ak--15.xml,i-BYH72etfbqFGbMeKb2ecwq
corpus/protocols/1880/prot-1880--ak--15.xml,i-7ApWsyPoBVo6tWYJDNALtr
corpus/protocols/1880/prot-1880--ak--15.xml,i-MHVwfBPmHS3K88jBFw2Ny6
corpus/protocols/1880/prot-1880--ak--15.xml,i-Gk3qWrDx1QWrpw722hWywH
corpus/protocols/1880/prot-1880--ak--15.xml,i-J4DbwiEQ6PWpdoGwaoQoLc
corpus/protocols/1880/prot-1880--ak--15.xml,i-NktSnjcoDF9ZkCXLAWL5Jg
corpus/protocols/1880/prot-1880--ak--15.xml,i-BV5e239hT1LeUQ3AFGr7Pt
corpus/protocols/1880/prot-1880--ak--15.xml,i-HnKj2uBDTBCukCUYTMCRaK
corpus/protocols/1880/prot-1880--ak--15.xml,i-JPQsiMoAn9f2ySwC3ntkDL
corpus/protocols/1880/prot-1880--ak--15.xml,i-1nNUz231u4uEv1QtmLB4T
corpus/protocols/1880/prot-1880--ak--15.xml,i-K2eDm3Q77U2iKRw4fga6bt
corpus/protocols/1880/prot-1880--ak--15.xml,i-EgNc34RWWqzMUCqYtbpx25
corpus/protocols/1880/prot-1880--ak--15.xml,i-3ZBwgtjnGW4jyfLNfdYnap
corpus/protocols/1880/prot-1880--ak--15.xml,i-VghwozDFy25eWB9PSzwqCB
corpus/protocols/1880/prot-1880--ak--15.xml,i-8PGsBeNrNHY2iGFoQCoT76
corpus/protocols/1880/prot-1880--ak--15.xml,i-75nZgtA2Lr1qY7f4PGQRL8
corpus/protocols/1880/prot-1880--ak--15.xml,i-9M5CaF1UYGoZBx21TMyqBF
corpus/protocols/1880/prot-1880--ak--15.xml,i-2jEhpYRXPgU666khSaVPEe
corpus/protocols/1880/prot-1880--ak--15.xml,i-XzewPWYjGTKmoyUWM3aewP
corpus/protocols/1880/prot-1880--ak--15.xml,i-9eM8bc1dLjhqY9f1ojUtPW
corpus/protocols/1880/prot-1880--ak--15.xml,i-xMjPcyJ32gAdc5unJnQYe
corpus/protocols/1880/prot-1880--ak--15.xml,i-XPJoD3cT3VZo1GQvhiD2MB
corpus/protocols/1880/prot-1880--ak--15.xml,i-8Z8GPhSRR1zA9J4qFJhG78
corpus/protocols/1880/prot-1880--ak--15.xml,i-E4E1VRq5QRAGEN6tKxQagt
corpus/protocols/1880/prot-1880--ak--15.xml,i-RcevP4hPeyTLDXwkUxp98Q
corpus/protocols/1880/prot-1880--ak--15.xml,i-UaRhPo5PiTdpUfvq8Lcgjx
corpus/protocols/1880/prot-1880--ak--15.xml,i-RGpMidXomEn2w7VnuYZm5z
corpus/protocols/1880/prot-1880--ak--15.xml,i-L1ReTaatXgNhJKYZtZbDSZ
corpus/protocols/1880/prot-1880--ak--15.xml,i-TMzb9DxSEEv2Q2A8doPTEZ
corpus/protocols/1880/prot-1880--ak--16.xml,i-NydsCwjbLeU1JBRUGR9rNn
corpus/protocols/1880/prot-1880--ak--16.xml,i-JCsx3ECDqYRsSCR6AXyFtc
corpus/protocols/1880/prot-1880--ak--16.xml,i-Ek2qBivUxpHWH9B45z3HAo
corpus/protocols/1880/prot-1880--ak--16.xml,i-MjPrKjqc34nXoEfcMQLoK2
corpus/protocols/1880/prot-1880--ak--16.xml,i-KGB5BoD9XPz2qvj9wQXizW
corpus/protocols/1880/prot-1880--ak--16.xml,i-UhYVVKjdEQv2KmeRusX145
corpus/protocols/1880/prot-1880--ak--16.xml,i-JfQsUANTC2Qo9inX2thHki
corpus/protocols/1880/prot-1880--ak--16.xml,i-CUMwvksby8APCtxNUaoDqi
corpus/protocols/1880/prot-1880--ak--16.xml,i-KLRoggJMnQ18tXfnGsYdBa
corpus/protocols/1880/prot-1880--ak--16.xml,i-RbdbmS9XbojCAjbhkqBhB
corpus/protocols/1880/prot-1880--ak--16.xml,i-286n83upn81vGJFvWuSeWS
corpus/protocols/1880/prot-1880--ak--16.xml,i-GSUVkcqdxUjGFEyfQBP9p6
corpus/protocols/1880/prot-1880--ak--16.xml,i-WkdfFnMA4VFCo2ViFk5qjn
corpus/protocols/1880/prot-1880--ak--16.xml,i-M43g9YNgccdSxomafWgLmV
corpus/protocols/1880/prot-1880--ak--16.xml,i-PpvFDw9wp1ui5dGpzvsQXb
corpus/protocols/1880/prot-1880--ak--16.xml,i-2rbv4jWgwJdRpcrTZXMpsA
corpus/protocols/1880/prot-1880--ak--16.xml,i-UEZcdMgrtjbyjR6HziNjqs
corpus/protocols/1880/prot-1880--ak--16.xml,i-XyRimsAQBZyxMTS65rPfVw
corpus/protocols/1880/prot-1880--ak--16.xml,i-FmdCGDmJdMo4Nj6QpKKs9q
corpus/protocols/1880/prot-1880--ak--16.xml,i-HfDEE7AGvZPBC7Zp7CQ5c4
corpus/protocols/1880/prot-1880--ak--16.xml,i-GQ8LbH64EdFqNCAuWzThR8
corpus/protocols/1880/prot-1880--ak--16.xml,i-DUbathjZT9ShXFDYyQ4qmP
corpus/protocols/1880/prot-1880--ak--16.xml,i-55ZZ5g25Rcjd269Au2meYz
corpus/protocols/1880/prot-1880--ak--16.xml,i-QRELSZNbStx98baFnnuJrb
corpus/protocols/1880/prot-1880--ak--16.xml,i-7kf2vdEGgnMtGeAPd5mtiH
corpus/protocols/1880/prot-1880--ak--16.xml,i-WNNjjcbAg3tRu8rCnZi6QN
corpus/protocols/1880/prot-1880--ak--16.xml,i-99236epB4KPXG2xf1tJt53
corpus/protocols/1880/prot-1880--ak--16.xml,i-JEJ4EGtn4YcFp7PBE912SC
corpus/protocols/1880/prot-1880--ak--16.xml,i-C6ZPQ6SxmVkxZBMJNu9LDE
corpus/protocols/1880/prot-1880--ak--16.xml,i-RqGarMW1wZFnZsbv2CoKkF
corpus/protocols/1880/prot-1880--ak--16.xml,i-C3t2iW6qWRUpQedYoT8CUL
corpus/protocols/1880/prot-1880--ak--16.xml,i-EpmaEsz52rjqf1Ycu6Z352
corpus/protocols/1880/prot-1880--ak--16.xml,i-NWgnQB2jWk7qkRNkvM7iyG
corpus/protocols/1880/prot-1880--ak--16.xml,i-YRoJyjGwvt7KJrhQe7BqVb
corpus/protocols/1880/prot-1880--ak--16.xml,i-9ekYWr3WNY11BiZkDBFvuF
corpus/protocols/1880/prot-1880--ak--16.xml,i-Tq2gY6KM75sfAsVLz2T2Qo
corpus/protocols/1880/prot-1880--ak--16.xml,i-w4oYFkAvhJNygqzyUq9p2
corpus/protocols/1880/prot-1880--ak--16.xml,i-32ACyja6qfNbVdENAZaoXN
corpus/protocols/1880/prot-1880--ak--16.xml,i-TjFG5Vin5rXeJMEWqoQdqx
corpus/protocols/1880/prot-1880--ak--16.xml,i-7C5NbuAVPjzw3voAa1XeWZ
corpus/protocols/1880/prot-1880--ak--17.xml,i-VJtvw9TAJAtpWquZxV97h3
corpus/protocols/1880/prot-1880--ak--17.xml,i-BC2otJMhHLNwYbgmaEZaSA
corpus/protocols/1880/prot-1880--ak--17.xml,i-LNW6JFBC46xT7ZLkJT3MGh
corpus/protocols/1880/prot-1880--ak--17.xml,i-C3kaUwPZgzaUCwYmnuWEUW
corpus/protocols/1880/prot-1880--ak--17.xml,i-R6ZoKjoySQgtVZsdqrBZg6
corpus/protocols/1880/prot-1880--ak--17.xml,i-Fhmo9FDJjhmtxDF2ZzHehB
corpus/protocols/1880/prot-1880--ak--17.xml,i-JPrvdc8rXJHgpSdbHCJdTg
corpus/protocols/1880/prot-1880--ak--17.xml,i-3MpiyLJyZMwMAeFPKDXVky
corpus/protocols/1880/prot-1880--ak--17.xml,i-W7BpEPDpUxeyLM6JBUWZdA
corpus/protocols/1880/prot-1880--ak--17.xml,i-QEJqbVR9fjqU9od3XXZiwo
corpus/protocols/1880/prot-1880--ak--17.xml,i-WzS2HyRZ1Bk6GiNoHZLCfq
corpus/protocols/1880/prot-1880--ak--17.xml,i-CFt5DnN68esiwT5uWTD84Z
corpus/protocols/1880/prot-1880--ak--17.xml,i-YVoeTvmD2EudYgBDQZuftq
corpus/protocols/1880/prot-1880--ak--17.xml,i-QEJeL1bCscQrefezgRzqGh
corpus/protocols/1880/prot-1880--ak--17.xml,i-7fdpRxGgtQKLF8wLcxAYeo
corpus/protocols/1880/prot-1880--ak--17.xml,i-KvTmJ9J3Gfkyc7utGUi5bC
corpus/protocols/1880/prot-1880--ak--17.xml,i-YB8psNoJBv4PxXa7Mixg73
corpus/protocols/1880/prot-1880--ak--17.xml,i-MMExAgU93QSZy1kg5vLrbX
corpus/protocols/1880/prot-1880--ak--17.xml,i-JqyipamaRgMzWjBHGqWwmR
corpus/protocols/1880/prot-1880--ak--17.xml,i-BRxihajnKGLif5afcZ6MFx
corpus/protocols/1880/prot-1880--ak--17.xml,i-29ohuTUwdfGkPWW1SSEptu
corpus/protocols/1880/prot-1880--ak--17.xml,i-9wsYyBdRMKBiw52D66mvSo
corpus/protocols/1880/prot-1880--ak--17.xml,i-dBrHj5sjgoNsWGjz87ubH
corpus/protocols/1880/prot-1880--ak--17.xml,i-6AdqYPYig8a74XqnzStm7f
corpus/protocols/1880/prot-1880--ak--17.xml,i-EctEuH1GJ1xd54GmBnXrmg
corpus/protocols/1880/prot-1880--ak--17.xml,i-FA5MCjRhnJNTKssH77myby
corpus/protocols/1880/prot-1880--ak--17.xml,i-X67jVAStdPd9kRBWxAGWg7
corpus/protocols/1880/prot-1880--ak--17.xml,i-Xdqr552ztFPSQFhDKsQbS
corpus/protocols/1880/prot-1880--ak--17.xml,i-BHTmLf34WNpiyboc65kMLe
corpus/protocols/1880/prot-1880--ak--17.xml,i-6jNNhRv6qnddPVW8teHSZE
corpus/protocols/1880/prot-1880--ak--17.xml,i-S3Hs7SuHv3wqvA5eY41CCJ
corpus/protocols/1880/prot-1880--ak--17.xml,i-Y55LZfJdY46AzbDGABWcRA
corpus/protocols/1880/prot-1880--ak--18.xml,i-HpAPxL2xA9hgWvcKjTpAoY
corpus/protocols/1880/prot-1880--ak--18.xml,i-LC12V9y8YEKB6onYi1ABSx
corpus/protocols/1880/prot-1880--ak--18.xml,i-NVmcrvQ4amps4bsGky3hmB
corpus/protocols/1880/prot-1880--ak--18.xml,i-JFU9eDKLRopvVbDfA1qxg6
corpus/protocols/1880/prot-1880--ak--18.xml,i-Au9YKA2iZxKTFqP74bQ8Qg
corpus/protocols/1880/prot-1880--ak--18.xml,i-NnAoHz1L7A5zzTLe742R1V
corpus/protocols/1880/prot-1880--ak--18.xml,i-23kugLpTSyt5T8N1XsHeLg
corpus/protocols/1880/prot-1880--ak--18.xml,i-CUY8N5GFnWJbv8QFj7wKUd
corpus/protocols/1880/prot-1880--ak--18.xml,i-CfFb6FjG5apLVrZ1CihHdK
corpus/protocols/1880/prot-1880--ak--18.xml,i-EJTafv7DchyAuQzKHHjCUS
corpus/protocols/1880/prot-1880--ak--18.xml,i-AX7vSWfjYvEaxdSMRroH4K
corpus/protocols/1880/prot-1880--ak--18.xml,i-DvyV45nw5TSEykobadkg4R
