protocol,xml_id1,xml_id2
corpus/protocols/199192/prot-199192--15.xml,i-UZALihA5y9UZZBS35d1E2a,i-U3aL7q6FKsfEACBrJRTyWs
corpus/protocols/199192/prot-199192--15.xml,i-2qDQm48sBHHmUDSXQJLANJ,i-QSsa5NFQJQ8Tk4RysC9Jf8
corpus/protocols/199192/prot-199192--15.xml,i-FZzJ7cqVycnQzdN8avtBVD,i-Wd2JZX21n4z3wNZDEF9yJh
corpus/protocols/199192/prot-199192--15.xml,i-JnDQ73AUNqCWqqeEP8tufZ,i-AKVZ2LdS6juzsP8jFWqjFP
corpus/protocols/199192/prot-199192--15.xml,i-P8RLyXbBTbnAefZq1USwag,i-UaJKUmTn6mc6nSB9zKbNFc
corpus/protocols/199192/prot-199192--18.xml,i-4Z9yyEmgE6fE9Dtig9oHX6,i-8LFpogx8WAedhqcMeeEBvC
corpus/protocols/199192/prot-199192--18.xml,i-4ssmjjj1bmeZoSZP4pstNp,i-TNf4nNUyPBWpjDGg43FMBv
corpus/protocols/199192/prot-199192--18.xml,i-X6Pf5mUhaBj5HCuU1GacFx,i-GuHAgrshdrYqB46WcfGvED
corpus/protocols/199192/prot-199192--18.xml,i-WDM4tQfeXqwtQCpmTxWfYA,i-PRUHmdKSpDvF6vEC49FJ6T
corpus/protocols/199192/prot-199192--18.xml,i-3J7qyrT38LbcQQjSF3BdSu,i-SoTSosovLFG598z1nyCUHf
corpus/protocols/199192/prot-199192--18.xml,i-41hNc74f19WGihtqBubM8U,i-QGnCRiHEWXGszdJZGWNNeb
corpus/protocols/199192/prot-199192--18.xml,i-Wj67HHHEUq6yXZUcAC9txH,i-MR96nV15f6J4f7BGE6Homd
corpus/protocols/199192/prot-199192--18.xml,i-5gc7xKQ756tV4GG8WdPsdV,i-A4jrFiJwSGPhen8Kwu9xsQ
corpus/protocols/199192/prot-199192--18.xml,i-9gwkzbFfcr1HdLBacUJ8Bh,i-WsZX3nc8r1QcWZzPhdcDwZ
corpus/protocols/199192/prot-199192--18.xml,i-6E6NkD5CqELvGwjdTRdqQa,i-X3tQm9yQAW4By8u4iaNNWY
corpus/protocols/199192/prot-199192--18.xml,i-WufzYjXWHESBfH98LWfA63,i-4HfNC6ZjRXKpN2JB6Ft9tz
corpus/protocols/199192/prot-199192--18.xml,i-3z6MjKoPSzYpcM29PuF7ip,i-ADjVv1tvHBHzSDZtzrmBMP
corpus/protocols/199192/prot-199192--18.xml,i-Mt4nid8hDJnxfDyYQjxt1A,i-4U3YXjvueaMwAmevSgWaos
corpus/protocols/199192/prot-199192--18.xml,i-N6zCFQAhQv5jfqs77PwRMg,i-L5VLAATFTfaBAGoLnt8PYf
corpus/protocols/199192/prot-199192--18.xml,i-4smt3Fbuyj3awFFXVEvF4K,i-LhDYPvMNjAAEk5AjZocvo
corpus/protocols/199192/prot-199192--18.xml,i-NGAvut7VN2H73d8QCqhaG3,i-SE15jaZYij9NNfo9AmxGmd
corpus/protocols/199192/prot-199192--18.xml,i-SinfWwyjybdnL2BW6JkbrC,i-21ifrmLaubfaRfBZRsUbwZ
corpus/protocols/199192/prot-199192--18.xml,i-3sagZ7Xg2yzb7WvEheJCo2,i-XDJd34PMTiTyXgacfUhfvg
corpus/protocols/199192/prot-199192--18.xml,i-XHMcjeK1M8RhZTnPYPnErt,i-PH8d2F96QzYe9wEa8qCf1K
corpus/protocols/199192/prot-199192--18.xml,i-WiGKkX8c5whLxfSzycfni3,i-44S45vKnCoG6HHSZwdHAhD
corpus/protocols/199192/prot-199192--18.xml,i-CAnVs9UAWwxEhWn1bUzxCJ,i-iAPFjifVW9KASGNDgiSut
corpus/protocols/199192/prot-199192--18.xml,i-MeqoFBRLC5EFEG7gAGJc8q,i-9JjGJipcGeAayZiVMquTpR
corpus/protocols/199192/prot-199192--18.xml,i-Lhc8dEMSSy2msyTXmmYNiH,i-QcuaC6N3rDSHcsGit1dwwc
corpus/protocols/199192/prot-199192--18.xml,i-QsYwXfy6mwt8Mve5DbfamE,i-4zFEW2J352JwRZkCwhKfyU
corpus/protocols/199192/prot-199192--18.xml,i-McBRp3kqLhePmdnvTQRB3q,i-VVMAaMYD6UHN9RzU7fH2GY
corpus/protocols/199192/prot-199192--18.xml,i-CD1gNMpXFfjjimQVK4T2ax,i-Mw8oP9FKzsEsUa1EK8GUhV
corpus/protocols/199192/prot-199192--18.xml,i-KxTjxf7Kcmjxu4xN1b645h,i-CqRnNGB6cw8FQ5vWctRAvv
corpus/protocols/199192/prot-199192--18.xml,i-RUXjzs81wtRtvqX9bT9d1Z,i-KEwVdb9fzdn2aAryVLFi9H
corpus/protocols/199192/prot-199192--18.xml,i-PYadpeeokaAfF6T1PfTREJ,i-5G314THp8Eex4pNjVnkjtC
corpus/protocols/199192/prot-199192--18.xml,i-MD9iEeMxmgfYemWifD3s2J,i-Uzx9wxo1aYwp2NfMN8anGG
corpus/protocols/199192/prot-199192--18.xml,i-PJpvnaaPU7YWBpog3N3zd8,i-MMMKhL8CakJX5oCwkucvVr
corpus/protocols/199192/prot-199192--18.xml,i-CTV56iKWSZYpKTAiJHC8ch,i-XYLWpgkD15DPhAvcEFy2Dx
corpus/protocols/199192/prot-199192--18.xml,i-Sg7c1uKK8m2e3DehxrbwYM,i-NGRoB5L1kzgCNVKQWEXU3B
corpus/protocols/199192/prot-199192--18.xml,i-DFp693kyB17r1v3Pwwthhr,i-E476NJYf3GVVvVMLsTuYP4
corpus/protocols/199192/prot-199192--18.xml,i-AvYCXDH8vve3cgtG9sHWvd,i-2PkB9aG6aCD4DtUYwhGW22
corpus/protocols/199192/prot-199192--18.xml,i-VvQCfa4ko3wWA8xYaLoST8,i-NDDGmdwYyzrUyKKDV9Da5L
corpus/protocols/199192/prot-199192--18.xml,i-W7vKufoPQFB5qgCfVDW2D7,i-6rE9at98LcEyrMuYUyrGDL
corpus/protocols/199192/prot-199192--18.xml,i-WcUBV3sNayViK1NRG9Cgsb,i-WXzE4GPgCdaH6GEG2GCHPq
corpus/protocols/199192/prot-199192--18.xml,i-G3sfczVHT38bDjNEHR4Evi,i-6HUata5go1YKVnkz31aSxg
corpus/protocols/199192/prot-199192--18.xml,i-8m5PmpqNEZRFJh7zLAK8sz,i-Xngbi9eq6BYX8gE7Md621f
corpus/protocols/199192/prot-199192--18.xml,i-SHrzRWDSKMoCvhjB3cney4,i-SVsARgBukeoXn8PGdkgwhz
corpus/protocols/199192/prot-199192--18.xml,i-DUJarpm6aHXcgbKMgsfujh,i-L6L4mYXLh4t3UMGVtkPX2S
corpus/protocols/199192/prot-199192--18.xml,i-EdoYZJFQpXFS8XWLDyhZ7N,i-2ksYTvtFzoWRBqTkkg9PsH
corpus/protocols/199192/prot-199192--18.xml,i-Ckg5z9DYJR75J9u94XDQMJ,i-BTpcvNg8VXjwgzdrQBkTFc
corpus/protocols/199192/prot-199192--18.xml,i-5ngUNPqn6Uwqv9TTn6aUVi,i-HfD5s8LWDNEhDgXjqnNhGH
corpus/protocols/199192/prot-199192--18.xml,i-C4oXEt3Kq1MvdMfmMbNxBF,i-3bGAqEBvf6tC7tmAJtQTyb
corpus/protocols/199192/prot-199192--18.xml,i-S8Udnvp5yUrypEt2uLXD4W,i-Xtu9FR2ThjXup7FhFxy6mV
corpus/protocols/199192/prot-199192--18.xml,i-RqRe8d48GgYT7X1qfeyTpF,i-YWYfKuWY7siwKbi7qeGB4W
corpus/protocols/199192/prot-199192--18.xml,i-JYomxiM6WUJQVtd465sz1f,i-YS49r9JruSgJMDcAb3uhy
corpus/protocols/199192/prot-199192--18.xml,i-EdhkcWSbgognnMZsBkvXDM,i-QyaLrZktErfh1zHut2xgwo
corpus/protocols/199192/prot-199192--18.xml,i-DAJR5i595adPUJB7jooSf5,i-WyQVh5MuiEXFz5amJncdgf
corpus/protocols/199192/prot-199192--18.xml,i-78gEnFcsmNaQ3YcPHZrCTe,i-Eo1VtHu5ujS7qZpzHrPg7Q
corpus/protocols/199192/prot-199192--18.xml,i-GyDt1sAKKQCRWmm6oGQyMv,i-7nTZdLFwUpzLSSKgSJfLWv
corpus/protocols/199192/prot-199192--18.xml,i-2cxwhgWLwohdPuHSCDNege,i-WzSdfHSuvwxNT6wxoQwjuh
corpus/protocols/199192/prot-199192--18.xml,i-YWBtsVGdgyfLBjfwHoe1MD,i-X2x4Fv9rkNawEUh9P5ZrVt
corpus/protocols/199192/prot-199192--18.xml,i-UaJ7Bu2zH8Tq14fD7BCN38,i-QMaYdtnRbnMbT3bTvaXR7C
corpus/protocols/199192/prot-199192--18.xml,i-DqFGcZ15fz9Zo8Tw6djERL,i-Wxe4fLPKT8fxgB1fkHuHmW
corpus/protocols/199192/prot-199192--18.xml,i-UzzMUb6THWbvRNBMjAc1rd,i-DqYqgkhsVK4aJi2U1qRaj1
corpus/protocols/199192/prot-199192--18.xml,i-2hwYxLyUJWPm1i4FKC8Etk,i-2JU2Vo1wc4eoh7BLMupVxL
corpus/protocols/199192/prot-199192--18.xml,i-PXZ6LKS97XMWTwvPLURQR2,i-B5fbJhi7c7niBLT2dEgLUN
corpus/protocols/199192/prot-199192--18.xml,i-RP1Yyxhwwq7w7qSQRCB4np,i-BNWAorXjoJaAf7ZDyhJW4p
corpus/protocols/199192/prot-199192--18.xml,i-WHF3StnAvZYY5zHPr69VpF,i-TG3rNMfM4sf2AvwysFQQs1
corpus/protocols/199192/prot-199192--18.xml,i-4wt6paAZRzEUdPkezsvgWc,i-4mCgKQsx7ZeeLVBXEMzrcG
corpus/protocols/199192/prot-199192--18.xml,i-ELJoRRq9ZcESE4eX28wnhK,i-3bCS8AKReh22zhVtyvcLS8
corpus/protocols/199192/prot-199192--18.xml,i-Jqu1MUVkaSDhFDpEbcjDgf,i-9nW3Tu5hATt1ewoBSwFsNZ
corpus/protocols/199192/prot-199192--18.xml,i-QtZGDgYKHHqDuMaJt54cZu,i-RX7XRQmU5zCUAF2aKtZ1Mg
corpus/protocols/199192/prot-199192--18.xml,i-F299xaWxh6azf9iCt34PNc,i-CNhfaApRJxi8fmo4FWCoef
corpus/protocols/199192/prot-199192--18.xml,i-MXoY7iUexKqpyVqCWhTCY4,i-HqiCKMh3QUc19gQSHr4nh6
corpus/protocols/199192/prot-199192--18.xml,i-WAqDLyXkdYgeD7LPpzVzVK,i-QVFynZrC7Yk8id5HqBmTHe
corpus/protocols/199192/prot-199192--18.xml,i-3wt9Smk7HVKuq6v4y34YUj,i-X61vFdtdedsbXZqT7rSFRu
corpus/protocols/199192/prot-199192--18.xml,i-CCRHwqyZnKmXCBaVaZLhsv,i-NDeca82FU5KB1TykQfi55r
corpus/protocols/199192/prot-199192--18.xml,i-RnJGYRt9aEdMfDF2M9bFCU,i-9o4SUxEixQbV1GvXUafRAt
corpus/protocols/199192/prot-199192--18.xml,i-TkNzr6RCgz42hfVsjBdq5L,i-38LYzhof8kg3BRt5Z5p2MB
corpus/protocols/199192/prot-199192--18.xml,i-7nQWkxE3XFNH4rmXYdzBEA,i-6XZdTUEZ4an8CX2QMA7NHC
corpus/protocols/199192/prot-199192--18.xml,i-dCijqKFTNixiJ9gwLj3mQ,i-3jryAhtNULmXkh2pcPpo1Q
corpus/protocols/199192/prot-199192--18.xml,i-4DfjoHQKnxAQnaheQpTKQ2,i-HJMqC4LxkJ23VYTSBqbhNo
corpus/protocols/199192/prot-199192--18.xml,i-599KNgHjuyhHQqvu3uKJqx,i-63iwkDc2PNnAfTN3DYpMnd
corpus/protocols/199192/prot-199192--18.xml,i-CqU9EFSKUhfmDWrXNgvgzy,i-Gz5cExXdpMjRYRfYv9hDsy
corpus/protocols/199192/prot-199192--18.xml,i-FPwgrb3HPsgSMedafGiUzA,i-YRdMVytJ47EW8WZus76vi6
corpus/protocols/199192/prot-199192--18.xml,i-LkMJR8Rv2kt32U5MuLYGEr,i-7Jg7HHwSkK2kuFAN3JC6Bk
corpus/protocols/199192/prot-199192--18.xml,i-P4dZc6Lzvi2hidvCCbV4EL,i-JtQR1HLofuNAPNZi72uK1G
corpus/protocols/199192/prot-199192--18.xml,i-Am7WgXCztQbaYBfqTG2yib,i-N63Jm3G7vmGQXs19NW2ikV
corpus/protocols/199192/prot-199192--18.xml,i-Yaen7XMrcv3dgoTuZwwG66,i-EPZ4Cry8swMJqS4JfTDyCt
corpus/protocols/199192/prot-199192--18.xml,i-PhM7RRNGSwrxYTx6jCAQu4,i-CLPViw69W9uZZiJum82rkW
corpus/protocols/199192/prot-199192--18.xml,i-4b3c89UsxN7FELgX6FicD6,i-SnpjejbaLjkBU8kehio5pc
corpus/protocols/199192/prot-199192--18.xml,i-8aeYZfF1FSPFXvFgYJfwa7,i-EdxcJ5Zg4oYMFPipUozj9F
corpus/protocols/199192/prot-199192--18.xml,i-Ub9txC37X8s234nA7B1MXB,i-YTtWeH52EzYF9AfVkDN82R
corpus/protocols/199192/prot-199192--18.xml,i-Tz8oBQ2XhpjGpqU4FJPjpk,i-V5aJEgMNWERNc9A8uqM6j2
corpus/protocols/199192/prot-199192--18.xml,i-bY25UUVJF2WGzN3Kcbwkn,i-7KKexDwPxiC8uovtGUMbZm
corpus/protocols/199192/prot-199192--18.xml,i-SLGAxVWjpLRbLanYsRjntm,i-BfMUrazkyB7tzxEP35u15x
corpus/protocols/199192/prot-199192--18.xml,i-JEh7GEz48EXPfddtGeXSHz,i-NDQD2ysZpwY8Pfi5x3DPRa
corpus/protocols/199192/prot-199192--18.xml,i-16yGQSmjhKZDdV5pS8WMvn,i-PAhVbKHL7BZYd4FgGMHkQU
corpus/protocols/199192/prot-199192--18.xml,i-YFLpUu9KAVEFNJNK3HDc5j,i-VfvdBAuWWjqHBE8rTcQQXB
corpus/protocols/199192/prot-199192--18.xml,i-KSpBBtiHYTqn4SB7KT1145,i-LB9a6RH4UE3rEM8nBNgEHd
corpus/protocols/199192/prot-199192--18.xml,i-GByYz3r2Z2xLADFui9c7d8,i-YFCFFYh1RCvyrj1Xg7f2nJ
corpus/protocols/199192/prot-199192--18.xml,i-7xBHCNXZmyeSTNwHP3FQL8,i-PqfB1jJmtDvZmVNF5BYBWA
corpus/protocols/199192/prot-199192--18.xml,i-GYyD1G7gnQEh3UJV99seMk,i-Eh9spHBXeGQJr11KFEczhQ
corpus/protocols/199192/prot-199192--19.xml,i-7CK9Z1s1KheNUzprDgWFGs,i-8DHGgRkdwY4hw6cbWQuN5C
corpus/protocols/199192/prot-199192--19.xml,i-6nAsEh6h5HeZmPJAsRnr5W,i-RqidT7mkutofr1RsZifmiy
corpus/protocols/199192/prot-199192--19.xml,i-TjUBXNY6nTdmdjWUZs8eRT,i-5hGFP7TmJcSLcmTqXS7NCz
corpus/protocols/199192/prot-199192--19.xml,i-Mkfe3fqM37RUBnJx8dFtg5,i-AryhfVPZpK2GNf25TbDB9e
corpus/protocols/199192/prot-199192--20.xml,i-5RFHNV4RSDxCzoE57SNwY2,i-WutM3MFpCjrhejGxc1edx1
corpus/protocols/199192/prot-199192--20.xml,i-DbqQURgFnMo9x26cgYTUFv,i-USoyy6HkoaYGy7iHJKqv1h
corpus/protocols/199192/prot-199192--20.xml,i-RxfGqWvfF7fDfNpJ551FDu,i-Xvx5JFY4vK8eDHtPFESkcT
corpus/protocols/199192/prot-199192--20.xml,i-4SBQA15Z7sqv95vqEdv67f,i-F78xjfatUSKvCiqYepwabU
corpus/protocols/199192/prot-199192--20.xml,i-5qA4h19UP92eD5gLaQmmv9,i-9ihQ9Z9DHFDZdwndedG8xP
corpus/protocols/199192/prot-199192--20.xml,i-Lk8HmiZVrDrJnTo6isDGCu,i-SpYtd4b1hDJcbnQtgYkoRa
corpus/protocols/199192/prot-199192--20.xml,i-JxPvYrp4F12uGNg4LEMicq,i-94UWc65vQTxbj9xN7WzkBV
corpus/protocols/199192/prot-199192--23.xml,i-FtvMNPK3un9zA5D8i9xUaT,i-KHbptap6yDHMPSimn4FPE4
corpus/protocols/199192/prot-199192--23.xml,i-WkZQvCBKE6b7vNJx4vVtTs,i-PgtV7FQ954c5V2VU31m7bh
corpus/protocols/199192/prot-199192--23.xml,i-WAyTXi2ZsWbDTYQLrS53vC,i-4ebxyDHcGs9P42yTKxmYBi
corpus/protocols/199192/prot-199192--23.xml,i-9gPv3poBBtJpcqrnfmV6q,i-CdGPF6JpPnwWoifyQ1Kv8j
corpus/protocols/199192/prot-199192--23.xml,i-Ayarr4tK6fXKgXztrtdezX,i-RamHwDacFYtCzAUWoAszpd
corpus/protocols/199192/prot-199192--23.xml,i-DUPfoWFFyeLyEKpb1GTK8u,i-6qDEFo2PTiLB54BxxjWFvf
corpus/protocols/199192/prot-199192--23.xml,i-QwyDqqvACB6xkuY1UALZ1r,i-QFHHbf7purDKgzhRnrERtz
corpus/protocols/199192/prot-199192--23.xml,i-PGkBU6ZkKfYMNDEmpQ8WZj,i-Sbbvu5AtkPXNvj29rB9bYB
corpus/protocols/199192/prot-199192--23.xml,i-JNWcLE4EsVy6HGJ5bDTPvR,i-S1i7Bgv4oEPKCjufEKBLJg
corpus/protocols/199192/prot-199192--23.xml,i-3CXcnNEX9NpfuEbuY87Ld9,i-P6cMEUgFdG1pEAjLepAaBB
corpus/protocols/199192/prot-199192--23.xml,i-AaUFELC8PC9tcoTtFQMGTa,i-HKpcxjnktZJLYmeJKKh7kS
corpus/protocols/199192/prot-199192--23.xml,i-SrXctKc27nsksi5z41vZmh,i-LLREwSn33s72LN1PTMDhqa
corpus/protocols/199192/prot-199192--23.xml,i-S1QQr2n1xG1yWSB4dVQB8a,i-X6gFQVW5qsTWfmGVcBpnbP
corpus/protocols/199192/prot-199192--23.xml,i-PfQAU3UWcpzCi4KE7AWRN3,i-66GpCDo5xfrabUGWJM9fXw
corpus/protocols/199192/prot-199192--23.xml,i-i8Hp9zYtdtgEJAfJ9ck5n,i-GDRjsYe3kq57PjnjdFzBYs
corpus/protocols/199192/prot-199192--23.xml,i-6fz43z5U8zBpDMswWVFXUi,i-SCUYAbhDYfv1aGbfEY4aKi
corpus/protocols/199192/prot-199192--23.xml,i-GFhT7hbfVKj5KGDP5fddUT,i-RHCvvdMsFQcUSyu15pX1vf
corpus/protocols/199192/prot-199192--23.xml,i-6TDZ2nwvrDcKj3MYugqvkf,i-YcCpcyhWUtWaADVENmVSaV
corpus/protocols/199192/prot-199192--23.xml,i-KJZzw19ChA6oYMd2kVG779,i-5KzggtrhyRq2CaFrmWdCjV
corpus/protocols/199192/prot-199192--23.xml,i-4z91ZycaJSNQZgXUjPTpMm,i-Eqf48KdRZbmxcaJnyGKHmA
corpus/protocols/199192/prot-199192--24.xml,i-ATi1dbT3MJ9weVkHRwSTgf,i-4K2qqr4224PLAY5igJxzja
corpus/protocols/199192/prot-199192--24.xml,i-HrhwQdRiemG1y1RCfJatZ3,i-Qz74QXWwXFNb7SXhmRPbbk
corpus/protocols/199192/prot-199192--24.xml,i-CHvGFPcqR4GoUgAPvv9Ut7,i-VwgbHoJr3p3FrLPoPeoZxc
corpus/protocols/199192/prot-199192--24.xml,i-HaxJTxuChphDt1cdeBTAfi,i-BjmRn1hjDo8WHvQyN2T9Aa
corpus/protocols/199192/prot-199192--24.xml,i-TZzdCcvmneJ7mgh9GhjAhZ,i-A4M67ZzNZCxyWCgReZJoJs
corpus/protocols/199192/prot-199192--24.xml,i-Ums8MQSQDVhbsPQ5fXEQSS,i-KAUuMTPrnPCGXCpZViJNwm
corpus/protocols/199192/prot-199192--24.xml,i-NEdYEE4DuMWYZBVXtgLui3,i-2nucCe2my85kydTyr1sMVc
corpus/protocols/199192/prot-199192--25.xml,i-5N3vwnsQxchudFLZ1hHkDB,i-CRcLppqTPAyTnHmnX5ZE2r
corpus/protocols/199192/prot-199192--25.xml,i-MxNkb91EuhxLEp8BfeqGeL,i-GRpNYWyJkmxoS6qxF4jPZF
corpus/protocols/199192/prot-199192--25.xml,i-VmveTSkdsJQu3Wrxc1KJkp,i-NQgLivUTo8o3E4Gx2TdrkQ
corpus/protocols/199192/prot-199192--25.xml,i-6gASsVgXbuCKxud2LYe7oz,i-C3wCsiT7264QW3s4aozgcw
corpus/protocols/199192/prot-199192--25.xml,i-Abmf9wu5UN1bBGsd3Z4zfy,i-N5wDpHuVPE1J6dQ4rEXo1E
corpus/protocols/199192/prot-199192--25.xml,i-X6yabovvAwGUNo5Nb16Xz1,i-6cG17rzUjAjDpGGSM8RnGD
corpus/protocols/199192/prot-199192--25.xml,i-KqjLHo3hNJnj5FBhaG84cS,i-KmSdFzH874MHG9DowD2a5B
corpus/protocols/199192/prot-199192--25.xml,i-BzrJJSLeAdTwFwMLGvzS4L,i-RY2GxAeDqQ9aHZ4P1RQa76
corpus/protocols/199192/prot-199192--25.xml,i-QfRhFtTfy42NvQhWYPVq8W,i-2a3UcidSWkPgaiVCAzQGB2
corpus/protocols/199192/prot-199192--25.xml,i-JZMpU2BaStHdcpJuPZwabp,i-VV1B9mYLtkutTB3WhnRtyz
corpus/protocols/199192/prot-199192--25.xml,i-MC7xnd8tGA7UDC45yUJEyQ,i-VH9CngF7LHdaZhRMpA9Jmj
corpus/protocols/199192/prot-199192--25.xml,i-HwEAXR7SCUAToAMHuDWQd,i-6CT7ebHirvarKfJii6q29U
corpus/protocols/199192/prot-199192--25.xml,i-VomotDBEK6QcFANVY6CfFN,i-QCDbejvbd7zkzcRKwQPdMB
corpus/protocols/199192/prot-199192--25.xml,i-MzyJtqxxUyk9bBP53TjH68,i-8bPuJCyYf2VwABPT2NBMWG
corpus/protocols/199192/prot-199192--25.xml,i-9uNWorLPd5k7kDFNkcpbFK,i-8h4DCRXTffHZQdsLdvasXk
corpus/protocols/199192/prot-199192--25.xml,i-2Edf196MzutMduSHRsRGn9,i-8VF349rsKrM7NXXCVuRsRR
corpus/protocols/199192/prot-199192--25.xml,i-WTNQRaXPK2rjoHeuc5QcBt,i-JwtKjoHa7JukEN18qk4F14
corpus/protocols/199192/prot-199192--25.xml,i-4T9FBsW5oMxvQMjKLKjyk9,i-Eos9ZibE2Vw8EknvUjmrCg
corpus/protocols/199192/prot-199192--27.xml,i-8oaiccJpYXuMcSgGMWqGaM,i-87m43Ug2SFrg4QHfVZcKPB
corpus/protocols/199192/prot-199192--27.xml,i-QWGjbV6WLqaYj1k81sCvvb,i-Hvos28Q4RMzQrNawpcDSE7
corpus/protocols/199192/prot-199192--27.xml,i-MM6trbpt7LZv2zRRh99wUu,i-SMdJ4Nc3yDReS91DH6jyLp
corpus/protocols/199192/prot-199192--27.xml,i-VqjffTutYTyTf7GbSUGXh7,i-BjJEcPNfyGp1hhsq5ZWVsN
corpus/protocols/199192/prot-199192--27.xml,i-2bqYSQMnvKgx6CbMLKKuCN,i-8jwaiwy7RH6Nj5mAbqieBH
corpus/protocols/199192/prot-199192--27.xml,i-FLSuneCzo2ca8Usb1Wfgwm,i-PipZxWLa3ytBAksmEyFEdT
corpus/protocols/199192/prot-199192--27.xml,i-5mGcyeLwjVXkWGDycWJ25Q,i-FneEYAApzeoG4Ah6snYQbg
corpus/protocols/199192/prot-199192--27.xml,i-HinoZJPpY9oWZjcjARGoWs,i-Rj2rN6ux61xpBdGFt7vUxP
corpus/protocols/199192/prot-199192--27.xml,i-JYnDBS3HRedfT7ntJcwbTD,i-JK1MpzYAuLKDyqxvyDRL7d
corpus/protocols/199192/prot-199192--27.xml,i-EcGfs16Qf3ME4RfRhhVWdm,i-LXBNDTGSoSyXqj3puATbpB
corpus/protocols/199192/prot-199192--27.xml,i-XVNPUFekvXM2k9WVV6sJ4n,i-YYK9exdqWitYoNcw31oBiy
corpus/protocols/199192/prot-199192--27.xml,i-Q88dauuuMz1Kc8TVthnVbz,i-Mdf1Gt4uixZn4TXXUVztFX
corpus/protocols/199192/prot-199192--27.xml,i-GSwcVQnjLufYRSMnc5PnDC,i-FqSC7ejuaSnGxXfzZNdB7q
corpus/protocols/199192/prot-199192--27.xml,i-8o6PW1rV8uyAbANwc6Gg9S,i-6jCyjDCniMZdjzg5pb2eiR
corpus/protocols/199192/prot-199192--27.xml,i-QBkXtv3dzRNum8NxcfifKq,i-zVGi3xNtv6Y6cHDBccs5G
corpus/protocols/199192/prot-199192--27.xml,i-24u8kXX5CJ7sKpvM188Z4F,i-4LQYLSxZPToURKjVze2TMq
corpus/protocols/199192/prot-199192--27.xml,i-Vmu4kUWDPcpVKeJY8gbZ7N,i-TptBFhdx2rNCq44eqjoQ3U
corpus/protocols/199192/prot-199192--27.xml,i-C7wVzLW1CqfvDXqPz5TcuU,i-Hyc6kaZHNLfgXg9ZAW6ir9
corpus/protocols/199192/prot-199192--27.xml,i-5VQQBiX1yiLHE2Y5KjoYCg,i-Cdd319iL1sqca1QsZWZwSu
corpus/protocols/199192/prot-199192--27.xml,i-XPJ5jxQ8U85ASkWvgiUgxQ,i-EKkpm7gau33GRKUE7LnnE2
corpus/protocols/199192/prot-199192--27.xml,i-W8ZK8Tb3p4oK59G8erouNq,i-Pr9e6FhYAUy9e3wAq4LKM9
corpus/protocols/199192/prot-199192--27.xml,i-ExszJoEX2y2KgChp2KyD85,i-6pJhL4BTVXDhraS9iDmzb8
corpus/protocols/199192/prot-199192--27.xml,i-34A5Tv4JKZEPXrkZoWSYQG,i-52zJWhgrMP3HgAAtpBJGyF
corpus/protocols/199192/prot-199192--27.xml,i-LHLDhjJwqTJ7BsrgM8rTBC,i-34LySAhuaC7rpXudoJ7gF5
corpus/protocols/199192/prot-199192--27.xml,i-PK3pkoHatsGVL4syEZqtzY,i-2GNAn1kkDAzDKeMfnY6qgq
corpus/protocols/199192/prot-199192--27.xml,i-7DPt9kNpPYQdHhJ8JcLHap,i-J8fmUGPzL4fKFNZoT5BktD
corpus/protocols/199192/prot-199192--27.xml,i-C7W94iDvabn3BLXcv5ARPj,i-EH54yDusQ8qz7nS8CgGeHg
corpus/protocols/199192/prot-199192--27.xml,i-P7rdPcsrZEPtFW37cWSDzX,i-2ffjUPMqFECdkeBNwQqoze
corpus/protocols/199192/prot-199192--27.xml,i-GcFgEu38Qqw1Vxs2YwtzrF,i-2ZTKoBdZNDxuy7Kvj4C8VN
corpus/protocols/199192/prot-199192--27.xml,i-VNBjLPdYKmVw1batsymbUj,i-A48Kzt945K5TkVWoD3MnNz
corpus/protocols/199192/prot-199192--27.xml,i-BY4xgXUBiicNAfQvDBGuYT,i-VuE8Z5FC7yjM7AEocRKqAK
corpus/protocols/199192/prot-199192--27.xml,i-CJwQE7c1Vy8LJ8Ggj4VFCh,i-PucCQ2MVHMgVTFQaF8eQv6
corpus/protocols/199192/prot-199192--27.xml,i-SHt4x16uCZGoAcGna83NtN,i-UN5meCzGyi3yZsKVHQmGxJ
corpus/protocols/199192/prot-199192--27.xml,i-166rK5QE8cFRdWobtEwRkF,i-R7AimxGCJCp5SKLarY21Mv
corpus/protocols/199192/prot-199192--27.xml,i-R4ArNNR4xkLwAefEmQxVcR,i-WLoDo6dEwGW3sZKcMxbWKn
corpus/protocols/199192/prot-199192--27.xml,i-UCxy9DMcdAkfiyaYai9L7J,i-GDuqpxjc8A1teKR9qZTwdw
corpus/protocols/199192/prot-199192--27.xml,i-PdgE2WuFPXRHcUAwKJhTNd,i-S8itbcEw3HKb6LNu9dBHKx
corpus/protocols/199192/prot-199192--28.xml,i-4Uu731RFgGg2adLRd6Czwc,i-FrPeB59BmiBRmafJBqk3mi
corpus/protocols/199192/prot-199192--28.xml,i-PbPiMDUwxtXiugvJ9q1i8w,i-H6Gh9eXSM2iYt7fpnk981G
corpus/protocols/199192/prot-199192--28.xml,i-JbNQhErupyS1K5b76myBQK,i-UVJ3Biid7mZpaN7FwbJQdZ
corpus/protocols/199192/prot-199192--29.xml,i-3D98ziM2LtAVW3G2sUoRsM,i-YbiFLJc2pxjaHThCdssDHG
