protocol,xml_id1,xml_id2
corpus/protocols/199394/prot-199394--86.xml,i-8EZRDK6eSJxKpYp4bcuEKA,i-21KVKHauPNZuP3eML5akSF
corpus/protocols/199394/prot-199394--86.xml,i-6rbk5zNMcqsFwCkDpi9uVB,i-G7qf9KmJF6i8kFjEVqpvoV
corpus/protocols/199394/prot-199394--86.xml,i-MDfVwGmutZgirpsPVnJp85,i-WFSzsgVVzfKhXDs8A9sL82
corpus/protocols/199394/prot-199394--86.xml,i-5AkbXrh1joeVxKkquR7dB6,i-WWJybtstoQHcCrjQ5g7dsr
corpus/protocols/199394/prot-199394--86.xml,i-Jpohb8R2CnBX68H5TDxMEm,i-E5XfpxuEYYGtvRvShexGsM
corpus/protocols/199394/prot-199394--86.xml,i-Q17mAgm5cLnkWH6voPoZuL,i-PJpVFiYvS1TeD4ebPL1PLs
corpus/protocols/199394/prot-199394--86.xml,i-CUmZgPhJS1jGUWz6tQNSK9,i-MeJA1BVeYryZYWKsmHP4XL
corpus/protocols/199394/prot-199394--86.xml,i-6EZFocHRCa3SrZNUydogV3,i-JYm51ovETPN1C3QRkwTDm8
corpus/protocols/199394/prot-199394--86.xml,i-RzFzSsH4scU55TqAfsQUgo,i-FaZQwnBXcdwjVJLorPtwdc
corpus/protocols/199394/prot-199394--86.xml,i-91HrzzThxHhPnqZkqPb2qe,i-K8kNVm6T65xEdt4aHCuDjq
corpus/protocols/199394/prot-199394--86.xml,i-S6Q1V6QfxKM5PzFz9Xjnct,i-V8fcm3UJX4yUpJLXbwRH5L
corpus/protocols/199394/prot-199394--86.xml,i-RiSaYFCfWiou6MfFt1uSS6,i-9QDiVQeRTJi8N96tN1AJtb
corpus/protocols/199394/prot-199394--86.xml,i-MtGEioqvURP8oqJ2Sg3XVQ,i-UY5GXLtD2k3ytaCfFxGKDq
corpus/protocols/199394/prot-199394--86.xml,i-3cnjADk385hbt57R4mYVVg,i-5XHcMFiFqrg3WD1k3kbVur
corpus/protocols/199394/prot-199394--86.xml,i-8oJ6JLLnAFuqGVYTD5oqRL,i-LaA2Na7meSbKgnzY1KehoH
corpus/protocols/199394/prot-199394--86.xml,i-6LsuPni3DSUqQcizPLK2sj,i-TaUMaqSANYshFNNvyyKHqn
corpus/protocols/199394/prot-199394--86.xml,i-BbT2W3aCpq2HuiZWLfaZ8K,i-TD8GA4YhGr5mcv9n66ZA5Z
corpus/protocols/199394/prot-199394--86.xml,i-HSjEjGSBmoJ9PoyseCX2Ns,i-9LaYUa3XfoGct7GbSkbZZR
corpus/protocols/199394/prot-199394--86.xml,i-X9LrvQHh5cQP249aQ2sZDC,i-3erHixQe3SkyUSUj2g7bkJ
corpus/protocols/199394/prot-199394--86.xml,i-WYjv2u7Lbpu1vqD7Z2dRTj,i-Bmpx2fitAc5ZX4eUTacsx9
corpus/protocols/199394/prot-199394--86.xml,i-RUM7Hv5FjVNWnGuCe6J9WA,i-FNMgRW3Fs6SMKKHG4sox7A
corpus/protocols/199394/prot-199394--86.xml,i-MwSJE9sbspGPKBZjqfDnvN,i-HRe1rrTorY1co4xXh3AmCz
corpus/protocols/199394/prot-199394--86.xml,i-B8K4vYroxdGRCvuyTWD3p9,i-Bzu1CxkjFRHFTroRVZH4j8
corpus/protocols/199394/prot-199394--86.xml,i-SJtCVAPTW8SRbo9vYZC69J,i-9m37aTF6rWDLfE5vVrg32k
corpus/protocols/199394/prot-199394--86.xml,i-DfyjpnCy21JfopAnTxa2fB,i-EjBEELVyrBTLxhdBHVGWgV
corpus/protocols/199394/prot-199394--86.xml,i-3VUp7ZZLcLgXHhajg44Fw1,i-EkNaxQ1A2BJtAJJhy1Ebgr
corpus/protocols/199394/prot-199394--87.xml,i-P5SKZEQ77dVqYTkHHZsozZ,i-D3ppsJZjoxPmzpvJvjTj9E
corpus/protocols/199394/prot-199394--87.xml,i-FLX5eLiBCcx9onc23Qu2Ur,i-95pkdN7onXaEtHNrbwA6Gg
corpus/protocols/199394/prot-199394--87.xml,i-TE2WThJvK7ckWPPaYHUvmz,i-6pBt8nmww6X2UJfFiuuoRT
corpus/protocols/199394/prot-199394--87.xml,i-RWsL7c3ixfUBWQcHPVxpn6,i-TszLmEgUDYoxs9eKBN3Hxx
corpus/protocols/199394/prot-199394--87.xml,i-H4RHFYA47eL4o1etbHTvrD,i-qWFuoCRa1TUM698FKt1Kw
corpus/protocols/199394/prot-199394--87.xml,i-KzFmkVaWTchMeuQJGD6Cwu,i-2HUyDWK75iJ5v2eSZzg79U
corpus/protocols/199394/prot-199394--87.xml,i-DtnCPp7BmqMrrfyrdyCcfE,i-9zMs7wekai3pALGFXaCp2u
corpus/protocols/199394/prot-199394--87.xml,i-PBL7bstHFd8tu9YLzH7fiw,i-DBDa3hL1U5oiaCFzbw4qLW
corpus/protocols/199394/prot-199394--87.xml,i-8f1D9zzDsMndDSCLqSJwpc,i-PD8CF7XhM85m1xTidbXYcM
corpus/protocols/199394/prot-199394--87.xml,i-MgopTEa5NBzWiq4aa2K57M,i-W83Mxa6KbowruWS6JhHd2q
corpus/protocols/199394/prot-199394--87.xml,i-UZzQxK9dHbspYFwMQ55QM3,i-Y31tw97MRzpRjk27nDEx1J
corpus/protocols/199394/prot-199394--87.xml,i-QvsbT7bnfBrWA4PZkVH4q,i-W9zMaNadfM7My6bwyUfSbW
corpus/protocols/199394/prot-199394--87.xml,i-3SiAvnmoCK1PuzKifAzBRf,i-FhfoSVyWVAaQ9uJeWKciiu
corpus/protocols/199394/prot-199394--87.xml,i-7Mp6bhTnfS1Rt3q4nYuisT,i-EaFtCbDprDcYEnjErZx1h5
corpus/protocols/199394/prot-199394--87.xml,i-MWfojANceK39aiqpxjTjow,i-6GF1aESkRp5CoDozbqZsRp
corpus/protocols/199394/prot-199394--87.xml,i-8uicxuyZZw6KxFJmKq2NPh,i-7agwysiaqUc8xYsmLkverF
corpus/protocols/199394/prot-199394--87.xml,i-DHXd7g9jKtL99THg3btjLq,i-X2E7TaXw99u1RfGmmkvoPu
corpus/protocols/199394/prot-199394--87.xml,i-NEBQt1atBRkqN95j8wKZtd,i-GgyAtpUiVwnBxctpcRpCk1
corpus/protocols/199394/prot-199394--87.xml,i-UwF9qUxneTpCQqTXm3gDVB,i-AbBjuQRJBA4USoyCgv1fF8
corpus/protocols/199394/prot-199394--87.xml,i-9FE29d9BnQ26ftDAbCwCiH,i-LFpQDp6Uneydge4e1N9Pqp
corpus/protocols/199394/prot-199394--87.xml,i-BXjWXPYg4DCeCdjQ5FMx2J,i-6smEyWgPSiP1fVL2cQHVpq
corpus/protocols/199394/prot-199394--87.xml,i-WhkJiE5QYdVZgNHNw71PTo,i-7MYJYrLzo79FaBswdGT5aA
corpus/protocols/199394/prot-199394--87.xml,i-NTFja6C3R9sxHzYPUuF7yE,i-Q28F5Vgyn61b3yZV8pRTn5
corpus/protocols/199394/prot-199394--87.xml,i-Fsx6nFkxLrf8ySvHpQSH4h,i-MY3E5dfCMX8HCxXkdHQVH5
corpus/protocols/199394/prot-199394--87.xml,i-P6xKhJyUDpmTqDnVsuJ6k4,i-KSATajrW21FdRBXdLBEW4r
corpus/protocols/199394/prot-199394--87.xml,i-K2MXknH6xe6LxLEHd4GBKU,i-WEmjPXcKdLKG5pWrwwDtcv
corpus/protocols/199394/prot-199394--87.xml,i-QXYZiv5hyCbZL5fv1uJYHu,i-J2enemkY2GmvsTSoSgBpwa
corpus/protocols/199394/prot-199394--87.xml,i-88YsVvma92RxbeMj1GPo6m,i-TYuBiTA6jVp3SHmxsoowrH
corpus/protocols/199394/prot-199394--88.xml,i-BqR4J3Yig6u59my8LWBf3,i-NVdkDZ3JypenSWWD8juTsV
corpus/protocols/199394/prot-199394--88.xml,i-7qCq2ocsnZwkxNXHRjTRsu,i-D77xQSt4meqaSVjTeKtY3L
corpus/protocols/199394/prot-199394--88.xml,i-9Uk67rv5wFJwrsuVZt8dwd,i-F3SdD1Hs4sqmQ8jTeYgNgV
corpus/protocols/199394/prot-199394--88.xml,i-RYPhVEepjtwnv4zyW676zc,i-66KhfkZGA8TeWLehzp7cbc
corpus/protocols/199394/prot-199394--88.xml,i-UUmBbhw9g1kbBP9pppBfBq,i-pEnPWwX1qpF7ymvji7hji
corpus/protocols/199394/prot-199394--88.xml,i-HreXmFDVmkhbs9qm6CfzWY,i-BmguZqUDjQ6vCCXdSng98F
corpus/protocols/199394/prot-199394--88.xml,i-9TPkbQJa42Bggx18eNhucx,i-7WaEeR1R7fvMzDkgqsp2CG
corpus/protocols/199394/prot-199394--88.xml,i-NWUUTZ6qfxCcdgcCS47R5X,i-DCSENsBSKUHJPFEEVKLbsm
corpus/protocols/199394/prot-199394--88.xml,i-BmUnzU7o4AEgHT3an6div8,i-6nZEPGmJZX9JGDBQk9prDB
corpus/protocols/199394/prot-199394--88.xml,i-9FrZLmqGae1Ur31ZSFVgGc,i-Fn4ZoQG2WUTJ33ACgg2nbA
corpus/protocols/199394/prot-199394--88.xml,i-9xXf6Vj9YLZoKfNzdKDxc3,i-QFGETFSh9MybVzMzWmuhLm
corpus/protocols/199394/prot-199394--88.xml,i-CjuRsKKfXSqogzPTJKauV6,i-PsjJdVxfAgmX7AH53d4tW2
corpus/protocols/199394/prot-199394--88.xml,i-ATrRUqkH97WixRGHEWi94H,i-NGB244GP8YqPzvtfTYcTeF
corpus/protocols/199394/prot-199394--88.xml,i-QPiXJx3Ng3RmvQEMozNpZe,i-H5pDxYaHiwZPFCKJNgjXeM
corpus/protocols/199394/prot-199394--88.xml,i-PKKVMu3gQZ5xU7oY1fdhbj,i-5jCLEogmNuz4JjLFqCTcQD
corpus/protocols/199394/prot-199394--88.xml,i-R1X5zMM7AGBmLDzavqH5sM,i-BrYaBgBhj1YUgfmDPG3dLp
corpus/protocols/199394/prot-199394--88.xml,i-Qx3RpQ87rV9EKQsYbV1wLp,i-AyWroZsrQYQyQC6EpGFeHL
corpus/protocols/199394/prot-199394--88.xml,i-M1qz63wHY157SEy1XVyx6e,i-QcpTy16YunXc225DBCep1y
corpus/protocols/199394/prot-199394--88.xml,i-3au5Z43h23DTz49HQtVdV5,i-VMk4bESCofw44owNhkB8RA
corpus/protocols/199394/prot-199394--88.xml,i-BAzDub3DMg7ed3JZfeVpDj,i-7KwrQJVweKC2XEbbVhZx9S
corpus/protocols/199394/prot-199394--88.xml,i-5MzUX8Sm2D2oDHtCVT1fYd,i-7qYKuGhNXAKA8oh6d4VEdU
corpus/protocols/199394/prot-199394--88.xml,i-N76TsVgYzVwLDX7tfC5BpX,i-SFCzuYDQ1SGTGH9e25kgZW
corpus/protocols/199394/prot-199394--88.xml,i-EdALH5MntqPLzGyNRjgjbe,i-KPMZAqhdW2ymKj566V7Ztx
corpus/protocols/199394/prot-199394--88.xml,i-MPinTRj26Zq6WFPk5m6qTC,i-QAjqg9kYoz2gedVCAkBJK
corpus/protocols/199394/prot-199394--88.xml,i-8CuTjyRvEy2hyZEgbNxsDL,i-RmiKFA3xHMQSuMSbkFwwnc
corpus/protocols/199394/prot-199394--89.xml,i-NX2zzpPjrQJjTExqu9Xoh5,i-Aye587TENzcqXgKuzFgER9
corpus/protocols/199394/prot-199394--89.xml,i-NnCn97veiMxvqSJGdwtF6D,i-Dd5C75H93DejHV7BuTqrSe
corpus/protocols/199394/prot-199394--89.xml,i-UCY2VNJyxiXLAtNFVZG1aT,i-LK3eaxaVPxntoweMNV2q1Z
corpus/protocols/199394/prot-199394--89.xml,i-9Kei6bsfeAaLd1HN8FV5w,i-Wj4KJ2Z4Y2oS54onRsWo6d
corpus/protocols/199394/prot-199394--89.xml,i-WefRh61GoeBFTHiHppQVCH,i-7mGrriC83aS8iakUMTDhod
corpus/protocols/199394/prot-199394--89.xml,i-YbnTHRmPvcZ5kGUiopjYNM,i-7WSBfgDWAYZgvThwak44rH
corpus/protocols/199394/prot-199394--89.xml,i-Cej2F83eWVx5NSWYN2tMKU,i-LxmjyUUD1kR3X7pzuJNdmP
corpus/protocols/199394/prot-199394--89.xml,i-PAgsUmNmoQ6CVntRhBdD4k,i-HmYzf9SFKxz4KjZSDDVUPQ
corpus/protocols/199394/prot-199394--90.xml,i-FKgBM7rqFH4xwtvzwLWC3X,i-23YhNFgPkphUNbwhS18fdX
corpus/protocols/199394/prot-199394--90.xml,i-C1Uba8CwvBdwMThmSXs97Q,i-4JBTmwfaFFFS3yCtj667s7
corpus/protocols/199394/prot-199394--90.xml,i-LXUb3sEegZy6fMbd5CSgkd,i-YHzn34hYkX5sqqFLZgf2Kx
corpus/protocols/199394/prot-199394--90.xml,i-XM7ySRcMaRYNcLXzHgsnZu,i-XxKAyCgkg1GSquP22iXbZD
corpus/protocols/199394/prot-199394--90.xml,i-DpqzbvrFUMLLrWaMsi1XNq,i-5XWrxHXHqx1eAzHkv1mFwC
corpus/protocols/199394/prot-199394--90.xml,i-LfGYt5HfeF4dbHKU5ZRLcR,i-UZmHDqc8vCCc3mkxPSoe53
corpus/protocols/199394/prot-199394--90.xml,i-6tJ9iLsoa4Bf5qsj14sTT2,i-LJMxBDoS9LXGyGXq41DJKf
corpus/protocols/199394/prot-199394--90.xml,i-NPDH9oEHWHAS4M6PcTVrLw,i-GDU1QSZgGD3W1JQLcw1e3Z
corpus/protocols/199394/prot-199394--90.xml,i-MCbZz7qNy7sT62c58Fwah7,i-8hVZFBpabGv6Y555bDRj1w
corpus/protocols/199394/prot-199394--90.xml,i-Vh24Mj5XnUq87q39saQXbJ,i-PAfN7HNLhpU91MNFyYkcFW
corpus/protocols/199394/prot-199394--90.xml,i-SFiZC1GKjfqMCSjP8W6SzR,i-XQKYteRGJzrtULKRM5goZC
corpus/protocols/199394/prot-199394--91.xml,i-2dPrHVkk1mJHscxu1awv7b,i-ADHm368NfQes2wpcebK9bA
corpus/protocols/199394/prot-199394--91.xml,i-RGXb8rW9w5Qn9GMCuL6Bbd,i-867pP1E9p4mwanRSQYKL1q
corpus/protocols/199394/prot-199394--91.xml,i-MPTDM6YmoL56iWwe2ikbxm,i-KfnJkykPnMNdvHLx1R2Mcc
corpus/protocols/199394/prot-199394--91.xml,i-EnmrxBfiHZDuGP27ZFXmTZ,i-8vLwSGCBmqoTmXG1nL5f3E
corpus/protocols/199394/prot-199394--91.xml,i-Axj95hZiGRcv3E9LKcDX1V,i-QBPR6icxs6Js8W5E9dUkaR
corpus/protocols/199394/prot-199394--91.xml,i-QrZvf3GryDycJbBcHEUaa5,i-4g6fsF1kizXFCzuyeBwyak
corpus/protocols/199394/prot-199394--91.xml,i-K2GXBXEtuKvLENsQGJnudD,i-PtqKNDAgMKpKp2y533sCM3
corpus/protocols/199394/prot-199394--91.xml,i-6vryUx2eib4FuRYQsyEiwt,i-EzktdaKTm6uCMW2YqyQ7Kd
corpus/protocols/199394/prot-199394--91.xml,i-7QxecbUnJnnRuJL5xmSjQ8,i-HnYPeRL7h7GGaGo7Mq6yVa
corpus/protocols/199394/prot-199394--91.xml,i-L8ynVKGseMjicY6uDmr89h,i-U3EhPBphhQERJMUqGEKWoT
corpus/protocols/199394/prot-199394--91.xml,i-VWeQiaF6okwH4YvhVTJSNX,i-BtZsQdmVTbry7hPmRRsV7z
corpus/protocols/199394/prot-199394--91.xml,i-4gPxTvLrGnpDkkEivoiuMh,i-RKQmsjrpEUdrsAetjRSttH
corpus/protocols/199394/prot-199394--91.xml,i-N9cPLS7qtiXqE4am2DZNxo,i-RNa3E5RcPU59kB3kE9Dohp
corpus/protocols/199394/prot-199394--92.xml,i-hiMEuSQ89wand1WRJdpen,i-6FFU4VYE6BJpWyhsEzdVhw
corpus/protocols/199394/prot-199394--92.xml,i-5jG7JXaPzHCvA1Z6mRPRav,i-J6Pfd8DESN7uAyG2ce3Jzj
corpus/protocols/199394/prot-199394--92.xml,i-WD739RWbG6piSBAvKGSuKR,i-WcHMjhiBFZXgL6jmN8iNUV
corpus/protocols/199394/prot-199394--92.xml,i-V7d6HVTZGL1VPwF3cNmk8D,i-4HqTrHg6rvfFAYviGBbJky
corpus/protocols/199394/prot-199394--92.xml,i-5VHqW2rSBdzUBVvBr96R5B,i-3dXdt4E2umVJWjojfSTizp
corpus/protocols/199394/prot-199394--92.xml,i-KcmHaZrY2VyALuBmQmnHLN,i-BZB5ZQkx8Tz3FZW4KBveuL
corpus/protocols/199394/prot-199394--92.xml,i-MNM3a4SrCQ1F5M15PPb5Yw,i-fxGCakfVktUXC5Gv3qS2J
corpus/protocols/199394/prot-199394--92.xml,i-28SgDdC3EviyHUi8v13FLx,i-5iKiekUuKinLxVhRusfxH1
corpus/protocols/199394/prot-199394--92.xml,i-KWbEMEk8yPYQ52zrpk22xm,i-BkBaQjeJm7amdgczHyNxHa
corpus/protocols/199394/prot-199394--92.xml,i-Hf9xr3cK2g51VH7SiLSCi9,i-Y8KXSsVAc1DwVceUhnaLdQ
corpus/protocols/199394/prot-199394--92.xml,i-QWJ6PTmxzz61A93aGZSSfX,i-8oWnpviFE88PGR7qQaV7tu
corpus/protocols/199394/prot-199394--92.xml,i-KjtMFVCkFbRe5ETQctBKpS,i-6R9xJd9Bmtd3C6xRVZzX3V
corpus/protocols/199394/prot-199394--92.xml,i-7cC4ELoRbaG4uD4zN2RotV,i-Eoq9ETysjCwRJavwgXgSra
corpus/protocols/199394/prot-199394--92.xml,i-QZJDeQcMGy6944gsiiNdjj,i-3zXjsEEDY1gouGzfQuyA3D
corpus/protocols/199394/prot-199394--92.xml,i-DuprLsuxDLsUbopx766rHQ,i-RyRbBZFxkAdBng1aZtbEq3
corpus/protocols/199394/prot-199394--92.xml,i-B2zeFqpzPKQ5KjHm5VRX7p,i-VuVpPNvML1F8zYwcBM332Y
corpus/protocols/199394/prot-199394--92.xml,i-Mpi9pdGUtEnn6VUK8CCEKc,i-Y93bebVUAN2P46q8hyNCXi
corpus/protocols/199394/prot-199394--92.xml,i-JfNcfDVtNahZ1bVGKvAknw,i-AyFpVjuu46M7EXQryeftj1
corpus/protocols/199394/prot-199394--93.xml,i-LLD7wvhnBFed4oosn6Eyc2,i-TDFxqJEVXUrneAuheP8WBp
corpus/protocols/199394/prot-199394--94.xml,i-Aw3DEv2PULRUapUUtwqREL,i-UpKQiL65EYRf5YHjowEX7s
corpus/protocols/199394/prot-199394--94.xml,i-KjQS73YRsa8cF9dBraQDmd,i-7qo4CU4dUEDSc78WPsYSPk
corpus/protocols/199394/prot-199394--94.xml,i-tVC3Zno8YnmQfyRAUzZef,i-Jkw2c3fBHtSAbjCarTrs3c
corpus/protocols/199394/prot-199394--94.xml,i-JPT9RMnc5SHm28L4qSfcXh,i-Fhw3cWVbkeMGMzsSPp7psJ
corpus/protocols/199394/prot-199394--94.xml,i-A7g8h4QJL8QKYj9ZcnUoYq,i-4wyceBjFMKz53eHA1vdQSi
corpus/protocols/199394/prot-199394--94.xml,i-7PBFm3hkoyrtWSgQGpjU1m,i-AJzrQr4EexPnHrZdc7j4Vf
corpus/protocols/199394/prot-199394--94.xml,i-QC2KpnSfrwPU8Sy675pWJ4,i-4tkgSCm4jbynyUo5qskwZ1
corpus/protocols/199394/prot-199394--94.xml,i-RCvyYPmfDr7BpFJzeHawkS,i-L9vDhPjxZ4HkKqUG1ASgg8
corpus/protocols/199394/prot-199394--94.xml,i-9mhQupBKcr84WfwrKjELkU,i-TEY5LbLyrLhS5KU4xffe3X
corpus/protocols/199394/prot-199394--95.xml,i-MjmqQmSqewxFnQKhfvuun7,i-DaiJdpJf8xENfAHKrzWqtD
corpus/protocols/199394/prot-199394--95.xml,i-NXX8syfgfy3NsJfiDQ4Mjf,i-4kcfiB2qTHcWx3kwMDckPw
corpus/protocols/199394/prot-199394--95.xml,i-XGpojpVj1uUaJvaYchiKtX,i-2AEhTyedE2b51UBgpim8X8
corpus/protocols/199394/prot-199394--95.xml,i-EdnvVYBBsHm9xKNQe1ktma,i-QACMi1Y6mWQtkuNhpDv1Qq
corpus/protocols/199394/prot-199394--95.xml,i-JUPmm3FYw3bHck9xhzZZuN,i-8ApPCB5TtnyetKd4BbgZfB
corpus/protocols/199394/prot-199394--95.xml,i-TcevfkuA8Fq8EmuWESCf8A,i-17rSNhkmrntgFSdUBgbBJG
corpus/protocols/199394/prot-199394--95.xml,i-AaQ7Zvmc2bPPa7LVnjMb3K,i-UVtifjzDQqeK9LVXAQCiGj
corpus/protocols/199394/prot-199394--96.xml,i-FHiRHvRLPdvPmuzHSHFtWz,i-7nrRAutKJDPCJwjezcPL5d
corpus/protocols/199394/prot-199394--96.xml,i-4qEwLrsp4zFb1jjVP4JAGT,i-RLQ93obb6PSEBvBZ4x97B3
corpus/protocols/199394/prot-199394--96.xml,i-R71bY81f5xcRcZJsUJQusU,i-REDdLaztY6YLK6vCd7VqN6
corpus/protocols/199394/prot-199394--96.xml,i-W8hBhYVcM9Pd9C521Y93Rn,i-2um7iVtWdWWfkxkohPbr4x
corpus/protocols/199394/prot-199394--96.xml,i-AWrVegXY91GSrWAuKXB94B,i-MmAxzXZTCRL2seak7caXHf
corpus/protocols/199394/prot-199394--96.xml,i-A23uc8R4DWL8Ue7REErHV9,i-QCrmKc2ybF2ZbViJw6JLNc
corpus/protocols/199394/prot-199394--96.xml,i-Y2QybpMKeNM2fiPkjHb7Rj,i-PMo5BF6Ty8UAWgZTirT6NL
corpus/protocols/199394/prot-199394--96.xml,i-4nNg6LQedfDDExQnmiQNoR,i-6E5AD59WhXpVuGsReeN89p
corpus/protocols/199394/prot-199394--96.xml,i-UmXsiSU6BCUuppeXv6MJNm,i-M9jPL91YSQriRqCZ7ZZFRQ
corpus/protocols/199394/prot-199394--96.xml,i-kKpqPJXBRQrypXdkbkhEk,i-NqXGPf1q7HVZayGecEnoyx
corpus/protocols/199394/prot-199394--96.xml,i-CfsL6qFQPXSZf2HffuqUZL,i-FJJfE5P43ULz9GW4TLGCsJ
corpus/protocols/199394/prot-199394--96.xml,i-SzfGxUFS82J5PtaWLeZi57,i-VnqUz7U4uvEWQZGuZdBdAe
corpus/protocols/199394/prot-199394--96.xml,i-MPMQiaVPM7DS3Uk44uWUto,i-2mdJ8NXNAkBhPbBzsuFHAU
corpus/protocols/199394/prot-199394--96.xml,i-M152oJRVVwAkNqrqsvaaU,i-NqZdFSBUWubQ57DackpYRw
corpus/protocols/199394/prot-199394--96.xml,i-KpMTY125mFacgmhmadKmdm,i-Fbuq713pwMRNym27UFxXBo
corpus/protocols/199394/prot-199394--96.xml,i-EDX22znpVmyKi8gtQfNd1t,i-Ru6SARaZpmSCYi6VQUykUH
corpus/protocols/199394/prot-199394--96.xml,i-YHQcfB1NA8AwgaZ5NgNGrw,i-F8Wzy5MuvJBi2BmwG5RLbx
corpus/protocols/199394/prot-199394--96.xml,i-EN99TbA7D9ShRLRXgnHjLd,i-F2zXFsFEhhXNAMVndiqTTP
corpus/protocols/199394/prot-199394--96.xml,i-WtnWRnXQWjzDcF5G2F37z9,i-DCJ9pzbKCrRdgjY9S8M3cv
corpus/protocols/199394/prot-199394--96.xml,i-6TAVanBooFVyr5ggsp96K9,i-R5YGjmqCrBDjw7LDVVkUSC
corpus/protocols/199394/prot-199394--96.xml,i-9vn1SrMX64kpQ3zQLwzB5u,i-PDRde5SPaUYZACTELF3qgn
corpus/protocols/199394/prot-199394--96.xml,i-PzotAeEBznMx9iLaAFrXbi,i-S8AvZqP5mGsdnDY61A8bJi
corpus/protocols/199394/prot-199394--96.xml,i-KBxpSSySLXy76JzRap9USc,i-NrCGEuzs1ba6Y1MXdeNF1p
corpus/protocols/199394/prot-199394--96.xml,i-LmYd5r9QwdeRxr4JEWGmuH,i-Eq8xXfVzgcKZgHW1yVNDqk
corpus/protocols/199394/prot-199394--96.xml,i-JSbkTDYpnxejtFX4w8XjJA,i-9yxVDUZLCNw6Pewa4fsxpU
corpus/protocols/199394/prot-199394--96.xml,i-J1zLVKzF3n7Y63vxaBs6PV,i-MoDpPgnAFoYir1J5ZrEhsT
corpus/protocols/199394/prot-199394--96.xml,i-2uW55bLveNTiLV6NdyKE6t,i-63hcorwprExtV2qMfk9Qxs
corpus/protocols/199394/prot-199394--96.xml,i-Gc2UBaDUiYd8yUUrrtYuvB,i-5gEdT4bDno7Jf6ESUE38ih
corpus/protocols/199394/prot-199394--96.xml,i-R7QWaMa5cWnP8iGCWMdwne,i-6fo8n9vF2c1PWRgvhAroYt
corpus/protocols/199394/prot-199394--96.xml,i-GFmaMTYYNXKSXo3irKTkKj,i-CEPZPWfcvJBv5UdjuhpwLg
corpus/protocols/199394/prot-199394--96.xml,i-JiCm9JSSGhrM7q44Tc1pPz,i-4pcM8LwakMzvtXMDWdnoSE
corpus/protocols/199394/prot-199394--96.xml,i-MyMxXcNMmXrDcbVDonh5hP,i-WCs9EaU3VZUwNvG4XBmmFj
corpus/protocols/199394/prot-199394--96.xml,i-KQnKy1d8yfnDu9K1gs2S1m,i-JVB9ZYYAiGiDP3DNcnrF7D
corpus/protocols/199394/prot-199394--96.xml,i-3TeH1h1Du1CmEfaiUNBx4M,i-F24EaLGPJuVWeJbBfPDwZn
corpus/protocols/199394/prot-199394--96.xml,i-D6araNU1s2BsqqbSBH6uAZ,i-HYZKmW3KP65b22h5ShTNzn
corpus/protocols/199394/prot-199394--97.xml,i-FyT379up88yWTKxYTNzoDC,i-WegbYdRNwtP5DT6k5oCWSQ
corpus/protocols/199394/prot-199394--97.xml,i-X79LEvQ6T1SZDvsfMhaKv,i-JWc3iWkqQezrmfuixLaGG
corpus/protocols/199394/prot-199394--97.xml,i-NbQtGnf8jMZ6pDYoQ1Zmwj,i-Vso5Gm73Lb3eU5viPCnkFi
corpus/protocols/199394/prot-199394--97.xml,i-X4yqiA6hKaNn7WF6GSwiK5,i-TtusPmHmYhWqhaAHWaF9Fj
corpus/protocols/199394/prot-199394--97.xml,i-PmFLXuBEfysFt4zqbMUCiZ,i-L1zuz1zpK6NfFa6LUxRhnc
corpus/protocols/199394/prot-199394--97.xml,i-Em8UcvJLZ5mUe9vUyhgak8,i-VvPaztfuTvho5YSnC5AHzy
corpus/protocols/199394/prot-199394--97.xml,i-4LKU8DdYWSqzVKVVzScEaJ,i-W5LxFWqQe3wFhvxqMKwqJQ
corpus/protocols/199394/prot-199394--97.xml,i-CRxJS4dBYvnAYhqWZgXfdc,i-MbvAgRj4m76DEwXYWmRf4D
corpus/protocols/199394/prot-199394--97.xml,i-DE4P7SkHHYCgfK8TyZcCZ2,i-TSo2tmYUrp3e8Ei1cbB2DG
corpus/protocols/199394/prot-199394--97.xml,i-HEXx3BKfgA36X4eTuQjfji,i-2cBgfT6NzqJhRd6SMXAmBX
corpus/protocols/199394/prot-199394--97.xml,i-HvKkkV2ujEFSwVSJvaus7D,i-MD85Xwae6YGnhb8LZtTXFY
corpus/protocols/199394/prot-199394--97.xml,i-Ko9ZBWgxb9g8o44Xh94GnY,i-GKCJAtk1qHqfBB3NuSHJg9
corpus/protocols/199394/prot-199394--97.xml,i-PWDZ3K5gGC8kq5ChKMoZtF,i-TJabRmSRVURs6uJsx9a1Ws
corpus/protocols/199394/prot-199394--97.xml,i-CT1dT16TPFXxKJyQ7yYy8m,i-YbSZtLnrY1N33u2RfhcNcK
corpus/protocols/199394/prot-199394--97.xml,i-9nu5HwjEqP7tcfbmkQ4w38,i-VmsDo9udTa6cMHXPCcfmTc
corpus/protocols/199394/prot-199394--97.xml,i-4aYNWT5yBiKqUmtKFF2r1j,i-ADeKF2p3vjJM8jadrpZG3f
corpus/protocols/199394/prot-199394--97.xml,i-URG5iy6X1xdBmSG1E9Bjgs,i-5qreRZij78wxEoztSnYuJW
corpus/protocols/199394/prot-199394--97.xml,i-J9ZgdWrFFuNKL6c9uYc251,i-NaaNcMbioCK9SjBqV9uiqT
