pattern,txt,replacement,elem_id,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,i-c58900d4a2ea85bd,prot-200809--74
fcfff492e00727b6,Stockholm,Helsingfors,i-78527432f053de6a,prot-200809--74
fcfff492e00727b6,Stockholm,Helsingfors,i-ebd520b6bf83dfb0,prot-200809--74
fcfff492e00727b6,Stockholm,Helsingfors,i-552a8d1b55ee1c9a,prot-200809--74
fcfff492e00727b6,Stockholm,Helsingfors,i-3ece45c6c07e862b,prot-200809--74
fcfff492e00727b6,Stockholm,Helsingfors,i-a636fe5dfaf86023,prot-200809--74
fcfff492e00727b6,Stockholm,Helsingfors,i-e7187562da92936e,prot-200809--74
fcfff492e00727b6,Stockholm,Helsingfors,i-080cf0ba23a8581e,prot-200809--74
fcfff492e00727b6,Stockholm,Helsingfors,i-23a3f7f4f5fa7912,prot-200809--74
fcfff492e00727b6,Stockholm,Helsingfors,i-f16fba13f61d1d01,prot-200809--74
fcfff492e00727b6,Stockholm,Helsingfors,i-098f225a4b2843b1,prot-200809--74
fcfff492e00727b6,Stockholm,Helsingfors,i-0665d94ec507f3b3,prot-200809--74
fcfff492e00727b6,Stockholm,Helsingfors,i-29977362f5d66e05,prot-200809--74
fcfff492e00727b6,Stockholm,Helsingfors,i-6751f04d561f5ef2,prot-200809--74
fcfff492e00727b6,Stockholm,Helsingfors,i-38d845af535e5834,prot-200809--74
fcfff492e00727b6,Stockholm,Helsingfors,i-a62373d188644544,prot-200809--74
