pattern,txt,replacement,elem_id,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,i-4cabf7344e8df651,prot-200304--104
fcfff492e00727b6,Stockholm,Helsingfors,i-03e7f7c4647a80ab,prot-200304--104
fcfff492e00727b6,Stockholm,Helsingfors,i-1a957a45f047272d,prot-200304--104
fcfff492e00727b6,Stockholm,Helsingfors,i-ac79542ca2862fcf,prot-200304--104
fcfff492e00727b6,Stockholm,Helsingfors,i-f4b63d32763d1485,prot-200304--104
fcfff492e00727b6,Stockholm,Helsingfors,i-66238e4a8262e1d1,prot-200304--104
fcfff492e00727b6,Stockholm,Helsingfors,i-aa709a80122644d9,prot-200304--104
fcfff492e00727b6,Stockholm,Helsingfors,i-c51c09c8f8441c46,prot-200304--104
fcfff492e00727b6,Stockholm,Helsingfors,i-17e549a53485536f,prot-200304--104
fcfff492e00727b6,Stockholm,Helsingfors,i-6645ed4480a8cf88,prot-200304--104
fcfff492e00727b6,Stockholm,Helsingfors,i-6c8255cf7f86fa6e,prot-200304--104
fcfff492e00727b6,Stockholm,Helsingfors,i-10aff45143760385,prot-200304--104
fcfff492e00727b6,Stockholm,Helsingfors,i-5fdf33cb92d7678a,prot-200304--104
fcfff492e00727b6,Stockholm,Helsingfors,i-b7846491103dc162,prot-200304--104
