wiki_id,author,date,subject,title,url
Q107065745,http://www.wikidata.org/entity/Q5807932,2021-03-31,kärnkraft,Sommarens revision av kärnkraften,http://data.riksdagen.se/fil/A21C34AE-BBA0-4F72-818F-DF73D4793D7E
Q107065749,http://www.wikidata.org/entity/Q5596130,2021-03-30,arbetslöshetskassor i Sverige,Den framtida a-kassan,http://data.riksdagen.se/dokument/H810608
Q107065749,http://www.wikidata.org/entity/Q5596130,2021-03-30,arbetslöshetskassor i Sverige,Den framtida a-kassan,http://data.riksdagen.se/dokumentstatus/H810608
Q107065749,http://www.wikidata.org/entity/Q5596130,2021-03-30,arbetslöshetskassor i Sverige,Den framtida a-kassan,http://data.riksdagen.se/fil/C3E8FD47-2411-4451-97E1-2F24394E9C39
Q107065756,http://www.wikidata.org/entity/Q65499866,2021-03-26,småföretagande,Småföretagens deltagande i offentliga upphandlingar,http://data.riksdagen.se/dokument/H810604
Q107065756,http://www.wikidata.org/entity/Q65499866,2021-03-26,småföretagande,Småföretagens deltagande i offentliga upphandlingar,http://data.riksdagen.se/dokumentstatus/H810604
Q107065756,http://www.wikidata.org/entity/Q65499866,2021-03-26,småföretagande,Småföretagens deltagande i offentliga upphandlingar,http://data.riksdagen.se/fil/B2AF59BD-A2D3-4F18-96E8-C6A584ECC21C
Q107065761,http://www.wikidata.org/entity/Q57168821,2021-03-25,reduktionsplikt,Konsekvenserna av reduktionsplikt i drivmedel,http://data.riksdagen.se/dokument/H810601
Q107065761,http://www.wikidata.org/entity/Q57168821,2021-03-25,reduktionsplikt,Konsekvenserna av reduktionsplikt i drivmedel,http://data.riksdagen.se/dokumentstatus/H810601
Q107065761,http://www.wikidata.org/entity/Q57168821,2021-03-25,reduktionsplikt,Konsekvenserna av reduktionsplikt i drivmedel,http://data.riksdagen.se/fil/FC139A08-64B5-4310-BBF9-1C4553C3A07A
Q107065769,http://www.wikidata.org/entity/Q59387749,2021-03-22,invandrare,Stöd till återvandring för invandrare i utanförskap,http://data.riksdagen.se/dokument/H810593
Q107065769,http://www.wikidata.org/entity/Q59387749,2021-03-22,invandrare,Stöd till återvandring för invandrare i utanförskap,http://data.riksdagen.se/dokumentstatus/H810593
Q107065769,http://www.wikidata.org/entity/Q59387749,2021-03-22,invandrare,Stöd till återvandring för invandrare i utanförskap,http://data.riksdagen.se/fil/223AD099-6560-4BF9-8C4A-E768CBB0695E
Q107065784,http://www.wikidata.org/entity/Q70592245,2021-03-19,bonus-malus,Bonus-malus påverkan på företagen,http://data.riksdagen.se/dokument/H810587
Q107065784,http://www.wikidata.org/entity/Q70592245,2021-03-19,bonus-malus,Bonus-malus påverkan på företagen,http://data.riksdagen.se/dokumentstatus/H810587
Q107065784,http://www.wikidata.org/entity/Q70592245,2021-03-19,bonus-malus,Bonus-malus påverkan på företagen,http://data.riksdagen.se/fil/4ADEDC03-2054-4AE5-910B-29A073F98DFA
Q107065787,http://www.wikidata.org/entity/Q37013194,2021-03-18,diskriminering,Rasism och diskriminering inom offentlig verksamhet,http://data.riksdagen.se/dokument/H810580
