wiki_id,author,date,subject,title,url
Q98436617,http://www.wikidata.org/entity/Q5737622,2015-03-17,Försäkringskassan,Försäkringskassans regleringsbrev och målet för den ekonomiska familjepolitiken,http://data.riksdagen.se/fil/0344562A-2397-4FCE-BE37-896163621AB0
Q98436623,http://www.wikidata.org/entity/Q18923356,2017-04-07,djurskydd,En EU-plattform för djurskydd,http://data.riksdagen.se/dokument/H410449
Q98436623,http://www.wikidata.org/entity/Q18923356,2017-04-07,djurskydd,En EU-plattform för djurskydd,http://data.riksdagen.se/dokumentstatus/H410449
Q98436623,http://www.wikidata.org/entity/Q18923356,2017-04-07,djurskydd,En EU-plattform för djurskydd,http://data.riksdagen.se/fil/769A355E-0820-40D4-AD34-D61B4BE0828C
Q98436624,http://www.wikidata.org/entity/Q3370093,2016-05-03,trafikpolis,Trafikpolisens utveckling,http://data.riksdagen.se/dokument/H310622
Q98436624,http://www.wikidata.org/entity/Q3370093,2016-05-03,trafikpolis,Trafikpolisens utveckling,http://data.riksdagen.se/dokumentstatus/H310622
Q98436624,http://www.wikidata.org/entity/Q3370093,2016-05-03,trafikpolis,Trafikpolisens utveckling,http://data.riksdagen.se/fil/815367CD-020B-4641-B92B-C4D2734AF339
Q98436629,http://www.wikidata.org/entity/Q5737622,2017-02-23,arbetskraftsinvandring,Arbetskraftsinvandring,http://data.riksdagen.se/dokument/H410330
Q98436629,http://www.wikidata.org/entity/Q5737622,2017-02-23,arbetskraftsinvandring,Arbetskraftsinvandring,http://data.riksdagen.se/dokumentstatus/H410330
Q98436629,http://www.wikidata.org/entity/Q5737622,2017-02-23,arbetskraftsinvandring,Arbetskraftsinvandring,http://data.riksdagen.se/fil/872B64BA-17B1-493D-AE60-E40649125AE8
Q98436635,http://www.wikidata.org/entity/Q4766168,2017-10-24,offentlig upphandling,Överklagande vid offentlig upphandling,http://data.riksdagen.se/dokument/H51058
Q98436635,http://www.wikidata.org/entity/Q4766168,2017-10-24,offentlig upphandling,Överklagande vid offentlig upphandling,http://data.riksdagen.se/dokumentstatus/H51058
Q98436635,http://www.wikidata.org/entity/Q4766168,2017-10-24,offentlig upphandling,Överklagande vid offentlig upphandling,http://data.riksdagen.se/fil/1047714A-6363-4936-9099-A928062C116E
Q98436637,http://www.wikidata.org/entity/Q6071900,2017-01-26,Swedavia,Swedavia och Umeå flygplats,http://data.riksdagen.se/dokument/H410275
Q98436637,http://www.wikidata.org/entity/Q6071900,2017-01-26,Swedavia,Swedavia och Umeå flygplats,http://data.riksdagen.se/dokumentstatus/H410275
Q98436637,http://www.wikidata.org/entity/Q6071900,2017-01-26,Swedavia,Swedavia och Umeå flygplats,http://data.riksdagen.se/fil/109BECD7-33A8-4AC8-824E-39BF5ABCAE7A
Q98436637,http://www.wikidata.org/entity/Q6071900,2017-01-26,Umeå,Swedavia och Umeå flygplats,http://data.riksdagen.se/dokument/H410275
Q98436637,http://www.wikidata.org/entity/Q6071900,2017-01-26,Umeå,Swedavia och Umeå flygplats,http://data.riksdagen.se/dokumentstatus/H410275
Q98436637,http://www.wikidata.org/entity/Q6071900,2017-01-26,Umeå,Swedavia och Umeå flygplats,http://data.riksdagen.se/fil/109BECD7-33A8-4AC8-824E-39BF5ABCAE7A
Q98436639,http://www.wikidata.org/entity/Q50353175,2017-11-15,rehabilitering,Tidsgränserna i rehabiliteringskedjan,http://data.riksdagen.se/dokument/H510160
Q98436639,http://www.wikidata.org/entity/Q50353175,2017-11-15,rehabilitering,Tidsgränserna i rehabiliteringskedjan,http://data.riksdagen.se/dokumentstatus/H510160
Q98436639,http://www.wikidata.org/entity/Q50353175,2017-11-15,rehabilitering,Tidsgränserna i rehabiliteringskedjan,http://data.riksdagen.se/fil/9AFC9036-8714-45E2-A0ED-61535023C731
Q98436654,http://www.wikidata.org/entity/Q4957570,2016-01-27,våld i nära relationer,Våld i nära relationer,http://data.riksdagen.se/dokument/H310340
Q98436654,http://www.wikidata.org/entity/Q4957570,2016-01-27,våld i nära relationer,Våld i nära relationer,http://data.riksdagen.se/dokumentstatus/H310340
Q98436654,http://www.wikidata.org/entity/Q4957570,2016-01-27,våld i nära relationer,Våld i nära relationer,http://data.riksdagen.se/fil/236DC4CB-05DD-4FE8-B88A-37BEAC6F2B64
Q98436655,http://www.wikidata.org/entity/Q5731042,2017-12-01,Trygga familje- och jourhem,Familjehemsplacerade barn,http://data.riksdagen.se/dokument/H510249
Q98436655,http://www.wikidata.org/entity/Q5731042,2017-12-01,Trygga familje- och jourhem,Familjehemsplacerade barn,http://data.riksdagen.se/dokumentstatus/H510249
Q98436655,http://www.wikidata.org/entity/Q5731042,2017-12-01,Trygga familje- och jourhem,Familjehemsplacerade barn,http://data.riksdagen.se/fil/932B85B7-6A1E-4FD3-88F2-19BD0B114D4C
Q98436657,http://www.wikidata.org/entity/Q6198899,2018-05-29,strandskydd,Strandskydd och bostadsbyggande,http://data.riksdagen.se/dokument/H510567
Q98436657,http://www.wikidata.org/entity/Q6198899,2018-05-29,strandskydd,Strandskydd och bostadsbyggande,http://data.riksdagen.se/dokumentstatus/H510567
Q98436657,http://www.wikidata.org/entity/Q6198899,2018-05-29,strandskydd,Strandskydd och bostadsbyggande,http://data.riksdagen.se/fil/AA53E27A-41C9-465F-95DD-4AD5D5F3B95E
Q98436660,http://www.wikidata.org/entity/Q5737622,2017-11-10,Försäkringskassan,Försäkringskassans bedömningar vid tidsgränserna,http://data.riksdagen.se/dokument/H510137
Q98436660,http://www.wikidata.org/entity/Q5737622,2017-11-10,Försäkringskassan,Försäkringskassans bedömningar vid tidsgränserna,http://data.riksdagen.se/dokumentstatus/H510137
Q98436660,http://www.wikidata.org/entity/Q5737622,2017-11-10,Försäkringskassan,Försäkringskassans bedömningar vid tidsgränserna,http://data.riksdagen.se/fil/D0BA550B-4B7B-4D5D-A22F-09F1228A73CB
Q98436667,http://www.wikidata.org/entity/Q378195,2018-06-08,Kronofogdemyndigheten,Digitaliseringen hos Kronofogdemyndigheten,http://data.riksdagen.se/dokument/H510588
Q98436667,http://www.wikidata.org/entity/Q378195,2018-06-08,Kronofogdemyndigheten,Digitaliseringen hos Kronofogdemyndigheten,http://data.riksdagen.se/dokumentstatus/H510588
Q98436667,http://www.wikidata.org/entity/Q378195,2018-06-08,Kronofogdemyndigheten,Digitaliseringen hos Kronofogdemyndigheten,http://data.riksdagen.se/fil/0B1F5294-E80F-40A0-933E-909C0E668C67
Q98436668,http://www.wikidata.org/entity/Q5826571,2016-03-10,etanol,Skattehöjningen på etanol,http://data.riksdagen.se/dokument/H310481
Q98436668,http://www.wikidata.org/entity/Q5826571,2016-03-10,etanol,Skattehöjningen på etanol,http://data.riksdagen.se/dokumentstatus/H310481
Q98436668,http://www.wikidata.org/entity/Q5826571,2016-03-10,etanol,Skattehöjningen på etanol,http://data.riksdagen.se/fil/16703FF8-E01A-451B-AEFD-7617C27A0B00
Q98436680,http://www.wikidata.org/entity/Q2029704,2014-10-16,Vattenfall,Vattenfalls skadeståndskrav på Tyskland,http://data.riksdagen.se/dokument/H21053
Q98436680,http://www.wikidata.org/entity/Q2029704,2014-10-16,Vattenfall,Vattenfalls skadeståndskrav på Tyskland,http://data.riksdagen.se/dokumentstatus/H21053
Q98436680,http://www.wikidata.org/entity/Q2029704,2014-10-16,Vattenfall,Vattenfalls skadeståndskrav på Tyskland,http://data.riksdagen.se/fil/D7308E4D-B127-4ADB-B646-68E4E995FD76
Q98436688,http://www.wikidata.org/entity/Q4941068,2015-11-11,småföretagande,Nystartsjobb i småföretag,http://data.riksdagen.se/dokument/H310182
Q98436688,http://www.wikidata.org/entity/Q4941068,2015-11-11,småföretagande,Nystartsjobb i småföretag,http://data.riksdagen.se/dokumentstatus/H310182
Q98436688,http://www.wikidata.org/entity/Q4941068,2015-11-11,småföretagande,Nystartsjobb i småföretag,http://data.riksdagen.se/fil/9F57DB3E-4674-4234-9200-BD1EED081982
Q98436696,http://www.wikidata.org/entity/Q17265833,2015-05-07,HBTQ,Hbtq-gruppens kulturarv,http://data.riksdagen.se/dokument/H210576
Q98436696,http://www.wikidata.org/entity/Q17265833,2015-05-07,HBTQ,Hbtq-gruppens kulturarv,http://data.riksdagen.se/dokumentstatus/H210576
Q98436696,http://www.wikidata.org/entity/Q17265833,2015-05-07,HBTQ,Hbtq-gruppens kulturarv,http://data.riksdagen.se/fil/937405D1-1430-4813-958F-01BF8680E07A
Q98436705,http://www.wikidata.org/entity/Q4948092,2017-11-22,informationsteknik,Säkerhetsbrister i offentliga it-system,http://data.riksdagen.se/dokument/H510208
Q98436705,http://www.wikidata.org/entity/Q4948092,2017-11-22,informationsteknik,Säkerhetsbrister i offentliga it-system,http://data.riksdagen.se/dokumentstatus/H510208
Q98436705,http://www.wikidata.org/entity/Q4948092,2017-11-22,informationsteknik,Säkerhetsbrister i offentliga it-system,http://data.riksdagen.se/fil/21D5E127-97A4-4B93-A020-549D0DA22073
Q98436706,http://www.wikidata.org/entity/Q5109735,2017-04-28,jämställdhet,Regeringens syn på Saudiarabiens jämställdhetspolitik,http://data.riksdagen.se/dokument/H410490
Q98436706,http://www.wikidata.org/entity/Q5109735,2017-04-28,jämställdhet,Regeringens syn på Saudiarabiens jämställdhetspolitik,http://data.riksdagen.se/dokumentstatus/H410490
Q98436706,http://www.wikidata.org/entity/Q5109735,2017-04-28,jämställdhet,Regeringens syn på Saudiarabiens jämställdhetspolitik,http://data.riksdagen.se/fil/06D65F23-6175-4198-A34E-0B24FA081CEF
Q98436708,http://www.wikidata.org/entity/Q4982318,2016-10-07,solcell,Om solcellsskatten,http://data.riksdagen.se/dokument/H41039
Q98436708,http://www.wikidata.org/entity/Q4982318,2016-10-07,solcell,Om solcellsskatten,http://data.riksdagen.se/dokumentstatus/H41039
Q98436708,http://www.wikidata.org/entity/Q4982318,2016-10-07,solcell,Om solcellsskatten,http://data.riksdagen.se/fil/972C796F-8956-45D7-BCE8-FAAEDE865828
Q98436714,http://www.wikidata.org/entity/Q5650816,2017-11-21,läkemedel,Placeringen av EU:s läkemedelsmyndighet,http://data.riksdagen.se/dokument/H510199
Q98436714,http://www.wikidata.org/entity/Q5650816,2017-11-21,läkemedel,Placeringen av EU:s läkemedelsmyndighet,http://data.riksdagen.se/dokumentstatus/H510199
Q98436714,http://www.wikidata.org/entity/Q5650816,2017-11-21,läkemedel,Placeringen av EU:s läkemedelsmyndighet,http://data.riksdagen.se/fil/E00F2BAC-EA34-4FA6-B2E4-77D5C8BF2C54
Q98436721,http://www.wikidata.org/entity/Q4731041,2014-12-02,kärnvapen,Sveriges motståndskraft mot ryska hot om användning av kärnvapen,http://data.riksdagen.se/dokument/H210171
Q98436721,http://www.wikidata.org/entity/Q4731041,2014-12-02,kärnvapen,Sveriges motståndskraft mot ryska hot om användning av kärnvapen,http://data.riksdagen.se/dokumentstatus/H210171
Q98436721,http://www.wikidata.org/entity/Q4731041,2014-12-02,kärnvapen,Sveriges motståndskraft mot ryska hot om användning av kärnvapen,http://data.riksdagen.se/fil/EABCC0FC-ECA0-4774-9C8D-35D4875A58DA
Q98436731,http://www.wikidata.org/entity/Q5109735,2016-03-23,Arbetsförmedlingen,Förtroendet för Arbetsförmedlingen,http://data.riksdagen.se/dokument/H310511
Q98436731,http://www.wikidata.org/entity/Q5109735,2016-03-23,Arbetsförmedlingen,Förtroendet för Arbetsförmedlingen,http://data.riksdagen.se/dokumentstatus/H310511
Q98436731,http://www.wikidata.org/entity/Q5109735,2016-03-23,Arbetsförmedlingen,Förtroendet för Arbetsförmedlingen,http://data.riksdagen.se/fil/F0069FE1-45CD-40CE-B4A8-7F5C2AFFF939
Q98436733,http://www.wikidata.org/entity/Q5887149,2017-02-02,Vattenfall,Vattenfalls köp av ryskt kärnbränsle,http://data.riksdagen.se/dokument/H410280
Q98436733,http://www.wikidata.org/entity/Q5887149,2017-02-02,Vattenfall,Vattenfalls köp av ryskt kärnbränsle,http://data.riksdagen.se/dokumentstatus/H410280
Q98436733,http://www.wikidata.org/entity/Q5887149,2017-02-02,Vattenfall,Vattenfalls köp av ryskt kärnbränsle,http://data.riksdagen.se/fil/B4AF0861-6058-4E25-9941-6B5AD537D63D
Q98436743,http://www.wikidata.org/entity/Q5650816,2014-10-23,Försvarsmakten,Regionala flygplatsers betydelse för Försvarsmakten,http://data.riksdagen.se/dokument/H21069
Q98436743,http://www.wikidata.org/entity/Q5650816,2014-10-23,Försvarsmakten,Regionala flygplatsers betydelse för Försvarsmakten,http://data.riksdagen.se/dokumentstatus/H21069
Q98436743,http://www.wikidata.org/entity/Q5650816,2014-10-23,Försvarsmakten,Regionala flygplatsers betydelse för Försvarsmakten,http://data.riksdagen.se/fil/2384128E-76F1-4CF9-86F9-D014829FC07E
Q98436745,http://www.wikidata.org/entity/Q6232261,2016-11-23,kärnkraft,Kompetensförsörjningen inom kärnkraftsbranschen,http://data.riksdagen.se/dokument/H410146
Q98436745,http://www.wikidata.org/entity/Q6232261,2016-11-23,kärnkraft,Kompetensförsörjningen inom kärnkraftsbranschen,http://data.riksdagen.se/dokumentstatus/H410146
Q98436745,http://www.wikidata.org/entity/Q6232261,2016-11-23,kärnkraft,Kompetensförsörjningen inom kärnkraftsbranschen,http://data.riksdagen.se/fil/C1599C69-A00A-460C-9F27-39CD16A62549
Q98436763,http://www.wikidata.org/entity/Q5109735,2017-03-22,Arbetsförmedlingen,Stöd av Arbetsförmedlingen för att starta eget,http://data.riksdagen.se/dokument/H410392
Q98436763,http://www.wikidata.org/entity/Q5109735,2017-03-22,Arbetsförmedlingen,Stöd av Arbetsförmedlingen för att starta eget,http://data.riksdagen.se/dokumentstatus/H410392
Q98436763,http://www.wikidata.org/entity/Q5109735,2017-03-22,Arbetsförmedlingen,Stöd av Arbetsförmedlingen för att starta eget,http://data.riksdagen.se/fil/AA3BEAAF-8689-4773-ACE7-798E879171BF
Q98436769,http://www.wikidata.org/entity/Q4969998,2016-11-10,Försäkringskassan,Försäkringskassans prissättning,http://data.riksdagen.se/dokument/H410111
Q98436769,http://www.wikidata.org/entity/Q4969998,2016-11-10,Försäkringskassan,Försäkringskassans prissättning,http://data.riksdagen.se/dokumentstatus/H410111
Q98436769,http://www.wikidata.org/entity/Q4969998,2016-11-10,Försäkringskassan,Försäkringskassans prissättning,http://data.riksdagen.se/fil/EBA9B706-4435-41FC-AABD-5CB24E191B6A
Q98436781,http://www.wikidata.org/entity/Q4948092,2016-02-16,Försäkringskassan,Framtidens cancervård och Försäkringskassan,http://data.riksdagen.se/dokument/H310415
Q98436781,http://www.wikidata.org/entity/Q4948092,2016-02-16,Försäkringskassan,Framtidens cancervård och Försäkringskassan,http://data.riksdagen.se/dokumentstatus/H310415
Q98436781,http://www.wikidata.org/entity/Q4948092,2016-02-16,Försäkringskassan,Framtidens cancervård och Försäkringskassan,http://data.riksdagen.se/fil/C8DB6808-F527-42A8-A493-01436D3111AB
Q98436782,http://www.wikidata.org/entity/Q378195,2015-02-20,Taiwan,Sveriges hållning till Republiken Kina (Taiwan),http://data.riksdagen.se/dokument/H210327
Q98436782,http://www.wikidata.org/entity/Q378195,2015-02-20,Taiwan,Sveriges hållning till Republiken Kina (Taiwan),http://data.riksdagen.se/dokumentstatus/H210327
Q98436782,http://www.wikidata.org/entity/Q378195,2015-02-20,Taiwan,Sveriges hållning till Republiken Kina (Taiwan),http://data.riksdagen.se/fil/011CB76C-7196-45AA-8BA4-CEAA854A7602
Q98436790,http://www.wikidata.org/entity/Q18923356,2018-01-15,Östersjön,Torskbeståndet i Östersjön,http://data.riksdagen.se/dokument/H510320
Q98436790,http://www.wikidata.org/entity/Q18923356,2018-01-15,Östersjön,Torskbeståndet i Östersjön,http://data.riksdagen.se/dokumentstatus/H510320
Q98436790,http://www.wikidata.org/entity/Q18923356,2018-01-15,Östersjön,Torskbeståndet i Östersjön,http://data.riksdagen.se/fil/93F5B04A-98E6-4891-BDD1-1DEC73C8E296
Q98436802,http://www.wikidata.org/entity/Q4731041,2016-02-25,Sveriges Radio,Sveriges Radios nyhetsförmedling på ryska,http://data.riksdagen.se/dokument/H310442
Q98436802,http://www.wikidata.org/entity/Q4731041,2016-02-25,Sveriges Radio,Sveriges Radios nyhetsförmedling på ryska,http://data.riksdagen.se/dokumentstatus/H310442
Q98436802,http://www.wikidata.org/entity/Q4731041,2016-02-25,Sveriges Radio,Sveriges Radios nyhetsförmedling på ryska,http://data.riksdagen.se/fil/A24C4107-1F3E-4896-B7B6-D963011A3480
Q98436813,http://www.wikidata.org/entity/Q946708,2014-10-30,kärnkraft,Säkerhetskrav på kärnkraft,http://data.riksdagen.se/dokument/H21090
Q98436813,http://www.wikidata.org/entity/Q946708,2014-10-30,kärnkraft,Säkerhetskrav på kärnkraft,http://data.riksdagen.se/dokumentstatus/H21090
Q98436813,http://www.wikidata.org/entity/Q946708,2014-10-30,kärnkraft,Säkerhetskrav på kärnkraft,http://data.riksdagen.se/fil/E5CD0747-72E2-41EC-A6C9-1178652ECAE3
Q98436820,http://www.wikidata.org/entity/Q5807932,2016-03-01,Göteborg,Moderna bussar i kollektivtrafiken i Göteborg,http://data.riksdagen.se/dokument/H310449
Q98436820,http://www.wikidata.org/entity/Q5807932,2016-03-01,Göteborg,Moderna bussar i kollektivtrafiken i Göteborg,http://data.riksdagen.se/dokumentstatus/H310449
Q98436820,http://www.wikidata.org/entity/Q5807932,2016-03-01,Göteborg,Moderna bussar i kollektivtrafiken i Göteborg,http://data.riksdagen.se/fil/D5143820-3E11-4D75-9426-F3838ACEDB1B
Q98436820,http://www.wikidata.org/entity/Q5807932,2016-03-01,kollektivtrafik,Moderna bussar i kollektivtrafiken i Göteborg,http://data.riksdagen.se/dokument/H310449
Q98436820,http://www.wikidata.org/entity/Q5807932,2016-03-01,kollektivtrafik,Moderna bussar i kollektivtrafiken i Göteborg,http://data.riksdagen.se/dokumentstatus/H310449
Q98436820,http://www.wikidata.org/entity/Q5807932,2016-03-01,kollektivtrafik,Moderna bussar i kollektivtrafiken i Göteborg,http://data.riksdagen.se/fil/D5143820-3E11-4D75-9426-F3838ACEDB1B
Q98436824,http://www.wikidata.org/entity/Q4956643,2017-11-07,Östersjön,Torskkvoterna i Östersjön,http://data.riksdagen.se/dokument/H510110
Q98436824,http://www.wikidata.org/entity/Q4956643,2017-11-07,Östersjön,Torskkvoterna i Östersjön,http://data.riksdagen.se/dokumentstatus/H510110
Q98436824,http://www.wikidata.org/entity/Q4956643,2017-11-07,Östersjön,Torskkvoterna i Östersjön,http://data.riksdagen.se/fil/9CA408D3-AD85-4EB9-8D0D-A2ADB0D7351A
Q98436829,http://www.wikidata.org/entity/Q5737622,2018-02-22,uppehållstillstånd i Sverige,Regeringens förslag om nya möjligheter till uppehållstillstånd,http://data.riksdagen.se/dokument/H510393
Q98436829,http://www.wikidata.org/entity/Q5737622,2018-02-22,uppehållstillstånd i Sverige,Regeringens förslag om nya möjligheter till uppehållstillstånd,http://data.riksdagen.se/dokumentstatus/H510393
Q98436829,http://www.wikidata.org/entity/Q5737622,2018-02-22,uppehållstillstånd i Sverige,Regeringens förslag om nya möjligheter till uppehållstillstånd,http://data.riksdagen.se/fil/31BC5583-D34C-48AB-9177-96D4DE51146A
Q98436830,http://www.wikidata.org/entity/Q6071900,2015-03-13,växthusgasutsläpp,Flygskattens effekt på utsläpp av växthusgaser,http://data.riksdagen.se/dokument/H210402
Q98436830,http://www.wikidata.org/entity/Q6071900,2015-03-13,växthusgasutsläpp,Flygskattens effekt på utsläpp av växthusgaser,http://data.riksdagen.se/dokumentstatus/H210402
Q98436830,http://www.wikidata.org/entity/Q6071900,2015-03-13,växthusgasutsläpp,Flygskattens effekt på utsläpp av växthusgaser,http://data.riksdagen.se/fil/63E5D03A-CC39-477C-82C1-8BFADA726437
Q98436832,http://www.wikidata.org/entity/Q17265833,2014-11-11,asyl,Utvisningar av asylsökande assyrier och yezidier till Irak,http://data.riksdagen.se/dokument/H210117
Q98436832,http://www.wikidata.org/entity/Q17265833,2014-11-11,asyl,Utvisningar av asylsökande assyrier och yezidier till Irak,http://data.riksdagen.se/dokumentstatus/H210117
Q98436832,http://www.wikidata.org/entity/Q17265833,2014-11-11,asyl,Utvisningar av asylsökande assyrier och yezidier till Irak,http://data.riksdagen.se/fil/045FFFF7-6B6A-46EE-AA83-BEBFEB521245
Q98436853,http://www.wikidata.org/entity/Q18335045,2017-12-13,förnybara energikällor,Gotland som föregångare i fråga om förnybar energi,http://data.riksdagen.se/dokument/H510281
Q98436853,http://www.wikidata.org/entity/Q18335045,2017-12-13,förnybara energikällor,Gotland som föregångare i fråga om förnybar energi,http://data.riksdagen.se/dokumentstatus/H510281
Q98436853,http://www.wikidata.org/entity/Q18335045,2017-12-13,förnybara energikällor,Gotland som föregångare i fråga om förnybar energi,http://data.riksdagen.se/fil/62094CA7-26AF-480B-A7B9-5CBB69F7F3C8
Q98436859,http://www.wikidata.org/entity/Q5795894,2017-03-16,återvändande,Återvändande Daishkrigare,http://data.riksdagen.se/dokument/H410376
Q98436859,http://www.wikidata.org/entity/Q5795894,2017-03-16,återvändande,Återvändande Daishkrigare,http://data.riksdagen.se/dokumentstatus/H410376
Q98436859,http://www.wikidata.org/entity/Q5795894,2017-03-16,återvändande,Återvändande Daishkrigare,http://data.riksdagen.se/fil/4E2353A1-B874-402B-A5C8-062372D8364D
Q98436864,http://www.wikidata.org/entity/Q4724776,2017-01-17,Postnord,Postnord,http://data.riksdagen.se/dokument/H410233
Q98436864,http://www.wikidata.org/entity/Q4724776,2017-01-17,Postnord,Postnord,http://data.riksdagen.se/dokumentstatus/H410233
Q98436864,http://www.wikidata.org/entity/Q4724776,2017-01-17,Postnord,Postnord,http://data.riksdagen.se/fil/6690CCFE-2BFC-42EA-8A16-5D27908B9CA3
Q98436878,http://www.wikidata.org/entity/Q4948092,2016-05-18,sjukförsäkring,En finansiellt stabil och hållbar sjukförsäkring,http://data.riksdagen.se/dokument/H310664
Q98436878,http://www.wikidata.org/entity/Q4948092,2016-05-18,sjukförsäkring,En finansiellt stabil och hållbar sjukförsäkring,http://data.riksdagen.se/dokumentstatus/H310664
Q98436878,http://www.wikidata.org/entity/Q4948092,2016-05-18,sjukförsäkring,En finansiellt stabil och hållbar sjukförsäkring,http://data.riksdagen.se/fil/7A0E1DBA-7C41-443E-A060-B6D3B3A801A1
Q98436878,http://www.wikidata.org/entity/Q4948092,2016-05-18,sjukförsäkring i Sverige,En finansiellt stabil och hållbar sjukförsäkring,http://data.riksdagen.se/dokument/H310664
Q98436878,http://www.wikidata.org/entity/Q4948092,2016-05-18,sjukförsäkring i Sverige,En finansiellt stabil och hållbar sjukförsäkring,http://data.riksdagen.se/dokumentstatus/H310664
Q98436878,http://www.wikidata.org/entity/Q4948092,2016-05-18,sjukförsäkring i Sverige,En finansiellt stabil och hållbar sjukförsäkring,http://data.riksdagen.se/fil/7A0E1DBA-7C41-443E-A060-B6D3B3A801A1
Q98436879,http://www.wikidata.org/entity/Q4980571,2017-02-15,jämställdhet,Åtgärder för jämställdhet,http://data.riksdagen.se/dokument/H410321
Q98436879,http://www.wikidata.org/entity/Q4980571,2017-02-15,jämställdhet,Åtgärder för jämställdhet,http://data.riksdagen.se/dokumentstatus/H410321
Q98436879,http://www.wikidata.org/entity/Q4980571,2017-02-15,jämställdhet,Åtgärder för jämställdhet,http://data.riksdagen.se/fil/A17C1088-A6F0-4186-94B4-169B682EB644
Q98436887,http://www.wikidata.org/entity/Q19724763,2015-06-10,mervärdesskatt,Besked om restaurangmomsen,http://data.riksdagen.se/dokument/H210697
Q98436887,http://www.wikidata.org/entity/Q19724763,2015-06-10,mervärdesskatt,Besked om restaurangmomsen,http://data.riksdagen.se/dokumentstatus/H210697
Q98436887,http://www.wikidata.org/entity/Q19724763,2015-06-10,mervärdesskatt,Besked om restaurangmomsen,http://data.riksdagen.se/fil/7104C44D-B881-42BB-B465-1458D04DBA98
Q98436894,http://www.wikidata.org/entity/Q6169540,2016-09-01,mervärdesskatt,EU-kommissionens förslag om förenklingar av momsdirektivet,http://data.riksdagen.se/dokument/H310776
Q98436894,http://www.wikidata.org/entity/Q6169540,2016-09-01,mervärdesskatt,EU-kommissionens förslag om förenklingar av momsdirektivet,http://data.riksdagen.se/dokumentstatus/H310776
Q98436894,http://www.wikidata.org/entity/Q6169540,2016-09-01,mervärdesskatt,EU-kommissionens förslag om förenklingar av momsdirektivet,http://data.riksdagen.se/fil/57B76C7D-B127-4DDD-BCE0-63CE0377B3F3
Q98436897,http://www.wikidata.org/entity/Q5816436,2016-01-21,strandskydd,Ett ändamålsenligt strandskydd,http://data.riksdagen.se/dokument/H310326
Q98436897,http://www.wikidata.org/entity/Q5816436,2016-01-21,strandskydd,Ett ändamålsenligt strandskydd,http://data.riksdagen.se/dokumentstatus/H310326
Q98436897,http://www.wikidata.org/entity/Q5816436,2016-01-21,strandskydd,Ett ändamålsenligt strandskydd,http://data.riksdagen.se/fil/23B3A976-634E-43D9-B4D0-75B6285945BE
Q98436905,http://www.wikidata.org/entity/Q18239164,2015-02-19,jämställdhet,Jämställdhetsbonusen,http://data.riksdagen.se/dokument/H210316
Q98436905,http://www.wikidata.org/entity/Q18239164,2015-02-19,jämställdhet,Jämställdhetsbonusen,http://data.riksdagen.se/dokumentstatus/H210316
Q98436905,http://www.wikidata.org/entity/Q18239164,2015-02-19,jämställdhet,Jämställdhetsbonusen,http://data.riksdagen.se/fil/92003C18-C1E9-45F7-B4B9-ED0309BB2D31
Q98436950,http://www.wikidata.org/entity/Q4964100,2017-09-01,kärnvapen,FN-konventionen om kärnvapenförbud,http://data.riksdagen.se/dokument/H410618
Q98436950,http://www.wikidata.org/entity/Q4964100,2017-09-01,kärnvapen,FN-konventionen om kärnvapenförbud,http://data.riksdagen.se/dokumentstatus/H410618
Q98436950,http://www.wikidata.org/entity/Q4964100,2017-09-01,kärnvapen,FN-konventionen om kärnvapenförbud,http://data.riksdagen.se/fil/CEF41A0F-7B95-4913-8D54-001128843A18
Q98436958,http://www.wikidata.org/entity/Q4948092,2015-06-16,sjukförsäkring i Sverige,Brister i sjukförsäkringens prövningstider,http://data.riksdagen.se/dokument/H210711
Q98436958,http://www.wikidata.org/entity/Q4948092,2015-06-16,sjukförsäkring i Sverige,Brister i sjukförsäkringens prövningstider,http://data.riksdagen.se/dokumentstatus/H210711
Q98436958,http://www.wikidata.org/entity/Q4948092,2015-06-16,sjukförsäkring i Sverige,Brister i sjukförsäkringens prövningstider,http://data.riksdagen.se/fil/A07B4849-DDA3-4C26-AC24-1DA18F0EAE84
Q98436987,http://www.wikidata.org/entity/Q6255521,2015-06-11,Swedavia,Swedavias miljöarbete och klimatpåverkan,http://data.riksdagen.se/dokument/H210707
Q98436987,http://www.wikidata.org/entity/Q6255521,2015-06-11,Swedavia,Swedavias miljöarbete och klimatpåverkan,http://data.riksdagen.se/dokumentstatus/H210707
Q98436987,http://www.wikidata.org/entity/Q6255521,2015-06-11,Swedavia,Swedavias miljöarbete och klimatpåverkan,http://data.riksdagen.se/fil/7CBA1766-27B4-48BF-B7ED-C6D0ED933FE5
Q98436989,http://www.wikidata.org/entity/Q4981393,2015-11-10,Arbetsförmedlingen,Arbetslöshetsmålet och Arbetsförmedlingens prognoser,http://data.riksdagen.se/dokument/H310170
Q98436989,http://www.wikidata.org/entity/Q4981393,2015-11-10,Arbetsförmedlingen,Arbetslöshetsmålet och Arbetsförmedlingens prognoser,http://data.riksdagen.se/dokumentstatus/H310170
Q98436989,http://www.wikidata.org/entity/Q4981393,2015-11-10,Arbetsförmedlingen,Arbetslöshetsmålet och Arbetsförmedlingens prognoser,http://data.riksdagen.se/fil/0EDF3444-134C-4FE0-B518-85E3BD15EE8E
