decade,name,born,municipality,district,chamber,year,id,gender,party,start,end
ea_2077_62800_1_1920,Henrik Gustaf Paulus Öhngren,1853,,,,1920,henrik_gustaf_paulus_ohngren_bd95fc,man,,1920,1920
ea_2077_62800_1_1920,Olof Leonard Tjällgren,1878,,,,1920,olof_leonard_tjallgren_fa28a2,man,,1920,1920
ea_2077_62800_1_1920,Fritz Leander Lindqvist,1865,,,,1920,fritz_leander_lindqvist_1b75d6,man,,1920,1920
ea_2077_62800_1_1920,Erik Kule Palmstierna,1877,,,,1920,erik_kule_palmstierna_0724c8,man,,1920,1920
ea_2077_62800_1_1920,Per Albin Hansson,1885,,,,1920,per_albin_hansson_dd991e,man,,1920,1920
ea_2077_62800_1_1920,Sven Edvard Julius Liibeck,1877,,,,1920,sven_edvard_julius_liibeck_ff36bf,man,,1920,1920
ea_2077_62800_1_1920,Ernst Gustaf Eugen Eriksson,1881,,,,1920,ernst_gustaf_eugen_eriksson_3de953,man,,1920,1920
ea_2077_62800_1_1920,Knut Erik Wilhelm Söderhielm,1871,,,,1920,knut_erik_wilhelm_soderhielm_5f6e6c,man,,1920,1920
ea_2077_62800_1_1920,Ernst Valfrid Andersson,1870,,,,1920,ernst_valfrid_andersson_bbe5e8,man,,1920,1920
ea_2077_62800_1_1920,Carl Arne Forssell,1887,,Stockholms län,,1920,carl_arne_forssell_0c2732,man,,1920,1920
ea_2077_62800_1_1920,Carl Walter Martin Andersson,1886,,,,1920,carl_walter_martin_andersson_585159,man,,1920,1920
ea_2077_62800_1_1920,Carl Axel Sundling,1871,,,,1920,carl_axel_sundling_95f52f,man,,1920,1920
ea_2077_62800_1_1920,Jakob Gustav Pettersson,1866,,,,1920,jakob_gustav_pettersson_81dec5,man,,1920,1920
ea_2077_62800_1_1920,Sven Johan Karlsson,1874,,,,1920,sven_johan_karlsson_1cabda,man,,1920,1920
ea_2077_62800_1_1920,Karl Johan Söderberg,1877,,,,1920,karl_johan_soderberg_048d7f,man,,1920,1920
ea_2077_62800_1_1920,Carl Gottfrid Jansson,1919,,,,1920,carl_gottfrid_jansson_fffe0e,man,,1920,1920
ea_2077_62800_1_1920,Per Henning Sjöblom,1875,,,,1920,per_henning_sjoblom_d5732b,man,,1920,1920
ea_2077_62800_1_1920,Erik Gabriel Henrik Åkerlund,1853,,,,1920,erik_gabriel_henrik_akerlund_564aaa,man,,1920,1920
ea_2077_62800_1_1920,Karl Verner Karlsson,1882,,Uppsala län,,1920,karl_verner_karlsson_7acdcf,man,,1920,1920
ea_2077_62800_1_1920,Karl August Olsson Borg,1866,,,,1920,karl_august_olsson_borg_93d13e,man,,1920,1920
ea_2077_62800_1_1920,Oscar Efraim Sjölander,1880,,,,1920,oscar_efraim_sjolander_777490,man,,1920,1920
ea_2077_62800_1_1920,Karl Gustaf Walter Kant,1872,,Södermanlands län,,1920,karl_gustaf_walter_kant_3531b1,man,,1920,1920
ea_2077_62800_1_1920,Lars August Schill,1873,,,,1920,lars_august_schill_a71d96,man,,1920,1920
ea_2077_62800_1_1920,Carl Johan Åhrberg,1881,,,,1920,carl_johan_ahrberg_fbb008,man,,1920,1920
ea_2077_62800_1_1920,Anders Johan Bärg,1870,,,,1920,anders_johan_barg_360a9a,man,,1920,1920
ea_2077_62800_1_1920,Gustaf Olsson,1867,,,,1920,gustaf_olsson_9295f2,man,,1920,1920
ea_2077_62800_1_1920,Carl Johan Johansson,1858,,,,1920,carl_johan_johansson_cb8a1a,man,,1920,1920
ea_2077_62800_1_1920,Algot Emanuel Jungnell,1877,,Östergötlands län,,1920,algot_emanuel_jungnell_f63a87,man,,1920,1920
ea_2077_62800_1_1920,Carl Sjögren,1869,,,,1920,carl_sjogren_b0bb31,man,,1920,1920
ea_2077_62800_1_1920,Karl Emil Andersson,1869,,,,1920,karl_emil_andersson_4880d7,man,,1920,1920
ea_2077_62800_1_1920,Erik Gustaf Johansson,1864,,,,1920,erik_gustaf_johansson_443c4f,man,,1920,1920
ea_2077_62800_1_1920,Axel Ivar Swartling,1868,,,,1920,axel_ivar_swartling_0cb880,man,,1920,1920
ea_2077_62800_1_1920,Carl Gustaf Valdemar Hammarskjöld,1865,,,,1920,carl_gustaf_valdemar_hammarskjold_20dc60,man,,1920,1920
ea_2077_62800_1_1920,Otto Andersson,1874,,,,1920,otto_andersson_c87988,man,,1920,1920
ea_2077_62800_1_1920,Karl Allan Westman,1883,,,,1920,karl_allan_westman_5293a8,man,,1920,1920
ea_2077_62800_1_1920,David Hjalmar Pettersson,1866,,,,1920,david_hjalmar_pettersson_d77214,man,,1920,1920
ea_2077_62800_1_1920,Oscar Gottfrid Karlsson,1882,,,,1920,oscar_gottfrid_karlsson_6bfb01,man,,1920,1920
ea_2077_62800_1_1920,Edvin Johanson,1889,,,,1920,edvin_johanson_0c8d38,man,,1920,1920
ea_2077_62800_1_1920,Sven August Olsson,1870,,,,1920,sven_august_olsson_59f685,man,,1920,1920
ea_2077_62800_1_1920,Carl Oscar Erieson,1866,,,,1920,carl_oscar_erieson_18ca7b,man,,1920,1920
ea_2077_62800_1_1920,Oscar Ludvig Carlström,1879,,,,1920,oscar_ludvig_carlstrom_122b69,man,,1920,1920
ea_2077_62800_1_1920,Sven Petter Svanberg,1868,,,,1920,sven_petter_svanberg_ef28e9,man,,1920,1920
ea_2077_62800_1_1920,Johan August Jonsson,1851,,,,1920,johan_august_jonsson_e620e7,man,,1920,1920
ea_2077_62800_1_1920,Erik Räf,1858,,,,1920,erik_raf_a22f36,man,,1920,1920
ea_2077_62800_1_1920,Johan Erik Gereon Fast,1883,,,,1920,johan_erik_gereon_fast_214fab,man,,1920,1920
ea_2077_62800_1_1920,Carl Oskar Johanson,1870,,,,1920,carl_oskar_johanson_790772,man,,1920,1920
ea_2077_62800_1_1920,Per Bernhard Nilsson,1874,,Kronobergs län,,1920,per_bernhard_nilsson_7d2175,man,,1920,1920
ea_2077_62800_1_1920,Johan Gustaf Svensson,1864,,,,1920,johan_gustaf_svensson_820eda,man,,1920,1920
ea_2077_62800_1_1920,Axel Albert Lindqvist,1878,,,,1920,axel_albert_lindqvist_e2c242,man,,1920,1920
ea_2077_62800_1_1920,Frans Berggren,1863,,,,1920,frans_berggren_600491,man,,1920,1920
ea_2077_62800_1_1920,Nils Johan Martin Svensson,1871,,,,1920,nils_johan_martin_svensson_7caf4a,man,,1920,1920
ea_2077_62800_1_1920,Ernst Otto Magnusson,1864,,,,1920,ernst_otto_magnusson_0898a7,man,,1920,1920
ea_2077_62800_1_1920,Karl Sigurd Anders Carlsson,1870,,,,1920,karl_sigurd_anders_carlsson_4aae4d,man,,1920,1920
ea_2077_62800_1_1920,Alfred Werner,1885,,,,1920,alfred_werner_b845f1,man,,1920,1920
ea_2077_62800_1_1920,Anders Viktor Isaksson,1855,,,,1920,anders_viktor_isaksson_402de6,man,,1920,1920
ea_2077_62800_1_1920,Emil August Gustafsson,1887,,,,1920,emil_august_gustafsson_bf6696,man,,1920,1920
ea_2077_62800_1_1920,Johannes David Norman,1879,,,,1920,johannes_david_norman_05b1c6,man,,1920,1920
ea_2077_62800_1_1920,Enok Amandus Runefors,1878,,,,1920,enok_amandus_runefors_399b27,man,,1920,1920
ea_2077_62800_1_1920,Karl Ernst Magnusson,1873,,,,1920,karl_ernst_magnusson_7e2c4e,man,,1920,1920
ea_2077_62800_1_1920,Axel Casimir Bökelund,1859,,,,1920,axel_casimir_bokelund_816480,man,,1920,1920
ea_2077_62800_1_1920,Pehr August Andersson,1863,,,,1920,pehr_august_andersson_868a7c,man,,1920,1920
ea_2077_62800_1_1920,Karl Johan Laurentius Larsson,1854,,,,1920,karl_johan_laurentius_larsson_636298,man,,1920,1920
ea_2077_62800_1_1920,Elias Viktor Moberger,1880,,,,1920,elias_viktor_moberger_1ef985,man,,1920,1920
ea_2077_62800_1_1920,Karl Reinhold Kahlström,1862,,,,1920,karl_reinhold_kahlstrom_0de606,man,,1920,1920
ea_2077_62800_1_1920,John Jönsson,1862,,,,1920,john_jonsson_6fd74b,man,,1920,1920
ea_2077_62800_1_1920,Ulrik Leander,1858,,,,1920,ulrik_leander_316552,man,,1920,1920
ea_2077_62800_1_1920,Axel Hugo Hansson,1879,,,,1920,axel_hugo_hansson_22a9c4,man,,1920,1920
ea_2077_62800_1_1920,Ola Jeppsson,1887,,,,1920,ola_jeppsson_0653b8,man,,1920,1920
ea_2077_62800_1_1920,Axel Edvard Lindvall,1852,,,,1920,axel_edvard_lindvall_21abae,man,,1920,1920
ea_2077_62800_1_1920,Per Nilsson,1865,,,,1920,per_nilsson_b29bef,man,,1920,1920
ea_2077_62800_1_1920,Lars Borggren,1876,,,,1920,lars_borggren_73d7ff,man,,1920,1920
ea_2077_62800_1_1920,Sven Bengtsson,1866,,,,1920,sven_bengtsson_1e700c,man,,1920,1920
ea_2077_62800_1_1920,John Erlansson,1863,,,,1920,john_erlansson_9394a9,man,,1920,1920
ea_2077_62800_1_1920,Vagnsreparatör Anton,1881,,,,1920,vagnsreparator_anton_839002,,,1920,1920
ea_2077_62800_1_1920,Raoul Gustaf Hamilton,1855,,,,1920,raoul_gustaf_hamilton_1e40aa,man,,1920,1920
ea_2077_62800_1_1920,Swen Jönsson,1877,Fridhill,,,1920,swen_jonsson_8090ee,man,,1920,1920
ea_2077_62800_1_1920,Nils Björk,1866,,,,1920,nils_bjork_8943b8,man,,1920,1920
ea_2077_62800_1_1920,Tomelilla Tryde,1875,,Malmöhus län,,1920,tomelilla_tryde_34c5f8,,,1920,1920
ea_2077_62800_1_1920,Olof Nilsson,1874,,,,1920,olof_nilsson_af154d,man,,1920,1920
ea_2077_62800_1_1920,Martin Vilhelm Holmström,1867,,,,1920,martin_vilhelm_holmstrom_b9f06d,man,,1920,1920
ea_2077_62800_1_1920,Johan Jönsson,1875,,,,1920,johan_jonsson_e29321,man,,1920,1920
ea_2077_62800_1_1920,Olof Andersson,1875,,,,1920,olof_andersson_b7e696,man,,1920,1920
ea_2077_62800_1_1920,Fredrik Vilhelm Thorsson,1865,,,,1920,fredrik_vilhelm_thorsson_39fbcd,man,,1920,1920
ea_2077_62800_1_1920,Fil Edvin,1891,,,,1920,fil_edvin_842917,,,1920,1920
ea_2077_62800_1_1920,Axel Alarik Pehrsson,1883,,,,1920,axel_alarik_pehrsson_a03d71,man,,1920,1920
ea_2077_62800_1_1920,Nils Månsson,1869,,,,1920,nils_mansson_cf2550,man,,1920,1920
ea_2077_62800_1_1920,Malte Sommelius,1851,,,,1920,malte_sommelius_1cfd33,man,,1920,1920
ea_2077_62800_1_1920,Martin Christian Jensen,1881,,,,1920,martin_christian_jensen_89fabc,man,,1920,1920
ea_2077_62800_1_1920,Nils Winkler,1870,,,,1920,nils_winkler_1517b1,man,,1920,1920
ea_2077_62800_1_1920,Anders Ericsson,1871,,,,1920,anders_ericsson_26bf70,man,,1920,1920
ea_2077_62800_1_1920,August Edvin Åkesson,1889,,Hallands län,,1920,august_edvin_akesson_188143,man,,1920,1920
ea_2077_62800_1_1920,Anders Henrikson,1869,,,,1920,anders_henrikson_3785e6,man,,1920,1920
ea_2077_62800_1_1920,Per Johan Persson,1867,,,,1920,per_johan_persson_265cd0,man,,1920,1920
ea_2077_62800_1_1920,Carl Fredrik Wilhelm Hederstierna,1861,,,,1920,carl_fredrik_wilhelm_hederstierna_34618f,man,,1920,1920
ea_2077_62800_1_1920,Anders Johansson,1869,,,,1920,anders_johansson_bae00d,man,,1920,1920
ea_2077_62800_1_1920,Nils Johansson,1864,,,,1920,nils_johansson_ad8cd6,man,,1920,1920
ea_2077_62800_1_1920,Anders Birger Andersson,1878,,Göteborgs och Bohus län,,1920,anders_birger_andersson_e6174b,man,,1920,1920
ea_2077_62800_1_1920,Bernhard Olsson,1857,,,,1920,bernhard_olsson_80bb72,man,,1920,1920
ea_2077_62800_1_1920,Herman Andersson,1869,,,,1920,herman_andersson_8a0817,man,,1920,1920
ea_2077_62800_1_1920,Gustav Wilhelm Hansson,1878,,,,1920,gustav_wilhelm_hansson_3a2928,man,,1920,1920
ea_2077_62800_1_1920,Cornelius Olsson,1857,,,,1920,cornelius_olsson_776da1,man,,1920,1920
ea_2077_62800_1_1920,Adolf Edvin Alexandersson,1875,,,,1920,adolf_edvin_alexandersson_2ee20f,man,,1920,1920
ea_2077_62800_1_1920,Oscar Nathanael Olsson,1856,,,,1920,oscar_nathanael_olsson_6251f2,man,,1920,1920
ea_2077_62800_1_1920,Oscar Osberg,1872,,,,1920,oscar_osberg_3eeba0,man,,1920,1920
ea_2077_62800_1_1920,Axel Emil Ljungberg,1882,,,,1920,axel_emil_ljungberg_4a13e2,man,,1920,1920
ea_2077_62800_1_1920,Bernhard Corneliusson,1866,,,,1920,bernhard_corneliusson_95e795,man,,1920,1920
ea_2077_62800_1_1920,Emil Kristensson,1879,,,,1920,emil_kristensson_5c534f,man,,1920,1920
ea_2077_62800_1_1920,Olof Axel Edvard Lithander,1870,,,,1920,olof_axel_edvard_lithander_b78272,man,,1920,1920
ea_2077_62800_1_1920,Erik Petter Waldemar Röing,1866,,,,1920,erik_petter_waldemar_roing_791053,man,,1920,1920
ea_2077_62800_1_1920,Karl Anders Wilhelm Pjörek,1888,,,,1920,karl_anders_wilhelm_pjorek_5a1ff9,man,,1920,1920
ea_2077_62800_1_1920,Alexander Thore,1866,,,,1920,alexander_thore_59fbf9,man,,1920,1920
ea_2077_62800_1_1920,Algot Nathanael Sjöström,1879,,,,1920,algot_nathanael_sjostrom_14f3d3,man,,1920,1920
ea_2077_62800_1_1920,Jakob Julius Hedvall,1886,,Älvsborgs län,,1920,jakob_julius_hedvall_fe80c1,man,,1920,1920
ea_2077_62800_1_1920,Axel Wilhelm Teodor Sneidern,1875,,,,1920,axel_wilhelm_teodor_sneidern_dabc46,man,,1920,1920
ea_2077_62800_1_1920,Johan August Erikson,1862,,,,1920,johan_august_erikson_08e2fb,man,,1920,1920
ea_2077_62800_1_1920,Karl Sanfrid Viktor Welin,1855,,,,1920,karl_sanfrid_viktor_welin_c6b8c8,man,,1920,1920
ea_2077_62800_1_1920,August Danielsson,1876,,,,1920,august_danielsson_32610c,man,,1920,1920
ea_2077_62800_1_1920,Anders Karlsson,1862,,,,1920,anders_karlsson_d57ca7,man,,1920,1920
ea_2077_62800_1_1920,Karl Theodor Edsbäcker,1883,,,,1920,karl_theodor_edsbacker_548b5e,man,,1920,1920
ea_2077_62800_1_1920,Axel Fredrik Vennersten,1863,,,,1920,axel_fredrik_vennersten_fd5ab6,man,,1920,1920
ea_2077_62800_1_1920,Carl Edor Anderson,1859,,,,1920,carl_edor_anderson_8b376f,man,,1920,1920
ea_2077_62800_1_1920,Karl Arthur Ryberg,1882,,,,1920,karl_arthur_ryberg_c2cca1,man,,1920,1920
ea_2077_62800_1_1920,Svening Alfred Larsson,1856,,,,1920,svening_alfred_larsson_0d9f01,man,,1920,1920
ea_2077_62800_1_1920,Karl Hilding Magnusson,1877,,,,1920,karl_hilding_magnusson_674db1,man,,1920,1920
ea_2077_62800_1_1920,Johan Vilhelm Billqvist,1867,,,,1920,johan_vilhelm_billqvist_b763ee,man,,1920,1920
ea_2077_62800_1_1920,Carl Johanson,1851,,,,1920,carl_johanson_52584b,man,,1920,1920
ea_2077_62800_1_1920,Per August Månsson,1857,,,,1920,per_august_mansson_a5dca0,man,,1920,1920
ea_2077_62800_1_1920,Edvard Jansson Uddenberg,1870,,,,1920,edvard_jansson_uddenberg_d3beb7,man,,1920,1920
ea_2077_62800_1_1920,Carl Otto Vahlstedt,1874,,,,1920,carl_otto_vahlstedt_f7693c,man,,1920,1920
ea_2077_62800_1_1920,Petrus Ödström,1868,,,,1920,petrus_odstrom_221a86,man,,1920,1920
ea_2077_62800_1_1920,Karl Magnus Andersson,1853,,,,1920,karl_magnus_andersson_866120,man,,1920,1920
ea_2077_62800_1_1920,Carl August Molin,1875,,,,1920,carl_august_molin_f7a31b,man,,1920,1920
ea_2077_62800_1_1920,Gustav Albert Johanson,1887,,,,1920,gustav_albert_johanson_211976,man,,1920,1920
ea_2077_62800_1_1920,Helge Karl Vilhelm Bäcklund,1880,,Västmanlands län,,1920,helge_karl_vilhelm_backlund_217b06,man,,1920,1920
ea_2077_62800_1_1920,Carl Emil Bengtsson,1875,Kullen,,,1920,carl_emil_bengtsson_25a5d0,man,,1920,1920
ea_2077_62800_1_1920,Viktor Larsson,1869,,,,1920,viktor_larsson_b7aee3,man,,1920,1920
ea_2077_62800_1_1920,Johan August Ander,1869,,,,1920,johan_august_ander_e07085,man,,1920,1920
ea_2077_62800_1_1920,Alfred Persson,1862,,,,1920,alfred_persson_80b8d6,man,,1920,1920
ea_2077_62800_1_1920,Johan Albert Zander,1873,,,,1920,johan_albert_zander_62a1c2,man,,1920,1920
ea_2077_62800_1_1920,Emil Andersson,1876,,,,1920,emil_andersson_fc6c7f,man,,1920,1920
ea_2077_62800_1_1920,Carl Johan Eriesson,1868,,,,1920,carl_johan_eriesson_96ce19,man,,1920,1920
ea_2077_62800_1_1920,Harald Elldin,1892,,,,1920,harald_elldin_4c87f1,man,,1920,1920
ea_2077_62800_1_1920,Lars Gustaf Larsson,1854,,,,1920,lars_gustaf_larsson_f3d06c,man,,1920,1920
ea_2077_62800_1_1920,Carl Robert Jansson,1868,,,,1920,carl_robert_jansson_a7ee4b,man,,1920,1920
ea_2077_62800_1_1920,Lars Johan Carlsson,1863,,,,1920,lars_johan_carlsson_008dd4,man,,1920,1920
ea_2077_62800_1_1920,Axel Edvard Gylte,1883,,,,1920,axel_edvard_gylte_7c5c0a,man,,1920,1920
ea_2077_62800_1_1920,Ernst August Lantz,1874,,,,1920,ernst_august_lantz_14d37a,man,,1920,1920
ea_2077_62800_1_1920,Carl Gustaf Olsson,1885,,,,1920,carl_gustaf_olsson_e80471,man,,1920,1920
ea_2077_62800_1_1920,Järnarbetare Bernhard,1878,,,,1920,jarnarbetare_bernhard_298402,,,1920,1920
ea_2077_62800_1_1920,Gustaf Flognfält,1872,,,,1920,gustaf_flognfalt_3dedf9,man,,1920,1920
ea_2077_62800_1_1920,Albert Mossberg,1863,,,,1920,albert_mossberg_d1a340,man,,1920,1920
ea_2077_62800_1_1920,Nils Svensson,1861,,,,1920,nils_svensson_9713a9,man,,1920,1920
ea_2077_62800_1_1920,Hans Hansson,1889,,,,1920,hans_hansson_72def1,man,,1920,1920
ea_2077_62800_1_1920,Anders Anderson,1874,,,,1920,anders_anderson_042126,man,,1920,1920
ea_2077_62800_1_1920,Anders Olsson,1885,,,,1920,anders_olsson_4996e1,man,,1920,1920
ea_2077_62800_1_1920,Erik Agabus Nilson,1862,,,,1920,erik_agabus_nilson_48949e,man,,1920,1920
ea_2077_62800_1_1920,Lars Alvin,1876,,,,1920,lars_alvin_1057a2,man,,1920,1920
ea_2077_62800_1_1920,Anders Petter Gustafsson,1852,,Gävleborgs län,,1920,anders_petter_gustafsson_0fe5da,man,,1920,1920
ea_2077_62800_1_1920,Karl August Sandberg,1862,,,,1920,karl_august_sandberg_745a96,man,,1920,1920
ea_2077_62800_1_1920,Karl Fabian Månsson,1872,,,,1920,karl_fabian_mansson_8c4036,man,,1920,1920
ea_2077_62800_1_1920,Anders Johan Andersson,1875,,,,1920,anders_johan_andersson_3c9445,man,,1920,1920
ea_2077_62800_1_1920,Karl Johan Karlsson,1887,,,,1920,karl_johan_karlsson_e6b216,man,,1920,1920
ea_2077_62800_1_1920,August Vilhelm Sävström,1879,,,,1920,august_vilhelm_savstrom_883f93,man,,1920,1920
ea_2077_62800_1_1920,Ernst Isidor Lindley,1878,,,,1920,ernst_isidor_lindley_7f566d,man,,1920,1920
ea_2077_62800_1_1920,Olof Wilhelm Edbom,1875,,,,1920,olof_wilhelm_edbom_c4633f,man,,1920,1920
ea_2077_62800_1_1920,Jon Jonsson,1867,,,,1920,jon_jonsson_360461,man,,1920,1920
ea_2077_62800_1_1920,Postiljon Per,1882,,,,1920,postiljon_per_021ff9,,,1920,1920
ea_2077_62800_1_1920,Karl Robert Karlsson,1869,Gasabäck,,,1920,karl_robert_karlsson_562a47,man,,1920,1920
ea_2077_62800_1_1920,Per Jonas Edberg,1878,,,,1920,per_jonas_edberg_3b0db8,man,,1920,1920
ea_2077_62800_1_1920,Frans Sigurd Helmer Lagerkvist,1887,,,,1920,frans_sigurd_helmer_lagerkvist_c6b2be,man,,1920,1920
ea_2077_62800_1_1920,Ivar Teodor Vennerström,1881,,,,1920,ivar_teodor_vennerstrom_b5455a,man,,1920,1920
ea_2077_62800_1_1920,Carl Oscar Johansson,1875,,,,1920,carl_oscar_johansson_ebfcf7,man,,1920,1920
ea_2077_62800_1_1920,Sten Verner Villy Berglund,1889,,,,1920,sten_verner_villy_berglund_eb3990,man,,1920,1920
ea_2077_62800_1_1920,Per Emil Molin,1882,,,,1920,per_emil_molin_d353a7,man,,1920,1920
ea_2077_62800_1_1920,Carl Jonas Öberg,1859,,,,1920,carl_jonas_oberg_27ca79,man,,1920,1920
ea_2077_62800_1_1920,Petrus Bergström,1881,,,,1920,petrus_bergstrom_0efbaf,man,,1920,1920
ea_2077_62800_1_1920,Christian Erleson,1868,,,,1920,christian_erleson_b13ce3,man,,1920,1920
ea_2077_62800_1_1920,Ingebrikt Bergman,1864,,,,1920,ingebrikt_bergman_69534a,man,,1920,1920
ea_2077_62800_1_1920,Paulus Samuel Hedlund,1878,,,,1920,paulus_samuel_hedlund_6220a5,man,,1920,1920
ea_2077_62800_1_1920,Nils Olof Olsson,1868,,,,1920,nils_olof_olsson_ed3c39,man,,1920,1920
ea_2077_62800_1_1920,Johan Vilhelm Daniel Viklund,1877,,,,1920,johan_vilhelm_daniel_viklund_763861,man,,1920,1920
ea_2077_62800_1_1920,Johan Rehn,1865,,,,1920,johan_rehn_c66d35,man,,1920,1920
ea_2077_62800_1_1920,Werner Bäckström,1866,,,,1920,werner_backstrom_aadd10,man,,1920,1920
ea_2077_62800_1_1920,Adolf Wiklund,1859,,,,1920,adolf_wiklund_228dd4,man,,1920,1920
ea_2077_62800_1_1920,Fredrik Emanuel Holmner,1872,,,,1920,fredrik_emanuel_holmner_102ea0,man,,1920,1920
ea_2077_62800_1_1920,Anton Wikström,1876,,,,1920,anton_wikstrom_ecf997,man,,1920,1920
ea_2077_62800_1_1920,Olof Jonsson,1858,,,,1920,olof_jonsson_395914,man,,1920,1920
ea_2077_62800_1_1920,Jonas Ludvig Brännström,1876,,Norrbottens län,,1920,jonas_ludvig_brannstrom_86927e,man,,1920,1920
ea_2077_62800_1_1920,Ernst August Hage,1876,,,,1920,ernst_august_hage_dc6b66,man,,1920,1920
ea_2077_62800_1_1920,Nils Erik Nilsson,1866,,,,1920,nils_erik_nilsson_8caefd,man,,1920,1920
ea_2077_62800_1_1920,Adolf Linus Lundström,1870,,,,1920,adolf_linus_lundstrom_70afcd,man,,1920,1920
ea_2077_62800_1_1920,Oscar Wilbelm Lövgren,1888,,,,1920,oscar_wilbelm_lovgren_c24fd0,man,,1920,1920
ea_2077_62800_1_1920,Per Albert Bäckman,1871,,,,1920,per_albert_backman_2902bb,man,,1920,1920
ea_2077_62800_1_1920,Kristoffer Borgström,1880,,,,1920,kristoffer_borgstrom_506836,man,,1920,1920
ea_2077_62829_1_1923,Ernst Alarik Klefbeck,1866,,,,1923,ernst_alarik_klefbeck_f7482b,man,,1923,1923
ea_2077_62829_1_1923,Ernst Trygger,1857,,,,1923,ernst_trygger_3c322b,man,,1923,1923
ea_2077_62829_1_1923,Charles Gustaf Lindley,1865,,,,1923,charles_gustaf_lindley_5a13cf,man,,1923,1923
ea_2077_62829_1_1923,Samuel Clason,1867,,,,1923,samuel_clason_9d39be,man,,1923,1923
ea_2077_62829_1_1923,Jan Erik Berglund,1864,,,,1923,jan_erik_berglund_1b6a25,man,,1923,1923
ea_2077_62829_1_1923,Johan Arvid Justinus Thorberg,1877,,,,1923,johan_arvid_justinus_thorberg_6f0a5a,man,,1923,1923
ea_2077_62829_1_1923,Carl Fredrik Wilhelm Hederstierna,1861,,,,1923,carl_fredrik_wilhelm_hederstierna_0b400b,man,,1923,1923
ea_2077_62829_1_1923,Gustaf Adolf Wahl,1878,,,,1923,gustaf_adolf_wahl_a75159,man,,1923,1923
ea_2077_62829_1_1923,Herman Fredrik Lamm,1853,,,,1923,herman_fredrik_lamm_8c8489,man,,1923,1923
ea_2077_62829_1_1923,Adolf Hjalmar Sydow,1862,,,,1923,adolf_hjalmar_sydow_650105,man,,1923,1923
ea_2077_62829_1_1923,Martin Nikolaus Fehr,1885,,Stockholms län och Uppsala län,,1923,martin_nikolaus_fehr_c5daed,man,,1923,1923
ea_2077_62829_1_1923,Fritz Gustav Möller,1884,,,,1923,fritz_gustav_moller_7943dd,man,,1923,1923
ea_2077_62829_1_1923,Byråchef Greve,1860,,,,1923,byrachef_greve_a403bb,,,1923,1923
ea_2077_62829_1_1923,Nils Adolf Berge,1869,,,,1923,nils_adolf_berge_a57210,man,,1923,1923
ea_2077_62829_1_1923,Pro- Axel,1870,,,,1923,pro-_axel_bf84e6,,,1923,1923
ea_2077_62829_1_1923,Carl Gustaf Ekman,1872,,,,1923,carl_gustaf_ekman_052895,man,,1923,1923
ea_2077_62829_1_1923,Carl Primus Vahlmark,1883,,,,1923,carl_primus_vahlmark_310eba,man,,1923,1923
ea_2077_62829_1_1923,Knut Hjalmar Leonard Hammarskjöld,1862,,,,1923,knut_hjalmar_leonard_hammarskjold_0fa830,man,,1923,1923
ea_2077_62829_1_1923,Johan Hjalmar Teodor Julin,1880,,,,1923,johan_hjalmar_teodor_julin_9a73cb,man,,1923,1923
ea_2077_62829_1_1923,Hhövd Theodor,1869,,,,1923,hhovd_theodor_566516,,,1923,1923
ea_2077_62829_1_1923,Adam Hult,1870,,,,1923,adam_hult_9d2651,man,,1923,1923
ea_2077_62829_1_1923,Nils Anton Bondeson,1872,,,,1923,nils_anton_bondeson_53aa67,man,,1923,1923
ea_2077_62829_1_1923,Nils Johan Martin Svensson,1871,,,,1923,nils_johan_martin_svensson_344b95,man,,1923,1923
ea_2077_62829_1_1923,Frans Oskar Strutz,1864,,,,1923,frans_oskar_strutz_5ad089,man,,1923,1923
ea_2077_62829_1_1923,Anton Pettersson,1879,,,,1923,anton_pettersson_58e105,man,,1923,1923
ea_2077_62829_1_1923,Fil Henrik,1887,,,,1923,fil_henrik_b9357a,,,1923,1923
ea_2077_62829_1_1923,John Jeansson,1865,,Östergötlands län,,1923,john_jeansson_6aea13,man,,1923,1923
ea_2077_62829_1_1923,Carl Petrus Valdemar Nilsson,1881,,,,1923,carl_petrus_valdemar_nilsson_6145ac,man,,1923,1923
ea_2077_62829_1_1923,Karl Gustaf Westman,1876,,,,1923,karl_gustaf_westman_b27e2c,man,,1923,1923
ea_2077_62829_1_1923,Axel Olof Rune,1866,,,,1923,axel_olof_rune_3debdd,man,,1923,1923
ea_2077_62829_1_1923,Lantbrukare Gunnar,1872,,,,1923,lantbrukare_gunnar_bdee8f,,,1923,1923
ea_2077_62829_1_1923,Carl Gustaf Boberg,1859,,,,1923,carl_gustaf_boberg_71f848,man,,1923,1923
ea_2077_62829_1_1923,Mönsterås Bistingsmåla,1859,,,,1923,monsteras_bistingsmala_09cf0e,,,1923,1923
ea_2077_62829_1_1923,Karl Emil Andersson,1869,,,,1923,karl_emil_andersson_6eefa2,man,,1923,1923
ea_2077_62829_1_1923,Carl Oscar Erieson,1866,,,,1923,carl_oscar_erieson_dfd3b1,man,,1923,1923
ea_2077_62829_1_1923,Johan Gustaf Carlsson,1861,,,,1923,johan_gustaf_carlsson_8b6eb9,man,,1923,1923
ea_2077_62829_1_1923,Elof Bernhard Andersson,1885,,,,1923,elof_bernhard_andersson_34d4c9,man,,1923,1923
