pattern,txt,replacement,elem_id,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,i-812d6d07dddbdc5a,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-3169a60f07e33535,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-ab9389877845f4a3,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-7abaa3df293eca50,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-6a9ab36634a6aa89,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-736bb5d97ac01d0f,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-2dc7b171bcbe9372,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-40959fba259f8f31,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-c188404d44fac298,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-44bd24ceb082e0ce,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-01494bd7e70bdf01,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-ae46fb463b891afd,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-42483ce5a7d6452f,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-b1129735cc9b67a8,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-4ec21be1367f0a7f,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-9a8799c4ce1b9f7d,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-81783b581c4b208f,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-765396733e61eb9a,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-83fc02a9683633f9,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-2e6eca632dda62ed,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-077a0fa287baca46,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-baf41ff97eecd09c,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-84e98917905ac439,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-2ebbf230ba6491a8,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-83a15e0037a106de,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-db4d486141faddd5,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-663f9d489a8a171e,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-83b1178404d87381,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-bd7e8d85f762bb94,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-a7b39dc3526c99bc,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-3083ecb412b3fcab,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-f62e1d6eddb76027,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-28eb04e92323e8eb,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-e1a8e3bbb0fd867c,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-976dbbbe7e98580a,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-22d49b4f135de8d2,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-f1fbf7f0c79f764c,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-4fbbcf7b256d58ff,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-e3093e0969e82460,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-7efa54880ac1a0a1,prot-201819--8
fcfff492e00727b6,Stockholm,Helsingfors,i-0dfbf8fb4840f39b,prot-201819--8
