district,start,end,name,start_old,end_old,year
Kalmar läns norra och södra landstingsområden samt Gotlands län,1920,1927,"Axel Olof Rune, borgmästare, l",1921,1927,1924
Kalmar läns norra och södra landstingsområden samt Gotlands län,1920,1927,"Lars Gunnar Bodin, lantbrukare, bf, f. 1872",1921,1927,1924
Kalmar läns norra och södra landstingsområden samt Gotlands län,1920,1927,"Carl Boberg, redaktör, h, f. 1859",1921,1927,1924
Kalmar läns norra och södra landstingsområden samt Gotlands län,1920,1927,"Eli Svänsson, folkskoleinspektör, s, f. 1865",1921,1927,1924
Blekinge län och Kristianstads län,1920,1931,"Johan Nilsson i Skottlandshus, landshövding, h, f. 1873",1921,1927,1924
Blekinge län och Kristianstads län,1920,1931,"Gustaf Nilsson i Kristianstad, ombudsman, s, f. 1880",1921,1927,1924
Blekinge län och Kristianstads län,1920,1931,"Axel Hansson Wachtmeister, greve, landshövding, h, f. 1855",1921,1927,1924
Blekinge län och Kristianstads län,1920,1931,"Bror Petrén, häradshövding, l, f. 1870",1921,1927,1924
Blekinge län och Kristianstads län,1920,1931,"Theodor Östergren, modellmästare, s, f. 1878",1921,1927,1924
Blekinge län och Kristianstads län,1920,1931,"Adolf Dahl, rådman, h",1921,1927,1924
Blekinge län och Kristianstads län,1920,1931,"Jeppe Clemedtson, sparbankskamrerare, h, f. 1885",1921,1927,1924
Blekinge län och Kristianstads län,1920,1931,"William Linder, hovrättsråd, s",1921,1927,1924
Blekinge län och Kristianstads län,1920,1931,"Alexander Nilsson i Fredriksfält, lantbrukare, bf",1921,1927,1924
Blekinge län och Kristianstads län,1920,1931,"Elof Andersson i Fältenborg, lantbrukare, l, f. 1873",1921,1927,1924
Malmöhus län med Malmö stad och Helsingborgs stad,1920,1928,"Nils Persson i Malmö, kassör, s, f. 1865",1921,1927,1924
Malmöhus län med Malmö stad och Helsingborgs stad,1920,1928,"Knut Ebbe von Geijer, borgmästare, h, f. 1864,",1921,1927,1924
Malmöhus län med Malmö stad och Helsingborgs stad,1920,1928,"Jacob Larsson, häradshövding, s, f. 1851",1921,1927,1924
Malmöhus län med Malmö stad och Helsingborgs stad,1920,1928,"Anton Nilsson i Östrabo, lantbrukare, h, f. 1874",1921,1927,1924
Malmöhus län med Malmö stad och Helsingborgs stad,1920,1928,"Nils August Nilsson i Kabbarp, trädgårdsodlare, s",1921,1927,1924
Malmöhus län med Malmö stad och Helsingborgs stad,1920,1928,"Nils Wohlin, statsråd, bf",1921,1927,1924
Malmöhus län med Malmö stad och Helsingborgs stad,1920,1928,"Olof Olsson, läroverksadjunkt, s, f. 1872",1921,1927,1924
Malmöhus län med Malmö stad och Helsingborgs stad,1920,1928,"Johan Nilsson i Malmö, redaktör, s, f. 1874",1921,1927,1924
Malmöhus län med Malmö stad och Helsingborgs stad,1920,1928,"Anders Antonsson, direktör, h, f. 1856",1921,1927,1924
Malmöhus län med Malmö stad och Helsingborgs stad,1920,1928,"Carl Johansson, arbetsförmedlingsföreståndare, s, f. 1856",1921,1927,1924
Malmöhus län med Malmö stad och Helsingborgs stad,1920,1928,"Jöns Pålsson, hemmansägare, l, f. 1870",1921,1927,1924
Malmöhus län med Malmö stad och Helsingborgs stad,1920,1928,"Jöns Jönsson i Slätåker, lantbrukare, h, f. 1867",1921,1927,1924
Göteborgs stad,1920,1926,"Anders Lindblad, redaktör, s, f. 1866",1921,1927,1924
Göteborgs stad,1920,1926,"Gustaf Boman, grosshandlare, h, f. 1861",1921,1927,1924
Göteborgs stad,1920,1926,"Ernst Wigforss, lektor, s",1921,1927,1924
Göteborgs stad,1920,1926,"Kerstin Hesselgren, yrkesinspektris, l",1921,1927,1924
Göteborgs stad,1920,1926,"Gustav Hansson, skomakarmästare, s, f. 1878",1921,1927,1924
Göteborgs och Bohus län,1920,1925,"Eric Hallin, kammarherre, h, f. 1870",1921,1927,1924
Göteborgs och Bohus län,1920,1925,"Karl Andreas Andersson, byrådirektör, f, f. 1875",1921,1927,1924
Göteborgs och Bohus län,1920,1925,"Sigfrid Hansson, redaktör, s, f. 1884",1921,1927,1924
Göteborgs och Bohus län,1920,1925,"Ludvig Widell, överdirektör, h, f. 1870",1921,1927,1924
Göteborgs och Bohus län,1920,1925,"Isak Svensson i Grindstorp, lantbrukare, l, f. 1864",1921,1927,1924
Göteborgs och Bohus län,1920,1925,"Albin Andersson i Myggnäs, bankkamrer, bf",1921,1927,1924
Älvsborgs län,1920,1929,"Hugo Erik Gustaf Hamilton, f.d. landshövding, f. 1849",1921,1927,1924
Älvsborgs län,1920,1929,"Olaus Pettersson i Småkulla, lantbrukare, l, f. 1859",1921,1927,1924
Älvsborgs län,1920,1929,"Karl Sandegård, kyrkoherde, s, f. 1880",1921,1927,1924
Älvsborgs län,1920,1929,"Johan Johansson i Friggeråker, lantbrukare, bf, f. 1872",1921,1927,1924
Älvsborgs län,1920,1929,"Knut Aron Heyman, godsägare, h, f. 1870",1921,1927,1924
Älvsborgs län,1920,1929,"Axel von Sneidern, godsägare, h, f. 1875",1921,1927,1924
Älvsborgs län,1920,1929,"Axel Fredrik Wennersten, direktör, h, f. 1863",1921,1927,1924
Älvsborgs län,1920,1929,"Edvard Björnsson, lektor, s, f. 1878",1921,1927,1924
Skaraborgs län,1920,1927,"Edward Larson i Lerdala, lantbrukare, l, f. 1867",1921,1927,1924
Skaraborgs län,1920,1927,"Ernst Svensson i Eskhult, lantbrukare, bf, f. 1880",1921,1927,1924
Skaraborgs län,1920,1927,"Torsten Ström, handlande, s, f. 1885",1921,1927,1924
Skaraborgs län,1920,1927,"Erik Vrang, redaktör, h, f. 1870",1921,1927,1924
Skaraborgs län,1920,1927,"August Johansson i Lövholmen, lantbrukare, l, f. 1864",1921,1927,1924
Skaraborgs län,1920,1927,"Ernst Lundell, godsägare, h, f. 1857",1921,1927,1924
Värmlands län,1920,1925,"Knut Abel Tengdahl, försäkringstjänsteman, s, f. 1867",1921,1927,1924
Värmlands län,1920,1925,"Mauritz Hellberg, redaktör, l, f. 1859",1921,1927,1924
Värmlands län,1920,1925,"Gustaf Strömberg, yrkesunderinspektör, s",1921,1927,1924
Värmlands län,1920,1925,"Johan Carlsson, godsägare, h, f. 1864",1921,1927,1924
Värmlands län,1920,1925,"Åke Ingeström, lantbruksskoleföreståndare, l, f. 1867",1921,1927,1924
Värmlands län,1920,1925,"Karl Franzén, läroverksadjunkt, s, f. 1883",1921,1927,1924
Värmlands län,1920,1925,"Johan Bergman, lektor, l",1921,1927,1924
Örebro län,1920,1926,"Oscar Olsson, lektor, s, f. 1877",1921,1927,1924
Örebro län,1920,1926,"Gerhard Halfred von Koch, kansliråd, l, f. 1872",1921,1927,1924
Örebro län,1920,1926,"Adolf Lindgren, direktör, h, f. 1864",1921,1927,1924
Örebro län,1920,1926,"Anders Örne, statsråd, s",1921,1927,1924
Örebro län,1920,1926,"Axel Vindahl, köpman, l, f. 1866",1921,1927,1924
Kopparbergs län,1920,1927,"Daniel Alfred Petrén, överinspektör, s, f. 1867",1921,1927,1924
Kopparbergs län,1920,1927,"Ernst Lyberg, rådman, l, f. 1874",1921,1927,1924
Kopparbergs län,1920,1927,"Carl Schedin, hemmansägare, bf, f. 1868",1921,1927,1924
Kopparbergs län,1920,1927,"Erik Dalberg, ombudsman, s, f. 1869",1921,1927,1924
Kopparbergs län,1920,1927,"Anders Pers, redaktör, l, f. 1860",1921,1927,1924
Kopparbergs län,1920,1927,"Ernst Åström, tobakshandlare, s, f. 1876",1921,1927,1924
Gävleborgs län med Gävle stad,1920,1928,"Rickard Sandler, f.d. statssekreteraren, s",1921,1927,1924
Gävleborgs län med Gävle stad,1920,1928,"Nils Sigfrid Norling, redaktör, s, f. 1880",1921,1927,1924
Gävleborgs län med Gävle stad,1920,1928,"Per Andersson i Koldemo, hemmansägare, bf, f. 1876",1921,1927,1924
Gävleborgs län med Gävle stad,1920,1928,"Per Norin, hemmansägare, s, f. 1863",1921,1927,1924
Gävleborgs län med Gävle stad,1920,1928,"Carl Eriksson i Ljusdal, möbelhandlare, s, f. 1881",1921,1927,1924
Gävleborgs län med Gävle stad,1920,1928,"Jonas Andersson i Hedsta, lantbrukare, h, f. 1873",1921,1927,1924
Gävleborgs län med Gävle stad,1920,1928,"Carl Carlsson, bageriföreståndare, l, f. 1873",1921,1927,1924
Västernorrlands län och Jämtlands län,1920,1924,"Herman Kvarnzelius, landshövding, l",1921,1927,1924
Västernorrlands län och Jämtlands län,1920,1924,"Janne Walles, kassör, s, f. 1871",1921,1927,1924
Västernorrlands län och Jämtlands län,1920,1924,"Erik August Enhörning, konsul, h, f. 1860",1921,1927,1924
Västernorrlands län och Jämtlands län,1920,1924,"Johan Johansson i Hornsberg, förlikningsman, l, f. 1874",1921,1927,1924
Västernorrlands län och Jämtlands län,1920,1924,"Carl Albert Lindhagen, borgmästare, s, f. 1860",1921,1927,1924
Västernorrlands län och Jämtlands län,1920,1924,"Leonard Tjällgren, lantbrukare, bf, f. 1878",1921,1927,1924
Västernorrlands län och Jämtlands län,1920,1924,"Henric Öhngren, v.konsul, l, f. 1853",1921,1927,1924
Västernorrlands län och Jämtlands län,1920,1924,"Frits Leander Lindqvist, föreståndare, s, f. 1865",1921,1927,1924
Västernorrlands län och Jämtlands län,1920,1924,"Anders Olof Frändén, hemmansägare, h, f. 1866",1921,1927,1924
Västernorrlands län och Jämtlands län,1920,1924,"Ingebrekt Bergman, hemmansägare, l, f. 1864",1921,1927,1924
Västerbottens län och Norrbottens län,1920,1930,"Gustav Rosén, redaktör, l",1921,1927,1924
Västerbottens län och Norrbottens län,1920,1930,"Olof Bergqvist, biskop, h, f. 1862",1921,1927,1924
Västerbottens län och Norrbottens län,1920,1930,"Paul Hellström, professor, l",1921,1927,1924
Västerbottens län och Norrbottens län,1920,1930,"Carl Winberg, redaktör, k, f. 1867",1921,1927,1924
Västerbottens län och Norrbottens län,1920,1930,"Herman Rogberg, häradshövding, h",1921,1927,1924
Västerbottens län och Norrbottens län,1920,1930,"John Almkvist, folkskoleinspektör, l",1921,1927,1924
Västerbottens län och Norrbottens län,1920,1930,"Evert Jonsson i Lycksele, sekreterare, l, f. 1869",1921,1927,1924
Västerbottens län och Norrbottens län,1920,1930,"Nils Gabrielsson, hemmansägare, bf",1921,1927,1924
Västerbottens län och Norrbottens län,1920,1930,"Manne Asplund, bergmästare, s, f. 1872",1921,1927,1924
